Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peter Buddle,Marc Dalton,Juliuss Hoffmann,Phil Klapwyk,Steven William Ranta,Ahmed Yousef,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 33","Pitt Meadows",1,61,5,63,0,41,2,173,522
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 34","Pitt Meadows",0,56,4,41,1,50,0,152,539
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 35","Pitt Meadows",0,69,2,51,3,75,1,201,498
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 36","Maple Ridge",0,46,8,30,0,39,0,123,377
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 37","Maple Ridge",0,54,9,71,1,37,0,172,444
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 38","Maple Ridge",1,72,5,54,0,51,0,183,457
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 39","Maple Ridge",0,74,15,52,1,67,0,209,471
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 40","Maple Ridge",1,62,7,69,2,46,2,189,590
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 41A","Maple Ridge",0,38,13,51,0,33,0,135,391
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 41B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,,23
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 42","Maple Ridge",0,57,4,57,2,42,1,163,392
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 43","Pitt Meadows",0,57,3,51,0,43,0,154,433
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 44","Pitt Meadows",1,43,5,79,5,54,2,189,500
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 45","Pitt Meadows",0,57,3,57,1,46,3,167,490
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 46","Pitt Meadows",1,73,6,114,2,67,0,263,564
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 47","Pitt Meadows",0,66,7,63,1,51,0,188,443
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 48","Pitt Meadows",1,66,10,69,1,47,0,194,469
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 49","Pitt Meadows",1,52,3,62,2,47,0,167,465
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 50","Maple Ridge",0,114,9,58,4,59,0,244,616
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 51","Maple Ridge",0,59,4,65,2,67,3,200,463
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 52","Maple Ridge",0,73,10,81,4,44,1,213,503
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 53","Maple Ridge",0,84,21,77,1,57,1,241,558
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 54","Maple Ridge",0,37,13,76,5,35,1,167,521
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 55","Maple Ridge",3,55,3,59,1,52,1,174,472
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 56","Maple Ridge",1,72,9,68,0,38,0,188,479
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 57","Maple Ridge",0,53,13,89,2,62,0,219,510
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 58","Maple Ridge",1,50,11,59,0,50,1,172,528
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 59","Maple Ridge",1,65,8,54,0,37,0,165,517
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 60","Maple Ridge",1,80,5,81,4,52,0,223,506
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 61","Maple Ridge",0,74,9,91,7,63,1,245,489
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 62","Maple Ridge",1,62,11,66,2,40,0,182,475
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 63","Maple Ridge",1,66,15,49,4,48,0,183,506
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 64","Maple Ridge",0,49,17,66,1,41,1,175,522
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 65","Maple Ridge",0,126,10,73,2,58,1,270,783
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 66","Maple Ridge",0,78,13,44,1,30,0,166,468
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 67","Maple Ridge",2,71,17,62,3,38,1,194,542
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 68","Maple Ridge",0,58,8,44,0,48,4,162,491
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 69","Maple Ridge",1,67,13,41,0,44,1,167,484
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 70","Pitt Meadows",2,103,5,91,2,85,2,290,593
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 71","Pitt Meadows",0,79,2,67,2,71,0,221,487
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 72","Pitt Meadows",1,47,4,138,0,98,0,288,598
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 73","Maple Ridge ",Void/Supprimé,,,,,,,,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 74","Maple Ridge",2,57,18,51,3,30,0,161,420
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 75","Maple Ridge",1,60,10,46,2,50,1,170,481
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 76","Maple Ridge",2,60,3,72,2,58,2,199,477
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 77A","Maple Ridge",1,52,7,56,2,45,1,164,502
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 77B","Mobile poll/Bureau itinérant",1,19,1,14,0,18,3,56,87
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 78","Maple Ridge",1,47,12,59,3,52,2,176,584
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 79","Maple Ridge",0,38,4,70,3,43,0,158,533
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 80","Maple Ridge",2,60,16,74,3,62,2,219,535
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 81","Maple Ridge",0,74,8,67,0,39,0,188,557
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 82","Maple Ridge",0,50,13,68,1,34,1,167,465
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 83","Maple Ridge",2,45,10,57,0,38,0,152,511
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 84","Maple Ridge",2,57,10,67,4,37,0,177,466
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 85","Maple Ridge",3,60,8,47,5,26,0,149,487
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 86","Maple Ridge",0,53,10,58,3,31,1,156,557
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 87","Maple Ridge",0,58,10,77,2,44,0,191,512
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 88","Maple Ridge",1,55,7,73,1,28,1,166,515
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 89","Maple Ridge",0,32,11,62,1,30,0,136,521
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 90","Maple Ridge",3,52,14,64,2,32,2,169,511
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 91","Maple Ridge",0,48,14,70,2,33,2,169,641
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 92","Maple Ridge",0,31,5,46,2,35,0,119,442
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 93","Maple Ridge",0,30,4,35,2,13,1,85,454
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 94","Maple Ridge",1,40,8,64,4,28,0,145,505
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 95","Maple Ridge",2,66,9,76,3,42,0,198,584
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 96","Maple Ridge",0,55,22,76,2,34,0,189,514
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 97","Maple Ridge",0,74,11,55,2,42,1,185,466
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 98","Maple Ridge",1,44,12,59,1,47,1,165,540
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 99","Maple Ridge",1,63,7,78,1,57,0,207,527
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 100","Maple Ridge",0,79,9,83,4,53,0,228,538
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 101","Maple Ridge",2,84,10,85,0,39,4,224,500
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 102","Maple Ridge",1,72,7,68,3,64,0,215,536
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 103","Maple Ridge",1,63,9,57,1,39,1,171,454
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 104","Maple Ridge",Merged with No./Fusionné avec le n°110,,,,,,,,403
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 105","Maple Ridge",1,70,9,85,1,57,0,223,631
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 106","Maple Ridge",1,38,4,48,2,33,0,126,515
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 107","Maple Ridge",1,59,5,56,1,49,0,171,497
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 108","Maple Ridge",0,51,7,62,3,47,0,170,515
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 109","Maple Ridge",0,66,15,62,2,62,0,207,587
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 110","Maple Ridge",1,73,9,83,4,63,0,233,451
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 111","Maple Ridge",1,109,9,46,5,65,1,236,532
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 112","Maple Ridge",0,53,3,74,2,52,0,184,443
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 113","Maple Ridge",0,70,8,55,0,59,0,192,283
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 114","Maple Ridge",0,80,11,66,0,35,0,192,508
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 115","Maple Ridge",1,70,21,79,1,47,0,219,474
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 116","Maple Ridge",3,84,13,64,2,36,1,203,491
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 117A","Maple Ridge",Merged with No./Fusionné avec le n°113,,,,,,,,279
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 117B","Maple Ridge",1,78,14,60,1,46,1,201,601
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 118","Maple Ridge",2,67,13,87,1,60,0,230,422
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 119","Maple Ridge",0,51,15,53,3,54,0,176,535
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 120","Maple Ridge",0,60,8,53,2,23,1,147,452
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 121","Maple Ridge",0,68,4,65,2,36,0,175,546
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 122","Maple Ridge",0,46,7,55,7,41,0,156,508
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 123","Maple Ridge",0,46,12,80,0,35,0,173,429
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 124","Maple Ridge",Merged with No./Fusionné avec le n°118,,,,,,,,305
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 125","Maple Ridge",0,76,11,60,2,60,0,209,577
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 126","Maple Ridge",0,87,13,93,1,59,6,259,617
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 127","Maple Ridge",1,54,3,64,0,55,0,177,477
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 128","Maple Ridge",1,62,9,63,0,53,1,189,405
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 129","Maple Ridge",0,49,13,92,0,52,0,206,493
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 130","Maple Ridge",1,109,4,103,1,67,4,289,627
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 131","Maple Ridge",1,88,4,68,3,56,0,220,506
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 132","Maple Ridge",0,57,14,36,1,69,1,178,463
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 133","Maple Ridge",2,89,10,96,1,37,0,235,531
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 134","Maple Ridge",0,75,9,87,1,56,0,228,548
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 135A","Maple Ridge",Merged with No./Fusionné avec le n°146,,,,,,,,176
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 135B","Maple Ridge",0,82,9,81,1,70,1,244,556
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 136","Maple Ridge",2,83,13,80,2,62,0,242,515
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 137","Maple Ridge",0,82,9,83,1,70,0,245,612
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 138","Maple Ridge",0,73,12,51,3,61,0,200,459
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 139","Maple Ridge",0,116,15,45,3,59,0,238,562
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 140","Maple Ridge",0,72,17,79,3,59,0,230,553
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 141","Maple Ridge",0,55,3,39,1,37,0,135,426
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 142","Maple Ridge",0,95,8,88,1,59,2,253,661
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 143","Maple Ridge",1,56,10,75,2,48,1,193,476
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 144","Maple Ridge",0,77,17,76,2,76,1,249,544
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 145","Langley 5",1,49,8,91,3,49,0,201,514
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 146","Maple Ridge",2,77,10,68,0,48,0,205,349
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 147","Maple Ridge",1,62,3,45,1,32,2,146,427
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 148","Maple Ridge",1,135,21,90,2,60,0,309,782
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 149","Maple Ridge",0,59,5,48,0,40,0,152,486
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 150","Maple Ridge",1,92,4,70,0,56,0,223,488
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 151","Maple Ridge",1,79,16,99,4,59,2,260,602
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 152","Maple Ridge",1,113,18,75,0,71,1,279,607
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 153","Maple Ridge",0,101,11,58,0,53,0,223,630
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 154","Maple Ridge",1,130,12,85,0,78,1,307,837
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 155","Maple Ridge",0,82,16,92,1,38,1,230,628
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 156","Maple Ridge",0,75,8,46,4,39,0,172,496
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 157","Maple Ridge",1,118,21,76,1,42,0,259,566
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 158","Maple Ridge",1,108,13,71,1,29,1,224,558
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 159","Maple Ridge",0,68,9,56,3,50,1,187,510
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 160","Maple Ridge",0,81,14,65,1,34,0,195,487
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 161","Maple Ridge",2,80,18,48,2,37,0,187,496
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 500","Mobile poll/Bureau itinérant",1,20,4,23,4,21,0,73,121
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 501","Mobile poll/Bureau itinérant",0,4,2,5,2,6,0,19,15
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 502","Mobile poll/Bureau itinérant",2,39,1,16,5,27,6,96,191
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 503","Mobile poll/Bureau itinérant",0,33,2,21,3,22,10,91,126
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 504","Mobile poll/Bureau itinérant",0,5,0,3,0,4,0,12,18
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 505","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°108,,,,,,,,32
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 506","Mobile poll/Bureau itinérant",1,13,0,9,0,27,1,51,79
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 507","Mobile poll/Bureau itinérant",0,12,2,12,1,7,2,36,98
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 508","Mobile poll/Bureau itinérant",1,19,3,22,2,29,3,79,114
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 600","Pitt Meadows",2,548,71,342,8,372,1,1344,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 601","Pitt Meadows",4,391,47,444,9,369,4,1268,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 602","Pitt Meadows",1,406,49,381,4,310,4,1155,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 603","Maple Ridge",3,492,104,371,2,238,7,1217,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 604","Maple Ridge",2,340,70,320,9,213,5,959,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 605","Maple Ridge",5,511,113,371,10,333,4,1347,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 606","Maple Ridge",1,451,50,314,9,268,1,1094,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 607","Maple Ridge",5,750,134,384,7,389,3,1672,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 608","Maple Ridge",3,429,68,317,9,256,0,1082,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 609","Maple Ridge",8,334,87,383,14,294,13,1133,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 610","Maple Ridge",5,389,50,307,11,266,2,1030,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 611","Maple Ridge",3,364,52,294,9,197,3,922,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 612","Maple Ridge",1,466,79,272,6,268,6,1098,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 613","Maple Ridge",2,462,80,207,5,215,4,975,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 614","Maple Ridge",4,434,83,242,4,187,1,955,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 615","Maple Ridge",1,387,71,193,11,157,0,820,
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge",,Group 1/Groupe 1, 3,118,17,106,3,80,11,338,134
59022,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge",,Group 2/Groupe 2, 6,1321,102,1236,28,1044,81,3818,
