Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Madelaine Dwyer,Doug Eyolfson,Marty Morantz,Vanessa Parks,Angela Van Hussen,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 19","Winnipeg",33,59,63,3,6,0,164,435
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 20","Winnipeg",47,64,80,3,11,1,206,630
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 21","Winnipeg",38,65,73,1,9,0,186,536
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 22","Winnipeg",34,50,56,1,5,3,149,526
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 23","Winnipeg",39,53,58,3,12,1,166,545
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 24","Winnipeg",38,38,29,5,9,0,119,436
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 25","Winnipeg",31,46,52,4,4,0,137,672
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 26","Winnipeg",66,50,59,4,14,0,193,680
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 27","Winnipeg",44,61,57,4,7,0,173,534
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 28","Winnipeg",52,72,104,8,7,2,245,660
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 29","Winnipeg",38,50,59,4,13,3,167,410
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 30","Winnipeg",32,76,66,5,4,1,184,501
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 31","Winnipeg",15,30,13,2,1,0,61,147
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 32","Winnipeg",18,67,89,3,1,2,180,314
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 33","Winnipeg",34,90,50,5,10,0,189,466
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 34","Winnipeg",47,83,51,6,5,0,192,567
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 35","Winnipeg",44,86,47,7,5,0,189,502
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 36","Winnipeg",48,59,58,6,6,0,177,504
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 37","Winnipeg",47,81,63,10,8,0,209,548
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 38","Winnipeg",47,77,66,6,13,3,212,594
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 39","Winnipeg",55,84,78,8,11,1,237,539
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 40","Winnipeg",61,75,59,4,13,1,213,625
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 41A","Winnipeg",18,71,43,3,5,1,141,448
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 41B","Winnipeg",Merged with No./Fusionné avec le n°56,,,,,,,57
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 42","Winnipeg",37,48,46,5,7,0,143,402
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 43","Winnipeg",57,74,67,4,7,2,211,560
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 44","Winnipeg",25,28,45,3,9,1,111,397
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 45","Winnipeg",29,41,30,1,7,0,108,279
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 46","Winnipeg",26,41,47,0,2,2,118,374
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 47","Winnipeg",23,32,17,1,10,0,83,378
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 48","Winnipeg",51,58,69,5,11,0,194,529
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 49","Winnipeg",29,43,76,2,4,0,154,439
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 50","Winnipeg",30,39,62,2,6,1,140,434
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 51","Winnipeg",22,37,45,1,12,2,119,300
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 52","Winnipeg",44,85,43,6,4,0,182,470
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 53","Winnipeg",40,79,62,3,7,0,191,445
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 54","Winnipeg",38,46,51,6,6,0,147,418
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 55","Winnipeg",48,39,40,0,8,2,137,418
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 56","Winnipeg",8,34,27,1,5,0,75,101
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 57","Winnipeg",34,49,32,0,8,0,123,549
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 58","Winnipeg",42,64,42,5,11,0,164,532
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 59","Winnipeg",35,71,34,5,2,0,147,570
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 60","Winnipeg",17,75,47,2,11,1,153,458
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 61","Winnipeg",19,71,45,3,5,1,144,538
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 62","Winnipeg",35,61,54,5,4,0,159,528
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 63","Winnipeg",27,42,39,2,5,1,116,467
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 64","Winnipeg",43,55,35,7,6,0,146,546
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 65","Winnipeg",26,48,31,4,10,2,121,464
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 66","Winnipeg",17,49,92,1,2,0,161,577
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 67","Headingley--Swan Lake First Nation 8A",34,60,124,6,12,0,236,534
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 68","Headingley",17,71,88,0,6,0,182,392
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 69","Headingley",33,43,112,7,4,1,200,436
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 70","Winnipeg",24,11,8,1,10,0,54,87
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 71","Winnipeg",39,67,36,5,7,0,154,419
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 72","Winnipeg",22,51,38,9,10,2,132,428
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 73","Winnipeg",51,71,63,4,8,4,201,395
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 74","Winnipeg",28,75,41,2,3,1,150,244
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 75","Winnipeg",24,83,54,6,6,0,173,509
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 76","Winnipeg",41,95,48,4,4,2,194,636
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 77","Winnipeg",28,49,52,4,7,0,140,388
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 78","Winnipeg",27,60,51,4,12,0,154,499
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 79","Winnipeg",37,66,90,4,5,0,202,557
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 80","Winnipeg",41,59,62,4,12,2,180,508
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 81","Winnipeg",14,69,75,6,11,0,175,541
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 82","Winnipeg",32,78,55,5,2,1,173,568
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 83","Winnipeg",31,49,49,1,5,0,135,412
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 84","Winnipeg",23,50,49,6,3,2,133,455
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 85","Winnipeg",25,38,48,3,5,1,120,407
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 86A","Winnipeg",Merged with No./Fusionné avec le n°94,,,,,,,66
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 86B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°94,,,,,,,16
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 87","Winnipeg",21,31,32,7,7,0,98,227
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 88","Winnipeg",16,55,57,2,3,1,134,366
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 89","Winnipeg",23,65,68,6,6,2,170,504
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 90","Winnipeg",24,55,77,7,7,2,172,468
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 91","Winnipeg",24,57,81,4,1,1,168,516
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 92","Winnipeg",16,35,36,4,1,2,94,281
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 93","Winnipeg",35,66,79,5,3,1,189,661
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 94","Winnipeg",26,60,71,6,0,0,163,409
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 95","Winnipeg",31,85,67,5,10,0,198,470
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 96","Winnipeg",22,54,69,5,7,1,158,514
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 97","Winnipeg",39,50,64,2,10,0,165,586
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 98","Winnipeg",41,55,58,3,12,0,169,516
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 99","Winnipeg",27,64,45,2,8,0,146,520
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 100","Winnipeg",54,88,86,9,8,1,246,579
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 101","Winnipeg",38,62,90,5,6,2,203,469
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 102","Winnipeg",42,73,80,12,9,1,217,459
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 103","Winnipeg",35,85,97,14,6,3,240,519
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 104","Winnipeg",28,77,79,6,1,0,191,481
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 105","Winnipeg",19,95,75,4,6,0,199,519
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 106","Winnipeg",14,40,89,0,4,0,147,400
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 107","Headingley",14,33,55,2,1,0,105,262
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 108","Headingley",12,27,61,1,5,0,106,311
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 109","Headingley",8,43,101,3,5,0,160,396
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 110","Winnipeg",28,61,56,2,2,0,149,477
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 111","Winnipeg",31,65,84,9,4,1,194,546
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 112","Winnipeg",10,39,28,2,5,0,84,364
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 113","Winnipeg",22,60,52,3,10,0,147,411
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 114","Winnipeg",24,43,50,6,4,1,128,385
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 115","Winnipeg",31,89,81,4,16,0,221,453
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 116","Winnipeg",39,70,82,1,8,0,200,465
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 117","Winnipeg",31,89,55,3,0,0,178,462
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 118","Winnipeg",41,86,88,2,5,0,222,512
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 119","Winnipeg",27,79,93,5,3,0,207,484
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 120","Winnipeg",28,103,85,11,3,1,231,490
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 121","Winnipeg",15,51,53,4,3,1,127,326
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 122","Winnipeg",26,77,71,1,6,0,181,514
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 123","Winnipeg",16,51,67,3,4,0,141,374
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 124","Winnipeg",21,68,74,6,15,1,185,531
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 125","Winnipeg",25,66,58,4,2,0,155,545
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 126","Winnipeg",23,47,71,1,5,0,147,479
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 127","Winnipeg",39,93,88,6,9,0,235,556
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 128A","Winnipeg",41,71,98,6,7,0,223,617
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 128B","Winnipeg",30,93,94,6,8,0,231,657
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 129","Winnipeg",18,62,50,2,2,1,135,354
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 130","Winnipeg",21,84,69,2,7,0,183,527
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 131","Winnipeg",20,63,117,8,9,0,217,510
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 400","Winnipeg",Void/Supprimé,,,,,,,
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 401","Winnipeg",Merged with No./Fusionné avec le n°1,,,,,,,79
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 402","Winnipeg",10,38,26,4,1,4,83,186
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 403","Winnipeg",12,67,63,3,0,3,148,219
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 404","Winnipeg",32,72,58,2,9,2,175,324
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 405","Winnipeg",4,52,40,2,3,1,102,149
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 406","Winnipeg",5,35,33,2,2,5,82,112
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 407","Winnipeg",Merged with No./Fusionné avec le n°39,,,,,,,173
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 408","Winnipeg",11,31,24,0,1,2,69,132
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 409","Winnipeg",5,55,43,2,1,2,108,214
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 410","Winnipeg",23,51,42,2,8,2,128,270
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 411","Winnipeg",10,26,30,3,1,0,70,100
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 412","Winnipeg",9,32,28,0,1,0,70,158
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 413","Winnipeg",9,26,21,2,1,0,59,113
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 414","Winnipeg",35,60,57,3,4,0,159,311
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 415","Winnipeg",30,65,51,4,6,0,156,294
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 416","Winnipeg",3,8,9,1,0,0,21,152
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 417","Winnipeg",Merged with No./Fusionné avec le n°73,,,,,,,111
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 418","Winnipeg",Merged with No./Fusionné avec le n°70,,,,,,,27
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 419","Winnipeg",Merged with No./Fusionné avec le n°73,,,,,,,84
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 420","Winnipeg",38,42,39,4,5,2,130,238
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 421","Winnipeg",Merged with No./Fusionné avec le n°74,,,,,,,187
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 422","Winnipeg",Merged with No./Fusionné avec le n°87,,,,,,,138
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 423","Winnipeg",Merged with No./Fusionné avec le n°104,,,,,,,29
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 424","Winnipeg",2,4,20,2,0,0,28,61
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 425","Winnipeg",Merged with No./Fusionné avec le n°104,,,,,,,26
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 426","Winnipeg",Merged with No./Fusionné avec le n°103,,,,,,,59
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 427","Winnipeg",Void/Supprimé,,,,,,,
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 428","Winnipeg",2,38,37,4,0,1,82,107
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 429","Winnipeg",5,12,13,0,0,0,30,83
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 500","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°25,,,,,,,20
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 501","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°19,,,,,,,121
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 502","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°39,,,,,,,3
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 503","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°93,,,,,,,69
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 504","Winnipeg",Merged with No./Fusionné avec le n°93,,,,,,,23
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 505","Mobile poll/Bureau itinérant",8,26,26,2,1,1,64,106
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 506","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°102,,,,,,,102
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 600","Winnipeg",45,153,307,5,19,2,531,
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 601","Winnipeg",187,523,597,22,59,3,1391,
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 602","Winnipeg",222,621,640,21,42,5,1551,
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 603","Winnipeg",182,470,488,13,42,5,1200,
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 604","Winnipeg",119,408,369,22,22,6,946,
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 605","Winnipeg",172,449,396,16,31,3,1067,
46002,"Charleswood--St. James--Assiniboia--Headingley/Charleswood--St. James--Assiniboia--Headingley"," 606","Winnipeg",224,599,400,39,69,7,1338,
