Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Steve Black,Nicole Fortier Levesque,Serge Lefebvre,Gaétan Malette,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 24","Hearst",53,30,8,70,1,162,490
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 25","Hearst",65,21,1,66,2,155,433
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 26","Hearst",76,19,1,67,1,164,465
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 27","Hearst",102,27,3,73,1,206,562
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 28","Smooth Rock Falls",33,7,3,57,0,100,268
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 29","Smooth Rock Falls",38,7,2,43,2,92,278
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 30","Smooth Rock Falls",36,11,2,55,0,104,268
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 31","Smooth Rock Falls",33,11,2,56,2,104,330
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 32","Opasatika",35,20,5,62,0,122,311
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 33","Moonbeam",101,13,2,78,2,196,434
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 34","Moonbeam",57,18,2,83,1,161,273
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 35","Moonbeam",62,20,2,101,1,186,358
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 36","Kapuskasing",51,18,1,60,1,131,463
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 37","Kapuskasing",85,24,1,94,1,205,541
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 38","Kapuskasing",94,26,8,73,1,202,559
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 39","Kapuskasing",55,23,7,88,1,174,556
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 40","Kapuskasing",32,13,0,43,2,90,333
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 41","Kapuskasing",51,29,3,60,3,146,523
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 42","Kapuskasing",45,26,2,37,1,111,445
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 43","Kapuskasing",49,23,3,85,1,161,485
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 44","Cochrane",57,20,4,93,1,175,533
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 44-1","New Post 69A",8,9,1,3,4,25,58
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 45","Cochrane",97,27,4,74,0,202,568
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 46","Cochrane",65,23,2,81,1,172,525
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 47","Cochrane",76,16,1,71,1,165,461
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 48","Cochrane",61,16,5,64,0,146,494
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 49","Cochrane",75,25,3,92,2,197,549
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 50","Cochrane",54,19,2,74,1,150,574
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 51","Cochrane",90,24,9,125,1,249,747
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 52","Cochrane",47,14,3,93,1,158,481
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 53","Strickland",26,13,1,46,1,87,207
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 54","Fauquier",62,22,1,92,4,181,286
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 55","Val Rita",67,32,7,127,0,233,502
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 56","Iroquois Falls",69,18,8,62,1,158,518
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 57","Iroquois Falls",38,17,8,69,0,132,425
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 58","Iroquois Falls",36,16,8,66,1,127,441
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 59","Iroquois Falls",63,10,3,103,0,179,467
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 60","Iroquois Falls",68,25,11,94,3,201,572
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 61","Iroquois Falls",35,10,5,69,1,120,482
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 62","Iroquois Falls",48,24,9,81,1,163,481
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 63","Abitibi 70",16,5,1,5,0,27,53
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 64","Hornepayne",48,6,2,68,2,126,311
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 65","Shillington",34,16,2,73,2,127,472
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 66","Matheson",32,13,5,64,2,116,406
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 67","Matheson",32,13,2,91,2,140,361
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 68","Iroquois Falls",58,27,12,108,2,207,517
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 69","Val Gagné",73,24,5,102,2,206,387
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 70","Timmins",51,9,0,81,1,142,492
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 71","Timmins",76,12,3,107,1,199,505
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 72","Timmins",123,25,5,149,3,305,644
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 73","Timmins",123,20,2,121,1,267,492
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 74","Timmins",99,13,1,98,0,211,615
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 75","Timmins",69,20,5,162,6,262,424
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 76","Ramore",49,29,7,121,1,207,447
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 77","Timmins",70,18,3,128,1,220,501
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 78","Timmins",45,9,2,162,0,218,558
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 79","Timmins",58,17,2,132,0,209,484
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 80","Timmins",55,10,0,67,1,133,457
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 81","Timmins",81,14,2,99,1,197,594
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 82","Timmins",50,15,4,102,2,173,460
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 83","Timmins",38,26,1,117,2,184,548
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 84","Timmins",102,4,3,130,2,241,525
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 85","Timmins",57,12,1,93,1,164,238
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 86A","Timmins",93,21,2,110,2,228,519
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 86B","Timmins",Combined with No./Résultats combinés à ceux du n°85,,,,,,275
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 87","Timmins",60,11,1,79,2,153,418
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 88","Timmins",82,11,1,112,1,207,522
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 89","Timmins",99,15,6,113,4,237,593
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 90","Timmins",48,14,5,102,2,171,547
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 91","Timmins",59,23,7,122,0,211,634
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 92","Timmins",100,15,1,121,4,241,500
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 93","Timmins",73,10,0,67,2,152,420
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 94","Timmins",67,16,3,103,0,189,462
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 95","Timmins",59,10,0,112,1,182,542
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 96","Timmins",59,19,1,87,2,168,550
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 97","Timmins",47,13,4,72,0,136,548
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 98","Timmins",70,11,0,104,1,186,362
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 99","Timmins",69,23,6,129,2,229,543
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 100","Timmins",83,19,3,119,3,227,451
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 101","Timmins",35,9,3,68,1,116,358
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 102","Timmins",74,23,3,130,4,234,506
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 103","Timmins",61,13,6,106,0,186,441
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 104","Timmins",85,21,2,121,6,235,548
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 105","Timmins",42,18,2,106,2,170,519
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 106","Timmins",44,9,3,67,1,124,467
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 107","Timmins",79,16,1,136,0,232,541
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 108","Timmins",37,13,1,70,1,122,497
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 109","Timmins",73,10,2,95,1,181,562
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 110","Timmins",35,8,2,44,1,90,362
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 111","Timmins",86,12,3,138,2,241,516
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 112","Timmins",40,20,4,66,2,132,497
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 113","Timmins",44,13,0,84,2,143,510
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 114","Timmins",66,10,5,100,0,181,567
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 115","Timmins",70,28,8,161,2,269,506
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 116","Kearns",44,17,5,88,1,155,279
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 117","Kearns",46,27,4,71,0,148,245
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 118","Timmins",58,11,4,86,0,159,563
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 119","Timmins",57,6,2,88,2,155,416
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 120","Timmins",48,5,3,100,1,157,356
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 121","Timmins",74,14,0,57,0,145,361
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 122","Timmins",50,9,0,112,2,173,461
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 123","Timmins",63,8,1,89,0,161,461
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 124","Timmins",75,10,4,99,0,188,518
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 125","Timmins",83,7,0,117,0,207,506
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 126","Timmins",33,10,1,112,0,156,484
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 127","Hillary",68,4,1,103,1,177,506
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 127-1","Flying Post 73",Combined with No./Résultats combinés à ceux du n°127,,,,,,1
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 128","Sesekinika",55,12,6,86,1,160,265
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 129","Timmins",47,14,2,87,0,150,549
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 130","Timmins",75,19,4,93,2,193,564
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 131","Timmins",68,17,0,111,3,199,577
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 132","Timmins",60,14,9,124,3,210,560
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 133","Kirkland Lake",54,18,8,74,2,156,483
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 134","Timmins",84,8,4,78,0,174,485
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 135","Timmins",78,20,7,121,2,228,478
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 136","Timmins",69,15,8,121,0,213,518
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 137","Timmins",89,16,1,96,0,202,475
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 138","Timmins",38,10,2,110,0,160,330
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 139","Dobie",57,20,5,123,0,205,401
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 140","Kirkland Lake",80,24,2,72,0,178,548
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 141","Kirkland Lake",40,22,7,80,2,151,552
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 142","Kirkland Lake",40,33,9,75,1,158,546
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 143","Kirkland Lake",44,21,5,83,1,154,546
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 144","Kirkland Lake",56,18,4,106,2,186,575
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 145","Larder Lake",51,27,5,102,0,185,338
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 146","Larder Lake",57,21,6,120,0,204,333
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 147","Kirkland Lake",38,25,4,78,3,148,581
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 148","Kirkland Lake",40,30,6,85,2,163,599
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 149","Kirkland Lake",38,22,6,62,1,129,383
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 150","Kirkland Lake",28,7,4,59,2,100,316
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 151","Kirkland Lake",43,20,3,97,0,163,555
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 152","Kirkland Lake",49,18,1,82,0,150,448
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 153","Matachewan",28,20,11,117,0,176,299
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 154","Dane",31,23,1,126,0,181,405
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 155","Foleyet",14,11,2,44,0,71,261
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 156","Kenogami Lake",97,15,0,108,2,222,411
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 157","Matachewan 72",8,6,1,11,0,26,40
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 158","Gowganda",12,12,1,30,0,55,79
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 159","Chapleau",9,9,1,20,0,39,272
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 159-1","Chapleau 74A",Combined with No./Résultats combinés à ceux du n°163,,,,,,23
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 159-2","Chapleau Cree Fox Lake",Combined with No./Résultats combinés à ceux du n°163,,,,,,93
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 159-3","Duck Lake 76B",Combined with No./Résultats combinés à ceux du n°160,,,,,,23
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 160","Chapleau",66,22,4,81,0,173,322
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 161A","Chapleau",44,12,3,68,0,127,383
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 161B","Mobile poll/Bureau itinérant",6,3,2,3,0,14,11
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 162A","Chapleau",37,14,4,34,0,89,372
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 162B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°161B,,,,,,20
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 163","Chapleau",54,15,3,62,0,134,277
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 164","Chapleau",21,13,1,40,1,76,352
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,13
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 501","Mobile poll/Bureau itinérant",33,4,1,8,1,47,87
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,34
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 503","Mobile poll/Bureau itinérant",39,25,9,18,4,95,88
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,61
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 505","Mobile poll/Bureau itinérant",Electors voted by special ballot in SVR Group 2/Les électeurs ont voté par bulletin spécial dans le groupe 2 RÉS,,,,,,14
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,1
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 507","Mobile poll/Bureau itinérant",10,15,3,11,4,43,32
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,17
35044,"Kapuskasing--Timmins--Mushkegowuk/Kapuskasing--Timmins--Mushkegowuk"," 509","Mobile poll/Bureau itinérant",47,12,0,37,6,102,79
