Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Stéphane Bilodeau,Ruth Ellen Brosseau,Elia Gomez-Gnali,Yves Perron,Peter Saliba,Daniel Simon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 50","Trois-Rivières",41,44,2,58,61,0,3,209,422
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 51","Trois-Rivières",86,67,2,73,73,5,2,308,559
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 52A","Trois-Rivières",29,30,0,30,61,1,2,153,316
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 52B","Trois-Rivières",40,27,0,39,35,2,2,145,311
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 53","Trois-Rivières",32,36,0,52,61,1,1,183,378
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 54","Trois-Rivières",58,32,2,50,69,4,2,217,416
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 55","Trois-Rivières",86,46,0,50,83,0,3,268,476
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 56","Trois-Rivières",52,36,4,62,52,0,2,208,438
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 57","Trois-Rivières",44,38,1,38,42,6,3,172,351
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 58","Mandeville",36,32,3,109,24,2,4,210,434
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 59","Mandeville",34,29,3,82,19,2,3,172,333
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 60","Mandeville",35,25,4,105,25,0,9,203,364
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 61","Mandeville",33,41,2,70,23,0,4,173,378
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 62","Mandeville",27,36,1,72,51,0,2,189,332
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 63","Mandeville",25,15,4,60,23,1,1,129,314
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 64","Trois-Rivières",42,43,2,48,54,3,7,199,415
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 65A","Trois-Rivières",34,20,1,39,32,2,2,130,317
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 65B","Trois-Rivières",30,25,0,36,39,1,2,133,316
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 66","Trois-Rivières",17,22,0,37,34,4,4,118,409
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 67","Trois-Rivières",45,19,1,41,16,1,1,124,342
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 68","Trois-Rivières",31,29,1,30,38,4,3,136,304
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 69","Trois-Rivières",44,50,2,41,35,3,0,175,440
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 70","Trois-Rivières",33,16,0,31,36,0,1,117,321
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 71","Trois-Rivières",54,41,2,39,69,3,4,212,494
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 72","Trois-Rivières",53,19,1,30,51,1,1,156,481
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 73","Sainte-Angèle-de-Prémont",24,62,3,34,25,3,1,152,289
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 74","Sainte-Angèle-de-Prémont",15,47,4,32,22,1,1,122,257
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 75","Saint-Léon-le-Grand",28,93,2,49,23,0,0,195,368
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 76","Saint-Léon-le-Grand",38,87,5,60,19,0,4,213,403
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 77","Yamachiche",15,71,1,27,21,2,2,139,380
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 78","Yamachiche",25,59,0,32,22,0,3,141,401
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 79","Yamachiche",7,57,0,37,17,2,0,120,344
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 80","Yamachiche",24,92,1,26,19,1,4,167,405
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 81","Yamachiche",23,74,0,29,25,0,1,152,334
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 82","Yamachiche",15,56,1,17,30,1,0,120,333
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 83","Saint-Didace",46,48,1,71,22,3,2,193,355
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 84","Saint-Didace",23,47,1,75,19,6,0,171,291
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 85","Saint-Édouard-de-Maskinongé",38,67,0,57,38,1,0,201,400
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 86","Saint-Édouard-de-Maskinongé",24,52,4,68,35,2,1,186,367
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 87","Sainte-Ursule",52,112,1,86,53,0,2,306,284
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 88","Sainte-Ursule",54,104,6,91,36,5,3,299,222
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 89","Sainte-Ursule",Combined with No./Résultats combinés à ceux du n°88,,,,,,,,299
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 90","Sainte-Ursule",Combined with No./Résultats combinés à ceux du n°87,,,,,,,,233
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 91","Louiseville",11,62,4,35,15,0,0,127,356
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 92","Louiseville",24,37,1,26,29,2,0,119,377
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 93","Louiseville",17,50,0,29,18,0,2,116,365
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 94","Louiseville",14,19,0,23,18,0,0,74,373
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 95","Louiseville",4,27,0,14,8,0,7,60,285
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 96","Louiseville",20,39,1,27,14,1,3,105,278
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 97","Louiseville",13,39,0,25,17,0,1,95,320
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 98","Louiseville",13,27,0,36,11,1,1,89,353
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 99","Saint-Damien",31,17,4,70,10,2,3,137,357
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 100","Saint-Damien",35,16,3,72,28,2,6,162,457
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 101","Saint-Damien",30,25,9,82,42,4,2,194,389
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 102","Saint-Damien",43,18,2,68,28,2,5,166,362
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 103","Saint-Damien",45,43,2,95,23,6,1,215,478
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 104","Louiseville",19,44,2,31,15,0,0,111,370
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 105","Louiseville",18,39,0,27,16,0,4,104,324
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 106","Louiseville",24,69,0,28,13,0,2,136,344
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 107","Louiseville",28,57,2,45,52,1,1,186,386
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 108","Louiseville",30,78,0,35,21,0,2,166,448
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 109","Louiseville",45,66,1,45,21,1,1,180,422
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 110","Louiseville",35,57,1,53,37,1,3,187,428
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 111","Louiseville",26,34,2,27,23,0,3,115,290
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 112","Saint-Justin",26,41,2,48,16,1,2,136,250
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 113","Saint-Justin",27,72,4,50,29,1,2,185,328
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 114","Saint-Justin",22,36,3,50,9,1,0,121,273
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 115","Saint-Gabriel-de-Brandon",48,34,3,62,29,1,1,178,274
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 116","Saint-Gabriel-de-Brandon",Combined with No./Résultats combinés à ceux du n°115,,,,,,,,261
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 117","Saint-Gabriel",25,31,1,57,36,1,7,158,508
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 118","Saint-Gabriel",23,8,6,59,23,2,7,128,388
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 119","Saint-Gabriel",24,19,6,52,25,1,6,133,443
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 120","Saint-Gabriel",9,22,3,34,12,0,4,84,380
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 121","Saint-Gabriel-de-Brandon",26,18,1,49,19,3,4,120,364
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 122","Saint-Gabriel-de-Brandon",27,26,2,50,19,0,1,125,395
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 123","Saint-Gabriel",40,29,4,62,12,0,0,147,338
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 124","Saint-Gabriel-de-Brandon",24,34,2,56,21,2,0,139,447
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 125","Saint-Gabriel-de-Brandon",27,20,4,77,31,0,3,162,419
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 126","Saint-Gabriel-de-Brandon",19,37,1,53,41,0,1,152,351
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 127","Maskinongé",26,77,4,35,23,0,1,166,404
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 128","Maskinongé",33,57,1,60,26,0,1,178,399
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 129","Maskinongé",26,34,1,30,18,0,2,111,320
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 130","Maskinongé",29,92,1,60,41,3,3,229,467
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 131","Maskinongé",22,45,3,31,28,3,1,133,377
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 132","Saint-Barthélemy",48,91,6,97,37,5,3,287,278
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 133","Saint-Barthélemy",45,71,3,88,62,6,5,280,279
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 134","Saint-Barthélemy",Combined with No./Résultats combinés à ceux du n°133,,,,,,,,265
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 135","Saint-Barthélemy",56,100,0,93,40,2,5,296,289
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 136","Saint-Barthélemy",Combined with No./Résultats combinés à ceux du n°132,,,,,,,,283
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 137","Saint-Barthélemy",Combined with No./Résultats combinés à ceux du n°135,,,,,,,,243
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 138","Saint-Cléophas-de-Brandon",19,41,2,92,34,5,2,195,373
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 139","Saint-Cuthbert",21,32,2,53,24,5,3,140,371
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 140","Saint-Cuthbert",18,38,2,37,7,0,1,103,228
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 141","Saint-Cuthbert",18,39,1,35,29,5,3,130,288
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 142","Saint-Cuthbert",22,59,0,49,19,1,1,151,317
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 143","Saint-Cuthbert",14,31,1,35,15,0,3,99,325
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 144","Saint-Jean-de-Matha",47,16,0,92,28,1,5,189,451
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 145","Saint-Jean-de-Matha",32,14,0,56,36,4,2,144,368
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 146","Saint-Jean-de-Matha",44,10,3,72,31,2,1,163,439
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 147","Saint-Jean-de-Matha",72,10,3,97,45,2,6,235,519
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 148","Saint-Jean-de-Matha",26,23,1,79,28,0,1,158,339
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 149","Saint-Jean-de-Matha",29,18,2,68,34,4,3,158,397
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 150","Saint-Jean-de-Matha",46,16,2,87,26,2,1,180,431
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 151","Saint-Jean-de-Matha",16,13,0,44,12,2,2,89,336
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 152","Saint-Jean-de-Matha",19,4,1,29,11,1,2,67,233
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 153","Saint-Jean-de-Matha",24,15,3,72,36,3,4,157,399
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 154","Saint-Jean-de-Matha",28,13,1,83,25,3,0,153,352
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 155","Saint-Norbert",25,24,3,41,19,7,5,124,218
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 156","Saint-Norbert",27,30,1,83,28,4,2,175,305
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 157","Saint-Norbert",30,57,3,66,35,1,4,196,366
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 158","Saint-Ignace-de-Loyola",45,48,0,66,27,3,2,191,399
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 159","La Visitation-de-l'Île-Dupas",13,27,0,41,16,0,0,97,248
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 160","Saint-Ignace-de-Loyola",37,43,1,40,27,1,2,151,374
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 161","Saint-Ignace-de-Loyola",26,39,1,39,30,3,1,139,344
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 162","La Visitation-de-l'Île-Dupas",25,20,0,52,26,3,3,129,316
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 163","Saint-Ignace-de-Loyola",27,44,0,69,27,1,4,172,375
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 164","Saint-Ignace-de-Loyola",23,56,0,69,29,1,1,179,367
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 165","Saint-Félix-de-Valois",29,18,4,75,28,1,2,157,386
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 166","Saint-Félix-de-Valois",28,16,2,75,41,0,3,165,355
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 167","Saint-Félix-de-Valois",20,11,2,42,26,1,3,105,352
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 168","Saint-Félix-de-Valois",29,7,2,65,14,3,6,126,339
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 169","Saint-Félix-de-Valois",30,17,2,86,34,1,3,173,414
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 170","Saint-Félix-de-Valois",20,12,1,43,11,0,2,89,362
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 171","Saint-Félix-de-Valois",23,11,0,53,19,7,2,115,378
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 172","Saint-Félix-de-Valois",31,17,0,66,29,1,1,145,443
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 173","Saint-Félix-de-Valois",33,14,1,77,24,3,0,152,293
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 174","Saint-Félix-de-Valois",19,17,1,62,22,3,2,126,261
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 175","Saint-Félix-de-Valois",14,10,4,61,30,1,2,122,275
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 176","Saint-Félix-de-Valois",33,13,1,62,15,1,1,126,374
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 177","Saint-Félix-de-Valois",47,13,2,67,27,5,0,161,489
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 178","Saint-Félix-de-Valois",42,10,2,77,23,1,0,155,364
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 179","Saint-Félix-de-Valois",31,16,2,39,27,0,0,115,342
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 180","Saint-Félix-de-Valois",41,16,3,89,38,3,7,197,476
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 181","Sainte-Geneviève-de-Berthier",12,27,1,41,22,2,0,105,369
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 182","Sainte-Geneviève-de-Berthier",28,41,3,45,25,1,0,143,336
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 183","Berthierville",18,35,0,47,11,0,0,111,287
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 184","Berthierville",26,25,7,45,21,1,1,126,365
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 185","Berthierville",17,22,0,24,18,2,5,88,369
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 186","Berthierville",19,32,1,53,30,4,1,140,469
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 187","Sainte-Élisabeth",35,48,0,53,18,0,1,155,292
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 188","Sainte-Élisabeth",38,30,0,62,24,0,0,154,256
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 189","Sainte-Élisabeth",42,28,2,60,19,3,4,158,259
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 190","Sainte-Élisabeth",43,40,0,52,43,5,1,184,369
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 191","Sainte-Geneviève-de-Berthier",19,52,0,36,17,0,0,124,305
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 192","Sainte-Geneviève-de-Berthier",20,47,6,41,34,2,0,150,352
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 193","Berthierville",35,33,1,49,21,0,5,144,351
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 194","Berthierville",21,26,4,40,18,0,1,110,336
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 195","Berthierville",27,41,0,50,27,0,5,150,396
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 196","Berthierville",12,32,1,35,16,1,2,99,324
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 197","Berthierville",19,11,3,35,15,1,0,84,242
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 198","Berthierville",21,32,3,40,18,1,5,120,318
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 199","Sainte-Geneviève-de-Berthier",35,41,1,77,26,2,5,187,405
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 200","Lanoraie",39,17,1,82,26,1,1,167,366
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 201","Lanoraie",43,41,1,56,48,4,2,195,438
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 202","Lanoraie",13,30,3,55,28,2,0,131,322
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 203","Lanoraie",11,18,0,44,18,2,1,94,288
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 204","Lanoraie",18,9,0,43,22,2,3,97,324
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 205","Lanoraie",21,15,1,47,23,0,2,109,334
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 206","Lanoraie",58,40,2,76,33,2,1,212,241
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 207","Lanoraie",26,23,1,56,36,1,3,146,426
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 208","Lanoraie",Combined with No./Résultats combinés à ceux du n°206,,,,,,,,240
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 209","Lanoraie",39,34,2,95,46,5,9,230,182
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 210","Lanoraie",Combined with No./Résultats combinés à ceux du n°209,,,,,,,,329
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 211","Lanoraie",35,25,1,61,53,1,2,178,429
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 212","Lanoraie",29,34,1,63,35,0,0,162,405
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 213","Lavaltrie",35,20,3,40,29,1,1,129,353
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 214","Lavaltrie",31,19,3,44,23,2,4,126,389
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 215","Lavaltrie",10,6,1,48,20,2,1,88,282
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 216","Lavaltrie",30,11,1,19,22,0,1,84,238
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 217","Lavaltrie",19,17,1,37,20,2,3,99,236
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 218","Lavaltrie",25,25,3,61,24,5,4,147,354
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 219","Lavaltrie",50,22,3,98,54,0,3,230,458
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 220","Lavaltrie",52,23,2,110,46,2,4,239,505
24012,"Berthier--Maskinongé/Berthier--Maskinongé"," 221","Lavaltrie",48,31,1,74,52,2,5,213,434
