Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Janine G. Gibson,Robert Kreis,Kevin Larson,Branden Leslie,Lisa Tessier,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46005,"Portage--Lisgar/Portage--Lisgar"," 46","Elie",3,32,2,79,12,0,128,322
46005,"Portage--Lisgar/Portage--Lisgar"," 47","Dacotah",3,12,1,60,1,2,79,306
46005,"Portage--Lisgar/Portage--Lisgar"," 48","Springstein",3,50,1,176,10,0,240,421
46005,"Portage--Lisgar/Portage--Lisgar"," 49","Starbuck",5,85,2,198,15,2,307,441
46005,"Portage--Lisgar/Portage--Lisgar"," 50","Macdonald",3,81,5,179,14,3,285,433
46005,"Portage--Lisgar/Portage--Lisgar"," 51","Macdonald",1,111,1,117,1,0,231,400
46005,"Portage--Lisgar/Portage--Lisgar"," 52","Macdonald",1,82,2,156,5,2,248,491
46005,"Portage--Lisgar/Portage--Lisgar"," 53","Oak Bluff",5,41,5,172,5,1,229,374
46005,"Portage--Lisgar/Portage--Lisgar"," 54","Ferndale",4,37,2,95,8,1,147,361
46005,"Portage--Lisgar/Portage--Lisgar"," 55","St. Claude",2,74,8,139,16,2,241,362
46005,"Portage--Lisgar/Portage--Lisgar"," 56","Haywood",1,43,2,134,4,3,187,329
46005,"Portage--Lisgar/Portage--Lisgar"," 57","St. Claude",1,80,4,129,12,2,228,317
46005,"Portage--Lisgar/Portage--Lisgar"," 58","Elm Creek",3,22,9,207,5,4,250,350
46005,"Portage--Lisgar/Portage--Lisgar"," 59","Elm Creek",2,38,11,212,17,3,283,411
46005,"Portage--Lisgar/Portage--Lisgar"," 60","Fannystelle",2,26,4,108,9,0,149,216
46005,"Portage--Lisgar/Portage--Lisgar"," 61","Macdonald",1,103,6,202,22,0,334,494
46005,"Portage--Lisgar/Portage--Lisgar"," 62","Macdonald",4,92,2,209,12,2,321,507
46005,"Portage--Lisgar/Portage--Lisgar"," 63","Macdonald",2,101,1,189,14,1,308,477
46005,"Portage--Lisgar/Portage--Lisgar"," 64","Sanford",5,46,1,73,9,1,135,343
46005,"Portage--Lisgar/Portage--Lisgar"," 65","Sanford",3,28,2,42,7,1,83,341
46005,"Portage--Lisgar/Portage--Lisgar"," 66","Brunkild",4,18,2,116,12,0,152,216
46005,"Portage--Lisgar/Portage--Lisgar"," 67","La Salle",4,101,1,224,6,1,337,532
46005,"Portage--Lisgar/Portage--Lisgar"," 68","La Salle",3,96,1,149,13,2,264,419
46005,"Portage--Lisgar/Portage--Lisgar"," 69","La Salle",3,109,2,142,13,3,272,425
46005,"Portage--Lisgar/Portage--Lisgar"," 70","Domain",1,27,0,140,3,0,171,296
46005,"Portage--Lisgar/Portage--Lisgar"," 71","Roseisle",2,13,10,179,2,1,207,349
46005,"Portage--Lisgar/Portage--Lisgar"," 72","Bruxelles",2,22,1,128,2,1,156,196
46005,"Portage--Lisgar/Portage--Lisgar"," 73","Notre-Dame-de-Lourdes",0,82,4,121,5,1,213,317
46005,"Portage--Lisgar/Portage--Lisgar"," 74","Notre-Dame-de-Lourdes",9,46,3,151,12,0,221,343
46005,"Portage--Lisgar/Portage--Lisgar"," 75","Barnsley",4,11,6,155,2,2,180,330
46005,"Portage--Lisgar/Portage--Lisgar"," 76","Carman",2,42,2,95,11,0,152,401
46005,"Portage--Lisgar/Portage--Lisgar"," 77","Graysville",0,14,2,120,2,1,139,335
46005,"Portage--Lisgar/Portage--Lisgar"," 78","Carman",2,21,6,105,8,0,142,393
46005,"Portage--Lisgar/Portage--Lisgar"," 79","Carman",3,58,2,124,5,1,193,427
46005,"Portage--Lisgar/Portage--Lisgar"," 80","Carman",5,39,0,151,4,0,199,355
46005,"Portage--Lisgar/Portage--Lisgar"," 81","Homewood",4,37,4,158,13,0,216,443
46005,"Portage--Lisgar/Portage--Lisgar"," 82","Carman",2,44,4,102,6,0,158,434
46005,"Portage--Lisgar/Portage--Lisgar"," 83","Carman",3,29,2,132,3,1,170,417
46005,"Portage--Lisgar/Portage--Lisgar"," 84","Swan Lake",4,60,13,148,36,1,262,454
46005,"Portage--Lisgar/Portage--Lisgar"," 85","Sperling",4,16,0,123,1,0,144,287
46005,"Portage--Lisgar/Portage--Lisgar"," 86","Mariapolis",3,15,4,70,6,0,98,138
46005,"Portage--Lisgar/Portage--Lisgar"," 87","Swan Lake  7",Combined with No./Résultats combinés à ceux du n°84,,,,,,,119
46005,"Portage--Lisgar/Portage--Lisgar"," 88","Somerset",0,48,10,122,2,4,186,392
46005,"Portage--Lisgar/Portage--Lisgar"," 89","Altamont",9,39,13,80,13,1,155,339
46005,"Portage--Lisgar/Portage--Lisgar"," 90","Rosenort",0,34,4,151,5,0,194,384
46005,"Portage--Lisgar/Portage--Lisgar"," 91","McTavish",0,30,2,166,3,2,203,471
46005,"Portage--Lisgar/Portage--Lisgar"," 92","Rosenort",3,36,3,203,13,3,261,431
46005,"Portage--Lisgar/Portage--Lisgar"," 93","Miami",6,66,5,161,10,3,251,380
46005,"Portage--Lisgar/Portage--Lisgar"," 94","Miami",2,34,0,128,4,1,169,327
46005,"Portage--Lisgar/Portage--Lisgar"," 95","Rosebank",4,21,6,124,1,0,156,317
46005,"Portage--Lisgar/Portage--Lisgar"," 96","Roland",0,26,5,189,11,1,232,361
46005,"Portage--Lisgar/Portage--Lisgar"," 97","Roland",1,27,1,207,2,3,241,362
46005,"Portage--Lisgar/Portage--Lisgar"," 98","Lowe Farm",0,8,8,150,6,0,172,263
46005,"Portage--Lisgar/Portage--Lisgar"," 99","Lowe Farm",1,9,4,115,5,0,134,277
46005,"Portage--Lisgar/Portage--Lisgar"," 100","Morris",1,34,1,110,2,0,148,407
46005,"Portage--Lisgar/Portage--Lisgar"," 101","Morris",2,36,1,63,7,0,109,294
46005,"Portage--Lisgar/Portage--Lisgar"," 102","Morris",2,42,5,121,5,1,176,412
46005,"Portage--Lisgar/Portage--Lisgar"," 103","Morris",0,49,3,115,10,1,178,482
46005,"Portage--Lisgar/Portage--Lisgar"," 104","Thornhill",3,17,3,164,6,0,193,416
46005,"Portage--Lisgar/Portage--Lisgar"," 105","Morden",4,62,3,87,6,1,163,401
46005,"Portage--Lisgar/Portage--Lisgar"," 106","Morden",0,47,1,151,7,0,206,474
46005,"Portage--Lisgar/Portage--Lisgar"," 107","Morden",2,52,3,112,13,1,183,473
46005,"Portage--Lisgar/Portage--Lisgar"," 108","Morden",3,58,3,108,6,0,178,511
46005,"Portage--Lisgar/Portage--Lisgar"," 109","Morden",2,51,3,81,11,3,151,435
46005,"Portage--Lisgar/Portage--Lisgar"," 110","Thornhill",3,58,0,95,7,1,164,465
46005,"Portage--Lisgar/Portage--Lisgar"," 111","Winkler",0,12,3,128,4,2,149,403
46005,"Portage--Lisgar/Portage--Lisgar"," 112","Winkler",2,3,7,136,1,1,150,354
46005,"Portage--Lisgar/Portage--Lisgar"," 113","Winkler",1,24,6,153,3,4,191,510
46005,"Portage--Lisgar/Portage--Lisgar"," 114","Winkler",0,12,11,108,7,0,138,373
46005,"Portage--Lisgar/Portage--Lisgar"," 115","Winkler",0,32,15,197,5,0,249,510
46005,"Portage--Lisgar/Portage--Lisgar"," 116","Reinfeld",0,3,8,132,4,2,149,354
46005,"Portage--Lisgar/Portage--Lisgar"," 117","Reinfeld",0,8,1,152,1,2,164,410
46005,"Portage--Lisgar/Portage--Lisgar"," 118","Morden",4,70,2,111,12,3,202,518
46005,"Portage--Lisgar/Portage--Lisgar"," 119","Morden",6,55,4,113,9,0,187,425
46005,"Portage--Lisgar/Portage--Lisgar"," 120","Morden",4,52,3,88,10,0,157,464
46005,"Portage--Lisgar/Portage--Lisgar"," 121","Morden",3,61,4,72,10,0,150,502
46005,"Portage--Lisgar/Portage--Lisgar"," 122","Morden",3,37,3,83,9,2,137,544
46005,"Portage--Lisgar/Portage--Lisgar"," 123","Morden",3,49,4,129,13,0,198,518
46005,"Portage--Lisgar/Portage--Lisgar"," 124","Morden",2,35,5,100,12,1,155,459
46005,"Portage--Lisgar/Portage--Lisgar"," 125","Winkler",3,11,8,120,2,2,146,432
46005,"Portage--Lisgar/Portage--Lisgar"," 126","Winkler",2,16,16,121,5,3,163,451
46005,"Portage--Lisgar/Portage--Lisgar"," 127","Plum Coulee",1,15,8,225,5,3,257,456
46005,"Portage--Lisgar/Portage--Lisgar"," 128","Horndean",2,7,6,186,2,1,204,446
46005,"Portage--Lisgar/Portage--Lisgar"," 129","Plum Coulee",3,14,12,204,1,4,238,459
46005,"Portage--Lisgar/Portage--Lisgar"," 130","Winkler",4,30,8,173,8,2,225,507
46005,"Portage--Lisgar/Portage--Lisgar"," 131","Winkler",5,41,4,190,3,1,244,505
46005,"Portage--Lisgar/Portage--Lisgar"," 132","Winkler",0,27,4,158,5,3,197,481
46005,"Portage--Lisgar/Portage--Lisgar"," 133","Winkler",2,24,11,165,6,1,209,478
46005,"Portage--Lisgar/Portage--Lisgar"," 134","Winkler",3,23,5,172,6,2,211,516
46005,"Portage--Lisgar/Portage--Lisgar"," 135","Winkler",2,14,4,127,4,2,153,450
46005,"Portage--Lisgar/Portage--Lisgar"," 136","Winkler",1,22,11,157,4,3,198,435
46005,"Portage--Lisgar/Portage--Lisgar"," 137","Winkler",2,18,5,111,5,2,143,458
46005,"Portage--Lisgar/Portage--Lisgar"," 138","Rosenfeld",1,23,8,197,4,2,235,396
46005,"Portage--Lisgar/Portage--Lisgar"," 139","Winkler",2,28,4,126,8,1,169,356
46005,"Portage--Lisgar/Portage--Lisgar"," 140","Winkler",0,29,5,155,10,2,201,488
46005,"Portage--Lisgar/Portage--Lisgar"," 141","Winkler",0,38,6,210,4,1,259,520
46005,"Portage--Lisgar/Portage--Lisgar"," 142","Winkler",2,34,8,213,1,1,259,544
46005,"Portage--Lisgar/Portage--Lisgar"," 143","Winkler",1,28,5,175,3,1,213,470
46005,"Portage--Lisgar/Portage--Lisgar"," 144","Winkler",1,23,9,167,5,3,208,506
46005,"Portage--Lisgar/Portage--Lisgar"," 145","Schanzenfeld",1,2,13,182,1,3,202,404
46005,"Portage--Lisgar/Portage--Lisgar"," 146","Chortitz",0,6,6,134,0,1,147,327
46005,"Portage--Lisgar/Portage--Lisgar"," 147","Schanzenfeld",1,4,14,183,2,2,206,421
46005,"Portage--Lisgar/Portage--Lisgar"," 148","Morden",1,31,0,116,5,0,153,429
46005,"Portage--Lisgar/Portage--Lisgar"," 149","Morden",2,33,3,80,8,4,130,442
46005,"Portage--Lisgar/Portage--Lisgar"," 150","Brown",4,17,4,155,5,0,185,377
46005,"Portage--Lisgar/Portage--Lisgar"," 151","Stanley",2,10,13,154,3,0,182,381
46005,"Portage--Lisgar/Portage--Lisgar"," 152","Altona",7,77,7,157,11,1,260,589
46005,"Portage--Lisgar/Portage--Lisgar"," 153","Altona",4,47,3,118,6,0,178,442
46005,"Portage--Lisgar/Portage--Lisgar"," 154","Altona",2,27,5,137,3,2,176,377
46005,"Portage--Lisgar/Portage--Lisgar"," 155","Altona",3,47,4,91,9,1,155,466
46005,"Portage--Lisgar/Portage--Lisgar"," 156","Altona",3,53,4,145,11,1,217,485
46005,"Portage--Lisgar/Portage--Lisgar"," 157","Altona",2,53,10,147,3,2,217,488
46005,"Portage--Lisgar/Portage--Lisgar"," 158","Altbergthal",7,46,8,127,5,1,194,433
46005,"Portage--Lisgar/Portage--Lisgar"," 159","Halbstadt",1,32,11,157,6,0,207,413
46005,"Portage--Lisgar/Portage--Lisgar"," 160","Hochfeld",1,6,7,233,0,1,248,425
46005,"Portage--Lisgar/Portage--Lisgar"," 161","Gnadenthal",3,4,11,181,0,2,201,420
46005,"Portage--Lisgar/Portage--Lisgar"," 162","Blumenfeld",0,3,17,185,1,0,206,402
46005,"Portage--Lisgar/Portage--Lisgar"," 163","Gretna",2,25,9,164,6,1,207,402
46005,"Portage--Lisgar/Portage--Lisgar"," 164","Gretna",4,28,8,155,2,1,198,371
46005,"Portage--Lisgar/Portage--Lisgar"," 500","Portage la Prairie",Combined with No./Résultats combinés à ceux du n°9,,,,,,,86
46005,"Portage--Lisgar/Portage--Lisgar"," 501","Mobile poll/Bureau itinérant",3,39,4,50,8,1,105,72
46005,"Portage--Lisgar/Portage--Lisgar"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,53
46005,"Portage--Lisgar/Portage--Lisgar"," 503","Mobile poll/Bureau itinérant",1,15,4,49,15,3,87,61
46005,"Portage--Lisgar/Portage--Lisgar"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,6
46005,"Portage--Lisgar/Portage--Lisgar"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,9
46005,"Portage--Lisgar/Portage--Lisgar"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,9
46005,"Portage--Lisgar/Portage--Lisgar"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,16
46005,"Portage--Lisgar/Portage--Lisgar"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,22
46005,"Portage--Lisgar/Portage--Lisgar"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,60
46005,"Portage--Lisgar/Portage--Lisgar"," 510","Mobile poll/Bureau itinérant",1,19,0,22,2,0,44,60
46005,"Portage--Lisgar/Portage--Lisgar"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,30
46005,"Portage--Lisgar/Portage--Lisgar"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,25
46005,"Portage--Lisgar/Portage--Lisgar"," 513","Mobile poll/Bureau itinérant",2,22,0,12,6,2,44,21
46005,"Portage--Lisgar/Portage--Lisgar"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,43
46005,"Portage--Lisgar/Portage--Lisgar"," 515","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,7
46005,"Portage--Lisgar/Portage--Lisgar"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,19
46005,"Portage--Lisgar/Portage--Lisgar"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,67
46005,"Portage--Lisgar/Portage--Lisgar"," 518","Mobile poll/Bureau itinérant",5,25,3,58,7,7,105,84
46005,"Portage--Lisgar/Portage--Lisgar"," 519","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°533,,,,,,,19
46005,"Portage--Lisgar/Portage--Lisgar"," 520","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°524,,,,,,,17
46005,"Portage--Lisgar/Portage--Lisgar"," 521","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°522,,,,,,,64
46005,"Portage--Lisgar/Portage--Lisgar"," 522","Mobile poll/Bureau itinérant",2,41,5,98,9,4,159,74
46005,"Portage--Lisgar/Portage--Lisgar"," 523","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°524,,,,,,,31
46005,"Portage--Lisgar/Portage--Lisgar"," 524","Mobile poll/Bureau itinérant",2,16,1,48,9,5,81,70
46005,"Portage--Lisgar/Portage--Lisgar"," 525","Mobile poll/Bureau itinérant",0,19,2,111,1,2,135,89
46005,"Portage--Lisgar/Portage--Lisgar"," 526","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°525,,,,,,,74
46005,"Portage--Lisgar/Portage--Lisgar"," 527","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°525,,,,,,,32
46005,"Portage--Lisgar/Portage--Lisgar"," 528","Mobile poll/Bureau itinérant",0,30,1,112,3,9,155,86
46005,"Portage--Lisgar/Portage--Lisgar"," 529","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°528,,,,,,,92
46005,"Portage--Lisgar/Portage--Lisgar"," 530","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°525,,,,,,,12
46005,"Portage--Lisgar/Portage--Lisgar"," 531","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°528,,,,,,,61
46005,"Portage--Lisgar/Portage--Lisgar"," 532","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°522,,,,,,,71
46005,"Portage--Lisgar/Portage--Lisgar"," 533","Mobile poll/Bureau itinérant",0,32,0,45,0,4,81,75
46005,"Portage--Lisgar/Portage--Lisgar"," 534","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°533,,,,,,,8
46005,"Portage--Lisgar/Portage--Lisgar"," 535","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°533,,,,,,,12
46005,"Portage--Lisgar/Portage--Lisgar"," 536","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°533,,,,,,,15
46005,"Portage--Lisgar/Portage--Lisgar"," 537","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°541,,,,,,,25
46005,"Portage--Lisgar/Portage--Lisgar"," 538","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°541,,,,,,,17
46005,"Portage--Lisgar/Portage--Lisgar"," 539","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°541,,,,,,,19
46005,"Portage--Lisgar/Portage--Lisgar"," 540","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°541,,,,,,,18
46005,"Portage--Lisgar/Portage--Lisgar"," 541","Mobile poll/Bureau itinérant",2,25,0,48,3,0,78,44
46005,"Portage--Lisgar/Portage--Lisgar"," 600","Portage la Prairie",9,190,13,500,37,1,750,
46005,"Portage--Lisgar/Portage--Lisgar"," 601","Portage la Prairie",10,207,10,467,74,8,776,
46005,"Portage--Lisgar/Portage--Lisgar"," 602","Portage la Prairie",24,412,9,753,76,9,1283,
46005,"Portage--Lisgar/Portage--Lisgar"," 603","Long Plain 6",1,5,0,2,6,0,14,
46005,"Portage--Lisgar/Portage--Lisgar"," 604","Dakota Tipi 1",Combined with No./Résultats combinés à ceux du n°605,,,,,,,
46005,"Portage--Lisgar/Portage--Lisgar"," 605","Portage la Prairie",5,152,7,394,33,1,592,
46005,"Portage--Lisgar/Portage--Lisgar"," 606","Elie",5,172,4,358,32,1,572,
46005,"Portage--Lisgar/Portage--Lisgar"," 607","Oak Bluff",5,293,7,459,38,2,804,
46005,"Portage--Lisgar/Portage--Lisgar"," 608","La Salle",6,173,5,249,13,2,448,
46005,"Portage--Lisgar/Portage--Lisgar"," 609","Morris",7,210,15,426,41,2,701,
46005,"Portage--Lisgar/Portage--Lisgar"," 610","Carman--Roland",15,249,8,576,60,5,913,
46005,"Portage--Lisgar/Portage--Lisgar"," 611","Carman--St. Claude",7,67,10,278,19,0,381,
46005,"Portage--Lisgar/Portage--Lisgar"," 612","Norfolk-Treherne--Lorne",6,85,11,141,6,0,249,
46005,"Portage--Lisgar/Portage--Lisgar"," 613","Swan Lake  7",Combined with No./Résultats combinés à ceux du n°612,,,,,,,
46005,"Portage--Lisgar/Portage--Lisgar"," 614","Morden",16,351,9,796,37,3,1212,
46005,"Portage--Lisgar/Portage--Lisgar"," 615","Morden",22,407,24,798,47,8,1306,
46005,"Portage--Lisgar/Portage--Lisgar"," 616","Winkler",10,167,28,901,22,4,1132,
46005,"Portage--Lisgar/Portage--Lisgar"," 617","Winkler",7,175,25,799,23,5,1034,
46005,"Portage--Lisgar/Portage--Lisgar"," 618","Schanzenfeld",5,44,14,632,4,1,700,
46005,"Portage--Lisgar/Portage--Lisgar"," 619","Rhineland",18,351,17,789,42,4,1221,
46005,"Portage--Lisgar/Portage--Lisgar",,Group 1/Groupe 1, 3,135,4,202,32,23,399,148
46005,"Portage--Lisgar/Portage--Lisgar",,Group 2/Groupe 2, 14,209,13,518,30,14,798,
