Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Jayden Baldonado,Scott Fea,Robert Hawley,Lindsay Luhnau,Greg McLean,Beau Shaw,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48004,"Calgary Centre/Calgary-Centre"," 42","Calgary",1,1,0,79,112,7,0,200,711
48004,"Calgary Centre/Calgary-Centre"," 43A","Calgary",1,0,3,68,108,1,0,181,516
48004,"Calgary Centre/Calgary-Centre"," 43B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°43C,,,,,,,,114
48004,"Calgary Centre/Calgary-Centre"," 43C","Mobile poll/Bureau itinérant",4,1,4,71,129,12,3,224,259
48004,"Calgary Centre/Calgary-Centre"," 44A","Calgary",Combined with No./Résultats combinés à ceux du n°43A,,,,,,,,309
48004,"Calgary Centre/Calgary-Centre"," 44B","Calgary",5,1,5,8,30,8,0,57,594
48004,"Calgary Centre/Calgary-Centre"," 45","Calgary",2,7,2,72,80,10,0,173,552
48004,"Calgary Centre/Calgary-Centre"," 46","Calgary",2,1,1,125,87,6,1,223,643
48004,"Calgary Centre/Calgary-Centre"," 47","Calgary",0,0,0,74,75,5,0,154,513
48004,"Calgary Centre/Calgary-Centre"," 48","Calgary",3,0,0,79,77,12,2,173,550
48004,"Calgary Centre/Calgary-Centre"," 49","Calgary",2,1,1,124,94,14,4,240,650
48004,"Calgary Centre/Calgary-Centre"," 50","Calgary",3,1,1,136,126,9,3,279,726
48004,"Calgary Centre/Calgary-Centre"," 51","Calgary",0,0,2,140,188,4,0,334,860
48004,"Calgary Centre/Calgary-Centre"," 52","Calgary",1,0,3,105,122,6,0,237,630
48004,"Calgary Centre/Calgary-Centre"," 53","Calgary",1,0,2,77,76,3,0,159,562
48004,"Calgary Centre/Calgary-Centre"," 54","Calgary",2,0,0,70,70,4,0,146,538
48004,"Calgary Centre/Calgary-Centre"," 55","Calgary",2,0,2,96,91,7,1,199,574
48004,"Calgary Centre/Calgary-Centre"," 56","Calgary",3,0,0,65,65,10,0,143,476
48004,"Calgary Centre/Calgary-Centre"," 57","Calgary",2,2,5,106,105,13,0,233,536
48004,"Calgary Centre/Calgary-Centre"," 58","Calgary",2,0,2,107,94,14,1,220,611
48004,"Calgary Centre/Calgary-Centre"," 59","Calgary",1,2,1,112,78,8,0,202,650
48004,"Calgary Centre/Calgary-Centre"," 60","Calgary",0,0,4,29,41,11,0,85,356
48004,"Calgary Centre/Calgary-Centre"," 61","Calgary",0,0,0,90,89,8,1,188,616
48004,"Calgary Centre/Calgary-Centre"," 62","Calgary",0,0,3,82,83,7,0,175,539
48004,"Calgary Centre/Calgary-Centre"," 63","Calgary",0,0,0,95,99,9,0,203,606
48004,"Calgary Centre/Calgary-Centre"," 64A","Calgary",1,0,1,61,116,7,0,186,439
48004,"Calgary Centre/Calgary-Centre"," 64B","Calgary",1,0,1,80,100,4,1,187,452
48004,"Calgary Centre/Calgary-Centre"," 65","Calgary",1,1,2,71,60,9,1,145,511
48004,"Calgary Centre/Calgary-Centre"," 66","Calgary",4,1,3,112,83,13,0,216,592
48004,"Calgary Centre/Calgary-Centre"," 67","Calgary",1,0,1,101,111,3,1,218,560
48004,"Calgary Centre/Calgary-Centre"," 68","Calgary",2,0,0,59,90,6,0,157,493
48004,"Calgary Centre/Calgary-Centre"," 69","Calgary",1,0,2,119,136,4,0,262,596
48004,"Calgary Centre/Calgary-Centre"," 70","Calgary",0,1,2,99,134,2,0,238,657
48004,"Calgary Centre/Calgary-Centre"," 71","Calgary",0,0,2,100,135,6,0,243,597
48004,"Calgary Centre/Calgary-Centre"," 72","Calgary",0,0,0,101,61,8,1,171,593
48004,"Calgary Centre/Calgary-Centre"," 73","Calgary",1,0,0,69,53,6,1,130,645
48004,"Calgary Centre/Calgary-Centre"," 74","Calgary",4,0,0,112,93,7,0,216,688
48004,"Calgary Centre/Calgary-Centre"," 75","Calgary",2,1,6,110,88,2,1,210,619
48004,"Calgary Centre/Calgary-Centre"," 76","Calgary",2,0,2,116,82,7,0,209,572
48004,"Calgary Centre/Calgary-Centre"," 77","Calgary",0,2,1,121,107,8,1,240,672
48004,"Calgary Centre/Calgary-Centre"," 78","Calgary",0,0,0,98,82,6,0,186,517
48004,"Calgary Centre/Calgary-Centre"," 79","Calgary",2,2,0,104,102,8,2,220,602
48004,"Calgary Centre/Calgary-Centre"," 80","Calgary",0,2,0,120,74,9,0,205,582
48004,"Calgary Centre/Calgary-Centre"," 81","Calgary",2,0,0,101,90,5,4,202,543
48004,"Calgary Centre/Calgary-Centre"," 82","Calgary",4,0,1,72,93,8,0,178,563
48004,"Calgary Centre/Calgary-Centre"," 83","Calgary",1,1,0,124,98,3,1,228,602
48004,"Calgary Centre/Calgary-Centre"," 84","Calgary",0,1,1,70,133,1,0,206,554
48004,"Calgary Centre/Calgary-Centre"," 85","Calgary",1,0,0,58,135,2,1,197,546
48004,"Calgary Centre/Calgary-Centre"," 86","Calgary",0,0,2,74,141,2,1,220,573
48004,"Calgary Centre/Calgary-Centre"," 87","Calgary",0,0,0,96,118,5,0,219,638
48004,"Calgary Centre/Calgary-Centre"," 88","Calgary",0,1,1,91,104,2,0,199,604
48004,"Calgary Centre/Calgary-Centre"," 89","Calgary",1,0,0,68,101,6,1,177,647
48004,"Calgary Centre/Calgary-Centre"," 90","Calgary",2,1,0,80,109,2,0,194,647
48004,"Calgary Centre/Calgary-Centre"," 91","Calgary",1,0,0,77,102,3,0,183,543
48004,"Calgary Centre/Calgary-Centre"," 92","Calgary",1,0,1,101,74,17,0,194,547
48004,"Calgary Centre/Calgary-Centre"," 93A","Calgary",2,1,1,86,114,10,1,215,459
48004,"Calgary Centre/Calgary-Centre"," 93B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,,87
48004,"Calgary Centre/Calgary-Centre"," 94","Calgary",0,0,1,75,94,2,0,172,455
48004,"Calgary Centre/Calgary-Centre"," 95","Calgary",1,2,0,116,133,3,0,255,651
48004,"Calgary Centre/Calgary-Centre"," 96","Calgary",2,1,2,160,122,12,5,304,728
48004,"Calgary Centre/Calgary-Centre"," 97","Calgary",2,2,0,130,95,8,0,237,664
48004,"Calgary Centre/Calgary-Centre"," 98","Calgary",1,0,0,106,90,10,0,207,651
48004,"Calgary Centre/Calgary-Centre"," 99A","Calgary",0,1,1,67,110,3,2,184,628
48004,"Calgary Centre/Calgary-Centre"," 99B","Mobile poll/Bureau itinérant",0,0,0,51,80,1,0,132,93
48004,"Calgary Centre/Calgary-Centre"," 100","Calgary",1,0,4,112,84,11,2,214,658
48004,"Calgary Centre/Calgary-Centre"," 101","Calgary",1,0,3,130,115,8,2,259,618
48004,"Calgary Centre/Calgary-Centre"," 102","Calgary",5,0,1,158,96,18,0,278,655
48004,"Calgary Centre/Calgary-Centre"," 103","Calgary",4,1,1,181,145,14,1,347,665
48004,"Calgary Centre/Calgary-Centre"," 104","Calgary",4,2,0,141,110,6,0,263,574
48004,"Calgary Centre/Calgary-Centre"," 105","Calgary",1,0,1,160,104,9,1,276,596
48004,"Calgary Centre/Calgary-Centre"," 106","Calgary",1,0,0,107,77,5,2,192,534
48004,"Calgary Centre/Calgary-Centre"," 107","Calgary",0,0,0,74,86,2,0,162,561
48004,"Calgary Centre/Calgary-Centre"," 108","Calgary",0,0,0,88,133,1,0,222,467
48004,"Calgary Centre/Calgary-Centre"," 109","Calgary",0,1,1,59,112,2,0,175,426
48004,"Calgary Centre/Calgary-Centre"," 110","Calgary",1,1,0,99,84,3,1,189,600
48004,"Calgary Centre/Calgary-Centre"," 111","Calgary",0,0,2,68,116,4,1,191,589
48004,"Calgary Centre/Calgary-Centre"," 112","Calgary",0,0,1,58,89,0,1,149,566
48004,"Calgary Centre/Calgary-Centre"," 113","Calgary",0,1,0,74,112,2,1,190,641
48004,"Calgary Centre/Calgary-Centre"," 114","Calgary",0,0,0,94,82,1,0,177,567
48004,"Calgary Centre/Calgary-Centre"," 115","Calgary",1,0,0,86,112,3,1,203,614
48004,"Calgary Centre/Calgary-Centre"," 116","Calgary",1,1,1,98,91,11,0,203,579
48004,"Calgary Centre/Calgary-Centre"," 117","Calgary",1,0,3,101,111,3,0,219,613
48004,"Calgary Centre/Calgary-Centre"," 118","Calgary",3,0,2,82,109,4,0,200,575
48004,"Calgary Centre/Calgary-Centre"," 119","Calgary",1,0,1,61,115,1,0,179,580
48004,"Calgary Centre/Calgary-Centre"," 120","Calgary",0,0,0,87,125,2,0,214,636
48004,"Calgary Centre/Calgary-Centre"," 121","Calgary",4,0,0,62,119,1,0,186,599
48004,"Calgary Centre/Calgary-Centre"," 122","Calgary",1,1,0,80,144,1,0,227,577
48004,"Calgary Centre/Calgary-Centre"," 123","Calgary",0,0,1,75,123,1,0,200,565
48004,"Calgary Centre/Calgary-Centre"," 124","Calgary",0,0,2,71,146,3,1,223,583
48004,"Calgary Centre/Calgary-Centre"," 125","Calgary",0,1,0,39,116,2,0,158,528
48004,"Calgary Centre/Calgary-Centre"," 126","Calgary",0,0,2,82,141,2,0,227,620
48004,"Calgary Centre/Calgary-Centre"," 127","Calgary",1,0,0,58,148,2,0,209,607
48004,"Calgary Centre/Calgary-Centre"," 128","Calgary",2,0,0,46,157,2,0,207,561
48004,"Calgary Centre/Calgary-Centre"," 129","Calgary",3,1,2,125,74,5,0,210,418
48004,"Calgary Centre/Calgary-Centre"," 130","Calgary",2,1,1,103,109,14,0,230,476
48004,"Calgary Centre/Calgary-Centre"," 131","Calgary",1,1,0,122,102,13,4,243,503
48004,"Calgary Centre/Calgary-Centre"," 132","Calgary",0,1,1,106,93,6,0,207,439
48004,"Calgary Centre/Calgary-Centre"," 133","Calgary",1,1,3,122,74,10,0,211,519
48004,"Calgary Centre/Calgary-Centre"," 134","Calgary",0,2,1,82,113,0,0,198,581
48004,"Calgary Centre/Calgary-Centre"," 135","Calgary",1,1,3,50,146,1,0,202,574
48004,"Calgary Centre/Calgary-Centre"," 136","Calgary",2,1,0,108,104,6,0,221,610
48004,"Calgary Centre/Calgary-Centre"," 137","Calgary",1,1,1,49,116,2,1,171,515
48004,"Calgary Centre/Calgary-Centre"," 138","Calgary",0,0,0,67,163,1,0,231,590
48004,"Calgary Centre/Calgary-Centre"," 139","Calgary",1,0,1,69,82,7,0,160,531
48004,"Calgary Centre/Calgary-Centre"," 140","Calgary",3,0,5,69,137,5,0,219,480
48004,"Calgary Centre/Calgary-Centre"," 141","Calgary",1,0,2,67,120,7,0,197,501
48004,"Calgary Centre/Calgary-Centre"," 142","Calgary",0,0,1,89,131,4,0,225,512
48004,"Calgary Centre/Calgary-Centre"," 143","Calgary",3,0,2,66,99,1,1,172,548
48004,"Calgary Centre/Calgary-Centre"," 144","Calgary",1,0,2,59,130,8,0,200,565
48004,"Calgary Centre/Calgary-Centre"," 145","Calgary",0,0,0,25,100,1,0,126,440
48004,"Calgary Centre/Calgary-Centre"," 146","Calgary",1,0,4,71,90,9,0,175,532
48004,"Calgary Centre/Calgary-Centre"," 147","Calgary",1,0,2,70,98,12,0,183,545
48004,"Calgary Centre/Calgary-Centre"," 148","Calgary",3,0,1,59,98,10,0,171,659
48004,"Calgary Centre/Calgary-Centre"," 149","Calgary",1,0,0,51,130,4,1,187,475
48004,"Calgary Centre/Calgary-Centre"," 150","Calgary",5,0,3,60,116,2,2,188,495
48004,"Calgary Centre/Calgary-Centre"," 151A","Calgary",1,0,1,46,65,7,1,121,353
48004,"Calgary Centre/Calgary-Centre"," 151B","Mobile poll/Bureau itinérant",1,1,2,23,37,0,2,66,54
48004,"Calgary Centre/Calgary-Centre"," 152","Calgary",0,2,0,39,73,7,2,123,498
48004,"Calgary Centre/Calgary-Centre"," 400","Mobile poll/Bureau itinérant",3,1,2,49,57,6,2,120,91
48004,"Calgary Centre/Calgary-Centre"," 401","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°43C,,,,,,,,159
48004,"Calgary Centre/Calgary-Centre"," 402","Mobile poll/Bureau itinérant",1,0,0,62,111,3,1,178,139
48004,"Calgary Centre/Calgary-Centre"," 403","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°402,,,,,,,,92
48004,"Calgary Centre/Calgary-Centre"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°400,,,,,,,,66
48004,"Calgary Centre/Calgary-Centre"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°400,,,,,,,,59
48004,"Calgary Centre/Calgary-Centre"," 502","Mobile poll/Bureau itinérant",1,0,3,26,114,3,1,148,116
48004,"Calgary Centre/Calgary-Centre"," 503","Mobile poll/Bureau itinérant",1,0,2,22,48,2,1,76,88
48004,"Calgary Centre/Calgary-Centre"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,108
48004,"Calgary Centre/Calgary-Centre"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,53
48004,"Calgary Centre/Calgary-Centre"," 506","Mobile poll/Bureau itinérant",0,0,0,40,53,8,3,104,100
48004,"Calgary Centre/Calgary-Centre"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,65
48004,"Calgary Centre/Calgary-Centre"," 508","Mobile poll/Bureau itinérant",1,0,0,34,77,2,1,115,135
48004,"Calgary Centre/Calgary-Centre"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,,101
48004,"Calgary Centre/Calgary-Centre"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,,54
48004,"Calgary Centre/Calgary-Centre"," 511","Mobile poll/Bureau itinérant",1,1,2,58,52,2,3,119,48
48004,"Calgary Centre/Calgary-Centre"," 512","Mobile poll/Bureau itinérant",1,0,4,39,44,5,7,100,126
48004,"Calgary Centre/Calgary-Centre"," 513","Calgary",Combined with No./Résultats combinés à ceux du n°98,,,,,,,,8
48004,"Calgary Centre/Calgary-Centre"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°99B,,,,,,,,70
48004,"Calgary Centre/Calgary-Centre"," 515","Calgary",Combined with No./Résultats combinés à ceux du n°103,,,,,,,,55
48004,"Calgary Centre/Calgary-Centre"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°151B,,,,,,,,31
48004,"Calgary Centre/Calgary-Centre"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°151B,,,,,,,,40
48004,"Calgary Centre/Calgary-Centre"," 518","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,,51
48004,"Calgary Centre/Calgary-Centre"," 600","Calgary",5,3,3,456,484,16,3,970,
48004,"Calgary Centre/Calgary-Centre"," 601","Calgary",6,2,2,574,569,18,4,1175,
48004,"Calgary Centre/Calgary-Centre"," 602","Calgary",6,1,4,327,277,13,5,633,
48004,"Calgary Centre/Calgary-Centre"," 603","Calgary",2,0,5,304,318,12,0,641,
48004,"Calgary Centre/Calgary-Centre"," 604","Calgary",1,0,8,234,308,10,2,563,
48004,"Calgary Centre/Calgary-Centre"," 605","Calgary",5,0,2,335,274,13,4,633,
48004,"Calgary Centre/Calgary-Centre"," 606","Calgary",3,0,7,241,277,18,3,549,
48004,"Calgary Centre/Calgary-Centre"," 607","Calgary",1,2,6,278,313,16,1,617,
48004,"Calgary Centre/Calgary-Centre"," 608","Calgary",7,1,7,410,259,26,8,718,
48004,"Calgary Centre/Calgary-Centre"," 609","Calgary",3,1,2,466,366,21,1,860,
48004,"Calgary Centre/Calgary-Centre"," 610","Calgary",6,0,5,536,442,29,2,1020,
48004,"Calgary Centre/Calgary-Centre"," 611","Calgary",7,1,3,408,219,28,1,667,
48004,"Calgary Centre/Calgary-Centre"," 612","Calgary",3,4,3,504,336,32,2,884,
48004,"Calgary Centre/Calgary-Centre"," 613","Calgary",0,1,1,568,602,14,2,1188,
48004,"Calgary Centre/Calgary-Centre"," 614","Calgary",2,6,8,575,551,23,2,1167,
48004,"Calgary Centre/Calgary-Centre"," 615","Calgary",5,2,5,625,808,9,1,1455,
48004,"Calgary Centre/Calgary-Centre"," 616","Calgary",7,2,1,648,626,17,1,1302,
48004,"Calgary Centre/Calgary-Centre"," 617","Calgary",4,1,8,409,678,10,4,1114,
48004,"Calgary Centre/Calgary-Centre"," 618","Calgary",1,2,7,401,742,8,3,1164,
48004,"Calgary Centre/Calgary-Centre"," 619","Calgary",3,1,4,419,277,11,4,719,
48004,"Calgary Centre/Calgary-Centre"," 620","Calgary",2,1,2,330,271,9,3,618,
48004,"Calgary Centre/Calgary-Centre"," 621","Calgary",2,2,1,330,548,13,3,899,
48004,"Calgary Centre/Calgary-Centre"," 622","Calgary",5,1,5,420,701,22,5,1159,
48004,"Calgary Centre/Calgary-Centre"," 623","Calgary",4,0,8,358,590,19,2,981,
48004,"Calgary Centre/Calgary-Centre"," 624","Calgary",1,0,3,390,256,19,2,671,
48004,"Calgary Centre/Calgary-Centre"," 625","Calgary",10,1,0,458,235,24,0,728,
48004,"Calgary Centre/Calgary-Centre",,Group 1/Groupe 1, 16,7,14,1394,1105,99,114,2749,1252
48004,"Calgary Centre/Calgary-Centre",,Group 2/Groupe 2, 20,5,17,2079,2140,112,76,4449,
