Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Peter Julian,Indy Panchi,Jake Sawatzky,Tara Shushtarian,Lourence Almonte Singh,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 59","Coquitlam",30,37,35,5,0,0,107,448
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 60","Coquitlam",29,41,41,4,1,0,116,452
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 61","Coquitlam",34,74,52,4,1,0,165,553
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 62","Coquitlam",22,33,31,2,0,0,88,303
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 63","New Westminster",30,29,35,0,1,2,97,486
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 64","New Westminster",76,37,48,6,0,1,168,435
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 65","New Westminster",61,66,58,2,3,0,190,405
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 66","New Westminster",61,32,58,3,0,0,154,390
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 67","New Westminster",45,47,61,6,2,0,161,381
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 68","New Westminster",49,36,56,4,0,1,146,411
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 69","New Westminster",29,35,37,1,1,0,103,309
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 70","New Westminster",69,47,56,1,1,0,174,461
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 71","New Westminster",23,49,32,3,0,2,109,510
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 72","New Westminster",39,40,56,4,0,0,139,524
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 73","New Westminster",44,35,28,2,2,0,111,423
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 74","New Westminster",34,60,59,2,0,0,155,425
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 75","New Westminster",85,52,56,1,0,1,195,445
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 76","New Westminster",53,62,55,0,1,1,172,390
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 77","New Westminster",60,51,51,1,3,0,166,376
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 78","New Westminster",52,66,58,2,0,0,178,491
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 79","New Westminster",35,42,28,3,1,0,109,362
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 80","New Westminster",76,73,72,4,0,1,226,522
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 81","New Westminster",47,49,59,2,0,0,157,620
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 82","New Westminster",57,52,69,0,2,0,180,387
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 83","New Westminster",54,34,59,1,1,1,150,404
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 84","New Westminster",36,42,51,4,1,0,134,424
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 85","New Westminster",43,52,50,0,0,1,146,409
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 86","New Westminster",51,25,39,3,2,1,121,412
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 87","New Westminster",52,68,53,2,4,0,179,575
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 88","New Westminster",58,85,98,4,0,0,245,737
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 89","New Westminster",52,38,44,1,1,0,136,531
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 90","New Westminster",47,44,43,1,0,1,136,413
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 91","New Westminster",50,41,32,3,2,0,128,498
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 92","New Westminster",81,54,70,4,4,0,213,491
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 93","New Westminster",45,36,30,9,1,0,121,423
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 94","New Westminster",36,40,26,3,1,0,106,416
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 95","New Westminster",36,57,30,0,0,1,124,523
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 96","New Westminster",16,23,24,1,3,1,68,371
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 97","New Westminster",32,21,32,0,0,0,85,399
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 98","New Westminster",26,23,22,0,1,1,73,400
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 99","New Westminster",19,44,27,0,0,0,90,479
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 100","New Westminster",85,64,53,1,2,0,205,431
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 101","New Westminster",57,49,49,3,4,0,162,406
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 102","New Westminster",48,76,73,2,5,1,205,408
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 103","New Westminster",44,54,50,1,1,0,150,423
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 104","New Westminster",36,42,36,3,1,1,119,446
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 105","New Westminster",39,45,40,1,1,0,126,408
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 106","New Westminster",61,43,54,0,5,0,163,437
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 107","New Westminster",61,53,61,2,0,0,177,541
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 108","New Westminster",46,37,50,0,0,0,133,447
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 109","New Westminster",78,64,58,5,2,2,209,494
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 110","New Westminster",67,76,69,4,0,4,220,552
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 111","New Westminster",67,49,53,4,1,0,174,409
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 112","New Westminster",76,28,57,1,1,1,164,442
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 113","New Westminster",47,39,44,1,2,1,134,407
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 114","New Westminster",43,46,41,2,0,5,137,482
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 115","New Westminster",69,63,60,3,0,1,196,492
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 116","New Westminster",26,43,46,1,1,0,117,319
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 117","New Westminster",55,90,100,3,1,0,249,706
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 118","New Westminster",38,29,54,2,0,0,123,510
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 119","New Westminster",49,59,58,4,0,0,170,565
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 120","New Westminster",44,55,64,1,1,0,165,500
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 121","New Westminster",67,69,84,2,1,2,225,682
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 122","New Westminster",57,40,58,2,0,1,158,548
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 123","New Westminster",68,48,95,7,1,0,219,562
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 124","New Westminster",47,24,39,2,1,1,114,409
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 125","New Westminster",60,47,39,4,1,0,151,505
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 126","New Westminster",60,51,90,2,2,1,206,477
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 127","New Westminster",68,29,51,2,0,0,150,394
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 128","New Westminster",90,60,52,3,2,2,209,481
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 129","New Westminster",76,52,41,6,4,1,180,472
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 130","New Westminster",55,34,38,0,0,0,127,389
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 131","New Westminster",41,32,56,1,1,0,131,318
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 132","New Westminster",78,44,62,4,0,0,188,460
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 133","New Westminster",75,82,77,5,3,1,243,710
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 134","New Westminster",44,33,45,0,0,0,122,376
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 135","New Westminster",69,61,55,4,0,0,189,599
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 136","New Westminster",45,56,58,2,0,1,162,652
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 137","New Westminster",60,56,45,9,0,2,172,485
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 138","New Westminster",49,34,29,4,0,3,119,368
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 139","New Westminster",78,65,57,4,0,1,205,516
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 140","New Westminster",57,70,62,4,3,1,197,570
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 141","New Westminster",60,64,60,0,1,2,187,738
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 142","New Westminster",89,57,61,2,2,2,213,694
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 143","New Westminster",25,31,34,4,1,1,96,425
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 144","New Westminster",90,57,83,4,1,0,235,821
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 145","New Westminster",27,38,37,0,0,1,103,441
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 146","New Westminster",40,43,44,1,2,0,130,584
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 147","New Westminster",57,36,71,1,0,3,168,512
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 148","New Westminster",45,49,56,3,1,1,155,568
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 149","New Westminster",29,25,48,2,0,1,105,363
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 150","New Westminster",30,24,42,3,0,1,100,393
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 151","New Westminster",48,45,61,2,1,0,157,529
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 152","New Westminster",36,37,39,0,0,0,112,481
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 153","New Westminster",53,61,91,0,0,0,205,674
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 154","New Westminster",57,77,75,2,1,0,212,862
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 155","New Westminster",59,69,58,1,0,3,190,577
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 156","New Westminster",38,79,79,4,0,2,202,832
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 157","New Westminster",45,95,53,0,6,1,200,562
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 158","New Westminster",47,96,68,2,1,1,215,625
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 159","New Westminster",59,64,55,5,6,1,190,666
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 160","New Westminster",47,89,67,1,8,0,212,802
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 161","New Westminster",35,44,32,0,1,2,114,369
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 162","New Westminster",32,73,59,1,1,0,166,577
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 163","New Westminster",40,76,66,3,6,2,193,642
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 164","New Westminster",63,79,46,3,6,1,198,626
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 165","New Westminster",48,75,62,1,1,0,187,622
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 166","New Westminster",23,57,36,2,5,1,124,451
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 167","New Westminster",33,60,39,0,0,1,133,480
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 168","New Westminster",58,70,54,3,3,1,189,565
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 400","New Westminster",19,46,35,0,0,0,100,272
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 500","Mobile poll/Bureau itinérant",20,27,40,4,1,0,92,111
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 501","Mobile poll/Bureau itinérant",32,17,50,6,0,4,109,108
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 502","Mobile poll/Bureau itinérant",37,26,24,6,2,5,100,152
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 503","Mobile poll/Bureau itinérant",17,28,60,5,3,7,120,113
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,72
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,61
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 506","Mobile poll/Bureau itinérant",20,15,21,2,2,6,66,80
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,42
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,56
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,42
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 510","Mobile poll/Bureau itinérant",44,23,50,4,3,5,129,138
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,15
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 512","Mobile poll/Bureau itinérant",26,16,24,3,1,9,79,82
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,86
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,44
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 600","Burnaby",413,554,525,21,9,10,1532,
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 601","New Westminster",769,469,638,20,9,9,1914,
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 602","Burnaby",395,431,433,13,8,3,1283,
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 603","New Westminster",723,467,692,24,6,4,1916,
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 604","Coquitlam",246,603,636,19,6,1,1511,
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 605","Coquitlam",441,753,839,19,3,6,2061,
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 606","New Westminster",804,580,922,25,13,7,2351,
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 607","New Westminster",604,398,636,16,5,4,1663,
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 608","New Westminster",718,458,674,20,8,9,1887,
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 609","New Westminster",458,274,408,13,2,2,1157,
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 610","New Westminster",626,385,539,24,2,5,1581,
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 611","New Westminster",794,409,614,24,6,5,1852,
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 612","New Westminster",880,566,912,17,7,6,2388,
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 613","New Westminster",374,469,464,4,25,4,1340,
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville"," 614","New Westminster",435,580,464,6,41,7,1533,
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville",,Group 1/Groupe 1, 267,253,425,13,3,31,992,417
59020,"New Westminster--Burnaby--Maillardville/New Westminster--Burnaby--Maillardville",,Group 2/Groupe 2, 704,430,703,23,19,73,1952,
