Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Adam Frank,Anthony Housefather,Diane Johnston,Yegor Komarov,Neil Oberman,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24048,"Mount Royal/Mont-Royal"," 33","Mont-Royal",3,73,1,10,39,0,126,364
24048,"Mount Royal/Mont-Royal"," 34","Mont-Royal",2,78,0,11,48,0,139,356
24048,"Mount Royal/Mont-Royal"," 35","Mont-Royal",17,76,0,9,45,4,151,363
24048,"Mount Royal/Mont-Royal"," 36","Mont-Royal",5,84,2,4,56,2,153,392
24048,"Mount Royal/Mont-Royal"," 37","Mont-Royal",12,64,1,8,41,2,128,353
24048,"Mount Royal/Mont-Royal"," 38","Mont-Royal",13,101,0,7,30,0,151,346
24048,"Mount Royal/Mont-Royal"," 39","Mont-Royal",7,111,1,0,82,2,203,552
24048,"Mount Royal/Mont-Royal"," 40","Montréal",7,68,0,3,64,3,145,434
24048,"Mount Royal/Mont-Royal"," 41","Mont-Royal",11,79,0,12,63,0,165,361
24048,"Mount Royal/Mont-Royal"," 42","Mont-Royal",4,59,1,15,25,3,107,425
24048,"Mount Royal/Mont-Royal"," 43","Montréal",24,170,3,4,52,5,258,561
24048,"Mount Royal/Mont-Royal"," 44","Montréal",17,122,3,10,39,6,197,507
24048,"Mount Royal/Mont-Royal"," 45","Montréal",23,104,1,6,27,1,162,390
24048,"Mount Royal/Mont-Royal"," 46","Montréal",16,96,1,3,22,4,142,450
24048,"Mount Royal/Mont-Royal"," 47","Montréal",8,78,0,2,29,6,123,383
24048,"Mount Royal/Mont-Royal"," 48","Montréal",11,201,3,3,89,7,314,490
24048,"Mount Royal/Mont-Royal"," 49","Montréal",25,194,2,4,67,6,298,527
24048,"Mount Royal/Mont-Royal"," 50","Montréal",12,170,1,1,53,4,241,438
24048,"Mount Royal/Mont-Royal"," 51","Montréal",4,77,1,0,24,3,109,353
24048,"Mount Royal/Mont-Royal"," 52","Montréal",29,99,5,4,42,4,183,559
24048,"Mount Royal/Mont-Royal"," 53","Montréal",10,174,1,0,46,9,240,427
24048,"Mount Royal/Mont-Royal"," 54","Montréal",9,109,0,1,41,5,165,452
24048,"Mount Royal/Mont-Royal"," 55","Montréal",12,151,0,2,58,4,227,410
24048,"Mount Royal/Mont-Royal"," 56","Montréal",1,71,1,4,39,3,119,553
24048,"Mount Royal/Mont-Royal"," 57","Montréal",5,79,0,5,42,4,135,377
24048,"Mount Royal/Mont-Royal"," 58","Montréal",16,84,1,4,23,1,129,534
24048,"Mount Royal/Mont-Royal"," 59","Montréal",2,71,0,2,54,7,136,488
24048,"Mount Royal/Mont-Royal"," 60","Montréal",15,148,2,2,53,3,223,592
24048,"Mount Royal/Mont-Royal"," 61","Montréal",3,70,1,3,35,1,113,364
24048,"Mount Royal/Mont-Royal"," 62","Montréal",14,117,4,2,51,2,190,501
24048,"Mount Royal/Mont-Royal"," 63","Montréal",11,61,3,4,40,1,120,392
24048,"Mount Royal/Mont-Royal"," 64","Montréal",10,83,1,1,48,4,147,482
24048,"Mount Royal/Mont-Royal"," 65","Montréal",25,100,0,6,73,6,210,591
24048,"Mount Royal/Mont-Royal"," 66","Montréal",7,66,0,1,29,2,105,414
24048,"Mount Royal/Mont-Royal"," 67","Montréal",3,78,0,1,31,2,115,485
24048,"Mount Royal/Mont-Royal"," 68","Montréal",4,45,0,1,34,0,84,473
24048,"Mount Royal/Mont-Royal"," 69","Montréal",12,107,2,8,125,2,256,791
24048,"Mount Royal/Mont-Royal"," 70","Montréal",7,24,0,0,36,0,67,368
24048,"Mount Royal/Mont-Royal"," 71","Montréal",7,62,1,2,38,3,113,449
24048,"Mount Royal/Mont-Royal"," 72","Montréal",8,74,4,9,25,1,121,353
24048,"Mount Royal/Mont-Royal"," 73","Montréal",19,81,4,10,26,2,142,395
24048,"Mount Royal/Mont-Royal"," 74","Montréal",13,65,0,4,44,1,127,428
24048,"Mount Royal/Mont-Royal"," 75","Montréal",9,63,0,9,33,4,118,506
24048,"Mount Royal/Mont-Royal"," 76","Côte-Saint-Luc",5,36,0,3,32,1,77,402
24048,"Mount Royal/Mont-Royal"," 77","Montréal",10,84,0,3,38,9,144,412
24048,"Mount Royal/Mont-Royal"," 78","Montréal",17,65,2,12,33,1,130,370
24048,"Mount Royal/Mont-Royal"," 79","Montréal",8,89,0,5,68,2,172,499
24048,"Mount Royal/Mont-Royal"," 80","Montréal",23,64,2,20,22,0,131,467
24048,"Mount Royal/Mont-Royal"," 81","Montréal",19,65,2,8,34,1,129,441
24048,"Mount Royal/Mont-Royal"," 82","Montréal",8,69,0,3,27,2,109,354
24048,"Mount Royal/Mont-Royal"," 83","Montréal",12,64,2,11,35,1,125,380
24048,"Mount Royal/Mont-Royal"," 84","Montréal",17,54,2,6,33,2,114,428
24048,"Mount Royal/Mont-Royal"," 85","Montréal",8,80,1,2,31,1,123,485
24048,"Mount Royal/Mont-Royal"," 86","Montréal",16,77,2,8,26,1,130,362
24048,"Mount Royal/Mont-Royal"," 87","Montréal",20,91,2,9,34,2,158,368
24048,"Mount Royal/Mont-Royal"," 88","Mont-Royal",9,85,1,5,52,5,157,414
24048,"Mount Royal/Mont-Royal"," 89","Montréal",16,146,2,11,44,11,230,591
24048,"Mount Royal/Mont-Royal"," 90","Montréal",15,108,0,1,41,2,167,388
24048,"Mount Royal/Mont-Royal"," 91","Montréal",10,85,0,5,54,15,169,489
24048,"Mount Royal/Mont-Royal"," 92","Montréal",0,37,0,0,61,1,99,565
24048,"Mount Royal/Mont-Royal"," 93","Montréal",20,97,0,6,29,3,155,399
24048,"Mount Royal/Mont-Royal"," 94","Montréal",10,87,0,3,45,0,145,432
24048,"Mount Royal/Mont-Royal"," 95","Montréal",12,100,3,11,46,4,176,527
24048,"Mount Royal/Mont-Royal"," 96","Montréal",7,38,2,3,30,2,82,320
24048,"Mount Royal/Mont-Royal"," 97","Montréal",9,62,0,4,30,2,107,379
24048,"Mount Royal/Mont-Royal"," 98","Montréal",13,92,0,11,50,1,167,503
24048,"Mount Royal/Mont-Royal"," 99","Montréal",19,80,0,4,31,1,135,469
24048,"Mount Royal/Mont-Royal"," 100","Montréal",4,71,0,8,77,1,161,552
24048,"Mount Royal/Mont-Royal"," 101","Hampstead",4,67,0,2,65,0,138,467
24048,"Mount Royal/Mont-Royal"," 102","Hampstead",1,27,0,1,82,0,111,555
24048,"Mount Royal/Mont-Royal"," 103","Hampstead",2,29,1,0,67,0,99,368
24048,"Mount Royal/Mont-Royal"," 104","Côte-Saint-Luc",7,59,0,3,54,2,125,428
24048,"Mount Royal/Mont-Royal"," 105","Hampstead",2,15,0,2,77,0,96,412
24048,"Mount Royal/Mont-Royal"," 106","Hampstead",11,60,2,4,23,4,104,360
24048,"Mount Royal/Mont-Royal"," 107","Hampstead",4,54,1,1,68,1,129,435
24048,"Mount Royal/Mont-Royal"," 108","Hampstead",2,20,1,0,56,0,79,425
24048,"Mount Royal/Mont-Royal"," 109","Hampstead",2,35,0,0,57,0,94,365
24048,"Mount Royal/Mont-Royal"," 110","Montréal",30,86,0,21,31,0,168,454
24048,"Mount Royal/Mont-Royal"," 111","Montréal",15,101,1,8,45,4,174,552
24048,"Mount Royal/Mont-Royal"," 112","Montréal",13,89,1,12,28,2,145,441
24048,"Mount Royal/Mont-Royal"," 113","Montréal",16,79,2,9,55,2,163,519
24048,"Mount Royal/Mont-Royal"," 114","Hampstead",1,27,0,3,93,0,124,444
24048,"Mount Royal/Mont-Royal"," 115","Hampstead",7,57,0,5,39,0,108,328
24048,"Mount Royal/Mont-Royal"," 116","Hampstead",7,94,2,3,52,1,159,406
24048,"Mount Royal/Mont-Royal"," 117","Côte-Saint-Luc",1,35,0,2,63,6,107,410
24048,"Mount Royal/Mont-Royal"," 118","Hampstead",0,21,0,0,101,2,124,444
24048,"Mount Royal/Mont-Royal"," 119","Hampstead",0,17,1,0,104,0,122,503
24048,"Mount Royal/Mont-Royal"," 120","Côte-Saint-Luc",2,32,1,0,120,4,159,532
24048,"Mount Royal/Mont-Royal"," 121","Côte-Saint-Luc",9,48,0,0,98,1,156,486
24048,"Mount Royal/Mont-Royal"," 122","Côte-Saint-Luc",0,46,0,1,78,2,127,500
24048,"Mount Royal/Mont-Royal"," 123","Côte-Saint-Luc",6,62,1,3,80,4,156,417
24048,"Mount Royal/Mont-Royal"," 124","Côte-Saint-Luc",2,57,0,0,107,4,170,582
24048,"Mount Royal/Mont-Royal"," 125","Côte-Saint-Luc",2,71,1,0,93,2,169,558
24048,"Mount Royal/Mont-Royal"," 126","Côte-Saint-Luc",0,24,0,0,76,1,101,343
24048,"Mount Royal/Mont-Royal"," 127","Côte-Saint-Luc",8,105,1,3,89,3,209,460
24048,"Mount Royal/Mont-Royal"," 128","Côte-Saint-Luc",12,136,0,2,49,0,199,365
24048,"Mount Royal/Mont-Royal"," 129","Côte-Saint-Luc",10,123,1,2,63,1,200,394
24048,"Mount Royal/Mont-Royal"," 130","Côte-Saint-Luc",6,95,1,3,56,1,162,393
24048,"Mount Royal/Mont-Royal"," 131","Côte-Saint-Luc",1,32,0,1,95,0,129,514
24048,"Mount Royal/Mont-Royal"," 132","Côte-Saint-Luc",7,41,2,0,111,3,164,532
24048,"Mount Royal/Mont-Royal"," 133","Côte-Saint-Luc",1,38,0,0,102,3,144,583
24048,"Mount Royal/Mont-Royal"," 134","Côte-Saint-Luc",1,39,0,0,117,0,157,532
24048,"Mount Royal/Mont-Royal"," 135","Côte-Saint-Luc",1,18,0,0,136,1,156,479
24048,"Mount Royal/Mont-Royal"," 136","Côte-Saint-Luc",2,26,0,1,112,0,141,398
24048,"Mount Royal/Mont-Royal"," 137","Côte-Saint-Luc",4,32,0,2,138,0,176,493
24048,"Mount Royal/Mont-Royal"," 138","Côte-Saint-Luc",10,22,3,0,115,2,152,456
24048,"Mount Royal/Mont-Royal"," 139","Côte-Saint-Luc",1,29,0,0,111,0,141,434
24048,"Mount Royal/Mont-Royal"," 140","Côte-Saint-Luc",0,24,0,0,149,0,173,457
24048,"Mount Royal/Mont-Royal"," 141","Côte-Saint-Luc",4,35,2,0,88,1,130,421
24048,"Mount Royal/Mont-Royal"," 142","Côte-Saint-Luc",3,18,1,2,99,3,126,417
24048,"Mount Royal/Mont-Royal"," 143","Côte-Saint-Luc",3,53,0,0,113,0,169,534
24048,"Mount Royal/Mont-Royal"," 144","Côte-Saint-Luc",0,59,0,1,113,1,174,500
24048,"Mount Royal/Mont-Royal"," 145","Côte-Saint-Luc",2,40,0,3,61,2,108,376
24048,"Mount Royal/Mont-Royal"," 146","Côte-Saint-Luc",1,21,0,1,45,1,69,388
24048,"Mount Royal/Mont-Royal"," 147","Côte-Saint-Luc",0,28,0,1,69,0,98,393
24048,"Mount Royal/Mont-Royal"," 148","Côte-Saint-Luc",0,30,1,0,48,2,81,376
24048,"Mount Royal/Mont-Royal"," 149","Côte-Saint-Luc",0,25,0,0,66,2,93,391
24048,"Mount Royal/Mont-Royal"," 150","Côte-Saint-Luc",6,28,0,2,71,2,109,373
24048,"Mount Royal/Mont-Royal"," 151","Côte-Saint-Luc",3,26,0,3,86,1,119,399
24048,"Mount Royal/Mont-Royal"," 152","Côte-Saint-Luc",1,23,0,1,90,0,115,368
24048,"Mount Royal/Mont-Royal"," 153","Côte-Saint-Luc",3,71,0,2,60,7,143,367
24048,"Mount Royal/Mont-Royal"," 154","Côte-Saint-Luc",4,91,1,3,185,2,286,662
24048,"Mount Royal/Mont-Royal"," 155","Côte-Saint-Luc",12,115,2,9,105,4,247,547
24048,"Mount Royal/Mont-Royal"," 156","Côte-Saint-Luc",13,114,1,7,76,8,219,513
24048,"Mount Royal/Mont-Royal"," 157","Côte-Saint-Luc",7,97,0,6,72,3,185,405
24048,"Mount Royal/Mont-Royal"," 158","Côte-Saint-Luc",6,93,0,3,68,0,170,433
24048,"Mount Royal/Mont-Royal"," 159","Côte-Saint-Luc",0,48,1,2,93,0,144,400
24048,"Mount Royal/Mont-Royal"," 160","Côte-Saint-Luc",4,33,0,0,78,1,116,359
24048,"Mount Royal/Mont-Royal"," 161","Côte-Saint-Luc",6,52,0,0,85,2,145,384
24048,"Mount Royal/Mont-Royal"," 162","Côte-Saint-Luc",2,53,0,1,85,0,141,383
24048,"Mount Royal/Mont-Royal"," 163","Côte-Saint-Luc",4,59,0,0,66,0,129,461
24048,"Mount Royal/Mont-Royal"," 164","Côte-Saint-Luc",8,52,0,2,92,1,155,445
24048,"Mount Royal/Mont-Royal"," 400","Côte-Saint-Luc",0,9,0,2,30,3,44,288
24048,"Mount Royal/Mont-Royal"," 401","Montréal",4,30,1,7,24,10,76,183
24048,"Mount Royal/Mont-Royal"," 402","Montréal",3,49,1,4,37,1,95,226
24048,"Mount Royal/Mont-Royal"," 403","Montréal",10,48,1,2,32,0,93,185
24048,"Mount Royal/Mont-Royal"," 404","Montréal",6,39,0,6,24,2,77,199
24048,"Mount Royal/Mont-Royal"," 405","Montréal",2,39,0,5,23,0,69,208
24048,"Mount Royal/Mont-Royal"," 406","Côte-Saint-Luc",1,33,1,2,28,2,67,264
24048,"Mount Royal/Mont-Royal"," 407","Côte-Saint-Luc",1,34,0,0,36,1,72,229
24048,"Mount Royal/Mont-Royal"," 408","Côte-Saint-Luc",5,158,0,4,24,1,192,263
24048,"Mount Royal/Mont-Royal"," 409","Côte-Saint-Luc",6,42,0,0,33,1,82,280
24048,"Mount Royal/Mont-Royal"," 410","Côte-Saint-Luc",2,17,1,1,23,0,44,196
24048,"Mount Royal/Mont-Royal"," 411","Côte-Saint-Luc",3,20,0,1,36,1,61,220
24048,"Mount Royal/Mont-Royal"," 412","Côte-Saint-Luc",1,13,1,0,32,0,47,200
24048,"Mount Royal/Mont-Royal"," 413","Côte-Saint-Luc",4,36,0,1,25,0,66,203
24048,"Mount Royal/Mont-Royal"," 500","Mobile poll/Bureau itinérant",2,38,3,3,6,4,56,220
24048,"Mount Royal/Mont-Royal"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,93
24048,"Mount Royal/Mont-Royal"," 502","Mobile poll/Bureau itinérant",3,90,0,6,10,2,111,106
24048,"Mount Royal/Mont-Royal"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,15
24048,"Mount Royal/Mont-Royal"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,133
24048,"Mount Royal/Mont-Royal"," 505","Mobile poll/Bureau itinérant",6,74,1,2,76,4,163,206
24048,"Mount Royal/Mont-Royal"," 506","Mobile poll/Bureau itinérant",3,48,0,3,39,3,96,179
24048,"Mount Royal/Mont-Royal"," 507","Mobile poll/Bureau itinérant",2,44,1,1,25,1,74,132
24048,"Mount Royal/Mont-Royal"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,65
24048,"Mount Royal/Mont-Royal"," 509","Mobile poll/Bureau itinérant",3,78,0,0,45,0,126,208
24048,"Mount Royal/Mont-Royal"," 510","Mobile poll/Bureau itinérant",4,34,0,1,42,4,85,206
24048,"Mount Royal/Mont-Royal"," 511","Mobile poll/Bureau itinérant",3,104,1,0,53,11,172,130
24048,"Mount Royal/Mont-Royal"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,117
24048,"Mount Royal/Mont-Royal"," 513","Côte-Saint-Luc",Combined with No./Résultats combinés à ceux du n°154,,,,,,,0
24048,"Mount Royal/Mont-Royal"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,85
24048,"Mount Royal/Mont-Royal"," 600","Mont-Royal",65,992,4,115,269,7,1452,
24048,"Mount Royal/Mont-Royal"," 601","Mont-Royal",71,997,3,127,261,18,1477,
24048,"Mount Royal/Mont-Royal"," 602","Mont-Royal",56,874,3,87,354,15,1389,
24048,"Mount Royal/Mont-Royal"," 603","Mont-Royal",34,475,1,42,136,6,694,
24048,"Mount Royal/Mont-Royal"," 604","Montréal",55,1044,8,19,271,11,1408,
24048,"Mount Royal/Mont-Royal"," 605","Montréal",82,658,9,45,220,15,1029,
24048,"Mount Royal/Mont-Royal"," 606","Montréal",56,713,3,16,242,15,1045,
24048,"Mount Royal/Mont-Royal"," 607","Montréal",57,482,0,23,177,13,752,
24048,"Mount Royal/Mont-Royal"," 608","Côte-Saint-Luc",8,387,0,10,561,11,977,
24048,"Mount Royal/Mont-Royal"," 609","Hampstead",66,746,4,54,498,15,1383,
24048,"Mount Royal/Mont-Royal"," 610","Montréal",87,829,10,61,302,3,1292,
24048,"Mount Royal/Mont-Royal"," 611","Côte-Saint-Luc",10,479,1,6,355,2,853,
24048,"Mount Royal/Mont-Royal"," 612","Hampstead",14,577,5,6,648,12,1262,
24048,"Mount Royal/Mont-Royal"," 613","Côte-Saint-Luc",8,458,2,6,665,11,1150,
24048,"Mount Royal/Mont-Royal"," 614","Côte-Saint-Luc",9,410,1,5,500,6,931,
24048,"Mount Royal/Mont-Royal"," 615","Côte-Saint-Luc",20,495,5,9,686,6,1221,
24048,"Mount Royal/Mont-Royal",,Group 1/Groupe 1, 73,554,6,32,276,54,995,762
24048,"Mount Royal/Mont-Royal",,Group 2/Groupe 2, 78,1365,8,20,3639,72,5182,
