Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,David Beckham,Elizabeth May,Cathie Ounsted,Colin Plant,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 508","Mobile poll/Bureau itinérant",19,8,13,8,1,49,47
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 509","Mobile poll/Bureau itinérant",75,50,22,13,6,166,150
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 510","Mobile poll/Bureau itinérant",27,19,19,7,0,72,85
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 511","Mobile poll/Bureau itinérant",62,33,18,6,2,121,119
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,31
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°514,,,,,,74
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 514","Mobile poll/Bureau itinérant",76,22,13,13,6,130,97
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 515","Mobile poll/Bureau itinérant",33,20,13,8,3,77,57
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 516","Mobile poll/Bureau itinérant",66,34,30,16,1,147,102
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°516,,,,,,51
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 600","Saltspring Island",289,665,215,11,2,1182,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 601","Galiano Island 9",Combined with No./Résultats combinés à ceux du n°602,,,,,,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 602","North Galiano",91,366,69,6,1,533,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 603","Saturna",34,95,19,2,0,150,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 604","Mayne",155,324,54,12,1,546,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 605","Pender Island",260,647,173,20,6,1106,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 606","Ganges",293,784,257,25,6,1365,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 607","Ganges",200,726,235,13,3,1177,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 608","North Saanich",614,790,561,15,4,1984,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 609","Union Bay 4",Combined with No./Résultats combinés à ceux du n°612,,,,,,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 610","Southern Gulf Islands",850,764,480,71,5,2170,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 611","Southern Gulf Islands",277,257,248,22,2,806,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 612","Sidney",984,789,512,68,6,2359,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 613","North Saanich",681,791,661,45,4,2182,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 614","Cole Bay 3",Combined with No./Résultats combinés à ceux du n°611,,,,,,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 615","Central Saanich",568,639,401,56,4,1668,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 616","South Saanich 1",Combined with No./Résultats combinés à ceux du n°615,,,,,,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 617","Central Saanich",625,651,468,61,2,1807,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 618","East Saanich 2",192,120,135,26,3,476,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 619","Southern Gulf Islands",455,499,435,36,2,1427,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 620","Saanich",488,298,318,63,1,1168,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 621","Saanich",776,545,526,46,2,1895,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 622","Saanich",768,492,492,47,1,1800,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 623","Saanich",675,480,429,72,0,1656,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 624","Saanich",631,569,415,84,4,1703,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 625","Saanich",704,682,411,71,7,1875,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 626","Saanich",723,721,381,62,2,1889,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 627","Saanich",632,647,394,77,2,1752,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 628","Saanich",634,542,288,79,10,1553,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands"," 629","Saanich",773,997,313,100,4,2187,
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands",,Group 1/Groupe 1, 822,883,478,118,79,2380,603
59029,"Saanich--Gulf Islands/Saanich--Gulf Islands",,Group 2/Groupe 2, 1511,1414,1073,127,33,4158,
