Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Vicky Bayford,Michael Fark,Dale Heath,Avni Soma,William Stevenson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48037,"Yellowhead/Yellowhead"," 53","Wolf Creek",3,9,0,5,108,0,125,326
48037,"Yellowhead/Yellowhead"," 54","Pinedale",3,11,0,1,100,0,115,257
48037,"Yellowhead/Yellowhead"," 55","Yellowhead County",2,11,0,2,110,0,125,310
48037,"Yellowhead/Yellowhead"," 56","Edson",4,6,0,1,82,0,93,276
48037,"Yellowhead/Yellowhead"," 57","Jasper",1,86,0,13,70,0,170,489
48037,"Yellowhead/Yellowhead"," 58","Jasper",1,161,0,31,71,1,265,692
48037,"Yellowhead/Yellowhead"," 59","Jasper",1,87,1,11,27,0,127,342
48037,"Yellowhead/Yellowhead"," 60","Jasper",Combined with No./Résultats combinés à ceux du n°62,,,,,,,329
48037,"Yellowhead/Yellowhead"," 61","Jasper",2,70,0,8,45,0,125,267
48037,"Yellowhead/Yellowhead"," 62","Jasper",6,137,1,22,67,0,233,333
48037,"Yellowhead/Yellowhead"," 63","Jasper",2,104,1,14,50,1,172,399
48037,"Yellowhead/Yellowhead"," 64","Jasper",2,75,2,9,42,1,131,308
48037,"Yellowhead/Yellowhead"," 65","Robb",0,7,0,2,78,1,88,165
48037,"Yellowhead/Yellowhead"," 66","O'Chiese 203",0,0,0,0,0,0,0,328
48037,"Yellowhead/Yellowhead"," 67","Sunchild 202",1,21,1,2,5,0,30,264
48037,"Yellowhead/Yellowhead"," 68","Nordegg",5,29,1,6,116,1,158,282
48037,"Yellowhead/Yellowhead"," 69","Big Horn 144A",Combined with No./Résultats combinés à ceux du n°68,,,,,,,37
48037,"Yellowhead/Yellowhead"," 70","Lodgepole",Combined with No./Résultats combinés à ceux du n°73,,,,,,,133
48037,"Yellowhead/Yellowhead"," 71","Carlos",7,21,1,4,188,0,221,407
48037,"Yellowhead/Yellowhead"," 72","Clearwater County",4,11,2,6,193,1,217,386
48037,"Yellowhead/Yellowhead"," 73","Alhambra",2,6,1,5,146,0,160,248
48037,"Yellowhead/Yellowhead"," 74","Leslieville",2,18,2,4,162,0,188,296
48037,"Yellowhead/Yellowhead"," 75","Crimson Lake",11,2,0,5,70,1,89,197
48037,"Yellowhead/Yellowhead"," 76","Clearwater County",3,3,0,1,155,0,162,445
48037,"Yellowhead/Yellowhead"," 77","Clearwater County",2,11,0,4,102,0,119,319
48037,"Yellowhead/Yellowhead"," 78","Rocky Mountain House",0,4,0,0,120,0,124,304
48037,"Yellowhead/Yellowhead"," 79","Ferrier",1,8,1,2,126,0,138,385
48037,"Yellowhead/Yellowhead"," 80","Rocky Mountain House",6,21,0,8,130,3,168,461
48037,"Yellowhead/Yellowhead"," 81","Rocky Mountain House",2,19,0,7,90,0,118,402
48037,"Yellowhead/Yellowhead"," 82","Rocky Mountain House",2,15,0,4,100,1,122,372
48037,"Yellowhead/Yellowhead"," 83","Clearwater County",4,11,0,8,146,0,169,368
48037,"Yellowhead/Yellowhead"," 84","Rocky Mountain House",5,9,1,3,88,1,107,293
48037,"Yellowhead/Yellowhead"," 85","Rocky Mountain House",1,25,1,4,97,0,128,391
48037,"Yellowhead/Yellowhead"," 86","Clearwater County",1,11,1,0,95,0,108,296
48037,"Yellowhead/Yellowhead"," 87","Rocky Mountain House",5,10,2,4,82,0,103,333
48037,"Yellowhead/Yellowhead"," 88","Rocky Mountain House",3,7,1,3,77,0,91,327
48037,"Yellowhead/Yellowhead"," 89","Rocky Mountain House",2,13,1,3,79,2,100,343
48037,"Yellowhead/Yellowhead"," 90","Rocky Mountain House",0,17,2,8,66,0,93,373
48037,"Yellowhead/Yellowhead"," 91","Rocky Mountain House",3,6,0,6,73,0,88,353
48037,"Yellowhead/Yellowhead"," 92","Rocky Mountain House",3,18,2,5,106,0,134,499
48037,"Yellowhead/Yellowhead"," 93","Rocky Mountain House",2,10,1,3,90,3,109,426
48037,"Yellowhead/Yellowhead"," 94A","Rocky Mountain House",0,16,2,9,136,1,164,471
48037,"Yellowhead/Yellowhead"," 94B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,79
48037,"Yellowhead/Yellowhead"," 95","Rocky Mountain House",1,1,0,3,77,0,82,313
48037,"Yellowhead/Yellowhead"," 96","Clearwater County",5,8,0,9,121,1,144,346
48037,"Yellowhead/Yellowhead"," 97","Clearwater County",5,6,0,4,119,0,134,386
48037,"Yellowhead/Yellowhead"," 98","Clearwater County",0,8,1,1,128,0,138,376
48037,"Yellowhead/Yellowhead"," 99","Strachan",2,19,0,5,173,1,200,353
48037,"Yellowhead/Yellowhead"," 100","Clearwater County",0,4,0,4,93,0,101,257
48037,"Yellowhead/Yellowhead"," 101","Clearwater County",5,6,1,3,93,1,109,231
48037,"Yellowhead/Yellowhead"," 102","Clearwater County",4,6,3,2,105,0,120,273
48037,"Yellowhead/Yellowhead"," 103","Condor",5,5,0,4,152,1,167,330
48037,"Yellowhead/Yellowhead"," 104","Evergreen",11,14,4,2,198,1,230,390
48037,"Yellowhead/Yellowhead"," 105","Ricinus",2,17,0,1,146,1,167,377
48037,"Yellowhead/Yellowhead"," 106","Chedderville",Combined with No./Résultats combinés à ceux du n°107,,,,,,,275
48037,"Yellowhead/Yellowhead"," 107","Stauffer",4,13,2,4,227,2,252,332
48037,"Yellowhead/Yellowhead"," 108","Caroline",6,11,0,3,159,0,179,476
48037,"Yellowhead/Yellowhead"," 109","Stauffer",9,15,2,3,184,1,214,446
48037,"Yellowhead/Yellowhead"," 110","Caroline",3,6,2,3,155,0,169,409
48037,"Yellowhead/Yellowhead"," 111","Crammond",12,11,1,2,130,0,156,349
48037,"Yellowhead/Yellowhead"," 112","Crammond",3,12,0,3,116,0,134,370
48037,"Yellowhead/Yellowhead"," 113","Lake Louise",2,162,0,34,132,1,331,267
48037,"Yellowhead/Yellowhead"," 114","Lake Louise",Combined with No./Résultats combinés à ceux du n°113,,,,,,,324
48037,"Yellowhead/Yellowhead"," 115","Bearberry",3,20,4,7,136,1,171,435
48037,"Yellowhead/Yellowhead"," 116","Sundre",6,21,0,7,208,0,242,672
48037,"Yellowhead/Yellowhead"," 117","Mound",1,14,3,4,72,0,94,241
48037,"Yellowhead/Yellowhead"," 118","Sundre",3,17,1,10,121,0,152,437
48037,"Yellowhead/Yellowhead"," 119","Sundre",0,21,1,9,154,0,185,481
48037,"Yellowhead/Yellowhead"," 120","Sundre",6,33,0,6,104,1,150,480
48037,"Yellowhead/Yellowhead"," 121","Sundre",2,11,0,0,95,0,108,393
48037,"Yellowhead/Yellowhead"," 122","Sundre",4,29,0,7,111,1,152,505
48037,"Yellowhead/Yellowhead"," 123","Sundre",2,18,1,2,114,0,137,452
48037,"Yellowhead/Yellowhead"," 124","Sundre",5,32,3,9,208,0,257,707
48037,"Yellowhead/Yellowhead"," 125","Mound",7,11,2,4,189,2,215,559
48037,"Yellowhead/Yellowhead"," 126","Water Valley",0,12,0,2,184,1,199,275
48037,"Yellowhead/Yellowhead"," 127","Water Valley",7,71,1,16,380,4,479,657
48037,"Yellowhead/Yellowhead"," 128","Ghost Lake--Waiparous",3,65,2,6,221,0,297,773
48037,"Yellowhead/Yellowhead"," 129","Stoney 142B",Combined with No./Résultats combinés à ceux du n°128,,,,,,,7
48037,"Yellowhead/Yellowhead"," 130","Rocky View County",6,45,2,6,212,1,272,599
48037,"Yellowhead/Yellowhead"," 131","Bottrel",1,32,1,3,243,3,283,456
48037,"Yellowhead/Yellowhead"," 132","Rocky View County",1,36,1,7,224,0,269,534
48037,"Yellowhead/Yellowhead"," 133","Cremona",5,43,2,10,231,1,292,431
48037,"Yellowhead/Yellowhead"," 134","Cremona",7,40,2,4,248,1,302,530
48037,"Yellowhead/Yellowhead"," 135","Dogpound",3,17,0,1,121,1,143,305
48037,"Yellowhead/Yellowhead"," 136","Improvement District No. 9 Banff",3,131,1,29,103,1,268,534
48037,"Yellowhead/Yellowhead"," 137","Banff",1,113,0,20,65,1,200,672
48037,"Yellowhead/Yellowhead"," 138","Banff",1,88,0,10,71,0,170,678
48037,"Yellowhead/Yellowhead"," 139","Banff",0,75,1,9,60,2,147,548
48037,"Yellowhead/Yellowhead"," 140","Banff",Combined with No./Résultats combinés à ceux du n°136,,,,,,,322
48037,"Yellowhead/Yellowhead"," 141","Banff",Combined with No./Résultats combinés à ceux du n°144,,,,,,,257
48037,"Yellowhead/Yellowhead"," 142","Banff",2,80,0,8,50,0,140,444
48037,"Yellowhead/Yellowhead"," 143","Banff",1,108,1,16,41,0,167,488
48037,"Yellowhead/Yellowhead"," 144","Banff",3,133,1,20,67,0,224,370
48037,"Yellowhead/Yellowhead"," 145","Banff",0,72,0,2,49,2,125,404
48037,"Yellowhead/Yellowhead"," 146","Banff",0,89,0,15,69,0,173,488
48037,"Yellowhead/Yellowhead"," 147","Carstairs",2,12,0,1,133,0,148,271
48037,"Yellowhead/Yellowhead"," 148","Carstairs",3,19,0,3,90,0,115,302
48037,"Yellowhead/Yellowhead"," 149","Carstairs",6,23,0,4,100,1,134,406
48037,"Yellowhead/Yellowhead"," 150","Carstairs",4,21,0,10,142,2,179,453
48037,"Yellowhead/Yellowhead"," 151","Carstairs",2,36,1,4,163,0,206,580
48037,"Yellowhead/Yellowhead"," 152","Carstairs",2,31,0,4,185,0,222,556
48037,"Yellowhead/Yellowhead"," 153","Carstairs",6,44,0,6,206,0,262,652
48037,"Yellowhead/Yellowhead"," 154","Carstairs",1,24,0,3,192,0,220,614
48037,"Yellowhead/Yellowhead"," 155","Carstairs",3,36,0,4,189,1,233,635
48037,"Yellowhead/Yellowhead"," 156","Wessex",2,12,1,3,134,2,154,419
48037,"Yellowhead/Yellowhead"," 157","Stirlingville",0,18,1,4,97,0,120,351
48037,"Yellowhead/Yellowhead"," 158","Crossfield",3,9,0,6,64,1,83,246
48037,"Yellowhead/Yellowhead"," 159","Crossfield",4,8,0,3,53,1,69,226
48037,"Yellowhead/Yellowhead"," 160","Crossfield",1,14,1,1,127,2,146,303
48037,"Yellowhead/Yellowhead"," 161","Crossfield",1,7,0,3,71,0,82,244
48037,"Yellowhead/Yellowhead"," 162","Crossfield",1,18,0,0,94,0,113,364
48037,"Yellowhead/Yellowhead"," 163","Crossfield",1,29,0,5,130,1,166,537
48037,"Yellowhead/Yellowhead"," 164","Crossfield",1,11,0,5,95,0,112,282
48037,"Yellowhead/Yellowhead"," 165","Crossfield",4,29,1,8,109,0,151,387
48037,"Yellowhead/Yellowhead"," 166","Crossfield",7,28,3,5,132,0,175,424
48037,"Yellowhead/Yellowhead"," 167","Crossfield",1,37,0,8,169,0,215,527
48037,"Yellowhead/Yellowhead"," 168","Crossfield",2,14,0,5,114,2,137,358
48037,"Yellowhead/Yellowhead"," 169","Canmore",2,136,1,21,117,2,279,478
48037,"Yellowhead/Yellowhead"," 170","Canmore",0,91,3,2,59,1,156,543
48037,"Yellowhead/Yellowhead"," 171","Canmore",0,89,2,7,58,0,156,497
48037,"Yellowhead/Yellowhead"," 172","Canmore",Combined with No./Résultats combinés à ceux du n°169,,,,,,,436
48037,"Yellowhead/Yellowhead"," 173","Canmore",1,79,1,12,52,0,145,484
48037,"Yellowhead/Yellowhead"," 174","Madden",Combined with No./Résultats combinés à ceux du n°175,,,,,,,372
48037,"Yellowhead/Yellowhead"," 175","Rocky View County",2,38,0,3,329,0,372,449
48037,"Yellowhead/Yellowhead"," 176","Exshaw",1,47,0,15,69,0,132,331
48037,"Yellowhead/Yellowhead"," 177","Exshaw",2,55,2,12,96,0,167,445
48037,"Yellowhead/Yellowhead"," 178","Canmore",0,59,1,6,53,1,120,373
48037,"Yellowhead/Yellowhead"," 179","Canmore",0,96,0,21,71,1,189,526
48037,"Yellowhead/Yellowhead"," 180","Canmore",0,107,0,8,64,0,179,588
48037,"Yellowhead/Yellowhead"," 181","Kananaskis",3,122,0,21,87,1,234,557
48037,"Yellowhead/Yellowhead"," 182","Canmore",2,52,0,5,54,1,114,529
48037,"Yellowhead/Yellowhead"," 183","Canmore",0,55,1,8,31,0,95,409
48037,"Yellowhead/Yellowhead"," 184","Canmore",2,90,0,20,85,3,200,651
48037,"Yellowhead/Yellowhead"," 185","Canmore",0,81,0,17,59,0,157,428
48037,"Yellowhead/Yellowhead"," 186","Canmore",3,113,1,12,44,2,175,472
48037,"Yellowhead/Yellowhead"," 187","Canmore",1,112,0,22,68,0,203,463
48037,"Yellowhead/Yellowhead"," 188","Canmore",0,88,5,14,74,0,181,498
48037,"Yellowhead/Yellowhead"," 189","Canmore",1,58,0,6,57,1,123,453
48037,"Yellowhead/Yellowhead"," 190","Canmore",1,65,0,7,49,0,122,433
48037,"Yellowhead/Yellowhead"," 191","Canmore",Combined with No./Résultats combinés à ceux du n°192,,,,,,,154
48037,"Yellowhead/Yellowhead"," 192","Canmore",2,89,0,22,60,2,175,478
48037,"Yellowhead/Yellowhead"," 193","Canmore",0,85,1,10,39,0,135,437
48037,"Yellowhead/Yellowhead"," 194","Canmore",2,78,0,5,51,0,136,477
48037,"Yellowhead/Yellowhead"," 195","Canmore",2,127,1,15,102,1,248,807
48037,"Yellowhead/Yellowhead"," 196","Morley",4,159,3,41,61,0,268,1868
48037,"Yellowhead/Yellowhead"," 197","Canmore",5,107,1,21,84,1,219,369
48037,"Yellowhead/Yellowhead"," 198","Canmore",Combined with No./Résultats combinés à ceux du n°197,,,,,,,387
48037,"Yellowhead/Yellowhead"," 199","Canmore",2,125,1,9,79,2,218,695
48037,"Yellowhead/Yellowhead"," 200","Rocky View County",3,49,0,6,189,0,247,387
48037,"Yellowhead/Yellowhead"," 201","Rocky View County",Combined with No./Résultats combinés à ceux du n°200,,,,,,,234
48037,"Yellowhead/Yellowhead"," 202","Rocky View County",5,90,0,5,293,0,393,896
48037,"Yellowhead/Yellowhead"," 203","Rocky View County",4,78,2,11,247,0,342,825
48037,"Yellowhead/Yellowhead"," 204","Rocky View County",1,31,0,1,109,0,142,354
48037,"Yellowhead/Yellowhead"," 205","Rocky View County",0,37,1,1,108,1,148,443
48037,"Yellowhead/Yellowhead"," 206","Glendon",Combined with No./Résultats combinés à ceux du n°210,,,,,,,186
48037,"Yellowhead/Yellowhead"," 207","Bearspaw",0,76,0,4,220,2,302,359
48037,"Yellowhead/Yellowhead"," 208","Bearspaw",Combined with No./Résultats combinés à ceux du n°207,,,,,,,259
48037,"Yellowhead/Yellowhead"," 209","Bearspaw",1,116,2,6,234,3,362,623
48037,"Yellowhead/Yellowhead"," 210","Bearspaw",2,63,3,2,209,0,279,421
48037,"Yellowhead/Yellowhead"," 211","Jumping Pound",Combined with No./Résultats combinés à ceux du n°212,,,,,,,221
48037,"Yellowhead/Yellowhead"," 212","Rocky View County",5,27,0,8,155,1,196,341
48037,"Yellowhead/Yellowhead"," 213","Rocky View County",4,38,0,3,74,2,121,358
48037,"Yellowhead/Yellowhead"," 214","Calgary",Combined with No./Résultats combinés à ceux du n°209,,,,,,,201
48037,"Yellowhead/Yellowhead"," 215","Rocky View County",4,12,2,2,68,0,88,364
48037,"Yellowhead/Yellowhead"," 216","Rocky View County",1,27,1,0,96,0,125,387
48037,"Yellowhead/Yellowhead"," 217","Rocky View County",1,25,0,1,110,0,137,431
48037,"Yellowhead/Yellowhead"," 218","Rocky View County",3,23,0,0,76,1,103,345
48037,"Yellowhead/Yellowhead"," 219","Rocky View County",3,16,0,2,82,0,103,327
48037,"Yellowhead/Yellowhead"," 220","Rocky View County",3,41,0,0,130,1,175,540
48037,"Yellowhead/Yellowhead"," 221","Pirmez Creek",Combined with No./Résultats combinés à ceux du n°222,,,,,,,196
48037,"Yellowhead/Yellowhead"," 222","Rocky View County",0,22,0,7,142,1,172,281
48037,"Yellowhead/Yellowhead"," 223","Rocky View County",3,60,0,4,187,0,254,317
48037,"Yellowhead/Yellowhead"," 224","Rocky View County",Combined with No./Résultats combinés à ceux du n°223,,,,,,,309
48037,"Yellowhead/Yellowhead"," 225","Rocky View County",Combined with No./Résultats combinés à ceux du n°226,,,,,,,367
48037,"Yellowhead/Yellowhead"," 226","Rocky View County",1,65,0,3,239,0,308,394
48037,"Yellowhead/Yellowhead"," 227","Rocky View County",0,67,0,1,215,0,283,592
48037,"Yellowhead/Yellowhead"," 228","Rocky View County",3,62,0,1,192,0,258,522
48037,"Yellowhead/Yellowhead"," 229","Rocky View County",0,32,0,2,111,0,145,338
48037,"Yellowhead/Yellowhead"," 230","Kananaskis",3,34,0,11,57,2,107,194
48037,"Yellowhead/Yellowhead"," 500","Mobile poll/Bureau itinérant",1,20,1,5,31,2,60,90
48037,"Yellowhead/Yellowhead"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,13
48037,"Yellowhead/Yellowhead"," 502","Mobile poll/Bureau itinérant",8,16,1,5,68,1,99,88
48037,"Yellowhead/Yellowhead"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,2
48037,"Yellowhead/Yellowhead"," 504","Mobile poll/Bureau itinérant",2,6,0,3,4,0,15,27
48037,"Yellowhead/Yellowhead"," 505","Jasper",Combined with No./Résultats combinés à ceux du n°61,,,,,,,10
48037,"Yellowhead/Yellowhead"," 506","Mobile poll/Bureau itinérant",2,11,1,1,72,2,89,41
48037,"Yellowhead/Yellowhead"," 507","Mobile poll/Bureau itinérant",0,9,1,3,50,1,64,94
48037,"Yellowhead/Yellowhead"," 508","Rocky Mountain House",Combined with No./Résultats combinés à ceux du n°90,,,,,,,2
48037,"Yellowhead/Yellowhead"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,33
48037,"Yellowhead/Yellowhead"," 510","Sundre",Combined with No./Résultats combinés à ceux du n°119,,,,,,,2
48037,"Yellowhead/Yellowhead"," 511","Mobile poll/Bureau itinérant",1,5,1,4,51,1,63,77
48037,"Yellowhead/Yellowhead"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,31
48037,"Yellowhead/Yellowhead"," 513","Mobile poll/Bureau itinérant",3,11,1,1,44,0,60,49
48037,"Yellowhead/Yellowhead"," 514","Mobile poll/Bureau itinérant",0,37,2,5,24,1,69,59
48037,"Yellowhead/Yellowhead"," 515","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°514,,,,,,,17
48037,"Yellowhead/Yellowhead"," 600","Greenview No. 16",20,192,2,29,623,3,869,
48037,"Yellowhead/Yellowhead"," 601","Improvement District No. 25 Willmore Wilderness",8,184,0,46,551,23,812,
48037,"Yellowhead/Yellowhead"," 602","Hinton",8,183,6,76,708,5,986,
48037,"Yellowhead/Yellowhead"," 603","Hinton",15,217,2,52,651,2,939,
48037,"Yellowhead/Yellowhead"," 604","Edson",21,202,7,34,1000,17,1281,
48037,"Yellowhead/Yellowhead"," 605","Carrot Creek",4,12,0,5,157,1,179,
48037,"Yellowhead/Yellowhead"," 606","Edson",26,157,2,50,1180,9,1424,
48037,"Yellowhead/Yellowhead"," 607","Jasper",7,554,0,86,240,4,891,
48037,"Yellowhead/Yellowhead"," 608","Rocky Mountain House--Sunchild 202",15,97,3,18,730,3,866,
48037,"Yellowhead/Yellowhead"," 609","Big Horn 144A",Combined with No./Résultats combinés à ceux du n°610,,,,,,,
48037,"Yellowhead/Yellowhead"," 610","O'Chiese 203",0,0,0,0,0,0,0,
48037,"Yellowhead/Yellowhead"," 611","Sunchild 202",2,7,1,3,6,0,19,
48037,"Yellowhead/Yellowhead"," 612","Drayton Valley",2,4,0,1,33,0,40,
48037,"Yellowhead/Yellowhead"," 613","Rocky Mountain House",13,118,1,35,657,1,825,
48037,"Yellowhead/Yellowhead"," 614","Rocky Mountain House",7,102,5,41,656,2,813,
48037,"Yellowhead/Yellowhead"," 615","Rocky Mountain House--Leslieville",17,42,3,23,724,3,812,
48037,"Yellowhead/Yellowhead"," 616","Caroline",18,75,2,16,917,5,1033,
48037,"Yellowhead/Yellowhead"," 617","Improvement District No. 9 Banff",9,364,2,40,186,6,607,
48037,"Yellowhead/Yellowhead"," 618","Banff",4,696,2,95,355,2,1154,
48037,"Yellowhead/Yellowhead"," 619","Rocky View County--Bighorn No. 8",9,162,2,13,509,0,695,
48037,"Yellowhead/Yellowhead"," 620","Stoney 142B",Combined with No./Résultats combinés à ceux du n°627,,,,,,,
48037,"Yellowhead/Yellowhead"," 621","Sundre",51,307,10,51,1821,8,2248,
48037,"Yellowhead/Yellowhead"," 622","Sundre",Combined with No./Résultats combinés à ceux du n°621,,,,,,,
48037,"Yellowhead/Yellowhead"," 623","Carstairs",8,81,3,13,663,0,768,
48037,"Yellowhead/Yellowhead"," 624","Carstairs",14,258,4,50,1363,5,1694,
48037,"Yellowhead/Yellowhead"," 625","Crossfield",21,198,7,31,1360,6,1623,
48037,"Yellowhead/Yellowhead"," 626","Rocky View",4,20,0,4,149,0,177,
48037,"Yellowhead/Yellowhead"," 627","Stoney 142, 143, 144",0,27,0,21,17,0,65,
48037,"Yellowhead/Yellowhead"," 628","Bighorn No. 8",2,283,4,21,261,1,572,
48037,"Yellowhead/Yellowhead"," 629","Canmore",8,924,1,70,491,1,1495,
48037,"Yellowhead/Yellowhead"," 630","Canmore",16,1198,5,93,719,5,2036,
48037,"Yellowhead/Yellowhead"," 631","Bragg Creek",0,2,0,1,6,0,9,
48037,"Yellowhead/Yellowhead"," 632","Rocky View County",0,32,0,2,91,0,125,
48037,"Yellowhead/Yellowhead"," 633","Rocky View County",0,9,0,0,26,0,35,
48037,"Yellowhead/Yellowhead"," 634","Bearspaw",1,137,0,13,346,1,498,
48037,"Yellowhead/Yellowhead"," 635","Rocky View County--Stoney 142, 143, 144",4,202,2,19,773,0,1000,
48037,"Yellowhead/Yellowhead"," 636","Rocky View County",17,326,4,13,1025,28,1413,
48037,"Yellowhead/Yellowhead"," 637","Rocky View County",8,189,2,16,788,3,1006,
48037,"Yellowhead/Yellowhead",,Group 1/Groupe 1, 18,599,3,79,1132,118,1949,367
48037,"Yellowhead/Yellowhead",,Group 2/Groupe 2, 44,1288,6,170,2716,79,4303,
