Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Susan Doyle,Parm Gill,Walter J. Hofman,Shahbaz Mahmood Khan,Muhammad Riaz Sahi,Kristina Tesser Derksen,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 38","Halton Hills",2,83,0,0,1,76,1,163,469
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 39","Halton Hills",6,87,1,0,8,76,1,179,497
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 40","Halton Hills",2,79,0,0,2,72,1,156,423
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 41","Halton Hills",2,71,4,0,0,92,0,169,474
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 42","Halton Hills",9,126,1,0,4,114,1,255,569
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 43","Halton Hills",0,120,1,0,4,92,1,218,511
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 44","Halton Hills",0,120,0,0,3,97,2,222,508
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 45","Halton Hills",5,115,1,0,2,72,0,195,512
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 46","Halton Hills",7,102,3,0,1,104,0,217,622
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 47","Halton Hills",6,119,2,0,1,98,0,226,469
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 48","Halton Hills",1,108,0,0,3,92,1,205,405
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 49","Halton Hills",1,168,1,0,3,102,5,280,614
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 50","Halton Hills",3,125,3,0,4,95,0,230,533
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 51","Halton Hills",3,138,0,0,5,109,0,255,546
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 52","Halton Hills",3,212,5,1,3,116,2,342,624
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 53","Halton Hills",1,196,4,0,0,105,2,308,633
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 54","Halton Hills",3,111,2,0,1,87,0,204,378
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 55","Halton Hills",4,130,1,0,3,87,1,226,442
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 56","Halton Hills",0,114,1,0,4,51,2,172,381
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 57","Halton Hills",1,88,3,0,0,74,1,167,467
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 58","Halton Hills",1,137,2,0,3,95,0,238,525
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 59","Halton Hills",0,144,0,0,1,90,0,235,467
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 60","Halton Hills",0,101,1,0,4,110,1,217,436
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 61","Halton Hills",3,113,1,0,1,87,1,206,479
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 62","Halton Hills",3,70,1,0,2,57,0,133,391
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 63","Halton Hills",1,154,0,0,2,80,1,238,666
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 64","Halton Hills",3,109,3,0,1,48,3,167,448
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 65","Halton Hills",1,131,3,0,0,77,1,213,574
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 66","Halton Hills",4,114,1,0,5,57,1,182,438
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 67","Halton Hills",2,145,2,0,6,90,0,245,574
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 68","Halton Hills",2,105,2,0,3,72,2,186,541
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 69","Halton Hills",4,144,1,0,2,125,0,276,630
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 70","Halton Hills",4,113,4,1,1,91,1,215,552
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 71","Halton Hills",2,114,2,0,4,85,0,207,537
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 72","Halton Hills",1,125,3,0,4,113,3,249,597
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 73","Halton Hills",2,155,3,0,2,58,0,220,651
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 74","Halton Hills",3,118,2,0,2,80,0,205,582
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 75","Halton Hills",1,138,2,0,1,46,1,189,547
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 76","Halton Hills",1,65,2,0,1,48,0,117,340
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 77","Halton Hills",0,103,1,0,1,52,2,159,413
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 78","Halton Hills",2,72,0,1,2,41,0,118,290
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 79","Halton Hills",2,111,0,0,5,60,0,178,434
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 80","Halton Hills",3,105,1,0,1,51,1,162,425
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 81","Halton Hills",2,76,1,5,5,34,1,124,438
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 82A","Milton",2,116,2,5,4,158,2,289,702
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 82B","Milton",0,111,0,1,4,120,1,237,601
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 83","Milton",0,96,1,0,1,98,0,196,488
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 84","Milton",1,99,0,0,1,113,0,214,528
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 85","Milton",1,111,2,0,15,104,0,233,555
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 86","Milton",0,82,1,1,6,106,0,196,527
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 87","Milton",2,120,0,0,5,104,1,232,561
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 88","Milton",3,89,1,0,1,61,1,156,456
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 89","Milton",0,69,1,3,1,72,0,146,496
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 90","Milton",2,107,0,0,2,80,1,192,459
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 91","Milton",5,81,4,1,5,99,1,196,456
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 92","Milton",5,118,0,0,6,111,3,243,489
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 93","Milton",2,125,6,0,7,137,1,278,589
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 94","Milton",1,115,1,1,7,128,1,254,560
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 95","Milton",5,86,5,0,5,66,0,167,511
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 96","Milton",3,74,0,3,1,46,0,127,384
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 97","Milton",1,90,1,0,7,97,0,196,496
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 98","Milton",7,116,4,0,2,103,0,232,463
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 99","Milton",2,111,1,5,1,123,0,243,489
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 100","Milton",0,119,2,0,5,128,0,254,594
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 101","Milton",3,131,2,1,6,147,1,291,658
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 102","Milton",0,51,2,0,4,71,1,129,415
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 103","Milton",1,160,0,2,3,121,2,289,601
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 104","Milton",1,93,1,2,3,108,0,208,605
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 105","Milton",5,89,4,1,3,109,1,212,586
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 106","Milton",2,85,1,1,3,85,3,180,555
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 107","Milton",1,97,1,1,5,85,0,190,559
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 108","Milton",1,89,2,1,2,43,1,139,429
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 109","Milton",3,88,2,2,4,91,1,191,472
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 110","Milton",0,66,0,2,2,70,2,142,450
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 111","Milton",1,72,0,0,1,88,1,163,485
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 112","Milton",0,84,1,0,3,86,0,174,529
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 113","Milton",0,98,1,1,3,80,1,184,568
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 114","Milton",2,91,6,0,3,95,1,198,554
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 115","Milton",0,56,1,0,3,78,0,138,414
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 116","Milton",3,95,0,0,8,104,3,213,577
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 117","Milton",2,100,0,1,5,119,0,227,574
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 118","Milton",1,108,3,4,2,134,0,252,569
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 119","Milton",1,112,0,3,3,97,0,216,630
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 120","Milton",3,129,2,0,3,124,0,261,627
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 121","Milton",0,94,1,0,1,80,1,177,587
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 122","Milton",3,109,0,2,0,101,0,215,552
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 123","Milton",3,107,3,0,2,121,0,236,508
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 124","Milton",2,145,3,1,6,154,0,311,705
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 125","Milton",2,91,1,0,4,77,0,175,486
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 126","Milton",2,70,3,0,5,111,0,191,599
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 127","Milton",1,116,3,4,1,108,0,233,537
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 128","Milton",1,83,1,0,3,114,1,203,448
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 129","Milton",0,96,1,0,5,106,0,208,476
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 130","Milton",6,88,5,2,4,94,5,204,551
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 131","Milton",0,84,6,0,4,78,0,172,446
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 132","Milton",3,112,1,0,4,104,0,224,455
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 133","Milton",2,99,4,1,1,93,0,200,465
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 134A","Milton",5,118,1,1,5,137,0,267,429
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 134B","Milton",Combined with No./Résultats combinés à ceux du n°137B,,,,,,,,421
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 135","Milton",5,138,2,1,10,160,1,317,685
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 136","Milton",0,127,2,7,6,147,1,290,718
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 137A","Milton",Combined with No./Résultats combinés à ceux du n°134A,,,,,,,,263
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 137B","Milton",1,143,3,2,7,128,1,285,284
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 138","Milton",0,148,1,6,6,96,1,258,533
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 139","Milton",4,119,0,0,2,141,1,267,671
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 140","Milton",1,130,10,0,6,117,0,264,513
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 141","Milton",1,70,1,1,11,80,0,164,401
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 142","Milton",3,77,1,4,3,102,0,190,438
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 143","Milton",5,97,3,0,7,88,0,200,492
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 144","Milton",3,77,3,1,0,88,1,173,506
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 145","Milton",2,72,0,0,7,82,0,163,566
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 146","Milton",2,112,3,2,1,135,0,255,606
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 147","Milton",2,108,2,1,4,137,0,254,636
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 148","Milton",1,98,0,1,7,149,1,257,565
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 149","Milton",0,112,2,3,4,77,1,199,589
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 150","Milton",4,82,0,0,0,109,0,195,542
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 151","Milton",2,116,3,0,6,117,0,244,632
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 152","Milton",1,87,0,0,1,113,3,205,520
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 153","Milton",2,120,1,4,6,158,2,293,669
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 154","Milton",0,125,1,7,6,144,0,283,627
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 155","Milton",2,132,4,1,8,135,1,283,647
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 156","Milton",1,129,1,0,10,174,0,315,683
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 157","Milton",0,138,1,3,5,137,0,284,661
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 158","Milton",2,51,0,0,7,57,0,117,360
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 159","Milton",0,28,1,0,4,42,0,75,377
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 160","Milton",5,118,2,0,2,99,0,226,430
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 161","Milton",0,106,1,0,2,122,2,233,526
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 162","Milton",6,119,2,0,11,97,0,235,512
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 163","Milton",3,121,0,0,2,132,0,258,643
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 164","Milton",2,129,1,1,2,123,5,263,513
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 165","Milton",0,80,0,0,1,96,0,177,489
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 166","Milton",4,92,0,0,1,107,0,204,491
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 167","Milton",1,130,2,1,11,153,2,300,682
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 168","Milton",1,118,1,2,12,104,1,239,657
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 169","Milton",0,66,1,2,4,85,0,158,307
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 170","Milton",0,118,2,2,6,154,1,283,698
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 171","Milton",0,104,0,2,2,102,0,210,451
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 172","Milton",1,110,0,4,7,139,2,263,614
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 173","Milton",2,72,0,1,7,89,0,171,391
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 174A","Milton",0,83,1,0,4,105,1,194,475
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 174B","Milton",0,91,2,0,11,112,1,217,560
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 400","Halton Hills",1,57,3,1,0,82,3,147,218
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 401","Halton Hills",2,40,1,1,5,39,3,91,165
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 500","Mobile poll/Bureau itinérant",7,59,4,2,8,68,6,154,153
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 501","Mobile poll/Bureau itinérant",5,31,8,0,5,29,1,79,115
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,39
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,97
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 600","Halton Hills",21,704,4,2,16,760,1,1508,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 601","Halton Hills",23,984,19,2,17,1059,6,2110,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 602","Halton Hills",35,880,19,4,28,863,5,1834,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 603","Halton Hills",10,633,8,1,14,808,4,1478,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 604","Halton Hills",8,625,5,1,13,474,2,1128,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 605","Halton Hills",22,1083,11,2,20,953,2,2093,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 606","Halton Hills",9,753,7,1,13,601,4,1388,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 607","Halton Hills",6,654,7,0,11,373,2,1053,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 608","Halton Hills",6,172,1,0,0,141,0,320,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 609","Milton",8,552,4,0,12,663,3,1242,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 610","Milton",10,921,11,1,31,1117,4,2095,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 611","Milton",13,811,11,2,30,1040,9,1916,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 612","Milton",11,557,7,0,18,834,3,1430,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 613","Milton",15,484,4,1,15,624,5,1148,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 614","Milton",6,760,8,2,17,876,7,1676,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 615","Milton",14,944,13,9,26,1220,9,2235,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 616","Milton",6,695,10,6,24,922,3,1666,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud"," 617","Milton",2,418,3,5,19,494,4,945,
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud",,Group 1/Groupe 1, 7,422,5,4,19,679,68,1204,321
35060,"Milton East--Halton Hills South/Milton-Est--Halton Hills-Sud",,Group 2/Groupe 2, 15,758,10,0,26,1128,31,1968,
