Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Daniel Buta,Kurt Holman,Lindsay Mathyssen,Najam Naqvi,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35054,"London--Fanshawe/London--Fanshawe"," 23","London",1,82,40,47,0,170,442
35054,"London--Fanshawe/London--Fanshawe"," 24","London",4,59,31,35,1,130,388
35054,"London--Fanshawe/London--Fanshawe"," 25","London",4,46,28,29,0,107,419
35054,"London--Fanshawe/London--Fanshawe"," 26","London",2,64,28,36,3,133,368
35054,"London--Fanshawe/London--Fanshawe"," 27","London",1,86,61,53,0,201,503
35054,"London--Fanshawe/London--Fanshawe"," 28","London",1,60,37,29,0,127,406
35054,"London--Fanshawe/London--Fanshawe"," 29","London",4,82,44,52,1,183,542
35054,"London--Fanshawe/London--Fanshawe"," 30","London",6,53,52,40,1,152,506
35054,"London--Fanshawe/London--Fanshawe"," 31","London",2,41,22,39,1,105,376
35054,"London--Fanshawe/London--Fanshawe"," 32","London",4,49,40,13,0,106,336
35054,"London--Fanshawe/London--Fanshawe"," 33","London",3,79,27,27,3,139,355
35054,"London--Fanshawe/London--Fanshawe"," 34","London",2,53,37,27,2,121,342
35054,"London--Fanshawe/London--Fanshawe"," 35","London",3,48,48,29,3,131,373
35054,"London--Fanshawe/London--Fanshawe"," 36","London",3,56,32,24,0,115,335
35054,"London--Fanshawe/London--Fanshawe"," 37","London",2,64,50,49,2,167,423
35054,"London--Fanshawe/London--Fanshawe"," 38","London",2,57,28,29,0,116,378
35054,"London--Fanshawe/London--Fanshawe"," 39","London",2,47,28,39,0,116,394
35054,"London--Fanshawe/London--Fanshawe"," 40","London",4,83,63,50,2,202,463
35054,"London--Fanshawe/London--Fanshawe"," 41","London",2,79,42,48,2,173,355
35054,"London--Fanshawe/London--Fanshawe"," 42","London",2,68,63,47,1,181,443
35054,"London--Fanshawe/London--Fanshawe"," 43","London",3,42,26,17,0,88,341
35054,"London--Fanshawe/London--Fanshawe"," 44","London",2,59,44,26,0,131,434
35054,"London--Fanshawe/London--Fanshawe"," 45","London",1,44,44,27,0,116,368
35054,"London--Fanshawe/London--Fanshawe"," 46","London",4,72,29,41,0,146,440
35054,"London--Fanshawe/London--Fanshawe"," 47","London",3,66,52,45,1,167,437
35054,"London--Fanshawe/London--Fanshawe"," 48","London",2,83,59,50,1,195,535
35054,"London--Fanshawe/London--Fanshawe"," 49","London",1,55,52,46,1,155,377
35054,"London--Fanshawe/London--Fanshawe"," 50","London",7,73,24,51,2,157,462
35054,"London--Fanshawe/London--Fanshawe"," 51","London",3,52,35,45,0,135,382
35054,"London--Fanshawe/London--Fanshawe"," 52","London",0,61,59,38,0,158,441
35054,"London--Fanshawe/London--Fanshawe"," 53","London",3,55,23,42,0,123,344
35054,"London--Fanshawe/London--Fanshawe"," 54","London",3,70,41,27,4,145,492
35054,"London--Fanshawe/London--Fanshawe"," 55","London",2,77,50,35,4,168,386
35054,"London--Fanshawe/London--Fanshawe"," 56A","London",2,37,18,13,1,71,216
35054,"London--Fanshawe/London--Fanshawe"," 56B","London",Combined with No./Résultats combinés à ceux du n°59,,,,,,136
35054,"London--Fanshawe/London--Fanshawe"," 57","London",2,85,46,40,1,174,358
35054,"London--Fanshawe/London--Fanshawe"," 58","London",1,74,22,40,2,139,356
35054,"London--Fanshawe/London--Fanshawe"," 59","London",6,134,68,61,0,269,579
35054,"London--Fanshawe/London--Fanshawe"," 60","London",3,66,40,36,1,146,424
35054,"London--Fanshawe/London--Fanshawe"," 61","London",1,48,67,35,4,155,444
35054,"London--Fanshawe/London--Fanshawe"," 62","London",5,48,32,36,0,121,369
35054,"London--Fanshawe/London--Fanshawe"," 63","London",3,69,52,33,1,158,414
35054,"London--Fanshawe/London--Fanshawe"," 64","London",1,52,45,26,0,124,377
35054,"London--Fanshawe/London--Fanshawe"," 65","London",3,55,32,32,4,126,341
35054,"London--Fanshawe/London--Fanshawe"," 66","London",4,45,46,32,1,128,381
35054,"London--Fanshawe/London--Fanshawe"," 67","London",1,63,24,28,2,118,358
35054,"London--Fanshawe/London--Fanshawe"," 68","London",2,72,37,42,2,155,507
35054,"London--Fanshawe/London--Fanshawe"," 69","London",3,62,44,48,1,158,327
35054,"London--Fanshawe/London--Fanshawe"," 70","London",2,71,51,50,1,175,378
35054,"London--Fanshawe/London--Fanshawe"," 71","London",1,50,50,39,0,140,329
35054,"London--Fanshawe/London--Fanshawe"," 72","London",2,54,39,37,1,133,381
35054,"London--Fanshawe/London--Fanshawe"," 73","London",4,69,48,54,1,176,462
35054,"London--Fanshawe/London--Fanshawe"," 74","London",4,61,47,36,0,148,462
35054,"London--Fanshawe/London--Fanshawe"," 75","London",1,55,32,24,0,112,344
35054,"London--Fanshawe/London--Fanshawe"," 76","London",0,119,32,41,0,192,526
35054,"London--Fanshawe/London--Fanshawe"," 77","London",3,100,47,51,0,201,391
35054,"London--Fanshawe/London--Fanshawe"," 78","London",2,101,50,51,3,207,499
35054,"London--Fanshawe/London--Fanshawe"," 79","London",0,99,60,50,0,209,474
35054,"London--Fanshawe/London--Fanshawe"," 80","London",2,68,58,51,0,179,472
35054,"London--Fanshawe/London--Fanshawe"," 81","London",1,59,44,39,0,143,376
35054,"London--Fanshawe/London--Fanshawe"," 82","London",0,50,29,24,1,104,407
35054,"London--Fanshawe/London--Fanshawe"," 83","London",7,54,38,25,1,125,324
35054,"London--Fanshawe/London--Fanshawe"," 84","London",2,48,33,31,1,115,364
35054,"London--Fanshawe/London--Fanshawe"," 85","London",0,59,55,37,0,151,391
35054,"London--Fanshawe/London--Fanshawe"," 86","London",3,70,38,45,0,156,479
35054,"London--Fanshawe/London--Fanshawe"," 87","London",3,73,53,30,1,160,463
35054,"London--Fanshawe/London--Fanshawe"," 88","London",4,51,43,34,1,133,389
35054,"London--Fanshawe/London--Fanshawe"," 89","London",1,63,27,23,1,115,370
35054,"London--Fanshawe/London--Fanshawe"," 90","London",2,64,66,44,0,176,507
35054,"London--Fanshawe/London--Fanshawe"," 91","London",4,83,36,42,1,166,423
35054,"London--Fanshawe/London--Fanshawe"," 92","London",2,57,39,50,0,148,403
35054,"London--Fanshawe/London--Fanshawe"," 93","London",4,104,68,52,1,229,527
35054,"London--Fanshawe/London--Fanshawe"," 94","London",1,110,29,46,0,186,526
35054,"London--Fanshawe/London--Fanshawe"," 95","London",2,73,63,36,0,174,546
35054,"London--Fanshawe/London--Fanshawe"," 96","London",1,65,41,39,0,146,399
35054,"London--Fanshawe/London--Fanshawe"," 97","London",3,62,48,23,1,137,452
35054,"London--Fanshawe/London--Fanshawe"," 98","London",4,66,50,51,0,171,513
35054,"London--Fanshawe/London--Fanshawe"," 99","London",2,51,27,25,0,105,348
35054,"London--Fanshawe/London--Fanshawe"," 100","London",2,41,22,36,5,106,468
35054,"London--Fanshawe/London--Fanshawe"," 101","London",1,58,44,36,2,141,455
35054,"London--Fanshawe/London--Fanshawe"," 102","London",2,49,52,41,0,144,373
35054,"London--Fanshawe/London--Fanshawe"," 103","London",1,91,57,51,0,200,483
35054,"London--Fanshawe/London--Fanshawe"," 104","London",8,71,52,31,0,162,405
35054,"London--Fanshawe/London--Fanshawe"," 105","London",5,94,53,42,2,196,430
35054,"London--Fanshawe/London--Fanshawe"," 106","London",2,107,44,60,0,213,434
35054,"London--Fanshawe/London--Fanshawe"," 107","London",4,62,66,48,3,183,574
35054,"London--Fanshawe/London--Fanshawe"," 108","London",3,64,34,59,1,161,394
35054,"London--Fanshawe/London--Fanshawe"," 109","London",1,60,48,56,2,167,413
35054,"London--Fanshawe/London--Fanshawe"," 110","London",4,89,48,62,2,205,568
35054,"London--Fanshawe/London--Fanshawe"," 111","London",5,46,25,25,2,103,447
35054,"London--Fanshawe/London--Fanshawe"," 112","London",2,57,23,36,1,119,456
35054,"London--Fanshawe/London--Fanshawe"," 113","London",3,38,24,21,0,86,342
35054,"London--Fanshawe/London--Fanshawe"," 114","London",4,52,40,51,0,147,469
35054,"London--Fanshawe/London--Fanshawe"," 115","London",2,85,45,40,0,172,531
35054,"London--Fanshawe/London--Fanshawe"," 116","London",4,81,41,53,2,181,525
35054,"London--Fanshawe/London--Fanshawe"," 117","London",2,56,45,40,3,146,438
35054,"London--Fanshawe/London--Fanshawe"," 118","London",1,84,26,40,1,152,380
35054,"London--Fanshawe/London--Fanshawe"," 119","London",2,86,39,57,0,184,572
35054,"London--Fanshawe/London--Fanshawe"," 120","London",2,75,26,51,2,156,519
35054,"London--Fanshawe/London--Fanshawe"," 121","London",1,96,57,49,2,205,538
35054,"London--Fanshawe/London--Fanshawe"," 122","London",2,117,60,62,2,243,572
35054,"London--Fanshawe/London--Fanshawe"," 123","London",6,147,66,87,4,310,832
35054,"London--Fanshawe/London--Fanshawe"," 124","London",2,64,26,42,3,137,378
35054,"London--Fanshawe/London--Fanshawe"," 125","London",2,75,62,76,0,215,462
35054,"London--Fanshawe/London--Fanshawe"," 126","London",1,95,71,78,7,252,589
35054,"London--Fanshawe/London--Fanshawe"," 127","London",2,70,35,43,1,151,341
35054,"London--Fanshawe/London--Fanshawe"," 128","London",5,88,56,62,2,213,450
35054,"London--Fanshawe/London--Fanshawe"," 129","London",3,59,32,46,2,142,463
35054,"London--Fanshawe/London--Fanshawe"," 130","London",1,61,33,43,0,138,376
35054,"London--Fanshawe/London--Fanshawe"," 131","London",2,102,58,64,0,226,598
35054,"London--Fanshawe/London--Fanshawe"," 132","London",2,163,54,101,4,324,621
35054,"London--Fanshawe/London--Fanshawe"," 133","London",1,68,36,79,1,185,473
35054,"London--Fanshawe/London--Fanshawe"," 134","London",1,86,53,59,1,200,491
35054,"London--Fanshawe/London--Fanshawe"," 135","London",2,126,49,79,1,257,590
35054,"London--Fanshawe/London--Fanshawe"," 136","London",3,103,64,88,0,258,469
35054,"London--Fanshawe/London--Fanshawe"," 137","London",0,109,48,63,0,220,563
35054,"London--Fanshawe/London--Fanshawe"," 138","London",4,95,69,44,2,214,490
35054,"London--Fanshawe/London--Fanshawe"," 139","London",4,93,61,54,1,213,421
35054,"London--Fanshawe/London--Fanshawe"," 140","London",6,63,56,58,3,186,415
35054,"London--Fanshawe/London--Fanshawe"," 141","London",2,75,60,59,1,197,488
35054,"London--Fanshawe/London--Fanshawe"," 142","London",1,60,46,45,1,153,367
35054,"London--Fanshawe/London--Fanshawe"," 143","London",3,26,26,29,0,84,209
35054,"London--Fanshawe/London--Fanshawe"," 144","London",4,61,35,30,2,132,419
35054,"London--Fanshawe/London--Fanshawe"," 145","London",0,75,68,44,0,187,535
35054,"London--Fanshawe/London--Fanshawe"," 146","London",1,58,68,74,0,201,536
35054,"London--Fanshawe/London--Fanshawe"," 147","London",0,48,49,49,1,147,340
35054,"London--Fanshawe/London--Fanshawe"," 148","London",1,59,42,39,3,144,398
35054,"London--Fanshawe/London--Fanshawe"," 149","London",6,42,26,38,1,113,349
35054,"London--Fanshawe/London--Fanshawe"," 150","London",3,88,54,72,1,218,478
35054,"London--Fanshawe/London--Fanshawe"," 151","London",3,71,55,75,4,208,520
35054,"London--Fanshawe/London--Fanshawe"," 152","London",2,69,51,68,1,191,394
35054,"London--Fanshawe/London--Fanshawe"," 153","London",2,59,36,50,1,148,505
35054,"London--Fanshawe/London--Fanshawe"," 154","London",3,47,31,72,1,154,335
35054,"London--Fanshawe/London--Fanshawe"," 155","London",4,58,27,45,2,136,450
35054,"London--Fanshawe/London--Fanshawe"," 156","London",2,50,44,38,1,135,407
35054,"London--Fanshawe/London--Fanshawe"," 157","London",5,46,33,37,0,121,432
35054,"London--Fanshawe/London--Fanshawe"," 158","London",2,52,36,32,0,122,389
35054,"London--Fanshawe/London--Fanshawe"," 159","London",0,32,38,51,0,121,443
35054,"London--Fanshawe/London--Fanshawe"," 160","London",1,71,39,78,1,190,482
35054,"London--Fanshawe/London--Fanshawe"," 161","London",4,68,34,79,2,187,459
35054,"London--Fanshawe/London--Fanshawe"," 162","London",2,56,57,64,0,179,455
35054,"London--Fanshawe/London--Fanshawe"," 163","London",4,70,28,76,1,179,420
35054,"London--Fanshawe/London--Fanshawe"," 164","London",0,91,45,73,0,209,514
35054,"London--Fanshawe/London--Fanshawe"," 165","London",4,55,38,42,1,140,500
35054,"London--Fanshawe/London--Fanshawe"," 166","London",2,79,59,64,2,206,464
35054,"London--Fanshawe/London--Fanshawe"," 167","London",2,87,48,78,2,217,453
35054,"London--Fanshawe/London--Fanshawe"," 168","London",1,113,53,70,1,238,486
35054,"London--Fanshawe/London--Fanshawe"," 169","London",5,90,48,44,1,188,516
35054,"London--Fanshawe/London--Fanshawe"," 170","London",3,129,61,71,3,267,551
35054,"London--Fanshawe/London--Fanshawe"," 171","London",6,103,67,74,2,252,537
35054,"London--Fanshawe/London--Fanshawe"," 172","London",1,52,55,59,3,170,392
35054,"London--Fanshawe/London--Fanshawe"," 173","London",2,112,69,81,2,266,580
35054,"London--Fanshawe/London--Fanshawe"," 174","London",4,52,30,36,2,124,411
35054,"London--Fanshawe/London--Fanshawe"," 175","London",1,66,36,47,4,154,404
35054,"London--Fanshawe/London--Fanshawe"," 176","London",1,75,66,48,0,190,452
35054,"London--Fanshawe/London--Fanshawe"," 177","London",2,50,40,36,0,128,382
35054,"London--Fanshawe/London--Fanshawe"," 178","London",2,63,49,59,2,175,437
35054,"London--Fanshawe/London--Fanshawe"," 179","London",1,78,40,72,2,193,454
35054,"London--Fanshawe/London--Fanshawe"," 180","London",0,73,42,62,0,177,491
35054,"London--Fanshawe/London--Fanshawe"," 181","London",2,48,59,37,1,147,480
35054,"London--Fanshawe/London--Fanshawe"," 182","London",1,56,27,28,2,114,323
35054,"London--Fanshawe/London--Fanshawe"," 183","London",2,82,40,55,3,182,480
35054,"London--Fanshawe/London--Fanshawe"," 184","London",1,59,35,33,6,134,503
35054,"London--Fanshawe/London--Fanshawe"," 185","London",1,75,32,39,1,148,344
35054,"London--Fanshawe/London--Fanshawe"," 186","London",6,88,73,83,1,251,569
35054,"London--Fanshawe/London--Fanshawe"," 187","London",1,67,59,53,2,182,499
35054,"London--Fanshawe/London--Fanshawe"," 188","London",0,57,40,40,2,139,403
35054,"London--Fanshawe/London--Fanshawe"," 189","London",2,45,36,42,2,127,454
35054,"London--Fanshawe/London--Fanshawe"," 190","London",0,86,81,62,5,234,618
35054,"London--Fanshawe/London--Fanshawe"," 191","London",5,70,58,69,0,202,548
35054,"London--Fanshawe/London--Fanshawe"," 192","London",2,56,68,64,5,195,545
35054,"London--Fanshawe/London--Fanshawe"," 193","London",4,53,47,64,0,168,534
35054,"London--Fanshawe/London--Fanshawe"," 194","London",1,40,23,49,2,115,364
35054,"London--Fanshawe/London--Fanshawe"," 195","London",2,42,41,57,0,142,356
35054,"London--Fanshawe/London--Fanshawe"," 196","London",2,92,60,61,2,217,560
35054,"London--Fanshawe/London--Fanshawe"," 197","London",0,84,51,43,1,179,511
35054,"London--Fanshawe/London--Fanshawe"," 198","London",2,80,70,70,9,231,565
35054,"London--Fanshawe/London--Fanshawe"," 199","London",10,71,52,45,2,180,443
35054,"London--Fanshawe/London--Fanshawe"," 200","London",0,93,64,71,3,231,551
35054,"London--Fanshawe/London--Fanshawe"," 201","London",3,95,69,53,4,224,450
35054,"London--Fanshawe/London--Fanshawe"," 202","London",3,82,45,53,6,189,433
35054,"London--Fanshawe/London--Fanshawe"," 203","London",2,84,51,52,2,191,453
35054,"London--Fanshawe/London--Fanshawe"," 204","London",1,69,52,63,0,185,518
35054,"London--Fanshawe/London--Fanshawe"," 400","London",Combined with No./Résultats combinés à ceux du n°30,,,,,,14
35054,"London--Fanshawe/London--Fanshawe"," 401","London",2,39,51,50,0,142,235
35054,"London--Fanshawe/London--Fanshawe"," 500","Mobile poll/Bureau itinérant",6,27,17,31,0,81,193
35054,"London--Fanshawe/London--Fanshawe"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,129
35054,"London--Fanshawe/London--Fanshawe"," 502","Mobile poll/Bureau itinérant",4,22,38,49,9,122,236
35054,"London--Fanshawe/London--Fanshawe"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,10
35054,"London--Fanshawe/London--Fanshawe"," 504","Mobile poll/Bureau itinérant",1,43,27,41,3,115,591
35054,"London--Fanshawe/London--Fanshawe"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,108
35054,"London--Fanshawe/London--Fanshawe"," 506","Mobile poll/Bureau itinérant",2,17,28,28,0,75,156
35054,"London--Fanshawe/London--Fanshawe"," 600","London",11,445,283,479,8,1226,
35054,"London--Fanshawe/London--Fanshawe"," 601","London",11,483,285,338,3,1120,
35054,"London--Fanshawe/London--Fanshawe"," 602","London",17,443,352,355,6,1173,
35054,"London--Fanshawe/London--Fanshawe"," 603","London",10,429,314,303,21,1077,
35054,"London--Fanshawe/London--Fanshawe"," 604","London",18,532,388,352,6,1296,
35054,"London--Fanshawe/London--Fanshawe"," 605","London",8,543,375,375,6,1307,
35054,"London--Fanshawe/London--Fanshawe"," 606","London",14,555,331,366,8,1274,
35054,"London--Fanshawe/London--Fanshawe"," 607","London",10,426,365,384,18,1203,
35054,"London--Fanshawe/London--Fanshawe"," 608","London",11,395,362,370,6,1144,
35054,"London--Fanshawe/London--Fanshawe"," 609","London",13,420,301,408,10,1152,
35054,"London--Fanshawe/London--Fanshawe"," 610","London",14,668,388,548,5,1623,
35054,"London--Fanshawe/London--Fanshawe"," 611","London",18,552,251,328,9,1158,
35054,"London--Fanshawe/London--Fanshawe"," 612","London",15,397,318,422,11,1163,
35054,"London--Fanshawe/London--Fanshawe"," 613","London",12,395,294,532,8,1241,
35054,"London--Fanshawe/London--Fanshawe"," 614","London",10,411,354,455,14,1244,
35054,"London--Fanshawe/London--Fanshawe"," 615","London",14,491,387,369,11,1272,
35054,"London--Fanshawe/London--Fanshawe"," 616","London",18,400,369,457,6,1250,
35054,"London--Fanshawe/London--Fanshawe"," 617","London",15,358,383,311,18,1085,
35054,"London--Fanshawe/London--Fanshawe",,Group 1/Groupe 1, 9,206,175,247,44,681,267
35054,"London--Fanshawe/London--Fanshawe",,Group 2/Groupe 2, 11,505,510,497,85,1608,
