Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Brian Cameron,Thomas Gamble,Gord Johns,Teresa Knight,Chris Markevich,Kris McNichol,Jesse Musial,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59009,"Courtenay--Alberni/Courtenay--Alberni"," 37","Comox Valley A",48,1,122,0,4,111,0,1,287,511
59009,"Courtenay--Alberni/Courtenay--Alberni"," 38","Comox Valley A",19,2,92,1,1,56,0,0,171,412
59009,"Courtenay--Alberni/Courtenay--Alberni"," 39","Royston",57,3,104,0,4,97,0,0,265,553
59009,"Courtenay--Alberni/Courtenay--Alberni"," 40","Royston",36,1,88,0,1,63,0,0,189,440
59009,"Courtenay--Alberni/Courtenay--Alberni"," 41","Union Bay",26,0,98,3,4,87,0,1,219,510
59009,"Courtenay--Alberni/Courtenay--Alberni"," 42","Denman Island",31,3,198,0,7,51,0,0,290,394
59009,"Courtenay--Alberni/Courtenay--Alberni"," 43","Denman Island",11,7,193,0,7,29,0,1,248,353
59009,"Courtenay--Alberni/Courtenay--Alberni"," 44","Denman Island",27,6,247,1,14,35,0,0,330,498
59009,"Courtenay--Alberni/Courtenay--Alberni"," 45","Tofino",11,3,33,0,8,13,0,0,68,228
59009,"Courtenay--Alberni/Courtenay--Alberni"," 46","Tofino",14,1,82,1,7,32,0,0,137,416
59009,"Courtenay--Alberni/Courtenay--Alberni"," 47","Tofino",25,1,117,2,7,38,0,1,191,659
59009,"Courtenay--Alberni/Courtenay--Alberni"," 48","Tofino",26,0,91,1,6,40,0,1,165,476
59009,"Courtenay--Alberni/Courtenay--Alberni"," 48-1A","Optisat 1",Combined with No./Résultats combinés à ceux du n°48,,,,,,,,,74
59009,"Courtenay--Alberni/Courtenay--Alberni"," 48-1B","Optisat 1",Combined with No./Résultats combinés à ceux du n°48,,,,,,,,,8
59009,"Courtenay--Alberni/Courtenay--Alberni"," 49","Tofino",16,1,72,0,7,63,0,0,159,512
59009,"Courtenay--Alberni/Courtenay--Alberni"," 50","Union Bay",44,2,102,2,3,84,0,0,237,494
59009,"Courtenay--Alberni/Courtenay--Alberni"," 51","Fanny Bay",69,0,154,0,2,64,0,0,289,480
59009,"Courtenay--Alberni/Courtenay--Alberni"," 52","Fanny Bay",71,3,129,4,4,102,0,1,314,533
59009,"Courtenay--Alberni/Courtenay--Alberni"," 53","Hornby Island",14,0,202,2,1,22,0,1,242,317
59009,"Courtenay--Alberni/Courtenay--Alberni"," 54","Hornby Island",14,1,176,0,4,26,0,0,221,319
59009,"Courtenay--Alberni/Courtenay--Alberni"," 55","Hornby Island",19,2,182,0,4,27,1,0,235,306
59009,"Courtenay--Alberni/Courtenay--Alberni"," 56","Sproat Lake",37,1,88,0,2,102,1,1,232,484
59009,"Courtenay--Alberni/Courtenay--Alberni"," 56-1","Klehkoot 2--Ahahswinis 1",10,0,53,0,1,33,0,1,98,151
59009,"Courtenay--Alberni/Courtenay--Alberni"," 57","Sproat Lake",31,3,48,0,2,54,0,0,138,291
59009,"Courtenay--Alberni/Courtenay--Alberni"," 58","Sproat Lake",19,1,54,0,3,60,0,0,137,335
59009,"Courtenay--Alberni/Courtenay--Alberni"," 59","Sproat Lake",Combined with No./Résultats combinés à ceux du n°56-1,,,,,,,,,126
59009,"Courtenay--Alberni/Courtenay--Alberni"," 59-1","Tsahaheh 1",8,0,150,0,1,8,0,1,168,449
59009,"Courtenay--Alberni/Courtenay--Alberni"," 60","Sproat Lake",17,1,45,1,3,93,0,2,162,385
59009,"Courtenay--Alberni/Courtenay--Alberni"," 61","Beaver Creek",11,1,45,0,3,110,0,0,170,414
59009,"Courtenay--Alberni/Courtenay--Alberni"," 62","Beaver Creek",14,1,36,0,3,89,0,1,144,314
59009,"Courtenay--Alberni/Courtenay--Alberni"," 63","Port Alberni",27,5,91,0,4,130,0,2,259,494
59009,"Courtenay--Alberni/Courtenay--Alberni"," 64","Alberni-Clayoquot E",20,2,70,0,2,102,1,2,199,384
59009,"Courtenay--Alberni/Courtenay--Alberni"," 65","Alberni-Clayoquot E",41,0,67,0,4,58,0,1,171,414
59009,"Courtenay--Alberni/Courtenay--Alberni"," 66","Alberni-Clayoquot E",35,0,45,0,7,86,0,0,173,530
59009,"Courtenay--Alberni/Courtenay--Alberni"," 67","Hitacu--Salmon Beach",Combined with No./Résultats combinés à ceux du n°67-2,,,,,,,,,339
59009,"Courtenay--Alberni/Courtenay--Alberni"," 67-1","Macoah 1",Combined with No./Résultats combinés à ceux du n°67-2,,,,,,,,,13
59009,"Courtenay--Alberni/Courtenay--Alberni"," 67-2","Ittatsoo 1",25,2,125,0,7,54,0,0,213,136
59009,"Courtenay--Alberni/Courtenay--Alberni"," 68","Ucluelet",23,1,111,0,11,61,0,0,207,435
59009,"Courtenay--Alberni/Courtenay--Alberni"," 69","Ucluelet",46,0,159,1,12,77,0,0,295,499
59009,"Courtenay--Alberni/Courtenay--Alberni"," 70","Ucluelet",37,0,146,1,8,84,0,0,276,455
59009,"Courtenay--Alberni/Courtenay--Alberni"," 71","Ucluelet",42,0,153,0,6,70,0,1,272,434
59009,"Courtenay--Alberni/Courtenay--Alberni"," 72","Deep Bay",40,1,61,1,2,36,0,0,141,450
59009,"Courtenay--Alberni/Courtenay--Alberni"," 73","Deep Bay",26,1,50,1,2,55,0,0,135,448
59009,"Courtenay--Alberni/Courtenay--Alberni"," 74","Bowser",35,2,59,0,6,63,0,0,165,514
59009,"Courtenay--Alberni/Courtenay--Alberni"," 75","Bowser",25,0,49,0,1,49,0,0,124,424
59009,"Courtenay--Alberni/Courtenay--Alberni"," 76","Qualicum Bay",37,0,36,1,0,49,0,1,124,482
59009,"Courtenay--Alberni/Courtenay--Alberni"," 77","Dashwood",16,3,48,0,3,69,0,1,140,468
59009,"Courtenay--Alberni/Courtenay--Alberni"," 77-1","Qualicum",Combined with No./Résultats combinés à ceux du n°77,,,,,,,,,50
59009,"Courtenay--Alberni/Courtenay--Alberni"," 78","Dunsmuir",40,6,69,0,1,72,0,0,188,574
59009,"Courtenay--Alberni/Courtenay--Alberni"," 79","Dunsmuir",42,0,48,1,1,84,0,1,177,487
59009,"Courtenay--Alberni/Courtenay--Alberni"," 80","Qualicum Beach",41,1,47,3,4,97,0,1,194,554
59009,"Courtenay--Alberni/Courtenay--Alberni"," 81","Qualicum Beach",25,1,38,0,2,83,0,21,170,529
59009,"Courtenay--Alberni/Courtenay--Alberni"," 82","False Bay",17,6,162,1,3,32,2,1,224,366
59009,"Courtenay--Alberni/Courtenay--Alberni"," 83","Dashwood",35,1,52,0,2,68,0,1,159,501
59009,"Courtenay--Alberni/Courtenay--Alberni"," 84","Qualicum Beach",38,0,42,0,5,67,1,1,154,475
59009,"Courtenay--Alberni/Courtenay--Alberni"," 85","Dashwood--Qualicum Beach",29,1,53,0,5,84,0,1,173,491
59009,"Courtenay--Alberni/Courtenay--Alberni"," 86","Qualicum Beach",30,0,52,2,1,35,0,0,120,517
59009,"Courtenay--Alberni/Courtenay--Alberni"," 87","Qualicum Beach",36,0,27,0,3,28,0,0,94,380
59009,"Courtenay--Alberni/Courtenay--Alberni"," 88","Qualicum Beach",40,0,42,1,0,35,0,1,119,510
59009,"Courtenay--Alberni/Courtenay--Alberni"," 89","Qualicum Beach",26,2,41,0,3,30,0,0,102,388
59009,"Courtenay--Alberni/Courtenay--Alberni"," 90","Qualicum Beach",13,0,40,0,1,32,0,0,86,368
59009,"Courtenay--Alberni/Courtenay--Alberni"," 91","Qualicum Beach",18,0,42,0,0,30,0,1,91,296
59009,"Courtenay--Alberni/Courtenay--Alberni"," 92","Nanaimo G",22,1,70,0,5,50,0,1,149,479
59009,"Courtenay--Alberni/Courtenay--Alberni"," 93","Qualicum Beach",29,1,49,0,3,19,0,1,102,463
59009,"Courtenay--Alberni/Courtenay--Alberni"," 94","Qualicum Beach",26,1,53,1,2,35,0,1,119,364
59009,"Courtenay--Alberni/Courtenay--Alberni"," 95","Whisky Creek",19,0,44,0,10,68,0,1,142,379
59009,"Courtenay--Alberni/Courtenay--Alberni"," 96","Qualicum Beach",36,0,33,0,3,47,0,0,119,492
59009,"Courtenay--Alberni/Courtenay--Alberni"," 97","Qualicum Beach",23,0,60,0,3,39,0,0,125,459
59009,"Courtenay--Alberni/Courtenay--Alberni"," 98","Qualicum Beach",27,0,46,2,1,51,0,0,127,409
59009,"Courtenay--Alberni/Courtenay--Alberni"," 99","Qualicum Beach",28,4,64,0,2,47,0,1,146,537
59009,"Courtenay--Alberni/Courtenay--Alberni"," 100","Port Alberni",19,1,67,0,6,57,0,0,150,505
59009,"Courtenay--Alberni/Courtenay--Alberni"," 101","Alberni-Clayoquot E",28,0,56,1,3,61,0,0,149,458
59009,"Courtenay--Alberni/Courtenay--Alberni"," 102","Port Alberni",23,1,51,0,1,55,0,0,131,385
59009,"Courtenay--Alberni/Courtenay--Alberni"," 103","Port Alberni",14,1,45,0,0,46,0,0,106,412
59009,"Courtenay--Alberni/Courtenay--Alberni"," 104","Port Alberni",16,3,48,1,1,66,1,0,136,484
59009,"Courtenay--Alberni/Courtenay--Alberni"," 105","Port Alberni",13,2,78,1,2,50,0,1,147,490
59009,"Courtenay--Alberni/Courtenay--Alberni"," 106","Port Alberni",11,0,63,0,2,64,0,0,140,451
59009,"Courtenay--Alberni/Courtenay--Alberni"," 107","Port Alberni",16,0,70,0,5,56,0,1,148,567
59009,"Courtenay--Alberni/Courtenay--Alberni"," 108","Port Alberni",23,1,58,0,4,43,0,0,129,468
59009,"Courtenay--Alberni/Courtenay--Alberni"," 109","Port Alberni",15,2,62,1,3,51,0,0,134,481
59009,"Courtenay--Alberni/Courtenay--Alberni"," 110","Port Alberni",22,1,55,0,2,61,1,3,145,543
59009,"Courtenay--Alberni/Courtenay--Alberni"," 111","Port Alberni",22,3,65,0,3,33,0,0,126,457
59009,"Courtenay--Alberni/Courtenay--Alberni"," 112","Port Alberni",13,1,57,1,9,43,0,0,124,516
59009,"Courtenay--Alberni/Courtenay--Alberni"," 113","Port Alberni",20,2,62,0,1,56,0,0,141,498
59009,"Courtenay--Alberni/Courtenay--Alberni"," 114","Port Alberni",17,1,62,0,3,60,0,0,143,476
59009,"Courtenay--Alberni/Courtenay--Alberni"," 115","Port Alberni",15,0,72,1,4,40,0,0,132,487
59009,"Courtenay--Alberni/Courtenay--Alberni"," 116","Port Alberni",20,0,55,0,0,51,0,0,126,505
59009,"Courtenay--Alberni/Courtenay--Alberni"," 117","Port Alberni",11,2,43,0,1,43,0,0,100,397
59009,"Courtenay--Alberni/Courtenay--Alberni"," 118","Port Alberni",16,0,48,0,2,38,0,1,105,415
59009,"Courtenay--Alberni/Courtenay--Alberni"," 119","Port Alberni",19,0,45,0,0,47,0,0,111,474
59009,"Courtenay--Alberni/Courtenay--Alberni"," 120","Port Alberni",16,6,41,0,2,42,0,0,107,394
59009,"Courtenay--Alberni/Courtenay--Alberni"," 121","Port Alberni",29,0,100,1,3,81,0,0,214,716
59009,"Courtenay--Alberni/Courtenay--Alberni"," 122","Port Alberni",26,0,47,1,0,47,0,0,121,464
59009,"Courtenay--Alberni/Courtenay--Alberni"," 123","Port Alberni",12,0,52,0,0,41,0,0,105,511
59009,"Courtenay--Alberni/Courtenay--Alberni"," 124","Port Alberni",25,1,48,1,2,66,0,0,143,565
59009,"Courtenay--Alberni/Courtenay--Alberni"," 125","Port Alberni",14,1,65,1,4,65,0,0,150,519
59009,"Courtenay--Alberni/Courtenay--Alberni"," 126","Port Alberni",16,0,74,0,1,50,0,0,141,440
59009,"Courtenay--Alberni/Courtenay--Alberni"," 127","Port Alberni",15,1,44,0,3,50,0,2,115,412
59009,"Courtenay--Alberni/Courtenay--Alberni"," 128","Port Alberni",23,1,85,0,1,50,0,0,160,456
59009,"Courtenay--Alberni/Courtenay--Alberni"," 129","Nanaimo G",26,1,19,0,1,28,0,0,75,332
59009,"Courtenay--Alberni/Courtenay--Alberni"," 130","Qualicum Beach",32,0,46,1,2,56,0,0,137,465
59009,"Courtenay--Alberni/Courtenay--Alberni"," 131","Qualicum Beach",32,0,46,0,2,25,0,0,105,384
59009,"Courtenay--Alberni/Courtenay--Alberni"," 132","Qualicum Beach",32,0,39,0,2,54,1,0,128,446
59009,"Courtenay--Alberni/Courtenay--Alberni"," 133","Qualicum Beach",43,3,65,0,4,88,0,0,203,424
59009,"Courtenay--Alberni/Courtenay--Alberni"," 134","Nanaimo G",27,0,27,1,0,47,0,0,102,355
59009,"Courtenay--Alberni/Courtenay--Alberni"," 135","Qualicum Beach",22,0,29,0,0,25,0,0,76,298
59009,"Courtenay--Alberni/Courtenay--Alberni"," 136","Qualicum Beach",37,1,28,1,1,45,0,0,113,399
59009,"Courtenay--Alberni/Courtenay--Alberni"," 137","Nanaimo G",23,0,39,0,1,34,0,0,97,341
59009,"Courtenay--Alberni/Courtenay--Alberni"," 138","Qualicum Beach",31,0,41,0,1,48,0,0,121,400
59009,"Courtenay--Alberni/Courtenay--Alberni"," 139","Nanaimo G",21,0,32,0,1,52,0,0,106,310
59009,"Courtenay--Alberni/Courtenay--Alberni"," 140","Nanaimo G",32,2,55,0,2,67,0,0,158,441
59009,"Courtenay--Alberni/Courtenay--Alberni"," 141","Nanaimo G",33,0,36,0,0,17,0,0,86,316
59009,"Courtenay--Alberni/Courtenay--Alberni"," 142","Nanaimo G",29,0,29,0,1,48,0,0,107,302
59009,"Courtenay--Alberni/Courtenay--Alberni"," 143","French Creek",66,2,58,0,8,76,0,0,210,508
59009,"Courtenay--Alberni/Courtenay--Alberni"," 144","Nanaimo G",59,3,39,0,2,84,0,0,187,512
59009,"Courtenay--Alberni/Courtenay--Alberni"," 145","Nanaimo G",53,2,57,0,4,81,0,0,197,610
59009,"Courtenay--Alberni/Courtenay--Alberni"," 146","Nanaimo G",57,1,39,1,2,52,0,0,152,481
59009,"Courtenay--Alberni/Courtenay--Alberni"," 147","Parksville",52,0,64,1,3,48,0,0,168,520
59009,"Courtenay--Alberni/Courtenay--Alberni"," 148","Parksville",54,1,52,1,6,58,0,0,172,439
59009,"Courtenay--Alberni/Courtenay--Alberni"," 149","Parksville",44,2,67,0,1,62,0,0,176,572
59009,"Courtenay--Alberni/Courtenay--Alberni"," 150","Parksville",56,0,73,0,2,58,1,0,190,534
59009,"Courtenay--Alberni/Courtenay--Alberni"," 151","Parksville",29,1,71,2,3,76,0,0,182,580
59009,"Courtenay--Alberni/Courtenay--Alberni"," 152","Parksville",41,2,56,0,1,73,0,0,173,491
59009,"Courtenay--Alberni/Courtenay--Alberni"," 153","Parksville",38,1,59,1,5,49,0,0,153,435
59009,"Courtenay--Alberni/Courtenay--Alberni"," 154","Parksville",27,0,35,0,1,49,0,0,112,395
59009,"Courtenay--Alberni/Courtenay--Alberni"," 155","Whisky Creek",26,2,70,0,4,87,0,0,189,426
59009,"Courtenay--Alberni/Courtenay--Alberni"," 156","Coombs",43,5,46,1,8,109,0,0,212,437
59009,"Courtenay--Alberni/Courtenay--Alberni"," 157","Nanaimo F",49,0,86,1,5,101,0,0,242,486
59009,"Courtenay--Alberni/Courtenay--Alberni"," 158","Hilliers",15,1,66,0,4,119,1,0,206,428
59009,"Courtenay--Alberni/Courtenay--Alberni"," 159","Coombs",35,2,87,2,8,89,1,0,224,368
59009,"Courtenay--Alberni/Courtenay--Alberni"," 160","Nanaimo F",52,0,69,1,2,84,0,2,210,486
59009,"Courtenay--Alberni/Courtenay--Alberni"," 161","Errington",22,1,38,1,3,52,0,2,119,342
59009,"Courtenay--Alberni/Courtenay--Alberni"," 162","Errington",17,0,46,0,6,47,0,0,116,296
59009,"Courtenay--Alberni/Courtenay--Alberni"," 163","Coombs",27,0,75,0,7,107,0,1,217,502
59009,"Courtenay--Alberni/Courtenay--Alberni"," 164","Nanaimo F",30,3,67,0,11,77,3,0,191,509
59009,"Courtenay--Alberni/Courtenay--Alberni"," 165","Parksville",35,1,58,1,9,95,0,1,200,483
59009,"Courtenay--Alberni/Courtenay--Alberni"," 166","Nanaimo F",38,2,63,0,6,87,0,1,197,471
59009,"Courtenay--Alberni/Courtenay--Alberni"," 167","Parksville",46,0,28,0,0,34,0,0,108,417
59009,"Courtenay--Alberni/Courtenay--Alberni"," 168","Parksville",44,1,42,0,2,43,0,0,132,509
59009,"Courtenay--Alberni/Courtenay--Alberni"," 169","Parksville",50,1,76,0,10,62,0,0,199,602
59009,"Courtenay--Alberni/Courtenay--Alberni"," 170","Parksville",23,0,42,0,1,41,0,0,107,449
59009,"Courtenay--Alberni/Courtenay--Alberni"," 171","Parksville",34,1,55,1,3,62,0,0,156,590
59009,"Courtenay--Alberni/Courtenay--Alberni"," 172","Parksville",40,0,58,1,6,51,0,1,157,615
59009,"Courtenay--Alberni/Courtenay--Alberni"," 173","Nanaimo F",26,1,55,0,2,75,0,0,159,531
59009,"Courtenay--Alberni/Courtenay--Alberni"," 174","Parksville",27,1,46,1,2,59,1,0,137,494
59009,"Courtenay--Alberni/Courtenay--Alberni"," 175","Parksville",50,0,45,0,2,42,0,0,139,554
59009,"Courtenay--Alberni/Courtenay--Alberni"," 176","Parksville",27,0,39,0,4,46,0,0,116,436
59009,"Courtenay--Alberni/Courtenay--Alberni"," 177","Parksville",39,2,53,2,2,53,0,0,151,613
59009,"Courtenay--Alberni/Courtenay--Alberni"," 178","Parksville",33,3,67,0,3,76,0,0,182,705
59009,"Courtenay--Alberni/Courtenay--Alberni"," 179","Parksville",26,4,79,0,4,55,0,1,169,524
59009,"Courtenay--Alberni/Courtenay--Alberni"," 180","Nanaimo G",31,1,54,0,2,39,0,0,127,423
59009,"Courtenay--Alberni/Courtenay--Alberni"," 181","Parksville",26,0,40,1,0,49,0,1,117,472
59009,"Courtenay--Alberni/Courtenay--Alberni"," 182","Parksville",19,1,22,1,1,28,1,0,73,430
59009,"Courtenay--Alberni/Courtenay--Alberni"," 183","Parksville",31,0,46,1,1,29,0,0,108,479
59009,"Courtenay--Alberni/Courtenay--Alberni"," 184","Parksville",20,1,34,1,3,51,0,0,110,345
59009,"Courtenay--Alberni/Courtenay--Alberni"," 185","Parksville",15,1,15,1,3,47,0,0,82,341
59009,"Courtenay--Alberni/Courtenay--Alberni"," 186","Parksville",36,0,23,0,2,32,0,0,93,535
59009,"Courtenay--Alberni/Courtenay--Alberni"," 187","Nanaimo E",29,2,34,0,1,48,0,1,115,351
59009,"Courtenay--Alberni/Courtenay--Alberni"," 188","Parksville",29,1,19,0,0,20,0,0,69,437
59009,"Courtenay--Alberni/Courtenay--Alberni"," 189","Nanoose Bay",22,0,19,0,1,49,0,0,91,277
59009,"Courtenay--Alberni/Courtenay--Alberni"," 190","Nanoose Bay",23,0,33,0,2,56,0,2,116,353
59009,"Courtenay--Alberni/Courtenay--Alberni"," 191","Nanoose Bay",71,2,51,1,2,70,0,0,197,505
59009,"Courtenay--Alberni/Courtenay--Alberni"," 192","Nanoose Bay",69,8,93,2,2,64,0,0,238,481
59009,"Courtenay--Alberni/Courtenay--Alberni"," 193","Nanoose Bay",43,1,37,0,3,57,0,0,141,329
59009,"Courtenay--Alberni/Courtenay--Alberni"," 194","Nanaimo E",61,3,84,0,7,86,0,0,241,490
59009,"Courtenay--Alberni/Courtenay--Alberni"," 195","Nanaimo F",26,4,14,1,0,60,0,0,105,358
59009,"Courtenay--Alberni/Courtenay--Alberni"," 196","Nanaimo E",48,1,61,1,7,50,0,1,169,352
59009,"Courtenay--Alberni/Courtenay--Alberni"," 197","Nanoose Bay",60,3,78,1,4,95,0,1,242,441
59009,"Courtenay--Alberni/Courtenay--Alberni"," 198","Nanaimo E",61,1,32,0,1,41,0,0,136,294
59009,"Courtenay--Alberni/Courtenay--Alberni"," 199","Dolphin Beach",51,2,65,0,1,66,0,0,185,443
59009,"Courtenay--Alberni/Courtenay--Alberni"," 200","Nanaimo E",57,0,33,1,1,59,0,0,151,371
59009,"Courtenay--Alberni/Courtenay--Alberni"," 201","Nanaimo E",43,0,18,0,1,43,0,0,105,249
59009,"Courtenay--Alberni/Courtenay--Alberni"," 202","Nanoose Bay",55,2,53,1,3,87,0,1,202,506
59009,"Courtenay--Alberni/Courtenay--Alberni"," 203","Nanoose Bay",39,2,61,1,4,91,0,0,198,367
59009,"Courtenay--Alberni/Courtenay--Alberni"," 204","Nanoose Bay",38,1,35,0,5,95,0,1,175,405
59009,"Courtenay--Alberni/Courtenay--Alberni"," 205","Lantzville",26,0,14,0,4,46,0,0,90,199
59009,"Courtenay--Alberni/Courtenay--Alberni"," 205-1","Nanoose",5,0,48,0,5,4,0,1,63,175
59009,"Courtenay--Alberni/Courtenay--Alberni"," 206","Lantzville",26,0,43,0,4,56,0,0,129,478
59009,"Courtenay--Alberni/Courtenay--Alberni"," 207","Lantzville",31,0,37,1,2,53,0,0,124,424
59009,"Courtenay--Alberni/Courtenay--Alberni"," 208","Lantzville",37,0,42,0,10,29,0,0,118,371
59009,"Courtenay--Alberni/Courtenay--Alberni"," 209","Lantzville",28,1,28,0,6,42,0,0,105,401
59009,"Courtenay--Alberni/Courtenay--Alberni"," 210","Lantzville",30,0,55,2,1,51,0,0,139,369
59009,"Courtenay--Alberni/Courtenay--Alberni"," 211","Port Alberni",23,1,79,0,0,118,0,0,221,483
59009,"Courtenay--Alberni/Courtenay--Alberni"," 212","Cherry Creek",28,2,81,0,4,138,2,2,257,458
59009,"Courtenay--Alberni/Courtenay--Alberni"," 213","Port Alberni",23,4,56,0,3,66,2,0,154,426
59009,"Courtenay--Alberni/Courtenay--Alberni"," 214","Cherry Creek",23,0,89,1,3,110,1,1,228,439
59009,"Courtenay--Alberni/Courtenay--Alberni"," 215","Port Alberni",12,1,61,0,3,71,0,0,148,459
59009,"Courtenay--Alberni/Courtenay--Alberni"," 216","Port Alberni",27,1,65,0,0,68,0,1,162,479
59009,"Courtenay--Alberni/Courtenay--Alberni"," 217","Alberni-Clayoquot F",21,1,53,1,1,79,0,0,156,500
59009,"Courtenay--Alberni/Courtenay--Alberni"," 218","Cherry Creek",39,0,40,2,4,71,0,0,156,521
59009,"Courtenay--Alberni/Courtenay--Alberni"," 219","Lantzville",29,0,25,1,2,44,0,0,101,390
59009,"Courtenay--Alberni/Courtenay--Alberni"," 220","Nanaimo",23,1,22,0,2,49,0,0,97,465
59009,"Courtenay--Alberni/Courtenay--Alberni"," 221","Lantzville",33,1,10,2,5,66,0,1,118,444
59009,"Courtenay--Alberni/Courtenay--Alberni"," 222","Nanaimo",45,0,18,0,0,42,0,1,106,426
59009,"Courtenay--Alberni/Courtenay--Alberni"," 223","Nanaimo",36,0,33,0,5,54,0,2,130,383
59009,"Courtenay--Alberni/Courtenay--Alberni"," 224","Nanaimo",39,0,35,0,3,52,0,0,129,434
59009,"Courtenay--Alberni/Courtenay--Alberni"," 225","Nanaimo",23,0,28,0,4,40,0,0,95,348
59009,"Courtenay--Alberni/Courtenay--Alberni"," 226","Nanaimo",32,0,27,0,3,44,0,1,107,349
59009,"Courtenay--Alberni/Courtenay--Alberni"," 227","Nanaimo",26,0,32,0,5,61,0,0,124,412
59009,"Courtenay--Alberni/Courtenay--Alberni"," 228","Nanaimo",41,1,38,0,10,45,0,0,135,504
