Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Félix-Antoine Brault,Arnold Downey,Neil Drabkin,Anna Gainey,Stephen Hensley,Rachel Hoffman,Malcolm Lewis-Richmond,Alex Trainman Montagano,Marc Perez,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 176","Montréal-Ouest",1,1,52,112,0,0,5,0,1,0,172,339
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 177","Montréal-Ouest",0,1,65,93,0,0,5,0,1,1,166,332
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 178","Montréal",4,2,37,78,0,0,10,1,2,1,135,388
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 179","Montréal",5,2,42,102,0,1,14,2,1,5,174,538
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 180","Montréal",5,1,20,74,1,0,12,2,4,1,120,364
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 181","Montréal-Ouest",4,9,32,123,0,0,15,1,2,3,189,401
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 182","Montréal-Ouest",8,8,40,147,0,0,17,3,1,0,224,379
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 183","Montréal",6,9,13,96,0,0,9,2,0,0,135,394
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 184","Montréal-Ouest",11,3,29,123,0,0,7,0,1,0,174,416
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 185","Montréal-Ouest",6,9,28,127,0,0,7,7,0,0,184,375
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 186","Montréal-Ouest",4,6,33,167,0,0,12,0,0,0,222,454
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 187","Montréal-Ouest",4,4,42,142,1,2,7,3,0,0,205,466
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 400","Westmount",10,1,56,82,0,0,10,0,3,4,166,487
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 401","Westmount",6,0,75,139,0,0,3,0,0,2,225,398
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 402","Montréal",0,1,39,50,0,1,8,0,0,0,99,353
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 403","Montréal",3,0,26,48,0,1,6,1,2,1,88,300
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,,,,61
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 501","Mobile poll/Bureau itinérant",2,2,19,89,0,1,7,0,0,1,121,138
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,,,,107
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,,,,,87
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 504","Mobile poll/Bureau itinérant",9,2,2,99,0,1,1,0,0,1,115,91
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°514,,,,,,,,,,,64
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,,,,66
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 507","Mobile poll/Bureau itinérant",4,1,12,79,0,0,4,0,0,4,104,128
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,,,,88
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 509","Mobile poll/Bureau itinérant",3,5,5,82,0,1,3,0,1,5,105,111
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 510","Mobile poll/Bureau itinérant",3,4,6,84,1,1,4,4,1,1,109,112
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,,,,1
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,,,,3
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,,,,6
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 514","Mobile poll/Bureau itinérant",0,4,7,37,0,1,5,1,1,1,57,44
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 515","Mobile poll/Bureau itinérant",4,3,18,72,0,0,1,1,1,3,103,120
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 600","Westmount",25,9,426,871,1,1,21,0,2,8,1364,
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 601","Westmount",39,18,283,832,0,1,59,2,5,4,1243,
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 602","Montréal",60,20,56,345,1,1,75,1,1,3,563,
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 603","Westmount",32,34,263,1047,5,2,63,1,1,9,1457,
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 604","Westmount",44,21,424,934,4,1,38,2,0,4,1472,
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 605","Montréal",44,13,187,677,2,1,48,4,1,7,984,
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 606","Montréal",76,37,188,821,5,2,120,3,5,10,1267,
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 607","Montréal",79,38,119,763,3,5,143,10,6,10,1176,
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 608","Montréal",140,50,219,1176,2,2,149,4,3,2,1747,
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 609","Montréal",82,24,196,917,2,1,109,10,2,8,1351,
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 610","Montréal",74,39,201,923,1,9,104,13,4,12,1380,
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 611","Montréal",35,15,197,868,1,3,62,8,7,5,1201,
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 612","Montréal",17,17,185,775,1,3,62,13,6,10,1089,
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 613","Montréal",45,20,202,868,3,4,89,6,6,6,1249,
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 614","Montréal-Ouest",19,14,150,595,3,0,32,1,1,7,822,
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount"," 615","Montréal-Ouest",43,16,206,1055,1,3,54,9,5,10,1402,
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount",,Group 1/Groupe 1, 51,46,255,1182,2,7,150,4,3,73,1773,1336
24052,"Notre-Dame-de-Grâce--Westmount/Notre-Dame-de-Grâce--Westmount",,Group 2/Groupe 2, 55,37,326,1499,8,4,129,5,7,33,2103,
