Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Laurel Collins,Michael Doherty,Steve Filipovic,Cody Fraser,Will Greaves,David Mohr,Mary Moreau,Angus Ross,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59042,"Victoria/Victoria"," 80","Victoria",69,11,1,1,53,2,0,21,0,158,512
59042,"Victoria/Victoria"," 81","Victoria",49,7,0,0,56,1,1,20,1,135,495
59042,"Victoria/Victoria"," 82","Victoria",51,4,1,0,59,1,0,20,0,136,538
59042,"Victoria/Victoria"," 83","Victoria",73,5,0,0,51,0,0,25,1,155,531
59042,"Victoria/Victoria"," 84","Victoria",54,12,1,1,68,0,1,28,2,167,558
59042,"Victoria/Victoria"," 85","Victoria",65,10,0,0,73,0,0,29,1,178,544
59042,"Victoria/Victoria"," 86","Victoria",59,10,0,1,52,3,0,20,2,147,497
59042,"Victoria/Victoria"," 87","Victoria",70,11,0,0,53,0,0,12,0,146,487
59042,"Victoria/Victoria"," 88","Saanich",43,14,0,1,73,1,0,26,1,159,524
59042,"Victoria/Victoria"," 89","Saanich",35,4,0,0,78,0,0,25,0,142,484
59042,"Victoria/Victoria"," 90","Victoria",41,4,0,0,58,0,0,24,0,127,429
59042,"Victoria/Victoria"," 91","Victoria",54,4,0,0,64,0,0,27,0,149,560
59042,"Victoria/Victoria"," 92","Saanich",33,5,0,0,43,0,1,36,0,118,381
59042,"Victoria/Victoria"," 93","Oak Bay",34,4,0,0,65,0,0,34,0,137,463
59042,"Victoria/Victoria"," 94","Victoria",13,1,0,0,38,2,0,24,0,78,481
59042,"Victoria/Victoria"," 95","Victoria",33,6,0,0,38,1,0,13,0,91,428
59042,"Victoria/Victoria"," 96","Victoria",36,1,0,0,51,0,0,19,0,107,413
59042,"Victoria/Victoria"," 97","Victoria",34,6,0,0,54,0,0,23,0,117,487
59042,"Victoria/Victoria"," 98","Victoria",20,6,0,0,46,0,0,19,0,91,376
59042,"Victoria/Victoria"," 99","Victoria",36,2,0,1,66,0,1,24,0,130,523
59042,"Victoria/Victoria"," 100","Victoria",32,3,0,0,39,1,0,21,1,97,484
59042,"Victoria/Victoria"," 101","Victoria",31,6,0,2,44,0,0,25,1,109,501
59042,"Victoria/Victoria"," 102A","Victoria",39,7,0,0,72,0,0,32,0,150,441
59042,"Victoria/Victoria"," 102B","Mobile poll/Bureau itinérant",25,5,0,1,32,1,1,9,0,74,192
59042,"Victoria/Victoria"," 103","Victoria",42,2,0,0,70,1,0,20,0,135,427
59042,"Victoria/Victoria"," 104","Victoria",29,3,0,1,42,0,0,19,0,94,411
59042,"Victoria/Victoria"," 105A","Victoria",31,6,0,1,60,0,0,18,0,116,527
59042,"Victoria/Victoria"," 105B","Mobile poll/Bureau itinérant",12,5,0,0,13,0,0,4,2,36,76
59042,"Victoria/Victoria"," 106","Victoria",37,10,0,1,84,1,0,37,0,170,585
59042,"Victoria/Victoria"," 107","Victoria",50,2,0,1,53,1,0,24,0,131,585
59042,"Victoria/Victoria"," 108","Victoria",32,5,0,0,45,0,0,17,0,99,443
59042,"Victoria/Victoria"," 109","Victoria",18,0,0,0,51,1,1,27,0,98,526
59042,"Victoria/Victoria"," 110","Victoria",21,5,1,0,36,2,0,14,1,80,461
59042,"Victoria/Victoria"," 111","Victoria",42,4,0,0,51,2,0,32,0,131,617
59042,"Victoria/Victoria"," 112","Victoria",39,13,0,2,87,0,1,24,1,167,565
59042,"Victoria/Victoria"," 113","Victoria",47,4,1,0,39,0,0,32,0,123,420
59042,"Victoria/Victoria"," 114","Victoria",46,6,0,0,59,0,0,26,0,137,495
59042,"Victoria/Victoria"," 115","Victoria",38,4,1,0,49,2,2,22,0,118,493
59042,"Victoria/Victoria"," 116","Victoria",37,2,0,0,48,0,0,18,0,105,474
59042,"Victoria/Victoria"," 117","Victoria",38,3,0,0,62,0,0,41,0,144,495
59042,"Victoria/Victoria"," 118","Victoria",40,3,0,0,50,1,0,33,1,128,472
59042,"Victoria/Victoria"," 119","Victoria",48,7,0,1,45,1,0,23,2,127,570
59042,"Victoria/Victoria"," 120","Victoria",45,6,0,0,83,0,0,28,1,163,556
59042,"Victoria/Victoria"," 121","Victoria",55,5,0,0,60,3,0,23,0,146,533
59042,"Victoria/Victoria"," 122","Victoria",49,4,0,0,73,0,0,46,0,172,645
59042,"Victoria/Victoria"," 123","Victoria",45,4,1,0,66,2,0,32,0,150,494
59042,"Victoria/Victoria"," 124","Victoria",53,1,0,0,28,1,2,12,0,97,414
59042,"Victoria/Victoria"," 125","Victoria",65,7,0,0,44,0,0,19,1,136,508
59042,"Victoria/Victoria"," 126","Victoria",37,1,0,1,66,0,0,29,0,134,510
59042,"Victoria/Victoria"," 127","Victoria",65,3,0,0,52,1,0,20,0,141,522
59042,"Victoria/Victoria"," 128","Victoria",48,9,0,1,53,1,0,21,0,133,551
59042,"Victoria/Victoria"," 129","Victoria",50,7,0,0,67,0,0,37,0,161,529
59042,"Victoria/Victoria"," 130","Victoria",49,7,0,0,78,1,0,29,0,164,543
59042,"Victoria/Victoria"," 131","Victoria",52,5,0,0,71,0,0,38,1,167,529
59042,"Victoria/Victoria"," 132","Victoria",42,2,0,0,51,1,0,15,0,111,405
59042,"Victoria/Victoria"," 133","Victoria",26,1,0,0,69,0,0,25,1,122,480
59042,"Victoria/Victoria"," 134","Victoria",24,0,0,0,46,0,0,9,0,79,377
59042,"Victoria/Victoria"," 135","Victoria",28,8,0,0,55,1,1,24,1,118,456
59042,"Victoria/Victoria"," 136","Victoria",51,10,0,0,81,1,1,17,0,161,585
59042,"Victoria/Victoria"," 137","Victoria",41,3,0,0,57,0,1,15,0,117,581
59042,"Victoria/Victoria"," 138","Victoria",53,3,0,0,55,0,1,23,1,136,552
59042,"Victoria/Victoria"," 139","Victoria",32,4,0,1,63,0,0,28,0,128,478
59042,"Victoria/Victoria"," 140","Victoria",23,3,0,0,37,0,0,9,1,73,444
59042,"Victoria/Victoria"," 141","Victoria",49,8,0,0,66,2,0,35,0,160,556
59042,"Victoria/Victoria"," 142","Victoria",38,3,0,0,46,1,0,24,1,113,471
59042,"Victoria/Victoria"," 143","Victoria",37,8,0,0,81,0,0,26,0,152,477
59042,"Victoria/Victoria"," 144","Victoria",30,3,0,1,66,0,0,21,0,121,561
59042,"Victoria/Victoria"," 145","Victoria",30,5,0,1,71,1,0,17,0,125,480
59042,"Victoria/Victoria"," 146","Victoria",42,5,0,0,92,1,0,13,0,153,529
59042,"Victoria/Victoria"," 147","Victoria",22,2,0,0,55,1,0,16,0,96,394
59042,"Victoria/Victoria"," 148","Victoria",42,5,0,0,78,0,0,28,0,153,544
59042,"Victoria/Victoria"," 149","Victoria",20,2,0,0,71,1,0,27,0,121,460
59042,"Victoria/Victoria"," 150","Victoria",43,2,0,0,50,1,0,25,0,121,522
59042,"Victoria/Victoria"," 151","Victoria",40,8,0,1,57,0,3,22,0,131,517
59042,"Victoria/Victoria"," 152","Victoria",35,7,0,0,45,0,0,10,1,98,438
59042,"Victoria/Victoria"," 153","Victoria",38,6,0,0,77,0,0,30,1,152,538
59042,"Victoria/Victoria"," 154","Victoria",33,9,1,0,62,2,0,29,1,137,458
59042,"Victoria/Victoria"," 155","Victoria",28,6,1,0,58,0,0,19,0,112,496
59042,"Victoria/Victoria"," 156","Victoria",33,5,0,0,57,2,0,19,1,117,586
59042,"Victoria/Victoria"," 157","Victoria",36,8,0,0,52,0,0,17,0,113,482
59042,"Victoria/Victoria"," 158","Victoria",24,7,0,0,68,0,0,19,0,118,542
59042,"Victoria/Victoria"," 159","Victoria",44,5,0,1,73,0,0,15,0,138,498
59042,"Victoria/Victoria"," 160","Victoria",25,3,0,1,51,1,0,13,0,94,350
59042,"Victoria/Victoria"," 161","Victoria",30,6,0,0,56,1,0,21,0,114,397
59042,"Victoria/Victoria"," 162","Victoria",23,6,0,2,64,2,0,9,0,106,517
59042,"Victoria/Victoria"," 163","Victoria",31,3,0,0,74,2,0,18,0,128,506
59042,"Victoria/Victoria"," 164","Victoria",20,5,0,0,68,1,0,26,1,121,462
59042,"Victoria/Victoria"," 165","Victoria",38,0,0,0,92,0,0,17,0,147,523
59042,"Victoria/Victoria"," 166","Victoria",51,7,1,3,125,2,1,21,0,211,576
59042,"Victoria/Victoria"," 167","Oak Bay",32,5,0,0,71,1,0,19,1,129,536
59042,"Victoria/Victoria"," 168","Oak Bay",19,2,0,0,81,1,0,32,0,135,460
59042,"Victoria/Victoria"," 169","Oak Bay",21,4,0,0,83,1,0,24,0,133,504
59042,"Victoria/Victoria"," 170","Oak Bay",20,2,0,0,73,0,0,31,0,126,472
59042,"Victoria/Victoria"," 171","Oak Bay",18,0,0,0,70,0,0,26,0,114,423
59042,"Victoria/Victoria"," 172","Oak Bay",19,3,0,0,62,0,1,12,0,97,432
59042,"Victoria/Victoria"," 173","Victoria",53,6,0,0,82,2,0,21,0,164,553
59042,"Victoria/Victoria"," 174","Victoria",21,2,0,0,61,1,0,34,0,119,444
59042,"Victoria/Victoria"," 175","Victoria",34,5,1,0,73,1,1,18,0,133,527
59042,"Victoria/Victoria"," 176","Victoria",21,1,1,0,52,0,0,14,0,89,398
59042,"Victoria/Victoria"," 177","Victoria",26,5,0,0,56,0,1,23,0,111,428
59042,"Victoria/Victoria"," 178","Oak Bay",10,4,0,0,63,0,2,56,1,136,478
59042,"Victoria/Victoria"," 179","Oak Bay",20,5,1,0,69,2,0,37,1,135,483
59042,"Victoria/Victoria"," 180","Oak Bay",11,1,0,0,70,1,0,11,0,94,383
59042,"Victoria/Victoria"," 181","Oak Bay",19,2,0,0,86,1,1,38,1,148,549
59042,"Victoria/Victoria"," 182","Oak Bay",34,2,0,0,89,0,1,25,0,151,528
59042,"Victoria/Victoria"," 183","Oak Bay",7,1,0,0,58,1,0,28,0,95,424
59042,"Victoria/Victoria"," 184","Oak Bay",16,2,0,0,73,1,0,25,0,117,481
59042,"Victoria/Victoria"," 185","Oak Bay",9,0,0,0,63,0,0,25,0,97,402
59042,"Victoria/Victoria"," 186","Oak Bay",11,3,0,0,48,0,0,27,0,89,481
59042,"Victoria/Victoria"," 187","Oak Bay",17,7,0,0,78,0,0,38,0,140,521
59042,"Victoria/Victoria"," 188","Victoria",39,6,0,1,56,2,0,24,0,128,454
59042,"Victoria/Victoria"," 189","Oak Bay",41,6,0,0,74,2,0,26,2,151,483
59042,"Victoria/Victoria"," 190","Oak Bay",22,6,2,2,63,0,1,17,2,115,357
59042,"Victoria/Victoria"," 191","Oak Bay",20,6,0,0,95,0,0,35,0,156,549
59042,"Victoria/Victoria"," 192","Oak Bay",19,7,0,0,95,0,0,27,0,148,568
59042,"Victoria/Victoria"," 193","Oak Bay",22,0,0,0,69,0,1,27,0,119,496
59042,"Victoria/Victoria"," 194","Oak Bay",25,0,0,1,73,1,1,24,0,125,547
59042,"Victoria/Victoria"," 195","Juan de Fuca (Part 1)",10,4,1,0,83,0,0,40,0,138,524
59042,"Victoria/Victoria"," 400","Mobile poll/Bureau itinérant",23,3,0,1,32,2,0,16,4,81,121
59042,"Victoria/Victoria"," 401","Victoria",Combined with No./Résultats combinés à ceux du n°51,,,,,,,,,,187
59042,"Victoria/Victoria"," 402","Victoria",Combined with No./Résultats combinés à ceux du n°102A,,,,,,,,,,120
59042,"Victoria/Victoria"," 403","Victoria",7,0,0,0,20,0,0,13,1,41,232
59042,"Victoria/Victoria"," 404","Victoria",14,0,0,0,35,0,0,10,0,59,202
59042,"Victoria/Victoria"," 500","Mobile poll/Bureau itinérant",19,7,3,4,18,3,0,11,1,66,88
59042,"Victoria/Victoria"," 501","Mobile poll/Bureau itinérant",25,7,1,0,24,1,0,11,1,70,136
59042,"Victoria/Victoria"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,,,37
59042,"Victoria/Victoria"," 503","Mobile poll/Bureau itinérant",17,3,0,1,60,1,0,19,3,104,107
59042,"Victoria/Victoria"," 504","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,,,
59042,"Victoria/Victoria"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,,,124
59042,"Victoria/Victoria"," 506","Mobile poll/Bureau itinérant",18,3,0,0,58,1,0,12,2,94,82
59042,"Victoria/Victoria"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°520,,,,,,,,,,83
59042,"Victoria/Victoria"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,,,98
59042,"Victoria/Victoria"," 509","Mobile poll/Bureau itinérant",26,6,1,3,55,1,2,15,3,112,91
59042,"Victoria/Victoria"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,,,,24
59042,"Victoria/Victoria"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°400,,,,,,,,,,30
59042,"Victoria/Victoria"," 512","Mobile poll/Bureau itinérant",12,7,2,1,20,1,4,13,5,65,60
59042,"Victoria/Victoria"," 513","Mobile poll/Bureau itinérant",20,3,0,0,29,0,0,7,3,62,43
59042,"Victoria/Victoria"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,,,,,46
59042,"Victoria/Victoria"," 515","Mobile poll/Bureau itinérant",12,9,0,0,32,0,1,12,3,69,62
59042,"Victoria/Victoria"," 516","Victoria",Combined with No./Résultats combinés à ceux du n°106,,,,,,,,,,91
59042,"Victoria/Victoria"," 517","Mobile poll/Bureau itinérant",18,5,1,0,38,1,0,12,4,79,82
59042,"Victoria/Victoria"," 518","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,,,49
59042,"Victoria/Victoria"," 519","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,,,19
59042,"Victoria/Victoria"," 520","Mobile poll/Bureau itinérant",48,12,0,3,97,0,0,19,2,181,138
59042,"Victoria/Victoria"," 521","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°523,,,,,,,,,,33
59042,"Victoria/Victoria"," 522","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,,,,65
59042,"Victoria/Victoria"," 523","Mobile poll/Bureau itinérant",17,8,0,0,37,0,0,12,1,75,92
59042,"Victoria/Victoria"," 524","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°41B,,,,,,,,,,33
59042,"Victoria/Victoria"," 525","Victoria",42,9,0,0,65,1,0,13,1,131,50
59042,"Victoria/Victoria"," 526","Victoria",Combined with No./Résultats combinés à ceux du n°139,,,,,,,,,,0
59042,"Victoria/Victoria"," 527","Mobile poll/Bureau itinérant",12,4,1,0,98,0,0,12,1,128,147
59042,"Victoria/Victoria"," 528","Victoria",Combined with No./Résultats combinés à ceux du n°525,,,,,,,,,,39
59042,"Victoria/Victoria"," 529","Victoria",Combined with No./Résultats combinés à ceux du n°525,,,,,,,,,,49
59042,"Victoria/Victoria"," 530","Mobile poll/Bureau itinérant",13,1,0,0,131,1,0,26,1,173,113
59042,"Victoria/Victoria"," 531","Victoria",Combined with No./Résultats combinés à ceux du n°525,,,,,,,,,,44
59042,"Victoria/Victoria"," 532","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°544,,,,,,,,,,14
59042,"Victoria/Victoria"," 533","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°527,,,,,,,,,,9
59042,"Victoria/Victoria"," 534","Oak Bay",Combined with No./Résultats combinés à ceux du n°525,,,,,,,,,,41
59042,"Victoria/Victoria"," 535","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°102B,,,,,,,,,,33
59042,"Victoria/Victoria"," 536","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°102B,,,,,,,,,,1
59042,"Victoria/Victoria"," 537","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°102B,,,,,,,,,,24
59042,"Victoria/Victoria"," 538","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°102B,,,,,,,,,,1
59042,"Victoria/Victoria"," 539","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°102B,,,,,,,,,,1
59042,"Victoria/Victoria"," 540","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°530,,,,,,,,,,100
59042,"Victoria/Victoria"," 541","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,,,10
59042,"Victoria/Victoria"," 542","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,,,9
59042,"Victoria/Victoria"," 543","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°105B,,,,,,,,,,18
59042,"Victoria/Victoria"," 544","Mobile poll/Bureau itinérant",13,4,0,1,31,0,0,9,0,58,74
59042,"Victoria/Victoria"," 600","Victoria",320,37,1,4,591,2,3,215,2,1175,
59042,"Victoria/Victoria"," 601","Victoria",553,55,1,2,843,6,2,268,1,1731,
59042,"Victoria/Victoria"," 602","Victoria",398,46,2,3,1004,1,2,327,2,1785,
59042,"Victoria/Victoria"," 603","Oak Bay",184,47,1,1,1576,4,0,546,2,2361,
59042,"Victoria/Victoria"," 604","Victoria",423,57,0,2,1431,7,0,415,0,2335,
59042,"Victoria/Victoria"," 605","Victoria",826,69,4,2,1097,2,0,230,2,2232,
59042,"Victoria/Victoria"," 606","Victoria",660,58,2,7,811,7,1,221,6,1773,
59042,"Victoria/Victoria"," 607","Victoria",289,25,0,1,660,0,3,251,2,1231,
59042,"Victoria/Victoria"," 608","Victoria",276,17,2,1,973,5,0,271,5,1550,
59042,"Victoria/Victoria"," 609","Victoria",433,38,3,1,665,5,2,173,8,1328,
59042,"Victoria/Victoria"," 610","Victoria",514,50,0,1,1403,2,2,380,1,2353,
59042,"Victoria/Victoria"," 611","Victoria",509,63,1,3,1139,12,2,189,3,1921,
59042,"Victoria/Victoria"," 612","Victoria",552,47,3,2,1258,11,1,317,6,2197,
59042,"Victoria/Victoria"," 613","Victoria",428,35,2,2,746,7,0,233,0,1453,
59042,"Victoria/Victoria"," 614","Victoria",554,60,3,3,737,7,4,186,3,1557,
59042,"Victoria/Victoria"," 615","Victoria",581,59,1,2,1576,9,1,179,5,2413,
59042,"Victoria/Victoria"," 616","Victoria",455,64,2,0,1090,4,2,252,2,1871,
59042,"Victoria/Victoria"," 617","Oak Bay",354,33,1,2,1523,9,0,385,2,2309,
59042,"Victoria/Victoria"," 618","Victoria",383,43,1,3,1378,5,1,342,2,2158,
59042,"Victoria/Victoria"," 619","Oak Bay",263,36,0,0,1887,4,2,454,7,2653,
59042,"Victoria/Victoria",,Group 1/Groupe 1, 488,72,1,1,1297,10,2,485,105,2461,992
59042,"Victoria/Victoria",,Group 2/Groupe 2, 1625,200,2,7,3783,17,7,963,90,6694,
