Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Evelyn Butler,Carlton Darby,Anna Di Carlo,Tom Ellard,Mary Kidnew,Fahad Rao,Charles Sousa,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 43","Mississauga",2,1,0,96,3,3,67,0,172,447
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 44","Mississauga",1,1,0,115,3,1,64,0,185,417
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 45","Mississauga",9,3,1,71,1,1,54,2,142,445
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 46","Mississauga",5,0,1,132,1,1,101,5,246,580
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 47","Mississauga",3,1,0,90,2,2,89,0,187,476
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 48","Mississauga",3,0,0,62,1,0,40,0,106,311
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 49","Mississauga",1,0,0,79,2,1,45,1,129,327
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 50","Mississauga",3,1,0,103,0,0,90,1,198,496
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 51","Mississauga",1,0,0,75,1,0,65,0,142,323
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 52","Mississauga",3,0,0,80,2,0,80,0,165,343
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 53","Mississauga",4,0,0,87,1,1,94,0,187,446
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 54","Mississauga",2,0,1,70,0,0,73,0,146,351
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 55","Mississauga",2,1,1,88,2,1,93,0,188,481
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 56","Mississauga",5,1,2,89,2,1,108,1,209,462
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 57","Mississauga",13,0,0,96,2,8,105,6,230,615
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 58","Mississauga",2,0,0,72,0,3,62,0,139,433
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 59","Mississauga",2,0,0,80,5,3,80,1,171,350
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 60","Mississauga",2,1,1,85,2,0,85,0,176,348
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 61","Mississauga",3,0,0,109,0,2,72,0,186,403
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 62","Mississauga",4,1,1,83,2,1,104,2,198,369
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 63","Mississauga",0,0,0,77,3,1,56,0,137,320
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 64","Mississauga",0,1,3,74,2,0,71,1,152,342
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 65","Mississauga",1,0,1,100,0,2,76,1,181,497
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 66","Mississauga",0,0,0,68,1,3,87,0,159,401
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 67","Mississauga",3,0,0,78,1,0,64,1,147,366
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 68","Mississauga",0,0,0,57,2,0,42,0,101,374
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 69","Mississauga",5,1,0,77,1,1,92,0,177,528
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 70","Mississauga",5,0,0,86,2,1,61,0,155,468
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 71","Mississauga",6,0,0,62,2,0,65,1,136,384
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 72","Mississauga",4,0,0,53,3,0,63,0,123,353
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 73","Mississauga",5,0,0,85,3,1,91,0,185,472
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 74","Mississauga",0,0,1,41,3,1,53,0,99,311
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 75","Mississauga",8,0,0,69,0,1,48,0,126,382
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 76","Mississauga",1,0,0,74,1,1,87,0,164,412
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 77","Mississauga",4,1,0,68,0,0,69,0,142,402
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 78","Mississauga",11,2,0,100,0,1,100,0,214,594
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 79","Mississauga",9,2,0,91,3,1,92,1,199,553
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 80","Mississauga",15,0,2,44,4,0,59,0,124,337
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 81","Mississauga",3,2,0,64,2,1,75,0,147,477
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 82","Mississauga",7,0,1,83,2,1,94,0,188,565
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 83","Mississauga",0,1,0,36,0,0,37,1,75,349
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 84","Mississauga",0,0,0,50,0,1,50,0,101,290
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 85","Mississauga",1,2,0,54,2,0,62,1,122,350
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 86","Mississauga",2,0,0,55,0,0,69,1,127,440
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 87","Mississauga",2,0,0,85,0,0,84,0,171,436
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 88","Mississauga",1,0,0,96,0,0,66,0,163,433
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 89","Mississauga",0,0,0,94,0,0,69,0,163,436
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 90","Mississauga",1,0,0,102,0,0,74,0,177,453
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 91","Mississauga",8,2,0,79,1,1,85,0,176,451
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 92","Mississauga",2,1,0,78,2,0,92,0,175,377
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 93","Mississauga",1,0,0,93,0,1,73,0,168,461
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 94","Mississauga",5,1,0,74,2,0,72,0,154,373
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 95","Mississauga",1,0,0,90,0,0,61,0,152,375
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 96","Mississauga",3,0,1,86,1,0,108,0,199,591
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 97","Mississauga",4,0,1,90,1,0,76,2,174,397
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 98","Mississauga",0,0,1,74,3,0,78,0,156,383
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 99","Mississauga",3,0,0,61,0,1,90,0,155,574
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 100A","Mississauga",4,0,0,70,4,0,81,0,159,465
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 100B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,,120
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 101","Mississauga",6,1,1,83,2,2,104,0,199,523
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 102","Mississauga",5,0,0,76,2,2,84,1,170,432
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 103","Mississauga",1,0,0,112,2,1,82,1,199,693
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 104","Mississauga",5,0,1,100,2,3,65,1,177,491
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 105","Mississauga",3,0,0,81,2,0,93,0,179,500
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 106","Mississauga",5,1,0,37,4,0,51,0,98,359
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 107","Mississauga",2,0,0,63,2,0,60,1,128,452
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 108","Mississauga",1,0,0,98,0,1,100,0,200,418
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 109","Mississauga",0,0,0,46,1,0,40,0,87,417
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 110","Mississauga",0,0,0,67,0,0,54,0,121,446
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 111","Mississauga",3,0,0,72,0,0,51,0,126,409
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 112","Mississauga",1,0,0,61,3,0,88,0,153,386
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 113","Mississauga",1,0,0,105,2,1,90,0,199,471
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 114","Mississauga",1,0,0,86,1,1,78,0,167,465
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 115","Mississauga",1,0,0,53,4,0,66,0,124,409
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 116","Mississauga",5,0,1,78,0,0,60,0,144,382
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 117","Mississauga",3,0,0,80,0,2,68,1,154,493
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 118","Mississauga",3,0,0,83,1,2,57,3,149,431
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 119","Mississauga",5,0,2,89,0,2,61,2,161,434
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 120","Mississauga",1,1,0,73,0,0,59,0,134,362
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 121","Mississauga",4,0,1,96,1,1,82,2,187,560
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 122","Mississauga",9,0,0,86,2,0,73,1,171,506
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 123","Mississauga",2,0,0,64,1,1,81,1,150,350
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 124","Mississauga",2,0,0,66,0,1,85,0,154,368
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 125","Mississauga",2,0,0,93,0,0,70,3,168,360
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 126","Mississauga",2,0,0,52,1,4,40,1,100,402
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 127","Mississauga",1,0,0,40,0,0,43,0,84,326
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 128","Mississauga",2,0,1,72,2,1,57,1,136,390
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 129","Mississauga",0,0,0,68,0,0,38,0,106,424
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 130","Mississauga",0,0,0,72,0,0,60,0,132,431
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 131","Mississauga",2,0,1,54,3,0,64,0,124,497
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 132","Mississauga",1,0,0,57,1,0,60,0,119,503
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 133","Mississauga",3,0,0,28,0,0,57,1,89,333
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 134","Mississauga",2,0,1,44,0,0,28,0,75,396
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 135","Mississauga",0,0,0,59,2,0,68,3,132,425
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 136","Mississauga",3,0,0,60,0,1,31,0,95,340
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 137","Mississauga",1,0,0,50,0,2,75,1,129,385
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 138","Mississauga",4,0,0,42,1,1,40,0,88,441
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 139","Mississauga",1,0,0,58,0,0,72,0,131,306
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 140","Mississauga",3,0,0,21,0,1,82,1,108,418
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 141","Mississauga",1,0,1,53,4,1,53,1,114,421
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 142","Mississauga",5,1,0,111,2,2,72,0,193,521
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 143","Mississauga",3,0,1,37,2,3,73,0,119,370
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 144","Mississauga",10,1,0,33,0,2,86,5,137,480
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 145","Mississauga",3,0,0,38,1,4,45,3,94,375
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 146","Mississauga",4,0,0,97,2,7,126,0,236,668
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 147","Mississauga",4,0,0,78,2,1,108,1,194,453
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 148","Mississauga",3,0,1,93,3,0,109,0,209,470
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 149","Mississauga",2,0,0,65,1,1,50,1,120,395
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 150","Mississauga",2,0,1,78,2,1,63,0,147,464
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 151","Mississauga",2,0,0,74,1,2,38,0,117,336
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 152","Mississauga",3,0,0,80,4,0,68,0,155,384
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 153","Mississauga",2,0,0,92,0,6,68,1,169,458
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 154","Mississauga",7,0,0,82,0,1,82,0,172,416
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 155","Mississauga",3,0,0,54,1,1,47,0,106,299
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 156","Mississauga",4,0,0,63,2,2,58,2,131,361
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 157","Mississauga",1,2,0,65,0,0,55,0,123,399
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 158","Mississauga",2,0,0,42,4,0,63,0,111,413
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 159","Mississauga",0,0,0,30,1,0,71,2,104,365
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 160","Mississauga",0,0,1,40,2,2,64,1,110,354
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 161","Mississauga",5,0,5,63,1,4,107,1,186,591
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 162","Mississauga",5,0,0,92,1,2,94,0,194,392
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 163","Mississauga",6,0,0,64,1,0,94,0,165,383
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 164","Mississauga",8,0,1,93,3,1,97,0,203,423
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 165","Mississauga",4,0,0,80,2,2,91,0,179,358
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 166","Mississauga",1,0,0,69,1,1,72,1,145,423
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 167","Mississauga",0,0,0,46,0,0,81,1,128,330
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 168A","Mississauga",3,0,1,73,4,2,71,0,154,464
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 168B","Mississauga",2,0,0,19,2,1,45,2,71,259
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 168C","Mississauga",7,2,2,24,1,2,36,2,76,323
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 169","Mississauga",2,0,0,95,1,2,112,2,214,436
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 170","Mississauga",4,0,0,88,3,3,103,1,202,460
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 171","Mississauga",3,2,0,67,3,1,113,3,192,449
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 172","Mississauga",9,1,0,95,2,2,104,1,214,546
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 173","Mississauga",9,0,0,94,3,2,91,0,199,537
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 174","Mississauga",1,0,0,45,1,0,49,0,96,335
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 175","Mississauga",4,1,0,64,1,1,60,1,132,469
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 176","Mississauga",9,1,0,67,6,1,87,3,174,509
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 177","Mississauga",2,0,1,44,2,1,53,0,103,324
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 178","Mississauga",3,0,0,91,1,2,136,0,233,408
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 179","Mississauga",3,0,0,73,4,4,60,2,146,459
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 180","Mississauga",2,1,0,94,1,0,80,0,178,568
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 181","Mississauga",8,0,0,100,3,1,81,1,194,557
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 182","Mississauga",5,0,0,78,4,3,70,0,160,544
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 183","Mississauga",2,0,0,45,0,0,50,1,98,337
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 184","Mississauga",2,0,0,78,1,0,73,1,155,364
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 185","Mississauga",0,0,0,62,4,0,44,0,110,318
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 186","Mississauga",6,1,0,74,2,0,94,0,177,491
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 187","Mississauga",2,0,0,84,0,0,102,0,188,403
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 188","Mississauga",6,0,2,97,3,0,112,0,220,466
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 189","Mississauga",3,0,0,103,1,1,131,1,240,518
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 190","Mississauga",1,0,0,71,0,0,41,1,114,354
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 191","Mississauga",0,0,1,43,1,1,40,0,86,312
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 192","Mississauga",4,0,0,38,1,2,66,0,111,371
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 193","Mississauga",8,0,0,62,5,0,102,0,177,434
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 194","Mississauga",3,0,0,59,5,4,74,2,147,398
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 195","Mississauga",1,1,0,59,3,0,61,0,125,383
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 196","Mississauga",12,0,0,100,4,2,112,1,231,556
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 197","Mississauga",7,0,1,102,3,0,112,0,225,487
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 198","Mississauga",9,2,2,57,2,2,91,0,165,473
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 199","Mississauga",2,0,0,49,1,1,65,0,118,386
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 400","Mississauga",1,0,0,74,2,1,165,1,244,363
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 401","Mississauga",5,2,0,75,3,1,134,1,221,321
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 402","Mississauga",7,0,0,94,2,3,119,1,226,343
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 403","Mississauga",8,0,0,77,3,0,137,0,225,308
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 404","Mississauga",8,1,0,37,0,0,34,1,81,273
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 405","Mississauga",3,1,1,33,0,0,18,1,57,258
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 406","Mississauga",7,1,1,92,2,5,72,0,180,278
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 407","Mississauga",12,3,7,72,4,1,145,2,246,531
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 408","Mississauga",3,0,0,62,0,3,62,1,131,266
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 409","Mississauga",3,0,1,57,1,1,111,1,175,377
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 410","Mississauga",6,0,1,59,2,3,96,0,167,313
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 411","Mississauga",3,0,1,53,0,0,42,0,99,297
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 412","Mississauga",2,1,0,56,0,2,44,3,108,282
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 413","Mississauga",0,0,0,43,0,2,72,2,119,193
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 414","Mississauga",2,0,0,17,3,0,20,3,45,95
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 415","Mississauga",4,0,0,60,2,0,62,0,128,217
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 416","Mississauga",2,0,0,48,3,1,51,1,106,333
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 417","Mississauga",3,0,0,30,0,1,30,1,65,89
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 418","Mississauga",6,1,1,83,0,1,136,1,229,380
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 419","Mississauga",2,0,0,28,0,0,74,1,105,171
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 420","Mississauga",4,0,0,29,4,1,51,1,90,253
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 421","Mississauga",1,0,0,32,3,0,89,0,125,169
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 422","Mississauga",8,0,0,74,0,1,119,2,204,326
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 423","Mississauga",3,0,0,25,0,0,89,0,117,162
35064,"Mississauga--Lakeshore/Mississauga--Lakeshore"," 424","Mississauga",4,0,0,70,0,0,125,0,199,302
