Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Lily Eggink,Henry Geissler,Nathan Hawkins,Shannon Horner-Shepherd,Leslyn Lewis,Colin Walsh,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 59","Haldimand County",0,3,1,10,88,54,0,156,455
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 60","Haldimand County",1,4,2,8,110,30,0,155,425
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 61","Haldimand County",1,2,2,10,109,34,1,159,361
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 62","Haldimand County",3,5,3,5,93,36,1,146,428
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 63","Haldimand County",1,1,2,4,89,48,1,146,485
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 64","Haldimand County",2,4,1,5,123,30,0,165,408
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 65","Haldimand County",3,1,2,4,124,41,0,175,412
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 66","Haldimand County",0,3,2,3,139,38,0,185,341
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 67","Haldimand County",0,1,1,8,80,45,0,135,323
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 68","Haldimand County",1,2,0,4,136,46,1,190,374
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 69","Haldimand County",1,1,1,7,110,47,0,167,401
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 70","Haldimand County",1,4,0,5,67,55,0,132,361
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 71","Haldimand County",3,2,1,7,131,41,0,185,436
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 72","Haldimand County",0,3,2,6,111,39,2,163,395
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 73","Haldimand County",5,0,5,6,146,61,0,223,504
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 74","Haldimand County",5,1,2,10,119,62,0,199,520
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 75","Haldimand County",0,0,3,3,112,61,1,180,428
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 76","Norfolk County",1,3,1,4,93,34,0,136,307
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 77","Norfolk County",1,1,3,8,72,47,0,132,411
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 78","Norfolk County",2,1,4,5,92,73,2,179,430
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 79","Norfolk County",3,4,1,4,65,55,0,132,355
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 80","Norfolk County",4,3,2,8,154,50,2,223,417
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 81","Norfolk County",2,2,2,3,138,63,1,211,408
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 82","Norfolk County",0,1,3,10,143,34,0,191,446
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 83","Norfolk County",13,1,2,1,125,40,3,185,417
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 84","Norfolk County",6,2,0,7,117,32,0,164,420
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 85","Haldimand County",5,1,4,8,182,78,0,278,454
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 86","Haldimand County",1,3,3,6,141,65,0,219,465
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 87","Norfolk County",5,0,1,1,93,26,0,126,286
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 88","Norfolk County",2,1,3,12,138,73,1,230,502
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 89","Norfolk County",2,6,4,5,95,61,0,173,486
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 90","Norfolk County",0,8,8,7,164,93,1,281,584
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 91","Norfolk County",1,1,2,7,117,39,2,169,394
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 92","Haldimand County",1,1,2,10,179,66,0,259,447
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 93","Haldimand County",2,1,9,7,143,65,1,228,403
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 94","Haldimand County",1,1,1,7,170,70,0,250,495
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 95","Norfolk County",2,1,1,4,83,60,0,151,504
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 96","Norfolk County",0,0,0,5,100,48,0,153,438
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 97","Haldimand County",0,2,1,6,112,60,0,181,388
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 98","Haldimand County",4,1,0,4,86,53,0,148,346
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 99","Haldimand County",2,4,1,11,147,62,0,227,430
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 100","Haldimand County",4,2,1,7,119,56,1,190,463
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 101","Haldimand County",1,0,3,8,181,75,0,268,556
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 102","Haldimand County",4,0,1,3,110,41,1,160,336
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 103","Haldimand County",2,1,1,5,172,65,0,246,524
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 104","Haldimand County",2,0,2,9,115,43,0,171,365
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 105","Norfolk County",15,3,3,3,151,41,0,216,459
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 106","Norfolk County",2,2,3,4,58,20,0,89,372
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 107","Norfolk County",4,2,5,10,170,62,5,258,533
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 108","Haldimand County",2,3,0,8,126,52,1,192,466
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 109","Norfolk County",1,1,2,1,100,36,0,141,364
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 110","Norfolk County",1,0,4,6,105,62,1,179,371
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 111","Haldimand County",2,1,1,5,94,37,0,140,360
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 112","Haldimand County",2,0,0,10,128,81,3,224,564
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 113","Norfolk County",2,4,3,4,104,50,0,167,442
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 114","Norfolk County",3,2,1,8,78,46,0,138,403
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 115","Norfolk County",3,0,1,6,134,51,0,195,451
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 116","Norfolk County",3,1,0,12,89,70,0,175,456
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 117","Norfolk County",2,0,0,4,100,83,0,189,477
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 118","Norfolk County",3,0,0,4,100,95,0,202,551
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 119","Haldimand County",0,1,4,13,107,82,0,207,564
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 120","Haldimand County",3,5,0,14,123,57,1,203,449
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 121","Haldimand County",1,1,6,14,125,62,0,209,477
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 122","Haldimand County",1,2,1,10,74,45,0,133,471
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 123","Norfolk County",0,0,3,1,76,31,0,111,305
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 124","Norfolk County",0,1,1,3,69,25,0,99,323
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 125","Norfolk County",0,4,1,6,88,59,0,158,494
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 126","Norfolk County",2,1,3,7,84,65,2,164,427
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 127","Norfolk County",0,3,1,6,92,55,0,157,507
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 128","Norfolk County",0,0,0,0,63,79,0,142,548
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 129","Norfolk County",0,2,5,8,104,58,2,179,531
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 130","Norfolk County",3,1,2,3,93,64,0,166,473
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 131","Norfolk County",2,2,0,5,75,37,0,121,336
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 132","Norfolk County",0,2,5,6,86,49,0,148,407
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 133","Norfolk County",1,2,0,7,110,44,1,165,469
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 134","Norfolk County",1,5,4,8,43,46,1,108,410
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 135","Norfolk County",3,0,3,12,73,51,0,142,528
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 136","Norfolk County",1,3,3,10,92,58,0,167,484
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 137","Norfolk County",2,0,8,2,99,88,0,199,551
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 138","Norfolk County",3,0,1,6,47,24,0,81,338
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 139","Norfolk County",1,2,4,16,107,48,0,178,463
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 140","Norfolk County",0,0,1,5,89,61,2,158,458
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 141","Norfolk County",3,4,5,5,138,35,1,191,455
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 142","Norfolk County",0,1,2,7,62,31,4,107,351
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 143","Norfolk County",1,2,2,4,117,67,2,195,568
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 144","Norfolk County",0,0,1,4,72,49,0,126,381
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 145","Norfolk County",1,4,2,10,119,43,2,181,521
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 146","Norfolk County",0,3,3,7,105,38,5,161,492
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 147","Norfolk County",0,0,0,7,86,52,1,146,474
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 148","Norfolk County",1,1,1,8,83,63,0,157,500
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 149","Norfolk County",0,1,3,12,112,84,1,213,517
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 150","Norfolk County",2,4,2,8,114,70,1,201,567
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 151","Norfolk County",1,0,4,10,53,34,2,104,371
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 152","Norfolk County",1,1,0,9,91,65,3,170,558
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 153","Norfolk County",0,0,2,4,81,37,0,124,342
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 154","Norfolk County",0,0,0,3,47,56,0,106,403
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 155","Norfolk County",1,0,3,1,63,57,1,126,398
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 156","Norfolk County",1,1,1,8,47,66,0,124,434
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 157","Norfolk County",3,2,3,15,67,50,1,141,473
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 158","Norfolk County",0,2,2,11,52,52,2,121,401
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 159","Norfolk County",0,1,1,11,81,65,0,159,451
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 160","Norfolk County",0,2,3,3,85,28,1,122,354
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 161","Norfolk County",0,0,1,4,92,26,0,123,401
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 162","Norfolk County",2,0,1,3,111,82,0,199,519
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 163","Norfolk County",0,1,3,6,75,74,1,160,482
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 164","Norfolk County",0,0,2,11,61,53,1,128,340
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 165","Haldimand County",4,1,1,4,162,60,1,233,440
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 166","Norfolk County",0,1,3,10,95,88,2,199,533
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 167","Norfolk County",2,1,3,2,73,53,0,134,410
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 168","Norfolk County",4,2,2,3,52,62,0,125,400
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 169","Norfolk County",0,0,3,7,100,84,1,195,545
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 170","Norfolk County",0,0,1,8,92,47,0,148,451
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 171","Norfolk County",0,2,1,9,91,37,1,141,429
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 172","Norfolk County",3,0,2,3,127,52,0,187,458
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 173","Norfolk County",2,3,2,7,95,48,0,157,427
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 174","Norfolk County",3,2,5,8,139,75,3,235,600
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 175","Norfolk County",0,2,1,6,100,34,2,145,433
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 176","Norfolk County",0,1,0,8,105,54,3,171,482
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 177","Norfolk County",0,1,2,2,87,34,0,126,356
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 178","Norfolk County",0,2,3,11,62,36,0,114,445
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 179","Norfolk County",2,2,1,5,99,54,1,164,432
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 180","Norfolk County",0,1,0,7,108,35,0,151,421
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 181","Norfolk County",0,1,1,5,85,46,2,140,405
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 182","Norfolk County",0,0,5,3,56,38,0,102,338
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 183","Norfolk County",1,1,1,8,73,59,0,143,442
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 184","Norfolk County",1,4,2,1,86,59,0,153,448
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 185","Norfolk County",3,0,1,7,71,55,0,137,497
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 186","Norfolk County",0,0,0,1,33,53,0,87,328
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 187","Norfolk County",5,3,0,7,69,27,0,111,354
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 188","Norfolk County",4,7,5,6,135,40,2,199,469
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 189","Norfolk County",1,5,2,7,122,35,1,173,440
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 190","Norfolk County",2,3,1,2,150,34,0,192,446
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 191","Norfolk County",3,1,5,7,149,62,1,228,534
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 192","Norfolk County",1,2,1,4,154,33,5,200,475
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 193","Norfolk County",2,1,3,0,59,87,1,153,380
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 194","Norfolk County",0,1,2,4,88,60,0,155,464
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 195","Norfolk County",0,1,0,0,27,44,1,73,280
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 196","Norfolk County",0,2,3,6,101,51,1,164,379
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 197","Norfolk County",0,2,4,5,134,31,1,177,439
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 198","Norfolk County",0,1,0,5,105,64,0,175,446
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 199","Norfolk County",1,1,7,6,106,75,1,197,429
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 200","Norfolk County",2,3,0,7,169,76,0,257,472
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 201","Norfolk County",2,2,1,3,152,51,2,213,485
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 202","Norfolk County",7,2,0,4,148,48,2,211,507
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 203","Norfolk County",0,1,2,2,106,19,0,130,490
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 204","Norfolk County",0,2,2,5,137,25,0,171,483
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 205","Norfolk County",2,4,5,5,130,48,0,194,441
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 206","Norfolk County",2,5,4,7,102,39,0,159,379
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 207","Norfolk County",0,0,1,2,108,68,3,182,493
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 208","Norfolk County",2,8,5,10,178,86,1,290,581
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 209","Norfolk County",1,8,0,1,90,26,0,126,378
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 210","Norfolk County",0,0,1,7,87,34,0,129,456
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 211","Norfolk County",0,2,2,3,115,31,1,154,469
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 212","Norfolk County",2,1,1,8,108,60,1,181,467
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 213","Norfolk County",0,2,0,6,83,67,0,158,469
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 214","Norfolk County",4,3,1,8,113,23,0,152,385
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 215","Norfolk County",0,0,1,4,42,63,0,110,441
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 216","Norfolk County",1,0,0,2,116,46,0,165,459
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 217","Norfolk County",0,4,3,7,126,50,0,190,497
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 218","Norfolk County",2,1,0,4,103,17,0,127,421
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 219","Norfolk County",2,4,2,4,127,29,0,168,456
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 220","Norfolk County",2,3,0,1,133,30,0,169,446
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,42
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,64
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 502","Mobile poll/Bureau itinérant",0,1,2,5,15,17,3,43,144
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 503","Mobile poll/Bureau itinérant",0,1,1,1,11,13,5,32,64
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,0
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 505","Mobile poll/Bureau itinérant",0,2,0,2,14,11,1,30,28
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 506","Mobile poll/Bureau itinérant",3,2,1,10,31,30,2,79,59
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 507","Mobile poll/Bureau itinérant",12,1,1,2,62,49,2,129,201
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°514,,,,,,,,49
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,64
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 510","Mobile poll/Bureau itinérant",2,1,0,5,31,42,3,84,134
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 511","Mobile poll/Bureau itinérant",1,2,0,3,23,20,2,51,41
35034,"Haldimand--Norfolk/Haldimand--Norfolk"," 512","Mobile poll/Bureau itinérant",1,1,3,1,26,25,0,57,151
