Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Valerie Brooks,Alec Guggenmos,Luke Guimond,Michaela Krakowetz,Cathay Wagantall,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
47014,"Yorkton--Melville/Yorkton--Melville"," 25","Périgord",0,1,9,5,80,0,95,152
47014,"Yorkton--Melville/Yorkton--Melville"," 26","Weekes",1,0,3,7,103,0,114,187
47014,"Yorkton--Melville/Yorkton--Melville"," 27","Spalding",3,0,14,3,153,1,174,322
47014,"Yorkton--Melville/Yorkton--Melville"," 28","Yellowquill 90",8,0,41,39,8,2,98,289
47014,"Yorkton--Melville/Yorkton--Melville"," 29","Rose Valley",0,2,9,17,183,3,214,343
47014,"Yorkton--Melville/Yorkton--Melville"," 30","Rose Valley",1,1,16,8,109,0,135,237
47014,"Yorkton--Melville/Yorkton--Melville"," 31A","Watson",7,3,50,13,220,0,293,420
47014,"Yorkton--Melville/Yorkton--Melville"," 31B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,7
47014,"Yorkton--Melville/Yorkton--Melville"," 32","Watson",2,3,25,4,147,0,181,308
47014,"Yorkton--Melville/Yorkton--Melville"," 33","Kelvington",1,0,21,12,197,0,231,358
47014,"Yorkton--Melville/Yorkton--Melville"," 33-1","Yellow Quill 90-9",Combined with No./Résultats combinés à ceux du n°33,,,,,,,8
47014,"Yorkton--Melville/Yorkton--Melville"," 34","Kelvington",1,3,20,17,156,2,199,310
47014,"Yorkton--Melville/Yorkton--Melville"," 35","Kelvington",2,0,30,13,171,1,217,364
47014,"Yorkton--Melville/Yorkton--Melville"," 36","Lintlaw",0,0,8,4,144,2,158,252
47014,"Yorkton--Melville/Yorkton--Melville"," 37","Quill Lake",6,1,28,13,257,0,305,470
47014,"Yorkton--Melville/Yorkton--Melville"," 38","Endeavour",2,0,15,5,165,2,189,407
47014,"Yorkton--Melville/Yorkton--Melville"," 39","Lakeview No. 337",0,2,18,9,98,2,129,319
47014,"Yorkton--Melville/Yorkton--Melville"," 40A","Wadena",0,0,17,9,110,2,138,357
47014,"Yorkton--Melville/Yorkton--Melville"," 40B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,27
47014,"Yorkton--Melville/Yorkton--Melville"," 41","Wadena",2,0,14,13,75,3,107,334
47014,"Yorkton--Melville/Yorkton--Melville"," 42","Wadena",0,0,16,5,69,0,90,282
47014,"Yorkton--Melville/Yorkton--Melville"," 43","Swan Plain",0,0,2,3,119,0,124,268
47014,"Yorkton--Melville/Yorkton--Melville"," 44","Kuroki",2,0,20,8,106,0,136,277
47014,"Yorkton--Melville/Yorkton--Melville"," 45","Hazel Dell",1,0,13,2,109,0,125,241
47014,"Yorkton--Melville/Yorkton--Melville"," 46","Margo",3,0,1,0,78,1,83,143
47014,"Yorkton--Melville/Yorkton--Melville"," 47","Arran",2,0,13,2,91,1,109,204
47014,"Yorkton--Melville/Yorkton--Melville"," 48","Fishing Lake 89",0,1,107,14,13,0,135,246
47014,"Yorkton--Melville/Yorkton--Melville"," 49A","Preeceville",2,1,9,3,74,1,90,312
47014,"Yorkton--Melville/Yorkton--Melville"," 49B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,31
47014,"Yorkton--Melville/Yorkton--Melville"," 50","Preeceville",0,0,11,3,65,0,79,246
47014,"Yorkton--Melville/Yorkton--Melville"," 51","Preeceville",0,0,5,6,55,1,67,235
47014,"Yorkton--Melville/Yorkton--Melville"," 52","Preeceville",2,0,9,2,65,0,78,240
47014,"Yorkton--Melville/Yorkton--Melville"," 53","Elfros",4,3,22,14,194,1,238,387
47014,"Yorkton--Melville/Yorkton--Melville"," 54","Sturgis",2,2,11,11,78,0,104,230
47014,"Yorkton--Melville/Yorkton--Melville"," 55","Sturgis",1,0,17,8,101,1,128,238
47014,"Yorkton--Melville/Yorkton--Melville"," 56","Crystal Lake",3,1,24,9,115,0,152,340
47014,"Yorkton--Melville/Yorkton--Melville"," 57","Invermay",1,0,17,6,147,1,172,247
47014,"Yorkton--Melville/Yorkton--Melville"," 58","Hyas",0,0,4,4,72,1,81,243
47014,"Yorkton--Melville/Yorkton--Melville"," 59","Rama",4,2,12,3,85,1,107,146
47014,"Yorkton--Melville/Yorkton--Melville"," 60","Norquay",6,0,5,5,76,0,92,347
47014,"Yorkton--Melville/Yorkton--Melville"," 61","Norquay",1,1,0,0,42,0,44,142
47014,"Yorkton--Melville/Yorkton--Melville"," 62","Pelly",1,1,20,12,127,0,161,294
47014,"Yorkton--Melville/Yorkton--Melville"," 63","The Key 65",2,0,42,10,3,0,57,75
47014,"Yorkton--Melville/Yorkton--Melville"," 64","Buchanan",6,2,14,17,181,2,222,341
47014,"Yorkton--Melville/Yorkton--Melville"," 65","Foam Lake No. 276",2,0,8,6,113,1,130,320
47014,"Yorkton--Melville/Yorkton--Melville"," 66","Foam Lake",3,0,16,7,52,0,78,289
47014,"Yorkton--Melville/Yorkton--Melville"," 67","Foam Lake",1,3,8,4,78,0,94,280
47014,"Yorkton--Melville/Yorkton--Melville"," 68","Foam Lake",1,0,14,3,98,1,117,341
47014,"Yorkton--Melville/Yorkton--Melville"," 69","Foam Lake No. 276",2,0,0,3,66,0,71,156
47014,"Yorkton--Melville/Yorkton--Melville"," 70","Sheho",2,0,6,4,130,0,142,246
47014,"Yorkton--Melville/Yorkton--Melville"," 71","Keeseekoose 66",0,1,72,7,6,2,88,143
47014,"Yorkton--Melville/Yorkton--Melville"," 72","Veregin",1,1,5,6,77,0,90,177
47014,"Yorkton--Melville/Yorkton--Melville"," 73","Canora",1,1,6,3,75,0,86,213
47014,"Yorkton--Melville/Yorkton--Melville"," 74","Canora",1,1,16,5,73,1,97,355
47014,"Yorkton--Melville/Yorkton--Melville"," 75","Canora",4,0,8,5,42,1,60,226
47014,"Yorkton--Melville/Yorkton--Melville"," 76","Canora",3,0,7,4,68,0,82,283
47014,"Yorkton--Melville/Yorkton--Melville"," 77","Canora",2,1,6,10,83,6,108,386
47014,"Yorkton--Melville/Yorkton--Melville"," 78","Canora",1,0,10,12,86,0,109,350
47014,"Yorkton--Melville/Yorkton--Melville"," 79","Gorlitz",3,2,11,0,117,1,134,326
47014,"Yorkton--Melville/Yorkton--Melville"," 80","Cote 64",0,1,185,12,7,3,208,2484
47014,"Yorkton--Melville/Yorkton--Melville"," 81","Theodore",0,2,15,4,75,0,96,146
47014,"Yorkton--Melville/Yorkton--Melville"," 82","Theodore",1,1,21,10,120,0,153,265
47014,"Yorkton--Melville/Yorkton--Melville"," 83","Kamsack",0,0,9,7,44,1,61,245
47014,"Yorkton--Melville/Yorkton--Melville"," 84","Kamsack",2,1,15,8,40,0,66,341
47014,"Yorkton--Melville/Yorkton--Melville"," 85","Kamsack",0,2,15,4,71,0,92,259
47014,"Yorkton--Melville/Yorkton--Melville"," 86","Kamsack",0,0,17,5,51,0,73,209
47014,"Yorkton--Melville/Yorkton--Melville"," 87","Kamsack",1,0,13,2,39,0,55,142
47014,"Yorkton--Melville/Yorkton--Melville"," 88","Kamsack",2,0,10,2,23,0,37,196
47014,"Yorkton--Melville/Yorkton--Melville"," 89","Kamsack Beach",2,1,17,5,87,0,112,291
47014,"Yorkton--Melville/Yorkton--Melville"," 90","Springside",3,1,27,12,159,2,204,330
47014,"Yorkton--Melville/Yorkton--Melville"," 91","Springside",4,0,37,10,185,1,237,408
47014,"Yorkton--Melville/Yorkton--Melville"," 92","Rhein",3,1,11,3,135,1,154,262
47014,"Yorkton--Melville/Yorkton--Melville"," 93","Jedburgh",0,1,4,3,91,0,99,176
47014,"Yorkton--Melville/Yorkton--Melville"," 94","Togo",1,0,17,4,109,0,131,211
47014,"Yorkton--Melville/Yorkton--Melville"," 95","Ebenezer",1,0,1,3,154,0,159,258
47014,"Yorkton--Melville/Yorkton--Melville"," 96","Yorkton",2,2,17,17,70,2,110,424
47014,"Yorkton--Melville/Yorkton--Melville"," 97","Yorkton",8,1,20,0,86,0,115,421
47014,"Yorkton--Melville/Yorkton--Melville"," 98","Yorkton",1,1,28,10,107,2,149,523
47014,"Yorkton--Melville/Yorkton--Melville"," 99","Yorkton",2,4,21,9,64,0,100,399
47014,"Yorkton--Melville/Yorkton--Melville"," 100","Yorkton",1,3,19,6,77,5,111,369
47014,"Yorkton--Melville/Yorkton--Melville"," 101","Yorkton",5,0,15,5,62,4,91,422
47014,"Yorkton--Melville/Yorkton--Melville"," 102","Yorkton",3,1,14,16,69,0,103,400
47014,"Yorkton--Melville/Yorkton--Melville"," 103","Yorkton",4,4,23,13,66,1,111,365
47014,"Yorkton--Melville/Yorkton--Melville"," 104","Yorkton",0,2,15,7,80,0,104,385
47014,"Yorkton--Melville/Yorkton--Melville"," 105","Yorkton",4,0,21,6,108,0,139,483
47014,"Yorkton--Melville/Yorkton--Melville"," 106","Yorkton",5,0,15,2,108,0,130,400
47014,"Yorkton--Melville/Yorkton--Melville"," 107","Yorkton",2,0,31,5,95,2,135,413
47014,"Yorkton--Melville/Yorkton--Melville"," 108","Yorkton",5,2,32,5,76,0,120,375
47014,"Yorkton--Melville/Yorkton--Melville"," 109","Yorkton",4,1,21,9,120,2,157,419
47014,"Yorkton--Melville/Yorkton--Melville"," 110","Yorkton",0,0,27,9,123,0,159,429
47014,"Yorkton--Melville/Yorkton--Melville"," 111A","Yorkton",5,0,12,4,55,0,76,414
47014,"Yorkton--Melville/Yorkton--Melville"," 111B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,7
47014,"Yorkton--Melville/Yorkton--Melville"," 112","Willowbrook",7,1,7,7,96,0,118,169
47014,"Yorkton--Melville/Yorkton--Melville"," 113","Fenwood",0,0,10,5,140,0,155,267
47014,"Yorkton--Melville/Yorkton--Melville"," 114","Tonkin",2,0,13,8,144,0,167,227
47014,"Yorkton--Melville/Yorkton--Melville"," 115","Yorkton",3,0,28,8,159,2,200,504
47014,"Yorkton--Melville/Yorkton--Melville"," 116","Yorkton",2,1,20,7,54,0,84,374
47014,"Yorkton--Melville/Yorkton--Melville"," 117","Yorkton",4,1,35,0,81,0,121,363
47014,"Yorkton--Melville/Yorkton--Melville"," 118","Yorkton",2,1,10,1,97,1,112,301
47014,"Yorkton--Melville/Yorkton--Melville"," 119","Yorkton",10,0,30,8,103,1,152,483
47014,"Yorkton--Melville/Yorkton--Melville"," 120","Yorkton",5,0,21,9,76,0,111,411
47014,"Yorkton--Melville/Yorkton--Melville"," 121","Yorkton",2,3,31,2,81,0,119,348
47014,"Yorkton--Melville/Yorkton--Melville"," 122","Yorkton",1,1,24,5,71,0,102,356
47014,"Yorkton--Melville/Yorkton--Melville"," 123","Yorkton",4,0,26,8,87,0,125,388
47014,"Yorkton--Melville/Yorkton--Melville"," 124","Yorkton",4,0,25,5,84,1,119,345
47014,"Yorkton--Melville/Yorkton--Melville"," 125","Yorkton",8,1,32,7,99,0,147,388
47014,"Yorkton--Melville/Yorkton--Melville"," 126","Yorkton",2,1,28,10,120,0,161,492
47014,"Yorkton--Melville/Yorkton--Melville"," 127","Yorkton",1,0,28,8,86,0,123,456
47014,"Yorkton--Melville/Yorkton--Melville"," 128","Yorkton",2,0,17,5,45,0,69,345
47014,"Yorkton--Melville/Yorkton--Melville"," 129","Yorkton",6,0,33,7,114,0,160,478
47014,"Yorkton--Melville/Yorkton--Melville"," 130","Yorkton",6,0,11,4,132,0,153,480
47014,"Yorkton--Melville/Yorkton--Melville"," 131","Otthon",7,0,12,2,91,1,113,232
47014,"Yorkton--Melville/Yorkton--Melville"," 131-1","Little Bone 74B",Combined with No./Résultats combinés à ceux du n°131,,,,,,,6
47014,"Yorkton--Melville/Yorkton--Melville"," 132","Wroxton",2,0,4,1,115,0,122,201
47014,"Yorkton--Melville/Yorkton--Melville"," 133","Calder",1,0,10,3,99,0,113,171
47014,"Yorkton--Melville/Yorkton--Melville"," 133-1","Keeseekoose 66-CA-05",Combined with No./Résultats combinés à ceux du n°133,,,,,,,2
47014,"Yorkton--Melville/Yorkton--Melville"," 134","Saltcoats",2,1,13,2,136,0,154,266
47014,"Yorkton--Melville/Yorkton--Melville"," 135","Saltcoats",17,0,17,12,134,0,180,341
47014,"Yorkton--Melville/Yorkton--Melville"," 136","Melville",4,0,26,11,97,3,141,346
47014,"Yorkton--Melville/Yorkton--Melville"," 137","Melville",3,0,34,6,113,0,156,367
47014,"Yorkton--Melville/Yorkton--Melville"," 138","Melville",4,1,26,15,99,1,146,459
47014,"Yorkton--Melville/Yorkton--Melville"," 139","Melville",2,3,16,9,61,0,91,317
47014,"Yorkton--Melville/Yorkton--Melville"," 140","Melville",2,0,30,21,98,1,152,457
47014,"Yorkton--Melville/Yorkton--Melville"," 141","Melville",2,2,21,5,80,1,111,406
47014,"Yorkton--Melville/Yorkton--Melville"," 142","MacNutt",2,1,9,6,115,0,133,200
47014,"Yorkton--Melville/Yorkton--Melville"," 143","Melville",2,0,11,8,100,0,121,357
47014,"Yorkton--Melville/Yorkton--Melville"," 144","Melville",2,3,21,9,71,0,106,377
47014,"Yorkton--Melville/Yorkton--Melville"," 145","Melville",2,0,19,5,93,0,119,380
47014,"Yorkton--Melville/Yorkton--Melville"," 146A","Melville",2,0,26,6,100,1,135,353
47014,"Yorkton--Melville/Yorkton--Melville"," 146B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,66
47014,"Yorkton--Melville/Yorkton--Melville"," 147","Duff",1,0,6,2,67,0,76,142
47014,"Yorkton--Melville/Yorkton--Melville"," 148","Bredenbury",0,0,9,2,64,2,77,241
47014,"Yorkton--Melville/Yorkton--Melville"," 149","Bredenbury",1,1,2,3,82,1,90,231
47014,"Yorkton--Melville/Yorkton--Melville"," 150","Churchbridge",4,3,31,21,247,4,310,479
47014,"Yorkton--Melville/Yorkton--Melville"," 151","Churchbridge",7,0,29,15,189,0,240,358
47014,"Yorkton--Melville/Yorkton--Melville"," 152","Waldron",1,1,12,5,69,0,88,183
47014,"Yorkton--Melville/Yorkton--Melville"," 153A","Bangor--Atwater",0,1,5,3,59,0,68,230
47014,"Yorkton--Melville/Yorkton--Melville"," 153B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,15
47014,"Yorkton--Melville/Yorkton--Melville"," 153-1","Ochapowace 71-7",Void/Supprimé,,,,,,,
47014,"Yorkton--Melville/Yorkton--Melville"," 153-2","Ochapowace 71-18",Combined with No./Résultats combinés à ceux du n°153A,,,,,,,2
47014,"Yorkton--Melville/Yorkton--Melville"," 154","Killaly",0,2,7,3,96,0,108,194
47014,"Yorkton--Melville/Yorkton--Melville"," 155","Neudorf",2,2,17,8,156,0,185,299
47014,"Yorkton--Melville/Yorkton--Melville"," 156","Grayson",2,2,26,4,184,0,218,384
47014,"Yorkton--Melville/Yorkton--Melville"," 157","Langenburg",1,0,13,3,82,0,99,211
47014,"Yorkton--Melville/Yorkton--Melville"," 158","Langenburg",0,1,9,3,112,1,126,289
47014,"Yorkton--Melville/Yorkton--Melville"," 159","Langenburg East",1,2,20,9,153,2,187,393
47014,"Yorkton--Melville/Yorkton--Melville"," 160","Langenburg",2,1,9,8,96,2,118,289
47014,"Yorkton--Melville/Yorkton--Melville"," 161","Lemberg",3,0,17,6,166,1,193,317
47014,"Yorkton--Melville/Yorkton--Melville"," 162","Dubuc",2,0,7,3,71,0,83,138
47014,"Yorkton--Melville/Yorkton--Melville"," 163","Yarbo",2,1,6,4,67,0,80,160
47014,"Yorkton--Melville/Yorkton--Melville"," 164","Esterhazy",3,1,11,1,74,2,92,268
47014,"Yorkton--Melville/Yorkton--Melville"," 165","Stockholm",4,1,18,7,150,0,180,274
47014,"Yorkton--Melville/Yorkton--Melville"," 166","Stockholm",4,1,14,3,158,1,181,321
47014,"Yorkton--Melville/Yorkton--Melville"," 166-1","Kahkewistahaw 72",Void/Supprimé,,,,,,,
47014,"Yorkton--Melville/Yorkton--Melville"," 167","Esterhazy",1,0,14,7,63,1,86,312
47014,"Yorkton--Melville/Yorkton--Melville"," 168","Esterhazy",1,2,6,6,89,1,105,314
47014,"Yorkton--Melville/Yorkton--Melville"," 169","Esterhazy",0,1,15,7,97,0,120,365
47014,"Yorkton--Melville/Yorkton--Melville"," 170","Esterhazy",1,1,10,16,73,0,101,276
47014,"Yorkton--Melville/Yorkton--Melville"," 171","Esterhazy",1,1,6,10,85,0,103,258
47014,"Yorkton--Melville/Yorkton--Melville"," 172","Esterhazy",1,2,10,2,104,0,119,276
47014,"Yorkton--Melville/Yorkton--Melville"," 173","Tantallon",1,1,9,9,147,1,168,308
47014,"Yorkton--Melville/Yorkton--Melville"," 174","Spy Hill",5,1,16,7,159,0,188,259
47014,"Yorkton--Melville/Yorkton--Melville"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,20
47014,"Yorkton--Melville/Yorkton--Melville"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,8
47014,"Yorkton--Melville/Yorkton--Melville"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,8
47014,"Yorkton--Melville/Yorkton--Melville"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,27
47014,"Yorkton--Melville/Yorkton--Melville"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,31
47014,"Yorkton--Melville/Yorkton--Melville"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,32
47014,"Yorkton--Melville/Yorkton--Melville"," 506","Mobile poll/Bureau itinérant",39,10,189,141,549,35,963,43
47014,"Yorkton--Melville/Yorkton--Melville"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,15
47014,"Yorkton--Melville/Yorkton--Melville"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,14
47014,"Yorkton--Melville/Yorkton--Melville"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,33
47014,"Yorkton--Melville/Yorkton--Melville"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,23
47014,"Yorkton--Melville/Yorkton--Melville"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,18
47014,"Yorkton--Melville/Yorkton--Melville"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,43
47014,"Yorkton--Melville/Yorkton--Melville"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,59
47014,"Yorkton--Melville/Yorkton--Melville"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,37
47014,"Yorkton--Melville/Yorkton--Melville"," 515","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,62
47014,"Yorkton--Melville/Yorkton--Melville"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,22
47014,"Yorkton--Melville/Yorkton--Melville"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,205
47014,"Yorkton--Melville/Yorkton--Melville"," 518","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,24
47014,"Yorkton--Melville/Yorkton--Melville"," 519","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,,22
47014,"Yorkton--Melville/Yorkton--Melville"," 520","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°146B,,,,,,,46
47014,"Yorkton--Melville/Yorkton--Melville"," 521","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,,47
47014,"Yorkton--Melville/Yorkton--Melville"," 522","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,,50
47014,"Yorkton--Melville/Yorkton--Melville"," 600","Carrot River",2,3,55,21,405,4,490,
47014,"Yorkton--Melville/Yorkton--Melville"," 601","Hudson Bay",23,5,74,32,470,1,605,
47014,"Yorkton--Melville/Yorkton--Melville"," 602","Porcupine Plain",9,3,44,14,296,3,369,
47014,"Yorkton--Melville/Yorkton--Melville"," 603","Kinistin 91",Combined with No./Résultats combinés à ceux du n°604,,,,,,,
47014,"Yorkton--Melville/Yorkton--Melville"," 604","Naicam",1,2,33,20,379,1,436,
47014,"Yorkton--Melville/Yorkton--Melville"," 605","Yellow Quill",Combined with No./Résultats combinés à ceux du n°606,,,,,,,
47014,"Yorkton--Melville/Yorkton--Melville"," 606","Wadena",4,3,71,42,599,7,726,
47014,"Yorkton--Melville/Yorkton--Melville"," 607","Wynyard",Combined with No./Résultats combinés à ceux du n°606,,,,,,,
47014,"Yorkton--Melville/Yorkton--Melville"," 608","Fishing Lake 89",Combined with No./Résultats combinés à ceux du n°606,,,,,,,
47014,"Yorkton--Melville/Yorkton--Melville"," 609","Foam Lake",6,7,55,15,458,3,544,
47014,"Yorkton--Melville/Yorkton--Melville"," 610","Preeceville",14,4,53,36,613,4,724,
47014,"Yorkton--Melville/Yorkton--Melville"," 611","Canora",10,3,86,37,657,5,798,
47014,"Yorkton--Melville/Yorkton--Melville"," 612","Norquay",3,1,35,8,271,0,318,
47014,"Yorkton--Melville/Yorkton--Melville"," 613","The Key 65",Combined with No./Résultats combinés à ceux du n°612,,,,,,,
47014,"Yorkton--Melville/Yorkton--Melville"," 614","Keeseekoose 66",Combined with No./Résultats combinés à ceux du n°616,,,,,,,
47014,"Yorkton--Melville/Yorkton--Melville"," 615","Cote 64",Combined with No./Résultats combinés à ceux du n°616,,,,,,,
47014,"Yorkton--Melville/Yorkton--Melville"," 616","Kamsack",9,4,102,34,388,2,539,
47014,"Yorkton--Melville/Yorkton--Melville"," 617","Yorkton--Springside",14,5,109,35,618,2,783,
47014,"Yorkton--Melville/Yorkton--Melville"," 618","Yorkton",16,3,198,40,491,2,750,
47014,"Yorkton--Melville/Yorkton--Melville"," 619","Yorkton",32,6,174,49,629,7,897,
47014,"Yorkton--Melville/Yorkton--Melville"," 620","Yorkton",15,4,187,32,652,4,894,
47014,"Yorkton--Melville/Yorkton--Melville"," 621","Yorkton",12,1,101,24,356,7,501,
47014,"Yorkton--Melville/Yorkton--Melville"," 622","Little Bone 74B",Combined with No./Résultats combinés à ceux du n°617,,,,,,,
47014,"Yorkton--Melville/Yorkton--Melville"," 623","Bredenbury",7,2,42,21,334,2,408,
47014,"Yorkton--Melville/Yorkton--Melville"," 624","Keeseekoose 66-CA-05",Combined with No./Résultats combinés à ceux du n°623,,,,,,,
47014,"Yorkton--Melville/Yorkton--Melville"," 625","Melville",14,2,122,53,600,2,793,
47014,"Yorkton--Melville/Yorkton--Melville"," 626","Melville--Neudorf",7,4,102,44,529,4,690,
47014,"Yorkton--Melville/Yorkton--Melville"," 627","Esterhazy",21,10,152,57,863,12,1115,
47014,"Yorkton--Melville/Yorkton--Melville"," 628","Ochapowace 71-7",Combined with No./Résultats combinés à ceux du n°627,,,,,,,
47014,"Yorkton--Melville/Yorkton--Melville"," 629","Ochapowace 71-18",Combined with No./Résultats combinés à ceux du n°627,,,,,,,
47014,"Yorkton--Melville/Yorkton--Melville"," 630","Kahkewistahaw 72",Combined with No./Résultats combinés à ceux du n°627,,,,,,,
47014,"Yorkton--Melville/Yorkton--Melville"," 631","Langenburg",12,2,53,18,354,1,440,
47014,"Yorkton--Melville/Yorkton--Melville",,Group 1/Groupe 1, 12,1,113,26,174,29,355,119
47014,"Yorkton--Melville/Yorkton--Melville",,Group 2/Groupe 2, 16,1,132,44,535,21,749,
