Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Katrina Archambault,Shahid Khan,Kakou Richard Kouassi,Eyad Mobayed,Gordon Nash,Tanya Toledano,Sameer Zuberi,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 28","Montréal",8,3,9,0,0,47,88,1,156,365
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 29","Montréal",5,1,4,1,1,31,107,3,153,456
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 30","Montréal",8,4,7,2,2,49,104,0,176,431
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 31","Montréal",6,1,0,0,0,39,125,3,174,525
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 32","Montréal",6,0,8,0,3,38,77,7,139,395
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 33","Montréal",23,1,5,0,6,62,109,2,208,410
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 34","Montréal",18,0,21,0,0,47,123,1,210,451
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 35","Montréal",15,1,5,0,2,37,88,1,149,467
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 36","Montréal",8,0,7,0,1,42,110,0,168,488
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 37","Montréal",16,1,15,0,1,94,136,0,263,524
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 38","Montréal",13,1,9,0,1,69,146,3,242,426
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 39","Montréal",21,1,9,1,3,58,134,2,229,493
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 40","Montréal",23,1,9,0,0,67,141,0,241,473
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 41","Dollard-des-Ormeaux",12,1,11,0,2,52,78,1,157,398
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 42","Dollard-des-Ormeaux",8,2,10,0,0,65,133,1,219,481
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 43","Dollard-des-Ormeaux",4,0,3,0,0,36,103,1,147,397
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 44","Dollard-des-Ormeaux",2,0,10,0,3,37,95,1,148,408
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 45","Dollard-des-Ormeaux",5,6,6,0,1,44,103,0,165,392
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 46","Dollard-des-Ormeaux",7,2,4,0,0,39,71,4,127,336
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 47","Dollard-des-Ormeaux",2,0,5,0,3,45,105,2,162,407
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 48","Dollard-des-Ormeaux",4,0,2,0,1,64,103,0,174,414
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 49","Montréal",9,3,1,0,1,47,99,9,169,414
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 50","Montréal",12,1,7,1,0,48,114,0,183,455
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 51","Montréal",12,1,14,0,1,41,87,2,158,413
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 52","Montréal",3,1,6,0,0,51,79,1,141,372
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 53","Montréal",10,0,5,0,0,33,93,1,142,398
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 54","Montréal",5,1,9,0,1,68,113,1,198,430
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 55","Montréal",11,3,6,0,0,33,92,0,145,465
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 56","Montréal",4,1,9,0,2,38,106,2,162,434
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 57","Dollard-des-Ormeaux",2,3,1,0,1,31,62,2,102,370
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 58","Dollard-des-Ormeaux",9,0,3,0,1,53,115,1,182,472
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 59","Montréal",5,1,8,0,1,39,77,3,134,463
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 60","Dollard-des-Ormeaux",4,1,6,0,1,69,80,2,163,398
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 61","Dollard-des-Ormeaux",12,1,5,0,1,65,115,3,202,472
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 62","Dollard-des-Ormeaux",5,1,9,1,0,75,169,2,262,500
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 63","Dollard-des-Ormeaux",10,0,9,0,4,65,180,5,273,466
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 64","Dollard-des-Ormeaux",8,0,6,0,3,65,158,2,242,467
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 65","Dollard-des-Ormeaux",8,0,8,0,0,57,100,4,177,487
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 66","Dollard-des-Ormeaux",2,4,8,1,3,48,101,6,173,480
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 67","Dollard-des-Ormeaux",1,1,1,0,0,57,86,1,147,361
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 68","Dollard-des-Ormeaux",4,1,9,1,5,51,124,1,196,497
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 69","Dollard-des-Ormeaux",3,3,3,0,0,49,88,0,146,365
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 70","Dollard-des-Ormeaux",12,1,9,0,1,67,111,4,205,478
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 71","Dollard-des-Ormeaux",4,1,1,0,0,41,46,1,94,200
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 72","Dollard-des-Ormeaux",4,0,7,0,3,53,103,0,170,412
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 73","Dollard-des-Ormeaux",0,1,3,0,4,53,111,2,174,471
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 74","Dollard-des-Ormeaux",5,1,8,0,1,57,108,2,182,507
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 75","Montréal",26,3,2,0,1,62,105,0,199,474
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 76","Montréal",16,1,3,0,2,115,146,1,284,614
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 77","Montréal",17,0,4,0,0,51,70,0,142,354
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 78","Montréal",15,1,4,0,0,42,70,0,132,353
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 79","Montréal",24,0,3,0,0,43,89,0,159,397
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 80","Montréal",23,0,5,0,1,42,73,0,144,438
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 81","Montréal",12,0,1,0,0,35,55,0,103,338
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 82","Montréal",27,0,9,0,1,29,84,2,152,406
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 83","Montréal",21,0,1,0,0,36,70,1,129,343
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 84","Montréal",36,1,7,0,1,48,59,3,155,434
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 85","Montréal",14,0,6,0,1,50,87,0,158,441
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 86","Montréal",3,4,4,0,1,39,106,1,158,442
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 87","Montréal",9,0,1,0,1,27,94,1,133,418
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 88","Montréal",14,0,6,0,1,37,106,0,164,419
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 89","Montréal",6,0,5,0,1,55,85,1,153,391
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 90","Montréal",3,0,3,0,0,26,84,1,117,403
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 91","Montréal",5,3,8,0,1,53,95,1,166,468
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 92","Montréal",7,1,3,0,0,35,71,0,117,547
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 93","Montréal",1,0,3,0,1,40,80,1,126,407
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 94","Montréal",4,1,1,0,0,42,95,7,150,391
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 95","Dollard-des-Ormeaux",7,2,5,0,1,66,69,3,153,504
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 96","Dollard-des-Ormeaux",1,0,2,0,2,60,84,0,149,385
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 97","Dollard-des-Ormeaux",8,1,2,0,3,63,96,2,175,397
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 98","Dollard-des-Ormeaux",0,0,0,0,0,101,48,1,150,399
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 99","Dollard-des-Ormeaux",3,0,3,0,0,66,71,3,146,424
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 100","Dollard-des-Ormeaux",2,1,2,0,0,76,112,3,196,407
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 101","Dollard-des-Ormeaux",4,1,2,0,0,105,71,1,184,433
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 102","Dollard-des-Ormeaux",4,0,2,0,3,103,50,1,163,358
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 103","Dollard-des-Ormeaux",3,0,6,0,1,116,61,3,190,376
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 104","Dollard-des-Ormeaux",5,3,4,0,1,45,114,4,176,323
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 105","Dollard-des-Ormeaux",2,5,3,1,0,56,98,4,169,380
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 106","Dollard-des-Ormeaux",6,2,4,1,7,28,74,1,123,352
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 107","Dollard-des-Ormeaux",1,1,1,0,0,54,78,1,136,370
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 108","Montréal",2,3,5,0,0,49,83,3,145,437
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 109","Montréal",2,1,4,0,2,58,101,1,169,447
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 110","Dollard-des-Ormeaux",0,0,3,0,0,62,85,0,150,406
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 111","Dollard-des-Ormeaux",5,1,7,2,2,55,78,2,152,379
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 112","Montréal",3,3,5,0,0,53,130,1,195,450
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 113","Dollard-des-Ormeaux",6,0,3,0,0,57,100,0,166,432
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 114","Montréal",6,2,5,1,1,47,97,0,159,393
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 115","Dollard-des-Ormeaux",2,0,2,0,1,102,42,1,150,384
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 116","Montréal",3,0,3,0,0,52,100,1,159,371
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 117","Dollard-des-Ormeaux",1,0,3,0,0,64,53,1,122,401
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 118","Montréal",17,1,2,0,0,48,99,0,167,443
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 119","Montréal",24,1,7,0,0,74,137,5,248,541
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 120","Montréal",23,3,5,0,1,68,94,2,196,430
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 121","Montréal",17,0,7,0,0,47,115,1,187,432
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 122","Montréal",40,1,4,0,0,65,105,1,216,484
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 123","Montréal",15,1,3,1,0,47,81,0,148,360
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 124","Montréal",12,0,4,1,2,43,103,0,165,373
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 125","Montréal",24,3,5,0,2,35,73,2,144,349
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 126","Dollard-des-Ormeaux",4,0,3,0,0,57,112,3,179,481
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 127","Dollard-des-Ormeaux",2,2,2,2,0,65,109,1,183,531
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 128","Dollard-des-Ormeaux",5,1,1,0,0,72,72,3,154,370
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 129","Dollard-des-Ormeaux",5,1,4,1,1,49,105,3,169,476
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 130","Dollard-des-Ormeaux",3,0,7,0,0,64,84,1,159,416
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 131","Dollard-des-Ormeaux",1,1,2,1,3,105,37,0,150,418
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 132","Dollard-des-Ormeaux",0,0,3,0,0,102,63,0,168,424
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 133","Dollard-des-Ormeaux",2,0,1,0,0,63,64,2,132,350
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 134","Dollard-des-Ormeaux",0,0,2,0,0,89,44,2,137,383
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 135","Dollard-des-Ormeaux",2,0,0,0,0,49,75,0,126,378
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 136","Dollard-des-Ormeaux",6,0,0,0,1,55,89,2,153,420
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 137","Dollard-des-Ormeaux",1,0,2,0,0,119,44,4,170,422
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 138","Dollard-des-Ormeaux",0,0,2,0,3,64,70,1,140,358
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 139","Montréal",7,1,5,0,4,48,109,5,179,488
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 140","Dollard-des-Ormeaux",6,0,3,0,3,81,97,2,192,433
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 141","Montréal",5,0,6,0,0,34,72,1,118,475
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 142","Montréal",14,1,1,0,0,51,77,1,145,442
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 143","Montréal",5,1,3,0,0,27,49,1,86,270
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 144","Dollard-des-Ormeaux",3,2,9,0,2,47,76,2,141,426
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 145","Montréal",6,2,9,1,1,47,72,1,139,460
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 146","Montréal",8,0,4,0,2,67,88,1,170,425
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 147","Montréal",17,3,10,0,2,64,82,0,178,479
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 148","Dollard-des-Ormeaux",4,0,3,0,0,98,49,2,156,348
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 149","Dollard-des-Ormeaux",3,1,3,0,1,103,91,0,202,489
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 150","Dollard-des-Ormeaux",4,1,1,0,0,71,77,0,154,434
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 151","Dollard-des-Ormeaux",4,0,4,0,0,98,121,4,231,466
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 152","Dollard-des-Ormeaux",2,0,4,1,0,59,87,0,153,366
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 153","Dollard-des-Ormeaux",0,1,7,0,1,56,124,2,191,378
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 154","Dollard-des-Ormeaux",4,0,5,1,0,53,84,0,147,384
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 155","Dollard-des-Ormeaux",0,0,1,0,1,87,54,2,145,432
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 156","Dollard-des-Ormeaux",5,1,5,0,0,75,86,1,173,474
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 157","Dollard-des-Ormeaux",0,2,3,0,0,72,99,2,178,500
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 158","Dollard-des-Ormeaux",1,1,6,0,0,52,109,0,169,454
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 159","Dollard-des-Ormeaux",6,2,9,0,0,53,74,0,144,366
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 160","Dollard-des-Ormeaux",1,1,5,0,0,53,88,0,148,481
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 161","Dollard-des-Ormeaux",3,0,6,0,2,56,81,3,151,478
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 162","Dollard-des-Ormeaux",7,2,5,1,0,66,88,2,171,458
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 163","Dollard-des-Ormeaux",1,0,3,0,1,52,100,1,158,426
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 164","Dollard-des-Ormeaux",3,1,8,0,1,53,109,0,175,509
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 165","Montréal",26,3,0,0,1,16,177,14,237,330
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 166","Montréal",8,1,2,0,0,35,67,0,113,340
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 167","Montréal",0,1,0,0,0,41,36,1,79,327
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 168","Montréal",9,2,5,0,1,57,62,0,136,334
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 169","Montréal",35,1,8,0,0,33,97,0,174,423
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 170","Montréal",8,1,1,0,2,57,66,1,136,360
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 171","Montréal",13,0,3,0,1,42,81,2,142,414
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 172","Montréal",20,0,3,0,1,58,77,1,160,379
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 173","Montréal",28,3,6,0,1,31,70,0,139,444
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 174","Montréal",31,1,7,0,1,53,68,0,161,479
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 175","Montréal",16,0,1,0,0,38,67,1,123,340
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 176","Montréal",26,1,5,0,1,48,60,1,142,377
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 177","Dollard-des-Ormeaux",1,0,5,0,0,46,87,0,139,500
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 178","Dollard-des-Ormeaux",7,2,6,0,4,67,108,1,195,534
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 179","Montréal",7,0,8,0,0,79,115,3,212,426
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 180","Dollard-des-Ormeaux",1,2,5,0,0,50,62,1,121,359
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 181","Montréal",5,2,7,0,1,51,115,1,182,381
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 182","Montréal",7,1,5,0,1,70,147,1,232,429
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 183","Dollard-des-Ormeaux",9,0,4,0,0,54,96,1,164,384
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 184","Montréal",9,1,7,0,2,63,124,3,209,465
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 185","Montréal",7,0,10,0,3,28,102,0,150,369
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 186","Dollard-des-Ormeaux",5,0,7,0,1,45,108,2,168,372
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 187","Dollard-des-Ormeaux",7,0,6,0,0,45,146,0,204,424
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 188","Dollard-des-Ormeaux",5,0,4,0,0,43,64,2,118,372
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 189","Dollard-des-Ormeaux",13,2,6,0,1,43,128,1,194,338
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 190","Dollard-des-Ormeaux",4,2,3,0,2,47,145,3,206,376
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 191","Dollard-des-Ormeaux",8,0,3,0,1,46,93,2,153,340
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 192","Dollard-des-Ormeaux",11,0,4,1,3,41,93,2,155,379
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 193","Dollard-des-Ormeaux",10,0,5,0,2,58,138,2,215,398
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 194","Dollard-des-Ormeaux",8,0,5,1,0,59,105,1,179,333
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 195","Dollard-des-Ormeaux",3,0,3,0,4,37,128,1,176,345
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 196","Dollard-des-Ormeaux",7,1,9,0,4,33,112,0,166,361
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 500","Mobile poll/Bureau itinérant",10,2,4,0,1,12,80,2,111,129
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 501","Mobile poll/Bureau itinérant",6,1,3,1,0,12,25,3,51,100
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,,28
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 503","Mobile poll/Bureau itinérant",7,1,0,0,0,8,27,3,46,39
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 504","Mobile poll/Bureau itinérant",9,2,3,0,1,15,72,6,108,114
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,,30
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 506","Mobile poll/Bureau itinérant",1,0,0,1,0,7,38,5,52,78
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,,,57
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 508","Mobile poll/Bureau itinérant",3,1,2,1,1,6,39,4,57,110
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,,47
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,,25
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,,86
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 600","Montréal",70,3,41,1,8,175,595,8,901,
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 601","Dollard-Des Ormeaux",30,4,23,0,4,159,637,12,869,
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 602","Dollard-Des Ormeaux",19,2,26,1,2,224,628,10,912,
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 603","Dollard-Des Ormeaux",20,6,10,1,7,159,494,13,710,
24056,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 604","Montréal",88,5,40,0,6,164,668,9,980,
