Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Peggy Askin,Tom Becker,Addison Fach,Ahmed Khan,Michelle Rempel Garner,Vanessa Wang,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48011,"Calgary Nose Hill/Calgary Nose Hill"," 65","Calgary",0,102,2,8,206,1,2,321,649
48011,"Calgary Nose Hill/Calgary Nose Hill"," 66","Calgary",0,91,0,12,151,3,1,258,588
48011,"Calgary Nose Hill/Calgary Nose Hill"," 67","Calgary",1,109,3,9,180,2,2,306,761
48011,"Calgary Nose Hill/Calgary Nose Hill"," 68","Calgary",0,85,0,9,176,0,0,270,654
48011,"Calgary Nose Hill/Calgary Nose Hill"," 69","Calgary",1,80,0,5,116,1,0,203,578
48011,"Calgary Nose Hill/Calgary Nose Hill"," 70","Calgary",0,100,0,12,188,1,1,302,650
48011,"Calgary Nose Hill/Calgary Nose Hill"," 71","Calgary",0,90,1,3,134,1,0,229,649
48011,"Calgary Nose Hill/Calgary Nose Hill"," 72","Calgary",0,68,0,3,164,1,2,238,630
48011,"Calgary Nose Hill/Calgary Nose Hill"," 73","Calgary",1,90,0,4,117,2,1,215,623
48011,"Calgary Nose Hill/Calgary Nose Hill"," 74","Calgary",1,99,2,10,189,1,2,304,686
48011,"Calgary Nose Hill/Calgary Nose Hill"," 75","Calgary",0,77,3,11,146,0,0,237,637
48011,"Calgary Nose Hill/Calgary Nose Hill"," 76","Calgary",0,86,3,6,111,0,2,208,581
48011,"Calgary Nose Hill/Calgary Nose Hill"," 77","Calgary",1,99,2,13,146,3,0,264,663
48011,"Calgary Nose Hill/Calgary Nose Hill"," 78","Calgary",1,73,3,10,110,1,0,198,577
48011,"Calgary Nose Hill/Calgary Nose Hill"," 79","Calgary",0,72,2,12,150,0,7,243,637
48011,"Calgary Nose Hill/Calgary Nose Hill"," 80","Calgary",0,119,3,4,110,0,1,237,578
48011,"Calgary Nose Hill/Calgary Nose Hill"," 81","Calgary",0,136,3,10,176,1,1,327,653
48011,"Calgary Nose Hill/Calgary Nose Hill"," 82","Calgary",0,113,4,8,166,0,2,293,643
48011,"Calgary Nose Hill/Calgary Nose Hill"," 83","Calgary",0,89,4,9,132,2,1,237,630
48011,"Calgary Nose Hill/Calgary Nose Hill"," 84","Calgary",0,66,1,10,119,0,0,196,572
48011,"Calgary Nose Hill/Calgary Nose Hill"," 85","Calgary",1,69,0,7,104,0,3,184,593
48011,"Calgary Nose Hill/Calgary Nose Hill"," 86","Calgary",0,89,4,12,122,0,0,227,608
48011,"Calgary Nose Hill/Calgary Nose Hill"," 87","Calgary",0,124,2,7,137,1,0,271,595
48011,"Calgary Nose Hill/Calgary Nose Hill"," 88","Calgary",0,84,3,11,140,1,0,239,588
48011,"Calgary Nose Hill/Calgary Nose Hill"," 89","Calgary",1,97,2,5,192,1,2,300,626
48011,"Calgary Nose Hill/Calgary Nose Hill"," 90","Calgary",1,158,2,10,150,1,1,323,820
48011,"Calgary Nose Hill/Calgary Nose Hill"," 91","Calgary",0,72,1,4,135,0,2,214,643
48011,"Calgary Nose Hill/Calgary Nose Hill"," 92","Calgary",0,34,1,14,129,0,2,180,498
48011,"Calgary Nose Hill/Calgary Nose Hill"," 93","Calgary",0,51,1,5,149,2,1,209,532
48011,"Calgary Nose Hill/Calgary Nose Hill"," 94","Calgary",0,40,1,6,128,0,1,176,523
48011,"Calgary Nose Hill/Calgary Nose Hill"," 95","Calgary",2,80,0,13,128,0,0,223,625
48011,"Calgary Nose Hill/Calgary Nose Hill"," 96","Calgary",0,43,2,9,102,0,0,156,549
48011,"Calgary Nose Hill/Calgary Nose Hill"," 97","Calgary",0,54,5,11,137,2,0,209,622
48011,"Calgary Nose Hill/Calgary Nose Hill"," 98","Calgary",0,83,6,13,120,0,1,223,650
48011,"Calgary Nose Hill/Calgary Nose Hill"," 99","Calgary",1,81,2,10,190,2,0,286,685
48011,"Calgary Nose Hill/Calgary Nose Hill"," 100","Calgary",0,76,2,6,144,0,3,231,563
48011,"Calgary Nose Hill/Calgary Nose Hill"," 101","Calgary",1,116,1,8,173,1,1,301,748
48011,"Calgary Nose Hill/Calgary Nose Hill"," 102","Calgary",0,85,4,6,150,0,4,249,581
48011,"Calgary Nose Hill/Calgary Nose Hill"," 103","Calgary",1,56,2,7,114,0,0,180,526
48011,"Calgary Nose Hill/Calgary Nose Hill"," 104","Calgary",1,106,5,10,118,1,2,243,624
48011,"Calgary Nose Hill/Calgary Nose Hill"," 105","Calgary",1,107,5,11,145,1,1,271,645
48011,"Calgary Nose Hill/Calgary Nose Hill"," 106","Calgary",1,75,3,9,103,2,3,196,605
48011,"Calgary Nose Hill/Calgary Nose Hill"," 107","Calgary",0,83,4,5,132,0,1,225,647
48011,"Calgary Nose Hill/Calgary Nose Hill"," 108","Calgary",1,70,6,6,127,2,1,213,637
48011,"Calgary Nose Hill/Calgary Nose Hill"," 109","Calgary",0,80,3,9,135,0,1,228,528
48011,"Calgary Nose Hill/Calgary Nose Hill"," 110","Calgary",2,66,2,8,125,2,4,209,582
48011,"Calgary Nose Hill/Calgary Nose Hill"," 111","Calgary",0,53,0,11,122,1,1,188,540
48011,"Calgary Nose Hill/Calgary Nose Hill"," 112","Calgary",0,74,5,14,111,1,0,205,608
48011,"Calgary Nose Hill/Calgary Nose Hill"," 113","Calgary",0,64,2,6,126,2,2,202,619
48011,"Calgary Nose Hill/Calgary Nose Hill"," 114","Calgary",1,52,2,9,111,1,0,176,650
48011,"Calgary Nose Hill/Calgary Nose Hill"," 115","Calgary",0,57,1,6,124,1,1,190,564
48011,"Calgary Nose Hill/Calgary Nose Hill"," 116","Calgary",2,63,1,14,87,0,1,168,589
48011,"Calgary Nose Hill/Calgary Nose Hill"," 117","Calgary",1,82,4,12,149,0,1,249,584
48011,"Calgary Nose Hill/Calgary Nose Hill"," 118","Calgary",0,119,1,6,131,0,0,257,627
48011,"Calgary Nose Hill/Calgary Nose Hill"," 119","Calgary",1,61,3,2,103,0,0,170,467
48011,"Calgary Nose Hill/Calgary Nose Hill"," 120","Calgary",0,91,3,9,140,1,0,244,666
48011,"Calgary Nose Hill/Calgary Nose Hill"," 121","Calgary",0,85,2,9,136,2,0,234,594
48011,"Calgary Nose Hill/Calgary Nose Hill"," 122","Calgary",2,78,0,3,122,1,0,206,558
48011,"Calgary Nose Hill/Calgary Nose Hill"," 123","Calgary",1,138,3,14,180,2,0,338,752
48011,"Calgary Nose Hill/Calgary Nose Hill"," 124","Calgary",1,98,2,10,146,1,2,260,646
48011,"Calgary Nose Hill/Calgary Nose Hill"," 125","Calgary",1,114,1,11,167,0,0,294,647
48011,"Calgary Nose Hill/Calgary Nose Hill"," 126","Calgary",2,69,7,5,123,0,0,206,736
48011,"Calgary Nose Hill/Calgary Nose Hill"," 127","Calgary",3,78,3,11,124,0,1,220,710
48011,"Calgary Nose Hill/Calgary Nose Hill"," 128","Calgary",1,99,7,18,166,1,1,293,788
48011,"Calgary Nose Hill/Calgary Nose Hill"," 129","Calgary",1,105,2,13,150,0,0,271,728
48011,"Calgary Nose Hill/Calgary Nose Hill"," 130","Calgary",0,70,6,10,159,1,0,246,726
48011,"Calgary Nose Hill/Calgary Nose Hill"," 131","Calgary",2,86,4,9,166,5,1,273,713
48011,"Calgary Nose Hill/Calgary Nose Hill"," 132","Calgary",0,105,1,17,183,2,0,308,726
48011,"Calgary Nose Hill/Calgary Nose Hill"," 133","Calgary",0,67,0,3,132,0,0,202,423
48011,"Calgary Nose Hill/Calgary Nose Hill"," 134","Calgary",1,87,4,5,124,0,0,221,495
48011,"Calgary Nose Hill/Calgary Nose Hill"," 135","Calgary",0,85,1,6,156,2,1,251,547
48011,"Calgary Nose Hill/Calgary Nose Hill"," 136","Calgary",0,68,1,7,103,2,2,183,479
48011,"Calgary Nose Hill/Calgary Nose Hill"," 137","Calgary",1,48,1,7,123,1,0,181,524
48011,"Calgary Nose Hill/Calgary Nose Hill"," 138","Calgary",0,76,3,6,99,0,0,184,495
48011,"Calgary Nose Hill/Calgary Nose Hill"," 139","Calgary",0,58,1,9,111,1,0,180,540
48011,"Calgary Nose Hill/Calgary Nose Hill"," 140","Calgary",1,79,1,4,108,2,2,197,516
48011,"Calgary Nose Hill/Calgary Nose Hill"," 141","Calgary",0,48,3,3,87,0,0,141,451
48011,"Calgary Nose Hill/Calgary Nose Hill"," 142","Calgary",1,68,5,8,118,0,1,201,636
48011,"Calgary Nose Hill/Calgary Nose Hill"," 143","Calgary",0,62,3,5,92,2,3,167,584
48011,"Calgary Nose Hill/Calgary Nose Hill"," 500","Mobile poll/Bureau itinérant",3,32,1,6,53,1,2,98,91
48011,"Calgary Nose Hill/Calgary Nose Hill"," 501","Mobile poll/Bureau itinérant",1,78,2,13,142,0,9,245,111
48011,"Calgary Nose Hill/Calgary Nose Hill"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,131
48011,"Calgary Nose Hill/Calgary Nose Hill"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,92
48011,"Calgary Nose Hill/Calgary Nose Hill"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,88
48011,"Calgary Nose Hill/Calgary Nose Hill"," 600","Calgary",1,277,0,21,421,3,2,725,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 601","Calgary",2,292,3,22,489,1,1,810,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 602","Calgary",2,239,2,12,569,0,2,826,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 603","Calgary",1,231,1,14,532,5,0,784,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 604","Calgary",0,281,4,35,466,1,2,789,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 605","Calgary",1,192,4,13,353,1,0,564,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 606","Calgary",0,226,3,21,414,4,2,670,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 607","Calgary",0,235,2,17,477,2,1,734,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 608","Calgary",0,192,2,13,327,1,0,535,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 609","Calgary",0,234,3,18,379,1,0,635,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 610","Calgary",4,210,4,12,459,2,3,694,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 611","Calgary",0,325,2,28,440,0,1,796,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 612","Calgary",3,233,5,25,436,3,3,708,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 613","Calgary",0,295,1,35,389,2,1,723,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 614","Calgary",3,380,6,29,465,4,2,889,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 615","Calgary",0,199,2,11,318,0,1,531,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 616","Calgary",1,210,3,17,324,1,3,559,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 617","Calgary",0,205,3,10,336,1,2,557,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 618","Calgary",0,336,1,22,593,2,0,954,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 619","Calgary",0,295,3,13,509,5,2,827,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 620","Calgary",0,271,1,21,441,3,1,738,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 621","Calgary",1,255,2,14,407,2,1,682,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 622","Calgary",0,359,3,20,512,1,3,898,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 623","Calgary",0,320,2,13,399,1,3,738,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 624","Calgary",1,275,4,15,300,0,1,596,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 625","Calgary",2,202,4,17,182,1,0,408,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 626","Calgary",1,295,6,15,425,0,1,743,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 627","Calgary",1,273,14,21,494,6,0,809,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 628","Calgary",1,244,6,29,416,0,0,696,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 629","Calgary",3,199,3,15,417,2,0,639,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 630","Calgary",2,230,8,19,441,1,2,703,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 631","Calgary",0,288,7,26,474,2,0,797,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 632","Calgary",0,177,4,14,246,3,1,445,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 633","Calgary",1,194,7,9,321,3,2,537,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 634","Calgary",1,355,6,25,435,5,4,831,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 635","Calgary",2,226,2,17,347,2,0,596,
48011,"Calgary Nose Hill/Calgary Nose Hill"," 636","Calgary",1,330,6,22,395,3,4,761,
48011,"Calgary Nose Hill/Calgary Nose Hill",,Group 1/Groupe 1, 2,733,12,75,738,3,57,1620,483
48011,"Calgary Nose Hill/Calgary Nose Hill",,Group 2/Groupe 2, 1,584,5,37,1026,3,41,1697,
