Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Inderjeetsingh Ailsinghani,Iqwinder Singh Gaheer,Nathan Quinlan,Jaspreet Sandhu,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35065,"Mississauga--Malton/Mississauga--Malton"," 39","Mississauga",2,81,3,76,3,165,484
35065,"Mississauga--Malton/Mississauga--Malton"," 40","Mississauga",5,112,1,93,1,212,531
35065,"Mississauga--Malton/Mississauga--Malton"," 41","Mississauga",3,42,1,34,0,80,341
35065,"Mississauga--Malton/Mississauga--Malton"," 42","Mississauga",10,154,3,71,1,239,536
35065,"Mississauga--Malton/Mississauga--Malton"," 43","Mississauga",11,113,2,68,5,199,490
35065,"Mississauga--Malton/Mississauga--Malton"," 44","Mississauga",5,76,1,51,0,133,385
35065,"Mississauga--Malton/Mississauga--Malton"," 45","Mississauga",7,89,2,71,2,171,463
35065,"Mississauga--Malton/Mississauga--Malton"," 46","Mississauga",1,40,1,64,0,106,359
35065,"Mississauga--Malton/Mississauga--Malton"," 47","Mississauga",5,45,2,80,0,132,359
35065,"Mississauga--Malton/Mississauga--Malton"," 48","Mississauga",1,87,2,85,0,175,460
35065,"Mississauga--Malton/Mississauga--Malton"," 49","Mississauga",5,83,4,102,1,195,604
35065,"Mississauga--Malton/Mississauga--Malton"," 50","Mississauga",2,71,1,79,1,154,476
35065,"Mississauga--Malton/Mississauga--Malton"," 51","Mississauga",13,89,2,64,0,168,455
35065,"Mississauga--Malton/Mississauga--Malton"," 52","Mississauga",4,73,4,94,2,177,538
35065,"Mississauga--Malton/Mississauga--Malton"," 53","Mississauga",3,97,7,96,4,207,590
35065,"Mississauga--Malton/Mississauga--Malton"," 54","Mississauga",1,108,0,72,1,182,452
35065,"Mississauga--Malton/Mississauga--Malton"," 55","Mississauga",6,116,4,118,1,245,545
35065,"Mississauga--Malton/Mississauga--Malton"," 56","Mississauga",6,106,3,103,3,221,495
35065,"Mississauga--Malton/Mississauga--Malton"," 57","Mississauga",5,87,4,48,1,145,410
35065,"Mississauga--Malton/Mississauga--Malton"," 58","Mississauga",2,67,2,70,0,141,415
35065,"Mississauga--Malton/Mississauga--Malton"," 59","Mississauga",5,83,1,57,0,146,459
35065,"Mississauga--Malton/Mississauga--Malton"," 60","Mississauga",8,129,1,63,3,204,543
35065,"Mississauga--Malton/Mississauga--Malton"," 61","Mississauga",7,90,0,88,0,185,649
35065,"Mississauga--Malton/Mississauga--Malton"," 62","Mississauga",4,134,2,117,2,259,595
35065,"Mississauga--Malton/Mississauga--Malton"," 63","Mississauga",8,165,8,122,3,306,590
35065,"Mississauga--Malton/Mississauga--Malton"," 64","Mississauga",4,131,3,112,1,251,534
35065,"Mississauga--Malton/Mississauga--Malton"," 65","Mississauga",6,108,6,95,0,215,491
35065,"Mississauga--Malton/Mississauga--Malton"," 66","Mississauga",9,163,6,126,5,309,634
35065,"Mississauga--Malton/Mississauga--Malton"," 67","Mississauga",13,150,7,122,4,296,503
35065,"Mississauga--Malton/Mississauga--Malton"," 68","Mississauga",14,144,4,140,0,302,512
35065,"Mississauga--Malton/Mississauga--Malton"," 69","Mississauga",3,109,1,141,0,254,567
35065,"Mississauga--Malton/Mississauga--Malton"," 70","Mississauga",2,160,0,107,3,272,572
35065,"Mississauga--Malton/Mississauga--Malton"," 71","Mississauga",2,125,10,92,4,233,545
35065,"Mississauga--Malton/Mississauga--Malton"," 72","Mississauga",4,43,5,78,1,131,356
35065,"Mississauga--Malton/Mississauga--Malton"," 73","Mississauga",5,76,5,81,2,169,491
35065,"Mississauga--Malton/Mississauga--Malton"," 74","Mississauga",1,54,2,42,0,99,378
35065,"Mississauga--Malton/Mississauga--Malton"," 75","Mississauga",8,85,7,92,5,197,502
35065,"Mississauga--Malton/Mississauga--Malton"," 76","Mississauga",8,77,1,95,0,181,567
35065,"Mississauga--Malton/Mississauga--Malton"," 77","Mississauga",4,88,3,97,1,193,553
35065,"Mississauga--Malton/Mississauga--Malton"," 78A","Mississauga",5,128,5,96,0,234,544
35065,"Mississauga--Malton/Mississauga--Malton"," 78B","Mississauga",4,3,0,5,1,13,64
35065,"Mississauga--Malton/Mississauga--Malton"," 79","Mississauga",2,87,3,90,0,182,566
35065,"Mississauga--Malton/Mississauga--Malton"," 80","Mississauga",3,74,2,86,0,165,575
35065,"Mississauga--Malton/Mississauga--Malton"," 81","Mississauga",3,68,1,88,3,163,479
35065,"Mississauga--Malton/Mississauga--Malton"," 82","Mississauga",6,93,3,90,1,193,507
35065,"Mississauga--Malton/Mississauga--Malton"," 83","Mississauga",1,69,4,90,0,164,557
35065,"Mississauga--Malton/Mississauga--Malton"," 84","Mississauga",1,93,2,96,2,194,556
35065,"Mississauga--Malton/Mississauga--Malton"," 85","Mississauga",3,77,2,85,0,167,538
35065,"Mississauga--Malton/Mississauga--Malton"," 86","Mississauga",3,96,2,81,0,182,357
35065,"Mississauga--Malton/Mississauga--Malton"," 87","Mississauga",7,95,8,70,3,183,359
35065,"Mississauga--Malton/Mississauga--Malton"," 88","Mississauga",3,148,8,122,1,282,592
35065,"Mississauga--Malton/Mississauga--Malton"," 89","Mississauga",2,104,4,107,2,219,470
35065,"Mississauga--Malton/Mississauga--Malton"," 90","Mississauga",11,107,10,92,2,222,529
35065,"Mississauga--Malton/Mississauga--Malton"," 91","Mississauga",9,38,3,58,1,109,359
35065,"Mississauga--Malton/Mississauga--Malton"," 92","Mississauga",3,89,2,73,0,167,411
35065,"Mississauga--Malton/Mississauga--Malton"," 93","Mississauga",6,63,5,68,0,142,355
35065,"Mississauga--Malton/Mississauga--Malton"," 94","Mississauga",1,115,9,95,0,220,530
35065,"Mississauga--Malton/Mississauga--Malton"," 95","Mississauga",3,74,5,77,0,159,408
35065,"Mississauga--Malton/Mississauga--Malton"," 96","Mississauga",3,104,3,110,1,221,439
35065,"Mississauga--Malton/Mississauga--Malton"," 97","Mississauga",4,131,4,87,1,227,574
35065,"Mississauga--Malton/Mississauga--Malton"," 98","Mississauga",18,171,19,164,8,380,1036
35065,"Mississauga--Malton/Mississauga--Malton"," 99","Mississauga",5,103,6,64,4,182,394
35065,"Mississauga--Malton/Mississauga--Malton"," 100","Mississauga",7,95,6,119,1,228,508
35065,"Mississauga--Malton/Mississauga--Malton"," 101","Mississauga",5,71,7,66,0,149,329
35065,"Mississauga--Malton/Mississauga--Malton"," 102","Mississauga",2,70,3,65,2,142,377
35065,"Mississauga--Malton/Mississauga--Malton"," 103","Mississauga",3,68,5,54,1,131,367
35065,"Mississauga--Malton/Mississauga--Malton"," 104","Mississauga",1,82,10,59,0,152,351
35065,"Mississauga--Malton/Mississauga--Malton"," 105","Mississauga",2,63,10,48,1,124,337
35065,"Mississauga--Malton/Mississauga--Malton"," 106","Mississauga",7,102,12,128,4,253,483
35065,"Mississauga--Malton/Mississauga--Malton"," 107","Mississauga",3,114,9,125,2,253,463
35065,"Mississauga--Malton/Mississauga--Malton"," 108","Mississauga",5,98,3,91,1,198,437
35065,"Mississauga--Malton/Mississauga--Malton"," 109","Mississauga",2,101,4,85,1,193,336
35065,"Mississauga--Malton/Mississauga--Malton"," 110","Mississauga",7,84,5,87,6,189,350
35065,"Mississauga--Malton/Mississauga--Malton"," 111","Mississauga",5,89,6,61,0,161,429
35065,"Mississauga--Malton/Mississauga--Malton"," 112","Mississauga",10,119,2,83,1,215,500
35065,"Mississauga--Malton/Mississauga--Malton"," 113","Mississauga",6,95,3,65,1,170,455
35065,"Mississauga--Malton/Mississauga--Malton"," 114","Mississauga",3,102,1,89,0,195,520
35065,"Mississauga--Malton/Mississauga--Malton"," 115","Mississauga",4,68,6,62,3,143,422
35065,"Mississauga--Malton/Mississauga--Malton"," 116","Mississauga",5,95,6,73,2,181,460
35065,"Mississauga--Malton/Mississauga--Malton"," 117","Mississauga",4,58,2,51,0,115,354
35065,"Mississauga--Malton/Mississauga--Malton"," 118","Mississauga",2,63,2,70,1,138,472
35065,"Mississauga--Malton/Mississauga--Malton"," 119","Mississauga",2,96,3,100,1,202,577
35065,"Mississauga--Malton/Mississauga--Malton"," 120","Mississauga",8,113,8,135,0,264,565
35065,"Mississauga--Malton/Mississauga--Malton"," 121","Mississauga",6,104,4,84,0,198,516
35065,"Mississauga--Malton/Mississauga--Malton"," 122","Mississauga",5,121,4,127,0,257,550
35065,"Mississauga--Malton/Mississauga--Malton"," 123","Mississauga",6,125,2,97,2,232,504
35065,"Mississauga--Malton/Mississauga--Malton"," 124","Mississauga",3,125,2,96,4,230,458
35065,"Mississauga--Malton/Mississauga--Malton"," 125","Mississauga",4,101,3,88,0,196,450
35065,"Mississauga--Malton/Mississauga--Malton"," 126","Mississauga",6,144,4,119,1,274,553
35065,"Mississauga--Malton/Mississauga--Malton"," 127","Mississauga",10,86,4,82,2,184,487
35065,"Mississauga--Malton/Mississauga--Malton"," 128","Mississauga",3,104,1,77,0,185,499
35065,"Mississauga--Malton/Mississauga--Malton"," 129","Mississauga",6,102,2,73,3,186,435
35065,"Mississauga--Malton/Mississauga--Malton"," 130","Mississauga",2,78,5,92,0,177,445
35065,"Mississauga--Malton/Mississauga--Malton"," 131","Mississauga",3,92,1,75,3,174,446
35065,"Mississauga--Malton/Mississauga--Malton"," 132","Mississauga",7,115,6,101,0,229,631
35065,"Mississauga--Malton/Mississauga--Malton"," 133","Mississauga",4,93,1,71,0,169,435
35065,"Mississauga--Malton/Mississauga--Malton"," 134","Mississauga",5,70,6,115,1,197,432
35065,"Mississauga--Malton/Mississauga--Malton"," 135","Mississauga",9,57,3,76,0,145,436
35065,"Mississauga--Malton/Mississauga--Malton"," 136","Mississauga",4,78,3,68,0,153,379
35065,"Mississauga--Malton/Mississauga--Malton"," 137","Mississauga",5,70,5,69,0,149,356
35065,"Mississauga--Malton/Mississauga--Malton"," 138","Mississauga",2,108,0,92,2,204,484
35065,"Mississauga--Malton/Mississauga--Malton"," 139","Mississauga",5,127,1,130,0,263,553
35065,"Mississauga--Malton/Mississauga--Malton"," 140","Mississauga",5,116,4,60,0,185,376
35065,"Mississauga--Malton/Mississauga--Malton"," 141","Mississauga",9,184,7,141,1,342,639
35065,"Mississauga--Malton/Mississauga--Malton"," 142","Mississauga",6,153,2,139,0,300,609
35065,"Mississauga--Malton/Mississauga--Malton"," 143","Mississauga",7,137,2,123,1,270,564
35065,"Mississauga--Malton/Mississauga--Malton"," 144","Mississauga",9,139,8,91,0,247,534
35065,"Mississauga--Malton/Mississauga--Malton"," 145","Mississauga",10,140,7,106,1,264,584
35065,"Mississauga--Malton/Mississauga--Malton"," 146","Mississauga",1,109,7,54,0,171,441
35065,"Mississauga--Malton/Mississauga--Malton"," 147","Mississauga",3,95,1,75,1,175,380
35065,"Mississauga--Malton/Mississauga--Malton"," 148","Mississauga",5,118,11,104,3,241,413
35065,"Mississauga--Malton/Mississauga--Malton"," 149","Mississauga",10,119,2,86,0,217,458
35065,"Mississauga--Malton/Mississauga--Malton"," 150","Mississauga",7,144,2,76,0,229,542
35065,"Mississauga--Malton/Mississauga--Malton"," 151","Mississauga",10,79,3,50,0,142,445
35065,"Mississauga--Malton/Mississauga--Malton"," 152","Mississauga",6,76,2,71,0,155,330
35065,"Mississauga--Malton/Mississauga--Malton"," 153","Mississauga",0,151,5,111,1,268,568
35065,"Mississauga--Malton/Mississauga--Malton"," 154","Mississauga",2,75,4,63,0,144,374
35065,"Mississauga--Malton/Mississauga--Malton"," 155","Mississauga",3,81,8,114,0,206,409
35065,"Mississauga--Malton/Mississauga--Malton"," 156","Mississauga",5,97,7,81,2,192,422
35065,"Mississauga--Malton/Mississauga--Malton"," 157","Mississauga",1,115,3,80,5,204,542
35065,"Mississauga--Malton/Mississauga--Malton"," 158","Mississauga",10,104,1,101,0,216,593
35065,"Mississauga--Malton/Mississauga--Malton"," 159","Mississauga",3,103,4,78,0,188,448
35065,"Mississauga--Malton/Mississauga--Malton"," 160","Mississauga",5,92,6,91,0,194,500
35065,"Mississauga--Malton/Mississauga--Malton"," 161","Mississauga",3,157,9,120,4,293,587
35065,"Mississauga--Malton/Mississauga--Malton"," 162","Mississauga",7,127,4,103,1,242,503
35065,"Mississauga--Malton/Mississauga--Malton"," 163","Mississauga",6,78,3,74,1,162,453
35065,"Mississauga--Malton/Mississauga--Malton"," 164","Mississauga",5,138,4,110,3,260,516
35065,"Mississauga--Malton/Mississauga--Malton"," 165","Mississauga",2,71,1,92,0,166,365
35065,"Mississauga--Malton/Mississauga--Malton"," 166","Mississauga",2,104,4,81,1,192,452
35065,"Mississauga--Malton/Mississauga--Malton"," 167","Mississauga",7,126,3,134,0,270,542
35065,"Mississauga--Malton/Mississauga--Malton"," 168","Mississauga",4,76,1,93,0,174,368
35065,"Mississauga--Malton/Mississauga--Malton"," 169","Mississauga",5,58,1,72,0,136,358
35065,"Mississauga--Malton/Mississauga--Malton"," 170","Mississauga",7,113,9,76,1,206,519
35065,"Mississauga--Malton/Mississauga--Malton"," 400","Mississauga",2,52,3,38,1,96,353
35065,"Mississauga--Malton/Mississauga--Malton"," 401","Mississauga",8,57,2,26,0,93,351
35065,"Mississauga--Malton/Mississauga--Malton"," 402","Mississauga",4,42,2,28,0,76,235
35065,"Mississauga--Malton/Mississauga--Malton"," 403","Mississauga",4,35,2,38,0,79,271
35065,"Mississauga--Malton/Mississauga--Malton"," 500","Mobile poll/Bureau itinérant",4,49,5,25,1,84,71
35065,"Mississauga--Malton/Mississauga--Malton"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,47
35065,"Mississauga--Malton/Mississauga--Malton"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,69
35065,"Mississauga--Malton/Mississauga--Malton"," 600","Mississauga",43,867,37,488,9,1444,
35065,"Mississauga--Malton/Mississauga--Malton"," 601","Mississauga",42,697,46,430,5,1220,
35065,"Mississauga--Malton/Mississauga--Malton"," 602","Mississauga",38,572,26,424,5,1065,
35065,"Mississauga--Malton/Mississauga--Malton"," 603","Mississauga",8,305,3,213,2,531,
35065,"Mississauga--Malton/Mississauga--Malton"," 604","Mississauga",15,463,8,451,3,940,
35065,"Mississauga--Malton/Mississauga--Malton"," 605","Mississauga",26,656,25,424,29,1160,
35065,"Mississauga--Malton/Mississauga--Malton"," 606","Mississauga",14,586,12,484,5,1101,
35065,"Mississauga--Malton/Mississauga--Malton"," 607","Mississauga",23,606,14,429,1,1073,
35065,"Mississauga--Malton/Mississauga--Malton"," 608","Mississauga",10,563,10,402,2,987,
35065,"Mississauga--Malton/Mississauga--Malton"," 609","Mississauga",35,802,20,694,8,1559,
35065,"Mississauga--Malton/Mississauga--Malton"," 610","Mississauga",26,914,20,757,9,1726,
35065,"Mississauga--Malton/Mississauga--Malton"," 611","Mississauga",13,402,8,242,0,665,
35065,"Mississauga--Malton/Mississauga--Malton"," 612","Mississauga",15,628,14,372,3,1032,
35065,"Mississauga--Malton/Mississauga--Malton"," 613","Mississauga",27,532,13,395,2,969,
35065,"Mississauga--Malton/Mississauga--Malton"," 614","Mississauga",26,556,15,394,1,992,
35065,"Mississauga--Malton/Mississauga--Malton",,Group 1/Groupe 1, 31,354,8,183,51,627,268
35065,"Mississauga--Malton/Mississauga--Malton",,Group 2/Groupe 2, 17,929,19,608,49,1622,
