Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Shahzad Ahmed,Serena Cheung,René de Vries,Helena Jaczek,Niran Jeyanesan,Myles O'Brien,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35056,"Markham--Stouffville/Markham--Stouffville"," 55A","Markham",1,1,0,61,81,0,0,144,426
35056,"Markham--Stouffville/Markham--Stouffville"," 55B","Markham",0,1,0,56,65,1,1,124,383
35056,"Markham--Stouffville/Markham--Stouffville"," 56","Markham",0,6,3,82,103,2,2,198,568
35056,"Markham--Stouffville/Markham--Stouffville"," 57","Markham",0,1,1,95,94,1,0,192,571
35056,"Markham--Stouffville/Markham--Stouffville"," 58","Markham",0,4,0,94,89,0,0,187,401
35056,"Markham--Stouffville/Markham--Stouffville"," 59","Markham",1,8,1,84,125,1,0,220,540
35056,"Markham--Stouffville/Markham--Stouffville"," 60","Markham",0,5,3,122,111,1,1,243,592
35056,"Markham--Stouffville/Markham--Stouffville"," 61","Markham",0,4,4,94,82,2,3,189,472
35056,"Markham--Stouffville/Markham--Stouffville"," 62","Markham",2,1,0,85,84,1,1,174,417
35056,"Markham--Stouffville/Markham--Stouffville"," 63","Markham",2,5,0,82,77,2,0,168,406
35056,"Markham--Stouffville/Markham--Stouffville"," 64","Markham",2,5,0,107,82,0,3,199,532
35056,"Markham--Stouffville/Markham--Stouffville"," 65","Markham",2,2,4,88,83,2,3,184,480
35056,"Markham--Stouffville/Markham--Stouffville"," 66","Markham",0,4,2,132,140,1,1,280,545
35056,"Markham--Stouffville/Markham--Stouffville"," 67","Markham",1,10,2,117,95,4,0,229,492
35056,"Markham--Stouffville/Markham--Stouffville"," 68","Markham",0,1,0,101,82,3,0,187,389
35056,"Markham--Stouffville/Markham--Stouffville"," 69","Markham",3,2,4,70,93,1,0,173,400
35056,"Markham--Stouffville/Markham--Stouffville"," 70","Markham",3,3,2,72,72,2,0,154,420
35056,"Markham--Stouffville/Markham--Stouffville"," 71","Markham",0,6,0,59,63,1,1,130,401
35056,"Markham--Stouffville/Markham--Stouffville"," 72","Markham",0,0,1,61,49,2,0,113,344
35056,"Markham--Stouffville/Markham--Stouffville"," 73","Markham",0,5,2,62,62,1,0,132,383
35056,"Markham--Stouffville/Markham--Stouffville"," 74","Markham",2,2,7,111,144,2,0,268,566
35056,"Markham--Stouffville/Markham--Stouffville"," 75","Markham",0,5,4,98,99,2,1,209,565
35056,"Markham--Stouffville/Markham--Stouffville"," 76A","Markham",0,6,0,55,49,2,0,112,287
35056,"Markham--Stouffville/Markham--Stouffville"," 76B","Markham",0,4,1,74,50,0,0,129,376
35056,"Markham--Stouffville/Markham--Stouffville"," 77","Markham",1,1,1,105,109,3,1,221,463
35056,"Markham--Stouffville/Markham--Stouffville"," 78","Markham",0,0,0,108,67,2,1,178,413
35056,"Markham--Stouffville/Markham--Stouffville"," 79","Markham",0,4,1,113,115,1,1,235,544
35056,"Markham--Stouffville/Markham--Stouffville"," 80A","Markham",1,1,1,40,58,0,0,101,380
35056,"Markham--Stouffville/Markham--Stouffville"," 80B","Markham",0,1,0,36,72,1,1,111,328
35056,"Markham--Stouffville/Markham--Stouffville"," 81","Markham",0,3,0,90,90,0,0,183,529
35056,"Markham--Stouffville/Markham--Stouffville"," 82","Markham",1,5,0,96,80,2,1,185,629
35056,"Markham--Stouffville/Markham--Stouffville"," 83","Markham",1,7,1,84,97,2,1,193,588
35056,"Markham--Stouffville/Markham--Stouffville"," 84","Markham",0,4,0,81,72,1,0,158,553
35056,"Markham--Stouffville/Markham--Stouffville"," 85","Markham",0,6,0,79,104,2,1,192,501
35056,"Markham--Stouffville/Markham--Stouffville"," 86","Markham",3,11,2,94,53,2,2,167,554
35056,"Markham--Stouffville/Markham--Stouffville"," 87","Markham",0,4,1,82,94,1,0,182,541
35056,"Markham--Stouffville/Markham--Stouffville"," 88","Markham",0,4,1,77,78,1,0,161,431
35056,"Markham--Stouffville/Markham--Stouffville"," 89","Markham",0,0,1,129,76,0,1,207,584
35056,"Markham--Stouffville/Markham--Stouffville"," 90","Markham",0,5,0,116,67,0,0,188,385
35056,"Markham--Stouffville/Markham--Stouffville"," 91","Markham",0,2,0,88,70,1,0,161,419
35056,"Markham--Stouffville/Markham--Stouffville"," 92","Markham",1,3,1,77,63,1,1,147,350
35056,"Markham--Stouffville/Markham--Stouffville"," 93","Markham",2,12,2,116,122,1,0,255,524
35056,"Markham--Stouffville/Markham--Stouffville"," 94","Markham",3,4,1,98,60,2,0,168,358
35056,"Markham--Stouffville/Markham--Stouffville"," 95","Markham",0,5,1,76,79,3,1,165,421
35056,"Markham--Stouffville/Markham--Stouffville"," 96","Markham",1,2,0,139,42,0,1,185,324
35056,"Markham--Stouffville/Markham--Stouffville"," 97","Markham",0,3,1,140,65,0,4,213,386
35056,"Markham--Stouffville/Markham--Stouffville"," 98","Markham",0,1,0,116,29,0,0,146,289
35056,"Markham--Stouffville/Markham--Stouffville"," 99","Markham",0,4,0,44,39,0,1,88,347
35056,"Markham--Stouffville/Markham--Stouffville"," 100","Markham",0,2,0,68,63,1,0,134,415
35056,"Markham--Stouffville/Markham--Stouffville"," 101A","Markham",0,4,2,42,48,0,0,96,341
35056,"Markham--Stouffville/Markham--Stouffville"," 101B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,20
35056,"Markham--Stouffville/Markham--Stouffville"," 102","Markham",0,10,0,67,65,0,1,143,411
35056,"Markham--Stouffville/Markham--Stouffville"," 103","Markham",0,3,1,56,38,1,0,99,312
35056,"Markham--Stouffville/Markham--Stouffville"," 104","Markham",0,1,0,95,54,0,0,150,446
35056,"Markham--Stouffville/Markham--Stouffville"," 105","Markham",0,0,1,69,59,2,0,131,436
35056,"Markham--Stouffville/Markham--Stouffville"," 106","Markham",0,1,0,59,53,2,0,115,368
35056,"Markham--Stouffville/Markham--Stouffville"," 107A","Markham",1,2,1,61,40,2,0,107,349
35056,"Markham--Stouffville/Markham--Stouffville"," 107B","Markham",2,6,0,47,47,0,2,104,163
35056,"Markham--Stouffville/Markham--Stouffville"," 108","Markham",2,2,2,61,86,2,2,157,420
35056,"Markham--Stouffville/Markham--Stouffville"," 109","Markham",0,9,3,78,129,1,1,221,580
35056,"Markham--Stouffville/Markham--Stouffville"," 110","Markham",3,3,2,115,107,2,0,232,568
35056,"Markham--Stouffville/Markham--Stouffville"," 111","Markham",3,9,1,88,121,3,2,227,538
35056,"Markham--Stouffville/Markham--Stouffville"," 112","Markham",0,7,1,99,104,1,0,212,520
35056,"Markham--Stouffville/Markham--Stouffville"," 113","Markham",2,1,1,77,80,3,1,165,508
35056,"Markham--Stouffville/Markham--Stouffville"," 114","Markham",1,4,1,67,73,2,0,148,426
35056,"Markham--Stouffville/Markham--Stouffville"," 115","Markham",0,3,3,71,125,1,2,205,470
35056,"Markham--Stouffville/Markham--Stouffville"," 116","Markham",3,3,0,116,93,2,0,217,626
35056,"Markham--Stouffville/Markham--Stouffville"," 117","Markham",1,2,1,133,62,0,0,199,444
35056,"Markham--Stouffville/Markham--Stouffville"," 118","Markham",0,1,1,97,69,3,0,171,446
35056,"Markham--Stouffville/Markham--Stouffville"," 119","Markham",0,5,1,57,53,0,1,117,416
35056,"Markham--Stouffville/Markham--Stouffville"," 120","Markham",1,7,0,100,107,1,3,219,539
35056,"Markham--Stouffville/Markham--Stouffville"," 121","Markham",0,1,1,87,67,1,0,157,399
35056,"Markham--Stouffville/Markham--Stouffville"," 122","Markham",0,3,0,90,113,0,2,208,561
35056,"Markham--Stouffville/Markham--Stouffville"," 123","Markham",1,1,1,95,75,3,1,177,446
35056,"Markham--Stouffville/Markham--Stouffville"," 124","Markham",0,7,3,103,89,0,5,207,536
35056,"Markham--Stouffville/Markham--Stouffville"," 125A","Markham",0,0,2,78,70,0,0,150,396
35056,"Markham--Stouffville/Markham--Stouffville"," 125B","Markham",0,2,1,62,57,1,0,123,318
35056,"Markham--Stouffville/Markham--Stouffville"," 126","Markham",1,4,0,67,101,3,0,176,518
35056,"Markham--Stouffville/Markham--Stouffville"," 127","Markham",0,1,0,57,91,3,0,152,549
35056,"Markham--Stouffville/Markham--Stouffville"," 128","Markham",0,5,0,85,63,0,0,153,437
35056,"Markham--Stouffville/Markham--Stouffville"," 129","Markham",0,2,1,86,54,0,2,145,381
35056,"Markham--Stouffville/Markham--Stouffville"," 130","Markham",2,4,1,96,108,1,1,213,525
35056,"Markham--Stouffville/Markham--Stouffville"," 131","Markham",1,6,3,105,95,0,1,211,530
35056,"Markham--Stouffville/Markham--Stouffville"," 132","Markham",0,3,3,100,119,2,0,227,537
35056,"Markham--Stouffville/Markham--Stouffville"," 133","Markham",0,3,0,96,99,0,2,200,471
35056,"Markham--Stouffville/Markham--Stouffville"," 134","Markham",0,0,0,60,65,4,1,130,338
35056,"Markham--Stouffville/Markham--Stouffville"," 135","Markham",0,2,0,66,88,1,0,157,452
35056,"Markham--Stouffville/Markham--Stouffville"," 136","Markham",0,1,0,91,64,0,0,156,389
35056,"Markham--Stouffville/Markham--Stouffville"," 137","Markham",0,6,3,121,101,0,4,235,568
35056,"Markham--Stouffville/Markham--Stouffville"," 138","Markham",1,3,5,104,160,0,4,277,548
35056,"Markham--Stouffville/Markham--Stouffville"," 139","Markham",1,1,0,83,50,0,0,135,420
35056,"Markham--Stouffville/Markham--Stouffville"," 140","Markham",0,5,2,52,59,3,1,122,345
35056,"Markham--Stouffville/Markham--Stouffville"," 141","Markham",0,4,0,64,61,3,2,134,374
35056,"Markham--Stouffville/Markham--Stouffville"," 142","Markham",0,4,0,70,78,2,0,154,468
35056,"Markham--Stouffville/Markham--Stouffville"," 143","Markham",0,2,3,87,50,1,2,145,412
35056,"Markham--Stouffville/Markham--Stouffville"," 144","Markham",0,6,0,84,56,1,1,148,455
35056,"Markham--Stouffville/Markham--Stouffville"," 145","Markham",0,3,1,58,82,0,0,144,488
35056,"Markham--Stouffville/Markham--Stouffville"," 146","Markham",1,0,2,87,44,2,1,137,407
35056,"Markham--Stouffville/Markham--Stouffville"," 147","Markham",0,1,0,77,40,1,1,120,389
35056,"Markham--Stouffville/Markham--Stouffville"," 148","Markham",0,1,2,45,68,0,0,116,452
35056,"Markham--Stouffville/Markham--Stouffville"," 149","Markham",0,0,5,115,112,3,2,237,519
35056,"Markham--Stouffville/Markham--Stouffville"," 150","Markham",1,3,2,83,72,1,0,162,443
35056,"Markham--Stouffville/Markham--Stouffville"," 151","Markham",0,8,0,82,65,2,1,158,555
35056,"Markham--Stouffville/Markham--Stouffville"," 152","Markham",0,6,5,87,77,2,1,178,447
35056,"Markham--Stouffville/Markham--Stouffville"," 153","Markham",0,3,4,116,99,1,0,223,458
35056,"Markham--Stouffville/Markham--Stouffville"," 154","Markham",0,5,0,88,73,0,0,166,357
35056,"Markham--Stouffville/Markham--Stouffville"," 155","Markham",0,8,1,84,75,1,0,169,397
35056,"Markham--Stouffville/Markham--Stouffville"," 156","Markham",0,2,0,100,94,3,0,199,483
35056,"Markham--Stouffville/Markham--Stouffville"," 157","Markham",0,3,1,63,98,0,0,165,419
35056,"Markham--Stouffville/Markham--Stouffville"," 158","Markham",1,8,3,99,82,0,0,193,568
35056,"Markham--Stouffville/Markham--Stouffville"," 159A","Markham",2,3,3,64,56,1,0,129,323
35056,"Markham--Stouffville/Markham--Stouffville"," 159B","Markham",1,5,2,72,61,1,0,142,202
35056,"Markham--Stouffville/Markham--Stouffville"," 160","Markham",0,0,2,61,81,0,0,144,349
35056,"Markham--Stouffville/Markham--Stouffville"," 161","Markham",0,1,1,81,88,1,0,172,488
35056,"Markham--Stouffville/Markham--Stouffville"," 162","Markham",1,10,3,90,95,0,2,201,579
35056,"Markham--Stouffville/Markham--Stouffville"," 163","Markham",0,1,1,69,58,4,0,133,406
35056,"Markham--Stouffville/Markham--Stouffville"," 164","Markham",2,5,1,75,83,1,0,167,508
35056,"Markham--Stouffville/Markham--Stouffville"," 165","Markham",0,0,0,107,86,1,0,194,486
35056,"Markham--Stouffville/Markham--Stouffville"," 166","Markham",0,1,0,88,85,2,2,178,498
35056,"Markham--Stouffville/Markham--Stouffville"," 167","Markham",0,0,1,103,59,2,1,166,373
35056,"Markham--Stouffville/Markham--Stouffville"," 168","Markham",1,4,0,82,68,1,2,158,450
35056,"Markham--Stouffville/Markham--Stouffville"," 169","Markham",0,3,1,97,68,1,0,170,438
35056,"Markham--Stouffville/Markham--Stouffville"," 170","Markham",0,3,2,83,76,0,1,165,424
35056,"Markham--Stouffville/Markham--Stouffville"," 171","Markham",0,1,0,53,41,1,0,96,324
35056,"Markham--Stouffville/Markham--Stouffville"," 172","Markham",2,3,1,91,71,3,1,172,531
35056,"Markham--Stouffville/Markham--Stouffville"," 173","Markham",0,3,0,75,78,2,1,159,526
35056,"Markham--Stouffville/Markham--Stouffville"," 174","Markham",0,2,1,72,81,2,0,158,417
35056,"Markham--Stouffville/Markham--Stouffville"," 175","Markham",1,3,2,62,86,2,0,156,398
35056,"Markham--Stouffville/Markham--Stouffville"," 176","Markham",0,1,0,53,71,1,1,127,392
35056,"Markham--Stouffville/Markham--Stouffville"," 177","Markham",1,6,3,52,66,1,0,129,443
35056,"Markham--Stouffville/Markham--Stouffville"," 178","Markham",1,5,2,92,84,4,0,188,439
35056,"Markham--Stouffville/Markham--Stouffville"," 179","Markham",0,3,0,80,95,2,0,180,457
35056,"Markham--Stouffville/Markham--Stouffville"," 400","Markham",0,3,4,71,57,0,0,135,237
35056,"Markham--Stouffville/Markham--Stouffville"," 401","Markham",3,7,2,85,60,4,1,162,261
35056,"Markham--Stouffville/Markham--Stouffville"," 402","Markham",6,7,1,24,29,1,4,72,168
35056,"Markham--Stouffville/Markham--Stouffville"," 403","Markham",0,6,1,47,28,1,3,86,128
35056,"Markham--Stouffville/Markham--Stouffville"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,1
35056,"Markham--Stouffville/Markham--Stouffville"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,100
35056,"Markham--Stouffville/Markham--Stouffville"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,,28
35056,"Markham--Stouffville/Markham--Stouffville"," 503","Mobile poll/Bureau itinérant",2,4,1,61,20,1,7,96,88
35056,"Markham--Stouffville/Markham--Stouffville"," 504","Mobile poll/Bureau itinérant",1,5,0,131,41,4,1,183,252
35056,"Markham--Stouffville/Markham--Stouffville"," 505","Mobile poll/Bureau itinérant",0,5,1,15,15,1,1,38,311
35056,"Markham--Stouffville/Markham--Stouffville"," 506","Mobile poll/Bureau itinérant",0,5,0,22,13,0,0,40,80
35056,"Markham--Stouffville/Markham--Stouffville"," 507","Mobile poll/Bureau itinérant",0,3,1,62,26,3,3,98,55
35056,"Markham--Stouffville/Markham--Stouffville"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,74
35056,"Markham--Stouffville/Markham--Stouffville"," 509","Mobile poll/Bureau itinérant",0,4,1,18,9,0,1,33,186
35056,"Markham--Stouffville/Markham--Stouffville"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,35
35056,"Markham--Stouffville/Markham--Stouffville"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,58
35056,"Markham--Stouffville/Markham--Stouffville"," 600","Whitchurch-Stouffville",4,22,11,967,808,9,9,1830,
35056,"Markham--Stouffville/Markham--Stouffville"," 601","Whitchurch-Stouffville",0,22,8,612,652,10,8,1312,
35056,"Markham--Stouffville/Markham--Stouffville"," 602","Whitchurch-Stouffville",1,35,9,926,747,11,2,1731,
35056,"Markham--Stouffville/Markham--Stouffville"," 603","Markham",4,28,13,1012,1039,9,2,2107,
35056,"Markham--Stouffville/Markham--Stouffville"," 604","Whitchurch-Stouffville",2,24,12,1071,1242,12,5,2368,
35056,"Markham--Stouffville/Markham--Stouffville"," 605","Markham",2,20,7,705,557,8,5,1304,
35056,"Markham--Stouffville/Markham--Stouffville"," 606","Markham",0,14,4,568,419,1,2,1008,
35056,"Markham--Stouffville/Markham--Stouffville"," 607","Markham",2,23,7,583,366,4,1,986,
35056,"Markham--Stouffville/Markham--Stouffville"," 608","Markham",2,25,7,826,510,5,2,1377,
35056,"Markham--Stouffville/Markham--Stouffville"," 609","Markham",0,12,6,853,515,3,2,1391,
35056,"Markham--Stouffville/Markham--Stouffville"," 610","Markham",0,20,2,868,538,16,2,1446,
35056,"Markham--Stouffville/Markham--Stouffville"," 611","Markham",1,32,9,776,449,3,1,1271,
35056,"Markham--Stouffville/Markham--Stouffville"," 612","Markham",6,19,14,737,590,6,1,1373,
35056,"Markham--Stouffville/Markham--Stouffville"," 613","Markham",1,25,7,704,604,7,9,1357,
35056,"Markham--Stouffville/Markham--Stouffville"," 614","Markham",4,18,10,664,506,3,5,1210,
35056,"Markham--Stouffville/Markham--Stouffville"," 615","Markham",2,30,4,784,466,14,6,1306,
35056,"Markham--Stouffville/Markham--Stouffville"," 616","Markham",2,14,1,1020,588,16,13,1654,
35056,"Markham--Stouffville/Markham--Stouffville",,Group 1/Groupe 1, 0,13,5,442,182,7,45,694,324
35056,"Markham--Stouffville/Markham--Stouffville",,Group 2/Groupe 2, 2,24,11,1128,653,5,46,1869,
