Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Raphaël Émond,Yves Laporte,Richard Martel,Stéphane Proulx,François Sabourin,Marc St-Hilaire,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 25","Sainte-Rose-du-Nord",10,9,42,50,6,99,9,225,397
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 26","Saguenay",3,1,70,27,2,68,2,173,312
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 27","Saguenay",7,7,97,46,2,64,4,227,354
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 28","Saguenay",8,3,76,54,1,62,3,207,428
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 29","Saguenay",2,1,69,51,0,83,1,207,430
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 30","Saguenay",4,4,130,78,2,75,5,298,610
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 31","Saguenay",1,1,87,52,2,52,2,197,379
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 32","Saguenay",3,1,64,53,1,62,4,188,427
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 33","Saguenay",8,0,53,39,2,37,0,139,350
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 34","Saguenay",6,2,76,55,0,57,3,199,438
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 35","Saguenay",4,0,76,48,1,66,3,198,392
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 36A","Saguenay",4,2,60,48,5,69,3,191,400
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 36B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,51
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 37","Saguenay",1,3,65,78,1,63,0,211,456
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 38","Saguenay",4,1,41,33,0,65,1,145,349
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 39","Saguenay",3,1,49,34,0,41,5,133,339
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 40","Saguenay",5,5,40,32,0,63,5,150,336
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 41","Saguenay",3,1,71,69,3,66,2,215,390
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 42","Saguenay",7,0,96,36,1,62,1,203,431
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 43","Saguenay",4,3,59,54,2,62,3,187,380
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 44","Saguenay",5,2,68,43,1,57,2,178,358
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 45","Saguenay",5,6,57,34,2,57,4,165,366
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 46","Saguenay",7,4,92,50,5,80,0,238,433
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 47","Saguenay",4,1,90,58,0,48,0,201,414
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 48","Saguenay",4,4,78,48,2,70,0,206,389
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 49","Saguenay",5,4,45,57,0,56,1,168,353
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 50","Saguenay",2,1,93,46,0,55,6,203,447
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 51","Saguenay",2,1,71,65,1,68,3,211,448
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 52","Saguenay",5,4,151,69,0,90,4,323,670
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 53","Saguenay",3,4,81,50,2,31,0,171,330
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 54","Saguenay",7,4,102,41,0,77,6,237,464
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 55","Saguenay",3,2,59,54,3,78,2,201,406
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 56","Saguenay",3,1,80,62,0,60,4,210,383
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 57","Saguenay",5,1,83,59,0,86,4,238,416
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 58","Saguenay",6,2,68,59,3,94,2,234,436
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 59","Saguenay",3,4,55,50,1,60,5,178,336
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 60","Saguenay",4,1,67,69,2,63,0,206,357
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 61","Saguenay",2,2,53,60,2,48,2,169,335
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 62","Saguenay",4,0,93,44,1,61,1,204,347
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 63","Saguenay",11,5,71,83,0,77,4,251,462
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 64","Saguenay",2,1,54,65,0,69,2,193,421
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 65","Saguenay",6,3,83,65,4,71,3,235,450
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 66","Saguenay",2,3,78,54,2,74,2,215,495
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 67","Saguenay",11,4,55,31,0,63,3,167,332
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 68","Saguenay",5,2,48,22,2,59,2,140,341
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 69","Saguenay",8,0,68,33,1,72,5,187,363
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 70","Saguenay",6,1,51,31,2,48,3,142,345
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 71","Saguenay",3,0,39,35,3,52,5,137,319
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 72","Saguenay",4,2,46,34,0,59,1,146,380
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 73","Saguenay",5,1,76,49,1,60,5,197,467
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 74","Saguenay",7,0,82,64,0,54,2,209,440
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 75","Saguenay",3,0,42,36,2,45,2,130,334
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 76","Saguenay",1,0,33,34,1,39,8,116,323
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 77","Saguenay",5,3,38,29,0,42,3,120,368
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 78","Saguenay",1,1,50,112,1,70,13,248,383
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 79","Saguenay",4,2,13,24,2,47,0,92,409
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 80","Saguenay",9,1,30,36,0,57,3,136,468
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 81","Saguenay",1,4,50,82,1,95,0,233,455
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 82","Saguenay",6,4,24,34,1,64,2,135,383
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 83","Saguenay",12,2,17,26,3,46,0,106,286
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 84","Saguenay",9,0,31,43,3,51,3,140,458
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 85","Saguenay",11,2,64,57,1,70,3,208,513
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 86","Saguenay",4,0,50,40,1,67,2,164,346
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 87","Saguenay",13,4,59,37,2,44,2,161,420
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 88","Saguenay",3,1,60,42,0,73,3,182,385
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 89","Saguenay",7,3,40,37,1,50,2,140,424
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 90","Saguenay",8,1,46,24,1,40,0,120,332
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 91","Saguenay",6,5,44,26,1,50,1,133,323
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 92A","Saguenay",4,2,46,64,1,53,2,172,346
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 92B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,67
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 93","Saguenay",1,3,52,97,1,93,0,247,385
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 94","Saguenay",13,5,45,99,2,105,1,270,440
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 95","Saguenay",4,3,112,85,1,91,5,301,518
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 96","Saguenay",2,1,89,55,1,90,3,241,454
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 97","Saguenay",2,3,60,72,1,51,1,190,407
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 98","Saguenay",2,0,35,25,3,36,2,103,331
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 99","Saguenay",2,1,39,65,0,61,1,169,358
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 100","Saguenay",3,3,46,41,2,49,0,144,390
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 101","Saguenay",4,0,55,57,5,81,4,206,429
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 102","Saguenay",5,4,108,53,6,54,1,231,510
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 103","Saguenay",3,2,66,46,1,66,0,184,439
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 104","Saguenay",0,0,82,38,1,34,2,157,375
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 105","Saguenay",1,0,70,34,0,40,3,148,348
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 106","Saguenay",4,2,76,47,1,70,1,201,397
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 107","Saguenay",1,1,69,31,1,31,2,136,340
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 108","Saguenay",2,1,44,38,2,43,0,130,335
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 109","Saguenay",2,0,73,41,4,43,4,167,349
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 110","Saguenay",2,2,82,34,0,43,1,164,425
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 111","Saguenay",5,4,62,81,2,69,3,226,465
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 112","Saguenay",2,0,115,65,1,65,4,252,438
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 113","Saguenay",5,1,85,92,2,62,4,251,468
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 114","Saguenay",7,5,108,88,1,94,5,308,555
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 115","Saguenay",7,1,42,19,2,44,1,116,335
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 116","Saguenay",5,1,60,37,2,42,1,148,330
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 117","Saguenay",5,2,53,51,3,54,2,170,367
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 118","Saguenay",5,3,44,33,2,56,5,148,380
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 119","Saguenay",4,0,44,44,1,40,1,134,316
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 120","Petit-Saguenay",3,2,53,36,0,58,2,154,275
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 121","Petit-Saguenay",2,0,56,42,0,38,1,139,276
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 122","L'Anse-Saint-Jean",2,2,37,44,1,45,2,133,318
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 123","L'Anse-Saint-Jean",5,3,35,16,3,39,0,101,290
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 124","L'Anse-Saint-Jean",7,3,52,49,3,59,0,173,405
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 125","Saguenay",1,2,39,44,0,59,0,145,363
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 126","Saguenay",0,0,33,69,1,51,0,154,388
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 127","Saguenay",1,1,35,66,2,44,1,150,435
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 128","Saguenay",2,1,43,43,0,62,1,152,417
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 129","Saguenay",3,0,31,48,1,42,1,126,384
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 130","Saguenay",7,3,72,58,1,64,5,210,438
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 131","Saguenay",2,0,50,48,2,65,2,169,326
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 132","Saguenay",6,3,68,62,0,66,3,208,371
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 133","Saguenay",2,2,26,44,0,43,1,118,364
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 134","Saguenay",2,4,50,66,0,63,2,187,438
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 135","Saguenay",4,1,21,36,1,49,2,114,333
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 136","Saguenay",2,1,48,72,3,57,3,186,401
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 137","Saguenay",7,0,96,143,6,120,7,379,790
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 138","Saint-Félix-d'Otis",3,2,53,33,2,48,0,141,299
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 139","Saint-Félix-d'Otis",2,1,48,57,1,51,1,161,304
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 140","Saint-Félix-d'Otis",1,2,69,38,1,59,3,173,406
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 141","Saguenay",4,4,46,34,1,51,1,141,359
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 142","Saguenay",0,1,60,96,0,59,4,220,531
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 143","Saguenay",2,1,35,61,1,58,5,163,440
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 144","Saguenay",4,0,54,67,1,71,2,199,496
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 145","Saguenay",3,2,68,30,2,45,4,154,402
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 146","Saguenay",2,1,58,48,0,48,3,160,401
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 147","Saguenay",9,1,51,38,0,59,5,163,419
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 148","Saguenay",3,0,77,68,2,56,2,208,441
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 149","Saguenay",8,1,54,59,1,56,2,181,416
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 150","Saguenay",5,1,136,87,2,75,1,307,626
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 151","Saguenay",3,3,61,83,4,81,2,237,400
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 152","Saguenay",3,2,59,47,1,68,5,185,371
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 153","Saguenay",3,1,54,101,0,58,2,219,406
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 154","Saguenay",8,1,73,84,2,70,0,238,430
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 155","Saguenay",2,0,53,66,1,56,3,181,407
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 156","Saguenay",7,2,76,62,1,68,3,219,372
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 157","Saguenay",1,3,90,62,1,85,1,243,426
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 158","Saguenay",3,1,87,80,5,66,2,244,431
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 159","Saguenay",3,4,56,63,0,56,0,182,313
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 160","Saguenay",3,0,55,45,0,46,1,150,275
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 161","Saguenay",4,2,83,45,1,47,3,185,310
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 162","Saguenay",2,2,57,46,0,60,0,167,364
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 163","Saguenay",5,0,52,28,5,49,0,139,422
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 164","Saguenay",2,0,50,30,1,50,3,136,360
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 165","Saguenay",3,2,56,23,0,27,1,112,392
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 166","Saguenay",1,0,61,50,0,34,0,146,346
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 167","Saguenay",4,3,75,60,0,50,1,193,438
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 168","Saguenay",2,1,40,42,1,79,0,165,400
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 169","Saguenay",7,0,72,46,7,45,1,178,403
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 170","Saguenay",1,0,71,37,1,42,6,158,351
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 171","Saguenay",4,1,54,40,0,30,2,131,373
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 172","Saguenay",2,1,74,47,3,60,3,190,400
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 173","Saguenay",4,5,147,48,0,64,6,274,597
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 174","Saguenay",2,0,78,23,0,32,1,136,333
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 175","Saguenay",5,1,61,23,0,25,2,117,353
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 176","Saguenay",3,2,118,48,5,20,1,197,506
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 177","Saguenay",1,0,98,27,1,39,2,168,425
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 178","Saguenay",0,0,68,35,2,38,3,146,362
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 179","Saguenay",4,3,64,23,1,37,1,133,359
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 180","Saguenay",2,3,57,30,1,38,2,133,339
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 181","Saguenay",5,5,108,46,1,59,4,228,429
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 182","Saguenay",5,1,101,38,1,49,3,198,404
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 183","Saguenay",3,1,140,55,1,63,0,263,515
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 184","Rivière-Éternité",1,5,107,52,2,49,1,217,405
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 185","Ferland-et-Boilleau",5,3,195,75,4,63,3,348,546
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 400","Saguenay",0,0,21,47,0,15,0,83,113
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 401","Saguenay",1,2,13,47,0,23,5,91,109
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 402","Saguenay",0,1,41,95,2,51,15,205,260
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 403","Saguenay",1,2,24,50,0,21,9,107,179
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 500","Saint-Honoré",Combined with No./Résultats combinés à ceux du n°16,,,,,,,,2
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 501","Mobile poll/Bureau itinérant",2,0,13,7,0,11,0,33,92
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 502","Saguenay",Combined with No./Résultats combinés à ceux du n°118,,,,,,,,0
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,50
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 504","Mobile poll/Bureau itinérant",1,2,11,22,1,4,4,45,69
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,42
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 600","Saguenay",2,2,157,177,0,138,4,480,
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 601","Saint-Fulgence",9,4,110,129,1,133,9,395,
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 602","Saint-Honoré",4,2,230,169,7,150,5,567,
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 603","Saint-Honoré",2,2,155,136,1,130,11,437,
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 604","Saguenay",14,2,299,349,3,355,13,1035,
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 605","Saguenay",15,6,294,314,9,261,14,913,
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 606","Saguenay",9,6,256,309,3,320,9,912,
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 607","Saguenay",20,6,236,346,3,302,20,933,
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 608","Saguenay",11,5,128,333,3,240,9,729,
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 609","Saguenay",17,7,230,357,1,287,7,906,
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 610","Saguenay",17,15,298,618,3,395,5,1351,
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 611","Saguenay",10,5,291,734,9,472,32,1553,
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 612","Saguenay",20,6,271,379,4,288,12,980,
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 613","Saguenay",10,1,276,415,5,291,24,1022,
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 614","Saguenay",6,6,300,293,3,255,0,863,
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 615","Ferland-et-Boilleau",15,5,270,299,5,261,8,863,
24018,"Chicoutimi--Le Fjord/Chicoutimi--Le Fjord"," 616","Saint-Félix-d'Otis",0,1,104,76,0,74,4,259,
