Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,William Cooper,Nira Dookeran,Hena Masjedee,David McGuinty,Alex Perrier,John Redins,Blair Turner,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35080,"Ottawa South/Ottawa-Sud"," 22","Ottawa",0,1,12,141,1,0,52,0,207,465
35080,"Ottawa South/Ottawa-Sud"," 23","Ottawa",0,1,11,120,1,0,39,1,173,430
35080,"Ottawa South/Ottawa-Sud"," 24","Ottawa",1,0,7,74,0,0,26,1,109,405
35080,"Ottawa South/Ottawa-Sud"," 25","Ottawa",1,4,21,142,2,0,79,1,250,441
35080,"Ottawa South/Ottawa-Sud"," 26","Ottawa",1,3,8,153,0,0,58,1,224,441
35080,"Ottawa South/Ottawa-Sud"," 27","Ottawa",0,1,15,95,1,0,35,0,147,417
35080,"Ottawa South/Ottawa-Sud"," 28","Ottawa",0,3,7,134,0,0,37,0,181,454
35080,"Ottawa South/Ottawa-Sud"," 29","Ottawa",0,1,8,64,1,0,35,0,109,356
35080,"Ottawa South/Ottawa-Sud"," 30","Ottawa",0,4,9,84,0,0,68,0,165,484
35080,"Ottawa South/Ottawa-Sud"," 31","Ottawa",0,1,6,92,0,2,44,2,147,358
35080,"Ottawa South/Ottawa-Sud"," 32","Ottawa",0,4,22,139,1,0,83,6,255,463
35080,"Ottawa South/Ottawa-Sud"," 33","Ottawa",2,1,30,167,3,0,52,0,255,453
35080,"Ottawa South/Ottawa-Sud"," 34","Ottawa",1,0,6,122,0,0,40,1,170,443
35080,"Ottawa South/Ottawa-Sud"," 35","Ottawa",0,0,4,77,1,0,46,0,128,385
35080,"Ottawa South/Ottawa-Sud"," 36","Ottawa",1,4,7,116,0,1,44,0,173,417
35080,"Ottawa South/Ottawa-Sud"," 37","Ottawa",2,2,4,93,0,0,33,0,134,484
35080,"Ottawa South/Ottawa-Sud"," 38","Ottawa",0,2,11,93,0,0,47,0,153,429
35080,"Ottawa South/Ottawa-Sud"," 39","Ottawa",0,2,7,80,0,0,37,0,126,416
35080,"Ottawa South/Ottawa-Sud"," 40","Ottawa",0,1,5,82,0,0,29,1,118,460
35080,"Ottawa South/Ottawa-Sud"," 41","Ottawa",0,2,10,94,1,0,53,1,161,560
35080,"Ottawa South/Ottawa-Sud"," 42","Ottawa",0,7,5,75,1,1,30,0,119,389
35080,"Ottawa South/Ottawa-Sud"," 43","Ottawa",0,0,14,121,2,0,66,0,203,562
35080,"Ottawa South/Ottawa-Sud"," 44","Ottawa",1,2,6,87,0,0,51,0,147,437
35080,"Ottawa South/Ottawa-Sud"," 45","Ottawa",1,2,6,93,1,0,45,0,148,413
35080,"Ottawa South/Ottawa-Sud"," 46","Ottawa",1,1,1,75,0,0,29,1,108,384
35080,"Ottawa South/Ottawa-Sud"," 47","Ottawa",2,1,8,94,1,2,36,0,144,431
35080,"Ottawa South/Ottawa-Sud"," 48","Ottawa",1,3,8,117,1,1,40,1,172,448
35080,"Ottawa South/Ottawa-Sud"," 49","Ottawa",0,2,11,99,0,1,29,0,142,423
35080,"Ottawa South/Ottawa-Sud"," 50","Ottawa",0,2,5,54,0,0,36,2,99,346
35080,"Ottawa South/Ottawa-Sud"," 51","Ottawa",1,0,13,91,1,0,48,1,155,513
35080,"Ottawa South/Ottawa-Sud"," 52","Ottawa",0,1,8,104,0,0,53,1,167,442
35080,"Ottawa South/Ottawa-Sud"," 53","Ottawa",1,2,15,140,3,0,41,2,204,586
35080,"Ottawa South/Ottawa-Sud"," 54","Ottawa",0,0,11,103,0,0,39,3,156,496
35080,"Ottawa South/Ottawa-Sud"," 55","Ottawa",1,1,26,118,1,0,45,3,195,530
35080,"Ottawa South/Ottawa-Sud"," 56","Ottawa",0,1,12,101,1,0,59,0,174,445
35080,"Ottawa South/Ottawa-Sud"," 57","Ottawa",2,4,11,110,1,1,52,0,181,541
35080,"Ottawa South/Ottawa-Sud"," 58","Ottawa",0,3,7,88,1,0,49,1,149,486
35080,"Ottawa South/Ottawa-Sud"," 59","Ottawa",0,2,25,95,0,1,56,3,182,553
35080,"Ottawa South/Ottawa-Sud"," 60","Ottawa",0,0,6,71,0,0,31,0,108,346
35080,"Ottawa South/Ottawa-Sud"," 61","Ottawa",0,1,8,96,0,0,34,1,140,362
35080,"Ottawa South/Ottawa-Sud"," 62","Ottawa",2,4,11,60,1,0,37,0,115,355
35080,"Ottawa South/Ottawa-Sud"," 63","Ottawa",0,1,8,106,1,0,42,0,158,505
35080,"Ottawa South/Ottawa-Sud"," 64","Ottawa",2,3,14,94,1,1,49,0,164,484
35080,"Ottawa South/Ottawa-Sud"," 65","Ottawa",1,1,11,100,0,0,56,0,169,496
35080,"Ottawa South/Ottawa-Sud"," 66","Ottawa",1,1,6,92,0,0,49,1,150,480
35080,"Ottawa South/Ottawa-Sud"," 67","Ottawa",0,0,8,115,2,1,84,5,215,476
35080,"Ottawa South/Ottawa-Sud"," 68A","Ottawa",0,1,12,92,1,1,77,2,186,417
35080,"Ottawa South/Ottawa-Sud"," 68B","Ottawa",Combined with No./Résultats combinés à ceux du n°408,,,,,,,,,68
35080,"Ottawa South/Ottawa-Sud"," 69","Ottawa",0,3,11,120,0,0,53,1,188,427
35080,"Ottawa South/Ottawa-Sud"," 70","Ottawa",0,4,16,112,0,1,50,2,185,515
35080,"Ottawa South/Ottawa-Sud"," 71","Ottawa",0,4,17,111,0,1,80,2,215,490
35080,"Ottawa South/Ottawa-Sud"," 72","Ottawa",0,1,18,146,1,0,52,4,222,554
35080,"Ottawa South/Ottawa-Sud"," 73","Ottawa",1,1,21,129,2,0,47,1,202,541
35080,"Ottawa South/Ottawa-Sud"," 74","Ottawa",0,1,8,105,0,0,21,0,135,386
35080,"Ottawa South/Ottawa-Sud"," 75","Ottawa",0,1,13,91,2,0,40,2,149,446
35080,"Ottawa South/Ottawa-Sud"," 76","Ottawa",1,4,3,96,1,0,32,1,138,429
35080,"Ottawa South/Ottawa-Sud"," 77","Ottawa",0,3,6,123,0,0,41,0,173,453
35080,"Ottawa South/Ottawa-Sud"," 78","Ottawa",0,4,5,101,1,0,29,0,140,364
35080,"Ottawa South/Ottawa-Sud"," 79","Ottawa",4,8,16,118,3,0,44,0,193,536
35080,"Ottawa South/Ottawa-Sud"," 80","Ottawa",0,1,8,90,1,0,27,0,127,429
35080,"Ottawa South/Ottawa-Sud"," 81","Ottawa",1,8,16,110,0,0,36,1,172,407
35080,"Ottawa South/Ottawa-Sud"," 82","Ottawa",1,1,5,107,3,1,30,0,148,395
35080,"Ottawa South/Ottawa-Sud"," 83A","Ottawa",0,3,5,100,1,0,40,2,151,429
35080,"Ottawa South/Ottawa-Sud"," 83B","Ottawa",Combined with No./Résultats combinés à ceux du n°79,,,,,,,,,32
35080,"Ottawa South/Ottawa-Sud"," 84","Ottawa",0,2,10,146,0,0,23,10,191,544
35080,"Ottawa South/Ottawa-Sud"," 85","Ottawa",0,2,14,94,1,0,45,3,159,446
35080,"Ottawa South/Ottawa-Sud"," 86","Ottawa",0,3,14,122,2,0,65,2,208,561
35080,"Ottawa South/Ottawa-Sud"," 87","Ottawa",0,2,18,103,0,1,51,2,177,454
35080,"Ottawa South/Ottawa-Sud"," 88","Ottawa",0,2,20,94,0,0,44,3,163,381
35080,"Ottawa South/Ottawa-Sud"," 89","Ottawa",0,2,10,85,0,0,29,1,127,392
35080,"Ottawa South/Ottawa-Sud"," 90","Ottawa",0,1,7,59,1,0,22,2,92,382
35080,"Ottawa South/Ottawa-Sud"," 91","Ottawa",0,1,14,112,4,0,40,3,174,535
35080,"Ottawa South/Ottawa-Sud"," 92","Ottawa",0,3,15,89,1,2,44,1,155,591
35080,"Ottawa South/Ottawa-Sud"," 93","Ottawa",0,2,14,87,7,0,37,4,151,448
35080,"Ottawa South/Ottawa-Sud"," 94","Ottawa",0,1,21,84,0,0,30,1,137,489
35080,"Ottawa South/Ottawa-Sud"," 95","Ottawa",0,0,11,77,0,0,39,1,128,433
35080,"Ottawa South/Ottawa-Sud"," 96","Ottawa",0,1,14,90,0,0,30,1,136,402
35080,"Ottawa South/Ottawa-Sud"," 97","Ottawa",0,0,18,107,0,0,67,0,192,534
35080,"Ottawa South/Ottawa-Sud"," 98","Ottawa",0,1,4,81,0,0,33,2,121,370
35080,"Ottawa South/Ottawa-Sud"," 99","Ottawa",0,0,12,63,2,0,30,1,108,291
35080,"Ottawa South/Ottawa-Sud"," 100","Ottawa",2,1,3,78,1,0,42,0,127,429
35080,"Ottawa South/Ottawa-Sud"," 101","Ottawa",0,1,17,83,2,0,39,3,145,430
35080,"Ottawa South/Ottawa-Sud"," 102","Ottawa",0,1,9,86,0,0,36,0,132,466
35080,"Ottawa South/Ottawa-Sud"," 103","Ottawa",0,2,13,78,0,0,37,0,130,483
35080,"Ottawa South/Ottawa-Sud"," 104","Ottawa",2,2,19,135,4,0,57,0,219,391
35080,"Ottawa South/Ottawa-Sud"," 105","Ottawa",0,2,8,62,1,0,30,0,103,395
35080,"Ottawa South/Ottawa-Sud"," 106","Ottawa",1,1,21,114,1,0,51,3,192,480
35080,"Ottawa South/Ottawa-Sud"," 107","Ottawa",0,1,18,90,4,0,44,0,157,519
35080,"Ottawa South/Ottawa-Sud"," 108","Ottawa",0,0,10,79,1,0,30,1,121,418
35080,"Ottawa South/Ottawa-Sud"," 109","Ottawa",0,2,10,92,2,0,39,2,147,487
35080,"Ottawa South/Ottawa-Sud"," 110","Ottawa",0,3,8,73,1,0,29,1,115,383
35080,"Ottawa South/Ottawa-Sud"," 111","Ottawa",3,2,12,93,3,0,48,0,161,555
35080,"Ottawa South/Ottawa-Sud"," 112","Ottawa",0,0,13,84,0,0,39,0,136,437
35080,"Ottawa South/Ottawa-Sud"," 113","Ottawa",1,2,10,87,1,0,56,3,160,504
35080,"Ottawa South/Ottawa-Sud"," 114","Ottawa",0,3,10,75,0,0,34,0,122,382
35080,"Ottawa South/Ottawa-Sud"," 115","Ottawa",2,2,16,92,2,0,34,0,148,452
35080,"Ottawa South/Ottawa-Sud"," 116","Ottawa",1,2,15,118,0,0,33,0,169,517
35080,"Ottawa South/Ottawa-Sud"," 117","Ottawa",0,0,7,91,1,0,44,0,143,460
35080,"Ottawa South/Ottawa-Sud"," 118","Ottawa",0,1,13,72,2,0,29,0,117,412
35080,"Ottawa South/Ottawa-Sud"," 119","Ottawa",0,1,9,86,0,0,70,2,168,549
35080,"Ottawa South/Ottawa-Sud"," 120","Ottawa",1,1,10,117,4,1,102,0,236,527
35080,"Ottawa South/Ottawa-Sud"," 121","Ottawa",0,0,9,61,1,0,36,2,109,371
35080,"Ottawa South/Ottawa-Sud"," 122","Ottawa",1,2,3,69,0,0,36,0,111,383
35080,"Ottawa South/Ottawa-Sud"," 123","Ottawa",0,1,10,120,1,0,62,2,196,480
35080,"Ottawa South/Ottawa-Sud"," 124","Ottawa",2,3,23,117,1,1,95,1,243,516
35080,"Ottawa South/Ottawa-Sud"," 125","Ottawa",1,3,19,131,0,0,79,0,233,637
35080,"Ottawa South/Ottawa-Sud"," 126","Ottawa",0,1,4,96,0,0,97,0,198,250
35080,"Ottawa South/Ottawa-Sud"," 127","Ottawa",1,0,18,131,1,0,62,1,214,562
35080,"Ottawa South/Ottawa-Sud"," 128","Ottawa",0,0,8,95,0,0,44,0,147,403
35080,"Ottawa South/Ottawa-Sud"," 129","Ottawa",1,1,13,84,1,0,53,0,153,510
35080,"Ottawa South/Ottawa-Sud"," 130","Ottawa",0,0,14,104,0,0,65,2,185,529
35080,"Ottawa South/Ottawa-Sud"," 131","Ottawa",1,1,12,199,1,0,95,0,309,910
35080,"Ottawa South/Ottawa-Sud"," 132","Ottawa",0,1,13,86,0,0,52,2,154,522
35080,"Ottawa South/Ottawa-Sud"," 133","Ottawa",0,1,12,126,2,0,48,3,192,577
35080,"Ottawa South/Ottawa-Sud"," 134","Ottawa",0,0,8,116,1,0,82,2,209,619
35080,"Ottawa South/Ottawa-Sud"," 135","Ottawa",0,2,18,153,0,0,49,1,223,592
35080,"Ottawa South/Ottawa-Sud"," 136","Ottawa",0,1,10,107,0,0,86,0,204,527
35080,"Ottawa South/Ottawa-Sud"," 137","Ottawa",0,1,12,95,1,0,65,0,174,530
35080,"Ottawa South/Ottawa-Sud"," 138","Ottawa",0,0,12,89,0,0,60,0,161,479
35080,"Ottawa South/Ottawa-Sud"," 139","Ottawa",0,1,5,78,0,1,20,0,105,545
35080,"Ottawa South/Ottawa-Sud"," 140","Ottawa",0,2,17,98,0,0,25,2,144,477
35080,"Ottawa South/Ottawa-Sud"," 141","Ottawa",0,1,7,85,0,0,39,1,133,352
35080,"Ottawa South/Ottawa-Sud"," 142","Ottawa",0,3,14,95,0,0,37,1,150,466
35080,"Ottawa South/Ottawa-Sud"," 143","Ottawa",3,2,22,80,2,2,35,0,146,581
35080,"Ottawa South/Ottawa-Sud"," 144","Ottawa",0,0,15,77,1,0,52,3,148,411
35080,"Ottawa South/Ottawa-Sud"," 145","Ottawa",0,2,15,96,1,0,63,0,177,552
35080,"Ottawa South/Ottawa-Sud"," 146","Ottawa",0,2,5,84,0,0,30,1,122,458
35080,"Ottawa South/Ottawa-Sud"," 147","Ottawa",1,0,8,71,1,2,31,0,114,466
35080,"Ottawa South/Ottawa-Sud"," 148","Ottawa",1,1,37,120,0,0,31,0,190,576
35080,"Ottawa South/Ottawa-Sud"," 149","Ottawa",0,1,18,108,1,0,35,2,165,556
35080,"Ottawa South/Ottawa-Sud"," 150","Ottawa",0,1,8,103,0,0,75,0,187,499
35080,"Ottawa South/Ottawa-Sud"," 151","Ottawa",0,0,25,79,1,0,36,0,141,537
35080,"Ottawa South/Ottawa-Sud"," 152","Ottawa",0,4,18,105,2,1,55,2,187,518
35080,"Ottawa South/Ottawa-Sud"," 153","Ottawa",1,3,8,129,1,1,69,0,212,544
35080,"Ottawa South/Ottawa-Sud"," 154","Ottawa",0,3,18,65,0,0,43,0,129,425
35080,"Ottawa South/Ottawa-Sud"," 155","Ottawa",0,3,5,49,0,0,33,0,90,408
35080,"Ottawa South/Ottawa-Sud"," 156","Ottawa",1,1,4,77,0,0,37,0,120,379
35080,"Ottawa South/Ottawa-Sud"," 157","Ottawa",1,1,4,93,0,0,24,0,123,365
35080,"Ottawa South/Ottawa-Sud"," 158","Ottawa",1,0,7,91,1,1,45,0,146,503
35080,"Ottawa South/Ottawa-Sud"," 159","Ottawa",0,0,13,69,1,0,46,1,130,416
35080,"Ottawa South/Ottawa-Sud"," 160","Ottawa",0,1,8,91,0,0,39,1,140,383
35080,"Ottawa South/Ottawa-Sud"," 161","Ottawa",1,3,19,84,0,0,36,1,144,540
35080,"Ottawa South/Ottawa-Sud"," 162","Ottawa",0,2,6,91,0,0,31,2,132,347
35080,"Ottawa South/Ottawa-Sud"," 163","Ottawa",0,0,6,69,2,1,51,2,131,434
35080,"Ottawa South/Ottawa-Sud"," 164","Ottawa",0,1,6,115,0,0,41,1,164,425
35080,"Ottawa South/Ottawa-Sud"," 165","Ottawa",0,3,9,95,1,0,47,0,155,434
35080,"Ottawa South/Ottawa-Sud"," 166","Ottawa",0,2,8,121,0,0,53,0,184,459
35080,"Ottawa South/Ottawa-Sud"," 167","Ottawa",3,1,9,121,0,0,47,1,182,484
35080,"Ottawa South/Ottawa-Sud"," 168","Ottawa",0,3,10,110,3,0,58,0,184,496
35080,"Ottawa South/Ottawa-Sud"," 169","Ottawa",0,0,15,158,0,0,62,0,235,661
35080,"Ottawa South/Ottawa-Sud"," 170","Ottawa",0,0,6,129,2,1,82,0,220,520
35080,"Ottawa South/Ottawa-Sud"," 171","Ottawa",1,2,14,151,2,0,95,1,266,619
35080,"Ottawa South/Ottawa-Sud"," 172","Ottawa",0,0,10,120,0,0,53,0,183,501
35080,"Ottawa South/Ottawa-Sud"," 173","Ottawa",2,3,9,94,0,0,45,0,153,407
35080,"Ottawa South/Ottawa-Sud"," 174","Ottawa",0,3,7,135,1,0,54,0,200,433
35080,"Ottawa South/Ottawa-Sud"," 175","Ottawa",0,3,13,80,1,1,51,0,149,445
35080,"Ottawa South/Ottawa-Sud"," 176","Ottawa",0,0,13,136,1,0,53,4,207,386
35080,"Ottawa South/Ottawa-Sud"," 177","Ottawa",Combined with No./Résultats combinés à ceux du n°104,,,,,,,,,403
35080,"Ottawa South/Ottawa-Sud"," 178","Ottawa",1,2,6,46,0,0,32,1,88,418
35080,"Ottawa South/Ottawa-Sud"," 179","Ottawa",0,2,10,65,2,0,27,0,106,382
35080,"Ottawa South/Ottawa-Sud"," 180","Ottawa",1,3,14,78,0,0,28,1,125,385
35080,"Ottawa South/Ottawa-Sud"," 181","Ottawa",0,0,11,75,0,1,28,1,116,521
35080,"Ottawa South/Ottawa-Sud"," 182","Ottawa",1,1,16,49,0,1,30,0,98,398
35080,"Ottawa South/Ottawa-Sud"," 183","Ottawa",0,3,18,117,1,0,44,2,185,597
35080,"Ottawa South/Ottawa-Sud"," 184","Ottawa",0,1,10,70,1,0,64,2,148,439
35080,"Ottawa South/Ottawa-Sud"," 185","Ottawa",0,1,9,84,0,0,56,2,152,458
35080,"Ottawa South/Ottawa-Sud"," 186","Ottawa",0,2,7,79,0,1,57,1,147,436
35080,"Ottawa South/Ottawa-Sud"," 187","Ottawa",1,1,25,124,0,0,64,0,215,659
35080,"Ottawa South/Ottawa-Sud"," 188","Ottawa",1,2,11,90,3,0,36,1,144,442
35080,"Ottawa South/Ottawa-Sud"," 189","Ottawa",1,0,14,73,0,0,52,0,140,448
35080,"Ottawa South/Ottawa-Sud"," 190","Ottawa",0,1,10,113,2,0,44,0,170,571
35080,"Ottawa South/Ottawa-Sud"," 191","Ottawa",1,2,5,59,0,0,50,0,117,360
35080,"Ottawa South/Ottawa-Sud"," 192","Ottawa",0,2,8,78,0,0,81,1,170,554
35080,"Ottawa South/Ottawa-Sud"," 193","Ottawa",2,0,8,121,2,2,71,2,208,622
35080,"Ottawa South/Ottawa-Sud"," 194","Ottawa",Combined with No./Résultats combinés à ceux du n°126,,,,,,,,,322
35080,"Ottawa South/Ottawa-Sud"," 195","Ottawa",0,3,15,182,3,0,81,7,291,651
35080,"Ottawa South/Ottawa-Sud"," 196","Ottawa",0,0,12,143,0,0,87,0,242,609
35080,"Ottawa South/Ottawa-Sud"," 197","Ottawa",3,1,6,103,1,0,61,3,178,470
35080,"Ottawa South/Ottawa-Sud"," 400","Ottawa",0,0,5,166,0,2,37,0,210,315
35080,"Ottawa South/Ottawa-Sud"," 401","Ottawa",0,0,2,152,0,1,38,1,194,314
35080,"Ottawa South/Ottawa-Sud"," 402","Ottawa",1,0,10,149,1,0,45,0,206,297
35080,"Ottawa South/Ottawa-Sud"," 403","Mobile poll/Bureau itinérant",2,5,11,108,1,2,55,7,191,200
35080,"Ottawa South/Ottawa-Sud"," 404","Ottawa",1,5,11,110,2,2,37,0,168,297
35080,"Ottawa South/Ottawa-Sud"," 405","Ottawa",0,0,1,68,0,0,33,1,103,222
35080,"Ottawa South/Ottawa-Sud"," 406","Ottawa",Combined with No./Résultats combinés à ceux du n°405,,,,,,,,,228
35080,"Ottawa South/Ottawa-Sud"," 407","Ottawa",0,2,10,107,1,0,43,2,165,259
35080,"Ottawa South/Ottawa-Sud"," 408","Ottawa",0,4,11,128,1,0,54,0,198,248
35080,"Ottawa South/Ottawa-Sud"," 409","Ottawa",0,1,8,83,2,0,15,3,112,290
35080,"Ottawa South/Ottawa-Sud"," 410","Ottawa",0,1,5,93,0,1,46,1,147,218
35080,"Ottawa South/Ottawa-Sud"," 411","Ottawa",1,1,6,51,0,0,26,2,87,207
35080,"Ottawa South/Ottawa-Sud"," 412","Ottawa",0,3,6,47,0,1,15,0,72,222
35080,"Ottawa South/Ottawa-Sud"," 500","Mobile poll/Bureau itinérant",0,1,0,112,1,0,26,3,143,111
35080,"Ottawa South/Ottawa-Sud"," 501","Mobile poll/Bureau itinérant",2,0,4,74,0,0,29,1,110,94
35080,"Ottawa South/Ottawa-Sud"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°403,,,,,,,,,45
35080,"Ottawa South/Ottawa-Sud"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,,74
35080,"Ottawa South/Ottawa-Sud"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,,81
35080,"Ottawa South/Ottawa-Sud"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,,40
35080,"Ottawa South/Ottawa-Sud"," 506","Mobile poll/Bureau itinérant",1,1,4,65,0,0,43,4,118,102
35080,"Ottawa South/Ottawa-Sud"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,,48
35080,"Ottawa South/Ottawa-Sud"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,,44
35080,"Ottawa South/Ottawa-Sud"," 509","Mobile poll/Bureau itinérant",0,1,9,118,1,1,47,5,182,97
35080,"Ottawa South/Ottawa-Sud"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,,66
35080,"Ottawa South/Ottawa-Sud"," 600","Ottawa",1,14,59,741,1,0,208,1,1025,
35080,"Ottawa South/Ottawa-Sud"," 601","Ottawa",2,9,58,606,2,0,191,1,869,
35080,"Ottawa South/Ottawa-Sud"," 602","Ottawa",0,7,57,704,2,2,198,3,973,
35080,"Ottawa South/Ottawa-Sud"," 603","Ottawa",5,25,62,1289,1,3,284,3,1672,
35080,"Ottawa South/Ottawa-Sud"," 604","Ottawa",5,14,30,1110,2,2,296,5,1464,
35080,"Ottawa South/Ottawa-Sud"," 605","Ottawa",2,18,83,1314,3,2,421,0,1843,
35080,"Ottawa South/Ottawa-Sud"," 606","Ottawa",1,13,49,643,4,2,252,3,967,
35080,"Ottawa South/Ottawa-Sud"," 607","Ottawa",1,7,68,743,1,0,306,1,1127,
35080,"Ottawa South/Ottawa-Sud"," 608","Ottawa",5,3,48,491,5,1,210,8,771,
35080,"Ottawa South/Ottawa-Sud"," 609","Ottawa",0,6,94,626,3,0,269,3,1001,
35080,"Ottawa South/Ottawa-Sud"," 610","Ottawa",1,13,76,898,5,1,325,0,1319,
35080,"Ottawa South/Ottawa-Sud"," 611","Ottawa",2,11,87,1051,4,2,370,5,1532,
35080,"Ottawa South/Ottawa-Sud"," 612","Ottawa",3,8,80,929,7,0,300,4,1331,
35080,"Ottawa South/Ottawa-Sud"," 613","Ottawa",3,6,89,1086,2,1,517,4,1708,
35080,"Ottawa South/Ottawa-Sud"," 614","Ottawa",3,5,58,713,2,1,373,1,1156,
35080,"Ottawa South/Ottawa-Sud"," 615","Ottawa",1,4,71,521,3,5,226,2,833,
35080,"Ottawa South/Ottawa-Sud"," 616","Ottawa",0,10,62,1102,7,1,376,10,1568,
35080,"Ottawa South/Ottawa-Sud"," 617","Ottawa",5,19,95,1225,9,4,425,4,1786,
35080,"Ottawa South/Ottawa-Sud"," 618","Ottawa",2,7,36,534,0,0,328,2,909,
35080,"Ottawa South/Ottawa-Sud"," 619","Ottawa",0,8,57,998,1,0,484,5,1553,
35080,"Ottawa South/Ottawa-Sud",,Group 1/Groupe 1, 3,25,113,1131,0,5,362,88,1727,803
35080,"Ottawa South/Ottawa-Sud",,Group 2/Groupe 2, 9,35,251,3822,9,11,1520,113,5770,
