Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Pierre-Augustin Allard,Thierry Bilodeau,François-Philippe Champagne,Dji-Pé Frazer,Nathalie Garceau,Marie-Claude Gaudet,David Rioux,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 38","Lac-aux-Sables",45,53,94,0,3,2,3,1,201,356
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 39","Lac-aux-Sables",40,48,60,0,2,0,0,2,152,243
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 40","Lac-aux-Sables",41,49,75,1,2,3,1,1,173,318
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 41","Notre-Dame-de-Montauban",26,16,19,0,3,2,0,1,67,123
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 42","Sainte-Thècle",49,38,62,0,3,0,1,2,155,380
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 43","Sainte-Thècle",25,23,46,0,4,4,2,1,105,314
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 44","Sainte-Thècle",25,27,28,0,5,0,3,2,90,301
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 45","Sainte-Thècle",30,18,53,0,0,5,0,2,108,268
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 46","Sainte-Thècle",71,46,78,2,3,0,1,0,201,444
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 47","Sainte-Thècle",39,40,75,0,1,1,0,7,163,373
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 48","Saint-Roch-de-Mékinac",49,40,71,0,6,2,0,2,170,311
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 49","Saint-Adelphe",79,70,105,0,3,4,2,2,265,433
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 50","Saint-Adelphe",79,66,81,0,5,0,1,2,234,388
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 51","Saint-Tite",42,43,95,1,3,3,0,4,191,311
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 52","Saint-Tite",32,25,40,1,2,0,2,5,107,274
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 53","Saint-Tite",58,28,64,2,2,1,0,0,155,381
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 54","Saint-Tite",41,19,59,0,2,0,0,3,124,331
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 55A","Saint-Tite",21,17,54,1,2,1,0,2,98,241
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 55B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,,20
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 56","Saint-Tite",37,13,54,1,6,2,0,2,115,331
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 57","Saint-Tite",34,18,51,0,5,2,0,4,114,274
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 58","Saint-Tite",76,59,105,0,1,2,1,2,246,405
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 59","Saint-Tite",65,38,92,4,3,1,0,1,204,422
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 60","Grandes-Piles",57,32,93,2,6,4,2,0,196,486
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 61","Saint-Prosper-de-Champlain",40,20,49,0,4,1,1,1,116,201
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 62","Saint-Prosper-de-Champlain",33,37,72,1,1,0,0,2,146,231
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 63","Sainte-Anne-de-la-Pérade",47,51,53,0,5,2,1,2,161,268
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 64","Sainte-Anne-de-la-Pérade",42,22,46,2,5,6,2,7,132,252
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 65","Sainte-Anne-de-la-Pérade",52,32,73,1,7,2,2,4,173,334
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 66","Sainte-Anne-de-la-Pérade",47,36,82,1,1,6,4,4,181,384
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 67","Sainte-Anne-de-la-Pérade",56,56,121,2,3,3,3,4,248,422
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 68","Proulxville",57,38,68,0,1,3,8,2,177,264
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 69","Proulxville",78,54,96,2,3,4,1,11,249,407
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 70","Hérouxville",67,48,81,0,4,0,2,1,203,339
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 71","Hérouxville",82,56,91,1,6,1,5,3,245,538
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 72","Hérouxville",61,44,103,1,2,0,2,4,217,377
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 73","Saint-Stanislas",63,35,91,1,5,3,0,4,202,339
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 74","Saint-Stanislas",33,41,71,0,2,1,0,1,149,250
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 75","Saint-Stanislas",40,33,91,1,3,2,6,6,182,306
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 76","Shawinigan",34,24,101,0,1,3,3,4,170,347
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 77","Shawinigan",41,37,107,0,6,0,0,3,194,318
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 78A","Shawinigan",36,25,46,2,0,0,3,0,112,303
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 78B","Shawinigan",30,20,52,0,4,1,1,0,108,311
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 79","Shawinigan",60,35,81,0,3,2,0,1,182,443
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 80","Shawinigan",45,45,91,0,5,3,0,1,190,455
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 81A","Shawinigan",32,20,58,0,4,1,1,6,122,392
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 81B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,,89
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 82","Shawinigan",49,37,67,1,4,3,1,2,164,416
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 83","Shawinigan",57,25,85,0,1,0,2,1,171,412
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 84","Shawinigan",48,28,91,0,4,1,0,2,174,411
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 85","Shawinigan",24,25,43,0,4,5,2,1,104,351
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 86","Shawinigan",31,24,78,0,1,2,2,1,139,439
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 87","Shawinigan",14,25,48,0,6,1,2,0,96,335
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 88","Shawinigan",37,27,77,1,0,3,2,0,147,390
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 89","Shawinigan",25,23,52,0,1,1,2,0,104,433
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 90A","Shawinigan",16,13,15,1,0,2,1,3,51,211
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 90B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,,21
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 90C","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,,77
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 91","Shawinigan",17,15,67,1,0,2,0,3,105,351
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 92","Shawinigan",27,32,53,1,6,4,1,1,125,390
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 93","Shawinigan",25,25,39,2,2,6,1,1,101,371
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 94","Shawinigan",28,16,34,1,4,1,1,3,88,354
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 95","Shawinigan",41,41,57,0,4,3,1,2,149,439
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 96","Sainte-Geneviève-de-Batiscan",44,22,49,0,9,5,2,3,134,300
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 97","Sainte-Geneviève-de-Batiscan",50,21,59,0,0,1,0,3,134,354
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 98","Sainte-Geneviève-de-Batiscan",44,19,61,0,1,3,0,5,133,303
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 99","Saint-Narcisse",65,38,86,3,9,1,1,1,204,399
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 100A","Saint-Narcisse",50,39,87,1,3,1,0,2,183,330
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 100B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,,7
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 101","Saint-Narcisse",64,20,49,0,4,0,3,1,141,298
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 102","Saint-Narcisse",66,41,100,0,1,2,0,5,215,475
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 103","Shawinigan",49,28,96,1,2,0,3,1,180,423
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 104","Shawinigan",44,34,97,0,5,2,0,3,185,373
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 105A","Shawinigan",36,25,67,1,5,1,3,4,142,328
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 105B","Shawinigan",28,23,57,0,1,2,0,0,111,234
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 106","Shawinigan",68,61,168,0,5,8,1,4,315,516
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 107","Shawinigan",48,31,108,0,2,4,0,4,197,416
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 108","Shawinigan",67,32,69,1,5,4,3,2,183,441
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 109","Shawinigan",50,30,80,1,3,1,2,7,174,430
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 110","Shawinigan",52,25,54,0,2,1,1,4,139,385
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 111","Shawinigan",66,32,61,2,1,3,3,3,171,443
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 112","Shawinigan",58,46,67,1,1,6,0,7,186,431
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 113","Shawinigan",63,16,103,0,3,1,1,2,189,501
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 114","Shawinigan",83,50,128,2,5,7,1,5,281,511
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 115","Shawinigan",97,60,106,1,13,3,5,3,288,498
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 116","Shawinigan",78,54,99,0,4,4,2,4,245,501
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 117","Shawinigan",42,23,73,2,3,0,1,0,144,332
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 118","Shawinigan",32,25,66,0,7,0,1,5,136,401
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 119","Shawinigan",22,26,35,1,1,2,2,2,91,332
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 120","Shawinigan",16,15,48,0,1,2,1,4,87,343
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 121","Shawinigan",39,33,75,0,2,2,1,4,156,423
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 122","Shawinigan",24,28,37,0,1,1,2,0,93,281
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 123","Shawinigan",40,28,54,0,1,0,1,5,129,392
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 124","Shawinigan",24,19,65,2,2,1,1,2,116,388
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 125","Shawinigan",38,20,62,1,10,3,1,3,138,341
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 126","Shawinigan",29,17,52,1,2,2,0,1,104,351
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 127","Shawinigan",33,35,35,0,2,3,1,13,122,367
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 128","Shawinigan",56,48,84,2,3,2,0,4,199,499
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 129","Batiscan",78,61,89,0,6,1,2,1,238,483
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 130","Batiscan",45,62,105,0,5,2,0,3,222,402
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 131","Shawinigan",29,28,80,0,3,3,0,3,146,360
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 132","Shawinigan",48,23,52,2,4,2,0,1,132,346
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 133","Shawinigan",34,41,78,0,5,2,0,5,165,408
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 134","Shawinigan",28,30,59,0,3,1,1,2,124,350
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 135","Shawinigan",27,19,56,0,2,0,3,7,114,344
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 136","Shawinigan",38,18,55,1,5,2,1,2,122,344
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 137","Shawinigan",42,36,58,1,7,0,1,0,145,438
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 138","Shawinigan",38,30,45,0,4,0,3,3,123,358
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 139","Shawinigan",33,31,57,2,4,5,1,1,134,391
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 140","Shawinigan",39,30,61,0,4,1,0,4,139,396
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 141","Shawinigan",31,29,42,0,7,0,2,2,113,341
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 142","Shawinigan",30,30,79,0,3,1,1,6,150,386
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 143","Shawinigan",68,46,125,1,5,5,4,1,255,478
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 144","Shawinigan",51,39,105,2,7,1,0,3,208,392
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 145","Shawinigan",25,53,84,0,4,1,1,1,169,314
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 146","Shawinigan",56,33,69,2,3,1,0,3,167,364
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 147","Shawinigan",51,68,114,1,7,4,3,4,252,437
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 148","Shawinigan",47,40,75,2,2,2,0,1,169,387
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 149","Saint-Luc-de-Vincennes",47,24,44,0,1,4,3,2,125,222
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 150","Saint-Luc-de-Vincennes",44,37,61,1,5,1,3,1,153,245
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 151","Shawinigan",16,17,34,0,7,2,2,2,80,410
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 152A","Shawinigan",12,15,37,2,6,0,1,0,73,281
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 152B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,,,,37
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 153","Shawinigan",27,21,32,2,0,2,2,3,89,417
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 154","Shawinigan",46,15,27,2,6,1,1,4,102,378
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 155","Shawinigan",33,22,28,0,7,3,4,5,102,435
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 156","Shawinigan",26,21,42,0,6,2,0,5,102,433
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 157","Shawinigan",20,17,42,1,2,2,4,6,94,416
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 158","Shawinigan",15,18,39,0,2,1,1,1,77,391
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 159","Shawinigan",25,24,67,1,3,4,5,0,129,368
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 160","Shawinigan",58,34,116,1,5,3,1,3,221,482
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 161","Shawinigan",32,16,77,1,2,2,0,1,131,303
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 162","Shawinigan",43,26,60,1,2,4,1,0,137,386
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 163","Shawinigan",32,31,41,0,3,1,1,4,113,405
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 164","Shawinigan",40,39,76,2,2,1,1,3,164,418
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 165","Shawinigan",34,21,41,0,0,5,0,1,102,341
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 166","Shawinigan",42,36,65,2,7,3,1,2,158,435
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 167","Shawinigan",42,33,49,0,0,1,0,5,130,399
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 168","Shawinigan",43,34,66,0,5,1,0,4,153,410
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 169","Shawinigan",42,30,80,0,13,5,0,0,170,532
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 170","Shawinigan",24,23,41,1,5,5,4,1,104,390
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 171","Shawinigan",28,20,48,1,3,7,0,0,107,356
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 172","Shawinigan",18,33,49,0,5,5,0,2,112,341
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 173","Shawinigan",27,35,91,1,6,2,2,1,165,447
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 174","Shawinigan",29,29,58,2,10,4,1,3,136,375
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 175","Saint-Maurice",69,30,60,0,5,3,1,5,173,292
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 176","Saint-Maurice",45,40,47,1,3,1,0,4,141,240
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 177","Saint-Maurice",57,35,54,0,7,3,4,0,160,319
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 178","Saint-Maurice",39,24,65,0,3,2,2,6,141,224
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 179","Saint-Maurice",81,35,64,1,6,1,2,4,194,315
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 180","Saint-Maurice",102,56,82,0,5,2,1,7,255,439
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 181","Saint-Maurice",109,29,83,1,3,3,1,4,233,415
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 182","Saint-Maurice",121,75,104,1,6,5,1,4,317,555
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 183","Champlain",47,35,82,0,4,2,2,1,173,311
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 184","Champlain",72,47,137,2,8,4,1,1,272,470
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 185","Champlain",55,42,122,1,3,0,0,3,226,366
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 186","Champlain",80,57,111,0,10,3,1,3,265,434
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 187","Notre-Dame-du-Mont-Carmel",62,37,68,1,2,1,2,3,176,424
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 188","Notre-Dame-du-Mont-Carmel",46,26,71,0,4,2,1,2,152,358
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 189","Notre-Dame-du-Mont-Carmel",40,14,32,0,5,2,2,1,96,226
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 190","Notre-Dame-du-Mont-Carmel",54,51,50,2,3,1,2,6,169,397
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 191","Notre-Dame-du-Mont-Carmel",61,32,55,0,1,1,1,4,155,375
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 192","Notre-Dame-du-Mont-Carmel",38,22,31,0,2,4,0,2,99,274
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 193","Notre-Dame-du-Mont-Carmel",95,31,45,0,11,2,1,1,186,489
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 194","Notre-Dame-du-Mont-Carmel",42,15,38,1,3,1,2,1,103,316
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 195","Notre-Dame-du-Mont-Carmel",56,45,65,2,4,3,5,4,184,431
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 196","Shawinigan",43,19,43,1,5,1,2,4,118,352
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 197","Shawinigan",29,21,78,0,3,1,1,3,136,346
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 198","Shawinigan",22,32,61,2,7,0,1,0,125,332
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 199","Shawinigan",30,27,63,0,3,4,1,3,131,361
24070,"Saint-Maurice--Champlain/Saint-Maurice--Champlain"," 200","Shawinigan",26,26,77,1,5,4,1,0,140,337
