Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Bernard Généreux,Iseult L'Heureux Hubert,Rémi Massé,Thibaud Mony,Jean-François Morin,Alexie Plourde,Diane Sénécal,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 578","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°579,,,,,,,,,20
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 579","Mobile poll/Bureau itinérant",13,0,12,0,0,0,0,5,30,19
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 580","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°579,,,,,,,,,20
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 581","Cap-Saint-Ignace",Combined with No./Résultats combinés à ceux du n°224,,,,,,,,,6
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 582","Cap-Saint-Ignace",Combined with No./Résultats combinés à ceux du n°228,,,,,,,,,6
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 583","Saint-Marcel",Combined with No./Résultats combinés à ceux du n°232,,,,,,,,,4
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 584","Montmagny",Combined with No./Résultats combinés à ceux du n°236,,,,,,,,,1
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 585","Mobile poll/Bureau itinérant",11,1,8,0,0,0,1,2,23,36
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 586","Montmagny",Combined with No./Résultats combinés à ceux du n°235A,,,,,,,,,13
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 587","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°585,,,,,,,,,11
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 588","Mobile poll/Bureau itinérant",26,0,9,0,0,0,8,0,43,31
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 589","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°588,,,,,,,,,21
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 590","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°592,,,,,,,,,28
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 591","Saint-Marc-du-Lac-Long",Combined with No./Résultats combinés à ceux du n°241,,,,,,,,,4
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 592","Mobile poll/Bureau itinérant",10,0,12,0,0,0,2,1,25,21
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 593","Mobile poll/Bureau itinérant",9,0,8,0,0,0,1,1,19,16
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 594","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°597,,,,,,,,,11
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 595","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°593,,,,,,,,,9
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 596","Saint-Paul-de-Montminy",Combined with No./Résultats combinés à ceux du n°275,,,,,,,,,6
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 597","Mobile poll/Bureau itinérant",15,0,17,0,1,0,3,0,36,29
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 600","Saint-Michel-du-Squatec",83,5,161,1,1,4,90,5,350,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 601","Dégelis",145,7,286,0,4,3,197,17,659,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 602","Témiscouata-sur-le-Lac",135,8,212,1,4,5,113,3,481,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 603","Témiscouata-sur-le-Lac",157,11,269,3,8,4,191,8,651,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 604","Rivière-du-Loup",64,8,66,0,1,1,33,2,175,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 605","Saint-Jean-de-Dieu",140,13,103,2,3,2,69,4,336,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 606","Saint-François-Xavier-de-Viger",149,13,208,2,2,5,120,4,503,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 607","Témiscouata-sur-le-Lac",238,15,400,0,3,2,173,7,838,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 608","Rivière-du-Loup",265,14,427,3,9,10,188,17,933,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 609","Rivière-du-Loup",274,10,339,2,5,11,158,6,805,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 610","Rivière-du-Loup",255,15,369,4,3,12,187,6,851,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 611","Saint-Antonin",301,14,212,2,5,3,138,10,685,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 612","Dégelis",211,8,207,3,9,1,141,9,589,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 613","Rivière-du-Loup",206,7,366,2,5,4,159,12,761,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 614","Saint-Alexandre-de-Kamouraska",186,12,145,2,4,3,78,4,434,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 615","Saint-Pascal",383,20,299,4,4,7,180,14,911,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 616","Saint-Denis-De La Bouteillerie",143,12,98,2,0,3,64,8,330,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 617","Cabano--Notre-Dame-du-Lac",202,8,150,1,1,5,97,6,470,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 618","La Pocatière",394,13,350,2,2,6,197,6,970,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 619","La Pocatière",208,6,194,1,5,6,127,3,550,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 620","Saint-Jean-Port-Joli",293,10,229,0,6,9,156,2,705,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 621","Saint-Aubert",207,10,90,0,3,1,57,4,372,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 622","Sainte-Perpétue",271,7,58,1,4,1,58,5,405,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 623","Saint-Paul-de-Montminy",310,3,96,1,6,2,68,6,492,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 624","Saint-Paul-de-Montminy",223,5,62,1,3,0,40,5,339,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 625","Cap-Saint-Ignace",357,12,159,1,2,2,103,7,643,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 626","Saint-Denis-De La Bouteillerie",313,3,207,1,2,4,134,13,677,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 627","Saint-Pamphile",462,13,280,1,4,4,139,14,917,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 628","Montmagny",414,9,288,4,3,5,137,13,873,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 629","Saint-Antoine-de-l'Isle-aux-Grues",456,12,204,2,7,4,95,9,789,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata"," 630","Saint-Pierre-de-la-Rivière-du-Sud",341,9,206,3,3,7,92,8,669,
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata",,Group 1/Groupe 1, 96,19,183,3,1,8,99,27,436,95
24020,"Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata/Côte-du-Sud-Rivière-du-Loup-Kataskomiq-Témiscouata",,Group 2/Groupe 2, 309,10,394,2,2,7,215,26,965,
