Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Jocelyn Johnson,Glen Motz,Tom Rooke,Andy Shadrack,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 59","Medicine Hat",22,131,54,3,0,210,429
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 60","Medicine Hat",18,140,31,1,0,190,406
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 61","Medicine Hat",6,142,36,0,1,185,440
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 62","Medicine Hat",5,159,25,0,1,190,423
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 63","Medicine Hat",9,112,26,1,0,148,495
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 64","Medicine Hat",14,108,46,3,0,171,457
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 65","Medicine Hat",10,154,35,3,1,203,519
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 66","Medicine Hat",11,106,37,1,2,157,422
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 67","Medicine Hat",17,128,59,3,1,208,507
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 68","Medicine Hat",11,97,22,1,9,140,425
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 69","Medicine Hat",15,96,39,4,0,154,376
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 70","Medicine Hat",21,100,42,3,3,169,471
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 71","Medicine Hat",6,92,29,2,2,131,419
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 72","Medicine Hat",14,109,35,2,1,161,371
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 73","Medicine Hat",10,95,50,2,1,158,526
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 74","Medicine Hat",13,141,40,5,1,200,611
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 75","Medicine Hat",9,81,30,6,1,127,438
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 76","Medicine Hat",16,123,38,0,2,179,407
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 77","Medicine Hat",11,101,29,1,0,142,390
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 78","Medicine Hat",18,131,51,0,2,202,395
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 79","Medicine Hat",5,93,26,1,1,126,441
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 80","Medicine Hat",13,129,38,3,3,186,543
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 81","Medicine Hat",23,160,32,0,0,215,566
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 82","Medicine Hat",9,109,37,5,0,160,399
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 83","Medicine Hat",12,141,34,1,3,191,367
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 84","Medicine Hat",10,109,32,0,0,151,439
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 85","Medicine Hat",11,71,28,2,1,113,492
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 86","Medicine Hat",15,111,30,3,2,161,577
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 87","Medicine Hat",15,121,35,3,0,174,463
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 88","Medicine Hat",8,117,22,4,1,152,418
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 89","Medicine Hat",8,150,29,0,1,188,550
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 90A","Medicine Hat",2,93,19,1,0,115,368
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 90B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,158
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 91","Medicine Hat",4,153,47,0,0,204,505
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 92","Medicine Hat",19,146,36,1,0,202,438
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 93A","Medicine Hat",5,74,18,0,1,98,407
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 93B","Mobile poll/Bureau itinérant",4,83,21,3,5,116,106
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 94","Medicine Hat",9,150,35,0,2,196,458
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 95","Medicine Hat",13,139,41,1,1,195,415
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 96","Medicine Hat",5,170,42,1,0,218,491
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 97","Medicine Hat",13,157,45,6,2,223,587
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 98","Medicine Hat",13,120,26,1,7,167,477
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 99","Medicine Hat",12,197,36,0,1,246,552
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 100","Medicine Hat",14,168,31,1,1,215,527
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 101","Medicine Hat",13,151,30,1,1,196,459
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 102A","Medicine Hat",8,131,39,0,2,180,533
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 102B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°93B,,,,,,33
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 103","Medicine Hat",8,118,46,1,2,175,343
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 104","Medicine Hat",8,104,19,2,0,133,347
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 105","Medicine Hat",13,155,32,0,1,201,488
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 106","Medicine Hat",15,118,34,4,0,171,367
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 107","Medicine Hat",14,171,40,1,0,226,533
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 108","Medicine Hat",12,190,41,6,5,254,545
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 109","Medicine Hat",5,119,37,2,1,164,523
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 110","Medicine Hat",12,92,24,1,0,129,319
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 111","Medicine Hat",5,144,33,1,0,183,420
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 112","Medicine Hat",12,173,58,4,1,248,578
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 113","Medicine Hat",6,169,31,2,2,210,500
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 114","Medicine Hat",17,150,41,2,1,211,501
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 115","Medicine Hat",7,126,45,1,1,180,410
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 116","Medicine Hat",8,159,57,1,2,227,465
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 117","Medicine Hat",18,113,30,1,3,165,366
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 118","Medicine Hat",10,109,19,0,1,139,352
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 119","Medicine Hat",6,135,37,0,0,178,407
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 120","Medicine Hat",12,140,40,0,0,192,415
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 121","Medicine Hat",5,91,24,1,0,121,371
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 122","Medicine Hat",7,104,34,3,0,148,464
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 123","Medicine Hat",4,100,33,1,1,139,391
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 124","Medicine Hat",5,128,31,1,0,165,441
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 125","Bow Island",3,185,14,0,1,203,518
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 126","Bow Island",3,90,6,1,1,101,295
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 127","Bow Island",4,127,10,3,0,144,345
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 128A","Bow Island",12,160,23,1,3,199,496
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 128B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,1
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 129","Bow Island",1,145,14,2,2,164,373
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 130","Juno",2,255,6,0,1,264,512
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 131","Seven Persons",11,173,18,2,0,204,351
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 132","Bullshead",7,134,31,1,0,173,353
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 133","Bullshead",5,145,27,0,0,177,388
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 134","Bullshead",10,211,24,0,2,247,479
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 135","Bowmanton--Dunmore",7,136,10,0,0,153,356
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 136","Dunmore",5,159,11,1,0,176,449
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 137","Dunmore",1,143,15,0,0,159,463
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 138","Dunmore",4,193,17,2,1,217,500
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 139","Irvine",5,165,11,4,1,186,351
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 140","Irvine",6,163,5,1,0,175,356
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 141","Stirling",7,245,27,3,0,282,521
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 142","Stirling",6,108,15,1,0,130,416
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 143","Stirling",7,194,18,1,0,220,460
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 144","Raymond",1,141,25,0,0,167,421
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 145","Raymond",13,109,33,3,0,158,428
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 146","Raymond",5,122,17,0,2,146,377
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 147","Raymond",15,110,13,0,2,140,426
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 148","Raymond",8,242,28,2,1,281,685
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 149","Raymond",6,227,19,3,0,255,561
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 150","Raymond",4,132,15,2,0,153,336
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 151A","Raymond",1,113,15,1,2,132,436
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 151B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,40
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 152","Raymond",2,101,13,0,0,116,447
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 153","Welling",3,117,9,0,0,129,329
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 154","Magrath",3,134,20,1,0,158,395
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 155","Magrath",2,162,20,0,0,184,555
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 156","Magrath",3,217,30,0,0,250,614
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 157","Magrath",1,69,6,2,0,78,292
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 158","Magrath",1,110,7,1,0,119,472
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 159","Spring Coulee",1,54,2,1,0,58,403
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 160","Mountain View",4,221,14,0,0,239,370
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 161","Conrad",1,70,3,0,1,75,381
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 162","Warner",0,90,8,0,1,99,339
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 163","Warner",8,153,30,1,0,192,353
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 164","Cardston",7,137,8,0,1,153,383
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 165","Cardston",8,101,16,2,2,129,407
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 166","Cardston",1,130,16,3,1,151,455
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 167","Cardston",3,130,6,3,0,142,384
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 168","Cardston",7,110,14,2,0,133,387
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 169","Cardston",1,139,11,0,0,151,397
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 170","Cardston",6,132,20,0,1,159,409
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 171","Leavitt",1,136,5,0,1,143,369
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 172","Aetna",1,127,3,0,3,134,411
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 173","Jefferson",2,79,2,0,0,83,396
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 174","Foremost",7,240,16,2,0,265,422
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 175","Foremost",3,128,6,0,3,140,398
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 176","Etzikom",2,124,11,0,1,138,411
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 177","Elkwater",0,107,7,0,0,114,284
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 178","Milk River",7,141,8,1,0,157,380
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 179","Milk River",4,81,13,1,0,99,208
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 180","Milk River",2,82,14,2,1,101,294
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 181","Coutts",6,121,11,2,1,141,238
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 182","Allerston",1,91,7,4,1,104,350
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 183","Manyberries",3,96,1,0,1,101,208
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 500","Mobile poll/Bureau itinérant",3,43,16,0,0,62,106
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 501","Mobile poll/Bureau itinérant",17,95,26,3,2,143,183
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,23
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,52
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 504","Mobile poll/Bureau itinérant",6,85,18,4,5,118,46
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 505","Mobile poll/Bureau itinérant",7,68,13,0,2,90,53
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,34
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 507","Medicine Hat",Combined with No./Résultats combinés à ceux du n°93A,,,,,,0
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,55
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 509","Mobile poll/Bureau itinérant",10,106,40,5,2,163,188
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,5
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,3
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 512","Mobile poll/Bureau itinérant",1,37,5,0,0,43,39
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,22
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,1
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 515","Mobile poll/Bureau itinérant",4,58,13,2,0,77,47
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,41
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 517","Mobile poll/Bureau itinérant",7,63,6,1,2,79,48
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 518","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,7
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 600","Cypress County",50,1213,225,7,14,1509,
48030,"Medicine Hat--Cardston--Warner/Medicine Hat--Cardston--Warner"," 601","Medicine Hat",88,1064,311,2,9,1474,
