Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Anita Anand,Alicia Bedford,Ron Chhinzer,Hailey Ford,Henry Karabela,Bruno Sousa,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35075,"Oakville East/Oakville-Est"," 50","Oakville",111,1,94,5,1,0,3,215,482
35075,"Oakville East/Oakville-Est"," 51","Oakville",107,0,95,5,0,2,0,209,593
35075,"Oakville East/Oakville-Est"," 52A","Oakville",Combined with No./Résultats combinés à ceux du n°55A,,,,,,,,189
35075,"Oakville East/Oakville-Est"," 52B","Oakville",Combined with No./Résultats combinés à ceux du n°53B,,,,,,,,154
35075,"Oakville East/Oakville-Est"," 53A","Oakville",Combined with No./Résultats combinés à ceux du n°55A,,,,,,,,174
35075,"Oakville East/Oakville-Est"," 53B","Oakville",102,0,114,4,0,3,0,223,193
35075,"Oakville East/Oakville-Est"," 54","Oakville",82,0,67,1,1,0,1,152,448
35075,"Oakville East/Oakville-Est"," 55A","Oakville",79,0,98,4,2,0,0,183,196
35075,"Oakville East/Oakville-Est"," 55B","Oakville",Combined with No./Résultats combinés à ceux du n°53B,,,,,,,,167
35075,"Oakville East/Oakville-Est"," 56","Oakville",63,0,64,1,0,0,1,129,373
35075,"Oakville East/Oakville-Est"," 57","Oakville",71,0,120,2,1,0,1,195,448
35075,"Oakville East/Oakville-Est"," 58","Oakville",80,0,103,9,0,1,0,193,481
35075,"Oakville East/Oakville-Est"," 59","Oakville",92,0,82,1,0,1,2,178,439
35075,"Oakville East/Oakville-Est"," 60","Oakville",88,0,74,5,0,1,0,168,425
35075,"Oakville East/Oakville-Est"," 61","Oakville",113,1,92,2,0,0,0,208,433
35075,"Oakville East/Oakville-Est"," 62","Oakville",41,0,49,4,2,1,0,97,326
35075,"Oakville East/Oakville-Est"," 63","Oakville",60,0,63,5,0,0,0,128,417
35075,"Oakville East/Oakville-Est"," 64","Oakville",64,0,64,4,1,0,0,133,435
35075,"Oakville East/Oakville-Est"," 65","Oakville",127,0,100,15,5,2,0,249,495
35075,"Oakville East/Oakville-Est"," 66","Oakville",103,1,107,10,1,0,2,224,326
35075,"Oakville East/Oakville-Est"," 67","Oakville",74,1,72,1,0,3,0,151,387
35075,"Oakville East/Oakville-Est"," 68","Oakville",93,0,63,3,0,1,0,160,391
35075,"Oakville East/Oakville-Est"," 69","Oakville",93,0,70,2,0,1,0,166,441
35075,"Oakville East/Oakville-Est"," 70","Oakville",92,0,72,9,1,3,0,177,306
35075,"Oakville East/Oakville-Est"," 71","Oakville",42,0,42,14,1,3,0,102,415
35075,"Oakville East/Oakville-Est"," 72","Oakville",53,0,64,5,0,1,1,124,460
35075,"Oakville East/Oakville-Est"," 73","Oakville",77,0,125,11,0,2,1,216,571
35075,"Oakville East/Oakville-Est"," 74","Oakville",91,1,122,11,1,1,0,227,605
35075,"Oakville East/Oakville-Est"," 75","Oakville",52,0,78,6,0,2,0,138,422
35075,"Oakville East/Oakville-Est"," 76","Oakville",106,0,95,8,1,0,3,213,546
35075,"Oakville East/Oakville-Est"," 77A","Oakville",Combined with No./Résultats combinés à ceux du n°78A,,,,,,,,171
35075,"Oakville East/Oakville-Est"," 77B","Oakville",Combined with No./Résultats combinés à ceux du n°78B,,,,,,,,177
35075,"Oakville East/Oakville-Est"," 78A","Oakville",78,1,62,11,1,1,2,156,351
35075,"Oakville East/Oakville-Est"," 78B","Oakville",78,0,87,6,1,2,2,176,363
35075,"Oakville East/Oakville-Est"," 79A","Oakville",101,0,66,3,2,1,5,178,313
35075,"Oakville East/Oakville-Est"," 79B","Oakville",90,0,63,8,0,1,1,163,316
35075,"Oakville East/Oakville-Est"," 80","Oakville",86,0,88,6,1,2,2,185,437
35075,"Oakville East/Oakville-Est"," 81A","Oakville",Combined with No./Résultats combinés à ceux du n°79A,,,,,,,,207
35075,"Oakville East/Oakville-Est"," 81B","Oakville",Combined with No./Résultats combinés à ceux du n°79B,,,,,,,,183
35075,"Oakville East/Oakville-Est"," 82","Oakville",96,0,76,2,0,3,2,179,502
35075,"Oakville East/Oakville-Est"," 83","Oakville",101,0,116,11,0,3,1,232,546
35075,"Oakville East/Oakville-Est"," 84","Oakville",84,0,75,11,0,0,0,170,435
35075,"Oakville East/Oakville-Est"," 85","Oakville",116,0,91,9,1,1,0,218,522
35075,"Oakville East/Oakville-Est"," 86","Oakville",118,0,99,4,1,3,2,227,490
35075,"Oakville East/Oakville-Est"," 87","Oakville",83,0,86,0,1,0,1,171,376
35075,"Oakville East/Oakville-Est"," 88","Oakville",108,1,100,8,2,4,0,223,515
35075,"Oakville East/Oakville-Est"," 89","Oakville",65,0,61,6,1,0,0,133,397
35075,"Oakville East/Oakville-Est"," 90","Oakville",81,1,98,7,1,0,0,188,605
35075,"Oakville East/Oakville-Est"," 91A","Oakville",Combined with No./Résultats combinés à ceux du n°40A,,,,,,,,234
35075,"Oakville East/Oakville-Est"," 91B","Oakville",Combined with No./Résultats combinés à ceux du n°40B,,,,,,,,200
35075,"Oakville East/Oakville-Est"," 92","Oakville",89,0,104,19,0,3,0,215,621
35075,"Oakville East/Oakville-Est"," 93","Oakville",104,0,111,8,3,2,0,228,598
35075,"Oakville East/Oakville-Est"," 94","Oakville",90,0,85,13,1,2,0,191,493
35075,"Oakville East/Oakville-Est"," 95","Oakville",125,2,48,14,2,5,1,197,539
35075,"Oakville East/Oakville-Est"," 96","Oakville",65,0,74,6,0,2,1,148,453
35075,"Oakville East/Oakville-Est"," 97","Oakville",48,0,67,5,1,3,1,125,403
35075,"Oakville East/Oakville-Est"," 98","Oakville",67,0,73,1,1,1,1,144,434
35075,"Oakville East/Oakville-Est"," 99","Oakville",53,1,82,1,1,0,0,138,368
35075,"Oakville East/Oakville-Est"," 100","Oakville",68,0,86,1,0,2,0,157,455
35075,"Oakville East/Oakville-Est"," 101","Oakville",28,0,79,0,0,0,0,107,414
35075,"Oakville East/Oakville-Est"," 102A","Oakville",87,0,117,13,0,1,2,220,358
35075,"Oakville East/Oakville-Est"," 102B","Oakville",88,0,119,12,3,0,0,222,397
35075,"Oakville East/Oakville-Est"," 103","Oakville",91,0,114,12,2,2,2,223,624
35075,"Oakville East/Oakville-Est"," 104A","Oakville",Combined with No./Résultats combinés à ceux du n°105A,,,,,,,,231
35075,"Oakville East/Oakville-Est"," 104B","Oakville",Combined with No./Résultats combinés à ceux du n°105B,,,,,,,,230
35075,"Oakville East/Oakville-Est"," 105A","Oakville",87,0,101,5,1,0,3,197,356
35075,"Oakville East/Oakville-Est"," 105B","Oakville",76,0,113,7,0,2,2,200,319
35075,"Oakville East/Oakville-Est"," 106A","Oakville",Combined with No./Résultats combinés à ceux du n°102A,,,,,,,,229
35075,"Oakville East/Oakville-Est"," 106B","Oakville",Combined with No./Résultats combinés à ceux du n°102B,,,,,,,,229
35075,"Oakville East/Oakville-Est"," 107","Oakville",76,0,89,8,0,3,3,179,478
35075,"Oakville East/Oakville-Est"," 108","Oakville",56,0,95,15,1,1,1,169,474
35075,"Oakville East/Oakville-Est"," 109","Oakville",68,0,83,17,2,1,1,172,488
35075,"Oakville East/Oakville-Est"," 110A","Oakville",72,0,102,12,0,1,3,190,318
35075,"Oakville East/Oakville-Est"," 110B","Oakville",66,0,95,7,0,3,5,176,322
35075,"Oakville East/Oakville-Est"," 111","Oakville",69,0,87,13,0,2,2,173,516
35075,"Oakville East/Oakville-Est"," 112","Oakville",88,0,94,10,1,2,0,195,586
35075,"Oakville East/Oakville-Est"," 113","Oakville",110,1,92,6,0,6,1,216,336
35075,"Oakville East/Oakville-Est"," 114","Oakville",Combined with No./Résultats combinés à ceux du n°113,,,,,,,,298
35075,"Oakville East/Oakville-Est"," 115","Oakville",92,2,66,10,1,3,3,177,425
35075,"Oakville East/Oakville-Est"," 116A","Oakville",Combined with No./Résultats combinés à ceux du n°118A,,,,,,,,230
35075,"Oakville East/Oakville-Est"," 116B","Oakville",Combined with No./Résultats combinés à ceux du n°118B,,,,,,,,211
35075,"Oakville East/Oakville-Est"," 117A","Oakville",Combined with No./Résultats combinés à ceux du n°110A,,,,,,,,220
35075,"Oakville East/Oakville-Est"," 117B","Oakville",Combined with No./Résultats combinés à ceux du n°110B,,,,,,,,180
35075,"Oakville East/Oakville-Est"," 118A","Oakville",102,1,107,15,0,2,0,227,463
35075,"Oakville East/Oakville-Est"," 118B","Oakville",93,0,131,8,1,1,0,234,484
35075,"Oakville East/Oakville-Est"," 119","Oakville",80,0,110,7,0,3,0,200,564
35075,"Oakville East/Oakville-Est"," 120","Oakville",76,0,62,2,0,0,0,140,359
35075,"Oakville East/Oakville-Est"," 121","Oakville",129,0,134,11,2,3,0,279,584
35075,"Oakville East/Oakville-Est"," 122","Oakville",112,0,100,2,0,1,1,216,557
35075,"Oakville East/Oakville-Est"," 123","Oakville",90,0,76,4,1,0,0,171,520
35075,"Oakville East/Oakville-Est"," 124","Oakville",108,0,94,10,0,3,0,215,582
35075,"Oakville East/Oakville-Est"," 125","Oakville",96,1,74,10,3,1,2,187,512
35075,"Oakville East/Oakville-Est"," 126","Oakville",51,0,60,6,2,0,2,121,368
35075,"Oakville East/Oakville-Est"," 127","Oakville",93,1,85,5,2,3,0,189,540
35075,"Oakville East/Oakville-Est"," 128","Oakville",73,1,98,3,1,1,1,178,546
35075,"Oakville East/Oakville-Est"," 129","Oakville",106,0,81,6,1,1,2,197,578
35075,"Oakville East/Oakville-Est"," 130","Oakville",70,0,64,2,1,0,0,137,368
35075,"Oakville East/Oakville-Est"," 131","Oakville",97,0,104,3,2,2,1,209,581
35075,"Oakville East/Oakville-Est"," 132","Oakville",73,1,102,4,0,1,1,182,448
35075,"Oakville East/Oakville-Est"," 133","Oakville",91,0,77,5,1,3,0,177,436
35075,"Oakville East/Oakville-Est"," 134","Oakville",97,0,95,4,0,3,1,200,535
35075,"Oakville East/Oakville-Est"," 135","Oakville",94,0,78,5,1,0,0,178,513
35075,"Oakville East/Oakville-Est"," 136","Oakville",60,0,80,1,0,0,1,142,498
35075,"Oakville East/Oakville-Est"," 137","Oakville",90,0,59,6,2,0,0,157,422
35075,"Oakville East/Oakville-Est"," 138","Oakville",136,0,99,14,9,0,3,261,597
35075,"Oakville East/Oakville-Est"," 139","Oakville",70,0,58,17,5,1,0,151,460
35075,"Oakville East/Oakville-Est"," 140","Oakville",78,0,72,6,3,0,0,159,427
35075,"Oakville East/Oakville-Est"," 141","Oakville",78,0,76,4,9,0,1,168,407
35075,"Oakville East/Oakville-Est"," 142","Oakville",65,0,77,13,0,4,1,160,468
35075,"Oakville East/Oakville-Est"," 143","Oakville",83,1,69,4,2,1,1,161,460
35075,"Oakville East/Oakville-Est"," 144","Oakville",59,0,82,1,0,0,0,142,485
35075,"Oakville East/Oakville-Est"," 145","Oakville",50,0,94,3,2,2,1,152,454
35075,"Oakville East/Oakville-Est"," 146","Oakville",60,0,54,2,1,4,0,121,377
35075,"Oakville East/Oakville-Est"," 147","Oakville",67,0,77,1,1,0,1,147,460
35075,"Oakville East/Oakville-Est"," 148A","Oakville",56,0,44,2,3,0,0,105,416
35075,"Oakville East/Oakville-Est"," 148B","Mobile poll/Bureau itinérant",34,1,12,3,2,1,3,56,114
35075,"Oakville East/Oakville-Est"," 149","Oakville",105,0,89,9,1,1,0,205,506
35075,"Oakville East/Oakville-Est"," 150","Oakville",105,0,96,11,3,1,1,217,570
35075,"Oakville East/Oakville-Est"," 151","Oakville",116,0,67,2,2,3,1,191,508
35075,"Oakville East/Oakville-Est"," 152","Oakville",71,0,64,2,0,0,3,140,426
35075,"Oakville East/Oakville-Est"," 153","Oakville",91,2,91,8,7,0,2,201,566
35075,"Oakville East/Oakville-Est"," 154","Oakville",111,0,82,7,1,2,2,205,521
35075,"Oakville East/Oakville-Est"," 155","Oakville",56,0,93,0,0,0,0,149,416
35075,"Oakville East/Oakville-Est"," 156","Oakville",45,1,84,6,0,0,1,137,478
35075,"Oakville East/Oakville-Est"," 157","Oakville",60,0,84,1,2,2,2,151,376
35075,"Oakville East/Oakville-Est"," 158","Oakville",127,1,101,4,3,1,0,237,489
35075,"Oakville East/Oakville-Est"," 159","Oakville",67,1,92,10,5,1,0,176,423
35075,"Oakville East/Oakville-Est"," 160","Oakville",80,0,118,2,3,7,0,210,468
35075,"Oakville East/Oakville-Est"," 161","Oakville",86,0,86,4,5,0,0,181,400
35075,"Oakville East/Oakville-Est"," 162","Oakville",71,1,72,5,3,0,0,152,428
35075,"Oakville East/Oakville-Est"," 163","Oakville",94,0,87,3,3,4,0,191,458
35075,"Oakville East/Oakville-Est"," 164","Oakville",155,0,62,10,3,2,1,233,421
35075,"Oakville East/Oakville-Est"," 165","Oakville",72,0,58,1,0,1,0,132,366
35075,"Oakville East/Oakville-Est"," 166","Oakville",94,0,39,0,3,1,1,138,414
35075,"Oakville East/Oakville-Est"," 167","Oakville",64,0,48,5,0,3,1,121,441
35075,"Oakville East/Oakville-Est"," 168","Oakville",72,0,75,1,1,2,1,152,445
35075,"Oakville East/Oakville-Est"," 169","Oakville",84,1,79,1,0,0,0,165,415
35075,"Oakville East/Oakville-Est"," 400","Oakville",Combined with No./Résultats combinés à ceux du n°66,,,,,,,,282
35075,"Oakville East/Oakville-Est"," 401","Oakville",122,0,57,5,2,3,5,194,295
35075,"Oakville East/Oakville-Est"," 402","Oakville",Combined with No./Résultats combinés à ceux du n°70,,,,,,,,183
35075,"Oakville East/Oakville-Est"," 500","Mobile poll/Bureau itinérant",41,2,11,3,1,0,0,58,22
35075,"Oakville East/Oakville-Est"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,150
35075,"Oakville East/Oakville-Est"," 502","Mobile poll/Bureau itinérant",85,4,51,11,2,1,3,157,209
35075,"Oakville East/Oakville-Est"," 503","Mobile poll/Bureau itinérant",114,0,31,2,2,0,9,158,136
35075,"Oakville East/Oakville-Est"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,87
35075,"Oakville East/Oakville-Est"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,70
35075,"Oakville East/Oakville-Est"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°148B,,,,,,,,87
35075,"Oakville East/Oakville-Est"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°148B,,,,,,,,14
35075,"Oakville East/Oakville-Est"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,56
35075,"Oakville East/Oakville-Est"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,40
35075,"Oakville East/Oakville-Est"," 510","Mobile poll/Bureau itinérant",70,1,30,3,1,0,1,106,62
35075,"Oakville East/Oakville-Est"," 600","Oakville",794,1,906,58,6,5,5,1775,
35075,"Oakville East/Oakville-Est"," 601","Oakville",903,1,799,18,5,2,6,1734,
35075,"Oakville East/Oakville-Est"," 602","Oakville",652,0,474,13,1,5,0,1145,
35075,"Oakville East/Oakville-Est"," 603","Oakville",914,0,656,13,3,4,4,1594,
35075,"Oakville East/Oakville-Est"," 604","Oakville",1044,2,847,3,7,7,5,1915,
35075,"Oakville East/Oakville-Est"," 605","Oakville",876,1,544,20,2,7,0,1450,
35075,"Oakville East/Oakville-Est"," 606","Oakville",827,0,633,24,7,5,5,1501,
35075,"Oakville East/Oakville-Est"," 607","Oakville",832,1,586,31,9,3,1,1463,
35075,"Oakville East/Oakville-Est"," 608","Oakville",935,1,535,30,5,12,4,1522,
35075,"Oakville East/Oakville-Est"," 609","Oakville",1095,0,705,38,5,10,3,1856,
35075,"Oakville East/Oakville-Est"," 610","Oakville",699,3,929,49,1,7,4,1692,
35075,"Oakville East/Oakville-Est"," 611","Oakville",674,0,811,54,4,2,6,1551,
35075,"Oakville East/Oakville-Est"," 612","Oakville",1026,1,711,18,7,4,3,1770,
35075,"Oakville East/Oakville-Est"," 613","Oakville",865,4,542,40,24,13,3,1491,
35075,"Oakville East/Oakville-Est"," 614","Oakville",923,1,560,59,8,26,10,1587,
35075,"Oakville East/Oakville-Est"," 615","Oakville",1116,1,607,12,10,6,7,1759,
35075,"Oakville East/Oakville-Est",,Group 1/Groupe 1, 852,0,460,26,8,7,73,1426,785
35075,"Oakville East/Oakville-Est",,Group 2/Groupe 2, 1406,0,979,37,11,7,42,2482,
