Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Gaby Breton,Mario Fréchette,Marie-Philippe Gagnon Gauthier,Glenn O'Farrell,Dominique Vien,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 184","Saint-Camille-de-Lellis",18,3,3,44,131,4,203,351
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 185","Saint-Camille-de-Lellis",21,6,6,31,109,4,177,285
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 186","Sainte-Sabine",33,3,4,46,109,6,201,328
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 187","Saint-Luc-de-Bellechasse",43,5,1,50,180,3,282,416
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 188","Saint-Nazaire-de-Dorchester",37,7,2,18,144,0,208,281
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 189","Saint-Anselme",34,4,4,16,101,5,164,338
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 190","Saint-Anselme",9,7,2,17,67,0,102,291
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 191","Saint-Anselme",5,2,2,19,67,1,96,203
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 192","Saint-Anselme",17,2,1,20,101,0,141,294
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 193","Saint-Anselme",14,1,1,25,65,2,108,273
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 194","Saint-Anselme",27,3,4,35,126,1,196,504
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 195","Saint-Anselme",23,3,2,29,72,0,129,357
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 196","Saint-Anselme",25,0,7,20,154,2,208,473
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 197","Saint-Anselme",13,4,1,22,121,1,162,353
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 198","Sainte-Claire",12,0,3,19,87,2,123,303
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 199","Sainte-Claire",13,2,4,14,80,1,114,262
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 200","Sainte-Claire",19,8,0,27,87,2,143,336
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 201","Sainte-Claire",19,2,4,32,156,4,217,496
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 202","Sainte-Claire",21,2,3,32,167,2,227,444
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 203","Sainte-Claire",20,2,2,16,111,4,155,334
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 204","Sainte-Claire",9,0,3,23,53,7,95,219
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 205","Sainte-Claire",5,1,2,10,77,1,96,212
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 206","Sainte-Claire",12,1,1,22,83,2,121,243
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 207","Saint-Malachie",28,4,3,33,122,2,192,344
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 208","Saint-Malachie",16,1,4,44,103,3,171,294
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 209","Saint-Malachie",20,4,5,34,108,3,174,301
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 210","Saint-Malachie",21,4,5,37,116,4,187,323
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 211","Sainte-Justine",21,2,2,13,91,0,129,316
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 212","Sainte-Justine",12,2,3,20,116,6,159,358
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 213","Sainte-Justine",15,1,5,22,102,2,147,274
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 214","Sainte-Justine",21,5,0,21,113,6,166,413
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 215","Saint-Léon-de-Standon",22,5,3,35,109,3,177,317
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 216","Saint-Léon-de-Standon",29,2,6,32,122,7,198,316
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 217","Saint-Léon-de-Standon",13,1,1,32,86,3,136,251
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 218","Lac-Etchemin",17,3,4,27,112,2,165,423
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 219","Lac-Etchemin",17,1,0,23,82,1,124,379
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 220","Lac-Etchemin",6,4,0,13,65,0,88,247
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 221","Lac-Etchemin",22,0,1,22,97,5,147,342
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 222","Lac-Etchemin",19,4,3,12,50,2,90,246
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 223","Lac-Etchemin",15,0,1,18,37,2,73,225
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 224","Saint-Cyprien",39,3,3,38,200,0,283,432
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 225","Lac-Etchemin",13,4,3,15,84,2,121,323
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 226","Lac-Etchemin",22,1,1,30,97,0,151,386
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 227","Lac-Etchemin",11,1,4,28,75,2,121,341
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 228","Lac-Etchemin",10,1,1,16,64,6,98,272
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 229","Sainte-Rose-de-Watford",19,4,2,9,82,4,120,257
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 230","Sainte-Rose-de-Watford",16,0,7,31,122,2,178,358
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 231","Saint-Louis-de-Gonzague",16,4,1,45,119,6,191,324
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 400","Lévis",27,1,5,81,32,9,155,159
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 401","Lévis",29,1,0,109,23,3,165,207
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 402","Lévis",22,2,1,71,34,13,143,191
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 403","Lévis",57,2,1,193,40,17,310,407
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 404","Lévis",25,3,2,54,29,0,113,153
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 405","Lévis",10,0,0,18,6,5,39,74
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 406","Lac-Etchemin",8,2,1,40,63,4,118,156
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°537,,,,,,,18
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°527,,,,,,,7
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°527,,,,,,,44
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,102
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 504","Mobile poll/Bureau itinérant",6,1,2,35,24,7,75,19
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 505","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 506","Saint-Charles-de-Bellechasse",Combined with No./Résultats combinés à ceux du n°66,,,,,,,23
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 507","Mobile poll/Bureau itinérant",6,1,0,25,2,0,34,20
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 508","Mobile poll/Bureau itinérant",3,1,2,18,10,6,40,57
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 509","Lévis",9,0,6,35,13,7,70,120
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 510","Lévis",20,3,3,23,27,3,79,133
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 511","Lévis",10,1,0,49,22,5,87,104
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,23
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,25
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,86
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 515","Lévis",5,0,1,69,0,3,78,117
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,,5
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 517","Mobile poll/Bureau itinérant",5,2,4,7,2,1,21,27
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 518","Mobile poll/Bureau itinérant",16,1,2,40,15,4,78,47
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 519","Mobile poll/Bureau itinérant",10,2,0,23,5,0,40,50
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 520","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,,8
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 521","Mobile poll/Bureau itinérant",13,1,2,32,17,3,68,66
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 522","Lévis",Combined with No./Résultats combinés à ceux du n°84,,,,,,,57
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 523","Lévis",15,4,1,56,25,3,104,72
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 524","Lévis",4,2,0,7,5,0,18,113
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 525","Mobile poll/Bureau itinérant",1,0,1,5,15,2,24,20
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 526","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°521,,,,,,,45
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 527","Mobile poll/Bureau itinérant",4,1,1,11,13,0,30,16
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 528","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°527,,,,,,,10
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 529","Lévis",Combined with No./Résultats combinés à ceux du n°138,,,,,,,20
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 530","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°532,,,,,,,18
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 531","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,,12
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 532","Mobile poll/Bureau itinérant",2,0,0,17,10,2,31,37
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 533","Saint-Damien-de-Buckland",Combined with No./Résultats combinés à ceux du n°155,,,,,,,2
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 534","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°536,,,,,,,36
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 535","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,21
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 536","Mobile poll/Bureau itinérant",10,2,1,18,9,4,44,69
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 537","Mobile poll/Bureau itinérant",4,2,0,14,12,0,32,37
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 538","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°540,,,,,,,7
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 539","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°541,,,,,,,40
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 540","Mobile poll/Bureau itinérant",1,2,0,6,13,0,22,28
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 541","Mobile poll/Bureau itinérant",5,0,2,6,19,4,36,23
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 542","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°543,,,,,,,3
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 543","Mobile poll/Bureau itinérant",1,0,0,8,7,0,16,35
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 544","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°545,,,,,,,57
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 545","Mobile poll/Bureau itinérant",9,1,0,28,16,13,67,61
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 546","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°543,,,,,,,16
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 547","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°525,,,,,,,28
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 548","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°549,,,,,,,48
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 549","Mobile poll/Bureau itinérant",4,2,1,19,32,2,60,43
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 550","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°549,,,,,,,12
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 600","Saint-Michel-de-Bellechasse",146,2,10,263,255,3,679,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 601","Beaumont",166,6,10,266,345,11,804,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 602","Lévis",355,11,16,591,649,20,1642,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 603","Lévis",368,17,44,575,514,24,1542,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 604","Lévis",309,12,32,449,300,19,1121,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 605","Lévis",405,16,32,685,581,13,1732,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 606","Lévis",252,12,22,498,447,17,1248,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 607","Lévis",239,9,26,530,591,16,1411,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 608","Lévis",285,5,24,443,394,22,1173,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 609","Lévis",315,15,29,556,480,15,1410,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 610","Lévis",488,22,54,726,840,20,2150,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 611","Lévis",142,8,16,306,451,0,923,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 612","Saint-Charles",77,1,12,87,260,8,445,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 613","Saint-Raphaël--Saint-Gervais",84,4,8,117,294,6,513,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 614","Saint-Henri",173,7,16,261,716,14,1187,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 615","Saint-Anselme",97,8,10,203,611,13,942,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 616","Saint-Nérée",46,8,7,52,165,8,286,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 617","Sainte-Claire",112,8,7,218,577,16,938,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 618","Saint-Damien-de-Buckland",69,5,13,149,308,5,549,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 619","Sainte-Sabine",94,12,8,119,343,3,579,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 620","Lac-Etchemin",173,12,10,275,641,18,1129,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis"," 621","Saint-Cyprien--Sainte-Rose-de-Watford",21,0,1,32,132,0,186,
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis",,Group 1/Groupe 1, 100,5,27,196,148,34,510,117
24010,"Bellechasse--Les Etchemins--Lévis/Bellechasse--Les Etchemins--Lévis",,Group 2/Groupe 2, 471,28,47,835,691,51,2123,
