Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Jim Belanger,Andréane Chénier,Himal Hossain,Justin Dean Newell Leroux,Marc G. Serré,Sharilynne St. Louis,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 188","Whitefish River 4",30,31,1,3,65,3,1,134,379
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 189","Little Current",75,15,1,3,60,1,0,155,488
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 190","Little Current",47,13,1,1,61,1,0,124,440
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 191","Little Current",73,15,6,0,52,3,0,149,465
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 192","Howland",45,10,2,2,27,0,1,87,302
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 193","Sucker Creek 23",16,17,3,1,62,2,0,101,294
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 194","Gore Bay",62,7,0,1,61,0,0,131,398
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 195","Gore Bay",84,15,1,1,58,1,2,162,432
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 196","Kagawong",82,15,2,0,89,1,0,189,360
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 197","Kagawong",53,6,2,2,42,4,0,109,235
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 198","Wikwemikong Unceded",12,26,0,2,71,3,0,114,316
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 199","Wikwemikong Unceded",6,13,1,2,40,0,0,62,310
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 200A","Wikwemikong Unceded",8,14,0,2,31,0,0,55,200
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 200B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,32
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 201","Wikwemikong Unceded",4,6,0,0,28,0,0,38,240
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 202","Wikwemikong Unceded",10,19,0,1,32,1,0,63,332
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 203","Sheguiandah",88,24,2,2,98,4,0,218,472
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 204","Sheguiandah 24",Combined with No./Résultats combinés à ceux du n°203,,,,,,,,73
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 205","Honora--Rockville",67,8,0,0,59,1,2,137,350
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 206","Gordon/Barrie Island",87,15,2,0,77,1,0,182,442
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 207","Sheshegwaning 20",8,8,1,1,21,0,0,39,116
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 207-1","Zhiibaahaasing 19A",4,5,1,0,13,0,0,23,30
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 208","M'Chigeeng 22",36,41,0,2,60,0,0,139,445
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 209","M'Chigeeng 22",16,20,1,2,53,0,0,92,401
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 210","Mindemoya",96,16,3,1,99,0,0,215,407
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 211","Big Lake--Sandfield",67,11,0,2,64,0,1,145,322
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 212","Mindemoya",124,24,2,3,77,0,1,231,404
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 213","Meldrum Bay",31,0,3,0,8,1,0,43,63
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 214","Assiginack",102,22,4,1,94,4,0,227,437
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 215","Manitowaning",75,38,7,0,90,2,0,212,391
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 216","Assiginack",32,5,0,1,22,1,4,65,165
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 217","Kaboni--Wikwemikong Unceded",4,9,3,1,31,2,0,50,300
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 218","Kaboni--Wikwemikong Unceded",3,9,4,0,25,2,1,44,288
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 219","Silver Water",40,5,1,0,33,0,0,79,123
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 220","Spring Bay",52,9,2,1,42,4,0,110,230
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 221","Spring Bay",73,10,1,1,46,3,2,136,284
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 222","Burpee and Mills",104,15,0,1,51,3,1,175,318
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 223","Tehkummah",115,22,3,2,89,3,0,234,343
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 224","Providence Bay",80,16,6,0,35,2,0,139,326
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 400","Val Caron",16,7,0,0,21,1,0,45,132
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 401","Chelmsford",6,7,0,0,18,0,1,32,123
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 402","Sturgeon Falls",16,1,1,1,55,2,3,79,156
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 500","Mobile poll/Bureau itinérant",9,8,3,3,23,1,4,51,38
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,33
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 600","Capreol",522,128,6,5,428,5,0,1094,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 601","Mattagami 71",Combined with No./Résultats combinés à ceux du n°602,,,,,,,,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 602","Gogama",53,18,1,1,70,4,2,149,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 603","Sables-Spanish Rivers",340,50,8,3,254,5,5,665,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 604","Nairn Centre",79,13,1,1,50,0,0,144,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 605","Dowling--Onaping",601,84,4,7,411,9,3,1119,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 606","Chelmsford",448,78,3,3,401,6,3,942,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 607","Chelmsford",538,74,6,5,526,4,4,1157,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 608","Azilda",772,109,11,5,920,3,0,1820,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 609","Val Caron",627,95,8,4,671,6,5,1416,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 610","Val Therese",420,94,7,5,425,4,8,963,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 611","Val Therese",588,106,9,4,631,5,4,1347,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 612","Val Caron",755,109,5,6,676,3,5,1559,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 613","Hanmer",944,135,6,9,720,12,8,1834,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 614","Wahnapitae 11",Combined with No./Résultats combinés à ceux du n°600,,,,,,,,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 615","Markstay",200,24,6,1,134,4,1,370,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 616","Warren",336,36,5,2,223,4,3,609,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 617","Sturgeon Falls",407,54,7,5,586,10,7,1076,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 618","Springer--Sturgeon Falls",459,66,6,7,519,8,1,1066,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 619","Verner",305,31,2,2,270,2,1,613,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 620","Noëlville",326,32,3,2,365,6,4,738,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 621","Point Grondine 3",Combined with No./Résultats combinés à ceux du n°620,,,,,,,,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 622","Estaire",110,16,2,0,144,4,1,277,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 623","Whitefish Lake 6",Combined with No./Résultats combinés à ceux du n°624,,,,,,,,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 624","Whitefish",342,40,7,1,308,4,1,703,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 625","Espanola",572,111,9,7,678,10,6,1393,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 626","Whitefish River 4",12,16,1,2,19,4,1,55,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 627","Little Current",368,71,6,9,431,4,3,892,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 628","Sheguiandah 24",Combined with No./Résultats combinés à ceux du n°627,,,,,,,,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 629","Sucker Creek 23",Combined with No./Résultats combinés à ceux du n°627,,,,,,,,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 630","Zhiibaahaasing 19A",Combined with No./Résultats combinés à ceux du n°632,,,,,,,,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 631","Sheshegwaning 20",Combined with No./Résultats combinés à ceux du n°632,,,,,,,,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 632","Gore Bay",232,45,5,3,265,8,0,558,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 633","M'Chigeeng 22",18,22,5,1,53,1,0,100,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 634","Providence Bay",232,15,3,6,206,5,4,471,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt"," 635","Wikwemikong Unceded",15,45,1,2,113,3,0,179,
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt",,Group 1/Groupe 1, 226,42,3,6,308,9,62,656,163
35104,"Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt",,Group 2/Groupe 2, 1424,195,16,8,1936,8,41,3628,
