Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Brad Fournier,Brent Kinzel,Kelly McCauley,Sean McQuillan,Peggy Morton,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48023,"Edmonton West/Edmonton-Ouest"," 73","Edmonton",62,2,126,9,0,1,200,459
48023,"Edmonton West/Edmonton-Ouest"," 74","Edmonton",55,2,77,7,0,0,141,404
48023,"Edmonton West/Edmonton-Ouest"," 75","Edmonton",65,1,85,14,1,0,166,401
48023,"Edmonton West/Edmonton-Ouest"," 76","Edmonton",51,1,68,11,0,0,131,418
48023,"Edmonton West/Edmonton-Ouest"," 77","Edmonton",46,3,59,4,0,1,113,367
48023,"Edmonton West/Edmonton-Ouest"," 78","Edmonton",52,1,95,11,0,0,159,480
48023,"Edmonton West/Edmonton-Ouest"," 79","Edmonton",66,5,92,15,1,0,179,567
48023,"Edmonton West/Edmonton-Ouest"," 80","Edmonton",81,2,79,18,0,1,181,563
48023,"Edmonton West/Edmonton-Ouest"," 81","Edmonton",52,0,49,16,0,2,119,382
48023,"Edmonton West/Edmonton-Ouest"," 82","Edmonton",99,2,94,15,1,0,211,560
48023,"Edmonton West/Edmonton-Ouest"," 83","Edmonton",48,5,77,11,1,3,145,515
48023,"Edmonton West/Edmonton-Ouest"," 84","Edmonton",54,0,39,11,0,1,105,405
48023,"Edmonton West/Edmonton-Ouest"," 85","Edmonton",47,1,44,14,1,0,107,343
48023,"Edmonton West/Edmonton-Ouest"," 86","Edmonton",51,4,74,20,0,0,149,568
48023,"Edmonton West/Edmonton-Ouest"," 87","Edmonton",71,2,76,13,0,2,164,371
48023,"Edmonton West/Edmonton-Ouest"," 88","Edmonton",89,2,86,6,1,2,186,450
48023,"Edmonton West/Edmonton-Ouest"," 89","Edmonton",93,1,140,7,2,1,244,582
48023,"Edmonton West/Edmonton-Ouest"," 90","Edmonton",91,1,93,11,0,4,200,460
48023,"Edmonton West/Edmonton-Ouest"," 91","Edmonton",74,7,84,11,2,2,180,468
48023,"Edmonton West/Edmonton-Ouest"," 92","Edmonton",108,0,101,9,0,2,220,412
48023,"Edmonton West/Edmonton-Ouest"," 93","Edmonton",77,2,77,10,1,0,167,396
48023,"Edmonton West/Edmonton-Ouest"," 94","Edmonton",60,1,69,7,0,1,138,380
48023,"Edmonton West/Edmonton-Ouest"," 95","Edmonton",40,1,54,9,0,0,104,360
48023,"Edmonton West/Edmonton-Ouest"," 96","Edmonton",51,1,62,16,2,2,134,430
48023,"Edmonton West/Edmonton-Ouest"," 97","Edmonton",48,3,65,10,0,0,126,460
48023,"Edmonton West/Edmonton-Ouest"," 98","Edmonton",78,1,46,21,1,2,149,527
48023,"Edmonton West/Edmonton-Ouest"," 99","Edmonton",69,5,100,12,0,0,186,576
48023,"Edmonton West/Edmonton-Ouest"," 100","Edmonton",86,2,104,15,0,0,207,512
48023,"Edmonton West/Edmonton-Ouest"," 101","Edmonton",69,2,108,23,0,0,202,614
48023,"Edmonton West/Edmonton-Ouest"," 102","Edmonton",64,4,122,19,0,1,210,440
48023,"Edmonton West/Edmonton-Ouest"," 103","Edmonton",102,1,82,2,1,2,190,438
48023,"Edmonton West/Edmonton-Ouest"," 104","Edmonton",166,3,85,4,0,0,258,436
48023,"Edmonton West/Edmonton-Ouest"," 105","Edmonton",103,1,108,1,0,1,214,442
48023,"Edmonton West/Edmonton-Ouest"," 106","Edmonton",170,0,114,14,0,2,300,507
48023,"Edmonton West/Edmonton-Ouest"," 107","Edmonton",73,1,96,4,1,1,176,353
48023,"Edmonton West/Edmonton-Ouest"," 108","Edmonton",101,2,81,11,0,0,195,405
48023,"Edmonton West/Edmonton-Ouest"," 109","Edmonton",61,4,99,10,1,1,176,380
48023,"Edmonton West/Edmonton-Ouest"," 110","Edmonton",83,2,87,6,0,1,179,441
48023,"Edmonton West/Edmonton-Ouest"," 111","Edmonton",38,2,77,4,0,0,121,323
48023,"Edmonton West/Edmonton-Ouest"," 112","Edmonton",53,0,110,6,0,1,170,370
48023,"Edmonton West/Edmonton-Ouest"," 113","Edmonton",63,2,116,16,0,2,199,504
48023,"Edmonton West/Edmonton-Ouest"," 114","Edmonton",80,2,152,11,1,0,246,537
48023,"Edmonton West/Edmonton-Ouest"," 115","Edmonton",101,5,90,15,2,2,215,502
48023,"Edmonton West/Edmonton-Ouest"," 116","Edmonton",80,1,128,14,1,2,226,507
48023,"Edmonton West/Edmonton-Ouest"," 117","Edmonton",73,3,105,6,1,1,189,439
48023,"Edmonton West/Edmonton-Ouest"," 118","Edmonton",80,0,84,13,0,2,179,375
48023,"Edmonton West/Edmonton-Ouest"," 119","Edmonton",104,1,125,18,0,3,251,548
48023,"Edmonton West/Edmonton-Ouest"," 120","Edmonton",69,0,92,4,0,0,165,381
48023,"Edmonton West/Edmonton-Ouest"," 121","Edmonton",53,3,72,16,1,2,147,447
48023,"Edmonton West/Edmonton-Ouest"," 122","Edmonton",90,2,67,16,1,1,177,406
48023,"Edmonton West/Edmonton-Ouest"," 123","Edmonton",68,2,74,8,0,1,153,364
48023,"Edmonton West/Edmonton-Ouest"," 124","Edmonton",123,2,120,6,1,5,257,524
48023,"Edmonton West/Edmonton-Ouest"," 125","Edmonton",60,2,97,5,0,0,164,371
48023,"Edmonton West/Edmonton-Ouest"," 126","Edmonton",64,1,90,8,0,0,163,283
48023,"Edmonton West/Edmonton-Ouest"," 127","Edmonton",102,2,127,7,1,2,241,421
48023,"Edmonton West/Edmonton-Ouest"," 128","Edmonton",76,0,111,3,0,4,194,372
48023,"Edmonton West/Edmonton-Ouest"," 129","Edmonton",66,0,98,1,0,0,165,429
48023,"Edmonton West/Edmonton-Ouest"," 130","Edmonton",54,1,39,3,1,0,98,334
48023,"Edmonton West/Edmonton-Ouest"," 131","Edmonton",50,1,77,3,0,1,132,363
48023,"Edmonton West/Edmonton-Ouest"," 132","Edmonton",50,1,88,3,1,3,146,444
48023,"Edmonton West/Edmonton-Ouest"," 133","Edmonton",71,2,104,4,0,0,181,389
48023,"Edmonton West/Edmonton-Ouest"," 134","Edmonton",73,0,114,10,1,1,199,425
48023,"Edmonton West/Edmonton-Ouest"," 135","Edmonton",88,0,95,6,0,1,190,499
48023,"Edmonton West/Edmonton-Ouest"," 136","Edmonton",72,3,79,7,0,0,161,502
48023,"Edmonton West/Edmonton-Ouest"," 137","Edmonton",49,2,88,2,0,0,141,374
48023,"Edmonton West/Edmonton-Ouest"," 138","Edmonton",69,2,124,8,0,1,204,492
48023,"Edmonton West/Edmonton-Ouest"," 139","Edmonton",46,1,105,7,0,0,159,401
48023,"Edmonton West/Edmonton-Ouest"," 140","Edmonton",63,0,69,9,0,0,141,328
48023,"Edmonton West/Edmonton-Ouest"," 141","Edmonton",58,2,72,8,0,0,140,360
48023,"Edmonton West/Edmonton-Ouest"," 142","Edmonton",52,3,98,2,0,1,156,419
48023,"Edmonton West/Edmonton-Ouest"," 143","Edmonton",71,2,85,10,0,0,168,508
48023,"Edmonton West/Edmonton-Ouest"," 144","Edmonton",67,1,105,2,0,0,175,484
48023,"Edmonton West/Edmonton-Ouest"," 145","Edmonton",76,2,166,11,0,1,256,749
48023,"Edmonton West/Edmonton-Ouest"," 146","Edmonton",105,0,143,12,0,3,263,572
48023,"Edmonton West/Edmonton-Ouest"," 147","Edmonton",93,4,141,11,2,1,252,550
48023,"Edmonton West/Edmonton-Ouest"," 148","Edmonton",66,1,118,15,0,0,200,499
48023,"Edmonton West/Edmonton-Ouest"," 149","Edmonton",70,1,121,12,0,0,204,518
48023,"Edmonton West/Edmonton-Ouest"," 150A","Edmonton",44,0,91,5,0,1,141,326
48023,"Edmonton West/Edmonton-Ouest"," 150B","Edmonton",54,3,77,7,0,1,142,345
48023,"Edmonton West/Edmonton-Ouest"," 151","Edmonton",88,1,124,21,0,0,234,583
48023,"Edmonton West/Edmonton-Ouest"," 152A","Edmonton",58,1,97,6,1,2,165,396
48023,"Edmonton West/Edmonton-Ouest"," 152B","Edmonton",65,0,95,4,0,2,166,395
48023,"Edmonton West/Edmonton-Ouest"," 153A","Edmonton",31,0,61,4,0,0,96,305
48023,"Edmonton West/Edmonton-Ouest"," 153B","Edmonton",41,2,84,4,4,1,136,360
48023,"Edmonton West/Edmonton-Ouest"," 154A","Edmonton",67,3,79,11,0,1,161,412
48023,"Edmonton West/Edmonton-Ouest"," 154B","Edmonton",58,0,93,3,0,0,154,423
48023,"Edmonton West/Edmonton-Ouest"," 155","Edmonton",102,1,156,10,0,0,269,719
48023,"Edmonton West/Edmonton-Ouest"," 156A","Edmonton",63,0,114,2,0,0,179,450
48023,"Edmonton West/Edmonton-Ouest"," 156B","Edmonton",52,2,100,9,0,0,163,420
48023,"Edmonton West/Edmonton-Ouest"," 157","Edmonton",49,1,102,13,1,2,168,597
48023,"Edmonton West/Edmonton-Ouest"," 158A","Edmonton",91,0,128,17,1,0,237,704
48023,"Edmonton West/Edmonton-Ouest"," 158B","Edmonton",60,1,147,8,0,3,219,618
48023,"Edmonton West/Edmonton-Ouest"," 159","Edmonton",59,3,145,11,0,3,221,726
48023,"Edmonton West/Edmonton-Ouest"," 160A","Edmonton",57,0,67,0,0,2,126,385
48023,"Edmonton West/Edmonton-Ouest"," 160B","Edmonton",33,1,71,3,0,1,109,412
48023,"Edmonton West/Edmonton-Ouest"," 161","Edmonton",73,0,93,10,0,1,177,516
48023,"Edmonton West/Edmonton-Ouest"," 162","Edmonton",57,3,93,5,0,3,161,534
48023,"Edmonton West/Edmonton-Ouest"," 163","Edmonton",58,4,72,11,1,1,147,548
48023,"Edmonton West/Edmonton-Ouest"," 164","Edmonton",55,4,124,9,0,0,192,675
48023,"Edmonton West/Edmonton-Ouest"," 165","Edmonton",29,2,72,5,1,0,109,366
48023,"Edmonton West/Edmonton-Ouest"," 166","Edmonton",73,3,137,4,0,3,220,552
48023,"Edmonton West/Edmonton-Ouest"," 167","Edmonton",85,2,131,11,0,0,229,616
48023,"Edmonton West/Edmonton-Ouest"," 168","Edmonton",51,0,73,8,0,0,132,441
48023,"Edmonton West/Edmonton-Ouest"," 169","Edmonton",79,1,122,12,1,0,215,668
48023,"Edmonton West/Edmonton-Ouest"," 170","Edmonton",65,0,127,8,0,1,201,573
48023,"Edmonton West/Edmonton-Ouest"," 171","Edmonton",88,1,134,15,0,3,241,716
48023,"Edmonton West/Edmonton-Ouest"," 172","Edmonton",75,1,96,11,0,2,185,486
48023,"Edmonton West/Edmonton-Ouest"," 173","Edmonton",57,0,74,6,2,1,140,428
48023,"Edmonton West/Edmonton-Ouest"," 174","Edmonton",44,1,71,6,0,0,122,414
48023,"Edmonton West/Edmonton-Ouest"," 500","Mobile poll/Bureau itinérant",37,5,61,12,0,1,116,89
48023,"Edmonton West/Edmonton-Ouest"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,9
48023,"Edmonton West/Edmonton-Ouest"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,48
48023,"Edmonton West/Edmonton-Ouest"," 503","Mobile poll/Bureau itinérant",23,3,41,12,0,0,79,158
48023,"Edmonton West/Edmonton-Ouest"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,3
48023,"Edmonton West/Edmonton-Ouest"," 505","Mobile poll/Bureau itinérant",13,1,31,7,0,0,52,62
48023,"Edmonton West/Edmonton-Ouest"," 506","Mobile poll/Bureau itinérant",47,2,61,6,0,0,116,108
48023,"Edmonton West/Edmonton-Ouest"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,92
48023,"Edmonton West/Edmonton-Ouest"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,50
48023,"Edmonton West/Edmonton-Ouest"," 509","Mobile poll/Bureau itinérant",66,4,50,13,0,3,136,116
48023,"Edmonton West/Edmonton-Ouest"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,22
48023,"Edmonton West/Edmonton-Ouest"," 511","Mobile poll/Bureau itinérant",59,1,78,5,0,5,148,157
48023,"Edmonton West/Edmonton-Ouest"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,96
48023,"Edmonton West/Edmonton-Ouest"," 600","Edmonton",241,6,360,45,2,2,656,
48023,"Edmonton West/Edmonton-Ouest"," 601","Edmonton",341,8,391,53,1,3,797,
48023,"Edmonton West/Edmonton-Ouest"," 602","Edmonton",599,8,615,93,4,2,1321,
48023,"Edmonton West/Edmonton-Ouest"," 603","Edmonton",327,8,267,37,1,1,641,
48023,"Edmonton West/Edmonton-Ouest"," 604","Edmonton",811,23,681,100,2,3,1620,
48023,"Edmonton West/Edmonton-Ouest"," 605","Edmonton",679,7,488,43,0,2,1219,
48023,"Edmonton West/Edmonton-Ouest"," 606","Edmonton",687,8,855,46,0,1,1597,
48023,"Edmonton West/Edmonton-Ouest"," 607","Edmonton",538,14,658,90,3,6,1309,
48023,"Edmonton West/Edmonton-Ouest"," 608","Edmonton",634,6,717,67,3,3,1430,
48023,"Edmonton West/Edmonton-Ouest"," 609","Edmonton",663,9,1055,70,0,4,1801,
48023,"Edmonton West/Edmonton-Ouest"," 610","Edmonton",700,14,904,57,4,7,1686,
48023,"Edmonton West/Edmonton-Ouest"," 611","Edmonton",680,12,922,82,3,2,1701,
48023,"Edmonton West/Edmonton-Ouest"," 612","Edmonton",626,12,794,73,1,4,1510,
48023,"Edmonton West/Edmonton-Ouest"," 613","Edmonton",567,10,862,50,1,1,1491,
48023,"Edmonton West/Edmonton-Ouest"," 614","Edmonton",713,16,1254,83,1,5,2072,
48023,"Edmonton West/Edmonton-Ouest"," 615","Edmonton",431,6,785,39,2,0,1263,
48023,"Edmonton West/Edmonton-Ouest"," 616","Edmonton",558,8,766,68,2,2,1404,
48023,"Edmonton West/Edmonton-Ouest",,Group 1/Groupe 1, 491,4,538,73,2,72,1180,343
48023,"Edmonton West/Edmonton-Ouest",,Group 2/Groupe 2, 678,8,856,79,6,62,1689,
