Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Carl Belley,Christine Dandenault,Julie Girard-Lemay,Rose Lessard,Marie-Gabrielle Ménard,Jacob Pirro,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 27","Montréal",23,2,13,34,34,3,5,114,389
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 28","Montréal",26,0,5,21,45,3,4,104,311
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 29","Montréal",20,0,12,8,94,1,1,136,385
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 30","Montréal",23,0,9,33,94,1,3,163,446
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 31","Montréal",25,0,14,27,73,1,5,145,420
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 32","Montréal",23,1,16,41,65,2,1,149,393
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 33","Montréal",20,0,6,30,58,4,2,120,334
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 34","Montréal",32,0,14,67,91,3,9,216,468
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 35","Montréal",16,0,23,29,40,2,2,112,405
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 36","Montréal",33,0,15,59,59,4,4,174,447
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 37","Montréal",20,3,11,40,54,8,3,139,344
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 38","Montréal",45,0,20,64,66,10,0,205,492
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 39","Montréal",27,2,12,40,73,2,3,159,514
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 40","Montréal",18,1,13,30,91,2,2,157,367
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 41","Montréal",21,0,20,55,69,3,3,171,395
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 42","Montréal",13,0,8,33,68,5,1,128,354
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 43","Montréal",14,1,11,47,73,5,7,158,337
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 44","Montréal",34,1,18,67,81,1,2,204,431
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 45","Montréal",14,1,13,26,38,3,1,96,392
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 46","Montréal",15,4,21,71,123,1,2,237,473
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 47A","Montréal",6,1,7,40,77,5,0,136,309
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 47B","Montréal",4,0,5,47,69,1,0,126,185
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 48","Montréal",19,0,15,33,66,6,0,139,336
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 49","Montréal",16,2,16,58,57,8,4,161,418
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 50","Montréal",10,3,14,43,49,3,0,122,363
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 51","Montréal",27,0,18,56,61,4,2,168,453
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 52","Montréal",28,2,18,49,49,1,2,149,432
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 53","Montréal",24,0,13,59,47,6,4,153,423
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 54","Montréal",34,0,9,16,105,4,1,169,361
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 55","Montréal",62,1,20,38,119,6,4,250,513
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 56","Montréal",23,1,20,50,90,3,1,188,456
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 57","Montréal",22,1,23,59,90,1,2,198,366
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 58","Montréal",30,1,12,34,67,2,5,151,402
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 59","Montréal",29,0,16,43,106,3,3,200,443
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 60","Montréal",31,0,13,43,75,3,4,169,405
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 61","Montréal",29,0,18,53,98,3,8,209,409
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 62","Montréal",16,1,12,56,81,3,4,173,351
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 63","Montréal",25,3,18,27,79,1,3,156,461
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 64","Montréal",36,3,20,47,100,6,2,214,439
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 65","Montréal",27,0,18,50,96,9,2,202,353
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 66","Montréal",13,1,16,59,63,2,2,156,293
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 67","Montréal",21,0,26,80,85,5,3,220,396
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 68","Montréal",28,0,18,39,67,6,1,159,356
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 69","Montréal",39,0,14,48,84,8,2,195,454
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 70","Montréal",23,0,15,49,72,5,2,166,359
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 71","Montréal",17,0,12,35,69,4,4,141,297
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 72","Montréal",28,0,11,47,108,4,1,199,413
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 73","Montréal",17,0,13,40,82,2,1,155,388
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 74","Montréal",20,0,12,51,68,2,3,156,334
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 75","Montréal",24,1,21,62,88,7,3,206,432
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 76","Montréal",13,1,23,51,93,1,2,184,408
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 77","Montréal",19,1,31,47,75,0,2,175,423
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 78","Montréal",30,1,20,30,52,2,1,136,526
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 79","Montréal",27,1,21,51,139,6,3,248,569
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 80","Montréal",20,0,13,33,60,4,1,131,467
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 81","Montréal",19,1,12,61,61,0,1,155,384
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 82","Montréal",11,1,20,33,63,5,2,135,360
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 83","Montréal",20,0,17,34,69,4,0,144,363
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 84","Montréal",18,0,11,20,102,6,5,162,449
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 85","Montréal",10,0,31,44,56,2,1,144,415
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 86","Montréal",21,3,33,90,74,7,10,238,453
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 87","Montréal",22,1,14,41,57,11,5,151,379
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 88","Montréal",17,0,15,27,46,1,5,111,334
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 89","Montréal",16,2,24,37,54,2,2,137,383
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 90","Montréal",16,1,26,43,55,4,2,147,377
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 91","Montréal",12,0,26,44,45,8,0,135,337
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 92","Montréal",10,1,27,43,49,9,1,140,351
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 93","Montréal",17,1,14,33,86,4,1,156,469
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 94","Montréal",6,0,26,49,77,5,3,166,461
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 95","Montréal",10,1,35,67,48,12,9,182,376
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 96","Montréal",13,0,24,38,52,5,1,133,372
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 97","Montréal",9,1,14,37,50,5,3,119,374
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 98","Montréal",8,0,41,49,59,7,1,165,405
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 99","Montréal",12,0,30,43,42,5,0,132,371
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 100","Montréal",18,1,21,45,39,6,3,133,317
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 101","Montréal",14,1,46,60,68,8,1,198,397
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 102","Montréal",23,0,28,61,40,5,1,158,368
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 103","Montréal",10,1,31,27,56,4,1,130,382
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 104","Montréal",9,0,17,21,38,0,3,88,344
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 105","Montréal",8,0,18,51,63,3,0,143,424
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 106","Montréal",13,1,24,36,38,4,0,116,330
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 107","Montréal",15,0,35,41,69,12,1,173,456
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 108","Montréal",24,0,28,64,61,4,0,181,479
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 109","Montréal",14,0,21,41,56,8,1,141,427
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 110","Montréal",23,0,36,49,89,5,4,206,479
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 111","Montréal",12,2,22,35,44,9,0,124,378
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 112","Montréal",11,0,39,39,44,3,4,140,304
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 113","Montréal",6,0,23,24,56,3,5,117,345
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 114","Montréal",14,0,34,23,37,6,0,114,381
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 115","Montréal",18,2,15,44,57,0,1,137,329
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 116","Montréal",28,0,22,43,55,2,2,152,371
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 117","Montréal",19,0,14,78,120,5,0,236,470
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 118","Montréal",15,1,18,28,50,2,0,114,283
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 119","Montréal",33,1,28,43,92,1,4,202,444
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 120","Montréal",32,1,35,46,73,8,3,198,440
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 121","Montréal",17,0,18,48,79,6,4,172,410
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 122","Montréal",28,0,20,41,69,6,3,167,346
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 123","Montréal",9,0,26,86,90,5,3,219,389
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 124","Montréal",18,2,25,42,85,2,4,178,373
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 125","Montréal",29,1,23,42,90,5,4,194,403
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 126","Montréal",32,0,28,35,87,5,5,192,465
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 127","Montréal",15,2,15,31,66,2,4,135,359
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 128","Montréal",13,0,20,34,75,3,2,147,422
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 129","Montréal",22,3,57,76,72,9,4,243,446
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 130","Montréal",24,0,67,82,72,4,6,255,426
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 131","Montréal",20,0,47,52,51,4,3,177,417
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 132","Montréal",15,2,30,38,59,10,1,155,415
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 133","Montréal",17,0,27,39,38,3,0,124,350
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 134","Montréal",7,0,31,32,52,13,5,140,341
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 135","Montréal",10,0,15,33,30,7,4,99,303
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 136","Montréal",14,1,22,33,71,6,0,147,362
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 137","Montréal",17,4,35,29,37,6,4,132,394
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 138","Montréal",10,0,16,30,74,1,1,132,356
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 139","Montréal",20,0,23,47,68,7,1,166,411
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 140","Montréal",13,3,19,40,80,9,3,167,540
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 141","Montréal",7,2,20,43,65,2,2,141,411
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 142","Montréal",15,2,17,23,71,4,2,134,402
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 143","Montréal",32,0,10,18,54,1,0,115,363
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 144","Montréal",29,0,22,41,92,4,5,193,474
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 145","Montréal",16,2,15,45,51,4,2,135,340
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 146","Montréal",10,0,33,44,80,9,1,177,429
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 147","Montréal",18,1,27,59,67,7,2,181,442
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 148","Montréal",13,3,37,69,88,6,1,217,437
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 149","Montréal",27,2,49,55,69,7,3,212,390
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 150","Montréal",11,0,19,39,46,4,2,121,337
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 151","Montréal",7,0,27,43,64,7,0,148,381
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 152","Montréal",11,2,42,78,77,14,1,225,433
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 153","Montréal",11,2,32,46,40,14,3,148,386
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 154","Montréal",9,3,32,46,57,9,3,159,363
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 155","Montréal",10,2,34,34,39,6,1,126,345
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 156","Montréal",9,0,43,83,55,3,2,195,431
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 157","Montréal",8,0,27,35,37,5,4,116,343
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 158","Montréal",18,1,44,37,49,12,1,162,370
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 159","Montréal",19,2,29,38,76,10,0,174,450
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 160","Montréal",7,3,32,44,33,11,1,131,363
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 161","Montréal",28,0,30,59,85,8,3,213,556
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 162","Montréal",11,3,36,34,45,12,3,144,390
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 163","Montréal",7,2,23,40,43,8,3,126,337
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 164","Montréal",18,0,20,37,55,2,4,136,385
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 165","Montréal",17,1,49,55,81,8,5,216,440
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 166","Montréal",8,1,37,46,39,5,2,138,374
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 167","Montréal",11,1,36,31,42,4,3,128,338
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 168","Montréal",8,0,41,35,57,3,2,146,335
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 169","Montréal",6,1,33,59,59,10,0,168,359
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 170","Montréal",10,3,50,35,50,14,3,165,385
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 171","Montréal",18,2,48,54,69,11,4,206,477
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 172","Montréal",15,1,37,45,59,7,2,166,417
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 173","Montréal",16,1,36,47,52,2,3,157,346
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 174","Montréal",20,1,27,25,51,4,3,131,398
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 175","Montréal",13,3,35,41,48,6,3,149,420
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 176","Montréal",15,2,24,38,40,14,3,136,378
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 177","Montréal",6,1,28,25,18,8,2,88,362
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 178","Montréal",17,3,28,36,48,4,2,138,373
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 179","Montréal",22,1,41,25,54,11,3,157,455
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 180","Montréal",22,3,29,42,65,5,0,166,450
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 181","Montréal",6,0,47,34,83,5,2,177,395
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 182","Montréal",11,1,32,59,73,5,1,182,348
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 183","Montréal",28,0,45,57,80,7,4,221,408
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 184","Montréal",18,3,40,39,47,8,1,156,357
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 185","Montréal",25,1,29,46,76,6,3,186,400
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 186","Montréal",10,3,50,30,43,6,3,145,295
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 187","Montréal",8,1,33,22,72,7,5,148,336
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 188","Montréal",10,0,50,29,59,10,2,160,369
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 189","Montréal",26,0,28,55,57,8,1,175,392
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 400","Montréal",15,0,8,90,118,4,7,242,323
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 401","Montréal",11,0,2,59,110,0,0,182,235
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 402","Montréal",24,0,8,50,111,2,0,195,257
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 403","Montréal",7,0,4,44,70,2,1,128,190
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 404A","Montréal",9,0,3,63,124,0,0,199,254
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 404B","Montréal",5,0,3,61,128,0,3,200,264
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 405A","Montréal",10,1,4,95,147,2,10,269,331
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 405B","Montréal",7,0,4,94,157,0,4,266,333
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 406","Montréal",28,4,9,97,137,4,6,285,493
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 407","Montréal",29,0,24,91,168,2,7,321,556
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 500","Mobile poll/Bureau itinérant",6,2,3,14,30,0,3,58,99
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 501","Mobile poll/Bureau itinérant",4,2,1,2,18,1,2,30,52
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,94
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,,33
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 504","Mobile poll/Bureau itinérant",6,0,4,19,38,2,5,74,83
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,70
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 506","Mobile poll/Bureau itinérant",6,2,5,4,33,3,1,54,100
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,27
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,48
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 509","Mobile poll/Bureau itinérant",4,1,9,17,37,2,2,72,129
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 510","Montréal",Combined with No./Résultats combinés à ceux du n°113,,,,,,,,25
24026,"Hochelaga--Rosemont-Est/Hochelaga--Rosemont-Est"," 600","Montréal",132,1,50,265,674,6,20,1148,
