Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Peter Buddle,Marc Dalton,Daniel Heydenrych,Chris Lehner,Angie Rowell,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 13","Pitt Meadows",0,49,4,0,72,1,126,426
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 14","Pitt Meadows",2,66,14,1,84,0,167,437
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 15","Pitt Meadows",0,76,4,0,45,1,126,348
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 16","Pitt Meadows",1,85,19,1,86,0,192,524
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 17","Pitt Meadows",0,64,9,0,66,0,139,406
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 18","Pitt Meadows",0,69,11,2,92,2,176,443
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 19","Pitt Meadows",1,91,16,1,84,4,197,512
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 20","Pitt Meadows",1,98,15,1,84,0,199,545
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 21","Pitt Meadows",0,85,38,3,75,1,202,504
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 22","Pitt Meadows",1,87,9,3,75,1,176,509
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 23","Maple Ridge",0,78,7,2,51,0,138,449
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 24A","Maple Ridge",0,46,8,0,44,1,99,278
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 24B","Maple Ridge",0,31,5,1,39,1,77,270
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 25","Maple Ridge",0,52,8,0,63,1,124,456
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 26","Maple Ridge",0,63,6,0,55,0,124,445
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 27","Maple Ridge",0,72,9,1,71,3,156,476
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 28","Maple Ridge",1,80,10,0,63,2,156,482
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 29","Maple Ridge",0,70,13,2,58,3,146,433
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 30","Maple Ridge",0,53,7,0,39,0,99,407
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 31","Pitt Meadows",1,82,14,0,71,1,169,423
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 32","Pitt Meadows",1,96,16,1,90,1,205,482
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 33","Pitt Meadows",0,71,10,0,102,1,184,491
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 34","Pitt Meadows",0,72,13,1,63,0,149,497
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 35","Pitt Meadows",0,78,16,0,110,1,205,459
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 36","Pitt Meadows",0,97,20,0,92,3,212,524
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 37","Pitt Meadows",0,84,3,1,86,1,175,527
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 38","Pitt Meadows",0,86,20,1,106,1,214,502
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 39","Maple Ridge",0,110,13,0,84,0,207,551
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 40","Maple Ridge",2,87,13,1,66,0,169,452
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 41","Maple Ridge",0,76,8,1,77,1,163,414
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 42","Maple Ridge",2,93,11,2,106,0,214,539
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 43","Maple Ridge",0,45,12,0,69,0,126,348
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 44","Maple Ridge",0,80,6,1,70,0,157,393
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 45","Pitt Meadows",1,109,8,2,72,0,192,481
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 46","Maple Ridge",0,66,8,0,60,0,134,376
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 47","Maple Ridge",1,99,16,2,84,1,203,478
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 48A","Maple Ridge",0,68,10,0,47,0,125,279
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 48B","Maple Ridge",0,53,8,1,40,0,102,249
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 49A","Maple Ridge",0,51,15,0,42,0,108,295
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 49B","Maple Ridge",0,41,6,0,35,1,83,265
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 50","Maple Ridge",0,76,16,4,91,1,188,514
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 51A","Maple Ridge",0,41,17,1,38,0,97,255
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 51B","Maple Ridge",1,42,11,3,33,1,91,258
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 52","Pitt Meadows",0,95,11,3,77,0,186,430
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 53","Pitt Meadows",2,67,13,1,114,1,198,512
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 54","Pitt Meadows",0,58,16,1,56,2,133,478
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 55","Pitt Meadows",0,106,18,3,104,1,232,561
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 56","Pitt Meadows",1,84,8,1,94,0,188,483
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 57","Pitt Meadows",2,79,9,0,101,1,192,527
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 58","Pitt Meadows",0,72,9,0,81,0,162,442
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 59","Maple Ridge",0,91,20,0,66,0,177,509
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 60","Maple Ridge",0,83,14,0,73,0,170,471
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 61","Maple Ridge",0,86,21,1,108,1,217,528
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 62","Maple Ridge",2,67,11,2,88,0,170,520
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 63","Maple Ridge",0,90,8,0,86,0,184,526
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 64","Maple Ridge",1,122,14,0,84,0,221,522
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 65","Maple Ridge",0,103,27,5,96,0,231,484
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 66","Maple Ridge",1,94,19,0,65,2,181,480
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 67","Maple Ridge",1,104,19,1,70,0,195,501
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 68","Maple Ridge",0,57,4,0,45,0,106,425
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 69","Maple Ridge",0,43,2,0,29,0,74,272
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 70A","Maple Ridge",0,44,5,0,38,0,87,323
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 70B","Maple Ridge",0,52,7,0,21,0,80,304
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 71","Maple Ridge",1,80,8,2,62,0,153,534
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 72","Maple Ridge",0,55,5,0,57,1,118,501
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 73","Pitt Meadows",1,70,6,0,66,0,143,463
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 74","Pitt Meadows",0,74,6,0,61,1,142,423
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 75","Pitt Meadows",0,42,8,2,65,1,118,370
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 76","Katzie 1",0,9,10,0,11,0,30,161
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 77","Pitt Meadows",0,31,2,4,39,0,76,414
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 78","Maple Ridge",1,94,7,1,65,0,168,484
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 79","Maple Ridge",0,85,12,0,55,0,152,465
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 80","Maple Ridge",1,84,14,2,85,0,186,535
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 81A","Maple Ridge",1,69,11,0,90,0,171,501
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 81B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,93
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 82A","Maple Ridge",0,47,10,0,42,0,99,281
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 82B","Maple Ridge",1,37,6,0,56,1,101,290
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 83","Maple Ridge",1,57,10,0,45,0,113,452
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 84A","Maple Ridge",1,41,17,0,77,1,137,289
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 84B","Maple Ridge",0,46,17,1,46,3,113,256
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 85","Maple Ridge",0,74,9,0,69,0,152,409
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 86","Maple Ridge",0,125,6,0,61,2,194,549
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 87","Maple Ridge",0,54,15,0,49,0,118,364
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 88A","Maple Ridge",1,34,6,0,36,0,77,313
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 88B","Maple Ridge",0,37,8,2,45,0,92,303
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 89","Maple Ridge",0,99,13,1,64,0,177,477
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 90","Maple Ridge",2,106,14,1,58,1,182,483
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 91A","Maple Ridge",0,36,7,0,34,0,77,284
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 91B","Maple Ridge",0,33,8,0,28,0,69,306
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 92","Maple Ridge",0,89,10,4,73,1,177,552
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 93A","Maple Ridge",1,65,7,0,28,0,101,261
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 93B","Maple Ridge",1,55,7,0,34,1,98,281
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 94","Maple Ridge",0,66,30,0,59,0,155,535
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 95","Maple Ridge",1,90,18,0,47,1,157,481
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 96","Maple Ridge",0,57,10,0,62,0,129,511
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 97","Maple Ridge",0,57,14,1,57,0,129,482
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 98","Maple Ridge",2,60,14,1,60,0,137,514
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 99","Maple Ridge",0,57,9,0,51,0,117,496
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 100","Maple Ridge",0,47,14,1,37,1,100,426
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 101A","Maple Ridge",0,50,9,0,46,0,105,290
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 101B","Maple Ridge",0,42,6,0,34,0,82,305
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 102","Maple Ridge",0,82,11,1,79,0,173,525
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 103","Maple Ridge",0,73,5,2,51,1,132,457
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 104","Maple Ridge",1,97,8,0,62,1,169,530
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 105","Maple Ridge",0,68,9,0,65,2,144,493
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 106A","Maple Ridge",0,64,8,0,55,1,128,268
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 106B","Maple Ridge",0,67,5,0,45,2,119,268
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 107A","Maple Ridge",0,58,8,1,41,1,109,301
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 107B","Maple Ridge",0,63,6,3,45,0,117,278
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 108","Maple Ridge",2,98,16,0,88,1,205,509
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 109","Maple Ridge",1,88,10,0,81,1,181,534
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 110","Maple Ridge",0,83,21,0,66,1,171,471
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 111A","Maple Ridge",1,52,8,1,44,0,106,383
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 111B","Maple Ridge",1,52,8,2,51,0,114,383
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 112","Maple Ridge",1,41,8,1,40,0,91,350
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 113A","Maple Ridge",0,53,10,2,50,1,116,350
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 113B","Maple Ridge",0,52,10,3,41,0,106,328
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 114A","Maple Ridge",0,74,10,0,58,1,143,347
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 114B","Maple Ridge",0,38,14,0,58,3,113,338
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 115","Maple Ridge",1,78,18,4,92,3,196,508
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 116A","Maple Ridge",0,59,6,2,40,0,107,281
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 116B","Maple Ridge",0,52,11,1,44,0,108,310
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 117","Maple Ridge",0,73,18,1,96,0,188,468
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 118","Maple Ridge",1,85,12,2,63,0,163,350
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 119","Maple Ridge",0,82,11,1,82,0,176,466
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 120","Maple Ridge",1,121,13,3,95,0,233,533
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 121A","Maple Ridge",0,57,6,0,24,0,87,311
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 121B","Maple Ridge",0,77,10,1,41,0,129,351
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 122A","Maple Ridge",0,58,6,0,60,0,124,290
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 122B","Maple Ridge",1,63,7,2,48,0,121,301
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 123","Maple Ridge",0,119,14,2,83,1,219,471
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 124A","Maple Ridge",1,89,7,0,64,1,162,463
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 124B","Maple Ridge",0,107,6,1,65,2,181,495
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 125","Maple Ridge",1,73,9,1,52,2,138,519
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 126","Maple Ridge",0,91,13,2,51,1,158,539
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 127","Maple Ridge",2,76,8,1,71,0,158,536
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 128A","Maple Ridge",0,44,3,0,30,0,77,278
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 128B","Maple Ridge",1,48,2,0,33,0,84,301
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 129","Maple Ridge",0,63,5,2,56,0,126,404
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 130","Maple Ridge",0,103,9,1,93,3,209,445
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 131","Maple Ridge",0,73,9,0,67,0,149,505
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 132A","Maple Ridge",0,83,15,0,60,1,159,493
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 132B","Maple Ridge",1,85,6,3,58,0,153,487
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 133","Maple Ridge",0,97,16,0,62,0,175,528
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 134","Maple Ridge",1,67,5,1,69,8,151,503
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 135","Maple Ridge",0,61,11,1,76,1,150,414
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 136","Maple Ridge",0,103,12,3,92,0,210,520
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 137A","Maple Ridge",0,70,4,0,49,0,123,284
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 137B","Maple Ridge",0,67,3,0,53,0,123,303
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 138","Maple Ridge",0,116,11,0,96,3,226,521
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 139","Maple Ridge",0,103,10,1,74,0,188,541
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 140","Maple Ridge",2,94,13,2,83,0,194,559
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 141","Maple Ridge",0,100,15,1,131,1,248,557
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 142A","Maple Ridge",0,44,9,1,43,0,97,271
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 142B","Maple Ridge",1,64,3,0,63,0,131,300
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 143","Maple Ridge",2,74,6,1,67,0,150,454
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 144A","Maple Ridge",0,76,11,2,46,4,139,392
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 144B","Maple Ridge",0,60,6,1,51,2,120,378
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 145","Maple Ridge",1,101,9,0,98,1,210,539
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 146","Maple Ridge",1,92,8,0,68,0,169,523
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 147","Maple Ridge",1,80,9,1,55,0,146,339
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 148","Maple Ridge",0,105,7,3,50,0,165,450
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 149A","Maple Ridge",0,82,5,2,36,0,125,288
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 149B","Maple Ridge",0,64,8,0,60,0,132,334
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 150","Maple Ridge",1,93,9,0,40,0,143,328
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 151A","Maple Ridge",0,67,10,1,52,0,130,349
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 151B","Maple Ridge",0,63,3,1,43,0,110,352
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 152","Maple Ridge",0,52,12,0,65,0,129,432
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 153A","Maple Ridge",0,52,6,0,54,1,113,299
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 153B","Maple Ridge",1,58,5,0,39,0,103,272
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 154","Maple Ridge",0,98,14,0,95,0,207,533
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 155","Maple Ridge",0,68,13,1,63,0,145,436
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 156A","Maple Ridge",1,90,10,0,71,0,172,498
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 156B","Maple Ridge",0,83,8,0,67,1,159,466
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 157","Maple Ridge",0,75,10,0,97,1,183,506
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 158","Maple Ridge",0,87,7,5,69,1,169,535
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 159","Maple Ridge",0,70,6,2,60,1,139,493
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 160","Maple Ridge",0,107,10,4,59,1,181,507
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 161","Maple Ridge",1,59,7,2,64,0,133,429
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 162A","Maple Ridge",0,50,6,1,34,0,91,326
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 162B","Maple Ridge",1,42,7,0,32,1,83,330
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 163A","Maple Ridge",0,59,3,0,44,2,108,475
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 163B","Maple Ridge",0,87,7,3,58,0,155,473
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 164A","Maple Ridge",0,65,4,1,48,1,119,361
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 164B","Maple Ridge",0,60,3,0,44,0,107,336
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 165A","Mission",0,92,7,2,33,0,134,351
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 165B","Mission",1,67,1,1,49,1,120,342
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 166A","Mission",0,92,4,1,38,0,135,349
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 166B","Mission",0,100,6,1,65,0,172,373
59024,"Pitt Meadows--Maple Ridge/Pitt Meadows--Maple Ridge"," 167","Mission",0,24,8,0,22,0,54,177
