Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Alexis Deschênes,Denise Giroux,Shawn Grenier,Diane Lebouthillier,Jean-Pierre Pigeon,Christian Rioux,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 21","Gaspé",54,3,0,47,23,1,2,130,309
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 22","Gaspé",42,4,2,44,6,0,1,99,233
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 23","Gaspé",30,3,1,37,29,0,1,101,375
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 24","Gaspé",69,5,1,40,8,1,1,125,256
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 25","Saint-Maxime-du-Mont-Louis",46,0,4,17,15,0,1,83,279
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 26","Saint-Maxime-du-Mont-Louis",39,1,4,31,6,0,1,82,303
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 27","Gaspé",21,3,1,29,12,1,1,68,235
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 28","Gaspé",67,7,4,44,7,2,3,134,366
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 29","Gaspé",66,5,1,39,20,2,2,135,434
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 30","Gaspé",43,9,2,36,11,1,1,103,350
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 31","Gaspé",55,2,3,41,12,1,0,114,342
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 32","Gaspé",60,2,0,44,7,3,3,119,369
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 33","Gaspé",65,6,1,70,21,1,2,166,441
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 34","Gaspé",66,2,1,57,18,2,0,146,394
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 35","Gaspé",54,3,0,26,14,1,0,98,325
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 36A","Gaspé",103,13,1,81,26,2,3,229,449
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 36B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,10
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 37","Gaspé",74,2,3,42,11,0,2,134,325
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 38","Gaspé",49,4,0,78,24,2,0,157,375
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 39","Saint-Maxime-du-Mont-Louis",35,1,0,43,17,0,0,96,352
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 40","Rivière-à-Claude",52,4,10,60,29,1,2,158,325
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 41","Gaspé",49,6,3,71,26,1,1,157,304
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 42","Gaspé",80,12,14,105,41,1,5,258,538
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 43","Saint-Georges-de-Malbaie",38,6,7,127,33,0,3,214,423
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 44","Grosse-Île",7,2,1,133,88,1,2,234,369
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 45","Murdochville",50,2,2,10,21,1,3,89,248
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 46","Murdochville",34,1,0,29,10,2,0,76,226
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 47","Bougainville",15,5,2,119,31,4,5,181,304
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 48","Cap-au-Renard",22,4,10,43,7,0,0,86,189
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 49","Bridgeville",26,1,1,49,18,2,1,98,218
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 50","Gaspé",38,3,6,31,13,1,1,93,368
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 51","Gaspé",34,0,1,22,9,1,2,69,280
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 52","York",49,5,2,51,17,1,1,126,401
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 53","Percé",39,1,6,22,14,0,2,84,334
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 54","Percé",47,2,3,51,14,1,1,119,329
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 55","Marsoui",73,4,0,33,16,1,1,128,232
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 56","Sainte-Anne-des-Monts",34,0,3,35,23,2,3,100,408
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 57","Sainte-Anne-des-Monts",42,2,3,45,15,0,1,108,356
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 58","Sainte-Anne-des-Monts",47,2,0,48,28,0,3,128,444
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 59","Sainte-Anne-des-Monts",36,1,3,40,26,0,4,110,339
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 60","Sainte-Anne-des-Monts",36,3,1,27,13,0,1,81,319
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 61","Val-d'Espoir",74,0,4,42,20,0,2,142,348
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 62","Grande-Rivière",59,1,1,38,18,1,1,119,387
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 63","Grande-Rivière",61,0,0,35,8,0,1,105,364
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 64","Grande-Rivière",60,2,0,32,16,0,3,113,392
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 65","Grande-Entrée",63,3,1,151,25,0,3,246,440
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 66","Cap-d'Espoir",71,4,2,26,3,1,2,109,298
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 67","Cap-d'Espoir",95,6,5,55,28,1,1,191,487
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 68","Sainte-Thérèse-de-Gaspé",64,1,3,27,17,6,0,118,296
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 69","Sainte-Thérèse-de-Gaspé",48,0,2,43,12,1,2,108,241
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 70","Sainte-Thérèse-de-Gaspé",83,0,0,43,24,1,0,151,329
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 71","Pointe-aux-Loups",18,1,0,33,5,0,0,57,109
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 72","Sainte-Anne-des-Monts",65,2,5,48,45,0,5,170,343
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 73","Sainte-Anne-des-Monts",56,2,2,48,27,0,5,140,368
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 74","Mont-Albert",31,3,1,32,12,2,2,83,469
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 75A","Cap-Chat",19,2,2,13,9,2,3,50,227
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 75B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,,14
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 76","Cap-Chat",40,1,1,29,11,0,0,82,253
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 77","Cap-Chat",41,1,2,28,9,0,2,83,261
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 78","Cap-Chat",56,2,2,33,19,1,6,119,397
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 79","Cap-Chat",43,0,0,31,22,4,0,100,325
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 80","Cap-Chat",45,0,0,26,16,2,1,90,332
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 81","Grande-Rivière",53,1,1,41,8,1,0,105,336
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 82","Grande-Rivière",84,5,1,43,25,1,0,159,525
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 83","Grande-Rivière",50,0,1,28,15,0,1,95,465
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 84","Grande-Rivière",70,1,2,31,20,1,1,126,356
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 85","Cap-Chat",45,3,0,15,30,1,0,94,282
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 86","Chandler",73,2,4,49,16,0,3,147,415
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 87","Chandler",72,2,0,19,6,0,2,101,338
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 88","Chandler",90,2,2,47,10,0,2,153,410
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 89","Chandler",75,0,2,40,11,0,1,129,397
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 90","Newport",84,2,2,62,26,0,0,176,423
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 91","Newport-Ouest",54,0,1,50,18,1,0,124,293
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 92","Newport-Ouest",69,1,1,47,15,2,3,138,390
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 93","Havre-aux-Maisons",105,5,2,97,18,2,2,231,446
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 94","Havre-aux-Maisons",102,4,0,93,19,0,1,219,391
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 95","Havre-aux-Maisons",111,1,1,115,6,0,3,237,441
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 96","Havre-aux-Maisons",100,4,6,91,8,1,0,210,386
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 97","Sainte-Anne-des-Monts",53,1,2,33,26,3,1,119,397
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 98","Sainte-Anne-des-Monts",32,5,0,26,18,1,2,84,400
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 99","Sainte-Anne-des-Monts",44,3,1,32,17,5,1,103,414
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 100","Sainte-Anne-des-Monts",68,3,4,30,28,0,2,135,391
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 101","Sainte-Anne-des-Monts",57,4,1,43,16,0,2,123,417
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 102","Sainte-Anne-des-Monts",41,1,1,28,20,0,1,92,313
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 103","Chandler",55,2,0,27,12,1,0,97,366
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 104","Chandler",43,1,0,22,10,0,0,76,344
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 105","Chandler",47,1,1,32,7,3,1,92,331
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 106","Chandler",55,1,2,37,16,1,1,113,392
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 107","Chandler",42,1,0,26,12,2,0,83,378
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 108","Chandler",52,2,1,42,10,0,3,110,410
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 109","Chandler",47,0,1,50,21,2,0,121,442
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 110","Fatima",74,2,0,121,11,3,0,211,410
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 111","Fatima",63,1,2,111,15,2,5,199,398
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 112","Fatima",60,4,2,128,18,2,6,220,445
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 113","Fatima",68,4,2,78,9,0,2,163,328
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 114","Fatima",67,3,1,95,16,0,3,185,406
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 115","Fatima",66,3,1,81,12,1,2,166,424
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 116","Les Méchins",41,1,0,9,11,0,3,65,227
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 117","Les Méchins",50,0,1,14,19,1,3,88,303
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 118","Les Méchins",42,1,2,26,15,0,0,86,304
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 119","Chandler",57,0,0,36,8,1,0,102,328
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 120","Chandler",45,0,4,31,7,0,0,87,315
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 121","Chandler",46,0,0,23,5,0,0,74,331
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 122","Les Îles-de-la-Madeleine",34,3,3,93,8,1,3,145,363
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 123","Les Îles-de-la-Madeleine",48,3,0,129,10,0,1,191,427
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 124","Les Îles-de-la-Madeleine",58,3,0,132,9,4,1,207,451
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 125","Les Îles-de-la-Madeleine",48,1,0,109,16,2,3,179,396
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 126","Grosses-Roches",99,0,1,33,32,0,4,169,342
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 127","L'Île-d'Entrée",2,1,2,19,23,0,0,47,74
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 128","L'Étang-du-Nord",34,0,0,81,5,2,2,124,289
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 129","L'Étang-du-Nord",54,3,1,86,8,1,5,158,356
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 130","L'Étang-du-Nord",42,5,4,120,8,1,2,182,446
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 131","L'Étang-du-Nord",46,1,1,73,7,1,1,130,314
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 132","L'Étang-du-Nord",62,3,0,66,6,0,1,138,304
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 133","L'Étang-du-Nord",79,2,1,89,9,1,1,182,406
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 134","L'Étang-du-Nord",48,3,1,66,7,1,3,129,296
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 135","L'Étang-du-Nord",27,1,0,56,12,0,2,98,268
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 136","Sainte-Félicité",119,4,4,46,23,4,0,200,402
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 137","Sainte-Félicité",119,6,3,48,37,3,2,218,420
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 138","Saint-Elzéar",93,1,4,65,31,2,3,199,388
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 139","Havre-Aubert",83,6,3,126,7,4,0,229,480
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 140","Havre-Aubert",39,3,2,87,12,0,4,147,280
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 141","L'Ancienne-Cale-de-l'Étang-des-Caps",49,3,1,74,4,1,7,139,272
24024,"Gaspésie--Les Îles-de-la-Madeleine--Listuguj/Gaspésie--Les Îles-de-la-Madeleine--Listuguj"," 142","Bassin",61,2,2,87,16,0,3,171,300
