Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Scot Davidson,Mike Hanrahan,Callum McKinnon,Paul Montague,Nancy Morrison,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 52","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°60,,,,,,,352
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 53","Bradford West Gwillimbury",247,144,3,4,4,2,404,617
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 54","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°53,,,,,,,596
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 55","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°57,,,,,,,588
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 56","Bradford West Gwillimbury",252,168,1,1,5,4,431,597
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 57","Bradford West Gwillimbury",248,130,4,1,16,0,399,676
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 58","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°56,,,,,,,564
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 59","Bradford West Gwillimbury",242,154,7,2,14,8,427,723
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 60","Bradford West Gwillimbury",241,109,5,0,10,4,369,636
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 61A","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°74A,,,,,,,287
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 61B","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°74B,,,,,,,309
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 62","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°59,,,,,,,595
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 63A","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°74A,,,,,,,291
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 63B","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°74B,,,,,,,275
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 64","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°68,,,,,,,543
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 65","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°66,,,,,,,555
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 66","Bradford West Gwillimbury",372,238,5,8,15,4,642,583
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 67","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°120,,,,,,,554
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 68","Bradford West Gwillimbury",231,163,14,4,9,0,421,578
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 69","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°66,,,,,,,533
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 70","Bradford West Gwillimbury",277,121,1,5,5,3,412,606
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 71","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°70,,,,,,,577
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 72","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°139,,,,,,,613
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 73","Bradford West Gwillimbury",266,128,2,0,9,1,406,633
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 74A","Bradford West Gwillimbury",174,100,5,1,10,1,291,370
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 74B","Bradford West Gwillimbury",184,91,7,0,10,6,298,347
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 75","Bradford West Gwillimbury",256,121,5,3,5,3,393,965
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 76","Bradford West Gwillimbury",208,105,1,1,7,5,327,680
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 77","Bradford West Gwillimbury",337,165,5,5,6,3,521,661
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 78","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°77,,,,,,,639
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 79","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°81,,,,,,,645
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 80","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°82,,,,,,,630
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 81","Bradford West Gwillimbury",282,180,7,10,7,2,488,653
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 82","Bradford West Gwillimbury",302,140,2,2,12,1,459,652
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 83","New Tecumseth",223,165,8,2,15,1,414,564
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 84","New Tecumseth",Combined with No./Résultats combinés à ceux du n°87,,,,,,,563
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 85","New Tecumseth",Combined with No./Résultats combinés à ceux du n°87,,,,,,,495
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 86","New Tecumseth",Combined with No./Résultats combinés à ceux du n°83,,,,,,,531
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 87","New Tecumseth",314,176,15,4,23,4,536,567
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 88","New Tecumseth",238,172,4,1,10,1,426,563
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 89","New Tecumseth",Combined with No./Résultats combinés à ceux du n°106,,,,,,,566
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 90","New Tecumseth",197,99,1,3,1,1,302,594
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 91","New Tecumseth",Combined with No./Résultats combinés à ceux du n°88,,,,,,,527
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 92","New Tecumseth",173,121,11,2,10,5,322,563
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 93","New Tecumseth",Combined with No./Résultats combinés à ceux du n°92,,,,,,,575
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 94","New Tecumseth",Combined with No./Résultats combinés à ceux du n°108,,,,,,,569
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 95","New Tecumseth",Combined with No./Résultats combinés à ceux du n°99,,,,,,,398
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 96","New Tecumseth",179,78,1,2,5,3,268,741
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 97","New Tecumseth",Combined with No./Résultats combinés à ceux du n°104,,,,,,,555
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 98","New Tecumseth",192,140,2,3,5,4,346,629
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 99","New Tecumseth",129,116,2,1,6,2,256,556
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 100","New Tecumseth",155,108,1,8,3,0,275,555
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 101","New Tecumseth",161,105,7,2,10,2,287,584
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 102","New Tecumseth",Combined with No./Résultats combinés à ceux du n°101,,,,,,,564
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 103","New Tecumseth",Combined with No./Résultats combinés à ceux du n°98,,,,,,,545
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 104","New Tecumseth",137,171,0,0,7,3,318,589
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 105","New Tecumseth",Combined with No./Résultats combinés à ceux du n°100,,,,,,,398
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 106","New Tecumseth",241,100,1,3,8,1,354,587
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 107","New Tecumseth",Combined with No./Résultats combinés à ceux du n°90,,,,,,,346
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 108","New Tecumseth",232,142,8,7,10,2,401,594
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 109","New Tecumseth",252,153,7,6,14,4,436,566
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 110","New Tecumseth",Combined with No./Résultats combinés à ceux du n°109,,,,,,,544
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 111","New Tecumseth",173,90,5,3,9,1,281,655
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 112A","New Tecumseth",Combined with No./Résultats combinés à ceux du n°114A,,,,,,,318
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 112B","New Tecumseth",Combined with No./Résultats combinés à ceux du n°114B,,,,,,,355
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 113A","New Tecumseth",Combined with No./Résultats combinés à ceux du n°114A,,,,,,,342
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 113B","New Tecumseth",Combined with No./Résultats combinés à ceux du n°114B,,,,,,,342
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 114A","New Tecumseth",238,130,6,4,8,2,388,335
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 114B","New Tecumseth",235,140,4,2,11,0,392,338
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 115","East Gwillimbury",261,139,4,3,6,1,414,577
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 116","East Gwillimbury",Combined with No./Résultats combinés à ceux du n°45,,,,,,,615
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 117","East Gwillimbury",Combined with No./Résultats combinés à ceux du n°115,,,,,,,564
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 118","East Gwillimbury",161,72,1,0,1,0,235,593
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 119","Bradford West Gwillimbury",152,82,1,2,12,1,250,712
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 120","Bradford West Gwillimbury",246,155,10,7,16,5,439,593
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 121","Bradford West Gwillimbury",283,120,5,3,5,8,424,840
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 122","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°123,,,,,,,624
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 123","Bradford West Gwillimbury",275,130,5,2,4,1,417,652
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 124","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°121,,,,,,,411
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 125","New Tecumseth",Combined with No./Résultats combinés à ceux du n°128,,,,,,,395
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 126","New Tecumseth",Combined with No./Résultats combinés à ceux du n°128,,,,,,,337
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 127","New Tecumseth",Combined with No./Résultats combinés à ceux du n°129,,,,,,,534
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 128","New Tecumseth",299,150,2,4,4,0,459,512
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 129","New Tecumseth",276,142,8,1,16,8,451,540
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 130","New Tecumseth",235,163,3,7,8,0,416,583
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 131","New Tecumseth",Combined with No./Résultats combinés à ceux du n°130,,,,,,,571
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 132","New Tecumseth",251,156,4,6,14,2,433,599
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 133","New Tecumseth",Combined with No./Résultats combinés à ceux du n°132,,,,,,,563
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 134A","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°73,,,,,,,569
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 134B","Mobile poll/Bureau itinérant",26,53,0,2,1,2,84,95
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 135","Bradford West Gwillimbury",252,145,1,2,5,1,406,695
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 136","Bradford West Gwillimbury",274,97,6,4,8,2,391,620
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 137","Bradford West Gwillimbury",214,95,1,0,1,0,311,824
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 138A","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°135,,,,,,,419
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 138B","Mobile poll/Bureau itinérant",28,35,2,0,4,1,70,74
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 139","Bradford West Gwillimbury",316,184,8,6,11,3,528,682
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 140","Bradford West Gwillimbury",Combined with No./Résultats combinés à ceux du n°136,,,,,,,512
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 141","New Tecumseth",Combined with No./Résultats combinés à ceux du n°142,,,,,,,434
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 142","New Tecumseth",232,132,6,2,10,0,382,592
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 143","New Tecumseth",223,138,10,3,8,1,383,535
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 144","New Tecumseth",Combined with No./Résultats combinés à ceux du n°143,,,,,,,502
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 145A","New Tecumseth",Combined with No./Résultats combinés à ceux du n°147A,,,,,,,226
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 145B","New Tecumseth",Combined with No./Résultats combinés à ceux du n°147B,,,,,,,209
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 146A","New Tecumseth",Combined with No./Résultats combinés à ceux du n°147A,,,,,,,193
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 146B","New Tecumseth",Combined with No./Résultats combinés à ceux du n°147B,,,,,,,205
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 147A","New Tecumseth",150,52,6,4,2,0,214,249
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 147B","New Tecumseth",140,60,2,4,4,0,210,215
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 148","New Tecumseth",Combined with No./Résultats combinés à ceux du n°149,,,,,,,426
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 149","New Tecumseth",239,97,3,3,5,0,347,517
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 150","New Tecumseth",Combined with No./Résultats combinés à ceux du n°151,,,,,,,420
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 151","New Tecumseth",228,101,6,1,7,2,345,556
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 152","New Tecumseth",Combined with No./Résultats combinés à ceux du n°155,,,,,,,530
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 153","New Tecumseth",Combined with No./Résultats combinés à ceux du n°154,,,,,,,412
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 154","New Tecumseth",244,101,5,3,6,1,360,536
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 155","New Tecumseth",283,127,3,4,8,0,425,539
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 156","New Tecumseth",Combined with No./Résultats combinés à ceux du n°157,,,,,,,518
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 157","New Tecumseth",259,136,6,3,9,2,415,536
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 158","New Tecumseth",251,98,3,2,4,0,358,627
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 159","New Tecumseth",233,118,1,1,0,0,353,569
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 160","New Tecumseth",Combined with No./Résultats combinés à ceux du n°159,,,,,,,415
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 161","New Tecumseth",Combined with No./Résultats combinés à ceux du n°158,,,,,,,363
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 400","Mobile poll/Bureau itinérant",16,19,5,1,4,0,45,88
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 401","Mobile poll/Bureau itinérant",38,42,2,1,7,2,92,154
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,30
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,18
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 502","Mobile poll/Bureau itinérant",14,21,2,1,8,1,47,31
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,19
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,22
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 505","Mobile poll/Bureau itinérant",35,49,6,1,8,3,102,73
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°134B,,,,,,,36
35069,"New Tecumseth--Gwillimbury/New Tecumseth--Gwillimbury"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°20B,,,,,,,25
