Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Raymond Côté,Dalila Elhak,Hugo Langlois,Steeve Lavoie,Andrée Massicotte,Claude Moreau,Julie Vignola,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24008,"Beauport--Limoilou/Beauport--Limoilou"," 28","Québec",6,0,62,51,0,1,38,1,159,371
24008,"Beauport--Limoilou/Beauport--Limoilou"," 29","Québec",3,4,72,59,1,0,55,0,194,420
24008,"Beauport--Limoilou/Beauport--Limoilou"," 30","Québec",5,2,38,27,0,0,30,0,102,321
24008,"Beauport--Limoilou/Beauport--Limoilou"," 31","Québec",5,3,60,27,1,1,50,3,150,399
24008,"Beauport--Limoilou/Beauport--Limoilou"," 32","Québec",5,2,64,40,1,0,48,1,161,390
24008,"Beauport--Limoilou/Beauport--Limoilou"," 33","Québec",4,2,47,18,3,2,19,1,96,333
24008,"Beauport--Limoilou/Beauport--Limoilou"," 34","Québec",4,5,56,30,2,0,33,3,133,355
24008,"Beauport--Limoilou/Beauport--Limoilou"," 35","Québec",5,3,112,33,0,0,43,2,198,466
24008,"Beauport--Limoilou/Beauport--Limoilou"," 36","Québec",8,0,63,41,0,1,35,5,153,434
24008,"Beauport--Limoilou/Beauport--Limoilou"," 37","Québec",7,0,52,58,1,0,34,2,154,397
24008,"Beauport--Limoilou/Beauport--Limoilou"," 38","Québec",10,3,67,75,1,0,59,1,216,496
24008,"Beauport--Limoilou/Beauport--Limoilou"," 39","Québec",6,0,58,46,0,0,34,2,146,398
24008,"Beauport--Limoilou/Beauport--Limoilou"," 40","Québec",4,5,50,56,0,0,35,3,153,359
24008,"Beauport--Limoilou/Beauport--Limoilou"," 41","Québec",7,3,79,56,0,0,73,2,220,573
24008,"Beauport--Limoilou/Beauport--Limoilou"," 42","Québec",6,2,112,70,0,0,45,4,239,502
24008,"Beauport--Limoilou/Beauport--Limoilou"," 43","Québec",7,3,94,86,0,0,41,3,234,521
24008,"Beauport--Limoilou/Beauport--Limoilou"," 44","Québec",2,3,88,61,4,1,54,5,218,505
24008,"Beauport--Limoilou/Beauport--Limoilou"," 45","Québec",1,0,55,55,0,0,47,2,160,402
24008,"Beauport--Limoilou/Beauport--Limoilou"," 46","Québec",4,2,87,52,0,0,38,1,184,419
24008,"Beauport--Limoilou/Beauport--Limoilou"," 47","Québec",5,1,110,83,2,0,52,4,257,510
24008,"Beauport--Limoilou/Beauport--Limoilou"," 48","Québec",8,3,59,39,2,0,49,2,162,379
24008,"Beauport--Limoilou/Beauport--Limoilou"," 49","Québec",8,0,72,52,2,0,32,1,167,397
24008,"Beauport--Limoilou/Beauport--Limoilou"," 50","Québec",4,0,73,45,1,0,60,1,184,465
24008,"Beauport--Limoilou/Beauport--Limoilou"," 51","Québec",3,0,76,45,1,0,59,3,187,380
24008,"Beauport--Limoilou/Beauport--Limoilou"," 52","Québec",3,4,69,108,4,0,54,2,244,498
24008,"Beauport--Limoilou/Beauport--Limoilou"," 53","Québec",2,3,71,56,3,0,70,1,206,495
24008,"Beauport--Limoilou/Beauport--Limoilou"," 54","Québec",4,1,66,75,1,0,67,2,216,385
24008,"Beauport--Limoilou/Beauport--Limoilou"," 55","Québec",3,1,66,62,0,0,61,4,197,408
24008,"Beauport--Limoilou/Beauport--Limoilou"," 56","Québec",7,7,86,68,0,0,37,3,208,352
24008,"Beauport--Limoilou/Beauport--Limoilou"," 57","Québec",3,1,49,54,0,0,54,1,162,483
24008,"Beauport--Limoilou/Beauport--Limoilou"," 58","Québec",8,2,76,66,3,0,50,2,207,395
24008,"Beauport--Limoilou/Beauport--Limoilou"," 59","Québec",2,0,57,51,1,0,57,1,169,451
24008,"Beauport--Limoilou/Beauport--Limoilou"," 60","Québec",4,1,62,57,4,0,46,6,180,455
24008,"Beauport--Limoilou/Beauport--Limoilou"," 61A","Québec",10,2,75,63,1,0,55,2,208,526
24008,"Beauport--Limoilou/Beauport--Limoilou"," 61B","Québec",Combined with No./Résultats combinés à ceux du n°56,,,,,,,,,212
24008,"Beauport--Limoilou/Beauport--Limoilou"," 62","Québec",4,2,71,45,0,0,31,1,154,429
24008,"Beauport--Limoilou/Beauport--Limoilou"," 63","Québec",7,2,80,63,0,0,65,3,220,554
24008,"Beauport--Limoilou/Beauport--Limoilou"," 64","Québec",6,3,76,53,1,0,42,1,182,440
24008,"Beauport--Limoilou/Beauport--Limoilou"," 65","Québec",5,4,83,65,1,0,44,3,205,430
24008,"Beauport--Limoilou/Beauport--Limoilou"," 66","Québec",2,3,66,41,0,0,44,0,156,365
24008,"Beauport--Limoilou/Beauport--Limoilou"," 67","Québec",0,1,38,32,0,0,21,3,95,459
24008,"Beauport--Limoilou/Beauport--Limoilou"," 68","Québec",1,0,47,54,0,0,42,0,144,407
24008,"Beauport--Limoilou/Beauport--Limoilou"," 69","Québec",4,1,44,67,0,0,46,4,166,578
24008,"Beauport--Limoilou/Beauport--Limoilou"," 70","Québec",6,0,37,37,0,0,24,3,107,310
24008,"Beauport--Limoilou/Beauport--Limoilou"," 71","Québec",7,0,24,41,0,0,22,1,95,323
24008,"Beauport--Limoilou/Beauport--Limoilou"," 72","Québec",3,0,49,42,3,0,40,0,137,423
24008,"Beauport--Limoilou/Beauport--Limoilou"," 73","Québec",7,4,56,48,1,1,55,0,172,555
24008,"Beauport--Limoilou/Beauport--Limoilou"," 74","Québec",6,0,67,66,1,1,33,2,176,390
24008,"Beauport--Limoilou/Beauport--Limoilou"," 75","Québec",2,3,68,70,2,0,42,2,189,350
24008,"Beauport--Limoilou/Beauport--Limoilou"," 76","Québec",1,2,66,64,1,0,45,3,182,385
24008,"Beauport--Limoilou/Beauport--Limoilou"," 77","Québec",5,2,56,59,1,0,34,2,159,346
24008,"Beauport--Limoilou/Beauport--Limoilou"," 78","Québec",3,4,80,71,1,0,37,4,200,375
24008,"Beauport--Limoilou/Beauport--Limoilou"," 79","Québec",2,1,69,61,4,0,47,6,190,364
24008,"Beauport--Limoilou/Beauport--Limoilou"," 80","Québec",4,2,74,55,0,0,50,2,187,374
24008,"Beauport--Limoilou/Beauport--Limoilou"," 81","Québec",5,0,73,52,0,0,52,2,184,352
24008,"Beauport--Limoilou/Beauport--Limoilou"," 82","Québec",6,2,54,47,0,0,34,1,144,410
24008,"Beauport--Limoilou/Beauport--Limoilou"," 83","Québec",2,9,58,54,1,0,49,2,175,423
24008,"Beauport--Limoilou/Beauport--Limoilou"," 84","Québec",9,4,66,68,0,0,73,4,224,478
24008,"Beauport--Limoilou/Beauport--Limoilou"," 85","Québec",10,4,67,75,1,0,57,2,216,451
24008,"Beauport--Limoilou/Beauport--Limoilou"," 86","Québec",8,2,73,66,1,0,53,2,205,479
24008,"Beauport--Limoilou/Beauport--Limoilou"," 87","Québec",3,6,68,47,2,1,58,6,191,425
24008,"Beauport--Limoilou/Beauport--Limoilou"," 88","Québec",7,10,66,38,1,0,56,8,186,426
24008,"Beauport--Limoilou/Beauport--Limoilou"," 89A","Québec",3,0,37,48,1,0,29,0,118,379
24008,"Beauport--Limoilou/Beauport--Limoilou"," 89B","Québec",3,2,45,51,0,0,25,2,128,388
24008,"Beauport--Limoilou/Beauport--Limoilou"," 90","Québec",12,6,58,41,3,0,24,2,146,375
24008,"Beauport--Limoilou/Beauport--Limoilou"," 91","Québec",4,3,67,87,1,1,39,0,202,577
24008,"Beauport--Limoilou/Beauport--Limoilou"," 92","Québec",3,3,79,77,0,0,35,0,197,569
24008,"Beauport--Limoilou/Beauport--Limoilou"," 93A","Québec",2,1,58,71,1,0,54,2,189,510
24008,"Beauport--Limoilou/Beauport--Limoilou"," 93B","Québec",Combined with No./Résultats combinés à ceux du n°96,,,,,,,,,120
24008,"Beauport--Limoilou/Beauport--Limoilou"," 94","Québec",7,4,69,77,0,0,41,5,203,467
24008,"Beauport--Limoilou/Beauport--Limoilou"," 95","Québec",2,3,53,50,0,0,47,1,156,401
24008,"Beauport--Limoilou/Beauport--Limoilou"," 96","Québec",5,3,66,62,4,1,53,1,195,349
24008,"Beauport--Limoilou/Beauport--Limoilou"," 97","Québec",3,4,94,45,0,0,39,0,185,502
24008,"Beauport--Limoilou/Beauport--Limoilou"," 98","Québec",7,7,57,70,1,0,50,4,196,487
24008,"Beauport--Limoilou/Beauport--Limoilou"," 99","Québec",9,1,90,66,1,0,51,1,219,508
24008,"Beauport--Limoilou/Beauport--Limoilou"," 100","Québec",4,1,68,76,0,0,53,1,203,424
24008,"Beauport--Limoilou/Beauport--Limoilou"," 101","Québec",6,3,49,48,1,0,37,2,146,309
24008,"Beauport--Limoilou/Beauport--Limoilou"," 102","Québec",11,0,38,40,0,0,56,5,150,455
24008,"Beauport--Limoilou/Beauport--Limoilou"," 103","Québec",4,0,59,63,0,0,53,1,180,388
24008,"Beauport--Limoilou/Beauport--Limoilou"," 104","Québec",3,2,52,61,3,0,65,2,188,372
24008,"Beauport--Limoilou/Beauport--Limoilou"," 105","Québec",9,1,62,44,1,0,40,8,165,417
24008,"Beauport--Limoilou/Beauport--Limoilou"," 106","Québec",6,1,57,40,0,0,42,2,148,327
24008,"Beauport--Limoilou/Beauport--Limoilou"," 107","Québec",5,6,73,74,4,0,67,5,234,499
24008,"Beauport--Limoilou/Beauport--Limoilou"," 108","Québec",8,2,71,41,1,0,52,5,180,358
24008,"Beauport--Limoilou/Beauport--Limoilou"," 109","Québec",2,0,37,50,0,0,29,1,119,317
24008,"Beauport--Limoilou/Beauport--Limoilou"," 110","Québec",3,1,39,27,2,0,20,1,93,543
24008,"Beauport--Limoilou/Beauport--Limoilou"," 111","Québec",3,1,50,43,0,1,38,0,136,414
24008,"Beauport--Limoilou/Beauport--Limoilou"," 112","Québec",2,0,93,73,0,0,55,1,224,522
24008,"Beauport--Limoilou/Beauport--Limoilou"," 113","Québec",5,2,34,21,0,0,24,2,88,358
24008,"Beauport--Limoilou/Beauport--Limoilou"," 114","Québec",5,2,59,43,0,0,44,0,153,402
24008,"Beauport--Limoilou/Beauport--Limoilou"," 115","Québec",3,2,52,55,0,0,45,1,158,399
24008,"Beauport--Limoilou/Beauport--Limoilou"," 116","Québec",7,3,51,42,2,0,46,6,157,445
24008,"Beauport--Limoilou/Beauport--Limoilou"," 117","Québec",4,3,26,64,4,0,43,7,151,529
24008,"Beauport--Limoilou/Beauport--Limoilou"," 118","Québec",4,1,64,91,1,0,63,12,236,424
24008,"Beauport--Limoilou/Beauport--Limoilou"," 119","Québec",3,0,35,21,3,0,31,2,95,337
24008,"Beauport--Limoilou/Beauport--Limoilou"," 120","Québec",6,5,45,30,2,0,32,4,124,432
24008,"Beauport--Limoilou/Beauport--Limoilou"," 121","Québec",6,0,42,41,3,0,42,4,138,408
24008,"Beauport--Limoilou/Beauport--Limoilou"," 122","Québec",7,6,77,53,1,0,71,0,215,467
24008,"Beauport--Limoilou/Beauport--Limoilou"," 123","Québec",1,2,33,41,1,0,41,0,119,385
24008,"Beauport--Limoilou/Beauport--Limoilou"," 124","Québec",6,1,73,74,6,0,61,1,222,585
24008,"Beauport--Limoilou/Beauport--Limoilou"," 125","Québec",7,3,63,68,4,0,68,4,217,556
24008,"Beauport--Limoilou/Beauport--Limoilou"," 126","Québec",2,1,47,36,2,0,34,1,123,441
24008,"Beauport--Limoilou/Beauport--Limoilou"," 127A","Québec",0,1,16,36,0,0,22,0,75,217
24008,"Beauport--Limoilou/Beauport--Limoilou"," 127B","Mobile poll/Bureau itinérant",1,2,7,11,1,0,6,2,30,228
24008,"Beauport--Limoilou/Beauport--Limoilou"," 128","Québec",8,0,33,41,0,0,22,9,113,349
24008,"Beauport--Limoilou/Beauport--Limoilou"," 129","Québec",8,2,38,56,2,0,36,1,143,457
24008,"Beauport--Limoilou/Beauport--Limoilou"," 130","Québec",9,1,35,45,0,0,44,2,136,389
24008,"Beauport--Limoilou/Beauport--Limoilou"," 131","Québec",8,4,39,48,2,0,41,5,147,370
24008,"Beauport--Limoilou/Beauport--Limoilou"," 132","Québec",11,3,45,48,0,0,57,2,166,432
24008,"Beauport--Limoilou/Beauport--Limoilou"," 133","Québec",15,8,27,45,0,0,70,5,170,453
24008,"Beauport--Limoilou/Beauport--Limoilou"," 134","Québec",5,4,35,50,1,0,24,4,123,398
24008,"Beauport--Limoilou/Beauport--Limoilou"," 135","Québec",10,7,36,50,1,0,42,1,147,505
24008,"Beauport--Limoilou/Beauport--Limoilou"," 136","Québec",8,4,40,54,1,0,44,4,155,423
24008,"Beauport--Limoilou/Beauport--Limoilou"," 137","Québec",5,4,30,44,0,0,43,6,132,366
24008,"Beauport--Limoilou/Beauport--Limoilou"," 138","Québec",14,9,43,53,3,1,92,4,219,527
24008,"Beauport--Limoilou/Beauport--Limoilou"," 139","Québec",2,6,66,39,0,0,45,2,160,536
24008,"Beauport--Limoilou/Beauport--Limoilou"," 140","Québec",7,3,38,44,0,1,34,2,129,413
24008,"Beauport--Limoilou/Beauport--Limoilou"," 141","Québec",9,4,36,38,2,0,54,5,148,392
24008,"Beauport--Limoilou/Beauport--Limoilou"," 142","Québec",4,7,31,44,0,2,38,3,129,429
24008,"Beauport--Limoilou/Beauport--Limoilou"," 143","Québec",5,5,28,59,1,1,50,0,149,397
24008,"Beauport--Limoilou/Beauport--Limoilou"," 144","Québec",14,2,27,58,0,0,60,0,161,406
24008,"Beauport--Limoilou/Beauport--Limoilou"," 145","Québec",3,7,36,32,1,0,55,3,137,381
24008,"Beauport--Limoilou/Beauport--Limoilou"," 146","Québec",12,4,41,41,1,0,47,4,150,428
24008,"Beauport--Limoilou/Beauport--Limoilou"," 147","Québec",3,4,28,41,1,0,61,3,141,342
24008,"Beauport--Limoilou/Beauport--Limoilou"," 148","Québec",11,4,38,48,1,1,48,2,153,341
24008,"Beauport--Limoilou/Beauport--Limoilou"," 149","Québec",8,7,22,48,0,0,28,3,116,342
24008,"Beauport--Limoilou/Beauport--Limoilou"," 150","Québec",6,1,32,58,2,0,79,5,183,467
24008,"Beauport--Limoilou/Beauport--Limoilou"," 151","Québec",8,4,41,69,0,0,58,2,182,337
24008,"Beauport--Limoilou/Beauport--Limoilou"," 152","Québec",6,1,49,42,1,0,39,2,140,336
24008,"Beauport--Limoilou/Beauport--Limoilou"," 153","Québec",13,6,31,57,3,0,59,2,171,354
24008,"Beauport--Limoilou/Beauport--Limoilou"," 154","Québec",10,2,44,48,0,0,72,6,182,377
24008,"Beauport--Limoilou/Beauport--Limoilou"," 155","Québec",10,3,48,53,2,3,74,0,193,436
24008,"Beauport--Limoilou/Beauport--Limoilou"," 156","Québec",5,3,46,36,1,0,21,2,114,391
24008,"Beauport--Limoilou/Beauport--Limoilou"," 157","Québec",5,3,30,40,1,0,47,1,127,329
24008,"Beauport--Limoilou/Beauport--Limoilou"," 158","Québec",4,4,38,46,2,0,40,0,134,354
24008,"Beauport--Limoilou/Beauport--Limoilou"," 159","Québec",22,10,58,74,2,0,67,3,236,532
24008,"Beauport--Limoilou/Beauport--Limoilou"," 160","Québec",4,1,16,88,1,1,76,1,188,427
24008,"Beauport--Limoilou/Beauport--Limoilou"," 161","Québec",7,3,30,42,0,0,33,3,118,358
24008,"Beauport--Limoilou/Beauport--Limoilou"," 162","Québec",14,5,21,48,2,0,24,4,118,389
24008,"Beauport--Limoilou/Beauport--Limoilou"," 163","Québec",25,8,25,64,0,2,99,6,229,382
24008,"Beauport--Limoilou/Beauport--Limoilou"," 164","Québec",17,5,21,65,2,0,82,2,194,453
24008,"Beauport--Limoilou/Beauport--Limoilou"," 165","Québec",16,9,22,79,4,0,116,3,249,454
24008,"Beauport--Limoilou/Beauport--Limoilou"," 166","Québec",13,4,22,48,0,0,66,6,159,361
24008,"Beauport--Limoilou/Beauport--Limoilou"," 167","Québec",8,6,34,53,3,0,54,0,158,521
24008,"Beauport--Limoilou/Beauport--Limoilou"," 168","Québec",12,2,52,62,4,0,82,5,219,563
24008,"Beauport--Limoilou/Beauport--Limoilou"," 169","Québec",15,6,32,82,1,0,96,3,235,449
24008,"Beauport--Limoilou/Beauport--Limoilou"," 170","Québec",15,5,37,95,2,0,95,2,251,482
24008,"Beauport--Limoilou/Beauport--Limoilou"," 171","Québec",16,7,17,92,0,0,88,0,220,406
24008,"Beauport--Limoilou/Beauport--Limoilou"," 172","Québec",4,3,22,49,0,0,43,2,123,334
24008,"Beauport--Limoilou/Beauport--Limoilou"," 173","Québec",23,7,46,68,1,1,76,5,227,491
24008,"Beauport--Limoilou/Beauport--Limoilou"," 174","Québec",18,5,26,52,0,0,85,2,188,373
24008,"Beauport--Limoilou/Beauport--Limoilou"," 175","Québec",10,9,21,62,0,2,63,4,171,386
24008,"Beauport--Limoilou/Beauport--Limoilou"," 176","Québec",18,8,17,67,1,2,88,1,202,407
24008,"Beauport--Limoilou/Beauport--Limoilou"," 177","Québec",6,5,29,57,1,1,52,2,153,345
24008,"Beauport--Limoilou/Beauport--Limoilou"," 178","Québec",13,6,18,41,1,1,57,1,138,381
24008,"Beauport--Limoilou/Beauport--Limoilou"," 179","Québec",20,5,27,89,0,2,82,2,227,516
24008,"Beauport--Limoilou/Beauport--Limoilou"," 180","Québec",14,3,30,86,0,0,84,3,220,421
24008,"Beauport--Limoilou/Beauport--Limoilou"," 181","Québec",23,5,20,45,1,0,40,4,138,357
24008,"Beauport--Limoilou/Beauport--Limoilou"," 182","Québec",7,3,24,55,0,0,44,4,137,395
24008,"Beauport--Limoilou/Beauport--Limoilou"," 183","Québec",4,1,57,52,1,0,45,3,163,367
24008,"Beauport--Limoilou/Beauport--Limoilou"," 184","Québec",3,3,37,36,1,0,55,10,145,352
24008,"Beauport--Limoilou/Beauport--Limoilou"," 185","Québec",3,4,30,48,3,1,45,7,141,386
24008,"Beauport--Limoilou/Beauport--Limoilou"," 186","Québec",9,5,23,38,2,0,49,3,129,382
24008,"Beauport--Limoilou/Beauport--Limoilou"," 187","Québec",5,3,30,48,1,1,29,1,118,405
24008,"Beauport--Limoilou/Beauport--Limoilou"," 188","Québec",13,3,35,45,0,1,24,3,124,388
24008,"Beauport--Limoilou/Beauport--Limoilou"," 189","Québec",12,6,54,72,3,2,71,2,222,484
24008,"Beauport--Limoilou/Beauport--Limoilou"," 190","Québec",10,1,33,53,2,1,23,8,131,439
24008,"Beauport--Limoilou/Beauport--Limoilou"," 191","Québec",10,4,46,31,1,0,23,2,117,381
24008,"Beauport--Limoilou/Beauport--Limoilou"," 192","Québec",3,2,23,24,0,0,23,1,76,382
24008,"Beauport--Limoilou/Beauport--Limoilou"," 193","Québec",5,1,32,36,0,0,18,0,92,380
24008,"Beauport--Limoilou/Beauport--Limoilou"," 194","Québec",5,3,33,49,0,0,33,0,123,336
24008,"Beauport--Limoilou/Beauport--Limoilou"," 195","Québec",8,6,28,46,0,0,65,1,154,408
24008,"Beauport--Limoilou/Beauport--Limoilou"," 196","Québec",9,4,27,89,1,1,94,2,227,483
24008,"Beauport--Limoilou/Beauport--Limoilou"," 197","Québec",20,3,31,71,2,2,85,4,218,485
24008,"Beauport--Limoilou/Beauport--Limoilou"," 198","Québec",10,6,33,70,0,0,64,3,186,402
24008,"Beauport--Limoilou/Beauport--Limoilou"," 199A","Québec",6,3,44,45,0,0,31,2,131,413
24008,"Beauport--Limoilou/Beauport--Limoilou"," 199B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,,,,25
24008,"Beauport--Limoilou/Beauport--Limoilou"," 200","Québec",18,9,30,82,1,1,119,1,261,522
24008,"Beauport--Limoilou/Beauport--Limoilou"," 201","Québec",19,8,30,61,0,2,62,1,183,427
24008,"Beauport--Limoilou/Beauport--Limoilou"," 202","Québec",12,10,43,76,1,2,79,5,228,575
24008,"Beauport--Limoilou/Beauport--Limoilou"," 203","Québec",6,2,40,45,4,0,45,5,147,413
24008,"Beauport--Limoilou/Beauport--Limoilou"," 204","Québec",8,5,29,44,1,1,47,5,140,408
24008,"Beauport--Limoilou/Beauport--Limoilou"," 400","Québec",0,0,19,40,1,0,23,2,85,211
24008,"Beauport--Limoilou/Beauport--Limoilou"," 401","Québec",1,0,59,114,1,0,68,2,245,428
24008,"Beauport--Limoilou/Beauport--Limoilou"," 402","Québec",1,1,26,63,0,0,30,5,126,237
24008,"Beauport--Limoilou/Beauport--Limoilou"," 403","Québec",Combined with No./Résultats combinés à ceux du n°126,,,,,,,,,104
24008,"Beauport--Limoilou/Beauport--Limoilou"," 404","Québec",3,1,23,196,1,0,35,5,264,368
24008,"Beauport--Limoilou/Beauport--Limoilou"," 405","Québec",0,0,13,38,0,0,24,3,78,102
24008,"Beauport--Limoilou/Beauport--Limoilou"," 406","Québec",0,2,39,78,3,0,30,10,162,261
24008,"Beauport--Limoilou/Beauport--Limoilou"," 500","Québec",Combined with No./Résultats combinés à ceux du n°11,,,,,,,,,22
24008,"Beauport--Limoilou/Beauport--Limoilou"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,,31
24008,"Beauport--Limoilou/Beauport--Limoilou"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°522,,,,,,,,,13
24008,"Beauport--Limoilou/Beauport--Limoilou"," 503","Québec",Combined with No./Résultats combinés à ceux du n°38,,,,,,,,,45
24008,"Beauport--Limoilou/Beauport--Limoilou"," 504","Mobile poll/Bureau itinérant",1,2,7,21,1,1,4,2,39,49
24008,"Beauport--Limoilou/Beauport--Limoilou"," 505","Mobile poll/Bureau itinérant",7,3,12,41,1,0,25,5,94,89
24008,"Beauport--Limoilou/Beauport--Limoilou"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,,60
24008,"Beauport--Limoilou/Beauport--Limoilou"," 507","Québec",Combined with No./Résultats combinés à ceux du n°92,,,,,,,,,28
24008,"Beauport--Limoilou/Beauport--Limoilou"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,,,33
24008,"Beauport--Limoilou/Beauport--Limoilou"," 509","Mobile poll/Bureau itinérant",4,0,39,154,1,1,75,13,287,423
24008,"Beauport--Limoilou/Beauport--Limoilou"," 510","Mobile poll/Bureau itinérant",1,0,7,15,1,1,6,2,33,57
24008,"Beauport--Limoilou/Beauport--Limoilou"," 511","Québec",Combined with No./Résultats combinés à ceux du n°111,,,,,,,,,7
24008,"Beauport--Limoilou/Beauport--Limoilou"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°520,,,,,,,,,69
24008,"Beauport--Limoilou/Beauport--Limoilou"," 513","Québec",Combined with No./Résultats combinés à ceux du n°107,,,,,,,,,5
24008,"Beauport--Limoilou/Beauport--Limoilou"," 514","Québec",Combined with No./Résultats combinés à ceux du n°107,,,,,,,,,18
24008,"Beauport--Limoilou/Beauport--Limoilou"," 515","Mobile poll/Bureau itinérant",1,1,2,102,1,0,12,9,128,187
24008,"Beauport--Limoilou/Beauport--Limoilou"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,,,39
24008,"Beauport--Limoilou/Beauport--Limoilou"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,,,37
24008,"Beauport--Limoilou/Beauport--Limoilou"," 518","Mobile poll/Bureau itinérant",1,2,9,26,0,0,23,1,62,42
24008,"Beauport--Limoilou/Beauport--Limoilou"," 519","Mobile poll/Bureau itinérant",0,2,2,4,0,0,2,2,12,10
24008,"Beauport--Limoilou/Beauport--Limoilou"," 520","Mobile poll/Bureau itinérant",2,1,21,38,1,0,27,9,99,178
24008,"Beauport--Limoilou/Beauport--Limoilou"," 521","Mobile poll/Bureau itinérant",1,1,11,44,0,0,7,2,66,94
24008,"Beauport--Limoilou/Beauport--Limoilou"," 522","Mobile poll/Bureau itinérant",1,0,8,38,2,0,37,3,89,157
24008,"Beauport--Limoilou/Beauport--Limoilou"," 523","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°521,,,,,,,,,76
24008,"Beauport--Limoilou/Beauport--Limoilou"," 524","Québec",Combined with No./Résultats combinés à ceux du n°147,,,,,,,,,5
24008,"Beauport--Limoilou/Beauport--Limoilou"," 525","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°530,,,,,,,,,78
24008,"Beauport--Limoilou/Beauport--Limoilou"," 526","Québec",Combined with No./Résultats combinés à ceux du n°166,,,,,,,,,13
