Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Raphaël Arsenault,Maxime Blanchette-Joncas,Noémi Bureau-Civil,Taraneh Javanbakht,Nancy Joannette,Tommy Lefebvre,Lysane Picker-Paquin,Alexander Reford,Salomé Salvain,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 31","Amqui",0,69,1,3,31,0,0,41,2,0,147,397
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 32","Amqui",1,46,2,4,27,0,0,28,1,5,114,354
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 33","Amqui",1,90,0,1,30,1,0,65,0,1,189,420
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 34","Amqui",0,61,1,0,19,1,2,30,2,1,117,297
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 35","Amqui",0,68,2,1,40,0,0,36,2,1,150,382
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 36","Sainte-Flavie",1,80,0,2,37,0,1,69,4,2,196,393
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 37","Sainte-Flavie",1,99,1,0,26,0,2,63,1,4,197,340
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 38","Padoue",0,56,2,2,18,0,0,26,3,1,108,214
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 39","Saint-Octave-de-Métis",0,110,3,0,35,0,2,43,1,4,198,379
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 40","Lac-au-Saumon",0,84,0,2,37,0,0,26,1,0,150,333
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 41","Lac-au-Saumon",0,91,1,1,33,0,0,35,3,7,171,350
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 42","Lac-au-Saumon",0,87,1,1,34,0,1,44,3,2,173,352
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 43","Saint-Moïse",2,46,1,3,17,1,2,30,1,0,103,212
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 44","Saint-Moïse",0,49,2,1,27,0,1,33,1,0,114,234
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 45","Price",0,72,1,0,31,0,0,34,1,0,139,348
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 46","Price",2,42,2,0,15,0,0,27,2,0,90,240
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 47","Price",0,59,1,1,33,1,0,23,2,2,122,334
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 48","Price",0,66,0,2,27,0,0,24,3,2,124,331
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 49","Saint-Cléophas",1,75,0,0,25,1,0,27,2,1,132,288
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 50","Mont-Joli",0,80,1,1,27,0,0,47,7,0,163,416
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 51","Mont-Joli",5,82,2,1,43,0,1,38,3,6,181,434
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 52","Mont-Joli",0,81,0,0,26,0,0,52,2,1,162,395
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 53","Mont-Joli",0,76,0,1,29,0,1,47,4,3,161,472
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 54","Mont-Joli",0,68,0,3,20,0,1,48,4,2,146,459
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 55","Mont-Joli",1,82,1,2,11,0,1,49,1,2,150,404
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 56","Mont-Joli",0,40,1,0,20,0,0,34,3,2,100,403
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 57","Mont-Joli",1,67,0,1,25,1,1,55,3,1,155,445
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 58","Mont-Joli",1,55,0,2,17,0,1,28,9,4,117,349
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 59","Mont-Joli",1,81,0,1,20,0,0,60,4,4,171,491
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 60","Mont-Joli",1,51,0,0,22,0,1,36,2,0,113,389
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 61","Mont-Joli",0,61,0,2,23,0,0,45,0,2,133,459
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 62","Saint-Joseph-de-Lepage",2,105,0,3,34,0,1,67,2,4,218,424
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 63","Sainte-Irène",0,98,1,2,32,0,0,35,0,4,172,306
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 64","Sainte-Angèle-de-Mérici",2,88,2,3,21,0,0,28,4,0,148,286
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 65","Sainte-Angèle-de-Mérici",0,69,0,0,29,0,0,28,1,1,128,258
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 66","Sainte-Angèle-de-Mérici",0,68,0,1,24,0,0,39,0,3,135,270
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 67","Albertville",0,60,0,6,10,1,2,32,0,1,112,199
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 68","Sainte-Luce",0,76,0,3,21,1,0,66,3,2,172,388
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 69","Sainte-Luce",0,54,0,0,15,0,0,50,1,2,122,330
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 70","Sainte-Luce",0,74,0,0,27,0,0,23,3,1,128,292
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 71","Sainte-Luce",1,99,2,0,32,1,0,57,3,0,195,331
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 72","Sainte-Jeanne-d'Arc",0,62,0,10,22,0,0,14,1,1,110,230
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 73","Sainte-Luce",0,47,0,1,10,0,0,31,0,2,91,269
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 74","Sainte-Luce",0,90,0,0,32,0,0,35,5,5,167,348
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 75","Sainte-Luce",1,81,3,1,19,0,1,37,4,1,148,357
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 76","Saint-Donat",1,95,3,2,44,0,0,58,5,4,212,389
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 77","Saint-Donat",0,110,3,0,23,1,1,57,2,7,204,360
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 78","Rimouski",3,68,1,1,21,1,3,78,1,3,180,486
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 79","Rimouski",1,105,5,2,16,1,0,66,1,1,198,439
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 80","Rimouski",0,68,0,0,14,0,0,81,1,0,164,405
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 81","Rimouski",0,39,2,0,24,0,0,34,2,2,103,274
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 82","Rimouski",2,107,3,0,23,0,1,72,4,0,212,478
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 83","Rimouski",1,61,1,0,12,0,1,32,2,0,110,263
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 84","Rimouski",0,87,1,0,19,0,1,66,3,1,178,401
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 85","Rimouski",0,66,3,1,20,0,1,54,2,1,148,377
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 86","Rimouski",1,66,0,1,18,1,0,51,4,2,144,349
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 87","Sainte-Florence",1,76,1,1,35,1,2,30,3,3,153,330
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 88","Saint-Zénon-du-Lac-Humqui",1,89,1,1,30,1,0,38,0,4,165,305
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 89","Saint-Léon-le-Grand",1,90,1,2,41,0,1,67,3,1,207,350
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 90","Saint-Léon-le-Grand",2,94,1,3,62,0,1,48,1,4,216,426
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 91","La Rédemption",2,73,2,4,52,2,0,40,4,1,180,367
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 92","Saint-Gabriel-de-Rimouski",0,58,2,0,30,0,0,32,1,0,123,323
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 93","Saint-Gabriel-de-Rimouski",1,44,5,1,30,0,0,29,0,1,111,336
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 94A","Saint-Gabriel",1,62,0,1,40,0,2,12,0,2,120,271
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 94B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°523,,,,,,,,,,,8
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 95","Rimouski",1,112,3,0,14,1,1,68,5,3,208,446
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 96","Rimouski",1,75,3,1,18,0,0,47,7,2,154,387
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 97","Rimouski",0,86,3,1,25,1,1,76,6,3,202,462
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 98","Rimouski",0,54,1,0,12,0,0,47,2,2,118,236
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 99","Rimouski",2,79,0,1,16,0,1,79,6,1,185,394
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 100","Rimouski",0,95,2,2,28,0,2,92,10,0,231,417
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 101","Saint-Anaclet-de-Lessard",1,81,1,1,24,0,2,42,1,1,154,264
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 102","Saint-Anaclet-de-Lessard",0,79,0,0,16,1,2,28,2,2,130,257
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 103","Saint-Anaclet-de-Lessard",0,82,3,0,16,0,1,39,6,1,148,267
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 104","Saint-Anaclet-de-Lessard",0,84,3,0,37,0,1,77,1,1,204,402
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 105","Saint-Anaclet-de-Lessard",0,79,0,1,33,0,0,35,3,2,153,307
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 106","Saint-Anaclet-de-Lessard",1,81,3,0,23,0,0,60,2,0,170,319
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 107","Saint-Anaclet-de-Lessard",0,86,4,0,24,0,0,43,2,1,160,275
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 108","Saint-Anaclet-de-Lessard",0,78,1,5,15,0,0,34,2,3,138,295
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 109","Rimouski",2,124,2,1,37,0,2,93,4,3,268,467
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 110","Rimouski",0,94,2,1,27,0,1,75,1,3,204,351
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 111","Rimouski",0,69,0,1,19,0,2,42,4,1,138,351
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 112","Rimouski",0,114,0,0,22,0,0,64,5,0,205,360
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 113","Les Hauteurs-de-Rimouski",0,137,0,4,45,0,0,19,2,6,213,383
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 114","Rimouski",0,53,0,2,20,1,0,38,5,2,121,307
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 115","Rimouski",2,82,4,0,15,2,1,63,2,3,174,349
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 116","Rimouski",0,80,4,3,16,0,0,63,2,2,170,391
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 117","Rimouski",1,70,9,1,20,0,1,55,6,2,165,384
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 118","Rimouski",0,98,6,1,33,1,4,63,4,3,213,565
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 119A","Rimouski",0,68,2,0,23,0,0,43,3,0,139,346
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 119B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°534,,,,,,,,,,,43
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 120","Rimouski",2,45,0,0,9,0,0,54,2,1,113,331
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 121","Rimouski",0,78,0,2,27,0,0,50,0,5,162,423
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 122","Rimouski",0,50,1,0,26,0,0,44,3,2,126,279
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 123A","Rimouski",0,42,8,0,8,0,3,19,6,0,86,178
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 123B","Mobile poll/Bureau itinérant",1,10,0,0,2,0,0,99,0,9,121,143
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 124A","Rimouski",1,20,0,0,7,0,1,8,2,0,39,48
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 124B","Rimouski",3,81,1,3,16,0,1,107,0,12,224,342
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 125","Rimouski",2,52,9,3,10,1,2,45,5,1,130,403
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 126","Rimouski",0,99,0,0,29,0,1,78,1,6,214,495
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 127","Rimouski",1,90,0,0,18,1,0,65,6,4,185,477
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 128","Rimouski",0,95,2,0,25,0,0,82,3,1,208,550
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 129","Rimouski",0,107,1,2,27,0,0,105,1,1,244,549
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 130","Rimouski",1,88,1,0,25,0,0,111,0,0,226,487
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 131","Rimouski",0,100,0,1,18,0,1,93,2,2,217,504
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 132","Rimouski",0,60,1,2,25,0,2,36,5,1,132,387
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 133","Rimouski",0,56,2,1,11,0,0,43,1,4,118,355
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 134","Rimouski",1,43,4,0,9,0,2,42,11,2,114,340
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 135","Rimouski",2,43,7,0,8,0,4,48,9,3,124,329
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 136","Rimouski",2,40,8,3,11,1,1,42,9,0,117,352
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 137","Rimouski",2,48,3,1,14,0,1,27,5,1,102,324
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 138","Rimouski",3,44,10,0,13,0,2,32,8,0,112,325
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 139","Rimouski",2,53,3,1,26,0,0,39,10,1,135,417
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 140","Rimouski",0,65,5,0,17,1,2,49,5,2,146,420
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 141","Rimouski",1,71,4,1,10,1,2,35,2,0,127,346
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 142","Rimouski",1,69,1,0,8,0,3,54,7,1,144,344
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 143","Rimouski",2,75,1,1,6,0,0,48,0,0,133,352
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 144","Rimouski",0,67,8,0,16,0,5,38,8,3,145,398
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 145","Rimouski",0,54,1,0,20,0,1,71,5,1,153,380
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 146","Rimouski",1,93,2,1,40,0,1,51,8,5,202,553
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 147","Rimouski",0,89,4,0,13,0,1,73,3,1,184,449
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 148","Rimouski",2,77,6,4,26,0,0,71,4,0,190,421
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 149","Rimouski",1,93,1,1,31,0,0,73,4,2,206,531
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 150","Rimouski",0,120,2,1,15,0,1,75,2,5,221,498
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 151","Rimouski",0,87,0,0,29,1,0,118,2,2,239,550
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 152","Rimouski",8,68,7,1,15,0,6,43,12,2,162,412
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 153","Rimouski",4,74,1,0,8,2,0,39,5,2,135,340
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 154","Rimouski",1,61,6,1,12,0,2,34,6,1,124,328
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 155","Rimouski",0,57,5,0,16,0,2,37,6,2,125,340
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 156","Rimouski",1,56,6,0,18,0,4,67,6,1,159,388
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 157","Rimouski",2,83,1,0,11,0,0,43,0,2,142,376
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 158","Rimouski",0,49,4,0,6,2,0,35,5,1,102,345
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 159","Rimouski",0,110,1,2,12,0,2,81,6,1,215,385
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 160","Rimouski",0,88,1,2,21,0,0,82,2,1,197,426
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 161","Rimouski",0,99,2,0,12,1,4,62,1,0,181,355
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 162","Rimouski",0,56,2,1,5,0,0,63,3,3,133,327
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 163","Rimouski",0,58,3,4,10,0,1,40,4,0,120,356
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 164","Rimouski",3,96,12,1,18,0,1,69,10,2,212,432
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 165","Rimouski",0,66,5,0,18,0,2,54,6,0,151,349
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 166","Rimouski",1,91,1,1,29,0,1,85,4,2,215,544
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 167","Rimouski",0,69,3,0,19,1,0,83,0,3,178,404
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 168","Rimouski",1,73,1,3,22,0,0,72,4,5,181,447
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 169","Rimouski",1,57,2,0,9,0,1,55,2,0,127,221
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 170","Rimouski",1,71,0,1,12,0,0,60,0,1,146,342
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 171","Rimouski",0,97,4,0,24,0,2,104,5,2,238,520
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 172","Rimouski",0,85,4,0,18,0,0,54,1,1,163,346
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 173","Rimouski",0,77,2,1,15,0,0,44,2,2,143,295
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 174","Rimouski",1,67,2,0,10,0,0,50,2,2,134,316
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 175","Saint-Marcellin",0,85,5,3,34,0,1,48,1,0,177,368
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 176","Rimouski",1,94,1,0,29,0,2,34,2,3,166,360
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 177","Rimouski",0,86,6,0,43,2,0,46,6,3,192,411
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 178","Rimouski",0,92,1,2,18,1,1,51,6,1,173,385
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 179","Rimouski",0,110,0,0,47,3,0,40,5,4,209,410
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 180","Rimouski",1,75,2,0,37,0,0,45,6,2,168,376
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 181","Rimouski",3,60,2,1,28,0,0,40,3,1,138,320
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 182","Rimouski",3,107,4,1,28,0,6,71,3,2,225,393
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 183","Rimouski",1,89,2,0,20,0,2,66,4,1,185,418
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 184","Rimouski",0,96,2,1,28,0,1,132,5,2,267,524
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 185","Rimouski",0,85,1,0,20,0,0,72,3,0,181,417
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 186","Rimouski",0,92,0,1,26,0,0,62,1,1,183,418
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 187","Rimouski",2,77,1,1,35,1,0,60,5,5,187,407
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 188","Rimouski",1,95,2,2,29,0,0,54,4,2,189,427
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 189","Rimouski",1,75,2,1,24,0,1,50,0,0,154,347
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 190","Rimouski",1,70,5,1,20,0,0,40,3,1,141,329
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 191","Rimouski",0,64,7,0,9,0,4,48,1,3,136,339
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 192","Rimouski",2,61,0,0,12,0,4,44,1,1,125,302
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 193","Rimouski",1,68,10,0,4,1,2,51,5,1,143,335
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 194","Rimouski",0,86,0,1,24,0,2,50,4,0,167,369
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 195","Rimouski",1,85,3,0,33,0,0,44,4,2,172,347
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 196","Saint-Charles-Garnier",1,55,0,4,17,0,0,22,0,3,102,195
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 197","Saint-Valérien",0,87,9,0,28,0,0,34,3,3,164,367
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 198","Saint-Valérien",1,101,11,0,31,2,1,59,0,3,209,386
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 199","Saint-Fabien",0,85,0,1,30,0,3,73,6,3,201,364
24062,"Rimouski--La Matapédia/Rimouski--La Matapédia"," 200","Saint-Fabien",1,112,1,2,44,0,1,69,5,1,236,395
