Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Chak Au,Martin Li,Wilson Miao,Michael Sisler,David Wang,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 25","Vancouver",54,2,36,3,0,2,97,468
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 26","Vancouver",68,2,45,0,0,0,115,469
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 27","Vancouver",59,7,62,3,1,0,132,397
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 28","Vancouver",61,5,56,1,0,0,123,431
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 29","Vancouver",56,14,49,1,0,0,120,452
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 30","Vancouver",41,5,39,1,0,1,87,368
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 31","Vancouver",16,10,39,0,0,2,67,353
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 32","Vancouver",26,3,28,1,0,1,59,309
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 33","Vancouver",69,6,65,1,1,2,144,651
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 34","Vancouver",51,4,48,1,0,0,104,413
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 35","Vancouver",39,11,51,2,0,0,103,373
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 36","Richmond",85,3,49,0,1,0,138,388
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 37","Richmond",64,2,63,0,0,1,130,312
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 38","Richmond",67,1,75,0,0,0,143,458
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 39","Richmond",47,0,27,0,0,0,74,306
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 40","Richmond",84,1,53,1,0,0,139,380
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 41","Richmond",48,2,35,0,0,2,87,299
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 42","Richmond",86,4,60,0,1,0,151,554
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 43","Richmond",64,8,29,2,2,2,107,326
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 44","Richmond",69,6,52,2,1,0,130,528
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 45","Richmond",113,7,80,1,0,0,201,492
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 46","Richmond",60,2,42,1,0,2,107,250
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 47","Richmond",72,5,102,2,0,1,182,426
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 48","Vancouver",41,3,42,1,4,1,92,389
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 49","Vancouver",31,5,43,2,1,1,83,407
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 50","Vancouver",32,14,73,1,0,0,120,470
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 51","Vancouver",32,14,71,1,0,2,120,449
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 52","Vancouver",35,19,38,4,0,0,96,470
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 53","Vancouver",40,14,52,1,0,0,107,429
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 54","Vancouver",40,3,49,6,1,1,100,393
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 55","Vancouver",38,17,60,2,0,1,118,537
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 56","Vancouver",39,8,35,4,1,0,87,428
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 57","Vancouver",11,4,16,1,0,3,35,327
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 58A","Richmond",129,3,34,1,5,0,172,774
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 58B","Richmond",116,2,63,4,0,0,185,776
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 59A","Richmond",119,4,59,6,1,1,190,696
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 59B","Richmond",141,7,60,3,0,1,212,766
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 60","Richmond",94,10,70,1,0,1,176,433
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 61","Richmond",74,8,74,2,0,2,160,320
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 62","Richmond",63,6,48,1,0,0,118,292
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 63","Richmond",105,3,67,1,0,5,181,397
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 64","Richmond",60,10,49,1,0,0,120,379
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 65","Richmond",81,5,65,1,0,1,153,406
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 66","Richmond",68,8,53,2,2,0,133,405
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 67","Richmond",83,4,60,2,0,1,150,407
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 68","Richmond",185,19,176,3,1,1,385,1015
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 69","Richmond",55,7,70,3,0,1,136,387
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 70","Richmond",44,4,57,1,2,1,109,345
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 71","Richmond",86,24,114,4,2,0,230,422
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 72","Richmond",50,1,41,0,0,0,92,280
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 73","Richmond",40,4,45,2,0,0,91,323
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 74","Richmond",58,3,55,0,0,0,116,438
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 75","Richmond",56,12,44,2,2,1,117,329
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 76","Richmond",65,3,54,0,0,0,122,414
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 77","Richmond",43,3,49,0,0,0,95,380
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 78","Richmond",77,5,61,2,0,1,146,405
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 79","Richmond",48,6,31,2,0,0,87,417
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 80","Richmond",53,3,31,0,0,0,87,368
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 81","Richmond",51,2,58,1,0,0,112,357
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 82","Richmond",56,5,33,1,0,0,95,351
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 83","Richmond",61,14,89,3,0,0,167,485
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 84","Richmond",56,2,33,2,0,0,93,356
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 85","Richmond",43,5,56,1,0,0,105,364
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 86","Richmond",72,5,45,1,0,1,124,592
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 87A","Richmond",74,9,55,0,1,0,139,644
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 87B","Richmond",86,4,62,0,1,1,154,565
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 88","Richmond",125,7,65,0,0,0,197,899
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 89","Richmond",86,4,79,1,1,2,173,850
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 90","Richmond",40,0,29,2,0,0,71,262
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 91","Richmond",35,5,36,0,0,0,76,385
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 92","Richmond",47,2,22,2,0,0,73,388
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 93","Richmond",51,3,31,0,0,1,86,387
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 94","Richmond",70,13,71,0,1,1,156,446
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 95","Richmond",61,2,45,1,0,1,110,288
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 96","Richmond",86,4,53,3,0,1,147,331
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 97","Richmond",74,4,74,2,0,1,155,694
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 98","Richmond",51,4,56,3,0,1,115,503
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 99","Richmond",56,2,45,0,0,1,104,301
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 100","Richmond",63,7,60,1,0,0,131,369
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 101","Richmond",50,3,42,0,1,0,96,278
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 102","Richmond",90,1,49,1,0,2,143,432
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 103","Richmond",60,3,34,0,1,0,98,267
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 104","Richmond",106,15,97,4,0,1,223,577
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 105","Richmond",43,14,36,1,1,1,96,352
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 106","Richmond",67,10,56,1,0,2,136,459
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 107","Richmond",48,6,60,0,0,0,114,340
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 108","Richmond",80,6,60,1,0,0,147,453
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 109","Richmond",30,2,8,0,0,0,40,284
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 110","Richmond",42,8,48,2,0,0,100,492
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 111","Richmond",45,7,28,1,1,0,82,450
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 112","Richmond",30,0,18,1,0,0,49,245
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 113","Richmond",26,5,20,0,0,0,51,290
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 114","Richmond",46,10,57,0,0,2,115,563
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 115","Richmond",55,5,38,0,1,1,100,491
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 116","Richmond",61,5,43,0,1,2,112,516
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 117","Richmond",43,5,43,1,2,1,95,396
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 118","Richmond",43,5,33,1,0,0,82,420
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 119","Richmond",169,10,85,3,1,0,268,1016
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 120","Richmond",61,6,38,2,1,1,109,574
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 121","Richmond",67,5,29,1,2,2,106,678
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 122","Richmond",54,1,38,2,2,1,98,474
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 123","Richmond",31,3,39,0,0,1,74,483
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 124","Richmond",29,2,32,1,0,0,64,336
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 125","Richmond",41,9,34,0,1,0,85,365
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 126","Richmond",67,5,57,0,0,1,130,430
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 127","Richmond",75,2,32,2,0,0,111,449
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 128","Richmond",65,4,42,2,0,1,114,420
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 129","Richmond",63,7,36,0,0,0,106,445
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 130","Richmond",77,4,59,0,1,0,141,439
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 131","Richmond",81,8,50,0,1,0,140,467
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 132","Richmond",42,3,30,1,0,0,76,317
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 133","Richmond",54,8,27,0,1,0,90,352
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 134","Richmond",46,3,17,1,0,0,67,315
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 135","Richmond",79,5,40,3,0,1,128,460
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 136","Richmond",58,5,32,1,0,0,96,429
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 137","Richmond",66,1,39,2,1,1,110,454
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 138","Richmond",58,2,31,1,1,1,94,315
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 139","Richmond",91,3,64,1,1,0,160,434
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 140","Richmond",150,10,99,0,3,6,268,800
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 141","Richmond",80,15,57,0,0,0,152,584
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 142","Richmond",48,8,37,0,0,0,93,319
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 143","Richmond",65,8,52,2,0,0,127,396
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 144","Richmond",63,7,41,1,0,1,113,428
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 145","Richmond",77,9,60,2,1,0,149,652
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 146","Richmond",67,13,93,2,0,2,177,585
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 147","Richmond",53,5,24,1,0,0,83,288
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 148","Richmond",49,6,50,0,0,0,105,447
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 149","Richmond",64,7,60,2,1,1,135,463
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 150","Richmond",72,10,45,2,1,0,130,499
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 151","Richmond",95,5,45,0,0,1,146,505
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 152","Richmond",58,2,39,0,0,0,99,309
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 153","Richmond",97,7,53,2,1,0,160,564
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 154","Richmond",64,2,38,0,0,0,104,468
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 155","Richmond",81,4,58,1,0,0,144,499
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 156","Richmond",59,4,31,0,0,1,95,452
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 157","Richmond",47,6,43,0,2,1,99,395
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 158","Richmond",39,3,29,1,0,0,72,276
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 159","Richmond",31,5,42,0,0,1,79,357
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 160","Richmond",63,4,58,3,0,0,128,388
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 161","Richmond",94,4,59,2,0,1,160,367
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 162","Richmond",121,3,71,2,0,0,197,482
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 163","Richmond",77,3,47,2,0,0,129,404
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 164","Richmond",50,3,40,0,1,0,94,308
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 165","Richmond",51,5,24,0,1,0,81,343
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 166","Richmond",70,8,64,2,1,0,145,400
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 167","Richmond",73,3,38,2,0,0,116,414
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 168","Richmond",79,8,72,3,1,1,164,548
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 169","Richmond",99,8,43,0,1,0,151,496
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 170","Richmond",70,0,38,0,1,0,109,318
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 171","Richmond",56,8,55,2,0,0,121,337
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 172","Richmond",82,8,51,0,0,0,141,424
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 173","Richmond",55,5,55,1,0,0,116,432
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 174","Richmond",32,3,35,1,0,0,71,279
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 175","Richmond",32,0,21,0,0,0,53,148
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 400","Richmond",63,1,28,0,0,0,92,281
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,50
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,14
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,10
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,7
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 504","Mobile poll/Bureau itinérant",19,22,54,6,5,3,109,45
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,40
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 506","Mobile poll/Bureau itinérant",31,22,75,5,1,4,138,5
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,114
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 508","Mobile poll/Bureau itinérant",43,9,42,0,0,1,95,57
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,108
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 510","Mobile poll/Bureau itinérant",33,11,11,3,0,8,66,72
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,40
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 600","Richmond",664,50,571,4,3,4,1296,
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 601","Vancouver",311,41,516,10,3,0,881,
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 602","Vancouver",722,54,805,11,6,1,1599,
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 603","Vancouver",282,75,539,20,9,10,935,
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 604","Vancouver",569,141,961,22,9,4,1706,
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 605","Richmond",565,64,492,7,6,9,1143,
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 606","Richmond",652,36,509,7,8,9,1221,
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 607","Richmond",692,36,544,7,1,3,1283,
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 608","Richmond",843,41,820,7,6,2,1719,
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 609","Richmond",732,57,679,8,5,1,1482,
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 610","Richmond",763,57,598,11,5,3,1437,
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 611","Richmond",789,57,739,22,8,8,1623,
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 612","Richmond",841,80,842,14,5,3,1785,
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 613","Richmond",634,35,637,8,5,2,1321,
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole"," 614","Richmond",363,26,280,1,2,0,672,
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole",,Group 1/Groupe 1, 309,50,600,14,2,61,1036,596
59027,"Richmond Centre--Marpole/Richmond-Centre--Marpole",,Group 2/Groupe 2, 2030,121,1804,16,18,88,4077,
