Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Adebayo Akinrogunde,Jessica Bailon,Sarah Borbridge,Angela Brydges,Kevin Lamoureux,Rachel Punzalan,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46011,"Winnipeg North/Winnipeg-Nord"," 75","Winnipeg",18,1,1,1,34,32,0,87,454
46011,"Winnipeg North/Winnipeg-Nord"," 76","Winnipeg",5,0,0,0,54,48,0,107,372
46011,"Winnipeg North/Winnipeg-Nord"," 77","Winnipeg",5,2,0,1,69,47,0,124,380
46011,"Winnipeg North/Winnipeg-Nord"," 78","Winnipeg",9,1,0,1,94,66,2,173,497
46011,"Winnipeg North/Winnipeg-Nord"," 79","Winnipeg",5,3,0,0,85,54,0,147,428
46011,"Winnipeg North/Winnipeg-Nord"," 80","Winnipeg",3,0,0,1,75,44,3,126,467
46011,"Winnipeg North/Winnipeg-Nord"," 81","Winnipeg",6,0,0,1,54,42,2,105,362
46011,"Winnipeg North/Winnipeg-Nord"," 82","Winnipeg",7,1,1,1,63,34,0,107,347
46011,"Winnipeg North/Winnipeg-Nord"," 83","Winnipeg",5,0,2,2,37,31,1,78,330
46011,"Winnipeg North/Winnipeg-Nord"," 84","Winnipeg",9,4,0,5,78,39,0,135,570
46011,"Winnipeg North/Winnipeg-Nord"," 85A","Winnipeg",18,0,1,1,125,70,4,219,558
46011,"Winnipeg North/Winnipeg-Nord"," 85B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,7
46011,"Winnipeg North/Winnipeg-Nord"," 85C","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,15
46011,"Winnipeg North/Winnipeg-Nord"," 85D","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,23
46011,"Winnipeg North/Winnipeg-Nord"," 85E","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,10
46011,"Winnipeg North/Winnipeg-Nord"," 86","Winnipeg",10,2,0,1,135,80,2,230,497
46011,"Winnipeg North/Winnipeg-Nord"," 87","Winnipeg",14,1,0,0,90,80,1,186,491
46011,"Winnipeg North/Winnipeg-Nord"," 88","Winnipeg",8,2,0,1,132,74,1,218,543
46011,"Winnipeg North/Winnipeg-Nord"," 89","Winnipeg",14,0,0,2,119,87,0,222,576
46011,"Winnipeg North/Winnipeg-Nord"," 90","Winnipeg",13,3,0,0,111,97,3,227,572
46011,"Winnipeg North/Winnipeg-Nord"," 91","Winnipeg",13,7,1,1,112,76,1,211,521
46011,"Winnipeg North/Winnipeg-Nord"," 92","Winnipeg",17,2,0,1,68,59,2,149,455
46011,"Winnipeg North/Winnipeg-Nord"," 93","Winnipeg",11,1,0,1,77,89,0,179,473
46011,"Winnipeg North/Winnipeg-Nord"," 94","Winnipeg",13,1,0,3,76,81,2,176,463
46011,"Winnipeg North/Winnipeg-Nord"," 95","Winnipeg",9,0,1,3,108,117,2,240,493
46011,"Winnipeg North/Winnipeg-Nord"," 96","Winnipeg",15,3,1,0,87,50,0,156,476
46011,"Winnipeg North/Winnipeg-Nord"," 97","Winnipeg",21,2,0,0,104,86,0,213,501
46011,"Winnipeg North/Winnipeg-Nord"," 98","Winnipeg",18,3,2,5,90,92,1,211,481
46011,"Winnipeg North/Winnipeg-Nord"," 99","Winnipeg",20,1,0,0,85,65,0,171,391
46011,"Winnipeg North/Winnipeg-Nord"," 100","Winnipeg",11,1,1,3,50,37,1,104,335
46011,"Winnipeg North/Winnipeg-Nord"," 101","Winnipeg",20,0,1,3,80,49,1,154,455
46011,"Winnipeg North/Winnipeg-Nord"," 102","Winnipeg",5,0,0,3,81,46,0,135,408
46011,"Winnipeg North/Winnipeg-Nord"," 103","Winnipeg",4,0,0,1,48,48,0,101,377
46011,"Winnipeg North/Winnipeg-Nord"," 104","Winnipeg",9,3,0,0,68,54,0,134,472
46011,"Winnipeg North/Winnipeg-Nord"," 105","Winnipeg",12,3,0,1,58,50,1,125,506
46011,"Winnipeg North/Winnipeg-Nord"," 106","Winnipeg",11,1,0,3,72,50,1,138,481
46011,"Winnipeg North/Winnipeg-Nord"," 107","Winnipeg",12,1,1,0,70,52,3,139,566
46011,"Winnipeg North/Winnipeg-Nord"," 108","Winnipeg",17,2,2,0,82,53,0,156,331
46011,"Winnipeg North/Winnipeg-Nord"," 109","Winnipeg",21,2,1,1,72,43,3,143,385
46011,"Winnipeg North/Winnipeg-Nord"," 110","Winnipeg",18,6,2,2,87,68,3,186,442
46011,"Winnipeg North/Winnipeg-Nord"," 111","Winnipeg",23,1,4,3,81,62,0,174,458
46011,"Winnipeg North/Winnipeg-Nord"," 112","Winnipeg",24,2,4,4,64,39,0,137,401
46011,"Winnipeg North/Winnipeg-Nord"," 113","Winnipeg",24,2,1,1,71,56,0,155,362
46011,"Winnipeg North/Winnipeg-Nord"," 114","Winnipeg",29,0,1,0,62,49,0,141,459
46011,"Winnipeg North/Winnipeg-Nord"," 115","Winnipeg",20,1,0,0,47,36,1,105,428
46011,"Winnipeg North/Winnipeg-Nord"," 116","Winnipeg",35,3,1,3,63,55,1,161,541
46011,"Winnipeg North/Winnipeg-Nord"," 117","Winnipeg",16,2,0,1,48,29,0,96,425
46011,"Winnipeg North/Winnipeg-Nord"," 118","Winnipeg",10,0,0,3,52,52,2,119,356
46011,"Winnipeg North/Winnipeg-Nord"," 119","Winnipeg",20,1,0,0,59,35,0,115,366
46011,"Winnipeg North/Winnipeg-Nord"," 120","Winnipeg",24,0,2,3,51,27,0,107,398
46011,"Winnipeg North/Winnipeg-Nord"," 121","Winnipeg",16,3,0,0,54,19,1,93,473
46011,"Winnipeg North/Winnipeg-Nord"," 122","Winnipeg",16,1,2,2,20,22,0,63,398
46011,"Winnipeg North/Winnipeg-Nord"," 123","Winnipeg",12,2,1,0,27,22,1,65,412
46011,"Winnipeg North/Winnipeg-Nord"," 124A","Winnipeg",15,2,0,4,37,31,1,90,421
46011,"Winnipeg North/Winnipeg-Nord"," 124B","Winnipeg",Combined with No./Résultats combinés à ceux du n°511,,,,,,,,67
46011,"Winnipeg North/Winnipeg-Nord"," 125","Winnipeg",17,1,0,1,48,29,3,99,423
46011,"Winnipeg North/Winnipeg-Nord"," 126","Winnipeg",13,1,0,5,38,25,4,86,415
46011,"Winnipeg North/Winnipeg-Nord"," 127","Winnipeg",15,1,0,1,43,31,1,92,409
46011,"Winnipeg North/Winnipeg-Nord"," 128","Winnipeg",14,0,0,3,41,60,0,118,369
46011,"Winnipeg North/Winnipeg-Nord"," 129","Winnipeg",7,2,0,0,53,40,1,103,422
46011,"Winnipeg North/Winnipeg-Nord"," 130","Winnipeg",13,1,0,0,76,69,3,162,454
46011,"Winnipeg North/Winnipeg-Nord"," 131","Winnipeg",12,2,1,1,73,48,0,137,466
46011,"Winnipeg North/Winnipeg-Nord"," 132","Winnipeg",23,0,2,2,50,40,2,119,581
46011,"Winnipeg North/Winnipeg-Nord"," 400","Winnipeg",Combined with No./Résultats combinés à ceux du n°17,,,,,,,,113
46011,"Winnipeg North/Winnipeg-Nord"," 500","Mobile poll/Bureau itinérant",17,3,3,0,66,22,7,118,99
46011,"Winnipeg North/Winnipeg-Nord"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,155
46011,"Winnipeg North/Winnipeg-Nord"," 502","Mobile poll/Bureau itinérant",13,1,1,2,26,22,1,66,110
46011,"Winnipeg North/Winnipeg-Nord"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,25
46011,"Winnipeg North/Winnipeg-Nord"," 504","Mobile poll/Bureau itinérant",5,0,1,0,16,5,0,27,31
46011,"Winnipeg North/Winnipeg-Nord"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,44
46011,"Winnipeg North/Winnipeg-Nord"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,49
46011,"Winnipeg North/Winnipeg-Nord"," 507","Mobile poll/Bureau itinérant",6,3,1,2,45,8,4,69,82
46011,"Winnipeg North/Winnipeg-Nord"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,71
46011,"Winnipeg North/Winnipeg-Nord"," 509","Mobile poll/Bureau itinérant",20,1,1,0,50,19,0,91,90
46011,"Winnipeg North/Winnipeg-Nord"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,62
46011,"Winnipeg North/Winnipeg-Nord"," 511","Winnipeg",9,3,1,3,72,27,0,115,226
46011,"Winnipeg North/Winnipeg-Nord"," 600","Winnipeg",41,14,3,6,954,448,5,1471,
46011,"Winnipeg North/Winnipeg-Nord"," 601","Winnipeg",45,7,2,3,858,456,3,1374,
46011,"Winnipeg North/Winnipeg-Nord"," 602","Winnipeg",60,6,4,4,650,310,9,1043,
46011,"Winnipeg North/Winnipeg-Nord"," 603","Winnipeg",42,5,1,3,683,383,1,1118,
46011,"Winnipeg North/Winnipeg-Nord"," 604","Winnipeg",48,3,1,2,666,335,3,1058,
46011,"Winnipeg North/Winnipeg-Nord"," 605","Winnipeg",39,6,0,2,791,352,5,1195,
46011,"Winnipeg North/Winnipeg-Nord"," 606","Winnipeg",45,9,3,3,936,389,7,1392,
46011,"Winnipeg North/Winnipeg-Nord"," 607","Winnipeg",46,8,2,7,527,384,9,983,
46011,"Winnipeg North/Winnipeg-Nord"," 608","Winnipeg",69,5,2,6,486,361,14,943,
46011,"Winnipeg North/Winnipeg-Nord"," 609","Winnipeg",35,7,1,3,429,316,3,794,
46011,"Winnipeg North/Winnipeg-Nord"," 610","Winnipeg",50,5,7,4,307,204,3,580,
46011,"Winnipeg North/Winnipeg-Nord"," 611","Winnipeg",73,6,12,5,335,181,1,613,
46011,"Winnipeg North/Winnipeg-Nord",,Group 1/Groupe 1, 88,12,4,11,1116,439,37,1707,211
46011,"Winnipeg North/Winnipeg-Nord",,Group 2/Groupe 2, 60,5,1,5,504,272,16,863,
