Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Félix Couture,Simon Frenette,Joël Godin,Christian Hébert,Antonin Leroux,Johann Queffelec,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 45B","Shannon",2,0,66,10,10,1,1,90,308
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 46A","Shannon",4,1,61,9,14,2,1,92,304
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 46B","Shannon",5,2,70,3,19,1,0,100,304
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 47","Shannon",2,2,138,25,43,2,4,216,518
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 48","Shannon",2,1,122,20,51,1,0,197,450
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 49","Shannon",2,2,89,26,42,3,2,166,376
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 50","Shannon",1,0,119,21,51,0,1,193,485
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 51","Shannon",7,3,154,26,53,0,3,246,573
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 52","Fossambault-sur-le-Lac",1,0,99,19,34,4,3,160,444
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 53","Fossambault-sur-le-Lac",1,0,95,35,41,3,3,178,339
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 54","Fossambault-sur-le-Lac",3,1,77,48,73,1,0,203,471
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 55","Sainte-Catherine-de-la-Jacques-Cartier",2,3,109,31,35,0,4,184,474
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 56","Fossambault-sur-le-Lac",3,1,103,40,51,3,0,201,474
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 57","Sainte-Catherine-de-la-Jacques-Cartier",5,6,134,25,37,1,2,210,496
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 58","Lac-Saint-Joseph",7,3,186,39,90,1,5,331,420
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 59","Sainte-Catherine-de-la-Jacques-Cartier",4,1,119,40,55,4,2,225,479
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 60","Sainte-Catherine-de-la-Jacques-Cartier",4,1,135,24,42,1,2,209,447
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 61","Sainte-Catherine-de-la-Jacques-Cartier",7,2,114,29,45,3,4,204,391
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 62","Sainte-Catherine-de-la-Jacques-Cartier",3,1,115,43,35,1,0,198,401
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 63","Sainte-Catherine-de-la-Jacques-Cartier",Combined with No./Résultats combinés à ceux du n°58,,,,,,,,451
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 64","Sainte-Catherine-de-la-Jacques-Cartier",6,2,180,25,74,8,3,298,690
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 65","Sainte-Catherine-de-la-Jacques-Cartier",Combined with No./Résultats combinés à ceux du n°68,,,,,,,,385
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 66","Sainte-Catherine-de-la-Jacques-Cartier",1,2,82,27,30,0,2,144,298
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 67","Sainte-Catherine-de-la-Jacques-Cartier",5,0,124,18,26,0,7,180,399
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 68","Sainte-Catherine-de-la-Jacques-Cartier",7,4,216,46,79,4,7,363,418
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 69","Sainte-Catherine-de-la-Jacques-Cartier",13,1,128,31,32,5,2,212,431
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 70A","Sainte-Catherine-de-la-Jacques-Cartier",9,3,74,17,28,3,4,138,283
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 70B","Sainte-Catherine-de-la-Jacques-Cartier",3,2,76,16,26,1,0,124,285
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 71","Sainte-Catherine-de-la-Jacques-Cartier",1,2,144,45,40,2,3,237,538
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 72A","Lac-Sergent",3,3,77,23,41,1,0,148,267
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 72B","Lac-Sergent",1,1,83,23,23,2,1,134,265
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 73","Saint-Raymond",4,1,118,56,51,0,1,231,447
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 74","Saint-Léonard-de-Portneuf",1,2,104,48,47,5,1,208,373
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 75","Saint-Léonard-de-Portneuf",3,4,97,22,36,0,1,163,292
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 76A","Saint-Léonard-de-Portneuf",4,3,111,34,18,1,2,173,295
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 76B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,11
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 77","Saint-Raymond",3,0,100,30,17,1,3,154,480
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 78A","Saint-Raymond",2,2,70,11,17,3,2,107,259
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 78B","Saint-Raymond",2,0,93,9,20,1,1,126,259
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 79","Saint-Raymond",0,0,74,16,14,1,0,105,265
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 80","Saint-Raymond",6,0,123,22,17,2,1,171,364
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 81","Saint-Raymond",2,1,93,22,13,0,1,132,311
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 82","Saint-Raymond",1,2,137,18,22,0,1,181,477
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 83","Saint-Raymond",1,2,92,32,32,3,0,162,401
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 84","Saint-Raymond",2,2,156,32,31,2,4,229,394
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 85","Saint-Raymond",Combined with No./Résultats combinés à ceux du n°84,,,,,,,,234
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 86","Saint-Augustin-de-Desmaures",6,2,60,39,91,2,1,201,460
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 87","Saint-Augustin-de-Desmaures",2,0,80,43,94,0,1,220,506
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 88","Saint-Augustin-de-Desmaures",1,0,56,39,84,1,1,182,365
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 89","Saint-Augustin-de-Desmaures",7,1,45,34,72,1,4,164,362
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 90","Saint-Augustin-de-Desmaures",1,0,85,34,46,1,3,170,458
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 91","Saint-Augustin-de-Desmaures",2,0,58,39,97,1,1,198,371
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 92","Saint-Augustin-de-Desmaures",1,0,30,36,82,1,0,150,374
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 93","Saint-Augustin-de-Desmaures",3,3,43,26,91,1,0,167,355
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 94","Saint-Augustin-de-Desmaures",2,0,79,29,72,2,0,184,359
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 95","Saint-Augustin-de-Desmaures",3,1,52,55,72,0,3,186,440
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 96","Saint-Augustin-de-Desmaures",2,0,63,28,78,2,0,173,378
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 97","Saint-Augustin-de-Desmaures",2,0,44,29,54,1,1,131,352
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 98","Saint-Augustin-de-Desmaures",5,0,65,16,56,1,1,144,330
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 99","Saint-Augustin-de-Desmaures",2,1,64,28,74,1,0,170,443
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 100","Saint-Augustin-de-Desmaures",2,2,54,28,79,2,0,167,337
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 101","Saint-Augustin-de-Desmaures",0,2,88,40,51,4,2,187,401
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 102","Saint-Augustin-de-Desmaures",2,1,52,35,26,1,1,118,319
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 103","Saint-Augustin-de-Desmaures",2,3,53,33,35,2,1,129,338
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 104","Saint-Augustin-de-Desmaures",2,3,103,24,40,0,6,178,459
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 105","Saint-Augustin-de-Desmaures",6,1,50,27,41,2,0,127,302
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 106","Saint-Augustin-de-Desmaures",4,2,60,33,54,4,1,158,410
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 107","Saint-Augustin-de-Desmaures",2,1,99,57,82,4,4,249,504
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 108","Saint-Augustin-de-Desmaures",0,1,73,40,48,3,1,166,438
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 109","Saint-Augustin-de-Desmaures",4,1,98,42,82,2,0,229,478
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 110","Saint-Augustin-de-Desmaures",0,0,72,30,55,2,3,162,393
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 111","Saint-Augustin-de-Desmaures",4,0,68,32,28,1,2,135,354
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 112","Saint-Augustin-de-Desmaures",5,2,80,42,42,7,1,179,439
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 113","Saint-Augustin-de-Desmaures",4,1,39,43,67,3,0,157,393
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 114","Saint-Augustin-de-Desmaures",2,1,62,50,54,1,2,172,418
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 115","Saint-Augustin-de-Desmaures",2,0,60,42,64,2,2,172,367
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 116","Saint-Augustin-de-Desmaures",5,1,72,32,73,0,0,183,416
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 117A","Saint-Augustin-de-Desmaures",2,0,46,24,39,3,1,115,277
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 117B","Saint-Augustin-de-Desmaures",2,1,49,27,54,1,0,134,278
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 118","Saint-Augustin-de-Desmaures",3,3,94,56,46,4,1,207,462
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 119","Pont-Rouge",3,4,101,21,30,1,1,161,445
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 120","Pont-Rouge",3,0,110,30,43,5,1,192,484
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 121A","Pont-Rouge",0,0,86,22,39,3,4,154,383
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 121B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,33
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 122","Pont-Rouge",0,0,58,14,16,2,2,92,255
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 123","Pont-Rouge",5,0,82,18,27,3,4,139,378
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 124A","Pont-Rouge",1,0,88,21,16,2,2,130,312
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 124B","Pont-Rouge",2,0,94,21,31,1,0,149,311
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 125","Pont-Rouge",2,0,96,35,25,2,1,161,385
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 126","Pont-Rouge",3,0,175,38,54,1,3,274,568
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 127","Pont-Rouge",2,0,95,20,20,0,1,138,339
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 128","Pont-Rouge",4,3,142,34,39,1,1,224,519
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 129","Pont-Rouge",5,2,100,20,30,3,5,165,431
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 130","Pont-Rouge",1,0,91,29,25,1,5,152,428
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 131","Pont-Rouge",6,1,108,29,42,1,3,190,477
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 132A","Pont-Rouge",2,0,72,21,21,0,2,118,290
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 132B","Pont-Rouge",7,0,84,19,14,0,1,125,289
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 133","Pont-Rouge",1,0,55,27,20,0,1,104,255
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 134","Pont-Rouge",6,1,92,34,36,4,0,173,436
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 135","Pont-Rouge",0,1,68,8,9,1,0,87,220
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 136","Pont-Rouge",3,2,141,35,44,0,2,227,549
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 137","Pont-Rouge",4,0,81,23,25,3,1,137,395
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 138","Pont-Rouge",2,0,97,38,40,3,2,182,427
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 139","Sainte-Christine",5,5,97,34,29,3,2,175,305
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 140","Sainte-Christine",1,4,65,30,29,4,1,134,289
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 141","Saint-Basile",0,3,119,31,27,4,4,188,439
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 142","Saint-Basile",2,0,114,31,36,3,2,188,332
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 143","Saint-Basile",4,1,56,23,16,1,0,101,241
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 144A","Saint-Basile",1,1,68,18,18,3,1,110,271
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 144B","Saint-Basile",0,0,79,24,14,1,1,119,274
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 145","Saint-Basile",2,1,128,42,38,4,3,218,450
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 146","Saint-Basile",1,3,93,31,17,2,1,148,298
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 147","Neuville",1,0,107,30,38,0,1,177,398
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 148","Neuville",2,0,70,49,58,4,3,186,435
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 149","Neuville",4,1,73,54,68,2,1,203,397
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 150","Neuville",3,2,110,52,99,2,4,272,518
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 151","Neuville",4,1,128,35,48,6,3,225,468
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 152A","Neuville",2,0,27,13,18,0,3,63,191
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 152B","Neuville",4,0,27,15,19,0,1,66,147
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 152C","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°522,,,,,,,,27
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 153","Neuville",2,5,62,43,35,1,0,148,405
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 154","Neuville",1,0,90,16,29,0,2,138,311
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 155","Neuville",1,0,38,27,29,0,3,98,415
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 156","Portneuf",5,1,97,35,31,2,2,173,403
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 157","Portneuf",2,1,86,29,32,0,2,152,315
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 158","Portneuf",5,3,90,33,33,1,4,169,392
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 159","Portneuf",2,2,94,26,15,1,1,141,306
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 160","Portneuf",2,1,63,37,33,1,1,138,334
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 161","Portneuf",0,1,43,15,32,2,1,94,293
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 162","Portneuf",1,2,79,33,38,1,3,157,391
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 163","Portneuf",2,0,51,31,29,0,1,114,338
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 164","Saint-Alban",4,8,99,49,42,11,3,216,375
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 165","Saint-Alban",0,5,141,39,38,9,6,238,386
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 166","Saint-Alban",1,1,113,22,25,2,2,166,282
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 167","Cap-Santé",4,5,117,36,30,3,1,196,424
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 168","Cap-Santé",Combined with No./Résultats combinés à ceux du n°173,,,,,,,,245
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 169","Cap-Santé",3,1,107,26,47,3,2,189,420
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 170","Cap-Santé",2,1,84,21,21,0,2,131,314
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 171","Cap-Santé",1,1,84,34,27,6,0,153,387
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 172","Cap-Santé",2,3,108,35,35,1,0,184,423
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 173","Cap-Santé",4,5,85,52,73,5,5,229,311
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 174","Cap-Santé",7,0,102,22,52,2,1,186,414
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 175","Donnacona",2,2,80,38,36,3,0,161,352
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 176","Donnacona",2,0,86,36,44,2,4,174,416
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 177","Donnacona",3,0,75,13,28,2,1,122,318
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 178","Donnacona",3,1,117,34,58,0,2,215,449
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 179","Donnacona",3,1,62,40,41,0,1,148,393
24058,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 180","Donnacona",3,3,62,17,22,2,1,110,368
