Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Melanie Burrett,Ben Lobb,Gregory J McLean,Caesar salad Pella,James Rice,Justin L Smith,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35042,"Huron--Bruce/Huron--Bruce"," 43","Maple Hill",5,123,6,0,52,0,0,186,486
35042,"Huron--Bruce/Huron--Bruce"," 44","Brockton",5,84,5,1,48,0,1,144,489
35042,"Huron--Bruce/Huron--Bruce"," 45","Walkerton",7,72,5,2,33,1,0,120,380
35042,"Huron--Bruce/Huron--Bruce"," 46","Brockton",2,65,1,2,31,1,0,102,385
35042,"Huron--Bruce/Huron--Bruce"," 47","Kincardine",6,82,2,0,95,0,1,186,427
35042,"Huron--Bruce/Huron--Bruce"," 48","Kincardine",9,68,3,0,60,0,0,140,433
35042,"Huron--Bruce/Huron--Bruce"," 49","Walkerton",10,64,7,0,52,0,0,133,343
35042,"Huron--Bruce/Huron--Bruce"," 50","Dunkeld",6,135,7,0,46,0,0,194,478
35042,"Huron--Bruce/Huron--Bruce"," 51","Brockton",1,55,8,2,43,0,0,109,340
35042,"Huron--Bruce/Huron--Bruce"," 52","Brockton",6,90,6,0,58,0,0,160,577
35042,"Huron--Bruce/Huron--Bruce"," 53","Kincardine",7,48,0,1,76,1,0,133,346
35042,"Huron--Bruce/Huron--Bruce"," 54","Kincardine",8,45,2,0,89,1,0,145,361
35042,"Huron--Bruce/Huron--Bruce"," 55","Kincardine",8,65,1,1,73,1,1,150,384
35042,"Huron--Bruce/Huron--Bruce"," 56","Kincardine",3,44,2,0,90,0,2,141,467
35042,"Huron--Bruce/Huron--Bruce"," 57","Brockton",2,91,5,0,34,0,3,135,411
35042,"Huron--Bruce/Huron--Bruce"," 58","Brockton",5,104,1,0,66,0,0,176,470
35042,"Huron--Bruce/Huron--Bruce"," 59","Brockton",9,58,7,0,39,1,0,114,459
35042,"Huron--Bruce/Huron--Bruce"," 60","Brockton",6,62,6,0,44,0,0,118,470
35042,"Huron--Bruce/Huron--Bruce"," 61","Brockton",5,87,2,0,49,0,0,143,423
35042,"Huron--Bruce/Huron--Bruce"," 62","Kincardine",5,50,0,0,64,1,1,121,439
35042,"Huron--Bruce/Huron--Bruce"," 63","Kincardine",6,69,2,0,38,0,0,115,237
35042,"Huron--Bruce/Huron--Bruce"," 64","Kincardine",1,113,0,0,29,1,1,145,276
35042,"Huron--Bruce/Huron--Bruce"," 65","Kincardine",2,93,1,0,65,1,1,163,531
35042,"Huron--Bruce/Huron--Bruce"," 66","Kincardine",9,58,2,0,62,0,0,131,447
35042,"Huron--Bruce/Huron--Bruce"," 67","Kincardine",8,89,2,1,57,1,0,158,401
35042,"Huron--Bruce/Huron--Bruce"," 68","Kincardine",12,53,0,0,58,0,0,123,375
35042,"Huron--Bruce/Huron--Bruce"," 69","Kincardine",5,46,1,1,106,0,0,159,396
35042,"Huron--Bruce/Huron--Bruce"," 70","Kincardine",7,133,1,1,98,1,1,242,572
35042,"Huron--Bruce/Huron--Bruce"," 71","Kincardine",5,90,1,0,69,0,0,165,477
35042,"Huron--Bruce/Huron--Bruce"," 72","Kincardine",1,60,1,0,64,0,0,126,491
35042,"Huron--Bruce/Huron--Bruce"," 73","Huron-Kinloss",5,53,2,0,60,0,0,120,516
35042,"Huron--Bruce/Huron--Bruce"," 74","Carlsruhe",2,111,5,0,42,3,0,163,356
35042,"Huron--Bruce/Huron--Bruce"," 75","Otter Creek",5,113,8,0,50,0,0,176,315
35042,"Huron--Bruce/Huron--Bruce"," 76","Deemerton",6,152,7,0,61,0,4,230,372
35042,"Huron--Bruce/Huron--Bruce"," 77","South Bruce",10,111,9,0,78,0,3,211,388
35042,"Huron--Bruce/Huron--Bruce"," 78","South Bruce",7,151,10,1,71,1,1,242,408
35042,"Huron--Bruce/Huron--Bruce"," 79","Mildmay",5,125,4,0,54,2,2,192,319
35042,"Huron--Bruce/Huron--Bruce"," 80","Formosa",7,132,4,0,45,1,2,191,349
35042,"Huron--Bruce/Huron--Bruce"," 81","Formosa",12,178,8,2,52,0,0,252,396
35042,"Huron--Bruce/Huron--Bruce"," 82","Huron-Kinloss",2,91,0,0,71,0,1,165,491
35042,"Huron--Bruce/Huron--Bruce"," 83","Lurgan Beach",4,60,2,1,80,0,0,147,432
35042,"Huron--Bruce/Huron--Bruce"," 84","Pine River",4,93,0,2,40,0,0,139,422
35042,"Huron--Bruce/Huron--Bruce"," 85","Point Clark",2,126,7,0,123,0,2,260,422
35042,"Huron--Bruce/Huron--Bruce"," 86","Lurgan Beach",2,110,4,0,67,0,0,183,384
35042,"Huron--Bruce/Huron--Bruce"," 87","Point Clark",5,113,1,1,86,0,1,207,358
35042,"Huron--Bruce/Huron--Bruce"," 88","Kinlough",5,79,2,0,30,0,2,118,303
35042,"Huron--Bruce/Huron--Bruce"," 89","Ripley",8,122,3,0,73,0,0,206,387
35042,"Huron--Bruce/Huron--Bruce"," 90","Ripley",6,121,1,1,38,0,1,168,251
35042,"Huron--Bruce/Huron--Bruce"," 91","Huron",4,116,5,0,44,0,1,170,306
35042,"Huron--Bruce/Huron--Bruce"," 92","Salem",8,160,8,1,54,0,1,232,390
35042,"Huron--Bruce/Huron--Bruce"," 93","Teeswater",3,195,3,0,76,4,0,281,439
35042,"Huron--Bruce/Huron--Bruce"," 94","Teeswater",12,138,4,2,47,0,1,204,376
35042,"Huron--Bruce/Huron--Bruce"," 95","South Bruce",2,136,3,2,46,0,0,189,361
35042,"Huron--Bruce/Huron--Bruce"," 96","Lakelet",4,174,5,1,72,0,1,257,459
35042,"Huron--Bruce/Huron--Bruce"," 97","Holyrood",5,97,2,0,27,0,2,133,350
35042,"Huron--Bruce/Huron--Bruce"," 98","Lucknow",3,108,3,0,28,0,2,144,375
35042,"Huron--Bruce/Huron--Bruce"," 99","Lucknow",2,103,1,1,37,1,0,145,354
35042,"Huron--Bruce/Huron--Bruce"," 100","Huron-Kinloss",9,102,2,0,37,0,1,151,388
35042,"Huron--Bruce/Huron--Bruce"," 101","Turnberry",2,114,3,0,30,0,0,149,422
35042,"Huron--Bruce/Huron--Bruce"," 102","Lower Wingham",9,116,1,1,40,2,0,169,463
35042,"Huron--Bruce/Huron--Bruce"," 103","North Huron",5,107,0,0,36,0,4,152,459
35042,"Huron--Bruce/Huron--Bruce"," 104","Kintail",3,64,3,0,47,4,0,121,322
35042,"Huron--Bruce/Huron--Bruce"," 105","Ashfield",2,78,0,1,33,1,0,115,314
35042,"Huron--Bruce/Huron--Bruce"," 106","St. Helens",3,90,1,0,24,0,0,118,269
35042,"Huron--Bruce/Huron--Bruce"," 107","Wroxeter",2,124,3,0,32,0,0,161,262
35042,"Huron--Bruce/Huron--Bruce"," 108","Wroxeter",3,145,2,0,37,2,0,189,333
35042,"Huron--Bruce/Huron--Bruce"," 109","Howick",5,93,3,0,29,0,1,131,294
35042,"Huron--Bruce/Huron--Bruce"," 110","Howick",12,126,2,0,40,1,2,183,301
35042,"Huron--Bruce/Huron--Bruce"," 111","Howick",5,171,5,0,46,1,1,229,388
35042,"Huron--Bruce/Huron--Bruce"," 112","Howick",2,130,2,1,33,1,0,169,336
35042,"Huron--Bruce/Huron--Bruce"," 113","Howick",8,138,0,1,45,0,3,195,362
35042,"Huron--Bruce/Huron--Bruce"," 114","North Huron",7,78,1,0,50,0,1,137,383
35042,"Huron--Bruce/Huron--Bruce"," 115","North Huron",3,58,1,0,28,2,0,92,334
35042,"Huron--Bruce/Huron--Bruce"," 116","North Huron",2,67,1,0,44,0,0,114,364
35042,"Huron--Bruce/Huron--Bruce"," 117","North Huron",8,68,2,0,43,0,2,123,354
35042,"Huron--Bruce/Huron--Bruce"," 118","North Huron",2,56,1,0,48,0,1,108,363
35042,"Huron--Bruce/Huron--Bruce"," 119","Bluevale",4,151,1,1,39,0,1,197,372
35042,"Huron--Bruce/Huron--Bruce"," 120","Bluevale",6,151,2,1,32,0,0,192,444
35042,"Huron--Bruce/Huron--Bruce"," 121","Belgrave",2,77,1,0,23,1,0,104,309
35042,"Huron--Bruce/Huron--Bruce"," 122","Belgrave",9,110,3,1,61,0,1,185,338
35042,"Huron--Bruce/Huron--Bruce"," 123","Belgrave",5,114,2,0,40,1,0,162,286
35042,"Huron--Bruce/Huron--Bruce"," 124","Port Albert",10,115,3,0,94,1,0,223,399
35042,"Huron--Bruce/Huron--Bruce"," 125","Dungannon",14,154,7,0,54,1,0,230,420
35042,"Huron--Bruce/Huron--Bruce"," 126","Dungannon",7,137,0,0,53,4,0,201,356
35042,"Huron--Bruce/Huron--Bruce"," 127A","Bogies Beach",13,252,6,1,305,6,3,586,463
35042,"Huron--Bruce/Huron--Bruce"," 127B","Bogies Beach",Combined with No./Résultats combinés à ceux du n°126,,,,,,,,76
35042,"Huron--Bruce/Huron--Bruce"," 128A","Bogies Beach",Combined with No./Résultats combinés à ceux du n°127A,,,,,,,,501
35042,"Huron--Bruce/Huron--Bruce"," 128B","Bogies Beach",Combined with No./Résultats combinés à ceux du n°129,,,,,,,,39
35042,"Huron--Bruce/Huron--Bruce"," 129","Goderich",7,64,4,1,45,0,0,121,361
35042,"Huron--Bruce/Huron--Bruce"," 130","Goderich",13,55,8,0,95,0,0,171,413
35042,"Huron--Bruce/Huron--Bruce"," 131","Goderich",15,78,3,1,94,3,0,194,466
35042,"Huron--Bruce/Huron--Bruce"," 132","Westfield",4,133,2,0,48,3,0,190,329
35042,"Huron--Bruce/Huron--Bruce"," 133","Summerhill",7,126,3,1,49,0,0,186,287
35042,"Huron--Bruce/Huron--Bruce"," 134","Huron East",6,148,2,0,39,0,1,196,404
35042,"Huron--Bruce/Huron--Bruce"," 135","Huron East",4,143,6,0,44,1,1,199,407
35042,"Huron--Bruce/Huron--Bruce"," 136","Huron East",2,102,5,0,41,1,0,151,311
35042,"Huron--Bruce/Huron--Bruce"," 137","Huron East",13,104,2,0,44,1,0,164,337
35042,"Huron--Bruce/Huron--Bruce"," 138","Morris",0,156,2,0,43,1,2,204,388
35042,"Huron--Bruce/Huron--Bruce"," 139","Huron East",6,115,2,0,36,0,0,159,413
35042,"Huron--Bruce/Huron--Bruce"," 140","Huron East",8,131,0,0,39,0,2,180,388
35042,"Huron--Bruce/Huron--Bruce"," 141","Blyth",12,178,5,0,89,2,1,287,471
35042,"Huron--Bruce/Huron--Bruce"," 142","Blyth",14,175,6,1,81,2,0,279,443
35042,"Huron--Bruce/Huron--Bruce"," 143","Colborne",9,150,3,2,61,3,0,228,462
35042,"Huron--Bruce/Huron--Bruce"," 144","Goderich",2,52,0,1,51,1,0,107,299
35042,"Huron--Bruce/Huron--Bruce"," 145","Saltford",7,97,0,2,73,1,1,181,469
35042,"Huron--Bruce/Huron--Bruce"," 146","Goderich",8,53,0,0,39,3,1,104,376
35042,"Huron--Bruce/Huron--Bruce"," 147","Goderich",10,57,2,4,55,3,2,133,427
35042,"Huron--Bruce/Huron--Bruce"," 148","Goderich",14,48,0,1,59,2,0,124,400
35042,"Huron--Bruce/Huron--Bruce"," 149","Goderich",7,37,2,1,64,3,0,114,442
35042,"Huron--Bruce/Huron--Bruce"," 150","Goderich",3,64,1,1,88,0,1,158,513
35042,"Huron--Bruce/Huron--Bruce"," 151","Goderich",5,71,3,1,61,5,0,146,487
35042,"Huron--Bruce/Huron--Bruce"," 152","Goderich",5,67,2,1,74,0,0,149,482
35042,"Huron--Bruce/Huron--Bruce"," 153","Goderich",10,67,5,2,80,2,0,166,476
35042,"Huron--Bruce/Huron--Bruce"," 154","Goderich",5,60,2,2,67,0,0,136,428
35042,"Huron--Bruce/Huron--Bruce"," 155","Goderich",12,101,8,0,48,1,0,170,439
35042,"Huron--Bruce/Huron--Bruce"," 156","Goderich",7,80,2,2,93,0,2,186,544
35042,"Huron--Bruce/Huron--Bruce"," 157","Goderich",6,68,3,0,72,1,1,151,459
35042,"Huron--Bruce/Huron--Bruce"," 158","Goderich",4,120,1,1,54,2,3,185,533
35042,"Huron--Bruce/Huron--Bruce"," 159","Londesborough",5,178,2,2,59,1,2,249,373
35042,"Huron--Bruce/Huron--Bruce"," 160","Kinburn",2,145,1,0,34,0,1,183,292
35042,"Huron--Bruce/Huron--Bruce"," 161","Kinburn",2,86,1,0,27,0,0,116,307
35042,"Huron--Bruce/Huron--Bruce"," 162","Holmesville",3,117,2,0,58,2,0,182,350
35042,"Huron--Bruce/Huron--Bruce"," 163","Central Huron",6,64,3,0,60,3,0,136,362
35042,"Huron--Bruce/Huron--Bruce"," 164","Holmesville",6,131,2,0,38,2,0,179,347
35042,"Huron--Bruce/Huron--Bruce"," 165","Holmesville",8,96,1,0,49,2,1,157,341
35042,"Huron--Bruce/Huron--Bruce"," 166","Clinton",5,86,0,1,38,2,1,133,360
35042,"Huron--Bruce/Huron--Bruce"," 167","Central Huron",6,75,0,0,32,0,2,115,378
35042,"Huron--Bruce/Huron--Bruce"," 168","Central Huron",13,89,3,1,34,1,1,142,368
35042,"Huron--Bruce/Huron--Bruce"," 169","Central Huron",8,63,2,2,33,2,1,111,319
35042,"Huron--Bruce/Huron--Bruce"," 170","Central Huron",10,78,2,2,42,1,1,136,339
35042,"Huron--Bruce/Huron--Bruce"," 171","Central Huron",6,77,4,1,29,2,0,119,353
35042,"Huron--Bruce/Huron--Bruce"," 172","Huron East",6,84,3,1,44,4,0,142,383
35042,"Huron--Bruce/Huron--Bruce"," 173","Huron East",7,153,2,2,31,0,0,195,427
35042,"Huron--Bruce/Huron--Bruce"," 174","Huron East",4,97,5,0,54,0,0,160,491
35042,"Huron--Bruce/Huron--Bruce"," 175","Huron East",8,82,5,0,53,1,1,150,416
35042,"Huron--Bruce/Huron--Bruce"," 176","Huron East",8,70,2,0,55,1,1,137,377
35042,"Huron--Bruce/Huron--Bruce"," 177","Huron East",7,109,2,0,59,3,1,181,419
35042,"Huron--Bruce/Huron--Bruce"," 178","Huron East",5,66,0,1,35,0,0,107,315
35042,"Huron--Bruce/Huron--Bruce"," 179","Huron East",4,76,8,0,46,2,1,137,375
35042,"Huron--Bruce/Huron--Bruce"," 180","Huron East",16,90,3,1,51,0,0,161,387
35042,"Huron--Bruce/Huron--Bruce"," 181","Huron East",12,92,4,2,45,0,1,156,415
35042,"Huron--Bruce/Huron--Bruce"," 182","Central Huron",3,70,0,0,30,0,0,103,329
35042,"Huron--Bruce/Huron--Bruce"," 183","Central Huron",3,53,5,0,32,0,0,93,366
35042,"Huron--Bruce/Huron--Bruce"," 184","Huron East",14,103,1,2,46,1,1,168,362
35042,"Huron--Bruce/Huron--Bruce"," 185","Huron East",10,101,3,0,33,3,1,151,358
35042,"Huron--Bruce/Huron--Bruce"," 186","Bayfield",10,108,1,0,70,0,3,192,429
35042,"Huron--Bruce/Huron--Bruce"," 187","Central Huron",8,97,2,0,139,2,1,249,486
35042,"Huron--Bruce/Huron--Bruce"," 188","Bayfield",10,103,1,0,104,2,4,224,407
35042,"Huron--Bruce/Huron--Bruce"," 189","Bluewater",9,106,2,1,122,0,0,240,393
35042,"Huron--Bruce/Huron--Bruce"," 190","Central Huron",5,91,1,0,140,0,0,237,419
35042,"Huron--Bruce/Huron--Bruce"," 191","Bluewater",10,122,2,0,39,0,0,173,415
35042,"Huron--Bruce/Huron--Bruce"," 192","Bluewater",10,100,6,1,120,0,3,240,509
35042,"Huron--Bruce/Huron--Bruce"," 193","Bluewater",11,173,2,0,42,1,4,233,361
35042,"Huron--Bruce/Huron--Bruce"," 194","Bluewater",4,120,3,0,99,1,1,228,434
35042,"Huron--Bruce/Huron--Bruce"," 195","Huron East",3,134,3,1,40,0,2,183,336
35042,"Huron--Bruce/Huron--Bruce"," 196","Bluewater",8,113,3,0,38,2,2,166,379
35042,"Huron--Bruce/Huron--Bruce"," 197","Bluewater",5,118,3,0,27,0,1,154,333
35042,"Huron--Bruce/Huron--Bruce"," 198","Bluewater",8,99,1,1,43,0,0,152,349
35042,"Huron--Bruce/Huron--Bruce"," 199","Bluewater",10,122,3,1,84,0,0,220,379
35042,"Huron--Bruce/Huron--Bruce"," 200","Bluewater",9,148,5,1,73,1,0,237,397
35042,"Huron--Bruce/Huron--Bruce"," 201","Bluewater",3,144,8,1,71,2,1,230,378
35042,"Huron--Bruce/Huron--Bruce"," 202","Bluewater",4,114,3,0,73,2,2,198,390
35042,"Huron--Bruce/Huron--Bruce"," 203","South Huron",4,82,0,0,43,1,2,132,328
35042,"Huron--Bruce/Huron--Bruce"," 204","South Huron",3,90,1,1,29,0,0,124,346
35042,"Huron--Bruce/Huron--Bruce"," 205","South Huron",7,111,1,0,85,0,0,204,498
35042,"Huron--Bruce/Huron--Bruce"," 206","South Huron",6,90,0,0,55,3,1,155,374
35042,"Huron--Bruce/Huron--Bruce"," 207","South Huron",4,114,0,1,48,0,0,167,461
35042,"Huron--Bruce/Huron--Bruce"," 208","South Huron",5,86,5,0,52,0,0,148,365
35042,"Huron--Bruce/Huron--Bruce"," 209","South Huron",5,62,0,0,40,2,0,109,304
35042,"Huron--Bruce/Huron--Bruce"," 210","South Huron",14,76,1,0,27,1,1,120,333
35042,"Huron--Bruce/Huron--Bruce"," 211","South Huron",10,65,1,1,29,0,0,106,324
35042,"Huron--Bruce/Huron--Bruce"," 212","South Huron",5,86,5,0,30,0,0,126,345
35042,"Huron--Bruce/Huron--Bruce"," 213","South Huron",3,71,0,0,31,0,0,105,312
35042,"Huron--Bruce/Huron--Bruce"," 214","South Huron",7,161,2,1,43,1,1,216,359
35042,"Huron--Bruce/Huron--Bruce"," 215","South Huron",8,74,1,2,39,1,0,125,349
35042,"Huron--Bruce/Huron--Bruce"," 216","South Huron",5,53,2,0,37,0,2,99,333
35042,"Huron--Bruce/Huron--Bruce"," 217","Bluewater",11,217,5,1,67,2,5,308,469
35042,"Huron--Bruce/Huron--Bruce"," 218","Bluewater",15,154,1,0,97,3,1,271,493
35042,"Huron--Bruce/Huron--Bruce"," 219","South Huron",9,130,4,2,61,2,0,208,537
35042,"Huron--Bruce/Huron--Bruce"," 220","South Huron",6,126,2,1,41,1,0,177,388
35042,"Huron--Bruce/Huron--Bruce"," 221","South Huron",11,253,2,1,54,0,0,321,501
35042,"Huron--Bruce/Huron--Bruce"," 222","South Huron",3,156,5,1,47,1,0,213,338
35042,"Huron--Bruce/Huron--Bruce"," 223","South Huron",15,112,4,0,115,2,1,249,374
35042,"Huron--Bruce/Huron--Bruce"," 224","South Huron",14,78,1,0,104,1,3,201,307
35042,"Huron--Bruce/Huron--Bruce"," 225","South Huron",2,185,2,0,95,0,0,284,451
35042,"Huron--Bruce/Huron--Bruce"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,31
35042,"Huron--Bruce/Huron--Bruce"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,80
35042,"Huron--Bruce/Huron--Bruce"," 502","Mobile poll/Bureau itinérant",3,37,2,1,54,4,2,103,82
35042,"Huron--Bruce/Huron--Bruce"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,46
35042,"Huron--Bruce/Huron--Bruce"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,64
35042,"Huron--Bruce/Huron--Bruce"," 505","Mobile poll/Bureau itinérant",5,38,3,0,30,1,7,84,70
35042,"Huron--Bruce/Huron--Bruce"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,,50
35042,"Huron--Bruce/Huron--Bruce"," 507","Mobile poll/Bureau itinérant",6,45,2,0,63,1,0,117,51
35042,"Huron--Bruce/Huron--Bruce"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,22
35042,"Huron--Bruce/Huron--Bruce"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,15
35042,"Huron--Bruce/Huron--Bruce"," 510","Mobile poll/Bureau itinérant",4,37,1,0,19,2,4,67,52
35042,"Huron--Bruce/Huron--Bruce"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,,25
35042,"Huron--Bruce/Huron--Bruce"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,48
35042,"Huron--Bruce/Huron--Bruce"," 513","Mobile poll/Bureau itinérant",7,35,1,1,22,1,0,67,83
35042,"Huron--Bruce/Huron--Bruce"," 514","Goderich",4,20,1,0,13,0,2,40,131
35042,"Huron--Bruce/Huron--Bruce"," 515","Mobile poll/Bureau itinérant",6,70,2,2,64,0,1,145,129
35042,"Huron--Bruce/Huron--Bruce"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,,82
35042,"Huron--Bruce/Huron--Bruce"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,,19
35042,"Huron--Bruce/Huron--Bruce"," 518","Mobile poll/Bureau itinérant",2,48,2,0,30,0,4,86,166
35042,"Huron--Bruce/Huron--Bruce"," 519","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,,47
35042,"Huron--Bruce/Huron--Bruce"," 520","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,25
35042,"Huron--Bruce/Huron--Bruce"," 521","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°523,,,,,,,,48
35042,"Huron--Bruce/Huron--Bruce"," 522","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°523,,,,,,,,82
35042,"Huron--Bruce/Huron--Bruce"," 523","Mobile poll/Bureau itinérant",4,67,5,2,31,3,1,113,92
35042,"Huron--Bruce/Huron--Bruce"," 600","Saugeen Shores",46,672,12,5,1370,4,3,2112,
35042,"Huron--Bruce/Huron--Bruce"," 601","Saugeen Shores",45,845,18,2,1567,3,7,2487,
35042,"Huron--Bruce/Huron--Bruce"," 602","Kincardine",9,278,15,0,328,0,1,631,
35042,"Huron--Bruce/Huron--Bruce"," 603","Walkerton",30,590,21,2,455,3,5,1106,
35042,"Huron--Bruce/Huron--Bruce"," 604","Kincardine",21,340,5,1,348,2,0,717,
35042,"Huron--Bruce/Huron--Bruce"," 605","Kincardine",51,537,6,4,902,3,8,1511,
35042,"Huron--Bruce/Huron--Bruce"," 606","Brockton",49,843,37,2,727,8,13,1679,
35042,"Huron--Bruce/Huron--Bruce"," 607","Walkerton",17,431,15,1,307,2,4,777,
35042,"Huron--Bruce/Huron--Bruce"," 608","Wingham",25,388,7,3,189,2,5,619,
35042,"Huron--Bruce/Huron--Bruce"," 609","Lucknow",25,731,9,3,389,9,0,1166,
35042,"Huron--Bruce/Huron--Bruce"," 610","Kincardine",7,344,7,1,513,2,0,874,
35042,"Huron--Bruce/Huron--Bruce"," 611","Goderich",10,188,4,0,177,2,1,382,
