Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Jill Declare,Alexandre Deschênes,Jean-Jacques Desgranges,Greg Fergus,Alice Grondin,Pascale Matecki,Frédéric Morin-Paquette,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24028,"Hull--Aylmer/Hull--Aylmer"," 22","Gatineau",17,0,0,97,25,2,4,3,148,445
24028,"Hull--Aylmer/Hull--Aylmer"," 23","Gatineau",16,0,0,76,14,5,10,1,122,381
24028,"Hull--Aylmer/Hull--Aylmer"," 24","Gatineau",20,1,2,96,36,1,4,0,160,383
24028,"Hull--Aylmer/Hull--Aylmer"," 25","Gatineau",25,1,0,36,12,2,0,2,78,408
24028,"Hull--Aylmer/Hull--Aylmer"," 26","Gatineau",21,1,2,78,14,7,3,0,126,408
24028,"Hull--Aylmer/Hull--Aylmer"," 27","Gatineau",31,1,1,109,37,10,1,2,192,440
24028,"Hull--Aylmer/Hull--Aylmer"," 28","Gatineau",28,1,2,93,30,6,4,0,164,462
24028,"Hull--Aylmer/Hull--Aylmer"," 29","Gatineau",31,2,1,82,33,10,10,1,170,346
24028,"Hull--Aylmer/Hull--Aylmer"," 30","Gatineau",34,1,1,95,33,10,12,0,186,425
24028,"Hull--Aylmer/Hull--Aylmer"," 31","Gatineau",9,1,1,73,27,9,8,0,128,326
24028,"Hull--Aylmer/Hull--Aylmer"," 32","Gatineau",37,0,1,86,20,8,3,2,157,343
24028,"Hull--Aylmer/Hull--Aylmer"," 33","Gatineau",19,2,2,70,17,10,8,0,128,345
24028,"Hull--Aylmer/Hull--Aylmer"," 34","Gatineau",37,0,0,82,25,8,2,0,154,383
24028,"Hull--Aylmer/Hull--Aylmer"," 35","Gatineau",42,0,1,43,16,2,2,2,108,400
24028,"Hull--Aylmer/Hull--Aylmer"," 36","Gatineau",21,0,0,70,18,10,2,2,123,318
24028,"Hull--Aylmer/Hull--Aylmer"," 37","Gatineau",16,0,1,70,25,10,2,1,125,315
24028,"Hull--Aylmer/Hull--Aylmer"," 38","Gatineau",27,4,1,83,32,15,4,3,169,472
24028,"Hull--Aylmer/Hull--Aylmer"," 39","Gatineau",35,0,0,56,17,9,4,3,124,344
24028,"Hull--Aylmer/Hull--Aylmer"," 40","Gatineau",27,0,0,59,12,9,7,2,116,354
24028,"Hull--Aylmer/Hull--Aylmer"," 41","Gatineau",17,1,1,64,25,11,3,1,123,352
24028,"Hull--Aylmer/Hull--Aylmer"," 42","Gatineau",36,1,1,105,34,7,8,3,195,422
24028,"Hull--Aylmer/Hull--Aylmer"," 43","Gatineau",18,0,1,81,26,9,7,1,143,325
24028,"Hull--Aylmer/Hull--Aylmer"," 44","Gatineau",27,3,4,75,39,11,8,3,170,370
24028,"Hull--Aylmer/Hull--Aylmer"," 45","Gatineau",16,1,2,64,16,7,2,1,109,336
24028,"Hull--Aylmer/Hull--Aylmer"," 46","Gatineau",46,1,4,74,6,10,5,4,150,403
24028,"Hull--Aylmer/Hull--Aylmer"," 47","Gatineau",55,1,2,110,32,10,4,0,214,604
24028,"Hull--Aylmer/Hull--Aylmer"," 48","Gatineau",21,0,0,67,13,6,3,1,111,337
24028,"Hull--Aylmer/Hull--Aylmer"," 49","Gatineau",23,1,2,87,14,20,4,1,152,483
24028,"Hull--Aylmer/Hull--Aylmer"," 50","Gatineau",23,2,0,124,19,2,4,0,174,513
24028,"Hull--Aylmer/Hull--Aylmer"," 51","Gatineau",16,2,1,47,15,10,1,2,94,385
24028,"Hull--Aylmer/Hull--Aylmer"," 52","Gatineau",20,0,1,47,12,10,3,13,106,358
24028,"Hull--Aylmer/Hull--Aylmer"," 53","Gatineau",14,0,1,32,6,3,2,0,58,312
24028,"Hull--Aylmer/Hull--Aylmer"," 54","Gatineau",21,5,2,70,9,9,4,0,120,317
24028,"Hull--Aylmer/Hull--Aylmer"," 55","Gatineau",17,0,1,39,13,12,2,3,87,321
24028,"Hull--Aylmer/Hull--Aylmer"," 56","Gatineau",24,0,1,65,12,19,3,3,127,418
24028,"Hull--Aylmer/Hull--Aylmer"," 57","Gatineau",31,0,1,82,29,17,1,1,162,634
24028,"Hull--Aylmer/Hull--Aylmer"," 58","Gatineau",28,0,3,81,19,11,4,1,147,359
24028,"Hull--Aylmer/Hull--Aylmer"," 59","Gatineau",33,1,1,115,46,22,9,0,227,392
24028,"Hull--Aylmer/Hull--Aylmer"," 60","Gatineau",16,2,3,59,20,15,6,2,123,320
24028,"Hull--Aylmer/Hull--Aylmer"," 61","Gatineau",20,2,0,89,39,24,10,1,185,345
24028,"Hull--Aylmer/Hull--Aylmer"," 62","Gatineau",29,0,2,57,23,15,3,3,132,331
24028,"Hull--Aylmer/Hull--Aylmer"," 63","Gatineau",17,3,2,44,19,12,1,3,101,307
24028,"Hull--Aylmer/Hull--Aylmer"," 64","Gatineau",20,0,1,48,14,7,2,1,93,354
24028,"Hull--Aylmer/Hull--Aylmer"," 65","Gatineau",22,0,0,48,8,3,0,0,81,328
24028,"Hull--Aylmer/Hull--Aylmer"," 66","Gatineau",22,0,1,59,19,6,5,1,113,350
24028,"Hull--Aylmer/Hull--Aylmer"," 67","Gatineau",30,0,0,52,17,6,2,2,109,367
24028,"Hull--Aylmer/Hull--Aylmer"," 68","Gatineau",17,1,3,49,16,12,2,1,101,353
24028,"Hull--Aylmer/Hull--Aylmer"," 69","Gatineau",19,0,1,62,22,7,2,0,113,367
24028,"Hull--Aylmer/Hull--Aylmer"," 70","Gatineau",22,1,2,60,18,14,6,0,123,383
24028,"Hull--Aylmer/Hull--Aylmer"," 71","Gatineau",14,2,0,41,9,8,0,2,76,384
24028,"Hull--Aylmer/Hull--Aylmer"," 72","Gatineau",27,1,3,74,17,7,6,3,138,367
24028,"Hull--Aylmer/Hull--Aylmer"," 73","Gatineau",21,0,1,50,37,11,6,0,126,395
24028,"Hull--Aylmer/Hull--Aylmer"," 74","Gatineau",10,2,2,22,19,5,4,0,64,312
24028,"Hull--Aylmer/Hull--Aylmer"," 75","Gatineau",30,0,0,58,10,13,1,3,115,383
24028,"Hull--Aylmer/Hull--Aylmer"," 76","Gatineau",23,0,3,80,18,22,4,3,153,445
24028,"Hull--Aylmer/Hull--Aylmer"," 77","Gatineau",14,2,1,63,11,23,2,1,117,416
24028,"Hull--Aylmer/Hull--Aylmer"," 78","Gatineau",24,0,2,80,16,15,5,1,143,487
24028,"Hull--Aylmer/Hull--Aylmer"," 79","Gatineau",43,1,1,122,22,12,7,3,211,559
24028,"Hull--Aylmer/Hull--Aylmer"," 80","Gatineau",16,0,0,50,12,3,2,1,84,312
24028,"Hull--Aylmer/Hull--Aylmer"," 81","Gatineau",18,0,3,51,13,8,7,1,101,321
24028,"Hull--Aylmer/Hull--Aylmer"," 82","Gatineau",21,1,0,65,8,6,0,1,102,324
24028,"Hull--Aylmer/Hull--Aylmer"," 83","Gatineau",18,0,0,42,12,13,2,0,87,322
24028,"Hull--Aylmer/Hull--Aylmer"," 84","Gatineau",27,1,0,74,20,14,6,0,142,360
24028,"Hull--Aylmer/Hull--Aylmer"," 85","Gatineau",16,0,2,81,12,8,4,1,124,458
24028,"Hull--Aylmer/Hull--Aylmer"," 86","Gatineau",31,0,2,85,18,9,13,1,159,527
24028,"Hull--Aylmer/Hull--Aylmer"," 87","Gatineau",22,0,0,66,21,5,4,0,118,472
24028,"Hull--Aylmer/Hull--Aylmer"," 88","Gatineau",35,0,2,117,23,19,2,1,199,453
24028,"Hull--Aylmer/Hull--Aylmer"," 89","Gatineau",26,2,1,93,17,4,1,0,144,316
24028,"Hull--Aylmer/Hull--Aylmer"," 90","Gatineau",12,1,0,127,42,4,1,2,189,350
24028,"Hull--Aylmer/Hull--Aylmer"," 91","Gatineau",24,0,0,62,16,7,5,2,116,411
24028,"Hull--Aylmer/Hull--Aylmer"," 92","Gatineau",29,2,3,75,26,13,6,0,154,437
24028,"Hull--Aylmer/Hull--Aylmer"," 93","Gatineau",19,0,2,72,21,12,5,0,131,407
24028,"Hull--Aylmer/Hull--Aylmer"," 94","Gatineau",12,1,0,70,21,5,2,1,112,423
24028,"Hull--Aylmer/Hull--Aylmer"," 95","Gatineau",17,0,0,68,16,15,8,1,125,469
24028,"Hull--Aylmer/Hull--Aylmer"," 96","Gatineau",16,4,0,64,19,24,4,2,133,338
24028,"Hull--Aylmer/Hull--Aylmer"," 97","Gatineau",29,1,5,96,38,10,2,0,181,426
24028,"Hull--Aylmer/Hull--Aylmer"," 98","Gatineau",34,0,1,97,25,12,11,1,181,333
24028,"Hull--Aylmer/Hull--Aylmer"," 99","Gatineau",37,1,1,87,46,23,6,5,206,427
24028,"Hull--Aylmer/Hull--Aylmer"," 100","Gatineau",24,2,2,93,36,21,8,0,186,379
24028,"Hull--Aylmer/Hull--Aylmer"," 101","Gatineau",19,0,0,63,10,7,2,0,101,381
24028,"Hull--Aylmer/Hull--Aylmer"," 102","Gatineau",33,0,0,118,20,11,2,1,185,469
24028,"Hull--Aylmer/Hull--Aylmer"," 103","Gatineau",34,0,3,134,22,6,2,4,205,483
24028,"Hull--Aylmer/Hull--Aylmer"," 104","Gatineau",41,1,0,132,17,4,7,0,202,445
24028,"Hull--Aylmer/Hull--Aylmer"," 105","Gatineau",65,3,2,123,17,8,4,0,222,530
24028,"Hull--Aylmer/Hull--Aylmer"," 106","Gatineau",23,0,0,84,11,4,1,0,123,413
24028,"Hull--Aylmer/Hull--Aylmer"," 107","Gatineau",46,0,1,114,9,6,4,0,180,438
24028,"Hull--Aylmer/Hull--Aylmer"," 108","Gatineau",35,0,0,107,16,4,2,3,167,491
24028,"Hull--Aylmer/Hull--Aylmer"," 109","Gatineau",26,0,3,47,5,3,0,0,84,251
24028,"Hull--Aylmer/Hull--Aylmer"," 110","Gatineau",23,0,4,117,16,7,3,2,172,419
24028,"Hull--Aylmer/Hull--Aylmer"," 111","Gatineau",61,1,0,142,17,14,2,1,238,664
24028,"Hull--Aylmer/Hull--Aylmer"," 112","Gatineau",51,0,0,132,8,8,6,0,205,541
24028,"Hull--Aylmer/Hull--Aylmer"," 113","Gatineau",61,1,1,97,8,11,4,2,185,523
24028,"Hull--Aylmer/Hull--Aylmer"," 114","Gatineau",40,0,2,152,14,7,0,1,216,554
24028,"Hull--Aylmer/Hull--Aylmer"," 115","Gatineau",98,0,2,273,24,20,4,6,427,433
24028,"Hull--Aylmer/Hull--Aylmer"," 116","Gatineau",Combined with No./Résultats combinés à ceux du n°115,,,,,,,,,521
24028,"Hull--Aylmer/Hull--Aylmer"," 117","Gatineau",40,3,2,161,14,14,1,3,238,471
24028,"Hull--Aylmer/Hull--Aylmer"," 118","Gatineau",29,0,2,121,5,8,1,1,167,386
24028,"Hull--Aylmer/Hull--Aylmer"," 119","Gatineau",47,1,3,123,18,16,3,2,213,531
24028,"Hull--Aylmer/Hull--Aylmer"," 120","Gatineau",53,0,0,99,11,7,1,1,172,500
24028,"Hull--Aylmer/Hull--Aylmer"," 121","Gatineau",48,0,2,90,26,8,8,4,186,471
24028,"Hull--Aylmer/Hull--Aylmer"," 122","Gatineau",37,0,0,112,12,11,7,0,179,450
24028,"Hull--Aylmer/Hull--Aylmer"," 123","Gatineau",81,0,3,186,29,16,4,2,321,404
24028,"Hull--Aylmer/Hull--Aylmer"," 124","Gatineau",Combined with No./Résultats combinés à ceux du n°123,,,,,,,,,436
24028,"Hull--Aylmer/Hull--Aylmer"," 125","Gatineau",40,1,0,114,26,3,2,2,188,446
24028,"Hull--Aylmer/Hull--Aylmer"," 126","Gatineau",33,0,1,78,18,12,2,1,145,532
24028,"Hull--Aylmer/Hull--Aylmer"," 127","Gatineau",28,0,2,101,19,6,3,0,159,433
24028,"Hull--Aylmer/Hull--Aylmer"," 128","Gatineau",40,1,2,78,17,5,12,1,156,421
24028,"Hull--Aylmer/Hull--Aylmer"," 129","Gatineau",48,0,2,86,14,5,5,2,162,439
24028,"Hull--Aylmer/Hull--Aylmer"," 130","Gatineau",38,0,2,65,9,13,5,1,133,444
24028,"Hull--Aylmer/Hull--Aylmer"," 131","Gatineau",48,1,1,105,13,11,7,2,188,409
24028,"Hull--Aylmer/Hull--Aylmer"," 132","Gatineau",42,0,1,92,13,15,3,1,167,429
24028,"Hull--Aylmer/Hull--Aylmer"," 133","Gatineau",31,0,1,64,6,5,2,0,109,315
24028,"Hull--Aylmer/Hull--Aylmer"," 134","Gatineau",39,0,0,98,7,10,6,0,160,505
24028,"Hull--Aylmer/Hull--Aylmer"," 135","Gatineau",43,0,0,79,8,11,7,3,151,415
24028,"Hull--Aylmer/Hull--Aylmer"," 136","Gatineau",38,0,0,64,12,16,4,1,135,351
24028,"Hull--Aylmer/Hull--Aylmer"," 137","Gatineau",37,0,0,81,15,9,10,0,152,416
24028,"Hull--Aylmer/Hull--Aylmer"," 138","Gatineau",42,0,0,123,12,6,1,0,184,460
24028,"Hull--Aylmer/Hull--Aylmer"," 139","Gatineau",33,2,2,88,19,11,5,1,161,445
24028,"Hull--Aylmer/Hull--Aylmer"," 140","Gatineau",57,1,0,83,13,6,5,1,166,438
24028,"Hull--Aylmer/Hull--Aylmer"," 141A","Gatineau",29,0,0,45,3,4,1,0,82,249
24028,"Hull--Aylmer/Hull--Aylmer"," 141B","Gatineau",11,2,0,138,25,1,1,3,181,267
24028,"Hull--Aylmer/Hull--Aylmer"," 142","Gatineau",43,2,1,113,18,10,7,1,195,525
24028,"Hull--Aylmer/Hull--Aylmer"," 143","Gatineau",27,0,1,76,8,8,2,2,124,476
24028,"Hull--Aylmer/Hull--Aylmer"," 144","Gatineau",46,0,4,79,11,11,7,1,159,459
24028,"Hull--Aylmer/Hull--Aylmer"," 145","Gatineau",26,1,1,101,15,9,3,3,159,466
24028,"Hull--Aylmer/Hull--Aylmer"," 146","Gatineau",27,1,0,57,6,10,1,2,104,399
24028,"Hull--Aylmer/Hull--Aylmer"," 147","Gatineau",36,1,2,70,15,9,4,0,137,418
24028,"Hull--Aylmer/Hull--Aylmer"," 148","Gatineau",24,0,2,67,6,3,5,3,110,450
24028,"Hull--Aylmer/Hull--Aylmer"," 149","Gatineau",33,0,1,79,14,5,8,0,140,377
24028,"Hull--Aylmer/Hull--Aylmer"," 150","Gatineau",31,0,0,115,19,20,4,2,191,480
24028,"Hull--Aylmer/Hull--Aylmer"," 151","Gatineau",53,0,4,135,16,7,7,1,223,524
24028,"Hull--Aylmer/Hull--Aylmer"," 152","Gatineau",52,1,0,113,16,13,4,1,200,482
24028,"Hull--Aylmer/Hull--Aylmer"," 153","Gatineau",61,3,1,99,35,3,6,1,209,499
24028,"Hull--Aylmer/Hull--Aylmer"," 154","Gatineau",38,0,0,58,5,11,4,3,119,413
24028,"Hull--Aylmer/Hull--Aylmer"," 155","Gatineau",29,0,0,78,9,10,2,0,128,425
24028,"Hull--Aylmer/Hull--Aylmer"," 156","Gatineau",33,0,0,50,17,13,2,4,119,370
24028,"Hull--Aylmer/Hull--Aylmer"," 157","Gatineau",25,0,0,63,14,8,4,0,114,360
24028,"Hull--Aylmer/Hull--Aylmer"," 158","Gatineau",34,1,2,73,11,14,4,0,139,401
24028,"Hull--Aylmer/Hull--Aylmer"," 159","Gatineau",25,1,1,73,14,8,3,1,126,404
24028,"Hull--Aylmer/Hull--Aylmer"," 160","Gatineau",27,0,0,64,10,7,4,1,113,385
24028,"Hull--Aylmer/Hull--Aylmer"," 161","Gatineau",34,3,2,83,16,4,2,0,144,413
24028,"Hull--Aylmer/Hull--Aylmer"," 162","Gatineau",40,0,0,74,8,8,2,2,134,445
24028,"Hull--Aylmer/Hull--Aylmer"," 163","Gatineau",33,0,2,74,15,4,13,1,142,423
24028,"Hull--Aylmer/Hull--Aylmer"," 164","Gatineau",30,0,0,65,16,3,6,2,122,383
24028,"Hull--Aylmer/Hull--Aylmer"," 165","Gatineau",45,1,1,93,24,24,7,0,195,455
24028,"Hull--Aylmer/Hull--Aylmer"," 166","Gatineau",34,0,0,95,13,14,6,1,163,484
24028,"Hull--Aylmer/Hull--Aylmer"," 167","Gatineau",27,0,3,79,16,7,4,3,139,477
24028,"Hull--Aylmer/Hull--Aylmer"," 168","Gatineau",36,0,0,83,8,11,1,1,140,359
24028,"Hull--Aylmer/Hull--Aylmer"," 169","Gatineau",33,1,0,115,27,9,2,1,188,516
24028,"Hull--Aylmer/Hull--Aylmer"," 170","Gatineau",42,2,0,152,24,8,0,0,228,612
24028,"Hull--Aylmer/Hull--Aylmer"," 171","Gatineau",33,0,0,67,7,9,4,3,123,372
24028,"Hull--Aylmer/Hull--Aylmer"," 172","Gatineau",20,1,1,100,24,10,7,1,164,391
24028,"Hull--Aylmer/Hull--Aylmer"," 173","Gatineau",28,0,2,86,17,8,2,0,143,407
24028,"Hull--Aylmer/Hull--Aylmer"," 400","Gatineau",14,0,1,41,5,4,0,2,67,174
24028,"Hull--Aylmer/Hull--Aylmer"," 401","Gatineau",7,0,1,130,31,0,3,5,177,235
24028,"Hull--Aylmer/Hull--Aylmer"," 402","Gatineau",2,1,1,44,9,2,1,0,60,123
24028,"Hull--Aylmer/Hull--Aylmer"," 403","Gatineau",12,0,2,223,33,1,0,1,272,378
24028,"Hull--Aylmer/Hull--Aylmer"," 404","Gatineau",Void/Supprimé,,,,,,,,,
24028,"Hull--Aylmer/Hull--Aylmer"," 405","Gatineau",15,0,1,108,6,1,1,1,133,186
24028,"Hull--Aylmer/Hull--Aylmer"," 500","Gatineau",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,,110
24028,"Hull--Aylmer/Hull--Aylmer"," 501","Gatineau",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,,121
24028,"Hull--Aylmer/Hull--Aylmer"," 502","Gatineau",24,1,4,103,27,4,0,5,168,184
24028,"Hull--Aylmer/Hull--Aylmer"," 503","Mobile poll/Bureau itinérant",8,1,1,50,20,7,2,0,89,91
24028,"Hull--Aylmer/Hull--Aylmer"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,,50
24028,"Hull--Aylmer/Hull--Aylmer"," 505","Mobile poll/Bureau itinérant",6,1,0,35,4,1,0,4,51,113
24028,"Hull--Aylmer/Hull--Aylmer"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,,23
24028,"Hull--Aylmer/Hull--Aylmer"," 507","Mobile poll/Bureau itinérant",4,1,0,22,2,1,1,1,32,182
24028,"Hull--Aylmer/Hull--Aylmer"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,,,73
24028,"Hull--Aylmer/Hull--Aylmer"," 509","Gatineau",10,3,3,45,14,0,0,2,77,83
24028,"Hull--Aylmer/Hull--Aylmer"," 510","Gatineau",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,,98
24028,"Hull--Aylmer/Hull--Aylmer"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°516,,,,,,,,,20
24028,"Hull--Aylmer/Hull--Aylmer"," 512","Gatineau",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,,52
24028,"Hull--Aylmer/Hull--Aylmer"," 513","Gatineau",4,0,0,45,8,2,3,4,66,4
24028,"Hull--Aylmer/Hull--Aylmer"," 514","Gatineau",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,,71
24028,"Hull--Aylmer/Hull--Aylmer"," 515","Mobile poll/Bureau itinérant",6,1,0,96,21,0,0,1,125,153
24028,"Hull--Aylmer/Hull--Aylmer"," 516","Mobile poll/Bureau itinérant",2,3,1,72,7,2,1,1,89,147
24028,"Hull--Aylmer/Hull--Aylmer"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,,,,45
24028,"Hull--Aylmer/Hull--Aylmer"," 518","Gatineau",Combined with No./Résultats combinés à ceux du n°91,,,,,,,,,23
24028,"Hull--Aylmer/Hull--Aylmer"," 519","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°520,,,,,,,,,19
24028,"Hull--Aylmer/Hull--Aylmer"," 520","Mobile poll/Bureau itinérant",9,1,1,58,4,4,0,1,78,91
24028,"Hull--Aylmer/Hull--Aylmer"," 600","Gatineau",199,4,8,1380,308,78,29,12,2018,
24028,"Hull--Aylmer/Hull--Aylmer"," 601","Gatineau",170,1,1,764,188,37,19,9,1189,
24028,"Hull--Aylmer/Hull--Aylmer"," 602","Gatineau",138,5,15,673,219,42,29,7,1128,
24028,"Hull--Aylmer/Hull--Aylmer"," 603","Gatineau",132,2,9,625,188,54,17,15,1042,
24028,"Hull--Aylmer/Hull--Aylmer"," 604","Gatineau",92,4,5,402,85,46,8,5,647,
24028,"Hull--Aylmer/Hull--Aylmer"," 605","Gatineau",124,9,7,651,114,79,20,14,1018,
24028,"Hull--Aylmer/Hull--Aylmer"," 606","Gatineau",138,10,7,664,226,87,17,10,1159,
24028,"Hull--Aylmer/Hull--Aylmer"," 607","Gatineau",124,5,10,799,203,102,17,7,1267,
24028,"Hull--Aylmer/Hull--Aylmer"," 608","Gatineau",186,5,12,1405,284,115,32,12,2051,
24028,"Hull--Aylmer/Hull--Aylmer"," 609","Gatineau",260,3,2,1240,147,44,17,9,1722,
24028,"Hull--Aylmer/Hull--Aylmer"," 610","Gatineau",285,4,5,1103,105,65,21,6,1594,
24028,"Hull--Aylmer/Hull--Aylmer"," 611","Gatineau",279,5,7,1376,150,54,29,13,1913,
24028,"Hull--Aylmer/Hull--Aylmer"," 612","Gatineau",243,3,9,997,150,56,21,9,1488,
24028,"Hull--Aylmer/Hull--Aylmer"," 613","Gatineau",192,2,12,829,104,73,22,11,1245,
24028,"Hull--Aylmer/Hull--Aylmer"," 614","Gatineau",209,5,10,785,99,58,27,9,1202,
24028,"Hull--Aylmer/Hull--Aylmer"," 615","Gatineau",262,2,4,1100,120,65,30,12,1595,
24028,"Hull--Aylmer/Hull--Aylmer",,Group 1/Groupe 1, 131,2,4,665,83,78,29,46,1038,416
24028,"Hull--Aylmer/Hull--Aylmer",,Group 2/Groupe 2, 210,5,5,1094,160,78,30,51,1633,
