Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Doug Shipley,Michael Speers,Greg Taylor,Gabriela Trujillo,Rose Zacharias,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 22","Oro-Medonte",93,0,3,5,55,0,156,436
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 23","Oro-Medonte",91,0,3,2,56,0,152,472
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 24","Oro-Medonte",139,1,6,4,84,0,234,469
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 25","Oro-Medonte",100,0,5,4,95,1,205,518
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 26","Oro-Medonte",117,0,3,3,94,0,217,487
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 27","Oro-Medonte",83,2,4,2,79,0,170,466
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 28","Oro-Medonte",97,0,0,4,79,0,180,550
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 29","Oro-Medonte",47,0,1,3,63,0,114,339
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 30","Oro-Medonte",131,0,3,2,100,0,236,567
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 31","Oro-Medonte",135,0,0,0,68,2,205,486
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 32","Oro-Medonte",170,1,2,4,76,0,253,459
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 33","Oro-Medonte",84,2,4,6,48,1,145,449
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 34","Oro-Medonte",104,0,2,7,78,0,191,474
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 35","Oro-Medonte",84,0,1,0,78,0,163,478
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 36","Oro-Medonte",86,0,4,6,48,1,145,447
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 37","Oro-Medonte",73,0,1,3,54,0,131,409
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 38","Oro-Medonte",102,0,3,1,84,0,190,478
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 39","Oro-Medonte",101,0,1,1,60,1,164,447
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 40","Springwater",64,0,3,2,40,1,110,428
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 41","Oro-Medonte",108,2,2,4,58,0,174,457
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 42","Springwater",109,1,3,7,57,3,180,567
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 43","Springwater",115,3,3,2,68,3,194,605
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 44","Springwater",103,1,3,6,51,0,164,482
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 45","Springwater",103,0,1,11,54,1,170,447
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 46","Oro-Medonte",94,0,0,4,82,1,181,529
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 47","Oro-Medonte",79,0,2,2,55,0,138,452
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 48","Springwater",115,0,4,3,48,0,170,442
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 49","Springwater",86,0,1,0,34,0,121,427
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 50","Springwater",109,1,0,1,63,1,175,411
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 51","Springwater",127,0,3,4,48,0,182,465
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 52","Oro-Medonte",98,1,4,1,40,0,144,461
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 53","Oro-Medonte",74,0,0,2,35,0,111,482
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 54","Oro-Medonte",112,0,2,3,41,2,160,448
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 55","Oro-Medonte",99,0,1,5,51,0,156,427
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 56","Springwater",154,3,4,4,100,1,266,507
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 57","Springwater",71,0,2,1,62,1,137,460
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 58","Springwater",93,0,2,3,79,0,177,457
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 59","Springwater",110,0,3,1,72,1,187,568
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 60","Springwater",87,1,0,1,85,0,174,565
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 61","Springwater",130,0,5,5,88,1,229,609
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 62","Springwater",89,0,3,3,29,1,125,395
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 63","Springwater",112,0,6,3,52,0,173,492
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 64","Springwater",75,1,1,3,40,0,120,405
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 65","Springwater",96,1,2,0,51,0,150,460
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 66","Oro-Medonte",123,0,4,7,49,0,183,490
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 67","Oro-Medonte",89,0,2,1,49,0,141,410
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 68","Oro-Medonte",87,1,1,5,46,0,140,393
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 69","Oro-Medonte",54,0,1,4,44,0,103,312
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 70","Barrie",74,0,1,1,76,1,153,500
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 71","Barrie",69,2,5,6,58,3,143,398
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 72","Barrie",102,1,5,5,105,3,221,601
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 73","Barrie",75,0,3,4,61,1,144,444
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 74","Barrie",80,0,0,6,73,5,164,342
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 75","Barrie",91,1,3,10,68,0,173,560
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 76","Barrie",56,1,4,5,49,1,116,473
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 77","Barrie",103,0,0,8,75,3,189,537
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 78","Barrie",127,1,2,8,66,0,204,532
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 79","Barrie",58,1,2,5,47,2,115,498
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 80","Barrie",73,0,4,5,54,1,137,498
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 81","Barrie",85,4,2,4,62,1,158,522
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 82","Barrie",75,0,1,2,59,0,137,455
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 83","Barrie",91,1,1,4,55,0,152,481
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 84","Barrie",98,0,3,6,60,0,167,504
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 85","Barrie",90,0,2,5,61,0,158,506
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 86","Barrie",100,0,1,10,72,0,183,533
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 87","Barrie",115,1,5,7,79,3,210,576
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 88","Barrie",104,1,4,10,68,0,187,520
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 89","Barrie",117,0,4,5,76,0,202,579
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 90","Barrie",86,0,0,10,62,1,159,526
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 91","Barrie",90,1,3,3,58,0,155,452
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 92","Barrie",86,5,3,5,56,1,156,452
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 93","Barrie",71,0,7,2,56,1,137,392
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 94","Barrie",53,1,0,4,74,1,133,395
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 95","Barrie",84,0,3,3,64,0,154,494
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 96","Barrie",70,0,1,3,51,1,126,542
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 97","Barrie",114,1,4,5,66,3,193,589
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 98","Barrie",92,0,3,8,66,1,170,564
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 99","Barrie",103,1,1,6,55,0,166,530
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 100","Barrie",84,1,9,12,101,3,210,546
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 101","Barrie",102,1,2,4,81,3,193,574
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 102","Barrie",76,2,5,7,68,0,158,557
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 103","Barrie",123,0,6,15,106,0,250,674
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 104","Barrie",133,0,4,1,81,0,219,516
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 105","Barrie",126,0,1,2,66,2,197,538
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 106","Barrie",66,0,2,6,57,0,131,443
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 107","Barrie",92,0,2,9,89,1,193,524
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 108","Barrie",95,0,4,3,94,1,197,572
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 109","Barrie",85,0,1,5,60,0,151,507
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 110","Barrie",57,1,4,4,36,0,102,344
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 111","Barrie",94,4,3,9,67,0,177,400
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 112","Barrie",96,1,2,10,72,3,184,438
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 113","Barrie",87,0,2,7,53,0,149,406
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 114","Barrie",64,4,2,8,68,3,149,516
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 115","Barrie",72,0,0,3,59,0,134,476
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 116","Barrie",103,0,2,5,81,0,191,542
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 117","Barrie",97,0,1,5,96,0,199,586
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 118","Barrie",99,1,3,7,100,0,210,560
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 119","Barrie",95,1,3,6,73,3,181,548
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 120","Barrie",98,0,1,6,133,2,240,555
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 121","Barrie",90,2,1,5,88,0,186,412
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 122","Barrie",71,0,3,9,60,0,143,432
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 123","Barrie",83,3,2,7,62,0,157,422
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 124","Barrie",81,0,5,6,57,3,152,621
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 125","Barrie",Combined with No./Résultats combinés à ceux du n°408,,,,,,,570
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 126","Barrie",100,1,1,5,67,2,176,545
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 127","Barrie",61,0,3,6,44,0,114,387
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 128","Barrie",71,0,1,4,84,0,160,461
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 129","Barrie",80,0,4,4,63,1,152,547
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 130","Barrie",57,0,7,4,55,0,123,549
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 131","Barrie",94,0,1,6,75,1,177,479
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 132","Barrie",106,1,4,6,84,2,203,586
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 133","Barrie",99,0,3,15,70,3,190,511
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 134","Barrie",70,0,1,5,90,1,167,510
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 135","Barrie",42,0,1,0,81,3,127,502
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 136","Barrie",72,0,5,5,109,0,191,517
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 137","Barrie",93,0,1,2,114,0,210,722
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 138","Barrie",61,0,2,6,45,0,114,419
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 139","Barrie",43,0,2,8,55,1,109,413
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 140","Barrie",74,1,3,6,57,0,141,459
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 141","Barrie",37,0,3,1,35,0,76,288
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 142","Barrie",33,0,1,1,55,3,93,317
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 143","Barrie",87,2,0,2,92,0,183,512
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 144","Barrie",120,0,4,4,79,0,207,576
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 145","Barrie",62,0,2,8,56,0,128,451
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 146","Barrie",85,1,2,5,57,2,152,480
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 147","Barrie",115,1,0,13,112,0,241,609
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 148","Barrie",78,0,2,4,45,2,131,454
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 149","Barrie",88,1,2,5,69,2,167,560
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 150","Barrie",90,1,1,0,123,1,216,336
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 151","Barrie",126,1,4,8,88,2,229,582
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 152","Barrie",141,1,2,2,94,0,240,549
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 153","Barrie",91,0,3,7,57,0,158,542
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 154","Barrie",105,0,3,4,54,0,166,571
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 155","Barrie",86,0,5,9,45,1,146,474
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 156","Barrie",71,0,1,7,147,1,227,343
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 157","Barrie",118,0,3,2,148,2,273,413
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 158","Barrie",40,0,3,8,44,0,95,524
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 159","Barrie",106,0,4,8,60,2,180,602
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 160","Barrie",124,3,6,12,91,4,240,670
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 161","Barrie",93,0,8,14,66,0,181,549
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 162","Barrie",89,1,5,11,65,2,173,574
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 163","Barrie",112,2,2,5,119,1,241,398
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 164","Springwater",173,0,0,5,79,0,257,786
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 165","Springwater",109,0,2,2,56,0,169,537
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 166","Springwater",86,0,0,1,51,0,138,378
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 167","Springwater",94,0,0,1,60,0,155,399
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 168","Springwater",117,0,2,6,48,0,173,595
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 169","Springwater",67,0,3,4,28,0,102,387
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 170","Springwater",99,0,1,2,66,0,168,517
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 171","Springwater",98,0,1,1,47,0,147,476
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 172","Springwater",90,0,0,0,48,0,138,454
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 173","Springwater",100,0,2,0,41,1,144,471
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 174","Springwater",119,1,2,4,56,1,183,532
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 175","Barrie",82,1,4,4,34,1,126,459
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 176","Barrie",106,0,3,2,73,0,184,583
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 177","Barrie",86,1,2,16,74,0,179,577
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 178","Barrie",108,0,1,3,66,1,179,553
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 179","Barrie",85,2,4,5,66,0,162,438
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 180","Barrie",127,0,3,4,89,0,223,588
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 181","Barrie",89,0,3,8,77,2,179,547
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 182","Barrie",116,0,1,10,89,0,216,554
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 183","Barrie",123,0,0,5,59,3,190,504
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 184","Barrie",108,0,1,4,66,0,179,437
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 400","Barrie",41,0,1,2,39,2,85,99
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 401","Barrie",12,3,1,4,16,1,37,108
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 402","Barrie",40,0,1,3,55,1,100,189
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 403","Barrie",21,0,2,4,26,1,54,118
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 404","Barrie",47,0,2,1,65,2,117,161
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 405","Barrie",51,0,5,8,53,5,122,170
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 406","Barrie",57,0,0,6,90,0,153,227
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 407","Barrie",62,0,5,14,55,1,137,319
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 408","Barrie",108,0,12,6,99,0,225,190
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 409","Barrie",41,2,0,5,53,10,111,153
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,44
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,11
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 502","Mobile poll/Bureau itinérant",29,2,2,1,17,2,53,82
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,53
35005,"Barrie--Springwater--Oro-Medonte/Barrie--Springwater--Oro-Medonte"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,51
