Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Shawn Cartlidge,Jim Johnston,Kent Keenan,Taylor McIntosh,Lianne Rood,Cynthia Workman,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35059,"Middlesex--London/Middlesex--London"," 27","McGillivray",0,3,35,2,115,2,0,157,337
35059,"Middlesex--London/Middlesex--London"," 28","North Middlesex",0,2,26,1,120,2,1,152,359
35059,"Middlesex--London/Middlesex--London"," 29","North Middlesex",0,1,43,18,104,1,0,167,476
35059,"Middlesex--London/Middlesex--London"," 30","North Middlesex",0,2,41,8,100,6,0,157,471
35059,"Middlesex--London/Middlesex--London"," 31","North Middlesex",1,4,57,10,101,0,0,173,498
35059,"Middlesex--London/Middlesex--London"," 32","North Middlesex",0,4,43,6,113,2,2,170,349
35059,"Middlesex--London/Middlesex--London"," 33","Maple Grove",0,3,57,13,120,1,0,194,349
35059,"Middlesex--London/Middlesex--London"," 34","Bryanston",0,3,50,8,117,0,1,179,361
35059,"Middlesex--London/Middlesex--London"," 35","Ballymote",0,3,76,15,105,4,0,203,349
35059,"Middlesex--London/Middlesex--London"," 36","Ilderton--Birr",0,8,54,4,86,0,0,152,372
35059,"Middlesex--London/Middlesex--London"," 37","Denfield",0,2,54,7,85,2,0,150,380
35059,"Middlesex--London/Middlesex--London"," 38","Ilderton",0,1,44,2,51,0,0,98,321
35059,"Middlesex--London/Middlesex--London"," 39","Middlesex Centre",0,2,108,2,141,3,2,258,597
35059,"Middlesex--London/Middlesex--London"," 40","Ilderton",0,5,79,5,117,1,0,207,516
35059,"Middlesex--London/Middlesex--London"," 41","Middlesex Centre",0,0,92,5,78,0,1,176,546
35059,"Middlesex--London/Middlesex--London"," 42","Middlesex Centre",0,2,97,13,71,1,0,184,529
35059,"Middlesex--London/Middlesex--London"," 43","Arva",2,3,67,4,70,0,0,146,410
35059,"Middlesex--London/Middlesex--London"," 44","Ilderton",2,1,85,5,109,0,0,202,568
35059,"Middlesex--London/Middlesex--London"," 45","Telfer",1,2,60,5,81,1,1,151,412
35059,"Middlesex--London/Middlesex--London"," 46","London",0,1,66,14,96,6,0,183,502
35059,"Middlesex--London/Middlesex--London"," 47","London",0,4,103,6,104,1,1,219,465
35059,"Middlesex--London/Middlesex--London"," 48","London",1,0,108,9,145,3,1,267,559
35059,"Middlesex--London/Middlesex--London"," 49","London",0,2,112,11,104,3,0,232,517
35059,"Middlesex--London/Middlesex--London"," 50","London",0,6,67,10,83,4,0,170,465
35059,"Middlesex--London/Middlesex--London"," 51","London",0,0,106,12,85,0,1,204,422
35059,"Middlesex--London/Middlesex--London"," 52","London",1,10,122,7,94,1,0,235,463
35059,"Middlesex--London/Middlesex--London"," 53","London",0,0,79,12,91,1,0,183,453
35059,"Middlesex--London/Middlesex--London"," 54","London",1,2,103,11,79,0,1,197,412
35059,"Middlesex--London/Middlesex--London"," 55","London",0,3,97,4,103,2,1,210,502
35059,"Middlesex--London/Middlesex--London"," 56","London",0,0,75,13,73,2,0,163,408
35059,"Middlesex--London/Middlesex--London"," 57","Thames Centre",0,1,37,14,118,3,0,173,379
35059,"Middlesex--London/Middlesex--London"," 58","Thames Centre",0,1,49,11,97,4,1,163,347
35059,"Middlesex--London/Middlesex--London"," 59","Thames Centre",0,4,81,14,119,0,3,221,461
35059,"Middlesex--London/Middlesex--London"," 60","Thames Centre",2,2,76,15,145,1,1,242,481
35059,"Middlesex--London/Middlesex--London"," 61","London",0,4,73,10,103,1,0,191,463
35059,"Middlesex--London/Middlesex--London"," 62","London",0,3,93,28,73,3,0,200,453
35059,"Middlesex--London/Middlesex--London"," 63","London",0,2,94,13,55,3,1,168,488
35059,"Middlesex--London/Middlesex--London"," 64","London",1,0,125,11,116,3,2,258,586
35059,"Middlesex--London/Middlesex--London"," 65","London",1,1,119,11,108,0,3,243,514
35059,"Middlesex--London/Middlesex--London"," 66","London",0,5,131,9,127,0,0,272,788
35059,"Middlesex--London/Middlesex--London"," 67","London",0,5,78,19,79,2,1,184,449
35059,"Middlesex--London/Middlesex--London"," 68","London",0,3,119,10,69,2,2,205,482
35059,"Middlesex--London/Middlesex--London"," 69","London",0,2,89,27,75,1,0,194,484
35059,"Middlesex--London/Middlesex--London"," 70","London",0,2,61,5,85,1,2,156,573
35059,"Middlesex--London/Middlesex--London"," 71","London",0,1,88,22,57,2,1,171,535
35059,"Middlesex--London/Middlesex--London"," 72","London",0,4,76,17,58,1,1,157,444
35059,"Middlesex--London/Middlesex--London"," 73","London",0,1,75,5,58,1,0,140,545
35059,"Middlesex--London/Middlesex--London"," 74","London",0,1,63,6,68,0,0,138,509
35059,"Middlesex--London/Middlesex--London"," 75","London",0,2,60,5,66,0,1,134,519
35059,"Middlesex--London/Middlesex--London"," 76","London",0,1,92,4,66,4,1,168,544
35059,"Middlesex--London/Middlesex--London"," 77","London",0,2,101,7,53,0,0,163,578
35059,"Middlesex--London/Middlesex--London"," 78","London",1,2,89,7,64,1,1,165,558
35059,"Middlesex--London/Middlesex--London"," 79","London",0,1,126,12,145,0,1,285,847
35059,"Middlesex--London/Middlesex--London"," 80","London",0,1,96,4,93,0,1,195,620
35059,"Middlesex--London/Middlesex--London"," 81","London",0,0,72,2,44,0,1,119,444
35059,"Middlesex--London/Middlesex--London"," 82","London",0,0,42,2,52,2,2,100,360
35059,"Middlesex--London/Middlesex--London"," 83A","London",0,1,62,10,35,0,1,109,366
35059,"Middlesex--London/Middlesex--London"," 83B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,,120
35059,"Middlesex--London/Middlesex--London"," 84","London",1,1,101,3,104,1,2,213,581
35059,"Middlesex--London/Middlesex--London"," 85","London",1,0,116,6,86,2,1,212,572
35059,"Middlesex--London/Middlesex--London"," 86","London",0,0,74,9,46,3,0,132,507
35059,"Middlesex--London/Middlesex--London"," 87","Lambton Shores",0,1,44,1,88,1,0,135,334
35059,"Middlesex--London/Middlesex--London"," 88","London",0,2,105,5,67,3,0,182,533
35059,"Middlesex--London/Middlesex--London"," 89","London",1,1,70,5,74,0,0,151,448
35059,"Middlesex--London/Middlesex--London"," 90","London",0,0,77,3,79,1,0,160,509
35059,"Middlesex--London/Middlesex--London"," 91","London",0,1,97,6,97,2,1,204,537
35059,"Middlesex--London/Middlesex--London"," 92","London",0,0,104,7,115,2,0,228,541
35059,"Middlesex--London/Middlesex--London"," 93","London",0,4,119,15,111,1,4,254,576
35059,"Middlesex--London/Middlesex--London"," 94","London",0,0,96,3,141,0,0,240,592
35059,"Middlesex--London/Middlesex--London"," 95","London",0,0,99,4,98,0,0,201,518
35059,"Middlesex--London/Middlesex--London"," 96","Middlesex Centre",0,3,55,5,119,1,0,183,323
35059,"Middlesex--London/Middlesex--London"," 97","Middlesex Centre",0,2,57,2,60,1,0,122,330
35059,"Middlesex--London/Middlesex--London"," 98","Middlesex Centre",1,0,77,2,94,2,0,176,336
35059,"Middlesex--London/Middlesex--London"," 99","Middlesex Centre",1,6,77,5,101,3,1,194,350
35059,"Middlesex--London/Middlesex--London"," 100","London",0,0,164,13,152,0,1,330,890
35059,"Middlesex--London/Middlesex--London"," 101","London",0,0,105,15,122,0,5,247,777
35059,"Middlesex--London/Middlesex--London"," 102","London",0,1,87,5,119,0,2,214,666
35059,"Middlesex--London/Middlesex--London"," 103A","London",2,0,50,6,63,1,0,122,477
35059,"Middlesex--London/Middlesex--London"," 103B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,60
35059,"Middlesex--London/Middlesex--London"," 104","London",0,1,101,12,64,2,0,180,641
35059,"Middlesex--London/Middlesex--London"," 105","Thames Centre",0,2,51,6,88,4,0,151,451
35059,"Middlesex--London/Middlesex--London"," 106","Thames Centre",0,2,45,16,108,1,1,173,430
35059,"Middlesex--London/Middlesex--London"," 107","Putnam",0,0,49,6,94,1,0,150,390
35059,"Middlesex--London/Middlesex--London"," 108","Thames Centre",6,2,63,5,95,1,0,172,463
35059,"Middlesex--London/Middlesex--London"," 109","Thames Centre",0,3,48,13,90,0,1,155,455
35059,"Middlesex--London/Middlesex--London"," 110","Thames Centre",0,1,68,2,104,0,1,176,437
35059,"Middlesex--London/Middlesex--London"," 111","Dorchester",1,1,63,11,68,0,0,144,332
35059,"Middlesex--London/Middlesex--London"," 112","Thames Centre",0,1,98,8,106,0,0,213,460
35059,"Middlesex--London/Middlesex--London"," 113","Dorchester",0,1,86,5,116,1,0,209,572
35059,"Middlesex--London/Middlesex--London"," 114","Dorchester",0,6,72,5,85,1,0,169,428
35059,"Middlesex--London/Middlesex--London"," 115","Dorchester",0,0,54,3,101,1,0,159,376
35059,"Middlesex--London/Middlesex--London"," 116","Nilestown",0,4,54,10,102,1,0,171,468
35059,"Middlesex--London/Middlesex--London"," 117","Mossley",1,1,42,7,85,1,0,137,361
35059,"Middlesex--London/Middlesex--London"," 118","Gladstone",1,2,45,4,127,3,0,182,437
35059,"Middlesex--London/Middlesex--London"," 119","Gladstone",1,2,31,8,99,4,0,145,384
35059,"Middlesex--London/Middlesex--London"," 120","Middlesex Centre",0,0,50,3,89,0,1,143,444
35059,"Middlesex--London/Middlesex--London"," 121","Komoka",0,2,65,12,121,1,0,201,460
35059,"Middlesex--London/Middlesex--London"," 122","Komoka",0,1,74,3,96,2,1,177,337
35059,"Middlesex--London/Middlesex--London"," 123","Middlesex Centre",0,0,67,3,131,5,0,206,461
35059,"Middlesex--London/Middlesex--London"," 124","Middlesex Centre",0,3,68,5,93,0,0,169,448
35059,"Middlesex--London/Middlesex--London"," 125","Middlesex Centre",0,4,82,7,116,0,1,210,493
35059,"Middlesex--London/Middlesex--London"," 126","Middlesex Centre",0,1,67,2,106,1,0,177,417
35059,"Middlesex--London/Middlesex--London"," 127","Middlesex Centre",0,1,73,7,83,0,0,164,430
35059,"Middlesex--London/Middlesex--London"," 128","Middlesex Centre",0,4,91,11,172,4,4,286,676
35059,"Middlesex--London/Middlesex--London"," 129","Middlesex Centre",0,2,71,2,108,3,0,186,550
35059,"Middlesex--London/Middlesex--London"," 130","Middlesex Centre",0,0,98,8,145,3,0,254,599
35059,"Middlesex--London/Middlesex--London"," 131","Middlesex Centre",0,3,84,5,122,2,0,216,512
35059,"Middlesex--London/Middlesex--London"," 132","Komoka",0,0,69,5,73,1,0,148,364
35059,"Middlesex--London/Middlesex--London"," 133","Komoka",0,1,51,10,70,2,1,135,379
35059,"Middlesex--London/Middlesex--London"," 134","Strathroy-Caradoc",0,3,81,5,110,4,0,203,390
35059,"Middlesex--London/Middlesex--London"," 135","Strathroy-Caradoc",0,0,64,3,132,1,2,202,512
35059,"Middlesex--London/Middlesex--London"," 136","Strathroy-Caradoc",0,2,94,9,116,1,1,223,461
35059,"Middlesex--London/Middlesex--London"," 137","Strathroy-Caradoc",0,2,88,6,132,0,1,229,469
35059,"Middlesex--London/Middlesex--London"," 138","Strathroy-Caradoc",0,3,84,9,129,0,1,226,499
35059,"Middlesex--London/Middlesex--London"," 139","Strathroy-Caradoc",0,4,67,4,94,1,0,170,445
35059,"Middlesex--London/Middlesex--London"," 140","Strathroy-Caradoc",0,1,70,6,105,2,2,186,479
35059,"Middlesex--London/Middlesex--London"," 141","Strathroy-Caradoc",0,0,67,6,92,2,1,168,441
35059,"Middlesex--London/Middlesex--London"," 142","Strathroy-Caradoc",1,1,51,5,126,1,0,185,508
35059,"Middlesex--London/Middlesex--London"," 143","Strathroy-Caradoc",2,4,91,8,101,0,0,206,475
35059,"Middlesex--London/Middlesex--London"," 144","Strathroy-Caradoc",1,2,80,16,97,3,0,199,495
35059,"Middlesex--London/Middlesex--London"," 145","Strathroy-Caradoc",4,5,47,12,73,1,4,146,411
35059,"Middlesex--London/Middlesex--London"," 146","Strathroy-Caradoc",0,3,57,6,115,1,0,182,504
35059,"Middlesex--London/Middlesex--London"," 147","Strathroy-Caradoc",0,1,88,6,108,2,0,205,504
35059,"Middlesex--London/Middlesex--London"," 148","Strathroy-Caradoc",0,5,66,12,117,2,0,202,493
35059,"Middlesex--London/Middlesex--London"," 149","Strathroy-Caradoc",0,3,41,12,63,0,2,121,378
35059,"Middlesex--London/Middlesex--London"," 150","Adelaide-Metcalfe",1,2,57,12,100,1,2,175,416
35059,"Middlesex--London/Middlesex--London"," 151","Adelaide-Metcalfe",2,2,33,4,131,1,0,173,370
35059,"Middlesex--London/Middlesex--London"," 152","Adelaide-Metcalfe",0,1,28,5,85,1,1,121,300
35059,"Middlesex--London/Middlesex--London"," 153","Adelaide-Metcalfe",0,3,43,8,100,3,1,158,365
35059,"Middlesex--London/Middlesex--London"," 154","Strathroy-Caradoc",2,2,47,9,137,4,0,201,424
35059,"Middlesex--London/Middlesex--London"," 155","Belmont",2,1,50,7,98,3,0,161,369
35059,"Middlesex--London/Middlesex--London"," 156","Strathroy-Caradoc",0,4,66,6,129,2,0,207,444
35059,"Middlesex--London/Middlesex--London"," 157A","Strathroy-Caradoc",3,5,34,6,97,1,0,146,341
35059,"Middlesex--London/Middlesex--London"," 157B","Strathroy-Caradoc",Combined with No./Résultats combinés à ceux du n°514,,,,,,,,108
35059,"Middlesex--London/Middlesex--London"," 158","Strathroy-Caradoc",0,1,70,11,133,3,2,220,469
35059,"Middlesex--London/Middlesex--London"," 159","Strathroy-Caradoc",0,6,81,19,111,4,0,221,492
35059,"Middlesex--London/Middlesex--London"," 160","Strathroy-Caradoc",2,4,68,6,82,2,0,164,421
35059,"Middlesex--London/Middlesex--London"," 161","Strathroy-Caradoc",1,4,48,9,83,1,0,146,466
35059,"Middlesex--London/Middlesex--London"," 162","Strathroy-Caradoc",0,3,59,15,121,2,1,201,451
35059,"Middlesex--London/Middlesex--London"," 163","Strathroy-Caradoc",1,3,47,14,127,4,0,196,491
35059,"Middlesex--London/Middlesex--London"," 164","Strathroy",2,3,65,12,135,1,2,220,430
35059,"Middlesex--London/Middlesex--London"," 165","Strathroy-Caradoc",1,5,82,19,118,2,2,229,466
35059,"Middlesex--London/Middlesex--London"," 166","Strathroy-Caradoc",0,2,76,9,112,3,2,204,472
35059,"Middlesex--London/Middlesex--London"," 167","Strathroy-Caradoc",0,3,64,13,113,1,1,195,447
35059,"Middlesex--London/Middlesex--London"," 168","Strathroy-Caradoc",0,1,88,12,114,0,0,215,457
35059,"Middlesex--London/Middlesex--London"," 169","Strathroy",0,1,87,9,135,0,0,232,469
35059,"Middlesex--London/Middlesex--London"," 170","Mount Brydges",0,0,50,12,112,0,0,174,352
35059,"Middlesex--London/Middlesex--London"," 171","Mount Brydges",0,1,37,6,99,2,0,145,353
35059,"Middlesex--London/Middlesex--London"," 172","Mount Brydges",1,0,45,7,96,2,0,151,396
35059,"Middlesex--London/Middlesex--London"," 173","Mount Brydges",0,1,38,7,85,2,0,133,379
35059,"Middlesex--London/Middlesex--London"," 174","Mount Brydges",0,0,45,11,77,0,0,133,389
35059,"Middlesex--London/Middlesex--London"," 175","Mount Brydges",0,1,67,9,108,2,1,188,448
35059,"Middlesex--London/Middlesex--London"," 176","Mount Brydges",1,2,50,5,83,1,2,144,360
35059,"Middlesex--London/Middlesex--London"," 177","Strathroy-Caradoc",0,1,50,6,91,1,0,149,395
35059,"Middlesex--London/Middlesex--London"," 178","Strathroy-Caradoc",0,1,58,9,85,2,1,156,386
35059,"Middlesex--London/Middlesex--London"," 179","Mount Brydges",0,0,39,3,109,0,0,151,363
35059,"Middlesex--London/Middlesex--London"," 180","Mount Brydges",0,2,72,8,125,1,1,209,432
35059,"Middlesex--London/Middlesex--London"," 181","Warwick",0,4,74,5,153,1,2,239,423
35059,"Middlesex--London/Middlesex--London"," 182","Delaware",0,3,92,4,141,0,0,240,402
35059,"Middlesex--London/Middlesex--London"," 183","Delaware",0,5,115,21,136,1,0,278,412
35059,"Middlesex--London/Middlesex--London"," 184","Delaware",0,0,84,22,150,1,1,258,397
35059,"Middlesex--London/Middlesex--London"," 185","Delaware",1,1,106,7,134,5,2,256,391
35059,"Middlesex--London/Middlesex--London"," 186","Delaware West",0,3,68,7,106,2,0,186,359
35059,"Middlesex--London/Middlesex--London"," 187","Middlesex Centre",0,2,63,10,139,1,0,215,355
35059,"Middlesex--London/Middlesex--London"," 188","Mount Brydges",0,5,43,6,99,2,0,155,389
35059,"Middlesex--London/Middlesex--London"," 189","Brooke-Alvinston",0,4,46,5,102,3,1,161,413
35059,"Middlesex--London/Middlesex--London"," 190","Oneida 41",0,2,12,16,9,1,0,40,461
35059,"Middlesex--London/Middlesex--London"," 191","Oneida 41",0,0,22,6,5,3,1,37,460
35059,"Middlesex--London/Middlesex--London"," 192","Chippewas of the Thames First Nation 42",0,5,58,34,21,1,1,120,555
35059,"Middlesex--London/Middlesex--London"," 193","Muncee-Delaware Nation 1",0,1,10,5,2,1,0,19,110
35059,"Middlesex--London/Middlesex--London"," 194","Chippewas of the Thames First Nation 42",1,1,39,8,75,8,1,133,327
35059,"Middlesex--London/Middlesex--London"," 195","Southwest Middlesex",1,2,45,8,104,8,1,169,380
35059,"Middlesex--London/Middlesex--London"," 196","Southwest Middlesex",0,3,49,17,136,5,1,211,414
35059,"Middlesex--London/Middlesex--London"," 197","Southwest Middlesex",0,1,57,9,107,3,1,178,367
35059,"Middlesex--London/Middlesex--London"," 198","Southwest Middlesex",1,3,69,6,124,4,0,207,357
35059,"Middlesex--London/Middlesex--London"," 199","Southwest Middlesex",0,2,53,9,108,1,1,174,338
35059,"Middlesex--London/Middlesex--London"," 200","Southwest Middlesex",0,1,47,3,101,2,0,154,358
35059,"Middlesex--London/Middlesex--London"," 201","Southwest Middlesex",2,3,50,22,89,3,1,170,460
35059,"Middlesex--London/Middlesex--London"," 202","Southwest Middlesex",1,2,36,28,102,3,0,172,396
35059,"Middlesex--London/Middlesex--London"," 203","Southwest Middlesex",1,7,37,11,93,6,1,156,460
35059,"Middlesex--London/Middlesex--London"," 204","Glencoe",1,1,68,17,97,4,0,188,419
35059,"Middlesex--London/Middlesex--London"," 205","Ekfrid",0,5,34,5,90,3,0,137,336
35059,"Middlesex--London/Middlesex--London"," 206","Wardsville",1,5,46,19,110,2,0,183,355
35059,"Middlesex--London/Middlesex--London"," 207","Newbury",8,0,71,25,140,12,3,259,454
35059,"Middlesex--London/Middlesex--London"," 208","Wardsville",2,6,70,14,129,3,1,225,438
35059,"Middlesex--London/Middlesex--London"," 500","Lucan Biddulph",Combined with No./Résultats combinés à ceux du n°9,,,,,,,,20
35059,"Middlesex--London/Middlesex--London"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,,26
35059,"Middlesex--London/Middlesex--London"," 502","Mobile poll/Bureau itinérant",0,3,25,5,27,0,2,62,113
35059,"Middlesex--London/Middlesex--London"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°502,,,,,,,,58
35059,"Middlesex--London/Middlesex--London"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,,61
35059,"Middlesex--London/Middlesex--London"," 505","Mobile poll/Bureau itinérant",0,4,129,11,32,3,3,182,127
35059,"Middlesex--London/Middlesex--London"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°516,,,,,,,,90
35059,"Middlesex--London/Middlesex--London"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°510,,,,,,,,73
35059,"Middlesex--London/Middlesex--London"," 508","London",0,0,67,3,24,0,5,99,141
35059,"Middlesex--London/Middlesex--London"," 509","Mobile poll/Bureau itinérant",3,5,59,11,39,2,4,123,102
35059,"Middlesex--London/Middlesex--London"," 510","Mobile poll/Bureau itinérant",1,2,89,8,43,3,8,154,165
35059,"Middlesex--London/Middlesex--London"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°518,,,,,,,,27
35059,"Middlesex--London/Middlesex--London"," 512","Mobile poll/Bureau itinérant",2,3,31,8,24,0,3,71,93
35059,"Middlesex--London/Middlesex--London"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,83
35059,"Middlesex--London/Middlesex--London"," 514","Strathroy-Caradoc",0,3,54,5,107,1,1,171,156
35059,"Middlesex--London/Middlesex--London"," 515","Strathroy-Caradoc",2,4,23,5,30,0,0,64,157
35059,"Middlesex--London/Middlesex--London"," 516","Mobile poll/Bureau itinérant",1,9,71,4,47,0,4,136,118
35059,"Middlesex--London/Middlesex--London"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,,89
35059,"Middlesex--London/Middlesex--London"," 518","Mobile poll/Bureau itinérant",0,4,14,5,28,2,1,54,43
35059,"Middlesex--London/Middlesex--London"," 519","Mobile poll/Bureau itinérant",3,2,20,4,10,1,1,41,64
35059,"Middlesex--London/Middlesex--London"," 520","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,,,49
35059,"Middlesex--London/Middlesex--London"," 600","Lucan",6,11,620,53,969,14,5,1678,
35059,"Middlesex--London/Middlesex--London"," 601","North Middlesex",4,9,398,51,789,10,2,1263,
35059,"Middlesex--London/Middlesex--London"," 602","Ilderton",1,15,983,44,995,13,1,2052,
35059,"Middlesex--London/Middlesex--London"," 603","Thorndale",1,16,538,51,821,14,3,1444,
35059,"Middlesex--London/Middlesex--London"," 604","Thames Centre",4,12,912,55,925,12,5,1925,
35059,"Middlesex--London/Middlesex--London"," 605","Belmont",3,8,406,33,578,13,2,1043,
35059,"Middlesex--London/Middlesex--London"," 606","London",1,13,595,35,441,6,12,1103,
35059,"Middlesex--London/Middlesex--London"," 607","London",1,6,872,67,568,8,8,1530,
35059,"Middlesex--London/Middlesex--London"," 608","London",2,12,1471,64,799,15,10,2373,
35059,"Middlesex--London/Middlesex--London"," 609","London",4,5,1290,35,763,1,4,2102,
35059,"Middlesex--London/Middlesex--London"," 610","London",2,5,1031,55,798,5,6,1902,
35059,"Middlesex--London/Middlesex--London"," 611","Komoka",0,7,995,55,1017,8,1,2083,
35059,"Middlesex--London/Middlesex--London"," 612","Strathroy",1,6,309,21,351,11,2,701,
35059,"Middlesex--London/Middlesex--London"," 613","Strathroy-Caradoc",4,5,590,40,571,6,4,1220,
35059,"Middlesex--London/Middlesex--London"," 614","Strathroy",2,10,491,60,644,8,6,1221,
35059,"Middlesex--London/Middlesex--London"," 615","Watford",1,7,210,16,318,4,3,559,
35059,"Middlesex--London/Middlesex--London"," 616","Mount Brydges",7,15,670,57,899,12,2,1662,
35059,"Middlesex--London/Middlesex--London"," 617","Oneida 41",0,0,19,5,4,0,0,28,
35059,"Middlesex--London/Middlesex--London"," 618","Chippewas of the Thames First Nation 42",0,3,25,10,13,2,1,54,
35059,"Middlesex--London/Middlesex--London"," 619","Muncee-Delaware Nation 1",0,1,13,1,0,1,0,16,
35059,"Middlesex--London/Middlesex--London"," 620","Glencoe",0,11,218,32,450,7,2,720,
35059,"Middlesex--London/Middlesex--London"," 621","Thamesville",9,12,407,47,569,9,4,1057,
35059,"Middlesex--London/Middlesex--London",,Group 1/Groupe 1, 1,8,444,27,282,4,61,827,258
35059,"Middlesex--London/Middlesex--London",,Group 2/Groupe 2, 13,22,1199,92,1410,15,43,2794,
