Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Ray Aldinger,Godwin Ezizor,Mac Hird,Warren Steinley,Michael Wright,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
47006,"Regina--Lewvan/Regina--Lewvan"," 25","Regina",15,1,63,122,2,2,205,536
47006,"Regina--Lewvan/Regina--Lewvan"," 26","Regina",5,0,49,112,1,0,167,515
47006,"Regina--Lewvan/Regina--Lewvan"," 27","Regina",11,1,49,92,1,1,155,507
47006,"Regina--Lewvan/Regina--Lewvan"," 28","Regina",8,0,53,71,0,3,135,527
47006,"Regina--Lewvan/Regina--Lewvan"," 29","Regina",9,0,40,96,1,0,146,487
47006,"Regina--Lewvan/Regina--Lewvan"," 30","Regina",10,3,66,110,0,0,189,528
47006,"Regina--Lewvan/Regina--Lewvan"," 31","Regina",6,1,48,83,0,0,138,424
47006,"Regina--Lewvan/Regina--Lewvan"," 32","Regina",14,2,61,111,3,1,192,562
47006,"Regina--Lewvan/Regina--Lewvan"," 33","Regina",20,1,46,96,0,0,163,438
47006,"Regina--Lewvan/Regina--Lewvan"," 34","Regina",11,0,77,110,1,1,200,515
47006,"Regina--Lewvan/Regina--Lewvan"," 35","Regina",21,2,66,93,2,1,185,445
47006,"Regina--Lewvan/Regina--Lewvan"," 36","Regina",7,1,57,98,0,0,163,470
47006,"Regina--Lewvan/Regina--Lewvan"," 37","Regina",15,1,32,67,0,0,115,412
47006,"Regina--Lewvan/Regina--Lewvan"," 38","Regina",5,2,47,80,1,0,135,407
47006,"Regina--Lewvan/Regina--Lewvan"," 39","Regina",7,0,55,90,0,2,154,473
47006,"Regina--Lewvan/Regina--Lewvan"," 40","Regina",8,0,55,71,2,0,136,424
47006,"Regina--Lewvan/Regina--Lewvan"," 41","Regina",12,0,57,80,0,0,149,416
47006,"Regina--Lewvan/Regina--Lewvan"," 42","Regina",6,1,51,117,0,1,176,513
47006,"Regina--Lewvan/Regina--Lewvan"," 43","Regina",5,0,46,87,0,1,139,432
47006,"Regina--Lewvan/Regina--Lewvan"," 44","Regina",14,1,41,90,2,0,148,568
47006,"Regina--Lewvan/Regina--Lewvan"," 45","Regina",5,0,43,67,2,0,117,393
47006,"Regina--Lewvan/Regina--Lewvan"," 46","Regina",22,1,52,89,2,0,166,447
47006,"Regina--Lewvan/Regina--Lewvan"," 47","Regina",6,1,38,63,0,0,108,379
47006,"Regina--Lewvan/Regina--Lewvan"," 48","Regina",9,3,70,101,0,0,183,389
47006,"Regina--Lewvan/Regina--Lewvan"," 49","Regina",15,0,55,96,2,0,168,549
47006,"Regina--Lewvan/Regina--Lewvan"," 50","Regina",12,0,41,87,0,0,140,444
47006,"Regina--Lewvan/Regina--Lewvan"," 51","Regina",9,0,75,155,0,1,240,580
47006,"Regina--Lewvan/Regina--Lewvan"," 52","Regina",13,1,58,123,0,1,196,528
47006,"Regina--Lewvan/Regina--Lewvan"," 53","Regina",11,1,73,105,1,1,192,529
47006,"Regina--Lewvan/Regina--Lewvan"," 54","Regina",11,3,41,94,3,2,154,526
47006,"Regina--Lewvan/Regina--Lewvan"," 55","Regina",9,2,41,100,1,0,153,469
47006,"Regina--Lewvan/Regina--Lewvan"," 56","Regina",6,1,35,56,1,0,99,365
47006,"Regina--Lewvan/Regina--Lewvan"," 57","Regina",11,4,55,122,1,0,193,497
47006,"Regina--Lewvan/Regina--Lewvan"," 58","Regina",18,2,53,99,5,1,178,513
47006,"Regina--Lewvan/Regina--Lewvan"," 59","Regina",11,1,32,86,3,0,133,406
47006,"Regina--Lewvan/Regina--Lewvan"," 60","Regina",11,1,40,76,1,0,129,424
47006,"Regina--Lewvan/Regina--Lewvan"," 61","Regina",19,1,45,62,0,1,128,540
47006,"Regina--Lewvan/Regina--Lewvan"," 62","Regina",9,1,37,81,1,0,129,411
47006,"Regina--Lewvan/Regina--Lewvan"," 63","Regina",6,1,57,106,2,0,172,542
47006,"Regina--Lewvan/Regina--Lewvan"," 64","Regina",13,1,42,64,0,2,122,380
47006,"Regina--Lewvan/Regina--Lewvan"," 65","Regina",13,0,54,70,3,2,142,509
47006,"Regina--Lewvan/Regina--Lewvan"," 66","Regina",22,2,53,78,3,4,162,500
47006,"Regina--Lewvan/Regina--Lewvan"," 67","Regina",9,4,35,89,1,1,139,417
47006,"Regina--Lewvan/Regina--Lewvan"," 68","Regina",7,2,56,64,0,0,129,509
47006,"Regina--Lewvan/Regina--Lewvan"," 69","Regina",13,1,48,89,1,3,155,512
47006,"Regina--Lewvan/Regina--Lewvan"," 70","Regina",20,2,64,97,1,0,184,521
47006,"Regina--Lewvan/Regina--Lewvan"," 71A","Regina",7,1,51,50,0,1,110,334
47006,"Regina--Lewvan/Regina--Lewvan"," 71B","Regina",9,0,43,57,0,0,109,322
47006,"Regina--Lewvan/Regina--Lewvan"," 72","Regina",28,0,140,67,4,0,239,339
47006,"Regina--Lewvan/Regina--Lewvan"," 73","Regina",16,3,150,42,0,0,211,430
47006,"Regina--Lewvan/Regina--Lewvan"," 74","Regina",13,1,124,33,2,0,173,439
47006,"Regina--Lewvan/Regina--Lewvan"," 75","Regina",9,1,77,66,0,4,157,545
47006,"Regina--Lewvan/Regina--Lewvan"," 76","Regina",Combined with No./Résultats combinés à ceux du n°72,,,,,,,286
47006,"Regina--Lewvan/Regina--Lewvan"," 77","Regina",17,0,59,55,1,0,132,379
47006,"Regina--Lewvan/Regina--Lewvan"," 78","Regina",13,1,48,64,0,1,127,419
47006,"Regina--Lewvan/Regina--Lewvan"," 79","Regina",8,0,67,89,0,1,165,496
47006,"Regina--Lewvan/Regina--Lewvan"," 80","Regina",23,1,110,46,1,0,181,467
47006,"Regina--Lewvan/Regina--Lewvan"," 81","Regina",12,0,131,49,1,2,195,447
47006,"Regina--Lewvan/Regina--Lewvan"," 82","Regina",10,0,109,45,0,1,165,481
47006,"Regina--Lewvan/Regina--Lewvan"," 83","Regina",20,1,108,46,5,0,180,422
47006,"Regina--Lewvan/Regina--Lewvan"," 84","Regina",11,3,103,26,3,0,146,436
47006,"Regina--Lewvan/Regina--Lewvan"," 85","Regina",8,0,61,28,3,0,100,422
47006,"Regina--Lewvan/Regina--Lewvan"," 86","Regina",20,1,130,123,1,2,277,390
47006,"Regina--Lewvan/Regina--Lewvan"," 87","Regina",Combined with No./Résultats combinés à ceux du n°86,,,,,,,331
47006,"Regina--Lewvan/Regina--Lewvan"," 88","Regina",9,2,68,51,0,0,130,456
47006,"Regina--Lewvan/Regina--Lewvan"," 89","Regina",18,1,72,56,1,0,148,502
47006,"Regina--Lewvan/Regina--Lewvan"," 90","Regina",8,1,75,58,1,1,144,439
47006,"Regina--Lewvan/Regina--Lewvan"," 91","Regina",10,0,110,66,1,0,187,462
47006,"Regina--Lewvan/Regina--Lewvan"," 92","Regina",10,0,71,64,1,2,148,454
47006,"Regina--Lewvan/Regina--Lewvan"," 93","Regina",11,0,62,59,0,1,133,415
47006,"Regina--Lewvan/Regina--Lewvan"," 94","Regina",6,0,92,37,1,2,138,483
47006,"Regina--Lewvan/Regina--Lewvan"," 95","Regina",4,4,65,61,1,0,135,394
47006,"Regina--Lewvan/Regina--Lewvan"," 96","Regina",11,1,63,55,1,0,131,420
47006,"Regina--Lewvan/Regina--Lewvan"," 97","Regina",5,0,89,52,0,1,147,431
47006,"Regina--Lewvan/Regina--Lewvan"," 98","Regina",2,2,75,85,1,0,165,427
47006,"Regina--Lewvan/Regina--Lewvan"," 99","Regina",1,1,69,69,0,3,143,505
47006,"Regina--Lewvan/Regina--Lewvan"," 100","Regina",5,0,52,87,0,1,145,493
47006,"Regina--Lewvan/Regina--Lewvan"," 101","Regina",2,2,41,39,0,0,84,229
47006,"Regina--Lewvan/Regina--Lewvan"," 102","Regina",2,1,79,78,2,3,165,493
47006,"Regina--Lewvan/Regina--Lewvan"," 103","Regina",8,1,53,90,2,0,154,490
47006,"Regina--Lewvan/Regina--Lewvan"," 104","Regina",4,0,80,77,0,1,162,489
47006,"Regina--Lewvan/Regina--Lewvan"," 105","Regina",2,1,59,77,0,1,140,434
47006,"Regina--Lewvan/Regina--Lewvan"," 106","Regina",5,1,68,64,0,1,139,434
47006,"Regina--Lewvan/Regina--Lewvan"," 107","Regina",9,2,47,90,0,2,150,423
47006,"Regina--Lewvan/Regina--Lewvan"," 108","Regina",7,0,66,83,1,5,162,489
47006,"Regina--Lewvan/Regina--Lewvan"," 109","Regina",9,0,40,62,0,2,113,397
47006,"Regina--Lewvan/Regina--Lewvan"," 110","Regina",3,0,49,43,1,1,97,414
47006,"Regina--Lewvan/Regina--Lewvan"," 111","Regina",4,0,49,55,0,0,108,431
47006,"Regina--Lewvan/Regina--Lewvan"," 112","Regina",7,1,52,65,1,0,126,419
47006,"Regina--Lewvan/Regina--Lewvan"," 113","Regina",5,0,51,59,0,0,115,452
47006,"Regina--Lewvan/Regina--Lewvan"," 114","Regina",7,0,39,60,1,0,107,412
47006,"Regina--Lewvan/Regina--Lewvan"," 115","Regina",5,1,57,51,1,0,115,372
47006,"Regina--Lewvan/Regina--Lewvan"," 116","Regina",5,2,56,92,0,0,155,501
47006,"Regina--Lewvan/Regina--Lewvan"," 117","Regina",11,0,70,66,0,1,148,515
47006,"Regina--Lewvan/Regina--Lewvan"," 118","Regina",2,0,47,95,1,0,145,508
47006,"Regina--Lewvan/Regina--Lewvan"," 119","Regina",4,0,106,81,6,0,197,450
47006,"Regina--Lewvan/Regina--Lewvan"," 120","Regina",Combined with No./Résultats combinés à ceux du n°119,,,,,,,368
47006,"Regina--Lewvan/Regina--Lewvan"," 121","Regina",9,0,64,46,0,0,119,453
47006,"Regina--Lewvan/Regina--Lewvan"," 122","Regina",3,0,48,52,1,1,105,354
47006,"Regina--Lewvan/Regina--Lewvan"," 123","Regina",4,1,55,76,2,0,138,511
47006,"Regina--Lewvan/Regina--Lewvan"," 124","Regina",10,1,59,50,1,1,122,450
47006,"Regina--Lewvan/Regina--Lewvan"," 125","Regina",10,1,62,59,0,1,133,551
47006,"Regina--Lewvan/Regina--Lewvan"," 126","Regina",9,0,105,88,1,1,204,528
47006,"Regina--Lewvan/Regina--Lewvan"," 127","Regina",6,1,32,58,1,0,98,426
47006,"Regina--Lewvan/Regina--Lewvan"," 128","Regina",7,1,81,78,0,0,167,520
47006,"Regina--Lewvan/Regina--Lewvan"," 129","Regina",2,4,59,73,2,2,142,565
47006,"Regina--Lewvan/Regina--Lewvan"," 130","Regina",4,0,69,73,1,0,147,460
47006,"Regina--Lewvan/Regina--Lewvan"," 131","Regina",3,0,80,78,0,0,161,531
47006,"Regina--Lewvan/Regina--Lewvan"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,11
47006,"Regina--Lewvan/Regina--Lewvan"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°530,,,,,,,10
47006,"Regina--Lewvan/Regina--Lewvan"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°525,,,,,,,7
47006,"Regina--Lewvan/Regina--Lewvan"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°525,,,,,,,10
47006,"Regina--Lewvan/Regina--Lewvan"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,8
47006,"Regina--Lewvan/Regina--Lewvan"," 505","Regina",Combined with No./Résultats combinés à ceux du n°59,,,,,,,4
47006,"Regina--Lewvan/Regina--Lewvan"," 506","Mobile poll/Bureau itinérant",16,1,46,51,1,0,115,155
47006,"Regina--Lewvan/Regina--Lewvan"," 507","Mobile poll/Bureau itinérant",11,2,23,24,0,3,63,60
47006,"Regina--Lewvan/Regina--Lewvan"," 508","Regina",9,1,13,6,1,2,32,54
47006,"Regina--Lewvan/Regina--Lewvan"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°514,,,,,,,66
47006,"Regina--Lewvan/Regina--Lewvan"," 510","Regina",Combined with No./Résultats combinés à ceux du n°508,,,,,,,4
47006,"Regina--Lewvan/Regina--Lewvan"," 511","Regina",Combined with No./Résultats combinés à ceux du n°508,,,,,,,3
47006,"Regina--Lewvan/Regina--Lewvan"," 512","Regina",Combined with No./Résultats combinés à ceux du n°508,,,,,,,8
47006,"Regina--Lewvan/Regina--Lewvan"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°514,,,,,,,103
47006,"Regina--Lewvan/Regina--Lewvan"," 514","Mobile poll/Bureau itinérant",27,1,52,53,7,5,145,132
47006,"Regina--Lewvan/Regina--Lewvan"," 515","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°516,,,,,,,8
47006,"Regina--Lewvan/Regina--Lewvan"," 516","Mobile poll/Bureau itinérant",6,0,6,9,4,2,27,34
47006,"Regina--Lewvan/Regina--Lewvan"," 517","Mobile poll/Bureau itinérant",7,5,21,19,1,4,57,116
47006,"Regina--Lewvan/Regina--Lewvan"," 518","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,10
47006,"Regina--Lewvan/Regina--Lewvan"," 519","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,,0
47006,"Regina--Lewvan/Regina--Lewvan"," 520","Regina",Combined with No./Résultats combinés à ceux du n°92,,,,,,,1
47006,"Regina--Lewvan/Regina--Lewvan"," 521","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°530,,,,,,,8
47006,"Regina--Lewvan/Regina--Lewvan"," 522","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
47006,"Regina--Lewvan/Regina--Lewvan"," 523","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,
47006,"Regina--Lewvan/Regina--Lewvan"," 524","Mobile poll/Bureau itinérant",9,2,63,89,0,2,165,198
47006,"Regina--Lewvan/Regina--Lewvan"," 525","Mobile poll/Bureau itinérant",8,1,34,24,1,2,70,75
47006,"Regina--Lewvan/Regina--Lewvan"," 526","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°517,,,,,,,11
47006,"Regina--Lewvan/Regina--Lewvan"," 527","Regina",Combined with No./Résultats combinés à ceux du n°113,,,,,,,1
47006,"Regina--Lewvan/Regina--Lewvan"," 528","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°516,,,,,,,3
47006,"Regina--Lewvan/Regina--Lewvan"," 529","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°530,,,,,,,4
47006,"Regina--Lewvan/Regina--Lewvan"," 530","Mobile poll/Bureau itinérant",8,3,8,3,11,2,35,44
47006,"Regina--Lewvan/Regina--Lewvan"," 531","Mobile poll/Bureau itinérant",19,3,23,22,4,6,77,54
47006,"Regina--Lewvan/Regina--Lewvan"," 532","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°535,,,,,,,86
47006,"Regina--Lewvan/Regina--Lewvan"," 533","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°531,,,,,,,5
47006,"Regina--Lewvan/Regina--Lewvan"," 534","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°535,,,,,,,49
47006,"Regina--Lewvan/Regina--Lewvan"," 535","Mobile poll/Bureau itinérant",25,7,92,68,8,10,210,95
47006,"Regina--Lewvan/Regina--Lewvan"," 600","Regina",108,9,891,1451,7,5,2471,
47006,"Regina--Lewvan/Regina--Lewvan"," 601","Regina",77,9,660,928,5,5,1684,
47006,"Regina--Lewvan/Regina--Lewvan"," 602","Regina",120,6,561,947,9,6,1649,
47006,"Regina--Lewvan/Regina--Lewvan"," 603","Regina",75,5,597,924,7,6,1614,
47006,"Regina--Lewvan/Regina--Lewvan"," 604","Regina",116,10,559,1052,5,5,1747,
47006,"Regina--Lewvan/Regina--Lewvan"," 605","Regina",80,9,379,600,9,4,1081,
47006,"Regina--Lewvan/Regina--Lewvan"," 606","Regina",92,6,425,611,16,3,1153,
47006,"Regina--Lewvan/Regina--Lewvan"," 607","Regina",78,3,756,326,5,1,1169,
47006,"Regina--Lewvan/Regina--Lewvan"," 608","Regina",78,10,1269,594,8,3,1962,
47006,"Regina--Lewvan/Regina--Lewvan"," 609","Regina",69,12,1088,921,5,15,2110,
47006,"Regina--Lewvan/Regina--Lewvan"," 610","Regina",59,6,813,879,4,10,1771,
47006,"Regina--Lewvan/Regina--Lewvan"," 611","Regina",87,13,1151,959,10,10,2230,
47006,"Regina--Lewvan/Regina--Lewvan",,Group 1/Groupe 1, 77,1,411,230,1,32,752,202
47006,"Regina--Lewvan/Regina--Lewvan",,Group 2/Groupe 2, 136,5,1217,1088,13,71,2530,
