Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Louay Ahmad,Jacob Bezaire,Harb Gill,Joseph Markham,Brian Masse,Richard Pollock,Margaret Villamizar,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35119,"Windsor West/Windsor-Ouest"," 52","Windsor",1,0,84,1,28,67,0,0,181,389
35119,"Windsor West/Windsor-Ouest"," 53","Windsor",0,0,63,0,65,74,0,1,203,463
35119,"Windsor West/Windsor-Ouest"," 54","Windsor",1,2,77,2,78,89,0,0,249,514
35119,"Windsor West/Windsor-Ouest"," 55","Windsor",0,0,71,1,30,84,0,1,187,390
35119,"Windsor West/Windsor-Ouest"," 56","Windsor",0,0,90,0,51,44,0,0,185,400
35119,"Windsor West/Windsor-Ouest"," 57","Windsor",1,2,58,2,49,41,1,0,154,436
35119,"Windsor West/Windsor-Ouest"," 58","Windsor",4,2,48,0,30,41,0,0,125,374
35119,"Windsor West/Windsor-Ouest"," 59","Windsor",1,2,81,0,49,27,1,0,161,407
35119,"Windsor West/Windsor-Ouest"," 60","Windsor",5,5,78,0,49,33,0,3,173,352
35119,"Windsor West/Windsor-Ouest"," 61","Windsor",0,0,51,0,38,44,0,0,133,503
35119,"Windsor West/Windsor-Ouest"," 62","Windsor",1,4,59,0,39,37,1,0,141,549
35119,"Windsor West/Windsor-Ouest"," 63","Windsor",2,4,66,0,48,35,0,1,156,461
35119,"Windsor West/Windsor-Ouest"," 64","Windsor",2,1,86,1,45,45,0,1,181,458
35119,"Windsor West/Windsor-Ouest"," 65","Windsor",3,0,82,1,41,32,0,2,161,447
35119,"Windsor West/Windsor-Ouest"," 66","Windsor",0,2,88,0,71,52,1,1,215,473
35119,"Windsor West/Windsor-Ouest"," 67","Windsor",11,1,59,0,56,37,2,0,166,457
35119,"Windsor West/Windsor-Ouest"," 68","Windsor",3,1,48,1,62,45,0,1,161,392
35119,"Windsor West/Windsor-Ouest"," 69","Windsor",3,0,41,0,30,41,0,1,116,344
35119,"Windsor West/Windsor-Ouest"," 70","Windsor",0,3,75,1,56,39,0,0,174,455
35119,"Windsor West/Windsor-Ouest"," 71","Windsor",0,2,62,0,67,35,0,1,167,377
35119,"Windsor West/Windsor-Ouest"," 72","Windsor",1,1,89,0,55,33,0,0,179,472
35119,"Windsor West/Windsor-Ouest"," 73","Windsor",1,2,35,0,46,33,0,0,117,393
35119,"Windsor West/Windsor-Ouest"," 74","Windsor",3,3,40,3,44,31,0,1,125,385
35119,"Windsor West/Windsor-Ouest"," 75","Windsor",1,2,43,0,22,21,0,2,91,347
35119,"Windsor West/Windsor-Ouest"," 76","Windsor",1,2,63,0,45,35,0,1,147,372
35119,"Windsor West/Windsor-Ouest"," 77","Windsor",6,1,72,1,64,56,0,3,203,505
35119,"Windsor West/Windsor-Ouest"," 78","Windsor",1,1,59,0,50,52,0,1,164,383
35119,"Windsor West/Windsor-Ouest"," 79","Windsor",0,2,47,0,54,42,0,1,146,413
35119,"Windsor West/Windsor-Ouest"," 80","Windsor",0,1,68,0,35,34,0,2,140,393
35119,"Windsor West/Windsor-Ouest"," 81","Windsor",2,0,94,0,34,61,0,1,192,544
35119,"Windsor West/Windsor-Ouest"," 82","Windsor",3,3,94,0,52,86,0,1,239,581
35119,"Windsor West/Windsor-Ouest"," 83","Windsor",0,0,72,1,44,41,2,1,161,399
35119,"Windsor West/Windsor-Ouest"," 84","Windsor",0,6,95,1,45,63,1,6,217,425
35119,"Windsor West/Windsor-Ouest"," 85","Windsor",5,5,97,1,46,62,1,1,218,472
35119,"Windsor West/Windsor-Ouest"," 86","Windsor",2,3,92,1,51,46,0,1,196,408
35119,"Windsor West/Windsor-Ouest"," 87","Windsor",2,1,71,2,54,63,1,4,198,438
35119,"Windsor West/Windsor-Ouest"," 88","Windsor",0,0,90,0,50,36,0,0,176,419
35119,"Windsor West/Windsor-Ouest"," 89","Windsor",6,0,80,0,45,35,0,0,166,397
35119,"Windsor West/Windsor-Ouest"," 90","Windsor",1,2,89,0,45,69,0,0,206,443
35119,"Windsor West/Windsor-Ouest"," 91","Windsor",0,3,118,2,58,55,0,0,236,514
35119,"Windsor West/Windsor-Ouest"," 92","Windsor",2,2,69,0,34,81,1,0,189,522
35119,"Windsor West/Windsor-Ouest"," 93","Windsor",1,3,102,0,60,37,0,4,207,455
35119,"Windsor West/Windsor-Ouest"," 94","Windsor",0,4,134,1,54,57,0,0,250,537
35119,"Windsor West/Windsor-Ouest"," 95","Windsor",1,1,64,0,41,65,0,2,174,381
35119,"Windsor West/Windsor-Ouest"," 96","Windsor",5,2,54,0,80,72,0,3,216,642
35119,"Windsor West/Windsor-Ouest"," 97","Windsor",5,1,78,0,55,56,0,4,199,590
35119,"Windsor West/Windsor-Ouest"," 98","Windsor",1,2,67,0,67,57,1,4,199,482
35119,"Windsor West/Windsor-Ouest"," 99","Windsor",0,0,46,1,90,54,1,2,194,489
35119,"Windsor West/Windsor-Ouest"," 100","Windsor",4,2,135,0,62,43,2,2,250,461
35119,"Windsor West/Windsor-Ouest"," 101","Windsor",1,1,106,0,56,47,1,3,215,440
35119,"Windsor West/Windsor-Ouest"," 102","Windsor",2,1,76,0,52,38,0,0,169,398
35119,"Windsor West/Windsor-Ouest"," 103","Windsor",1,1,106,0,39,35,0,3,185,414
35119,"Windsor West/Windsor-Ouest"," 104","Windsor",2,3,67,1,56,57,0,0,186,509
35119,"Windsor West/Windsor-Ouest"," 105","Windsor",2,3,33,0,38,57,0,2,135,465
35119,"Windsor West/Windsor-Ouest"," 106","Windsor",1,4,51,1,52,39,0,1,149,358
35119,"Windsor West/Windsor-Ouest"," 107","Windsor",1,2,58,0,23,39,0,3,126,467
35119,"Windsor West/Windsor-Ouest"," 108","Windsor",1,1,48,0,44,30,0,0,124,420
35119,"Windsor West/Windsor-Ouest"," 109","Windsor",2,5,87,0,56,30,0,2,182,503
35119,"Windsor West/Windsor-Ouest"," 110","Windsor",0,2,62,0,43,30,0,0,137,378
35119,"Windsor West/Windsor-Ouest"," 111","Windsor",1,0,52,5,37,28,1,2,126,399
35119,"Windsor West/Windsor-Ouest"," 112","Windsor",1,7,69,1,35,66,3,0,182,459
35119,"Windsor West/Windsor-Ouest"," 113","Windsor",3,7,65,0,102,50,0,3,230,829
35119,"Windsor West/Windsor-Ouest"," 114","Windsor",2,0,72,4,68,46,0,4,196,542
35119,"Windsor West/Windsor-Ouest"," 115","Windsor",1,2,36,0,54,53,0,0,146,491
35119,"Windsor West/Windsor-Ouest"," 116","Windsor",1,4,56,0,64,62,0,3,190,641
35119,"Windsor West/Windsor-Ouest"," 117","Windsor",1,1,44,1,74,63,0,1,185,459
35119,"Windsor West/Windsor-Ouest"," 118","Windsor",3,1,48,1,96,47,0,0,196,572
35119,"Windsor West/Windsor-Ouest"," 119","Windsor",0,2,79,1,94,65,1,2,244,562
35119,"Windsor West/Windsor-Ouest"," 120","Windsor",2,1,40,2,94,42,1,4,186,494
35119,"Windsor West/Windsor-Ouest"," 121","Windsor",0,2,36,0,40,31,0,1,110,419
35119,"Windsor West/Windsor-Ouest"," 122","Windsor",1,2,68,0,39,22,0,0,132,382
35119,"Windsor West/Windsor-Ouest"," 123","Windsor",1,1,103,0,36,46,1,4,192,415
35119,"Windsor West/Windsor-Ouest"," 124","Windsor",1,2,74,0,42,29,0,1,149,404
35119,"Windsor West/Windsor-Ouest"," 125","Windsor",0,5,146,0,43,38,1,1,234,495
35119,"Windsor West/Windsor-Ouest"," 126","Windsor",1,1,111,0,51,72,0,0,236,470
35119,"Windsor West/Windsor-Ouest"," 127","Windsor",1,1,114,2,56,56,0,4,234,636
35119,"Windsor West/Windsor-Ouest"," 128","Windsor",1,3,77,0,54,42,0,0,177,553
35119,"Windsor West/Windsor-Ouest"," 129","Windsor",0,2,68,0,60,30,0,1,161,342
35119,"Windsor West/Windsor-Ouest"," 130","Windsor",0,2,80,0,77,53,0,1,213,427
35119,"Windsor West/Windsor-Ouest"," 131","Windsor",1,2,104,0,77,47,0,0,231,542
35119,"Windsor West/Windsor-Ouest"," 132","Windsor",1,1,72,0,62,47,0,0,183,397
35119,"Windsor West/Windsor-Ouest"," 133","Windsor",1,0,46,0,66,57,0,0,170,390
35119,"Windsor West/Windsor-Ouest"," 134","Windsor",2,1,83,1,62,56,0,3,208,494
35119,"Windsor West/Windsor-Ouest"," 135","Windsor",0,2,81,0,53,60,0,1,197,390
35119,"Windsor West/Windsor-Ouest"," 136","Windsor",0,0,73,0,45,65,0,2,185,415
35119,"Windsor West/Windsor-Ouest"," 137","Windsor",1,0,49,0,43,43,0,0,136,340
35119,"Windsor West/Windsor-Ouest"," 138","Windsor",0,3,99,0,36,73,1,1,213,530
35119,"Windsor West/Windsor-Ouest"," 139","Windsor",0,0,90,0,53,44,0,1,188,428
35119,"Windsor West/Windsor-Ouest"," 140","Windsor",1,1,58,0,56,54,0,1,171,435
35119,"Windsor West/Windsor-Ouest"," 141","Windsor",1,1,75,3,29,61,0,5,175,525
35119,"Windsor West/Windsor-Ouest"," 142","Windsor",0,3,72,1,36,45,1,4,162,567
35119,"Windsor West/Windsor-Ouest"," 143","Windsor",0,1,81,0,59,66,1,0,208,470
35119,"Windsor West/Windsor-Ouest"," 144","Windsor",6,1,80,0,31,47,1,3,169,538
35119,"Windsor West/Windsor-Ouest"," 145","Windsor",1,0,45,0,22,53,0,0,121,439
35119,"Windsor West/Windsor-Ouest"," 146","Windsor",1,0,72,0,51,48,0,0,172,449
35119,"Windsor West/Windsor-Ouest"," 147","Windsor",0,0,52,0,40,38,0,0,130,364
35119,"Windsor West/Windsor-Ouest"," 148","Windsor",1,0,78,1,55,67,0,0,202,486
35119,"Windsor West/Windsor-Ouest"," 149","Windsor",1,0,53,0,42,39,0,0,135,343
35119,"Windsor West/Windsor-Ouest"," 150","Windsor",0,2,67,0,42,38,0,1,150,405
35119,"Windsor West/Windsor-Ouest"," 151","Windsor",0,2,61,0,34,26,0,1,124,306
35119,"Windsor West/Windsor-Ouest"," 152","Windsor",1,3,97,0,27,40,0,8,176,458
35119,"Windsor West/Windsor-Ouest"," 153","Windsor",1,1,116,3,69,72,0,4,266,656
35119,"Windsor West/Windsor-Ouest"," 154","Windsor",2,6,90,0,40,57,0,1,196,415
35119,"Windsor West/Windsor-Ouest"," 155","Windsor",5,2,91,1,42,54,0,0,195,406
35119,"Windsor West/Windsor-Ouest"," 156","Windsor",0,2,122,0,36,70,0,0,230,470
35119,"Windsor West/Windsor-Ouest"," 157","Windsor",2,1,103,1,60,70,1,2,240,624
35119,"Windsor West/Windsor-Ouest"," 158","Windsor",3,4,116,1,57,76,1,3,261,625
35119,"Windsor West/Windsor-Ouest"," 159","Windsor",2,1,98,2,41,46,0,0,190,474
35119,"Windsor West/Windsor-Ouest"," 160","Windsor",0,0,85,1,52,54,1,3,196,512
35119,"Windsor West/Windsor-Ouest"," 161","Windsor",1,0,167,0,64,71,0,1,304,634
35119,"Windsor West/Windsor-Ouest"," 162","Windsor",3,2,119,1,46,53,0,1,225,558
35119,"Windsor West/Windsor-Ouest"," 163","Windsor",9,1,111,1,32,69,0,0,223,508
35119,"Windsor West/Windsor-Ouest"," 164","Windsor",2,0,130,0,36,77,0,0,245,595
35119,"Windsor West/Windsor-Ouest"," 165","Windsor",1,2,116,0,51,67,0,5,242,565
35119,"Windsor West/Windsor-Ouest"," 166","Windsor",2,2,101,3,36,42,2,0,188,517
35119,"Windsor West/Windsor-Ouest"," 167","Windsor",1,2,115,1,39,58,0,6,222,477
35119,"Windsor West/Windsor-Ouest"," 168","Windsor",0,2,44,0,38,41,0,1,126,311
35119,"Windsor West/Windsor-Ouest"," 169","Windsor",1,4,69,1,66,56,0,2,199,441
35119,"Windsor West/Windsor-Ouest"," 170","Windsor",0,0,49,0,41,27,0,0,117,333
35119,"Windsor West/Windsor-Ouest"," 171","Windsor",1,1,73,0,49,56,0,3,183,425
35119,"Windsor West/Windsor-Ouest"," 172","Windsor",1,1,104,2,48,76,0,0,232,499
35119,"Windsor West/Windsor-Ouest"," 173","Windsor",1,0,69,0,36,52,0,0,158,436
35119,"Windsor West/Windsor-Ouest"," 174","Windsor",3,2,90,0,51,45,0,1,192,507
35119,"Windsor West/Windsor-Ouest"," 175","Windsor",0,1,56,0,27,51,0,0,135,409
35119,"Windsor West/Windsor-Ouest"," 176","Windsor",0,0,62,0,29,55,0,1,147,397
35119,"Windsor West/Windsor-Ouest"," 177","Windsor",1,3,65,0,51,50,0,0,170,523
35119,"Windsor West/Windsor-Ouest"," 178","Windsor",0,1,78,0,62,53,1,2,197,483
35119,"Windsor West/Windsor-Ouest"," 179","Windsor",1,1,54,0,52,37,0,0,145,430
35119,"Windsor West/Windsor-Ouest"," 180","Windsor",0,0,47,1,52,45,0,0,145,384
35119,"Windsor West/Windsor-Ouest"," 181","Windsor",0,2,20,0,27,49,0,0,98,364
35119,"Windsor West/Windsor-Ouest"," 182","Windsor",2,0,62,0,25,35,0,4,128,348
35119,"Windsor West/Windsor-Ouest"," 183","Windsor",0,2,64,0,44,43,0,0,153,347
35119,"Windsor West/Windsor-Ouest"," 184","Windsor",2,5,88,2,33,68,1,0,199,479
35119,"Windsor West/Windsor-Ouest"," 185","Windsor",0,2,98,1,32,77,0,0,210,458
35119,"Windsor West/Windsor-Ouest"," 186","Windsor",0,2,83,1,37,40,0,3,166,417
35119,"Windsor West/Windsor-Ouest"," 187","Windsor",2,2,106,1,66,69,0,3,249,594
35119,"Windsor West/Windsor-Ouest"," 188","Windsor",5,0,67,0,62,36,0,1,171,438
35119,"Windsor West/Windsor-Ouest"," 189","Windsor",2,1,97,0,37,73,0,0,210,434
35119,"Windsor West/Windsor-Ouest"," 190","Windsor",1,1,70,0,32,82,2,0,188,430
35119,"Windsor West/Windsor-Ouest"," 191","Windsor",0,5,101,0,52,96,0,2,256,523
35119,"Windsor West/Windsor-Ouest"," 192","Windsor",0,2,102,0,37,94,0,2,237,526
35119,"Windsor West/Windsor-Ouest"," 193","Windsor",0,1,71,1,33,64,0,2,172,408
35119,"Windsor West/Windsor-Ouest"," 194","Windsor",2,0,82,0,38,62,0,0,184,516
35119,"Windsor West/Windsor-Ouest"," 195","Windsor",1,1,74,2,51,64,1,3,197,381
35119,"Windsor West/Windsor-Ouest"," 196","Windsor",1,1,102,0,49,80,1,2,236,510
35119,"Windsor West/Windsor-Ouest"," 197","Windsor",1,0,74,0,44,84,0,0,203,474
35119,"Windsor West/Windsor-Ouest"," 198","Windsor",2,6,99,0,51,49,0,2,209,515
35119,"Windsor West/Windsor-Ouest"," 400","Windsor",0,2,27,1,50,43,1,4,128,292
35119,"Windsor West/Windsor-Ouest"," 401","Windsor",0,0,28,2,26,61,0,1,118,208
35119,"Windsor West/Windsor-Ouest"," 402","Windsor",2,2,30,0,31,45,0,1,111,181
35119,"Windsor West/Windsor-Ouest"," 403","Windsor",3,1,76,1,36,55,2,3,177,387
35119,"Windsor West/Windsor-Ouest"," 404","Windsor",3,4,25,1,47,33,0,3,116,266
35119,"Windsor West/Windsor-Ouest"," 405","Windsor",1,1,32,1,35,29,0,9,108,334
35119,"Windsor West/Windsor-Ouest"," 500","Mobile poll/Bureau itinérant",0,2,15,1,23,24,1,0,66,118
35119,"Windsor West/Windsor-Ouest"," 501","Mobile poll/Bureau itinérant",1,2,6,1,24,22,3,4,63,90
35119,"Windsor West/Windsor-Ouest"," 502","Mobile poll/Bureau itinérant",0,2,22,1,9,14,1,0,49,33
35119,"Windsor West/Windsor-Ouest"," 503","Mobile poll/Bureau itinérant",2,2,8,1,20,8,1,3,45,69
35119,"Windsor West/Windsor-Ouest"," 504","Mobile poll/Bureau itinérant",6,1,11,1,29,27,0,2,77,126
35119,"Windsor West/Windsor-Ouest"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,,56
35119,"Windsor West/Windsor-Ouest"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,,15
35119,"Windsor West/Windsor-Ouest"," 507","Mobile poll/Bureau itinérant",0,2,20,2,28,15,2,5,74,36
35119,"Windsor West/Windsor-Ouest"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,,,54
35119,"Windsor West/Windsor-Ouest"," 509","Mobile poll/Bureau itinérant",0,1,16,1,14,31,0,4,67,68
35119,"Windsor West/Windsor-Ouest"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,,,,38
35119,"Windsor West/Windsor-Ouest"," 511","Mobile poll/Bureau itinérant",3,0,14,3,33,29,2,1,85,65
35119,"Windsor West/Windsor-Ouest"," 512","Mobile poll/Bureau itinérant",0,0,24,0,44,37,0,3,108,116
35119,"Windsor West/Windsor-Ouest"," 513","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,,,,82
35119,"Windsor West/Windsor-Ouest"," 514","Mobile poll/Bureau itinérant",0,1,13,4,25,17,0,2,62,99
35119,"Windsor West/Windsor-Ouest"," 600","Windsor",2,6,151,2,143,182,2,3,491,
35119,"Windsor West/Windsor-Ouest"," 601","Windsor",3,7,220,4,254,239,2,2,731,
35119,"Windsor West/Windsor-Ouest"," 602","Windsor",2,3,214,3,230,275,2,2,731,
35119,"Windsor West/Windsor-Ouest"," 603","Windsor",5,13,276,4,255,288,0,2,843,
35119,"Windsor West/Windsor-Ouest"," 604","Windsor",4,13,470,4,342,500,2,7,1342,
35119,"Windsor West/Windsor-Ouest"," 605","Tecumseh",11,7,552,5,392,364,1,7,1339,
35119,"Windsor West/Windsor-Ouest"," 606","Windsor",4,12,280,1,193,220,0,2,712,
35119,"Windsor West/Windsor-Ouest"," 607","Windsor",3,7,356,3,317,345,5,10,1046,
35119,"Windsor West/Windsor-Ouest"," 608","Windsor",6,16,381,1,408,353,2,7,1174,
35119,"Windsor West/Windsor-Ouest"," 609","Windsor",3,13,387,6,346,346,2,3,1106,
35119,"Windsor West/Windsor-Ouest"," 610","Windsor",10,12,532,3,448,651,0,8,1664,
35119,"Windsor West/Windsor-Ouest"," 611","Windsor",4,6,522,1,440,665,0,4,1642,
35119,"Windsor West/Windsor-Ouest"," 612","Windsor",6,14,700,3,336,669,0,0,1728,
35119,"Windsor West/Windsor-Ouest"," 613","Windsor",4,9,583,3,239,355,2,4,1199,
35119,"Windsor West/Windsor-Ouest"," 614","Windsor",3,9,455,1,239,404,0,7,1118,
35119,"Windsor West/Windsor-Ouest",,Group 1/Groupe 1, 4,6,150,2,162,218,1,43,586,540
35119,"Windsor West/Windsor-Ouest",,Group 2/Groupe 2, 7,5,431,3,559,449,1,35,1490,
