Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Ty Boulay,James Brown,Serge Cormier,Randi Rachelle Raynard,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
13001,"Acadie--Bathurst/Acadie--Bathurst"," 65","Six Roads",10,26,106,6,3,151,442
13001,"Acadie--Bathurst/Acadie--Bathurst"," 66","Petit-Paquetville",4,23,57,5,2,91,353
13001,"Acadie--Bathurst/Acadie--Bathurst"," 67","Burnsville",6,51,51,4,1,113,409
13001,"Acadie--Bathurst/Acadie--Bathurst"," 68A","Rang-Saint-Georges",13,34,73,6,4,130,373
13001,"Acadie--Bathurst/Acadie--Bathurst"," 68B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,9
13001,"Acadie--Bathurst/Acadie--Bathurst"," 69","Paquetville",3,35,64,2,0,104,300
13001,"Acadie--Bathurst/Acadie--Bathurst"," 70","Paquetville",11,37,73,6,0,127,377
13001,"Acadie--Bathurst/Acadie--Bathurst"," 71","Sainte-Rose",2,37,45,4,1,89,259
13001,"Acadie--Bathurst/Acadie--Bathurst"," 72","Sainte-Rose",5,47,85,2,0,139,293
13001,"Acadie--Bathurst/Acadie--Bathurst"," 73","Notre-Dame-des-Érables",16,51,113,5,1,186,399
13001,"Acadie--Bathurst/Acadie--Bathurst"," 74","Val-Doucet",6,24,28,3,0,61,265
13001,"Acadie--Bathurst/Acadie--Bathurst"," 75","Val-Doucet",12,24,64,6,0,106,236
13001,"Acadie--Bathurst/Acadie--Bathurst"," 76","Duguayville",4,20,38,2,0,64,246
13001,"Acadie--Bathurst/Acadie--Bathurst"," 77","Hacheyville",8,33,71,4,1,117,359
13001,"Acadie--Bathurst/Acadie--Bathurst"," 78","Saint-Isidore",3,29,73,1,2,108,326
13001,"Acadie--Bathurst/Acadie--Bathurst"," 79A","Hacheyville",3,32,61,4,2,102,327
13001,"Acadie--Bathurst/Acadie--Bathurst"," 79B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°533,,,,,,35
13001,"Acadie--Bathurst/Acadie--Bathurst"," 80","Tilley Road",6,28,63,3,3,103,301
13001,"Acadie--Bathurst/Acadie--Bathurst"," 81","Tilley Road--Bois-Gagnon",5,50,55,5,0,115,362
13001,"Acadie--Bathurst/Acadie--Bathurst"," 82","Tracadie",8,25,74,6,4,117,398
13001,"Acadie--Bathurst/Acadie--Bathurst"," 83","Tracadie",7,45,74,0,2,128,420
13001,"Acadie--Bathurst/Acadie--Bathurst"," 84","Tracadie",4,32,86,4,0,126,381
13001,"Acadie--Bathurst/Acadie--Bathurst"," 85","Tracadie",1,25,86,3,1,116,377
13001,"Acadie--Bathurst/Acadie--Bathurst"," 86","Gauvreau",5,55,71,2,2,135,394
13001,"Acadie--Bathurst/Acadie--Bathurst"," 87","Tracadie",1,33,79,1,0,114,385
13001,"Acadie--Bathurst/Acadie--Bathurst"," 88","Tracadie",4,30,73,2,1,110,389
13001,"Acadie--Bathurst/Acadie--Bathurst"," 89","Rivière-à-la-Truite",4,36,89,0,1,130,408
13001,"Acadie--Bathurst/Acadie--Bathurst"," 90","Tracadie",6,29,76,2,1,114,408
13001,"Acadie--Bathurst/Acadie--Bathurst"," 91","Tracadie",2,36,34,2,0,74,289
13001,"Acadie--Bathurst/Acadie--Bathurst"," 92","Saumarez",7,18,65,7,3,100,368
13001,"Acadie--Bathurst/Acadie--Bathurst"," 93","Saumarez",13,58,119,12,7,209,382
13001,"Acadie--Bathurst/Acadie--Bathurst"," 94","Tracadie",10,53,105,4,2,174,441
13001,"Acadie--Bathurst/Acadie--Bathurst"," 95","Tracadie",10,37,121,0,3,171,489
13001,"Acadie--Bathurst/Acadie--Bathurst"," 96","Tracadie",2,50,90,4,1,147,415
13001,"Acadie--Bathurst/Acadie--Bathurst"," 97","Saint-Pons",11,25,92,5,3,136,348
13001,"Acadie--Bathurst/Acadie--Bathurst"," 98","Saint-Pons--Upper Sheila",11,29,65,2,1,108,361
13001,"Acadie--Bathurst/Acadie--Bathurst"," 99","Val-Comeau",4,69,155,5,2,235,408
13001,"Acadie--Bathurst/Acadie--Bathurst"," 100A","Tracadie Beach",5,36,118,6,2,167,358
13001,"Acadie--Bathurst/Acadie--Bathurst"," 100B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°529,,,,,,17
13001,"Acadie--Bathurst/Acadie--Bathurst"," 101","Leech",6,29,62,1,3,101,326
13001,"Acadie--Bathurst/Acadie--Bathurst"," 102","Upper Sheila",5,24,81,5,2,117,363
13001,"Acadie--Bathurst/Acadie--Bathurst"," 103","Leech",2,23,45,4,1,75,206
13001,"Acadie--Bathurst/Acadie--Bathurst"," 104","Rivière-du-Portage",10,20,90,8,2,130,306
13001,"Acadie--Bathurst/Acadie--Bathurst"," 105","Pontgravé",7,38,63,7,3,118,320
13001,"Acadie--Bathurst/Acadie--Bathurst"," 106","Pont-Lafrance",11,50,121,3,0,185,351
13001,"Acadie--Bathurst/Acadie--Bathurst"," 107","Pont-Lafrance",5,47,73,3,2,130,274
13001,"Acadie--Bathurst/Acadie--Bathurst"," 108","Brantville",11,15,47,4,2,79,302
13001,"Acadie--Bathurst/Acadie--Bathurst"," 109","Pontgravé",6,28,60,4,4,102,302
13001,"Acadie--Bathurst/Acadie--Bathurst"," 110","Brantville",12,33,34,3,1,83,261
13001,"Acadie--Bathurst/Acadie--Bathurst"," 111","Brantville",9,35,48,1,1,94,294
13001,"Acadie--Bathurst/Acadie--Bathurst"," 112","Saint-Irénée",8,27,126,3,2,166,346
13001,"Acadie--Bathurst/Acadie--Bathurst"," 113","Saint-Irénée",8,47,95,5,6,161,296
13001,"Acadie--Bathurst/Acadie--Bathurst"," 114","Pokeshaw",6,64,37,1,0,108,215
13001,"Acadie--Bathurst/Acadie--Bathurst"," 115","Salmon Beach",7,39,33,1,0,80,280
13001,"Acadie--Bathurst/Acadie--Bathurst"," 116","Janeville",5,54,33,2,3,97,334
13001,"Acadie--Bathurst/Acadie--Bathurst"," 117","Beresford",5,29,65,5,0,104,401
13001,"Acadie--Bathurst/Acadie--Bathurst"," 118","Beresford",2,11,54,0,0,67,291
13001,"Acadie--Bathurst/Acadie--Bathurst"," 119","Beresford",7,53,87,6,0,153,447
13001,"Acadie--Bathurst/Acadie--Bathurst"," 120","Dunlop",11,38,42,3,2,96,379
13001,"Acadie--Bathurst/Acadie--Bathurst"," 121","Petit-Rocher",2,17,46,4,0,69,307
13001,"Acadie--Bathurst/Acadie--Bathurst"," 122","Beresford",4,27,59,2,2,94,349
13001,"Acadie--Bathurst/Acadie--Bathurst"," 123","Tremblay",4,20,58,2,0,84,290
13001,"Acadie--Bathurst/Acadie--Bathurst"," 124","Madran",15,53,103,6,4,181,382
13001,"Acadie--Bathurst/Acadie--Bathurst"," 125","Nigadoo",7,36,70,4,1,118,433
13001,"Acadie--Bathurst/Acadie--Bathurst"," 126","Nigadoo",3,46,74,1,0,124,409
13001,"Acadie--Bathurst/Acadie--Bathurst"," 127","Beresford",5,41,54,3,1,104,383
13001,"Acadie--Bathurst/Acadie--Bathurst"," 128","Beresford",6,35,46,5,0,92,311
13001,"Acadie--Bathurst/Acadie--Bathurst"," 129","Beresford",2,28,69,1,1,101,339
13001,"Acadie--Bathurst/Acadie--Bathurst"," 130","Beresford",3,33,72,8,1,117,370
13001,"Acadie--Bathurst/Acadie--Bathurst"," 131","Beresford",3,21,64,2,0,90,356
13001,"Acadie--Bathurst/Acadie--Bathurst"," 132","Beresford",5,24,48,1,1,79,283
13001,"Acadie--Bathurst/Acadie--Bathurst"," 133","Beresford",12,29,67,4,0,112,411
13001,"Acadie--Bathurst/Acadie--Bathurst"," 134","Petit-Rocher-Nord",2,30,58,6,1,97,352
13001,"Acadie--Bathurst/Acadie--Bathurst"," 135","Beresford",6,28,59,0,2,95,302
13001,"Acadie--Bathurst/Acadie--Bathurst"," 136","Petit-Rocher",1,38,67,6,0,112,337
13001,"Acadie--Bathurst/Acadie--Bathurst"," 137","Beresford",9,32,65,2,2,110,399
13001,"Acadie--Bathurst/Acadie--Bathurst"," 138","Petit-Rocher",2,22,62,3,0,89,326
13001,"Acadie--Bathurst/Acadie--Bathurst"," 139","Petit-Rocher",7,47,77,3,3,137,413
13001,"Acadie--Bathurst/Acadie--Bathurst"," 140","Laplante",3,30,47,4,1,85,283
13001,"Acadie--Bathurst/Acadie--Bathurst"," 141","Alcida",5,33,37,1,1,77,283
13001,"Acadie--Bathurst/Acadie--Bathurst"," 142","Bathurst",8,48,56,2,1,115,375
13001,"Acadie--Bathurst/Acadie--Bathurst"," 143","Bathurst",2,17,47,1,0,67,311
13001,"Acadie--Bathurst/Acadie--Bathurst"," 144","Bathurst",8,16,61,3,1,89,391
13001,"Acadie--Bathurst/Acadie--Bathurst"," 145","Bathurst",5,34,52,0,0,91,351
13001,"Acadie--Bathurst/Acadie--Bathurst"," 146","Saint-Sauveur",8,58,70,3,1,140,242
13001,"Acadie--Bathurst/Acadie--Bathurst"," 147","Saint-Sauveur",11,48,84,2,0,145,245
13001,"Acadie--Bathurst/Acadie--Bathurst"," 148","North Tetagouche",5,46,67,2,0,120,240
13001,"Acadie--Bathurst/Acadie--Bathurst"," 149","North Tetagouche",4,48,82,3,0,137,254
13001,"Acadie--Bathurst/Acadie--Bathurst"," 150","North Tetagouche",8,51,89,0,4,152,276
13001,"Acadie--Bathurst/Acadie--Bathurst"," 151","Bathurst",6,65,81,3,0,155,348
13001,"Acadie--Bathurst/Acadie--Bathurst"," 152","Bathurst",10,81,82,7,1,181,378
13001,"Acadie--Bathurst/Acadie--Bathurst"," 153","Bathurst",13,83,70,5,1,172,456
13001,"Acadie--Bathurst/Acadie--Bathurst"," 154","Bathurst",11,56,61,8,1,137,410
13001,"Acadie--Bathurst/Acadie--Bathurst"," 155","Bathurst",4,51,42,2,1,100,273
13001,"Acadie--Bathurst/Acadie--Bathurst"," 156","Jacquet River",7,38,21,1,0,67,245
13001,"Acadie--Bathurst/Acadie--Bathurst"," 157","Belledune",6,14,20,1,0,41,221
13001,"Acadie--Bathurst/Acadie--Bathurst"," 158","Archibald Settlement",2,31,30,0,0,63,202
13001,"Acadie--Bathurst/Acadie--Bathurst"," 159","St-Laurent",6,52,78,3,3,142,463
13001,"Acadie--Bathurst/Acadie--Bathurst"," 160","Free Grant",9,35,59,1,5,109,325
13001,"Acadie--Bathurst/Acadie--Bathurst"," 161","Robertville",9,41,74,7,2,133,436
13001,"Acadie--Bathurst/Acadie--Bathurst"," 162","Robertville",6,57,82,2,1,148,425
13001,"Acadie--Bathurst/Acadie--Bathurst"," 163","Robertville",4,54,40,2,0,100,277
13001,"Acadie--Bathurst/Acadie--Bathurst"," 164","Sainte-Louise",7,30,58,5,2,102,289
13001,"Acadie--Bathurst/Acadie--Bathurst"," 165","Nicholas Denys",6,52,87,2,0,147,410
13001,"Acadie--Bathurst/Acadie--Bathurst"," 166","Pointe-Verte",4,27,32,1,0,64,226
13001,"Acadie--Bathurst/Acadie--Bathurst"," 167","Pointe-Verte",9,17,62,2,0,90,303
13001,"Acadie--Bathurst/Acadie--Bathurst"," 168","Pointe-Verte",6,18,50,3,0,77,227
13001,"Acadie--Bathurst/Acadie--Bathurst"," 169","Belledune",10,53,46,1,1,111,334
13001,"Acadie--Bathurst/Acadie--Bathurst"," 170","Belledune",6,21,38,1,2,68,250
13001,"Acadie--Bathurst/Acadie--Bathurst"," 171","Bathurst",4,35,43,3,0,85,352
13001,"Acadie--Bathurst/Acadie--Bathurst"," 172","Bathurst",9,34,44,4,0,91,340
13001,"Acadie--Bathurst/Acadie--Bathurst"," 173","Bathurst",2,36,65,1,2,106,392
13001,"Acadie--Bathurst/Acadie--Bathurst"," 174","Bathurst",4,46,104,6,0,160,634
13001,"Acadie--Bathurst/Acadie--Bathurst"," 175","Bathurst",9,36,75,3,0,123,468
13001,"Acadie--Bathurst/Acadie--Bathurst"," 176A","Bathurst",11,32,65,0,1,109,426
13001,"Acadie--Bathurst/Acadie--Bathurst"," 176B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°557,,,,,,38
13001,"Acadie--Bathurst/Acadie--Bathurst"," 177A","Bathurst",7,32,85,1,0,125,449
13001,"Acadie--Bathurst/Acadie--Bathurst"," 177B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°538,,,,,,9
13001,"Acadie--Bathurst/Acadie--Bathurst"," 178","Bathurst",6,38,71,2,0,117,500
13001,"Acadie--Bathurst/Acadie--Bathurst"," 179","Bathurst",4,37,47,2,0,90,425
13001,"Acadie--Bathurst/Acadie--Bathurst"," 180","Bathurst",7,21,35,1,0,64,424
13001,"Acadie--Bathurst/Acadie--Bathurst"," 181","Bathurst",4,41,71,2,1,119,387
13001,"Acadie--Bathurst/Acadie--Bathurst"," 182","Bathurst",1,36,76,5,0,118,370
13001,"Acadie--Bathurst/Acadie--Bathurst"," 183","Bathurst",4,21,65,0,1,91,381
13001,"Acadie--Bathurst/Acadie--Bathurst"," 184","Bathurst",5,38,38,2,1,84,351
13001,"Acadie--Bathurst/Acadie--Bathurst"," 185","Bathurst",2,37,52,1,0,92,377
13001,"Acadie--Bathurst/Acadie--Bathurst"," 186","Bathurst",5,46,46,3,1,101,384
13001,"Acadie--Bathurst/Acadie--Bathurst"," 187","South Tetagouche",8,41,41,4,2,96,317
13001,"Acadie--Bathurst/Acadie--Bathurst"," 188","Big River",12,50,36,3,0,101,315
13001,"Acadie--Bathurst/Acadie--Bathurst"," 189","Blue Mountain Settlement",4,32,29,1,2,68,148
13001,"Acadie--Bathurst/Acadie--Bathurst"," 189-1","Pabineau 11",4,29,37,0,2,72,150
13001,"Acadie--Bathurst/Acadie--Bathurst"," 190","Allardville",5,59,66,3,2,135,453
13001,"Acadie--Bathurst/Acadie--Bathurst"," 191","Allardville East",10,36,88,5,4,143,376
13001,"Acadie--Bathurst/Acadie--Bathurst"," 192","Jeanne-Mance",12,47,51,0,4,114,395
13001,"Acadie--Bathurst/Acadie--Bathurst"," 193","Sainte-Anne",5,19,50,1,1,76,252
13001,"Acadie--Bathurst/Acadie--Bathurst"," 194","Sainte-Anne",4,42,71,1,2,120,370
13001,"Acadie--Bathurst/Acadie--Bathurst"," 195","South Tetagouche--Rio Grande",3,58,42,7,0,110,341
13001,"Acadie--Bathurst/Acadie--Bathurst"," 196","Bathurst Mines",10,61,33,2,3,109,292
13001,"Acadie--Bathurst/Acadie--Bathurst"," 197","Chamberlain Settlement",11,89,95,7,5,207,432
13001,"Acadie--Bathurst/Acadie--Bathurst"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,30
13001,"Acadie--Bathurst/Acadie--Bathurst"," 501","Mobile poll/Bureau itinérant",3,9,40,0,0,52,55
13001,"Acadie--Bathurst/Acadie--Bathurst"," 502","Mobile poll/Bureau itinérant",Electors voted by special ballot in SVR Group 2/Les électeurs ont voté par bulletin spécial dans le groupe 2 RÉS,,,,,,31
13001,"Acadie--Bathurst/Acadie--Bathurst"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,26
13001,"Acadie--Bathurst/Acadie--Bathurst"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,14
13001,"Acadie--Bathurst/Acadie--Bathurst"," 505","Mobile poll/Bureau itinérant",2,15,28,1,1,47,49
13001,"Acadie--Bathurst/Acadie--Bathurst"," 506","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,19
13001,"Acadie--Bathurst/Acadie--Bathurst"," 507","Mobile poll/Bureau itinérant",0,3,45,2,1,51,39
13001,"Acadie--Bathurst/Acadie--Bathurst"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,9
13001,"Acadie--Bathurst/Acadie--Bathurst"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,13
13001,"Acadie--Bathurst/Acadie--Bathurst"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°507,,,,,,13
13001,"Acadie--Bathurst/Acadie--Bathurst"," 511","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,30
13001,"Acadie--Bathurst/Acadie--Bathurst"," 512","Mobile poll/Bureau itinérant",3,5,57,0,1,66,53
13001,"Acadie--Bathurst/Acadie--Bathurst"," 513","Mobile poll/Bureau itinérant",2,8,47,0,3,60,56
13001,"Acadie--Bathurst/Acadie--Bathurst"," 514","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,28
13001,"Acadie--Bathurst/Acadie--Bathurst"," 515","Mobile poll/Bureau itinérant",4,10,52,0,1,67,49
13001,"Acadie--Bathurst/Acadie--Bathurst"," 516","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°512,,,,,,8
13001,"Acadie--Bathurst/Acadie--Bathurst"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,34
13001,"Acadie--Bathurst/Acadie--Bathurst"," 518","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°515,,,,,,11
13001,"Acadie--Bathurst/Acadie--Bathurst"," 519","Mobile poll/Bureau itinérant",6,7,41,4,2,60,25
13001,"Acadie--Bathurst/Acadie--Bathurst"," 520","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,31
13001,"Acadie--Bathurst/Acadie--Bathurst"," 521","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°519,,,,,,28
13001,"Acadie--Bathurst/Acadie--Bathurst"," 522","Mobile poll/Bureau itinérant",3,10,42,2,5,62,36
13001,"Acadie--Bathurst/Acadie--Bathurst"," 523","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°522,,,,,,17
13001,"Acadie--Bathurst/Acadie--Bathurst"," 524","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°522,,,,,,28
13001,"Acadie--Bathurst/Acadie--Bathurst"," 525","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°522,,,,,,9
13001,"Acadie--Bathurst/Acadie--Bathurst"," 526","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°528,,,,,,21
13001,"Acadie--Bathurst/Acadie--Bathurst"," 527","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°528,,,,,,25
13001,"Acadie--Bathurst/Acadie--Bathurst"," 528","Mobile poll/Bureau itinérant",4,4,45,0,4,57,47
13001,"Acadie--Bathurst/Acadie--Bathurst"," 529","Mobile poll/Bureau itinérant",1,5,37,1,1,45,20
13001,"Acadie--Bathurst/Acadie--Bathurst"," 530","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°529,,,,,,11
13001,"Acadie--Bathurst/Acadie--Bathurst"," 531","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°529,,,,,,15
13001,"Acadie--Bathurst/Acadie--Bathurst"," 532","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°533,,,,,,9
13001,"Acadie--Bathurst/Acadie--Bathurst"," 533","Mobile poll/Bureau itinérant",0,11,43,3,0,57,36
13001,"Acadie--Bathurst/Acadie--Bathurst"," 534","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°535,,,,,,19
13001,"Acadie--Bathurst/Acadie--Bathurst"," 535","Mobile poll/Bureau itinérant",1,11,38,2,2,54,61
13001,"Acadie--Bathurst/Acadie--Bathurst"," 536","Mobile poll/Bureau itinérant",1,2,42,0,0,45,63
13001,"Acadie--Bathurst/Acadie--Bathurst"," 537","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°535,,,,,,31
13001,"Acadie--Bathurst/Acadie--Bathurst"," 538","Mobile poll/Bureau itinérant",1,22,87,1,1,112,142
13001,"Acadie--Bathurst/Acadie--Bathurst"," 539","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°536,,,,,,47
13001,"Acadie--Bathurst/Acadie--Bathurst"," 540","Mobile poll/Bureau itinérant",6,6,36,0,2,50,37
13001,"Acadie--Bathurst/Acadie--Bathurst"," 541","Mobile poll/Bureau itinérant",1,16,63,1,1,82,117
13001,"Acadie--Bathurst/Acadie--Bathurst"," 542","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°540,,,,,,29
13001,"Acadie--Bathurst/Acadie--Bathurst"," 543","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°540,,,,,,13
