Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Glen Armstrong,Josh Bizjak,Prashanta Dhakal,Sean Mulligan,Ryan Telford,Anita Vandenbeld,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 57","Ottawa",4,12,4,1,37,99,1,158,527
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 58","Ottawa",3,17,1,1,79,123,5,229,482
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 59","Ottawa",1,12,4,3,78,140,0,238,464
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 60","Ottawa",0,13,3,0,52,100,0,168,542
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 61","Ottawa",1,5,1,0,37,108,0,152,456
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 62","Ottawa",0,16,6,1,57,106,0,186,575
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 63","Ottawa",1,8,4,0,35,67,1,116,357
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 64","Ottawa",1,10,1,1,41,53,1,108,411
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 65","Ottawa",1,16,3,1,46,78,0,145,387
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 66","Ottawa",4,8,1,1,45,110,1,170,410
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 67","Ottawa",0,7,1,0,45,111,2,166,370
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 68","Ottawa",1,14,1,0,58,111,2,187,555
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 69","Ottawa",3,11,2,0,62,98,2,178,483
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 70","Ottawa",1,5,0,2,69,105,2,184,450
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 71","Ottawa",1,12,3,3,44,121,1,185,444
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 72","Ottawa",1,17,6,0,59,127,4,214,445
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 73","Ottawa",1,23,2,0,50,140,0,216,474
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 74","Ottawa",0,13,1,0,40,134,1,189,445
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 75","Ottawa",0,17,2,0,61,107,0,187,405
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 76","Ottawa",1,15,3,0,31,100,0,150,430
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 77","Ottawa",1,14,4,2,33,76,1,131,432
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 78","Ottawa",0,9,1,2,21,68,1,102,360
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 79","Ottawa",0,11,5,0,73,132,0,221,442
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 80","Ottawa",1,10,2,0,50,87,1,151,348
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 81","Ottawa",1,14,2,1,57,124,8,207,513
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 82","Ottawa",2,15,1,0,58,104,1,181,360
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 83","Ottawa",0,26,4,2,71,115,1,219,524
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 84","Ottawa",2,14,2,0,43,159,0,220,396
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 85","Ottawa",0,14,7,0,54,140,0,215,409
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 86","Ottawa",2,18,3,1,60,109,2,195,347
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 87","Ottawa",2,22,2,1,72,140,1,240,462
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 88","Ottawa",4,20,3,1,44,132,2,206,501
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 89","Ottawa",0,5,1,1,39,59,2,107,394
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 90","Ottawa",1,5,2,0,55,115,1,179,526
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 91","Ottawa",0,7,2,0,44,80,0,133,436
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 92","Ottawa",2,8,2,0,44,81,0,137,351
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 93","Ottawa",4,6,1,0,45,84,2,142,396
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 94","Ottawa",0,13,4,2,66,90,2,177,396
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 95","Ottawa",5,10,1,0,27,63,0,106,344
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 96","Ottawa",3,6,0,0,59,77,0,145,445
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 97","Ottawa",1,21,2,0,32,119,5,180,492
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 98","Ottawa",3,10,1,0,59,83,1,157,406
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 99","Ottawa",2,7,2,0,66,111,0,188,495
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 100","Ottawa",2,5,0,0,28,105,2,142,345
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 101","Ottawa",3,6,0,0,32,80,0,121,335
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 102","Ottawa",0,9,0,0,38,53,0,100,363
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 103","Ottawa",1,16,4,0,63,85,0,169,392
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 104","Ottawa",0,7,0,0,71,83,2,163,385
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 105","Ottawa",6,10,4,0,100,106,2,228,426
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 106","Ottawa",1,7,1,0,72,64,1,146,361
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 107","Ottawa",3,9,2,0,56,74,1,145,377
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 108","Ottawa",1,8,3,2,56,83,1,154,386
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 109","Ottawa",3,10,1,1,63,61,0,139,442
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 110","Ottawa",0,20,2,0,51,60,2,135,410
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 111","Ottawa",3,21,6,0,38,93,1,162,496
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 112","Ottawa",0,18,0,0,39,71,2,130,420
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 113","Ottawa",1,16,2,3,21,95,3,141,436
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 114","Ottawa",2,11,0,0,38,78,4,133,355
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 115","Ottawa",7,18,4,2,55,123,0,209,460
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 116","Ottawa",3,14,0,1,59,106,0,183,491
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 117","Ottawa",1,10,4,0,64,119,3,201,450
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 118","Ottawa",5,25,5,1,68,162,1,267,554
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 119","Ottawa",2,18,6,0,61,127,3,217,500
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 120","Ottawa",2,23,2,0,68,147,0,242,433
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 121","Ottawa",2,16,1,0,101,132,0,252,344
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 122","Ottawa",1,8,1,0,37,61,0,108,413
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 123","Ottawa",1,14,7,0,49,66,1,138,326
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 124","Ottawa",3,11,3,0,51,79,1,148,371
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 125","Ottawa",2,15,0,0,48,67,4,136,438
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 126","Ottawa",1,15,2,1,67,133,0,219,526
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 127","Ottawa",0,19,1,1,52,117,0,190,516
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 128","Ottawa",1,12,0,2,31,50,1,97,334
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 129","Ottawa",3,9,1,1,39,77,0,130,425
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 130","Ottawa",2,15,0,1,68,93,2,181,422
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 131","Ottawa",1,10,0,1,99,90,0,201,441
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 132","Ottawa",2,7,1,0,61,95,0,166,434
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 133","Ottawa",0,7,0,1,37,53,0,98,379
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 134","Ottawa",Combined with No./Résultats combinés à ceux du n°132,,,,,,,,77
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 135","Ottawa",1,11,1,1,59,112,0,185,506
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 136","Ottawa",2,6,2,0,36,58,0,104,386
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 137","Ottawa",1,6,0,0,25,85,0,117,427
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 138","Ottawa",0,6,2,1,56,74,0,139,438
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 139","Ottawa",0,6,5,2,78,150,0,241,481
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 140","Ottawa",0,11,0,0,45,69,0,125,360
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 141","Ottawa",1,8,3,0,40,83,0,135,457
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 142","Ottawa",1,17,3,0,43,75,1,140,373
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 143","Ottawa",4,13,5,1,58,97,0,178,456
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 144","Ottawa",6,8,2,1,65,100,0,182,363
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 145","Ottawa",3,22,4,2,76,100,0,207,567
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 146","Ottawa",1,7,0,1,75,74,0,158,456
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 147","Ottawa",1,29,3,1,59,98,1,192,424
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 148","Ottawa",3,10,1,0,29,67,0,110,335
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 149","Ottawa",2,19,3,0,44,106,1,175,434
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 150","Ottawa",0,15,3,1,35,188,5,247,576
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 151","Ottawa",1,17,1,0,46,144,0,209,448
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 152","Ottawa",1,15,5,0,55,85,0,161,503
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 153","Ottawa",0,9,1,2,47,73,0,132,378
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 154","Ottawa",2,5,3,0,45,67,0,122,394
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 155","Ottawa",0,3,2,2,65,126,0,198,423
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 156","Ottawa",1,3,1,0,31,33,2,71,320
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 157","Ottawa",0,20,0,0,51,90,1,162,344
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 158","Ottawa",0,23,0,0,35,111,6,175,570
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 159","Ottawa",3,16,4,0,57,110,2,192,536
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 160","Ottawa",3,14,2,0,38,74,1,132,457
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 161","Ottawa",0,18,1,1,26,110,0,156,438
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 162","Ottawa",2,16,6,0,30,92,2,148,420
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 163","Ottawa",0,14,1,0,60,99,1,175,110
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 164","Ottawa",1,16,5,2,43,147,0,214,658
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 165","Ottawa",0,17,0,1,48,137,0,203,590
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 166","Ottawa",0,7,2,0,35,52,1,97,401
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 167","Ottawa",0,10,1,0,29,64,2,106,357
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 168","Ottawa",1,2,1,0,50,60,1,115,550
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 169","Ottawa",0,3,3,0,42,58,2,108,391
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 170","Ottawa",0,9,2,1,38,85,1,136,457
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 171","Ottawa",0,1,0,0,84,70,0,155,505
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 172","Ottawa",0,16,2,0,45,77,0,140,454
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 173","Ottawa",1,7,3,0,75,105,1,192,430
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 174","Ottawa",2,5,6,1,51,133,0,198,381
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 175","Ottawa",0,13,4,0,51,101,0,169,407
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 176","Ottawa",2,6,2,0,49,93,0,152,355
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 177","Ottawa",0,18,0,0,44,90,0,152,384
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 178","Ottawa",0,13,3,1,53,145,1,216,526
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 179","Ottawa",1,13,2,5,57,88,1,167,580
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 180","Ottawa",3,16,0,0,53,58,1,131,410
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 181","Ottawa",0,13,3,1,37,85,1,140,449
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 182","Ottawa",0,17,1,1,66,178,0,263,568
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 183","Ottawa",2,23,3,1,77,145,1,252,585
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 184","Ottawa",0,3,3,1,48,88,0,143,398
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 185","Ottawa",0,7,1,1,52,117,1,179,458
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 186","Ottawa",3,7,0,0,56,75,0,141,389
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 187","Ottawa",4,16,1,3,51,81,0,156,486
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 188","Ottawa",0,13,0,2,44,112,2,173,355
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 400","Ottawa",3,19,1,3,37,60,5,128,234
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 401","Ottawa",0,6,1,2,18,36,1,64,210
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 402","Ottawa",2,10,1,1,40,79,0,133,216
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 403","Ottawa",0,15,3,1,32,101,2,154,220
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 404","Ottawa",1,17,3,1,52,94,1,169,309
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 405","Ottawa",3,8,0,0,43,80,1,135,224
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 406","Ottawa",1,5,0,0,22,31,0,59,198
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 407","Ottawa",0,12,2,0,38,160,0,212,296
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 408","Ottawa",3,26,4,1,41,91,1,167,278
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 409","Ottawa",2,15,3,1,57,108,3,189,308
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 410","Ottawa",2,28,2,0,43,99,2,176,262
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 411","Ottawa",0,13,3,1,43,95,0,155,216
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 412","Ottawa",1,6,1,0,37,37,1,83,258
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 413","Ottawa",1,9,1,2,68,103,1,185,249
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 414","Ottawa",0,10,0,0,21,34,2,67,237
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 415","Ottawa",1,5,0,1,18,20,0,45,216
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 416","Ottawa",Combined with No./Résultats combinés à ceux du n°121,,,,,,,,188
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 417","Ottawa",0,9,2,0,31,97,0,139,218
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 418","Ottawa",1,9,2,0,47,127,1,187,274
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 419","Ottawa",1,4,0,2,74,101,1,183,249
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 420","Ottawa",1,2,0,0,25,50,0,78,243
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 421","Ottawa",1,9,2,1,46,108,1,168,273
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 422","Ottawa",4,6,3,0,38,117,0,168,302
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 423","Ottawa",3,8,2,0,62,100,1,176,307
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 424","Ottawa",Combined with No./Résultats combinés à ceux du n°86,,,,,,,,145
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 425","Ottawa",0,28,2,0,43,90,0,163,259
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 426","Ottawa",2,7,0,0,22,36,0,67,316
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 427","Ottawa",1,6,1,1,62,125,1,197,268
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 428","Ottawa",6,22,2,1,65,93,0,189,284
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 429","Ottawa",0,12,3,1,35,136,3,190,296
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 430","Ottawa",2,18,3,0,48,104,3,178,292
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 431","Ottawa",4,18,3,0,41,150,7,223,371
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 432","Ottawa",1,21,4,0,57,85,1,169,259
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 433","Ottawa",Combined with No./Résultats combinés à ceux du n°163,,,,,,,,192
35082,"Ottawa West--Nepean/Ottawa-Ouest--Nepean"," 434","Ottawa",2,18,1,0,73,99,0,193,326
