Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Gérard Deltell,Colette Ducharme,Anthony Leclerc,Rhode-Malaure Pierre,Martin Trudel,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 15","Québec",109,9,1,59,34,1,213,547
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 16","Québec",55,7,3,35,27,1,128,353
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 17","Québec",77,8,0,39,29,1,154,384
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 18","Québec",83,5,1,49,41,3,182,529
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 19","Québec",93,1,1,49,17,1,162,374
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 20","Québec",54,3,2,36,35,0,130,354
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 21","Québec",122,1,0,65,30,3,221,488
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 22","Québec",48,2,1,50,18,3,122,403
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 23","Québec",58,4,1,48,27,1,139,435
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 24","Québec",70,2,3,57,25,1,158,417
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 25","Québec",60,1,1,54,26,0,142,406
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 26","Québec",56,1,1,15,9,0,82,248
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 27","Québec",119,4,2,51,34,3,213,446
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 28","Québec",94,4,1,38,33,1,171,352
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 29","Québec",141,2,1,36,29,4,213,493
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 30","Québec",69,6,1,33,16,4,129,327
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 31","Québec",112,6,1,48,31,3,201,438
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 32","Québec",122,2,4,62,38,7,235,509
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 33","Québec",123,7,2,56,39,1,228,468
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 34","Québec",114,5,1,38,41,3,202,454
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 35","Québec",39,5,2,63,20,1,130,318
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 36","Québec",71,3,0,75,41,0,190,537
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 37","Québec",39,2,0,47,29,0,117,356
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 38","Québec",33,6,0,41,23,0,103,483
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 39","Québec",52,2,0,43,15,0,112,351
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 40","Québec",117,6,0,110,46,33,312,778
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 41","Québec",66,1,1,84,39,2,193,587
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 42A","Québec",60,0,0,37,31,1,129,375
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 42B","Québec",60,1,0,38,31,0,130,403
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 43","Québec",68,3,0,27,28,2,128,329
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 44","Québec",68,2,1,43,23,1,138,367
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 45","Québec",78,0,0,58,23,3,162,345
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 46","Québec",84,4,1,41,37,1,168,339
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 47","Québec",41,2,1,47,28,3,122,475
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 48","Québec",73,2,0,41,19,1,136,353
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 49","Québec",159,3,4,96,42,1,305,582
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 50","Québec",66,4,1,43,34,1,149,359
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 51","Québec",103,8,3,69,57,1,241,610
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 52","Québec",51,4,1,22,16,2,96,302
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 53","Wendake",38,8,0,21,19,5,91,340
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 54","Québec",84,6,1,33,32,2,158,371
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 55","Québec",56,5,0,48,28,2,139,361
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 56","Québec",121,12,3,69,46,6,257,582
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 57","Québec",102,8,0,32,27,3,172,420
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 58","Québec",81,7,1,43,28,3,163,401
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 59","Québec",49,6,2,44,28,0,129,362
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 60","Québec",117,7,0,32,32,2,190,466
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 61","Québec",61,1,0,29,15,1,107,332
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 62","Québec",79,6,2,45,42,3,177,479
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 63","Québec",56,11,2,35,21,4,129,401
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 64","Québec",78,10,0,28,34,4,154,370
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 65","Québec",66,6,3,31,25,2,133,400
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 66","Québec",92,8,3,43,41,5,192,496
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 67","Québec",82,6,2,42,23,2,157,386
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 68","Québec",92,3,2,42,40,4,183,460
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 69","Québec",98,13,1,73,48,4,237,470
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 70","Québec",89,5,2,61,46,2,205,479
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 71","Québec",94,4,0,34,31,4,167,422
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 72","Québec",102,3,1,51,46,0,203,452
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 73","Québec",86,4,3,31,26,1,151,359
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 74","Québec",108,7,0,57,29,2,203,493
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 75","Québec",88,5,3,35,21,2,154,462
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 76","Québec",112,6,2,31,36,0,187,364
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 77","Québec",129,5,3,66,47,1,251,545
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 78","Québec",133,9,4,45,40,3,234,565
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 79","Québec",57,2,0,65,32,2,158,338
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 80","Québec",33,1,1,48,25,0,108,305
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 81","Québec",48,3,0,75,23,3,152,431
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 82","Québec",54,2,0,51,33,0,140,328
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 83","Québec",34,1,0,58,35,1,129,419
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 84","Québec",77,1,2,95,31,0,206,470
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 85","Québec",96,0,0,66,39,3,204,627
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 86","Québec",41,2,2,51,32,2,130,329
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 87","Québec",54,9,1,46,32,6,148,421
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 88A","Québec",53,3,0,58,50,2,166,500
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 88B","Québec",44,4,2,56,23,3,132,387
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 89","Québec",39,7,1,45,29,1,122,333
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 90","Québec",108,2,3,52,41,3,209,424
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 91","Québec",74,12,1,45,33,5,170,439
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 92","Québec",112,13,1,80,38,1,245,505
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 93A","Québec",71,3,2,46,43,2,167,383
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 93B","Québec",57,4,1,53,28,0,143,369
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 94","Québec",83,5,0,61,33,1,183,481
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 95","Québec",87,3,4,74,44,1,213,529
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 96","Québec",34,5,0,60,25,1,125,435
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 97","Québec",75,2,0,60,34,1,172,396
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 98","Québec",48,1,0,60,43,2,154,412
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 99","Québec",80,3,1,56,44,3,187,521
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 100","Québec",62,4,3,55,43,1,168,378
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 101","Québec",66,7,0,35,35,2,145,419
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 102","Québec",99,7,1,124,68,5,304,564
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 103","Québec",111,2,3,63,32,1,212,328
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 104","Québec",77,12,0,99,51,2,241,427
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 105","Québec",90,0,3,50,40,0,183,382
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 106","Québec",114,4,1,45,61,2,227,524
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 107","Québec",89,5,2,54,34,6,190,424
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 108","Québec",63,4,1,33,33,3,137,360
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 109","Québec",53,2,1,50,40,2,148,499
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 110","Québec",73,8,3,82,35,1,202,497
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 111","Québec",87,8,3,73,35,6,212,520
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 112","Québec",75,7,1,27,32,1,143,366
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 113","Québec",117,7,1,62,36,1,224,519
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 114","Québec",74,6,7,40,36,1,164,519
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 115","Québec",67,2,2,57,22,40,190,338
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 116","Québec",75,13,2,66,32,1,189,400
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 117","Québec",118,7,2,88,66,2,283,594
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 118","Québec",45,8,0,23,20,0,96,234
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 119","Québec",85,5,1,73,44,2,210,505
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 120","Québec",79,3,0,45,44,6,177,426
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 121","Québec",88,6,1,75,41,0,211,392
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 122","Québec",90,3,0,37,53,3,186,436
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 123","Québec",88,9,0,34,28,1,160,392
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 124","Québec",117,18,2,35,31,3,206,404
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 125","Québec",128,5,3,31,27,0,194,547
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 126","Québec",113,5,0,38,36,4,196,504
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 127","Québec",93,2,1,36,18,2,152,406
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 128","Québec",98,3,1,109,65,3,279,491
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 129","Québec",99,5,2,38,35,1,180,422
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 130","Québec",58,9,0,34,29,1,131,379
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 131","Québec",46,9,2,37,30,6,130,375
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 132","Québec",38,7,2,33,14,1,95,246
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 133","Québec",61,3,3,41,30,1,139,346
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 134","Québec",70,9,4,43,34,0,160,366
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 135","Québec",64,4,1,37,30,3,139,327
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 136","Québec",47,1,4,32,22,1,107,349
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 137","Québec",99,3,1,41,44,2,190,424
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 138","Québec",51,1,2,39,22,3,118,356
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 139","Québec",43,8,0,21,10,3,85,309
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 140","Québec",136,5,1,51,24,3,220,472
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 141","L'Ancienne-Lorette",70,7,2,60,45,1,185,499
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 142","Québec",144,7,1,65,48,3,268,566
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 143","Québec",122,7,4,53,20,0,206,552
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 144","Québec",122,8,2,53,26,5,216,493
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 145","Québec",96,2,1,57,29,0,185,433
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 146","Québec",148,2,2,51,40,0,243,564
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 147","Québec",86,5,4,24,22,2,143,401
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 148","Québec",101,3,4,38,35,2,183,508
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 149","L'Ancienne-Lorette",77,5,3,70,35,1,191,413
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 150","L'Ancienne-Lorette",100,6,4,59,32,5,206,409
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 151","L'Ancienne-Lorette",78,12,0,50,39,2,181,419
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 152","L'Ancienne-Lorette",64,2,0,65,40,3,174,368
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 153","L'Ancienne-Lorette",75,3,0,75,27,0,180,376
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 154","L'Ancienne-Lorette",75,3,1,42,39,1,161,385
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 155","L'Ancienne-Lorette",83,7,2,39,36,3,170,339
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 156","L'Ancienne-Lorette",63,4,3,44,23,1,138,332
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 157","L'Ancienne-Lorette",97,3,2,52,23,2,179,410
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 158","L'Ancienne-Lorette",78,2,4,71,44,3,202,412
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 159","L'Ancienne-Lorette",104,8,1,62,45,7,227,473
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 160","L'Ancienne-Lorette",79,4,1,63,18,0,165,391
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 161","L'Ancienne-Lorette",75,7,2,40,30,3,157,426
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 162","L'Ancienne-Lorette",78,7,0,53,38,4,180,378
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 163A","Québec",85,3,5,33,11,0,137,411
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 163B","Québec",64,2,5,29,27,4,131,413
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 164","Québec",89,3,1,19,19,0,131,320
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 165","Québec",92,9,0,40,27,3,171,525
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 166","Québec",73,11,0,25,10,1,120,364
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 167","Québec",83,5,3,25,32,2,150,424
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 168","Québec",101,1,3,49,28,1,183,425
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 169","Québec",93,7,2,57,21,0,180,436
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 170","Québec",109,5,1,55,24,3,197,385
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 171","Québec",96,5,1,44,34,2,182,517
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 172","Québec",119,14,0,54,21,0,208,653
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 173","Québec",127,6,1,69,39,2,244,542
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 174","Québec",104,6,1,60,19,0,190,505
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 175","Québec",123,7,0,75,31,2,238,497
24044,"Louis-Saint-Laurent--Akiawenhrahk/Louis-Saint-Laurent--Akiawenhrahk"," 176","Québec",108,3,2,40,35,5,193,554
