Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Ava Becker,Lisa Bradburn,John Goheen,Philip Lawrence,Jody Ledgerwood,John Wesselius,Christina Marie Wilson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35074,"Northumberland--Clarke/Northumberland--Clarke"," 145","Cobourg",Combined with No./Résultats combinés à ceux du n°126,,,,,,,,,509
35074,"Northumberland--Clarke/Northumberland--Clarke"," 146","Cobourg",Combined with No./Résultats combinés à ceux du n°148,,,,,,,,,400
35074,"Northumberland--Clarke/Northumberland--Clarke"," 147","Cobourg",Combined with No./Résultats combinés à ceux du n°148,,,,,,,,,388
35074,"Northumberland--Clarke/Northumberland--Clarke"," 148","Cobourg",16,6,224,290,1,2,3,1,543,399
35074,"Northumberland--Clarke/Northumberland--Clarke"," 149","Cobourg",15,6,232,258,2,0,5,3,521,524
35074,"Northumberland--Clarke/Northumberland--Clarke"," 150","Cobourg",4,2,96,74,3,0,0,1,180,494
35074,"Northumberland--Clarke/Northumberland--Clarke"," 151","Cobourg",2,1,60,21,0,0,2,1,87,363
35074,"Northumberland--Clarke/Northumberland--Clarke"," 152","Cobourg",6,0,106,53,1,0,1,1,168,533
35074,"Northumberland--Clarke/Northumberland--Clarke"," 153","Cobourg",8,1,52,53,4,1,1,0,120,450
35074,"Northumberland--Clarke/Northumberland--Clarke"," 154","Cobourg",3,0,52,26,3,0,2,0,86,352
35074,"Northumberland--Clarke/Northumberland--Clarke"," 155","Port Hope",4,2,33,83,0,0,2,0,124,269
35074,"Northumberland--Clarke/Northumberland--Clarke"," 156","Port Hope",1,0,52,71,0,0,1,0,125,296
35074,"Northumberland--Clarke/Northumberland--Clarke"," 157","Port Hope",5,1,35,87,0,0,2,0,130,296
35074,"Northumberland--Clarke/Northumberland--Clarke"," 158","Port Hope",19,2,110,85,1,0,1,3,221,622
35074,"Northumberland--Clarke/Northumberland--Clarke"," 159","Port Hope",5,0,43,70,2,1,0,0,121,360
35074,"Northumberland--Clarke/Northumberland--Clarke"," 160","Port Hope",6,1,43,80,1,0,2,1,134,389
35074,"Northumberland--Clarke/Northumberland--Clarke"," 161","Port Hope",3,1,66,67,2,0,1,1,141,411
35074,"Northumberland--Clarke/Northumberland--Clarke"," 162","Port Hope",2,0,71,60,0,0,1,0,134,382
35074,"Northumberland--Clarke/Northumberland--Clarke"," 163","Port Hope",0,1,46,46,1,0,1,0,95,327
35074,"Northumberland--Clarke/Northumberland--Clarke"," 164","Clarington",4,1,35,85,0,2,0,0,127,311
35074,"Northumberland--Clarke/Northumberland--Clarke"," 165","Clarington",3,1,46,75,0,2,2,0,129,320
35074,"Northumberland--Clarke/Northumberland--Clarke"," 166","Clarington",4,2,65,63,0,1,2,0,137,298
35074,"Northumberland--Clarke/Northumberland--Clarke"," 167","Port Hope",4,0,50,67,1,0,2,0,124,287
35074,"Northumberland--Clarke/Northumberland--Clarke"," 168","Port Hope",9,2,64,91,0,0,0,2,168,319
35074,"Northumberland--Clarke/Northumberland--Clarke"," 169","Port Hope",10,4,61,91,1,1,3,0,171,357
35074,"Northumberland--Clarke/Northumberland--Clarke"," 170","Hamilton",14,2,52,106,1,1,1,0,177,449
35074,"Northumberland--Clarke/Northumberland--Clarke"," 171","Cobourg",5,0,71,70,1,3,3,0,153,410
35074,"Northumberland--Clarke/Northumberland--Clarke"," 172","Cobourg",7,0,90,78,0,0,8,1,184,469
35074,"Northumberland--Clarke/Northumberland--Clarke"," 173","Cobourg",8,0,95,71,0,0,3,0,177,361
35074,"Northumberland--Clarke/Northumberland--Clarke"," 174","Cobourg",5,1,72,44,0,0,1,0,123,353
35074,"Northumberland--Clarke/Northumberland--Clarke"," 175","Cobourg",7,0,71,45,0,2,0,0,125,405
35074,"Northumberland--Clarke/Northumberland--Clarke"," 176","Cobourg",6,1,105,82,3,0,3,0,200,496
35074,"Northumberland--Clarke/Northumberland--Clarke"," 177","Cobourg",2,2,109,63,0,0,0,0,176,430
35074,"Northumberland--Clarke/Northumberland--Clarke"," 178","Cobourg",5,1,75,58,2,1,0,4,146,394
35074,"Northumberland--Clarke/Northumberland--Clarke"," 179","Port Hope",7,2,60,56,0,0,2,0,127,363
35074,"Northumberland--Clarke/Northumberland--Clarke"," 180","Port Hope",9,0,57,71,0,0,0,0,137,395
35074,"Northumberland--Clarke/Northumberland--Clarke"," 181","Port Hope",7,0,74,82,0,0,0,0,163,374
35074,"Northumberland--Clarke/Northumberland--Clarke"," 182","Port Hope",9,1,81,107,0,0,4,0,202,533
35074,"Northumberland--Clarke/Northumberland--Clarke"," 183","Port Hope",5,0,76,81,1,0,5,4,172,424
35074,"Northumberland--Clarke/Northumberland--Clarke"," 184","Port Hope",7,0,51,41,0,0,5,0,104,267
35074,"Northumberland--Clarke/Northumberland--Clarke"," 185","Port Hope",2,0,48,43,0,0,2,1,96,344
35074,"Northumberland--Clarke/Northumberland--Clarke"," 186","Port Hope",2,1,62,61,2,1,4,0,133,367
35074,"Northumberland--Clarke/Northumberland--Clarke"," 187","Port Hope",10,2,70,70,0,1,1,0,154,366
35074,"Northumberland--Clarke/Northumberland--Clarke"," 188","Port Hope",1,0,43,45,0,0,1,0,90,324
35074,"Northumberland--Clarke/Northumberland--Clarke"," 189","Port Hope",1,4,87,42,3,0,0,1,138,355
35074,"Northumberland--Clarke/Northumberland--Clarke"," 190","Port Hope",5,2,58,50,0,0,1,0,116,472
35074,"Northumberland--Clarke/Northumberland--Clarke"," 191","Port Hope",6,0,55,47,1,0,1,0,110,358
35074,"Northumberland--Clarke/Northumberland--Clarke"," 192","Port Hope",6,1,50,53,4,0,1,0,115,322
35074,"Northumberland--Clarke/Northumberland--Clarke"," 193","Port Hope",0,1,45,44,0,0,1,0,91,315
35074,"Northumberland--Clarke/Northumberland--Clarke"," 194","Port Hope",8,0,50,38,1,0,1,0,98,311
35074,"Northumberland--Clarke/Northumberland--Clarke"," 195","Port Hope",5,1,57,65,2,0,1,0,131,387
35074,"Northumberland--Clarke/Northumberland--Clarke"," 196","Port Hope",2,0,67,74,0,0,4,0,147,546
35074,"Northumberland--Clarke/Northumberland--Clarke"," 197","Port Hope",3,0,67,54,1,1,2,1,129,445
35074,"Northumberland--Clarke/Northumberland--Clarke"," 198","Port Hope",3,0,34,54,0,0,0,0,91,283
35074,"Northumberland--Clarke/Northumberland--Clarke"," 199","Clarington",5,0,52,69,2,0,3,1,132,295
35074,"Northumberland--Clarke/Northumberland--Clarke"," 200","Clarington",3,0,33,59,0,0,4,0,99,305
35074,"Northumberland--Clarke/Northumberland--Clarke"," 201","Clarington",0,0,45,73,0,0,2,2,122,289
35074,"Northumberland--Clarke/Northumberland--Clarke"," 202","Clarington",7,4,45,66,1,1,3,0,127,330
35074,"Northumberland--Clarke/Northumberland--Clarke"," 203","Clarington",5,0,45,65,0,2,0,0,117,415
35074,"Northumberland--Clarke/Northumberland--Clarke"," 204","Clarington",3,0,39,96,1,2,4,0,145,457
35074,"Northumberland--Clarke/Northumberland--Clarke"," 205","Clarington",2,1,21,72,1,0,2,0,99,243
35074,"Northumberland--Clarke/Northumberland--Clarke"," 206","Clarington",2,1,27,66,0,0,0,0,96,256
35074,"Northumberland--Clarke/Northumberland--Clarke"," 207","Clarington",3,3,40,108,0,0,4,0,158,376
35074,"Northumberland--Clarke/Northumberland--Clarke"," 208","Clarington",5,2,58,99,0,0,1,1,166,390
35074,"Northumberland--Clarke/Northumberland--Clarke"," 209","Clarington",3,0,50,75,1,1,0,0,130,365
35074,"Northumberland--Clarke/Northumberland--Clarke"," 210","Clarington",2,0,42,59,0,5,2,2,112,309
35074,"Northumberland--Clarke/Northumberland--Clarke"," 211","Clarington",6,2,56,83,0,1,0,0,148,357
35074,"Northumberland--Clarke/Northumberland--Clarke"," 212","Clarington",13,1,40,76,2,0,0,2,134,352
35074,"Northumberland--Clarke/Northumberland--Clarke"," 213","Clarington",6,0,74,123,1,1,1,1,207,542
35074,"Northumberland--Clarke/Northumberland--Clarke"," 214","Clarington",8,1,99,143,0,0,1,2,254,721
35074,"Northumberland--Clarke/Northumberland--Clarke"," 215","Clarington",2,1,79,105,0,0,2,1,190,571
35074,"Northumberland--Clarke/Northumberland--Clarke"," 216","Clarington",10,4,106,92,0,0,2,2,216,533
35074,"Northumberland--Clarke/Northumberland--Clarke"," 217","Clarington",6,3,75,88,1,1,2,0,176,529
35074,"Northumberland--Clarke/Northumberland--Clarke"," 218","Clarington",6,1,66,114,0,0,0,0,187,431
35074,"Northumberland--Clarke/Northumberland--Clarke"," 219","Clarington",8,0,45,69,0,2,0,0,124,349
35074,"Northumberland--Clarke/Northumberland--Clarke"," 220","Clarington",2,1,50,54,0,0,1,0,108,255
35074,"Northumberland--Clarke/Northumberland--Clarke"," 221","Clarington",4,1,61,71,0,0,2,0,139,466
35074,"Northumberland--Clarke/Northumberland--Clarke"," 222","Clarington",3,1,44,62,1,0,0,0,111,395
35074,"Northumberland--Clarke/Northumberland--Clarke"," 223","Clarington",8,0,58,74,2,1,3,0,146,393
35074,"Northumberland--Clarke/Northumberland--Clarke"," 224","Clarington",1,0,68,113,0,1,0,0,183,418
35074,"Northumberland--Clarke/Northumberland--Clarke"," 225","Clarington",4,0,36,74,2,0,0,0,116,342
35074,"Northumberland--Clarke/Northumberland--Clarke"," 226","Clarington",5,0,66,62,0,0,0,0,133,410
35074,"Northumberland--Clarke/Northumberland--Clarke"," 227","Clarington",2,0,60,70,0,1,1,0,134,437
35074,"Northumberland--Clarke/Northumberland--Clarke"," 228","Clarington",6,1,80,76,1,0,1,1,166,472
35074,"Northumberland--Clarke/Northumberland--Clarke"," 229","Clarington",4,0,72,64,0,1,1,0,142,464
35074,"Northumberland--Clarke/Northumberland--Clarke"," 500","Mobile poll/Bureau itinérant",5,0,17,15,0,0,1,1,39,63
35074,"Northumberland--Clarke/Northumberland--Clarke"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,,12
35074,"Northumberland--Clarke/Northumberland--Clarke"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,,36
35074,"Northumberland--Clarke/Northumberland--Clarke"," 503","Mobile poll/Bureau itinérant",8,2,32,28,1,1,2,1,75,87
35074,"Northumberland--Clarke/Northumberland--Clarke"," 504","Mobile poll/Bureau itinérant",1,1,11,18,0,0,0,0,31,28
