Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Darren Fisher,Michelle Lindsay,Keith Morrison,Isabelle Obeid,Joseph Shea,Rana Zaman,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 55","Halifax",101,3,6,29,0,2,0,141,344
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 56","Halifax",75,8,11,28,0,2,1,125,354
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 57","Halifax",98,1,8,39,0,0,0,146,401
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 58","Halifax",89,5,11,23,1,0,1,130,354
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 59","Halifax",99,5,8,42,0,3,0,157,481
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 60","Halifax",93,0,10,38,1,2,1,145,367
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 61","Halifax",117,0,15,65,0,2,0,199,458
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 62","Halifax",91,3,8,34,0,1,0,137,391
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 63","Halifax",154,1,6,55,0,0,0,216,429
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 64","Halifax",79,3,15,42,1,4,0,144,358
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 65","Halifax",79,3,13,43,0,7,0,145,353
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 66","Halifax",60,1,9,31,1,0,1,103,335
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 67","Halifax",100,1,2,59,0,0,1,163,474
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 68","Halifax",93,2,9,25,2,0,0,131,361
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 69","Halifax",28,2,11,22,0,1,1,65,318
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 70","Halifax",85,4,15,36,1,0,0,141,412
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 71","Halifax",114,8,19,43,1,2,0,187,529
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 72","Halifax",79,3,16,24,0,2,1,125,368
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 73","Halifax",88,6,20,35,1,3,2,155,508
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 74","Halifax",102,3,9,29,1,0,0,144,577
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 75","Halifax",89,3,16,23,0,3,1,135,422
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 76","Halifax",140,5,6,56,0,3,0,210,427
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 77","Halifax",86,3,11,29,0,2,0,131,400
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 78","Halifax",112,5,8,28,0,4,0,157,616
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 79","Halifax",59,2,16,35,2,6,0,120,451
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 80","Halifax",110,2,21,46,0,1,2,182,566
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 81","Halifax",234,4,18,44,0,1,1,302,676
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 82","Halifax",110,0,10,23,0,1,0,144,487
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 83","Halifax",87,0,2,28,0,0,2,119,404
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 84","Halifax",86,0,14,41,1,2,0,144,351
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 85","Halifax",109,2,13,21,0,1,1,147,442
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 86","Halifax",143,2,10,79,0,3,1,238,490
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 87","Halifax",132,1,11,50,0,5,0,199,475
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 88","Halifax",123,2,10,44,0,1,1,181,425
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 89","Halifax",126,1,10,54,0,0,1,192,461
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 90","Halifax",102,0,6,52,0,1,0,161,430
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 91","Halifax",102,2,7,78,0,1,0,190,483
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 92","Halifax",142,4,9,45,0,4,1,205,479
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 93","Halifax",66,2,11,48,0,1,1,129,402
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 94","Halifax",105,1,8,33,0,1,0,148,406
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 95","Halifax",116,1,4,57,0,2,0,180,531
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 96","Halifax",91,0,4,47,0,0,0,142,348
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 97","Halifax",96,6,12,28,0,3,1,146,436
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 98","Halifax",83,3,9,35,0,2,0,132,352
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 99","Halifax",109,1,6,17,0,1,1,135,441
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 100","Halifax",123,1,8,47,0,4,0,183,428
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 101","Halifax",98,1,7,30,0,1,2,139,388
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 102","Halifax",101,2,6,33,0,0,2,144,557
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 103","Halifax",105,3,13,33,1,5,1,161,420
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 104","Halifax",45,2,10,26,0,4,1,88,329
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 105","Halifax",71,1,20,50,0,5,1,148,401
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 106","Halifax",73,3,23,52,0,1,1,153,483
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 107","Halifax",52,4,20,37,1,2,0,116,371
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 108","Halifax",61,2,16,48,0,3,1,131,434
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 109","Halifax",102,6,4,38,0,0,0,150,525
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 110","Halifax",72,1,1,47,0,0,0,121,435
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 111","Halifax",106,1,1,49,0,0,0,157,415
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 112","Halifax",102,4,11,53,0,3,1,174,382
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 113","Halifax",53,2,4,23,0,2,1,85,492
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 114","Cole Harbour 30",115,3,8,56,0,2,0,184,285
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 115","Halifax",116,2,8,68,0,0,1,195,520
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 116","Halifax",104,1,10,56,1,1,1,174,429
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 117","Halifax",106,5,18,46,1,3,1,180,472
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 118","Halifax",81,0,17,28,1,7,0,134,347
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 119","Halifax",114,2,10,17,0,5,0,148,391
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 120","Halifax",101,0,19,21,0,4,2,147,388
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 121","Halifax",131,2,15,11,0,2,3,164,397
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 122","Halifax",85,8,8,35,0,2,1,139,385
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 123","Halifax",96,3,15,38,0,1,1,154,394
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 124","Halifax",143,0,8,35,1,1,0,188,545
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 125A","Halifax",70,3,4,38,0,1,0,116,445
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 125B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,12
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 126","Halifax",87,3,4,46,0,1,1,142,401
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 127","Halifax",75,0,8,34,0,1,0,118,366
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 128","Halifax",92,1,16,27,0,0,0,136,377
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 129","Halifax",81,1,13,20,0,5,0,120,447
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 130","Halifax",103,0,18,19,0,4,0,144,451
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 131","Halifax",88,0,11,20,0,1,2,122,343
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 132","Halifax",108,1,11,22,2,3,2,149,473
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 133","Halifax",124,1,21,25,0,0,0,171,455
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 134","Halifax",99,1,27,33,0,6,1,167,479
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 135","Halifax",87,8,25,56,0,1,0,177,449
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 136","Halifax",105,4,17,80,0,4,1,211,521
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 137","Halifax",80,8,12,75,1,2,1,179,480
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 138","Halifax",57,4,5,70,0,2,0,138,415
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 139","Halifax",89,5,15,52,1,4,0,166,460
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 140","Halifax",69,3,18,41,0,0,2,133,419
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 141","Halifax",71,2,15,55,0,2,0,145,481
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 142","Halifax",81,0,8,45,1,3,0,138,498
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 143","Halifax",88,4,26,37,0,0,0,155,416
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 144","Halifax",131,5,37,58,0,2,2,235,513
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 145A","Halifax",85,5,14,60,0,3,2,169,573
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 145B","Halifax",103,1,5,33,1,2,3,148,534
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 146","Halifax",93,1,23,49,0,6,0,172,428
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 147","Halifax",102,4,10,22,0,2,0,140,381
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 148","Halifax",114,0,14,29,2,3,0,162,418
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 149","Halifax",146,2,24,48,0,3,0,223,483
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 150","Halifax",98,1,12,53,0,5,1,170,526
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 151","Halifax",80,2,23,41,0,1,4,151,427
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 152","Halifax",71,5,23,34,1,5,1,140,401
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 153","Halifax",84,4,22,31,0,1,2,144,465
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 154","Halifax",116,7,17,42,0,2,1,185,477
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 155","Halifax",109,2,24,34,0,3,2,174,501
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 156","Halifax",95,3,25,29,2,2,2,158,504
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 157","Halifax",62,4,20,34,1,2,0,123,399
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 158","Halifax",68,2,13,43,3,2,2,133,416
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 159","Halifax",43,5,14,25,0,0,0,87,333
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 160","Halifax",33,1,13,22,0,5,0,74,342
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 161","Halifax",53,3,18,30,0,2,2,108,416
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 162","Halifax",111,0,19,30,2,7,4,173,534
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 163","Halifax",121,0,25,16,2,3,2,169,494
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 164","Halifax",54,0,9,27,1,1,3,95,416
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 165","Halifax",78,4,22,39,1,4,2,150,425
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 166","Halifax",105,1,17,35,0,5,1,164,545
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 167","Halifax",106,0,10,37,0,6,0,159,573
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 168","Halifax",56,4,23,43,3,4,1,134,392
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 169","Halifax",83,0,18,36,1,1,0,139,459
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 170","Halifax",91,6,13,25,0,5,1,141,444
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 171","Halifax",82,1,5,19,0,1,0,108,399
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 172","Halifax",80,1,0,29,1,0,0,111,592
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 173","Halifax",101,1,7,39,0,0,0,148,513
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 174","Halifax",92,1,30,39,2,3,2,169,542
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 175","Halifax",169,3,32,39,0,9,2,254,516
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 176","Halifax",125,3,16,66,2,4,3,219,456
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 177","Halifax",81,5,7,67,2,2,1,165,506
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 178","Halifax",75,3,26,34,0,1,0,139,422
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 179","Halifax",47,5,8,35,0,1,1,97,368
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 180","Halifax",70,4,18,51,0,0,0,143,503
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 181","Halifax",94,7,13,79,1,6,0,200,462
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 182","Halifax",79,7,12,69,1,5,1,174,585
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 183","Halifax",47,0,10,42,0,1,1,101,328
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 184","Halifax",89,0,16,61,0,0,1,167,469
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 185","Halifax",94,0,8,44,0,0,0,146,514
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 186","Halifax",53,1,9,44,0,1,0,108,382
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 187","Halifax",107,3,12,58,1,4,0,185,486
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 188","Halifax",67,2,14,69,1,3,1,157,462
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 189","Halifax",57,8,14,37,0,5,0,121,350
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 190","Halifax",70,1,18,44,0,1,0,134,392
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 191","Halifax",57,3,13,32,0,2,0,107,377
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 400","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,50
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 500","Mobile poll/Bureau itinérant",41,1,12,9,0,2,6,71,17
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 501","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°500,,,,,,,,8
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°503,,,,,,,,11
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 503","Mobile poll/Bureau itinérant",51,0,10,7,0,0,3,71,47
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,10
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 505","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,21
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 506","Mobile poll/Bureau itinérant",129,0,5,17,1,0,4,156,92
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,,63
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 508","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,,59
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 509","Mobile poll/Bureau itinérant",81,2,3,12,1,1,4,104,105
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 510","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 511","Mobile poll/Bureau itinérant",58,2,11,17,0,2,2,92,129
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,,71
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 513","Mobile poll/Bureau itinérant",58,5,37,12,1,2,3,118,197
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 514","Mobile poll/Bureau itinérant",75,3,8,15,0,1,1,103,6
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 515A","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°514,,,,,,,,19
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 515B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°514,,,,,,,,75
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 516","Halifax",Combined with No./Résultats combinés à ceux du n°178,,,,,,,,11
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 600","Halifax",932,7,54,220,4,8,1,1226,
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 601","Halifax",1005,11,109,256,1,18,7,1407,
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 602","Halifax",1033,15,55,230,0,11,2,1346,
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 603","Halifax",1108,11,70,303,2,8,3,1505,
12005,"Dartmouth--Cole Harbour/Dartmouth--Cole Harbour"," 604","Halifax",981,19,71,306,3,9,7,1396,
