Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Frank Caputo,Iain Currie,Chris Enns,Miguel Godau,Jenna Lindley,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 220","Merritt",119,68,0,14,2,1,204,564
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 221","Merritt",84,44,0,7,2,0,137,426
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 222","Merritt",88,48,1,14,2,0,153,508
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 223","Quilchena",Combined with No./Résultats combinés à ceux du n°229,,,,,,,96
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 224","Douglas Lake 3",54,22,0,14,7,1,98,193
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 225","Merritt",85,38,1,12,2,0,138,460
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 226","Merritt",63,37,0,13,1,0,114,453
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 227","Merritt",81,44,2,7,3,3,140,509
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 228","Merritt",71,26,0,12,6,0,115,465
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 229","Merritt",87,44,2,15,5,0,153,303
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 229-1","Joeyaska 2",Combined with No./Résultats combinés à ceux du n°229,,,,,,,53
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 230","Coldwater 1",56,18,3,22,8,4,111,127
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 231","Quilchena",Combined with No./Résultats combinés à ceux du n°224,,,,,,,45
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 232","Merritt",Combined with No./Résultats combinés à ceux du n°230,,,,,,,128
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 233","Merritt",81,30,1,19,3,0,134,434
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 500","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°501,,,,,,,9
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 501","Mobile poll/Bureau itinérant",13,8,1,4,0,1,27,69
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 502","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,10
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 503","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°521,,,,,,,17
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 504","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°505,,,,,,,2
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 505","Mobile poll/Bureau itinérant",12,10,1,4,2,0,29,24
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 506","Mobile poll/Bureau itinérant",27,33,1,6,4,4,75,104
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 507","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°526,,,,,,,32
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 508","Mobile poll/Bureau itinérant",31,46,6,20,7,0,110,101
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 509","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°513,,,,,,,70
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 510","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°514,,,,,,,25
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 511","Mobile poll/Bureau itinérant",65,103,0,22,3,7,200,166
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 512","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°511,,,,,,,116
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 513","Mobile poll/Bureau itinérant",23,46,6,13,1,6,95,63
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 514","Mobile poll/Bureau itinérant",39,24,1,10,1,0,75,73
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 515","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°508,,,,,,,56
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 516","Kamloops",Combined with No./Résultats combinés à ceux du n°164,,,,,,,37
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 517","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°506,,,,,,,33
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 518","Kamloops",Combined with No./Résultats combinés à ceux du n°130,,,,,,,43
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 519","Kamloops",Combined with No./Résultats combinés à ceux du n°170,,,,,,,73
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 520","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°524,,,,,,,20
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 521","Mobile poll/Bureau itinérant",20,19,2,12,2,2,57,57
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 522","Kamloops",Combined with No./Résultats combinés à ceux du n°181,,,,,,,135
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 523","Mobile poll/Bureau itinérant",60,96,2,13,6,3,180,168
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 524","Mobile poll/Bureau itinérant",17,12,4,10,2,3,48,49
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 525","Kamloops",Combined with No./Résultats combinés à ceux du n°180,,,,,,,72
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 526","Mobile poll/Bureau itinérant",31,57,1,11,6,2,108,126
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 527","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°528,,,,,,,36
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 528","Mobile poll/Bureau itinérant",40,31,5,7,4,3,90,64
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 529","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°528,,,,,,,28
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 600","Blue River--Clearwater",597,393,17,61,17,4,1089,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 601","Nekalliston 2",Combined with No./Résultats combinés à ceux du n°605,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 602","North Thompson 1",Combined with No./Résultats combinés à ceux du n°605,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 603","Louis Creek 4",Combined with No./Résultats combinés à ceux du n°605,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 604","Squaam 2",Combined with No./Résultats combinés à ceux du n°605,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 605","Barrière--Little Fort",755,351,13,50,17,0,1186,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 606","High Bar 1",Combined with No./Résultats combinés à ceux du n°607,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 607","Clinton ",231,152,3,27,7,0,420,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 608","Canoe Creek 1",Combined with No./Résultats combinés à ceux du n°607,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 609","Lillooet",391,330,11,83,25,1,841,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 610","Slosh 1",Combined with No./Résultats combinés à ceux du n°609,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 611","Bridge River 1",Combined with No./Résultats combinés à ceux du n°609,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 612","Lillooet 1",Combined with No./Résultats combinés à ceux du n°609,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 613","Pashilqua 2",Combined with No./Résultats combinés à ceux du n°609,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 614","Fountain 1B",Combined with No./Résultats combinés à ceux du n°609,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 615","Marble Canyon 3",Combined with No./Résultats combinés à ceux du n°609,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 616","Ashcroft",478,283,7,47,16,2,833,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 617","Bonaparte 3",Combined with No./Résultats combinés à ceux du n°616,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 618","Ashcroft 4",Combined with No./Résultats combinés à ceux du n°616,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 619","Basque 18",Combined with No./Résultats combinés à ceux du n°616,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 620","Oregon Jack Creek 5",Combined with No./Résultats combinés à ceux du n°616,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 621","Skeetchestn",Combined with No./Résultats combinés à ceux du n°622,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 622","Savona",303,180,1,12,4,0,500,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 623","Kamloops",700,638,13,74,11,7,1443,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 624","Kamloops--Black Pines",Combined with No./Résultats combinés à ceux du n°625,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 625","Whispering Pines 4",1035,780,16,48,13,4,1896,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 626","Heffley Creek",336,236,2,6,6,0,586,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 627","Kamloops ",301,160,6,13,5,1,486,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 628","Kamloops ",218,128,5,3,2,0,356,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 629","Kamloops 1",653,668,5,50,9,2,1387,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 630","Kamloops",903,708,9,53,20,3,1696,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 631","Kamloops ",568,576,5,75,8,2,1234,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 632","Kamloops",531,509,12,74,10,4,1140,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 633","Kamloops ",476,442,11,74,7,2,1012,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 634","Kamloops",409,763,8,51,12,9,1252,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 635","Kamloops",487,815,4,56,9,5,1376,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 636","Kamloops ",819,713,9,95,18,5,1659,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 637","Kamloops ",953,1109,9,54,4,2,2131,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 638","Kamloops",840,818,5,52,11,4,1730,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 639","Logan Lake",497,286,5,48,10,2,848,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 640","Kumcheen 1",Combined with No./Résultats combinés à ceux du n°616,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 641","Shackan 11",Combined with No./Résultats combinés à ceux du n°650,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 642","Nicomen 1",Combined with No./Résultats combinés à ceux du n°649,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 643","Lytton 9B",Combined with No./Résultats combinés à ceux du n°649,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 644","Inklyuhkinatko 2",Combined with No./Résultats combinés à ceux du n°649,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 645","Siska Flat--Zacht 5",Combined with No./Résultats combinés à ceux du n°649,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 646","Hamilton Creek 2",Combined with No./Résultats combinés à ceux du n°649,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 647","Kanaka Bar",Combined with No./Résultats combinés à ceux du n°649,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 648","Boothroyd 8A",Combined with No./Résultats combinés à ceux du n°649,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 649","Lytton--Spences Bridge",34,62,4,22,5,1,128,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 650","Merritt",568,277,1,54,11,1,912,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 651","Nooaitch 10",Combined with No./Résultats combinés à ceux du n°650,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 652","Nicola Mameet 1",Combined with No./Résultats combinés à ceux du n°650,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 653","Merritt",632,479,9,69,21,3,1213,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 654","Joeyaska 2",Combined with No./Résultats combinés à ceux du n°650,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 655","Coldwater 1",Combined with No./Résultats combinés à ceux du n°650,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 656","Zoht 4",Combined with No./Résultats combinés à ceux du n°650,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola"," 657","Douglas Lake 3",Combined with No./Résultats combinés à ceux du n°650,,,,,,,
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola",,Group 1/Groupe 1, 239,242,6,24,8,36,555,167
59015,"Kamloops--Thompson--Nicola/Kamloops--Thompson--Nicola",,Group 2/Groupe 2, 1664,1546,27,170,42,77,3526,
