Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Division Number/Numéro de section de vote,Polling Division Name/Nom de section de vote,Mélanie Bédard,Gaëtan Deschênes,Martin Grenier,Sylvain Pariseau,Raymonde Plamondon,Simon-Pierre Savard-Tremblay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 11","Sainte-Hélène-de-Bagot",34,59,4,3,1,61,1,163,344
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 12","Sainte-Hélène-de-Bagot",44,52,1,1,4,77,4,183,399
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 13","Sainte-Hélène-de-Bagot",28,60,4,0,4,65,2,163,336
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 14","Sainte-Hélène-de-Bagot",43,52,2,4,2,60,6,169,360
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 15","Saint-Théodore-d'Acton",31,43,1,1,7,88,3,174,296
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 16","Saint-Théodore-d'Acton",48,41,1,1,3,83,1,178,350
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 17","Saint-Théodore-d'Acton",56,35,4,2,8,127,5,237,364
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 18","Saint-Théodore-d'Acton",33,26,1,1,1,93,4,159,254
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 19","Saint-Jude",28,42,1,2,0,71,4,148,290
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 20","Saint-Jude",57,52,6,1,2,92,4,214,394
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 21","Saint-Jude",37,34,5,3,7,97,2,185,381
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 22","Saint-Barnabé-Sud",59,72,3,2,4,111,2,253,399
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 23","Saint-Barnabé-Sud",45,43,4,1,4,83,2,182,263
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 24","Saint-Simon",57,48,6,4,4,81,2,202,333
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 25","Saint-Simon",90,37,1,3,4,90,4,229,347
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 26","Saint-Simon",81,51,9,2,8,119,3,273,414
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 27","Sainte-Christine",52,48,3,4,1,76,0,184,333
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 28","Sainte-Christine",63,34,2,5,1,88,4,197,324
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 29","Acton Vale",57,40,1,0,2,100,5,205,437
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 30","Acton Vale",42,31,1,0,5,79,5,163,397
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 31","Acton Vale",39,33,1,1,2,80,3,159,373
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 32","Acton Vale",47,14,3,0,4,61,5,134,387
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 33","Acton Vale",53,49,1,3,8,103,5,222,497
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 34","Acton Vale",43,34,2,4,3,62,2,150,445
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 35","Acton Vale",34,29,3,3,6,65,4,144,385
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 36","Acton Vale",39,40,4,1,7,75,5,171,445
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 37","Acton Vale",53,43,4,4,3,99,1,207,482
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 38","Acton Vale",43,50,5,1,3,75,2,179,400
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 39","Acton Vale",38,43,0,3,5,106,3,198,535
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 40","Acton Vale",23,32,2,2,5,56,6,126,369
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 41","Acton Vale",37,36,3,0,5,94,5,180,384
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 42","Acton Vale",29,46,2,3,5,81,1,167,410
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 43","Acton Vale",41,30,1,1,1,81,4,159,366
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 44","Upton",42,40,2,2,1,58,2,147,286
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 45","Upton",47,68,4,2,16,88,4,229,449
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 46","Upton",27,18,0,1,3,49,0,98,343
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 47","Upton",46,41,1,5,5,98,6,202,467
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 48","Upton",30,25,4,0,4,61,4,128,269
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 49","Saint-Liboire",29,24,0,3,4,74,3,137,264
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 50","Saint-Liboire",44,15,2,2,1,86,0,150,272
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 51A","Saint-Liboire",60,46,6,1,4,103,0,220,357
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 51B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°509,,,,,,,,20
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 52","Saint-Liboire",74,47,0,0,7,134,5,267,369
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 53","Saint-Liboire",53,44,5,1,8,95,3,209,358
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 54","Saint-Liboire",45,41,8,1,5,111,5,216,339
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 55","Saint-Liboire",43,41,3,3,6,89,2,187,342
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 56","Saint-Hyacinthe",39,39,5,3,0,66,1,153,350
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 57","Saint-Hyacinthe",48,50,1,1,7,95,4,206,434
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 58","Saint-Hyacinthe",46,47,3,1,7,64,6,174,401
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 59","Saint-Hyacinthe",47,21,2,0,4,81,3,158,376
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 60","Saint-Hyacinthe",52,60,0,0,1,99,4,216,433
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 61","Saint-Hyacinthe",42,41,5,0,6,71,6,171,409
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 62","Saint-Hyacinthe",60,35,4,1,1,67,2,170,358
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 63","Saint-Hyacinthe",51,27,1,0,3,71,2,155,377
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 64","Saint-Hyacinthe",46,64,1,2,6,93,2,214,440
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 65","Saint-Hyacinthe",35,48,3,2,4,60,5,157,385
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 66","Saint-Hyacinthe",39,22,0,0,1,53,1,116,238
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 67","Saint-Hyacinthe",63,20,2,1,6,101,3,196,394
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 68","Saint-Hyacinthe",46,28,2,0,3,79,2,160,394
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 69","Saint-Hyacinthe",53,27,3,3,9,74,1,170,346
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 70","Saint-Hyacinthe",77,35,1,0,3,113,4,233,484
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 71","Saint-Hyacinthe",37,25,2,0,5,70,2,141,329
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 72","Saint-Hyacinthe",44,33,2,2,8,89,3,181,402
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 73","Saint-Hyacinthe",44,30,3,0,7,87,2,173,388
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 74","Saint-Hyacinthe",61,48,2,1,0,86,5,203,455
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 75","Saint-Hyacinthe",64,34,2,1,5,84,8,198,426
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 76","Saint-Hyacinthe",61,51,4,1,5,89,5,216,482
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 77","Saint-Hyacinthe",57,39,4,1,3,106,6,216,482
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 78","Saint-Hyacinthe",70,19,3,1,6,68,2,169,420
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 79","Saint-Hyacinthe",72,27,1,0,6,79,0,185,426
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 80","Saint-Hyacinthe",44,24,3,0,2,65,2,140,343
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 81","Saint-Hyacinthe",50,25,2,0,6,79,0,162,383
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 82","La Présentation",62,62,2,2,10,114,4,256,438
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 83","La Présentation",52,37,2,0,2,89,5,187,344
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 84","La Présentation",67,60,3,2,7,118,8,265,456
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 85","La Présentation",93,44,0,0,2,99,5,243,458
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 86","La Présentation",34,52,2,2,1,95,4,190,341
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 87","Roxton Falls",32,38,1,1,5,47,2,126,283
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 88","Roxton Falls",47,25,3,3,3,74,6,161,345
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 89","Roxton Falls",52,36,2,1,2,53,1,147,379
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 90","Roxton Falls",36,38,5,3,3,45,3,133,372
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 91","Roxton",48,36,2,1,0,61,2,150,355
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 92","Roxton",46,43,4,3,0,68,2,166,346
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 93A","Saint-Hyacinthe",104,16,0,1,2,49,7,179,243
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 93B","Saint-Hyacinthe",108,14,2,0,0,61,1,186,262
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 94","Saint-Hyacinthe",92,47,5,2,8,97,6,257,530
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 95","Saint-Hyacinthe",28,11,1,0,1,39,1,81,213
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 96","Saint-Hyacinthe",66,30,7,0,9,83,2,197,439
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 97","Saint-Hyacinthe",35,16,3,2,5,44,5,110,351
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 98","Saint-Hyacinthe",66,17,2,0,7,62,2,156,358
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 99","Saint-Hyacinthe",53,22,1,0,2,48,0,126,339
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 100","Saint-Hyacinthe",67,35,1,0,3,76,2,184,406
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 101","Saint-Hyacinthe",80,16,3,1,0,46,4,150,380
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 102","Saint-Hyacinthe",54,50,3,1,4,75,2,189,472
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 103","Saint-Hyacinthe",55,23,5,1,5,49,0,138,426
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 104A","Saint-Hyacinthe",30,13,1,3,6,76,1,130,396
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 104B","Mobile poll/Bureau itinérant",Combined with No./Résultats combinés à ceux du n°504,,,,,,,,32
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 105","Saint-Hyacinthe",42,18,1,2,4,55,3,125,345
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 106","Saint-Hyacinthe",33,29,2,0,9,64,0,137,287
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 107","Saint-Hyacinthe",50,37,2,1,7,70,0,167,392
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 108","Saint-Hyacinthe",40,16,1,0,4,51,3,115,392
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 109","Saint-Hyacinthe",71,16,0,0,3,57,6,153,506
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 110A","Saint-Hyacinthe",52,23,2,1,1,40,7,126,529
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 110B","Saint-Hyacinthe",Combined with No./Résultats combinés à ceux du n°106,,,,,,,,199
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 111","Saint-Hyacinthe",68,6,2,1,1,44,8,130,229
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 112","Saint-Hyacinthe",28,22,1,3,7,40,7,108,321
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 113","Saint-Hyacinthe",15,14,1,1,7,44,1,83,361
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 114","Saint-Hyacinthe",16,22,4,1,6,24,0,73,375
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 115","Saint-Hyacinthe",38,26,4,1,4,45,6,124,361
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 116","Saint-Hyacinthe",28,21,6,0,9,30,3,97,342
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 117","Saint-Hyacinthe",36,11,2,4,6,34,5,98,338
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 118","Saint-Hyacinthe",28,23,2,3,7,54,0,117,346
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 119","Saint-Hyacinthe",47,17,3,0,6,50,1,124,412
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 120","Béthanie",59,33,2,2,1,63,1,161,282
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 121","Saint-Hyacinthe",39,26,3,2,3,69,3,145,439
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 122","Saint-Hyacinthe",49,26,2,1,9,76,2,165,394
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 123","Saint-Hyacinthe",43,30,0,1,11,93,7,185,447
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 124","Saint-Hyacinthe",31,41,4,1,6,59,5,147,385
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 125","Saint-Hyacinthe",32,35,2,2,3,48,3,125,353
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 126","Saint-Hyacinthe",35,35,1,1,4,43,4,123,365
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 127","Saint-Hyacinthe",41,31,2,0,7,67,8,156,404
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 128","Saint-Hyacinthe",55,33,4,1,11,67,2,173,441
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 129","Saint-Hyacinthe",48,26,3,0,3,52,2,134,360
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 130","Saint-Hyacinthe",40,35,4,2,1,52,4,138,366
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 131","Saint-Valérien-de-Milton",63,56,2,3,3,83,4,214,319
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 132","Saint-Valérien-de-Milton",60,58,3,1,6,88,4,220,341
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 133","Saint-Valérien-de-Milton",68,58,8,2,5,99,4,244,394
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 134","Saint-Valérien-de-Milton",53,41,0,0,7,90,7,198,303
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 135","Saint-Hyacinthe",34,28,4,0,8,65,2,141,416
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 136","Saint-Hyacinthe",68,34,2,0,5,88,8,205,221
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 137","Saint-Hyacinthe",36,27,7,1,5,51,4,131,366
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 138","Saint-Hyacinthe",41,26,4,1,10,52,2,136,386
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 139","Saint-Hyacinthe",59,17,3,2,8,59,0,148,366
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 140","Saint-Hyacinthe",82,9,1,0,4,47,9,152,226
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 141","Saint-Hyacinthe",45,20,2,2,5,91,4,169,352
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 142","Saint-Hyacinthe",34,24,2,2,2,55,1,120,348
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 143","Saint-Hyacinthe",102,41,6,4,4,100,4,261,569
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 144","Saint-Hyacinthe",54,23,1,4,5,76,0,163,374
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 145","Saint-Hyacinthe",75,22,2,0,5,57,2,163,412
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 146","Saint-Hyacinthe",65,32,3,1,5,75,3,184,407
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 147","Saint-Hyacinthe",40,30,3,0,2,84,4,163,400
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 148","Saint-Hyacinthe",42,24,2,2,6,54,5,135,365
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 149A","Saint-Hyacinthe",62,19,2,1,5,58,3,150,397
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 149B","Saint-Hyacinthe",Combined with No./Résultats combinés à ceux du n°152,,,,,,,,247
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 150","Saint-Hyacinthe",53,27,1,1,3,64,3,152,355
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 151","Saint-Hyacinthe",42,33,3,2,5,83,3,171,376
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 152","Saint-Hyacinthe",38,35,2,1,5,70,5,156,149
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 153","Saint-Hyacinthe",24,43,1,2,3,54,3,130,389
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 154","Saint-Dominique",35,28,1,0,4,45,1,114,232
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 155","Saint-Dominique",58,69,2,1,5,110,0,245,453
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 156","Saint-Dominique",39,45,4,0,1,71,1,161,357
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 157","Saint-Dominique",52,40,3,0,3,69,2,169,305
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 158","Saint-Dominique",22,30,4,0,7,74,2,139,320
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 159","Saint-Dominique",72,65,5,3,5,112,5,267,513
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 160","Saint-Hyacinthe",105,28,1,0,4,72,3,213,475
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 161","Saint-Hyacinthe",117,46,3,4,2,79,0,251,574
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 162","Saint-Hyacinthe",60,26,1,2,5,69,1,164,401
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 163","Saint-Hyacinthe",49,25,4,0,5,61,1,145,349
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 164","Saint-Hyacinthe",66,30,2,1,4,63,2,168,402
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 165","Saint-Hyacinthe",55,41,0,1,7,63,1,168,378
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 166","Saint-Hyacinthe",36,28,2,0,5,73,4,148,370
24066,"Saint-Hyacinthe--Bagot--Acton/Saint-Hyacinthe--Bagot--Acton"," 167","Saint-Hyacinthe",89,33,3,2,4,97,4,232,520
