Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Scott Duvall,Peter Dyakowski,Jim Enos,Trevor Lee,Richard Plett,Bruno Uggenti,Dave Urquhart,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35037,"Hamilton Mountain/Hamilton Mountain"," 18","Hamilton",132,56,1,5,1,46,20,4,265,536
35037,"Hamilton Mountain/Hamilton Mountain"," 19","Hamilton",116,57,0,6,0,52,13,2,246,432
35037,"Hamilton Mountain/Hamilton Mountain"," 20","Hamilton",144,57,1,3,1,51,20,1,278,480
35037,"Hamilton Mountain/Hamilton Mountain"," 21","Hamilton",92,61,0,2,1,35,16,2,209,401
35037,"Hamilton Mountain/Hamilton Mountain"," 22","Hamilton",100,34,0,3,0,64,18,1,220,493
35037,"Hamilton Mountain/Hamilton Mountain"," 23","Hamilton",88,64,0,1,1,61,17,1,233,444
35037,"Hamilton Mountain/Hamilton Mountain"," 24","Hamilton",100,35,1,4,0,71,13,2,226,512
35037,"Hamilton Mountain/Hamilton Mountain"," 25","Hamilton",69,46,2,1,1,71,6,1,197,362
35037,"Hamilton Mountain/Hamilton Mountain"," 26","Hamilton",56,57,1,3,0,61,10,0,188,370
35037,"Hamilton Mountain/Hamilton Mountain"," 27","Hamilton",75,68,1,5,0,64,17,0,230,367
35037,"Hamilton Mountain/Hamilton Mountain"," 28","Hamilton",96,40,2,2,1,37,9,1,188,342
35037,"Hamilton Mountain/Hamilton Mountain"," 29","Hamilton",100,54,4,10,2,65,5,1,241,398
35037,"Hamilton Mountain/Hamilton Mountain"," 30","Hamilton",97,66,1,1,0,47,19,4,235,383
35037,"Hamilton Mountain/Hamilton Mountain"," 31","Hamilton",68,53,0,4,0,73,16,1,215,370
35037,"Hamilton Mountain/Hamilton Mountain"," 32","Hamilton",94,48,0,4,1,42,20,0,209,401
35037,"Hamilton Mountain/Hamilton Mountain"," 33","Hamilton",102,69,1,7,0,33,22,0,234,412
35037,"Hamilton Mountain/Hamilton Mountain"," 34","Hamilton",71,47,1,6,0,54,24,1,204,407
35037,"Hamilton Mountain/Hamilton Mountain"," 35","Hamilton",88,62,2,5,2,58,14,1,232,354
35037,"Hamilton Mountain/Hamilton Mountain"," 36","Hamilton",108,52,2,6,1,40,12,1,222,426
35037,"Hamilton Mountain/Hamilton Mountain"," 37","Hamilton",168,91,4,3,1,81,35,0,383,412
35037,"Hamilton Mountain/Hamilton Mountain"," 38","Hamilton",114,53,2,4,1,59,19,3,255,532
35037,"Hamilton Mountain/Hamilton Mountain"," 39","Hamilton",Merged with No./Fusionné avec le n°37,,,,,,,,,407
35037,"Hamilton Mountain/Hamilton Mountain"," 40","Hamilton",136,64,1,4,1,68,8,1,283,454
35037,"Hamilton Mountain/Hamilton Mountain"," 41","Hamilton",116,62,1,1,1,63,7,1,252,444
35037,"Hamilton Mountain/Hamilton Mountain"," 42","Hamilton",101,66,1,3,0,48,25,3,247,452
35037,"Hamilton Mountain/Hamilton Mountain"," 43","Hamilton",93,63,1,5,0,79,13,1,255,477
35037,"Hamilton Mountain/Hamilton Mountain"," 44","Hamilton",62,62,1,3,1,63,15,3,210,395
35037,"Hamilton Mountain/Hamilton Mountain"," 45","Hamilton",64,82,1,1,1,77,23,0,249,470
35037,"Hamilton Mountain/Hamilton Mountain"," 46","Hamilton",100,46,0,2,0,77,17,0,242,505
35037,"Hamilton Mountain/Hamilton Mountain"," 47","Hamilton",73,48,1,5,0,56,12,0,195,424
35037,"Hamilton Mountain/Hamilton Mountain"," 48","Hamilton",72,44,0,7,0,38,13,0,174,469
35037,"Hamilton Mountain/Hamilton Mountain"," 49","Hamilton",62,52,1,4,1,58,22,2,202,424
35037,"Hamilton Mountain/Hamilton Mountain"," 50","Hamilton",99,55,3,5,1,45,23,2,233,496
35037,"Hamilton Mountain/Hamilton Mountain"," 51","Hamilton",108,49,0,2,0,45,9,4,217,444
35037,"Hamilton Mountain/Hamilton Mountain"," 52","Hamilton",91,45,0,3,0,52,13,3,207,403
35037,"Hamilton Mountain/Hamilton Mountain"," 53","Hamilton",87,34,2,4,0,37,16,2,182,369
35037,"Hamilton Mountain/Hamilton Mountain"," 54","Hamilton",83,56,0,7,0,39,14,2,201,468
35037,"Hamilton Mountain/Hamilton Mountain"," 55","Hamilton",81,61,1,3,1,48,11,0,206,365
35037,"Hamilton Mountain/Hamilton Mountain"," 56","Hamilton",65,57,6,6,0,36,24,2,196,436
35037,"Hamilton Mountain/Hamilton Mountain"," 57","Hamilton",86,26,0,1,0,39,8,2,162,376
35037,"Hamilton Mountain/Hamilton Mountain"," 58","Hamilton",97,51,4,4,0,72,15,1,244,461
35037,"Hamilton Mountain/Hamilton Mountain"," 59","Hamilton",96,61,1,0,1,62,13,3,237,482
35037,"Hamilton Mountain/Hamilton Mountain"," 60","Hamilton",60,42,0,4,0,60,10,5,181,343
35037,"Hamilton Mountain/Hamilton Mountain"," 61","Hamilton",84,54,4,2,0,55,16,0,215,399
35037,"Hamilton Mountain/Hamilton Mountain"," 62","Hamilton",79,37,0,6,0,42,15,1,180,346
35037,"Hamilton Mountain/Hamilton Mountain"," 63","Hamilton",68,35,2,4,0,48,13,1,171,401
35037,"Hamilton Mountain/Hamilton Mountain"," 64","Hamilton",86,60,3,2,0,51,18,1,221,425
35037,"Hamilton Mountain/Hamilton Mountain"," 65","Hamilton",50,37,0,3,0,47,4,0,141,363
35037,"Hamilton Mountain/Hamilton Mountain"," 66","Hamilton",72,36,0,2,2,50,8,1,171,374
35037,"Hamilton Mountain/Hamilton Mountain"," 67","Hamilton",61,23,2,3,0,46,7,2,144,322
35037,"Hamilton Mountain/Hamilton Mountain"," 68","Hamilton",85,47,2,2,1,49,15,1,202,467
35037,"Hamilton Mountain/Hamilton Mountain"," 69","Hamilton",80,45,3,5,0,49,11,2,195,358
35037,"Hamilton Mountain/Hamilton Mountain"," 70","Hamilton",62,57,1,1,0,71,8,3,203,395
35037,"Hamilton Mountain/Hamilton Mountain"," 71","Hamilton",84,48,1,2,0,57,26,1,219,411
35037,"Hamilton Mountain/Hamilton Mountain"," 72","Hamilton",111,39,3,1,0,78,10,3,245,414
35037,"Hamilton Mountain/Hamilton Mountain"," 73","Hamilton",98,63,2,5,0,53,17,0,238,451
35037,"Hamilton Mountain/Hamilton Mountain"," 74","Hamilton",109,64,1,4,1,54,14,2,249,509
35037,"Hamilton Mountain/Hamilton Mountain"," 75","Hamilton",71,58,0,3,0,58,18,1,209,419
35037,"Hamilton Mountain/Hamilton Mountain"," 76","Hamilton",70,51,0,1,0,52,12,0,186,359
35037,"Hamilton Mountain/Hamilton Mountain"," 77","Hamilton",70,45,2,6,0,47,10,1,181,402
35037,"Hamilton Mountain/Hamilton Mountain"," 78","Hamilton",100,56,1,1,0,53,12,1,224,430
35037,"Hamilton Mountain/Hamilton Mountain"," 79","Hamilton",80,57,2,7,0,45,11,1,203,422
35037,"Hamilton Mountain/Hamilton Mountain"," 80","Hamilton",55,59,2,0,1,38,19,2,176,396
35037,"Hamilton Mountain/Hamilton Mountain"," 81","Hamilton",72,64,0,4,0,65,17,1,223,450
35037,"Hamilton Mountain/Hamilton Mountain"," 82","Hamilton",121,43,4,2,0,59,24,15,268,408
35037,"Hamilton Mountain/Hamilton Mountain"," 83","Hamilton",107,62,0,3,1,52,12,9,246,561
35037,"Hamilton Mountain/Hamilton Mountain"," 84","Hamilton",91,59,2,2,1,93,16,2,266,428
35037,"Hamilton Mountain/Hamilton Mountain"," 85","Hamilton",87,55,2,4,0,68,10,0,226,426
35037,"Hamilton Mountain/Hamilton Mountain"," 86","Hamilton",73,64,1,6,1,69,12,1,227,457
35037,"Hamilton Mountain/Hamilton Mountain"," 87","Hamilton",92,52,2,4,0,66,11,0,227,469
35037,"Hamilton Mountain/Hamilton Mountain"," 88","Hamilton",70,71,2,5,1,55,12,0,216,369
35037,"Hamilton Mountain/Hamilton Mountain"," 89","Hamilton",59,34,0,1,0,21,6,3,124,359
35037,"Hamilton Mountain/Hamilton Mountain"," 90","Hamilton",72,49,4,2,0,61,15,7,210,447
35037,"Hamilton Mountain/Hamilton Mountain"," 91","Hamilton",50,38,1,1,1,64,6,2,163,360
35037,"Hamilton Mountain/Hamilton Mountain"," 92","Hamilton",70,51,0,2,1,69,7,3,203,473
35037,"Hamilton Mountain/Hamilton Mountain"," 93","Hamilton",70,58,2,2,1,51,7,4,195,470
35037,"Hamilton Mountain/Hamilton Mountain"," 94","Hamilton",83,36,3,0,2,32,9,2,167,426
35037,"Hamilton Mountain/Hamilton Mountain"," 95","Hamilton",68,56,0,2,0,76,6,2,210,398
35037,"Hamilton Mountain/Hamilton Mountain"," 96","Hamilton",80,76,2,4,1,102,10,7,282,532
35037,"Hamilton Mountain/Hamilton Mountain"," 97","Hamilton",102,69,2,1,0,108,6,5,293,581
35037,"Hamilton Mountain/Hamilton Mountain"," 98","Hamilton",72,25,0,4,0,43,15,3,162,393
35037,"Hamilton Mountain/Hamilton Mountain"," 99","Hamilton",83,43,0,4,1,52,13,5,201,416
35037,"Hamilton Mountain/Hamilton Mountain"," 100","Hamilton",81,26,4,3,1,59,17,4,195,420
35037,"Hamilton Mountain/Hamilton Mountain"," 101","Hamilton",98,55,0,3,0,60,23,1,240,378
35037,"Hamilton Mountain/Hamilton Mountain"," 102","Hamilton",93,73,0,4,1,35,12,2,220,399
35037,"Hamilton Mountain/Hamilton Mountain"," 103","Hamilton",110,47,3,7,0,52,7,0,226,388
35037,"Hamilton Mountain/Hamilton Mountain"," 104","Hamilton",77,54,1,5,0,77,7,5,226,420
35037,"Hamilton Mountain/Hamilton Mountain"," 105","Hamilton",143,46,2,2,0,59,10,7,269,491
35037,"Hamilton Mountain/Hamilton Mountain"," 106","Hamilton",83,66,1,4,1,84,11,4,254,402
35037,"Hamilton Mountain/Hamilton Mountain"," 107","Hamilton",74,54,1,6,0,72,15,4,226,427
35037,"Hamilton Mountain/Hamilton Mountain"," 108","Hamilton",51,36,1,1,1,77,11,0,178,356
35037,"Hamilton Mountain/Hamilton Mountain"," 109","Hamilton",118,50,0,2,1,59,15,2,247,545
35037,"Hamilton Mountain/Hamilton Mountain"," 110","Hamilton",88,42,0,1,0,55,12,0,198,374
35037,"Hamilton Mountain/Hamilton Mountain"," 111","Hamilton",98,71,0,1,0,38,14,0,222,476
35037,"Hamilton Mountain/Hamilton Mountain"," 112","Hamilton",77,42,1,2,1,81,15,6,225,400
35037,"Hamilton Mountain/Hamilton Mountain"," 113","Hamilton",108,52,3,5,1,56,15,4,244,478
35037,"Hamilton Mountain/Hamilton Mountain"," 114","Hamilton",105,64,2,3,0,65,14,0,253,487
35037,"Hamilton Mountain/Hamilton Mountain"," 115","Hamilton",80,61,1,1,0,82,14,0,239,520
35037,"Hamilton Mountain/Hamilton Mountain"," 116","Hamilton",69,76,2,4,1,84,9,0,245,571
35037,"Hamilton Mountain/Hamilton Mountain"," 117","Hamilton",79,84,2,4,0,126,11,2,308,535
35037,"Hamilton Mountain/Hamilton Mountain"," 118","Hamilton",106,55,0,1,0,95,20,1,278,470
35037,"Hamilton Mountain/Hamilton Mountain"," 119","Hamilton",68,65,1,3,1,92,10,1,241,462
35037,"Hamilton Mountain/Hamilton Mountain"," 120","Hamilton",77,92,2,4,1,90,20,2,288,540
35037,"Hamilton Mountain/Hamilton Mountain"," 121","Hamilton",58,69,2,4,0,127,13,2,275,470
35037,"Hamilton Mountain/Hamilton Mountain"," 122","Hamilton",90,47,2,3,0,76,9,0,227,399
35037,"Hamilton Mountain/Hamilton Mountain"," 123","Hamilton",37,59,1,2,2,85,12,2,200,381
35037,"Hamilton Mountain/Hamilton Mountain"," 124","Hamilton",57,86,1,5,0,74,10,0,233,483
35037,"Hamilton Mountain/Hamilton Mountain"," 125","Hamilton",57,76,1,3,0,77,8,8,230,441
35037,"Hamilton Mountain/Hamilton Mountain"," 126","Hamilton",58,37,1,4,0,39,12,1,152,381
35037,"Hamilton Mountain/Hamilton Mountain"," 127","Hamilton",49,29,1,2,0,85,12,1,179,400
35037,"Hamilton Mountain/Hamilton Mountain"," 128","Hamilton",68,96,1,0,2,91,9,0,267,504
35037,"Hamilton Mountain/Hamilton Mountain"," 129","Hamilton",90,78,1,3,0,111,13,0,296,503
35037,"Hamilton Mountain/Hamilton Mountain"," 130","Hamilton",46,57,2,1,0,76,10,2,194,344
35037,"Hamilton Mountain/Hamilton Mountain"," 131","Hamilton",86,104,4,2,1,81,10,0,288,512
35037,"Hamilton Mountain/Hamilton Mountain"," 132","Hamilton",50,55,1,4,2,59,9,0,180,368
35037,"Hamilton Mountain/Hamilton Mountain"," 133","Hamilton",68,51,1,2,1,73,13,0,209,425
35037,"Hamilton Mountain/Hamilton Mountain"," 134","Hamilton",42,41,0,5,0,66,11,0,165,356
35037,"Hamilton Mountain/Hamilton Mountain"," 135","Hamilton",77,45,2,4,0,89,4,5,226,587
35037,"Hamilton Mountain/Hamilton Mountain"," 136","Hamilton",107,53,1,0,2,61,15,0,239,501
35037,"Hamilton Mountain/Hamilton Mountain"," 137","Hamilton",105,67,3,3,1,79,16,2,276,479
35037,"Hamilton Mountain/Hamilton Mountain"," 138","Hamilton",74,54,0,1,1,80,13,4,227,475
35037,"Hamilton Mountain/Hamilton Mountain"," 139","Hamilton",108,64,0,2,1,70,18,6,269,465
35037,"Hamilton Mountain/Hamilton Mountain"," 140","Hamilton",71,56,1,6,1,70,10,0,215,465
35037,"Hamilton Mountain/Hamilton Mountain"," 141","Hamilton",55,49,1,4,0,67,11,0,187,450
35037,"Hamilton Mountain/Hamilton Mountain"," 142","Hamilton",66,81,2,5,1,72,14,1,242,478
35037,"Hamilton Mountain/Hamilton Mountain"," 143","Hamilton",61,75,1,0,0,73,7,3,220,450
35037,"Hamilton Mountain/Hamilton Mountain"," 144","Hamilton",57,130,15,1,2,72,17,12,306,511
35037,"Hamilton Mountain/Hamilton Mountain"," 145","Hamilton",37,79,0,5,1,75,4,3,204,410
35037,"Hamilton Mountain/Hamilton Mountain"," 146","Hamilton",68,48,1,5,0,119,7,1,249,494
35037,"Hamilton Mountain/Hamilton Mountain"," 147","Hamilton",56,64,0,5,0,103,7,3,238,436
35037,"Hamilton Mountain/Hamilton Mountain"," 148","Hamilton",62,63,2,7,0,107,14,9,264,552
35037,"Hamilton Mountain/Hamilton Mountain"," 149","Hamilton",105,60,1,5,0,54,8,4,237,420
35037,"Hamilton Mountain/Hamilton Mountain"," 150","Hamilton",61,47,0,1,0,77,13,2,201,360
35037,"Hamilton Mountain/Hamilton Mountain"," 151","Hamilton",57,63,2,3,0,87,11,0,223,412
35037,"Hamilton Mountain/Hamilton Mountain"," 152","Hamilton",79,58,1,1,1,59,16,1,216,401
35037,"Hamilton Mountain/Hamilton Mountain"," 153","Hamilton",93,60,1,1,0,67,14,0,236,459
35037,"Hamilton Mountain/Hamilton Mountain"," 154","Hamilton",71,48,7,3,3,83,10,0,225,408
35037,"Hamilton Mountain/Hamilton Mountain"," 155","Hamilton",59,56,0,0,0,56,11,8,190,349
35037,"Hamilton Mountain/Hamilton Mountain"," 156","Hamilton",87,54,1,8,2,83,19,0,254,478
35037,"Hamilton Mountain/Hamilton Mountain"," 157","Hamilton",60,26,3,6,0,69,9,1,174,362
35037,"Hamilton Mountain/Hamilton Mountain"," 158","Hamilton",39,70,1,3,2,132,16,2,265,532
35037,"Hamilton Mountain/Hamilton Mountain"," 159","Hamilton",57,68,3,3,2,56,7,1,197,369
35037,"Hamilton Mountain/Hamilton Mountain"," 160","Hamilton",53,81,0,3,0,111,6,4,258,456
35037,"Hamilton Mountain/Hamilton Mountain"," 161","Hamilton",40,53,1,3,0,78,6,2,183,326
35037,"Hamilton Mountain/Hamilton Mountain"," 162","Hamilton",87,52,4,1,0,70,15,1,230,466
35037,"Hamilton Mountain/Hamilton Mountain"," 163","Hamilton",71,62,2,2,0,79,13,1,230,402
35037,"Hamilton Mountain/Hamilton Mountain"," 164","Hamilton",74,78,1,1,1,91,9,1,256,436
35037,"Hamilton Mountain/Hamilton Mountain"," 165","Hamilton",54,81,1,1,0,93,19,4,253,395
35037,"Hamilton Mountain/Hamilton Mountain"," 166","Hamilton",67,52,2,5,0,61,3,2,192,423
35037,"Hamilton Mountain/Hamilton Mountain"," 167","Hamilton",66,81,5,3,0,86,7,0,248,438
35037,"Hamilton Mountain/Hamilton Mountain"," 168","Hamilton",93,72,0,3,1,84,10,2,265,519
35037,"Hamilton Mountain/Hamilton Mountain"," 169","Hamilton",48,56,0,1,1,76,10,3,195,433
35037,"Hamilton Mountain/Hamilton Mountain"," 170","Hamilton",78,74,3,2,0,100,12,6,275,478
35037,"Hamilton Mountain/Hamilton Mountain"," 171","Hamilton",79,62,3,3,0,91,9,6,253,495
35037,"Hamilton Mountain/Hamilton Mountain"," 172","Hamilton",66,53,1,7,0,93,11,3,234,430
35037,"Hamilton Mountain/Hamilton Mountain"," 173","Hamilton",87,71,4,7,1,85,22,4,281,609
35037,"Hamilton Mountain/Hamilton Mountain"," 174","Hamilton",84,66,3,5,1,80,6,2,247,460
35037,"Hamilton Mountain/Hamilton Mountain"," 175","Hamilton",94,90,0,6,0,148,11,5,354,613
35037,"Hamilton Mountain/Hamilton Mountain"," 176","Hamilton",52,56,0,3,1,50,10,2,174,378
35037,"Hamilton Mountain/Hamilton Mountain"," 177","Hamilton",82,67,5,1,0,90,13,1,259,469
35037,"Hamilton Mountain/Hamilton Mountain"," 178","Hamilton",72,67,0,1,0,57,12,2,211,368
35037,"Hamilton Mountain/Hamilton Mountain"," 179","Hamilton",75,56,0,3,0,69,12,4,219,400
35037,"Hamilton Mountain/Hamilton Mountain"," 180","Hamilton",89,53,0,6,0,105,12,0,265,506
35037,"Hamilton Mountain/Hamilton Mountain"," 181","Hamilton",79,65,5,2,0,82,17,6,256,521
35037,"Hamilton Mountain/Hamilton Mountain"," 182","Hamilton",65,54,1,3,0,81,6,2,212,418
35037,"Hamilton Mountain/Hamilton Mountain"," 183","Hamilton",70,59,1,2,0,80,8,5,225,500
35037,"Hamilton Mountain/Hamilton Mountain"," 400","Hamilton",46,19,0,3,0,26,5,0,99,176
35037,"Hamilton Mountain/Hamilton Mountain"," 401","Hamilton",80,64,3,5,0,71,13,0,236,292
35037,"Hamilton Mountain/Hamilton Mountain"," 402","Hamilton",62,46,1,2,1,36,8,0,156,267
35037,"Hamilton Mountain/Hamilton Mountain"," 403","Hamilton",42,39,1,1,0,60,11,3,157,215
35037,"Hamilton Mountain/Hamilton Mountain"," 404","Hamilton",41,53,1,2,0,109,12,7,225,415
35037,"Hamilton Mountain/Hamilton Mountain"," 500","Mobile poll/Bureau itinérant",28,36,3,3,1,43,3,5,122,286
35037,"Hamilton Mountain/Hamilton Mountain"," 501","Mobile poll/Bureau itinérant",50,25,4,7,0,50,6,5,147,352
35037,"Hamilton Mountain/Hamilton Mountain"," 600","Hamilton ",173,147,2,6,1,165,23,4,521,
35037,"Hamilton Mountain/Hamilton Mountain"," 601","Hamilton ",315,175,3,16,3,139,57,5,713,
35037,"Hamilton Mountain/Hamilton Mountain"," 602","Hamilton ",238,143,0,9,1,125,43,2,561,
35037,"Hamilton Mountain/Hamilton Mountain"," 603","Hamilton ",246,186,7,5,1,150,41,9,645,
35037,"Hamilton Mountain/Hamilton Mountain"," 604","Hamilton ",299,168,5,9,0,232,57,4,774,
35037,"Hamilton Mountain/Hamilton Mountain"," 605","Hamilton ",188,116,1,9,0,120,35,0,469,
35037,"Hamilton Mountain/Hamilton Mountain"," 606","Hamilton ",172,141,6,9,0,146,29,3,506,
35037,"Hamilton Mountain/Hamilton Mountain"," 607","Hamilton ",276,209,6,6,3,335,53,5,893,
35037,"Hamilton Mountain/Hamilton Mountain"," 608","Hamilton ",263,161,1,5,0,211,26,1,668,
35037,"Hamilton Mountain/Hamilton Mountain"," 609","Hamilton ",296,261,5,8,0,250,58,6,884,
35037,"Hamilton Mountain/Hamilton Mountain"," 610","Hamilton ",205,178,1,6,0,223,34,2,649,
35037,"Hamilton Mountain/Hamilton Mountain"," 611","Hamilton ",294,283,3,5,3,362,41,7,998,
35037,"Hamilton Mountain/Hamilton Mountain"," 612","Hamilton ",205,166,4,8,1,300,25,1,710,
35037,"Hamilton Mountain/Hamilton Mountain"," 613","Hamilton ",116,170,0,9,0,235,21,2,553,
35037,"Hamilton Mountain/Hamilton Mountain"," 614","Hamilton ",165,162,1,5,0,231,25,1,590,
35037,"Hamilton Mountain/Hamilton Mountain",,Group 1/Groupe 1, 27,9,0,3,0,42,7,8,96,134
35037,"Hamilton Mountain/Hamilton Mountain",,Group 2/Groupe 2, 375,217,6,14,1,339,78,35,1065,
