Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Joseph Alexander,Daniel Blanchard,Harpreet Singh Dawar,Harry Dhillon,Gurinder Singh Gill,Signe Knutson,Nirmala Naidoo,Jag Sahota,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48013,"Calgary Skyview/Calgary Skyview"," 33A","Calgary",2,0,0,3,18,2,68,89,0,182,592
48013,"Calgary Skyview/Calgary Skyview"," 33B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°403,,,,,,,,,,14
48013,"Calgary Skyview/Calgary Skyview"," 34","Calgary",1,0,1,4,23,2,63,102,2,198,837
48013,"Calgary Skyview/Calgary Skyview"," 35","Calgary",6,2,0,0,22,2,65,98,1,196,579
48013,"Calgary Skyview/Calgary Skyview"," 36","Calgary",1,0,0,0,28,3,73,78,1,184,542
48013,"Calgary Skyview/Calgary Skyview"," 37A","Calgary",2,0,1,4,40,2,124,156,1,330,926
48013,"Calgary Skyview/Calgary Skyview"," 37B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°55C,,,,,,,,,,39
48013,"Calgary Skyview/Calgary Skyview"," 38","Calgary",2,0,2,5,29,1,76,130,0,245,956
48013,"Calgary Skyview/Calgary Skyview"," 39","Calgary",6,0,0,0,26,2,53,93,1,181,379
48013,"Calgary Skyview/Calgary Skyview"," 40","Calgary",0,1,0,2,49,1,37,61,3,154,406
48013,"Calgary Skyview/Calgary Skyview"," 41","Calgary",0,0,1,1,38,2,62,96,0,200,439
48013,"Calgary Skyview/Calgary Skyview"," 42","Calgary",2,1,0,1,25,2,68,82,2,183,444
48013,"Calgary Skyview/Calgary Skyview"," 43","Calgary",5,0,0,3,22,3,39,84,4,160,406
48013,"Calgary Skyview/Calgary Skyview"," 44","Calgary",1,0,0,0,24,0,59,55,1,140,344
48013,"Calgary Skyview/Calgary Skyview"," 45","Calgary",2,0,0,2,14,2,28,111,2,161,480
48013,"Calgary Skyview/Calgary Skyview"," 46","Calgary",2,2,0,5,15,3,44,146,0,217,534
48013,"Calgary Skyview/Calgary Skyview"," 47","Calgary",2,0,0,1,17,1,26,112,1,160,458
48013,"Calgary Skyview/Calgary Skyview"," 48","Calgary",0,1,0,6,14,7,16,88,2,134,347
48013,"Calgary Skyview/Calgary Skyview"," 49","Calgary",4,0,0,3,20,1,27,120,2,177,482
48013,"Calgary Skyview/Calgary Skyview"," 50","Calgary",4,0,2,2,11,1,20,81,0,121,357
48013,"Calgary Skyview/Calgary Skyview"," 51","Calgary",3,0,0,1,17,8,30,131,0,190,482
48013,"Calgary Skyview/Calgary Skyview"," 52","Calgary",1,1,1,3,34,8,26,101,0,175,423
48013,"Calgary Skyview/Calgary Skyview"," 53","Calgary",3,0,0,5,24,2,35,159,0,228,567
48013,"Calgary Skyview/Calgary Skyview"," 54","Calgary",0,2,0,2,22,5,25,128,0,184,463
48013,"Calgary Skyview/Calgary Skyview"," 55A","Calgary",5,0,1,1,45,3,135,143,2,335,871
48013,"Calgary Skyview/Calgary Skyview"," 55B","Calgary",5,0,1,3,45,0,115,158,0,327,855
48013,"Calgary Skyview/Calgary Skyview"," 55C","Mobile poll/Bureau itinérant",2,6,1,1,8,7,35,80,13,153,47
48013,"Calgary Skyview/Calgary Skyview"," 56","Calgary",0,0,0,0,38,1,76,67,2,184,391
48013,"Calgary Skyview/Calgary Skyview"," 57","Calgary",0,0,3,0,29,2,72,69,0,175,386
48013,"Calgary Skyview/Calgary Skyview"," 58","Calgary",2,0,1,2,34,1,106,76,2,224,486
48013,"Calgary Skyview/Calgary Skyview"," 59","Calgary",0,2,0,1,34,3,99,63,0,202,456
48013,"Calgary Skyview/Calgary Skyview"," 60","Calgary",3,0,0,1,28,2,73,79,1,187,500
48013,"Calgary Skyview/Calgary Skyview"," 61","Calgary",0,1,1,2,33,4,90,79,2,212,591
48013,"Calgary Skyview/Calgary Skyview"," 62","Calgary",0,0,1,0,45,0,45,35,1,127,402
48013,"Calgary Skyview/Calgary Skyview"," 63","Calgary",3,0,0,1,41,4,78,101,0,228,694
48013,"Calgary Skyview/Calgary Skyview"," 64","Calgary",5,0,2,2,37,2,95,84,4,231,622
48013,"Calgary Skyview/Calgary Skyview"," 65","Calgary",0,0,0,0,33,1,58,30,1,123,387
48013,"Calgary Skyview/Calgary Skyview"," 66","Calgary",2,0,0,0,26,1,44,72,0,145,396
48013,"Calgary Skyview/Calgary Skyview"," 67","Calgary",1,1,0,0,17,0,46,41,1,107,372
48013,"Calgary Skyview/Calgary Skyview"," 68","Calgary",0,0,0,1,19,1,31,58,2,112,337
48013,"Calgary Skyview/Calgary Skyview"," 69","Calgary",1,0,0,0,5,0,33,54,3,96,461
48013,"Calgary Skyview/Calgary Skyview"," 70","Calgary",1,1,0,0,35,0,64,85,1,187,824
48013,"Calgary Skyview/Calgary Skyview"," 71","Calgary",1,1,0,2,42,0,84,96,0,226,695
48013,"Calgary Skyview/Calgary Skyview"," 72","Calgary",1,0,1,2,60,3,166,136,1,370,1050
48013,"Calgary Skyview/Calgary Skyview"," 73","Calgary",3,1,3,2,112,3,179,165,3,471,1042
48013,"Calgary Skyview/Calgary Skyview"," 74","Calgary",0,0,0,1,50,1,84,91,1,228,529
48013,"Calgary Skyview/Calgary Skyview"," 75","Calgary",3,0,0,2,29,5,71,90,1,201,520
48013,"Calgary Skyview/Calgary Skyview"," 76","Calgary",5,0,0,4,36,2,70,67,3,187,432
48013,"Calgary Skyview/Calgary Skyview"," 77","Calgary",1,1,0,2,56,3,79,90,5,237,566
48013,"Calgary Skyview/Calgary Skyview"," 78","Calgary",4,0,0,1,28,4,67,79,2,185,528
48013,"Calgary Skyview/Calgary Skyview"," 79","Calgary",5,0,0,3,42,2,65,76,8,201,515
48013,"Calgary Skyview/Calgary Skyview"," 80","Calgary",1,1,0,2,32,0,51,72,5,164,408
48013,"Calgary Skyview/Calgary Skyview"," 81","Calgary",4,0,0,2,48,0,53,82,0,189,615
48013,"Calgary Skyview/Calgary Skyview"," 82","Calgary",0,0,0,1,16,4,66,55,3,145,350
48013,"Calgary Skyview/Calgary Skyview"," 83","Calgary",0,1,1,2,52,2,52,80,4,194,546
48013,"Calgary Skyview/Calgary Skyview"," 84","Calgary",4,0,0,3,16,3,73,66,8,173,443
48013,"Calgary Skyview/Calgary Skyview"," 85","Calgary",3,0,1,0,24,0,72,51,2,153,414
48013,"Calgary Skyview/Calgary Skyview"," 86","Calgary",2,1,0,4,23,1,76,32,2,141,425
48013,"Calgary Skyview/Calgary Skyview"," 87","Calgary",1,0,2,1,23,0,72,38,3,140,404
48013,"Calgary Skyview/Calgary Skyview"," 88","Calgary",4,0,2,0,17,3,28,85,8,147,436
48013,"Calgary Skyview/Calgary Skyview"," 89","Calgary",2,0,0,1,27,5,37,57,0,129,392
48013,"Calgary Skyview/Calgary Skyview"," 90","Calgary",1,2,1,0,25,7,61,72,8,177,476
48013,"Calgary Skyview/Calgary Skyview"," 91","Calgary",0,1,0,0,45,5,60,84,1,196,454
48013,"Calgary Skyview/Calgary Skyview"," 92","Calgary",0,1,0,2,32,6,60,100,0,201,425
48013,"Calgary Skyview/Calgary Skyview"," 93","Calgary",2,0,0,2,35,3,72,95,0,209,437
48013,"Calgary Skyview/Calgary Skyview"," 94","Calgary",0,0,1,2,34,0,51,67,1,156,417
48013,"Calgary Skyview/Calgary Skyview"," 95","Calgary",0,1,0,1,17,1,52,74,1,147,376
48013,"Calgary Skyview/Calgary Skyview"," 96","Calgary",1,1,0,3,34,0,61,72,0,172,412
48013,"Calgary Skyview/Calgary Skyview"," 97","Calgary",1,0,0,0,26,6,35,72,0,140,393
48013,"Calgary Skyview/Calgary Skyview"," 98","Calgary",1,3,0,1,17,3,43,73,0,141,432
48013,"Calgary Skyview/Calgary Skyview"," 99","Calgary",3,0,1,2,35,8,70,68,0,187,513
48013,"Calgary Skyview/Calgary Skyview"," 100","Calgary",0,0,0,1,36,1,78,47,0,163,492
48013,"Calgary Skyview/Calgary Skyview"," 101","Calgary",1,1,0,0,55,0,93,86,2,238,452
48013,"Calgary Skyview/Calgary Skyview"," 102","Calgary",0,0,1,1,52,2,60,103,4,223,454
48013,"Calgary Skyview/Calgary Skyview"," 103","Calgary",0,0,0,0,34,2,76,95,1,208,420
48013,"Calgary Skyview/Calgary Skyview"," 104","Calgary",1,2,0,1,25,3,38,74,3,147,445
48013,"Calgary Skyview/Calgary Skyview"," 105","Calgary",1,0,0,0,15,1,32,59,2,110,439
48013,"Calgary Skyview/Calgary Skyview"," 106","Calgary",1,0,0,0,44,0,100,65,2,212,526
48013,"Calgary Skyview/Calgary Skyview"," 107","Calgary",1,1,0,1,25,3,63,56,0,150,421
48013,"Calgary Skyview/Calgary Skyview"," 108","Calgary",2,0,0,2,34,2,87,49,1,177,449
48013,"Calgary Skyview/Calgary Skyview"," 109","Calgary",2,0,0,0,59,1,61,61,1,185,544
48013,"Calgary Skyview/Calgary Skyview"," 110","Calgary",2,0,0,0,24,2,81,87,0,196,458
48013,"Calgary Skyview/Calgary Skyview"," 111","Calgary",1,0,0,2,22,5,57,71,0,158,445
48013,"Calgary Skyview/Calgary Skyview"," 112","Calgary",0,1,1,6,32,1,75,91,2,209,536
48013,"Calgary Skyview/Calgary Skyview"," 113","Calgary",2,1,1,2,56,2,92,103,0,259,731
48013,"Calgary Skyview/Calgary Skyview"," 114","Calgary",1,0,0,2,22,5,30,54,7,121,365
48013,"Calgary Skyview/Calgary Skyview"," 115","Calgary",0,0,0,4,19,1,39,74,4,141,323
48013,"Calgary Skyview/Calgary Skyview"," 116","Calgary",3,1,0,0,23,1,47,108,4,187,407
48013,"Calgary Skyview/Calgary Skyview"," 117","Calgary",5,2,0,1,23,1,31,84,5,152,389
48013,"Calgary Skyview/Calgary Skyview"," 118","Calgary",0,0,1,4,22,2,41,79,2,151,368
48013,"Calgary Skyview/Calgary Skyview"," 119","Calgary",1,0,0,3,36,1,32,109,2,184,475
48013,"Calgary Skyview/Calgary Skyview"," 120","Calgary",4,0,0,3,27,3,53,72,2,164,373
48013,"Calgary Skyview/Calgary Skyview"," 121","Calgary",4,1,0,5,38,1,67,115,6,237,516
48013,"Calgary Skyview/Calgary Skyview"," 122","Calgary",2,1,0,6,6,5,40,72,6,138,366
48013,"Calgary Skyview/Calgary Skyview"," 123","Calgary",1,1,0,0,30,1,81,76,2,192,411
48013,"Calgary Skyview/Calgary Skyview"," 124","Calgary",4,1,1,0,21,0,50,63,4,144,406
48013,"Calgary Skyview/Calgary Skyview"," 125","Calgary",0,0,2,4,12,5,34,79,3,139,387
48013,"Calgary Skyview/Calgary Skyview"," 126","Calgary",1,0,0,1,10,1,37,45,2,97,350
48013,"Calgary Skyview/Calgary Skyview"," 127","Calgary",4,0,0,4,34,3,74,67,1,187,437
48013,"Calgary Skyview/Calgary Skyview"," 128","Calgary",4,1,0,2,42,7,57,87,0,200,521
48013,"Calgary Skyview/Calgary Skyview"," 129","Calgary",3,1,1,10,30,4,57,93,5,204,531
48013,"Calgary Skyview/Calgary Skyview"," 130","Calgary",1,0,0,1,23,8,46,81,0,160,424
48013,"Calgary Skyview/Calgary Skyview"," 131","Calgary",0,0,1,0,15,2,35,74,0,127,383
48013,"Calgary Skyview/Calgary Skyview"," 132","Calgary",1,0,1,2,26,3,49,69,1,152,467
48013,"Calgary Skyview/Calgary Skyview"," 133","Calgary",2,0,1,2,18,6,31,52,0,112,398
48013,"Calgary Skyview/Calgary Skyview"," 134","Calgary",1,1,0,1,25,0,68,67,0,163,445
48013,"Calgary Skyview/Calgary Skyview"," 135","Calgary",4,1,0,3,17,2,53,70,2,152,429
48013,"Calgary Skyview/Calgary Skyview"," 136","Calgary",1,3,0,4,28,5,38,94,0,173,400
48013,"Calgary Skyview/Calgary Skyview"," 137","Calgary",0,0,0,2,22,7,47,91,1,170,467
48013,"Calgary Skyview/Calgary Skyview"," 138","Calgary",2,0,0,0,13,4,34,69,3,125,391
48013,"Calgary Skyview/Calgary Skyview"," 139","Calgary",2,0,0,7,18,2,53,101,4,187,454
48013,"Calgary Skyview/Calgary Skyview"," 140","Calgary",1,0,0,0,11,5,45,61,7,130,423
48013,"Calgary Skyview/Calgary Skyview"," 141","Calgary",3,0,2,1,25,4,33,76,1,145,362
48013,"Calgary Skyview/Calgary Skyview"," 142","Calgary",9,0,0,2,18,2,46,59,2,138,418
48013,"Calgary Skyview/Calgary Skyview"," 143","Calgary",1,1,0,7,8,4,52,64,5,142,401
48013,"Calgary Skyview/Calgary Skyview"," 144","Calgary",3,0,1,4,17,2,83,81,2,193,492
48013,"Calgary Skyview/Calgary Skyview"," 145","Calgary",3,1,1,3,14,1,45,97,2,167,435
48013,"Calgary Skyview/Calgary Skyview"," 146","Calgary",1,0,0,1,17,3,51,55,1,129,392
48013,"Calgary Skyview/Calgary Skyview"," 147","Calgary",3,0,1,1,13,2,32,74,1,127,387
48013,"Calgary Skyview/Calgary Skyview"," 148","Calgary",1,0,2,4,12,4,37,90,0,150,409
48013,"Calgary Skyview/Calgary Skyview"," 149","Calgary",6,0,3,5,26,6,78,103,0,227,508
48013,"Calgary Skyview/Calgary Skyview"," 150","Calgary",1,0,1,1,17,0,40,56,1,117,319
48013,"Calgary Skyview/Calgary Skyview"," 151","Calgary",1,1,0,5,15,7,43,59,1,132,402
48013,"Calgary Skyview/Calgary Skyview"," 152","Calgary",6,0,0,7,27,0,60,112,1,213,521
48013,"Calgary Skyview/Calgary Skyview"," 153","Calgary",4,0,0,1,24,4,34,73,6,146,395
48013,"Calgary Skyview/Calgary Skyview"," 154","Calgary",3,0,1,2,17,6,46,51,0,126,379
48013,"Calgary Skyview/Calgary Skyview"," 155","Calgary",4,0,1,1,25,2,45,65,0,143,378
48013,"Calgary Skyview/Calgary Skyview"," 156","Calgary",4,0,0,1,20,5,36,132,1,199,554
48013,"Calgary Skyview/Calgary Skyview"," 157","Calgary",4,1,4,6,35,1,45,98,4,198,518
48013,"Calgary Skyview/Calgary Skyview"," 158","Calgary",1,0,0,4,18,7,41,93,0,164,393
48013,"Calgary Skyview/Calgary Skyview"," 159","Calgary",0,0,0,1,10,0,43,65,3,122,383
48013,"Calgary Skyview/Calgary Skyview"," 160","Calgary",1,1,0,4,19,2,49,112,4,192,455
48013,"Calgary Skyview/Calgary Skyview"," 161","Calgary",1,1,0,5,22,3,37,108,1,178,423
48013,"Calgary Skyview/Calgary Skyview"," 162","Calgary",2,0,2,4,20,2,51,111,7,199,447
48013,"Calgary Skyview/Calgary Skyview"," 163","Calgary",3,0,2,2,19,0,20,87,0,133,401
48013,"Calgary Skyview/Calgary Skyview"," 164","Calgary",2,1,1,2,13,0,39,102,1,161,391
48013,"Calgary Skyview/Calgary Skyview"," 165","Calgary",2,1,0,5,23,5,45,102,0,183,414
48013,"Calgary Skyview/Calgary Skyview"," 166","Calgary",3,2,0,2,24,4,61,85,0,181,479
48013,"Calgary Skyview/Calgary Skyview"," 167","Calgary",3,1,0,5,18,5,67,124,3,226,450
48013,"Calgary Skyview/Calgary Skyview"," 168","Calgary",7,2,0,1,29,6,40,96,0,181,460
48013,"Calgary Skyview/Calgary Skyview"," 169","Calgary",0,1,1,1,21,3,45,87,3,162,390
48013,"Calgary Skyview/Calgary Skyview"," 170","Calgary",6,1,0,1,34,4,50,114,1,211,463
48013,"Calgary Skyview/Calgary Skyview"," 171","Calgary",0,0,0,0,24,2,42,77,4,149,383
48013,"Calgary Skyview/Calgary Skyview"," 172","Calgary",0,1,1,3,21,3,46,118,2,195,396
48013,"Calgary Skyview/Calgary Skyview"," 400","Calgary",2,0,1,0,8,2,47,184,2,246,346
48013,"Calgary Skyview/Calgary Skyview"," 401","Calgary",3,0,0,1,15,6,30,70,0,125,375
48013,"Calgary Skyview/Calgary Skyview"," 402","Calgary",2,0,0,5,19,1,44,112,2,185,468
48013,"Calgary Skyview/Calgary Skyview"," 403","Mobile poll/Bureau itinérant",5,4,0,2,3,2,26,55,1,98,206
48013,"Calgary Skyview/Calgary Skyview"," 500","Mobile poll/Bureau itinérant",1,3,1,3,12,6,19,101,5,151,160
48013,"Calgary Skyview/Calgary Skyview"," 600","Calgary",3,4,4,22,129,26,222,904,3,1317,
48013,"Calgary Skyview/Calgary Skyview"," 601","Calgary",6,2,4,9,116,22,207,931,7,1304,
48013,"Calgary Skyview/Calgary Skyview"," 602","Calgary",5,1,2,10,65,25,130,569,3,810,
48013,"Calgary Skyview/Calgary Skyview"," 603","Calgary",7,0,0,22,122,27,247,1260,11,1696,
48013,"Calgary Skyview/Calgary Skyview"," 604","Calgary",5,1,0,7,153,8,207,296,5,682,
48013,"Calgary Skyview/Calgary Skyview"," 605","Calgary",7,1,1,9,348,2,415,479,12,1274,
48013,"Calgary Skyview/Calgary Skyview"," 606","Calgary",12,2,4,10,251,13,360,663,15,1330,
48013,"Calgary Skyview/Calgary Skyview"," 607","Calgary",5,1,6,11,199,14,327,627,10,1200,
48013,"Calgary Skyview/Calgary Skyview"," 608","Calgary",3,2,7,9,276,7,434,462,9,1209,
48013,"Calgary Skyview/Calgary Skyview"," 609","Calgary",7,5,3,12,237,9,384,426,0,1083,
48013,"Calgary Skyview/Calgary Skyview"," 610","Calgary",3,2,1,6,147,6,317,350,6,838,
48013,"Calgary Skyview/Calgary Skyview"," 611","Calgary",7,3,3,4,183,4,229,425,16,874,
48013,"Calgary Skyview/Calgary Skyview"," 612","Calgary",5,1,6,9,103,9,181,384,3,701,
48013,"Calgary Skyview/Calgary Skyview"," 613","Calgary",7,1,2,10,102,14,191,425,16,768,
48013,"Calgary Skyview/Calgary Skyview"," 614","Calgary",4,0,0,8,46,11,89,363,4,525,
48013,"Calgary Skyview/Calgary Skyview"," 615","Calgary",6,2,2,15,101,11,207,476,10,830,
48013,"Calgary Skyview/Calgary Skyview"," 616","Calgary",17,3,4,19,110,16,226,436,4,835,
48013,"Calgary Skyview/Calgary Skyview",,Group 1/Groupe 1, 1,1,0,4,15,3,45,31,7,107,133
48013,"Calgary Skyview/Calgary Skyview",,Group 2/Groupe 2, 10,2,4,27,178,25,275,628,38,1187,
