Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jean-Patrick Cacereco Berthiaume,Christian Gagnon,Susanne Lefebvre,Luc Lupien,Alain Magnan,Christine Paré,Steve Penner,Mark Sibthorpe,Justin Trudeau,Juan Vazquez,Sophie Veilleux,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24055,"Papineau/Papineau"," 31","Montréal",4,30,0,0,0,39,0,0,122,15,11,7,228,457
24055,"Papineau/Papineau"," 32","Montréal",2,51,0,0,0,36,0,4,79,16,9,5,202,453
24055,"Papineau/Papineau"," 33","Montréal",2,24,0,0,1,39,0,0,112,19,14,4,215,440
24055,"Papineau/Papineau"," 34","Montréal",3,47,0,0,0,39,0,2,86,18,7,8,210,445
24055,"Papineau/Papineau"," 35","Montréal",0,31,2,0,0,30,0,3,101,13,7,3,190,421
24055,"Papineau/Papineau"," 36","Montréal",0,34,2,1,0,40,0,0,86,15,11,2,191,422
24055,"Papineau/Papineau"," 37","Montréal",2,56,0,0,0,39,0,0,71,12,8,1,189,436
24055,"Papineau/Papineau"," 38","Montréal",1,39,0,1,0,26,0,2,132,10,7,0,218,451
24055,"Papineau/Papineau"," 39","Montréal",1,32,1,0,0,27,0,1,102,5,7,5,181,442
24055,"Papineau/Papineau"," 40","Montréal",2,36,0,0,0,24,0,2,121,12,5,5,207,452
24055,"Papineau/Papineau"," 41","Montréal",1,18,0,0,1,14,0,1,131,5,8,1,180,436
24055,"Papineau/Papineau"," 42","Montréal",1,31,2,0,0,48,0,2,121,12,9,3,229,429
24055,"Papineau/Papineau"," 43","Montréal",2,44,1,1,0,42,0,0,105,18,12,2,227,471
24055,"Papineau/Papineau"," 44","Montréal",4,65,0,0,1,43,0,2,108,12,13,3,251,443
24055,"Papineau/Papineau"," 45","Montréal",2,46,0,0,0,42,0,1,89,14,8,4,206,440
24055,"Papineau/Papineau"," 46","Montréal",2,56,0,0,0,54,0,0,58,31,5,5,211,417
24055,"Papineau/Papineau"," 47","Montréal",2,59,0,0,0,72,0,2,76,20,6,2,239,440
24055,"Papineau/Papineau"," 48","Montréal",4,30,1,0,0,31,0,0,135,7,21,4,233,467
24055,"Papineau/Papineau"," 49","Montréal",1,31,1,0,0,29,0,0,142,10,17,1,232,481
24055,"Papineau/Papineau"," 50","Montréal",3,28,0,0,0,48,0,0,108,17,3,5,212,441
24055,"Papineau/Papineau"," 51","Montréal",1,22,1,0,0,55,0,0,82,23,11,8,203,452
24055,"Papineau/Papineau"," 52","Montréal",3,45,1,0,0,39,0,1,104,17,16,5,231,467
24055,"Papineau/Papineau"," 53","Montréal",1,15,0,0,0,31,0,1,97,9,7,3,164,451
24055,"Papineau/Papineau"," 54A","Montréal",0,25,0,0,1,37,0,0,96,11,2,3,175,437
24055,"Papineau/Papineau"," 54B","Montréal",1,32,0,1,1,38,0,1,100,16,7,3,200,488
24055,"Papineau/Papineau"," 55A","Montréal",0,16,0,0,0,50,1,0,87,25,6,2,187,415
24055,"Papineau/Papineau"," 55B","Montréal",3,42,0,0,0,35,0,1,108,16,7,2,214,487
24055,"Papineau/Papineau"," 56","Montréal",1,38,1,0,0,47,0,2,111,6,14,1,221,445
24055,"Papineau/Papineau"," 57","Montréal",3,32,0,0,1,34,0,2,119,5,12,4,212,462
24055,"Papineau/Papineau"," 58","Montréal",2,20,0,1,0,29,1,1,115,13,10,1,193,451
24055,"Papineau/Papineau"," 59","Montréal",3,32,0,0,0,26,0,0,127,9,10,4,211,507
24055,"Papineau/Papineau"," 60","Montréal",4,53,1,0,1,54,0,1,129,15,8,3,269,521
24055,"Papineau/Papineau"," 61","Montréal",3,39,0,0,0,27,0,0,75,10,10,2,166,441
24055,"Papineau/Papineau"," 62","Montréal",2,27,1,0,0,39,0,3,114,18,12,1,217,437
24055,"Papineau/Papineau"," 63","Montréal",2,24,1,0,0,47,1,0,103,20,8,1,207,369
24055,"Papineau/Papineau"," 64","Montréal",1,33,0,1,0,42,0,0,130,25,24,3,259,487
24055,"Papineau/Papineau"," 65","Montréal",2,29,1,0,0,31,0,0,112,19,8,3,205,411
24055,"Papineau/Papineau"," 66","Montréal",2,39,1,0,0,64,0,3,118,20,3,5,255,500
24055,"Papineau/Papineau"," 67","Montréal",2,57,1,0,0,49,0,4,89,12,4,5,223,459
24055,"Papineau/Papineau"," 68","Montréal",1,32,1,0,0,26,0,0,116,6,10,3,195,452
24055,"Papineau/Papineau"," 69","Montréal",1,63,0,0,0,41,0,0,101,20,8,1,235,397
24055,"Papineau/Papineau"," 70","Montréal",0,44,0,1,0,53,0,1,93,17,6,1,216,418
24055,"Papineau/Papineau"," 71","Montréal",5,68,1,2,1,56,0,1,99,29,9,6,277,452
24055,"Papineau/Papineau"," 72","Montréal",2,59,0,0,0,68,0,0,86,22,3,4,244,463
24055,"Papineau/Papineau"," 73","Montréal",1,46,0,2,0,53,0,2,88,23,15,2,232,456
24055,"Papineau/Papineau"," 74","Montréal",3,39,1,0,0,63,0,1,96,24,3,5,235,476
24055,"Papineau/Papineau"," 75","Montréal",1,37,1,0,0,48,0,0,91,17,6,1,202,469
24055,"Papineau/Papineau"," 76","Montréal",3,55,0,0,1,61,0,1,73,17,5,0,216,395
24055,"Papineau/Papineau"," 77","Montréal",2,57,1,0,0,56,0,1,77,31,3,5,233,466
24055,"Papineau/Papineau"," 78","Montréal",1,31,0,0,0,53,0,1,75,34,11,6,212,411
24055,"Papineau/Papineau"," 79","Montréal",1,51,1,0,0,58,0,0,97,29,0,2,239,449
24055,"Papineau/Papineau"," 80","Montréal",5,57,0,0,0,64,0,0,71,25,5,6,233,448
24055,"Papineau/Papineau"," 81A","Montréal",0,45,0,0,0,69,0,1,93,25,8,2,243,454
24055,"Papineau/Papineau"," 81B","Montréal",1,44,1,0,0,57,0,0,101,22,9,3,238,455
24055,"Papineau/Papineau"," 82","Montréal",4,63,1,0,0,61,1,1,117,21,4,2,275,476
24055,"Papineau/Papineau"," 83","Montréal",3,70,0,0,0,65,0,3,105,26,7,4,283,468
24055,"Papineau/Papineau"," 84","Montréal",4,63,0,0,0,51,0,2,78,23,4,4,229,383
24055,"Papineau/Papineau"," 85","Montréal",2,52,1,0,0,66,0,3,96,31,2,1,254,404
24055,"Papineau/Papineau"," 86","Montréal",4,45,1,0,0,62,0,2,80,28,1,5,228,403
24055,"Papineau/Papineau"," 87","Montréal",1,45,1,0,0,74,0,0,63,28,5,1,218,444
24055,"Papineau/Papineau"," 88","Montréal",1,37,0,0,0,76,0,0,83,30,4,1,232,409
24055,"Papineau/Papineau"," 89","Montréal",1,41,0,0,0,41,0,4,89,25,4,4,209,476
24055,"Papineau/Papineau"," 90","Montréal",0,54,0,0,0,44,0,0,43,16,6,3,166,268
24055,"Papineau/Papineau"," 91","Montréal",1,59,0,0,0,55,0,0,116,25,11,0,267,466
24055,"Papineau/Papineau"," 92","Montréal",1,64,0,0,0,78,0,1,87,30,1,0,262,446
24055,"Papineau/Papineau"," 93","Montréal",1,59,0,0,0,67,0,0,99,25,5,2,258,475
24055,"Papineau/Papineau"," 94","Montréal",2,37,0,0,0,68,0,1,64,26,8,3,209,436
24055,"Papineau/Papineau"," 95","Montréal",0,27,0,0,0,78,0,0,54,20,3,2,184,400
24055,"Papineau/Papineau"," 96","Montréal",0,36,0,0,0,59,1,0,58,23,3,0,180,462
24055,"Papineau/Papineau"," 97","Montréal",2,33,0,0,0,67,1,0,62,25,1,1,192,396
24055,"Papineau/Papineau"," 98","Montréal",1,29,0,0,0,57,0,1,91,19,6,4,208,535
24055,"Papineau/Papineau"," 99","Montréal",4,31,2,0,0,58,0,1,78,17,8,5,204,431
24055,"Papineau/Papineau"," 100","Montréal",0,32,1,0,0,45,3,0,47,20,6,2,156,440
24055,"Papineau/Papineau"," 101","Montréal",3,34,1,0,0,78,0,0,62,17,4,5,204,447
24055,"Papineau/Papineau"," 102","Montréal",1,39,2,0,0,49,0,1,85,29,8,2,216,466
24055,"Papineau/Papineau"," 103","Montréal",3,44,0,0,1,65,0,1,67,21,1,0,203,450
24055,"Papineau/Papineau"," 104","Montréal",0,41,0,0,0,75,0,1,71,35,5,0,228,422
24055,"Papineau/Papineau"," 105","Montréal",0,39,0,1,1,95,0,2,83,37,2,2,262,432
24055,"Papineau/Papineau"," 106","Montréal",2,39,0,1,1,92,0,2,86,29,3,0,255,447
24055,"Papineau/Papineau"," 107","Montréal",3,40,0,0,0,79,0,1,93,35,2,2,255,478
24055,"Papineau/Papineau"," 108","Montréal",2,53,0,0,1,53,0,3,92,22,6,0,232,461
24055,"Papineau/Papineau"," 109","Montréal",1,43,0,0,0,62,0,0,71,27,0,2,206,474
24055,"Papineau/Papineau"," 110","Montréal",3,52,0,0,0,60,0,0,71,24,4,5,219,437
24055,"Papineau/Papineau"," 111","Montréal",2,49,0,0,0,73,0,3,79,23,3,5,237,463
24055,"Papineau/Papineau"," 112","Montréal",0,35,0,0,0,61,0,1,94,22,2,3,218,375
24055,"Papineau/Papineau"," 113","Montréal",3,53,0,1,1,51,0,1,101,20,2,3,236,432
24055,"Papineau/Papineau"," 114","Montréal",1,52,1,0,0,64,0,1,83,25,7,1,235,435
24055,"Papineau/Papineau"," 115","Montréal",2,43,0,0,0,63,0,2,122,25,11,5,273,487
24055,"Papineau/Papineau"," 116","Montréal",1,60,0,0,0,73,1,0,74,27,4,4,244,423
24055,"Papineau/Papineau"," 117","Montréal",3,60,0,0,0,56,0,1,122,27,2,3,274,470
24055,"Papineau/Papineau"," 118","Montréal",4,40,0,0,0,70,0,2,78,25,3,1,223,453
24055,"Papineau/Papineau"," 119","Montréal",0,38,1,0,1,40,0,0,85,16,2,2,185,403
24055,"Papineau/Papineau"," 120","Montréal",2,50,1,0,1,63,0,1,104,32,5,7,266,444
24055,"Papineau/Papineau"," 121","Montréal",2,48,1,0,1,64,0,1,103,18,5,6,249,428
24055,"Papineau/Papineau"," 122","Montréal",3,41,0,1,0,61,0,0,73,15,4,5,203,407
24055,"Papineau/Papineau"," 123","Montréal",0,51,0,0,0,48,0,1,90,16,8,3,217,438
24055,"Papineau/Papineau"," 124","Montréal",0,28,0,0,0,32,0,1,115,10,8,6,200,455
24055,"Papineau/Papineau"," 125","Montréal",6,50,0,0,0,45,0,2,91,29,4,6,233,437
24055,"Papineau/Papineau"," 126","Montréal",0,35,0,0,0,42,0,4,92,18,16,0,207,398
24055,"Papineau/Papineau"," 127","Montréal",3,45,2,0,0,37,0,2,125,10,14,5,243,402
24055,"Papineau/Papineau"," 128","Montréal",1,38,1,0,0,53,0,1,126,16,9,6,251,424
24055,"Papineau/Papineau"," 129","Montréal",1,42,1,0,0,61,0,1,132,29,8,4,279,594
24055,"Papineau/Papineau"," 130A","Montréal",1,29,1,0,0,20,0,0,80,9,9,1,150,330
24055,"Papineau/Papineau"," 130B","Montréal",1,33,1,0,0,18,0,0,83,9,4,1,150,343
24055,"Papineau/Papineau"," 131","Montréal",2,13,0,4,1,31,1,1,121,14,5,2,195,445
24055,"Papineau/Papineau"," 132","Montréal",0,7,2,1,0,23,0,0,205,6,8,9,261,457
24055,"Papineau/Papineau"," 133","Montréal",0,3,0,0,1,11,0,0,88,1,10,4,118,385
24055,"Papineau/Papineau"," 134","Montréal",1,9,2,0,0,49,0,2,104,10,4,3,184,393
24055,"Papineau/Papineau"," 135","Montréal",1,5,1,1,0,41,0,4,105,5,11,3,177,377
24055,"Papineau/Papineau"," 136","Montréal",0,10,1,2,0,41,0,0,69,8,5,1,137,364
24055,"Papineau/Papineau"," 137A","Montréal",1,7,0,0,0,22,0,3,119,6,3,11,172,351
24055,"Papineau/Papineau"," 137B","Montréal",0,6,1,0,0,31,0,1,89,7,8,2,145,345
24055,"Papineau/Papineau"," 138","Montréal",0,4,1,1,0,11,0,4,140,1,7,4,173,440
24055,"Papineau/Papineau"," 139","Montréal",0,18,4,0,1,26,1,1,107,8,13,7,186,447
24055,"Papineau/Papineau"," 140","Montréal",1,4,0,1,0,29,0,1,139,3,10,6,194,494
24055,"Papineau/Papineau"," 141","Montréal",0,7,3,0,0,25,1,0,138,10,14,3,201,447
24055,"Papineau/Papineau"," 142","Montréal",0,9,1,1,1,32,0,4,124,8,16,5,201,404
24055,"Papineau/Papineau"," 143","Montréal",0,9,0,2,0,27,0,1,105,3,20,11,178,373
24055,"Papineau/Papineau"," 144","Montréal",0,18,1,0,3,48,0,3,91,14,5,5,188,503
24055,"Papineau/Papineau"," 145","Montréal",1,3,0,1,1,31,0,2,87,9,6,7,148,404
24055,"Papineau/Papineau"," 146A","Montréal",2,5,0,1,0,20,0,2,81,8,6,1,126,335
24055,"Papineau/Papineau"," 146B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501B,,,,,,,,,,,,,93
24055,"Papineau/Papineau"," 147","Montréal",0,4,0,1,2,17,0,1,72,1,1,2,101,329
24055,"Papineau/Papineau"," 148","Montréal",0,9,0,0,0,48,1,2,90,6,9,3,168,428
24055,"Papineau/Papineau"," 149","Montréal",1,7,4,0,0,43,0,3,84,13,11,2,168,392
24055,"Papineau/Papineau"," 150","Montréal",1,4,2,1,2,20,0,1,150,3,5,4,193,431
24055,"Papineau/Papineau"," 151","Montréal",0,0,2,1,0,10,0,2,116,5,7,1,144,338
24055,"Papineau/Papineau"," 152","Montréal",0,1,3,1,1,9,0,1,144,2,7,4,173,337
24055,"Papineau/Papineau"," 153","Montréal",1,5,3,0,0,20,0,1,166,1,11,0,208,435
24055,"Papineau/Papineau"," 154","Montréal",0,0,2,0,0,9,1,1,195,1,17,2,228,421
24055,"Papineau/Papineau"," 155","Montréal",0,2,3,0,1,12,0,2,161,1,15,9,206,399
24055,"Papineau/Papineau"," 156","Montréal",1,9,3,0,1,24,1,4,105,6,9,10,173,357
24055,"Papineau/Papineau"," 157","Montréal",1,6,2,0,2,28,0,4,118,10,9,6,186,380
24055,"Papineau/Papineau"," 158","Montréal",0,4,3,0,0,23,1,5,142,3,13,3,197,388
24055,"Papineau/Papineau"," 159","Montréal",0,4,2,1,2,11,0,9,139,14,11,11,204,445
24055,"Papineau/Papineau"," 160","Montréal",2,6,0,0,0,19,0,2,98,8,14,2,151,357
24055,"Papineau/Papineau"," 161","Montréal",0,5,3,1,0,23,0,1,161,10,11,5,220,397
24055,"Papineau/Papineau"," 162","Montréal",1,4,1,2,0,28,0,2,147,6,17,5,213,447
24055,"Papineau/Papineau"," 163","Montréal",1,2,0,1,1,8,0,2,155,4,7,3,184,424
24055,"Papineau/Papineau"," 164","Montréal",0,1,1,0,1,12,0,3,146,6,14,6,190,366
24055,"Papineau/Papineau"," 165","Montréal",3,8,1,1,0,21,0,2,99,7,1,4,147,395
24055,"Papineau/Papineau"," 166","Montréal",0,7,2,0,0,21,0,0,113,5,4,5,157,449
24055,"Papineau/Papineau"," 167","Montréal",0,2,0,0,0,10,0,0,105,5,9,5,136,424
24055,"Papineau/Papineau"," 168","Montréal",1,8,0,0,0,38,0,2,103,10,17,2,181,478
24055,"Papineau/Papineau"," 169","Montréal",0,1,3,2,0,28,0,2,105,7,15,3,166,434
24055,"Papineau/Papineau"," 170A","Montréal",0,2,2,1,0,29,0,2,119,3,13,2,173,439
24055,"Papineau/Papineau"," 170B","Montréal",0,11,3,0,0,27,0,0,92,9,10,8,160,463
24055,"Papineau/Papineau"," 500","Mobile poll/Bureau itinérant",2,22,0,0,0,2,0,0,48,1,4,7,86,84
24055,"Papineau/Papineau"," 501A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502A,,,,,,,,,,,,,66
24055,"Papineau/Papineau"," 501B","Mobile poll/Bureau itinérant",1,3,0,0,0,0,0,1,26,0,2,4,37,137
24055,"Papineau/Papineau"," 502A","Mobile poll/Bureau itinérant",1,17,0,0,0,3,0,1,41,3,5,7,78,106
24055,"Papineau/Papineau"," 502B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,,,,,,,,92
24055,"Papineau/Papineau"," 600","Montréal",0,175,1,0,2,88,0,2,413,43,53,18,795,
24055,"Papineau/Papineau"," 601","Montréal",7,137,3,3,0,85,0,3,493,39,35,22,827,
24055,"Papineau/Papineau"," 602","Montréal",3,204,0,0,4,90,1,5,392,38,44,16,797,
24055,"Papineau/Papineau"," 603","Montréal",7,84,7,2,2,84,1,0,274,37,20,9,527,
24055,"Papineau/Papineau"," 604","Montréal",6,196,1,0,1,140,0,10,444,57,38,14,907,
24055,"Papineau/Papineau"," 605","Montréal",6,164,2,0,1,106,1,11,323,55,28,5,702,
24055,"Papineau/Papineau"," 606","Montréal",7,251,1,0,0,255,0,4,449,107,77,17,1168,
24055,"Papineau/Papineau"," 607","Montréal",3,155,2,1,0,169,0,3,191,61,9,10,604,
24055,"Papineau/Papineau"," 608","Montréal",9,300,0,1,0,273,1,4,400,130,31,18,1167,
24055,"Papineau/Papineau"," 609","Montréal",6,143,2,1,0,191,0,3,338,63,27,23,797,
24055,"Papineau/Papineau"," 610","Montréal",4,236,1,0,1,205,0,3,436,101,21,5,1013,
24055,"Papineau/Papineau"," 611","Montréal",4,218,0,0,1,180,0,3,326,79,26,15,852,
24055,"Papineau/Papineau"," 612","Montréal",1,14,5,2,2,50,1,6,536,13,59,11,700,
24055,"Papineau/Papineau"," 613","Montréal",2,26,5,2,0,52,3,7,363,17,41,17,535,
24055,"Papineau/Papineau"," 614","Montréal",5,34,11,5,2,119,0,12,678,24,54,23,967,
24055,"Papineau/Papineau"," 615","Montréal",6,46,1,1,1,107,3,6,460,37,35,16,719,
24055,"Papineau/Papineau",,Group 1/Groupe 1, 1,4,0,0,0,29,0,2,103,11,5,9,164,240
24055,"Papineau/Papineau",,Group 2/Groupe 2, 28,275,3,2,4,474,0,7,1003,257,59,37,2149,
