Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,François Corriveau,Gabriel Côté,Jacques Gélineau,Marilène Gill,Colleen McCool,Dave Savard,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24046,"Manicouagan/Manicouagan"," 18","Fermont",24,2,0,59,4,7,1,97,248
24046,"Manicouagan/Manicouagan"," 19","Fermont",39,2,3,83,5,11,0,143,286
24046,"Manicouagan/Manicouagan"," 20","Fermont",11,1,2,54,2,12,0,82,265
24046,"Manicouagan/Manicouagan"," 21","Fermont",29,3,4,98,4,7,0,145,326
24046,"Manicouagan/Manicouagan"," 22","Chevery",13,0,3,11,3,49,3,82,167
24046,"Manicouagan/Manicouagan"," 23","Harrington Harbour",15,0,1,10,6,63,2,97,191
24046,"Manicouagan/Manicouagan"," 24","Baie-Johan-Beetz",6,0,1,30,3,15,2,57,71
24046,"Manicouagan/Manicouagan"," 25","Franquelin",20,0,1,94,3,19,3,140,249
24046,"Manicouagan/Manicouagan"," 26","Natashquan 1",2,0,2,2,4,31,0,41,333
24046,"Manicouagan/Manicouagan"," 27","Natashquan 1",6,0,1,3,2,44,1,57,319
24046,"Manicouagan/Manicouagan"," 28","Natashquan",5,0,9,71,2,15,4,106,226
24046,"Manicouagan/Manicouagan"," 29","Aguanish",19,3,3,99,1,14,0,139,219
24046,"Manicouagan/Manicouagan"," 30","Kegaska",12,0,2,10,1,42,4,71,114
24046,"Manicouagan/Manicouagan"," 31","Havre-Saint-Pierre",7,1,1,82,0,10,2,103,233
24046,"Manicouagan/Manicouagan"," 32","Havre-Saint-Pierre",12,0,0,137,1,21,0,171,367
24046,"Manicouagan/Manicouagan"," 33","Havre-Saint-Pierre",6,1,1,89,2,11,2,112,246
24046,"Manicouagan/Manicouagan"," 34","Havre-Saint-Pierre",23,2,4,164,6,10,4,213,439
24046,"Manicouagan/Manicouagan"," 35","Havre-Saint-Pierre",19,0,6,96,4,19,0,144,330
24046,"Manicouagan/Manicouagan"," 36","Havre-Saint-Pierre",9,0,6,107,4,17,3,146,330
24046,"Manicouagan/Manicouagan"," 37A","Havre-Saint-Pierre",17,0,2,70,1,21,2,113,236
24046,"Manicouagan/Manicouagan"," 37B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500,,,,,,,,36
24046,"Manicouagan/Manicouagan"," 38","Havre-Saint-Pierre",19,0,7,149,6,23,1,205,467
24046,"Manicouagan/Manicouagan"," 39","Moisie",22,1,1,66,3,18,2,113,234
24046,"Manicouagan/Manicouagan"," 40","Moisie",10,5,5,48,0,18,1,87,167
24046,"Manicouagan/Manicouagan"," 41","Longue-Pointe",0,0,0,4,14,4,0,22,291
24046,"Manicouagan/Manicouagan"," 42","Longue-Pointe",17,0,16,115,8,24,1,181,364
24046,"Manicouagan/Manicouagan"," 43","Rivière-Saint-Jean",18,0,6,70,1,9,1,105,204
24046,"Manicouagan/Manicouagan"," 44","Port-Menier",10,0,6,28,4,14,0,62,167
24046,"Manicouagan/Manicouagan"," 45","Rivière-au-Tonnerre",20,2,4,64,1,21,3,115,238
24046,"Manicouagan/Manicouagan"," 46","Sept-Îles",41,3,10,158,5,22,8,247,517
24046,"Manicouagan/Manicouagan"," 47","Sept-Îles",31,1,7,111,7,24,3,184,403
24046,"Manicouagan/Manicouagan"," 48","Sept-Îles",29,1,6,142,5,16,0,199,395
24046,"Manicouagan/Manicouagan"," 49","Sept-Îles",36,0,5,114,6,26,0,187,347
24046,"Manicouagan/Manicouagan"," 50","Sept-Îles",42,2,4,129,9,26,4,216,391
24046,"Manicouagan/Manicouagan"," 51","Sept-Îles",20,2,4,106,3,17,0,152,352
24046,"Manicouagan/Manicouagan"," 52","Sept-Iles",45,1,10,180,8,50,6,300,596
24046,"Manicouagan/Manicouagan"," 53","Sept-Îles",34,2,17,175,16,65,2,311,551
24046,"Manicouagan/Manicouagan"," 54","Sept-Îles",35,3,6,147,14,55,1,261,502
24046,"Manicouagan/Manicouagan"," 55","Sept-Îles",23,0,9,158,12,52,0,254,504
24046,"Manicouagan/Manicouagan"," 56","Sept-Îles",50,0,6,128,7,29,4,224,424
24046,"Manicouagan/Manicouagan"," 57","Maliotenam 27A",0,1,1,6,7,48,0,63,476
24046,"Manicouagan/Manicouagan"," 58","Maliotenam 27A",1,0,2,2,7,28,0,40,309
24046,"Manicouagan/Manicouagan"," 59","Maliotenam 27A",3,0,6,11,3,32,0,55,365
24046,"Manicouagan/Manicouagan"," 60","Sept-Iles",16,1,2,60,2,9,4,94,206
24046,"Manicouagan/Manicouagan"," 61","Sept-Îles",43,0,14,138,5,25,2,227,429
24046,"Manicouagan/Manicouagan"," 62","Sept-Îles",34,3,3,97,6,31,1,175,374
24046,"Manicouagan/Manicouagan"," 63","Sept-Îles",24,0,7,93,11,23,4,162,332
24046,"Manicouagan/Manicouagan"," 64","Uashat",3,0,4,11,5,34,0,57,289
24046,"Manicouagan/Manicouagan"," 65","Uashat",2,0,7,12,11,37,1,70,488
24046,"Manicouagan/Manicouagan"," 66","Uashat",3,0,1,10,3,40,0,57,291
24046,"Manicouagan/Manicouagan"," 67","Uashat",0,0,1,0,1,6,0,8,59
24046,"Manicouagan/Manicouagan"," 68","Sept-Îles",26,1,4,125,6,37,3,202,423
24046,"Manicouagan/Manicouagan"," 69","Sept-Îles",17,3,7,93,11,12,8,151,377
24046,"Manicouagan/Manicouagan"," 70","Sept-Îles",26,0,3,113,12,25,1,180,369
24046,"Manicouagan/Manicouagan"," 71","Sept-Îles",18,1,9,61,7,23,2,121,359
24046,"Manicouagan/Manicouagan"," 72","Sept-Îles",22,0,5,92,6,35,5,165,340
24046,"Manicouagan/Manicouagan"," 73","Sept-Îles",10,0,10,102,6,36,1,165,398
24046,"Manicouagan/Manicouagan"," 74","Sept-Îles",7,1,0,47,2,15,0,72,279
24046,"Manicouagan/Manicouagan"," 75","Sept-Îles",29,1,5,62,4,19,3,123,317
24046,"Manicouagan/Manicouagan"," 76","Sept-Îles",16,1,3,77,6,27,5,135,379
24046,"Manicouagan/Manicouagan"," 77","Sept-Îles",9,0,3,28,3,11,1,55,250
24046,"Manicouagan/Manicouagan"," 78","Sept-Îles",11,0,3,41,5,16,5,81,238
24046,"Manicouagan/Manicouagan"," 79","Sept-Îles",11,1,5,59,2,29,0,107,348
24046,"Manicouagan/Manicouagan"," 80","Sept-Îles",22,0,4,100,9,24,1,160,356
24046,"Manicouagan/Manicouagan"," 81","Sept-Îles",20,1,5,81,3,35,5,150,310
24046,"Manicouagan/Manicouagan"," 82","Sept-Îles",22,1,8,123,10,34,3,201,427
24046,"Manicouagan/Manicouagan"," 83","Sept-Îles",21,1,10,95,7,21,1,156,361
24046,"Manicouagan/Manicouagan"," 84","Sept-Îles",19,2,6,80,7,21,3,138,405
24046,"Manicouagan/Manicouagan"," 85","Sept-Îles",16,0,6,86,4,21,5,138,314
24046,"Manicouagan/Manicouagan"," 86","Sept-Îles",11,0,3,84,6,20,5,129,346
24046,"Manicouagan/Manicouagan"," 87A","Sept-Îles",13,2,6,74,7,33,0,135,314
24046,"Manicouagan/Manicouagan"," 87B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501,,,,,,,,26
24046,"Manicouagan/Manicouagan"," 88","Sept-Îles",27,0,9,93,6,21,0,156,409
24046,"Manicouagan/Manicouagan"," 89","Sept-Îles",12,2,4,95,6,31,4,154,368
24046,"Manicouagan/Manicouagan"," 90","Sept-Îles",28,0,7,132,3,41,1,212,431
24046,"Manicouagan/Manicouagan"," 91","Sept-Îles",17,0,3,44,0,33,14,111,192
24046,"Manicouagan/Manicouagan"," 92","Sept-Îles",19,1,4,58,1,36,3,122,310
24046,"Manicouagan/Manicouagan"," 93","Sept-Îles",15,0,6,72,4,17,4,118,354
24046,"Manicouagan/Manicouagan"," 94","Sept-Îles",23,0,7,97,10,36,0,173,399
24046,"Manicouagan/Manicouagan"," 95","Sept-Îles",11,1,8,47,6,26,2,101,320
24046,"Manicouagan/Manicouagan"," 96","Sept-Îles",9,1,6,64,7,31,0,118,318
24046,"Manicouagan/Manicouagan"," 97","Sept-Îles",19,0,19,107,9,37,3,194,415
24046,"Manicouagan/Manicouagan"," 98","Sept-Îles",39,3,20,180,13,53,2,310,478
24046,"Manicouagan/Manicouagan"," 99","Sept-Îles",19,1,20,163,9,28,3,243,415
24046,"Manicouagan/Manicouagan"," 100","Moisie",29,1,5,122,12,29,6,204,367
24046,"Manicouagan/Manicouagan"," 101","Moisie",17,1,8,72,7,17,2,124,286
24046,"Manicouagan/Manicouagan"," 102","Gallix",22,0,10,101,10,21,3,167,299
24046,"Manicouagan/Manicouagan"," 103","Gallix",23,1,12,103,7,15,5,166,282
24046,"Manicouagan/Manicouagan"," 104","Baie-Comeau",25,0,1,39,5,8,2,80,195
24046,"Manicouagan/Manicouagan"," 105","Baie-Comeau",58,2,4,88,3,30,5,190,391
24046,"Manicouagan/Manicouagan"," 106","Baie-Comeau",54,2,5,108,7,26,4,206,406
24046,"Manicouagan/Manicouagan"," 107","Baie-Comeau",53,0,13,82,11,22,3,184,338
24046,"Manicouagan/Manicouagan"," 108","Baie-Comeau",49,2,4,87,6,24,1,173,361
24046,"Manicouagan/Manicouagan"," 109","Port-Cartier",17,0,4,126,6,24,0,177,450
24046,"Manicouagan/Manicouagan"," 110","Port-Cartier",32,1,2,102,6,12,1,156,355
24046,"Manicouagan/Manicouagan"," 111","Port-Cartier",37,0,11,104,9,17,1,179,411
24046,"Manicouagan/Manicouagan"," 112","Port-Cartier",12,1,6,71,2,18,1,111,382
24046,"Manicouagan/Manicouagan"," 113","Port-Cartier",15,1,5,50,4,12,0,87,359
24046,"Manicouagan/Manicouagan"," 114","Port-Cartier",39,0,2,110,8,12,3,174,363
24046,"Manicouagan/Manicouagan"," 115A","Port-Cartier",23,3,6,90,7,17,0,146,410
24046,"Manicouagan/Manicouagan"," 115B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,11
24046,"Manicouagan/Manicouagan"," 116","Port-Cartier",34,1,8,112,3,15,3,176,461
24046,"Manicouagan/Manicouagan"," 117","Port-Cartier",13,0,3,96,2,21,3,138,384
24046,"Manicouagan/Manicouagan"," 118","Port-Cartier",31,3,4,108,12,12,2,172,352
24046,"Manicouagan/Manicouagan"," 119A","Port-Cartier",19,1,7,103,9,27,5,171,366
24046,"Manicouagan/Manicouagan"," 119B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502,,,,,,,,14
24046,"Manicouagan/Manicouagan"," 120","Port-Cartier",20,3,6,77,11,18,3,138,370
24046,"Manicouagan/Manicouagan"," 121","Rivière-Pentecôte",15,0,5,97,0,16,3,136,261
24046,"Manicouagan/Manicouagan"," 122","Pointe-aux-Anglais",14,1,4,45,0,18,0,82,159
24046,"Manicouagan/Manicouagan"," 123","Baie-Trinité",18,1,3,69,2,16,0,109,370
24046,"Manicouagan/Manicouagan"," 124","Godbout",24,2,3,85,1,13,5,133,234
24046,"Manicouagan/Manicouagan"," 125","Baie-Comeau",26,1,8,79,4,23,3,144,365
24046,"Manicouagan/Manicouagan"," 126","Baie-Comeau",37,3,2,80,3,26,4,155,320
24046,"Manicouagan/Manicouagan"," 127","Baie-Comeau",53,1,6,88,5,30,3,186,406
24046,"Manicouagan/Manicouagan"," 128","Baie-Comeau",72,3,7,81,10,35,6,214,435
24046,"Manicouagan/Manicouagan"," 129","Baie-Comeau",73,1,4,90,7,38,3,216,388
24046,"Manicouagan/Manicouagan"," 130","Baie-Comeau",77,0,2,94,5,44,1,223,386
24046,"Manicouagan/Manicouagan"," 131","Baie-Comeau",76,1,4,54,5,28,4,172,332
24046,"Manicouagan/Manicouagan"," 132","Baie-Comeau",87,0,7,116,6,36,4,256,510
24046,"Manicouagan/Manicouagan"," 133","Baie-Comeau",46,1,6,87,3,25,3,171,425
24046,"Manicouagan/Manicouagan"," 134","Baie-Comeau",26,0,2,63,5,17,2,115,314
24046,"Manicouagan/Manicouagan"," 135","Baie-Comeau",44,0,4,101,6,25,3,183,344
24046,"Manicouagan/Manicouagan"," 136","Baie-Comeau",31,3,6,74,5,23,1,143,313
24046,"Manicouagan/Manicouagan"," 137","Baie-Comeau",29,1,1,77,3,20,2,133,326
24046,"Manicouagan/Manicouagan"," 138","Baie-Comeau",37,0,4,72,2,12,4,131,319
24046,"Manicouagan/Manicouagan"," 139","Baie-Comeau",71,0,4,94,7,19,2,197,441
24046,"Manicouagan/Manicouagan"," 140","Baie-Comeau",64,0,1,82,10,26,6,189,434
24046,"Manicouagan/Manicouagan"," 141","Baie-Comeau",47,1,3,104,4,33,3,195,480
24046,"Manicouagan/Manicouagan"," 142","Baie-Comeau",69,1,6,91,5,36,2,210,421
24046,"Manicouagan/Manicouagan"," 143","Baie-Comeau",30,0,4,61,7,14,1,117,372
24046,"Manicouagan/Manicouagan"," 144","Baie-Comeau",36,1,2,102,2,16,3,162,359
24046,"Manicouagan/Manicouagan"," 145","Baie-Comeau",20,0,1,69,8,15,1,114,353
24046,"Manicouagan/Manicouagan"," 146","Baie-Comeau",29,4,2,104,7,20,0,166,392
24046,"Manicouagan/Manicouagan"," 147","Baie-Comeau",36,1,3,82,3,13,3,141,384
24046,"Manicouagan/Manicouagan"," 148","Baie-Comeau",46,5,4,69,3,33,5,165,409
24046,"Manicouagan/Manicouagan"," 149","Baie-Comeau",42,1,5,62,6,48,0,164,392
24046,"Manicouagan/Manicouagan"," 150","Baie-Comeau",38,2,8,69,9,37,1,164,367
24046,"Manicouagan/Manicouagan"," 151","Baie-Comeau",24,1,4,66,8,16,4,123,368
24046,"Manicouagan/Manicouagan"," 152","Baie-Comeau",35,1,6,60,7,16,3,128,302
24046,"Manicouagan/Manicouagan"," 153","Baie-Comeau",63,2,5,100,12,33,6,221,439
24046,"Manicouagan/Manicouagan"," 154","Baie-Comeau",35,4,8,95,8,38,2,190,359
24046,"Manicouagan/Manicouagan"," 155","Baie-Comeau",24,1,2,68,8,16,1,120,357
24046,"Manicouagan/Manicouagan"," 156","Baie-Comeau",42,3,3,116,3,34,2,203,439
24046,"Manicouagan/Manicouagan"," 157","Baie-Comeau",41,0,2,93,9,14,1,160,446
24046,"Manicouagan/Manicouagan"," 158","Baie-Comeau",63,2,6,88,4,32,2,197,431
24046,"Manicouagan/Manicouagan"," 159","Baie-Comeau",49,1,5,101,9,18,1,184,415
24046,"Manicouagan/Manicouagan"," 160","Baie-Comeau",64,1,2,96,5,14,3,185,423
24046,"Manicouagan/Manicouagan"," 161","Baie-Comeau",30,1,3,69,3,12,2,120,291
24046,"Manicouagan/Manicouagan"," 162","Baie-Comeau",52,2,10,92,1,19,2,178,411
24046,"Manicouagan/Manicouagan"," 163","Chute-aux-Outardes",36,0,1,96,2,12,2,149,339
24046,"Manicouagan/Manicouagan"," 164","Chute-aux-Outardes",39,1,1,70,7,14,3,135,315
24046,"Manicouagan/Manicouagan"," 165","Chute-aux-Outardes",39,0,1,51,3,8,1,103,260
24046,"Manicouagan/Manicouagan"," 166","Chute-aux-Outardes",37,1,4,87,6,10,3,148,349
24046,"Manicouagan/Manicouagan"," 167","Pointe-Lebel",34,0,4,102,4,10,0,154,250
24046,"Manicouagan/Manicouagan"," 168","Pointe-Lebel",27,3,2,106,5,19,2,164,352
24046,"Manicouagan/Manicouagan"," 169","Pointe-Lebel",58,1,7,134,9,28,5,242,439
24046,"Manicouagan/Manicouagan"," 170","Pointe-Lebel",25,0,1,70,2,10,1,109,204
24046,"Manicouagan/Manicouagan"," 171","Pointe-Lebel",21,0,7,84,1,24,2,139,264
24046,"Manicouagan/Manicouagan"," 172","Ragueneau",28,2,0,93,4,18,2,147,370
24046,"Manicouagan/Manicouagan"," 173","Ragueneau",64,2,3,130,2,12,2,215,425
24046,"Manicouagan/Manicouagan"," 174","Ragueneau",31,0,5,108,6,22,3,175,367
24046,"Manicouagan/Manicouagan"," 175","Pointe-aux-Outardes",40,0,3,66,3,17,2,131,269
24046,"Manicouagan/Manicouagan"," 176","Pointe-aux-Outardes",61,0,8,117,6,21,2,215,380
24046,"Manicouagan/Manicouagan"," 177","Pointe-aux-Outardes",48,0,3,144,10,18,3,226,439
24046,"Manicouagan/Manicouagan"," 178","Betsiamites",1,1,0,4,1,59,0,66,405
24046,"Manicouagan/Manicouagan"," 179","Betsiamites",3,0,1,6,2,68,1,81,499
24046,"Manicouagan/Manicouagan"," 180","Betsiamites",0,0,1,3,2,19,0,25,173
24046,"Manicouagan/Manicouagan"," 181","Betsiamites",5,0,0,4,3,52,2,66,407
24046,"Manicouagan/Manicouagan"," 182","Betsiamites",4,0,0,2,0,37,2,45,318
24046,"Manicouagan/Manicouagan"," 183","Forestville",19,2,2,54,2,17,2,98,280
24046,"Manicouagan/Manicouagan"," 184","Forestville",18,1,4,57,3,14,5,102,310
24046,"Manicouagan/Manicouagan"," 185","Forestville",21,0,6,46,3,18,2,96,249
24046,"Manicouagan/Manicouagan"," 186","Forestville",14,0,2,40,0,10,2,68,280
24046,"Manicouagan/Manicouagan"," 187","Forestville",15,2,0,44,0,17,1,79,267
24046,"Manicouagan/Manicouagan"," 188","Forestville",17,0,0,45,0,15,2,79,268
24046,"Manicouagan/Manicouagan"," 189","Forestville",24,4,4,41,0,14,2,89,347
24046,"Manicouagan/Manicouagan"," 190","Forestville",14,1,1,55,3,10,0,84,251
24046,"Manicouagan/Manicouagan"," 191","Forestville",6,0,3,56,2,12,6,85,257
24046,"Manicouagan/Manicouagan"," 192","Colombier",20,0,5,69,3,16,0,113,227
24046,"Manicouagan/Manicouagan"," 193","Colombier",21,1,1,83,1,10,0,117,237
24046,"Manicouagan/Manicouagan"," 194","Saint-Marc-de-Latour",8,0,0,42,0,4,3,57,118
24046,"Manicouagan/Manicouagan"," 195","Sainte-Anne-de-Portneuf",17,2,3,70,0,23,3,118,234
24046,"Manicouagan/Manicouagan"," 196","Sainte-Anne-de-Portneuf",38,4,3,91,2,22,2,162,347
24046,"Manicouagan/Manicouagan"," 197","Longue-Rive",27,3,2,127,4,42,2,207,498
24046,"Manicouagan/Manicouagan"," 198","Longue-Rive",6,0,3,29,1,11,0,50,157
24046,"Manicouagan/Manicouagan"," 199","Longue-Rive",10,0,1,46,2,18,2,79,199
24046,"Manicouagan/Manicouagan"," 200","Les Escoumins",23,0,2,108,2,36,3,174,416
24046,"Manicouagan/Manicouagan"," 201","Les Escoumins",33,0,1,103,3,18,4,162,382
24046,"Manicouagan/Manicouagan"," 202","Les Escoumins",18,2,2,90,10,24,2,148,333
24046,"Manicouagan/Manicouagan"," 203","Les Escoumins",35,0,5,80,3,28,4,155,368
24046,"Manicouagan/Manicouagan"," 204","Les Escoumins",15,2,2,52,3,52,3,129,226
24046,"Manicouagan/Manicouagan"," 205","Les Bergeronnes",23,1,8,48,3,22,1,106,265
24046,"Manicouagan/Manicouagan"," 206","Les Bergeronnes",18,0,5,72,2,11,2,110,263
24046,"Manicouagan/Manicouagan"," 207","Sacré-Coeur",55,3,7,107,7,57,16,252,441
24046,"Manicouagan/Manicouagan"," 208","Sacré-Coeur",36,0,1,100,5,44,5,191,354
24046,"Manicouagan/Manicouagan"," 209","Sacré-Coeur",56,1,2,73,6,37,3,178,305
24046,"Manicouagan/Manicouagan"," 210","Sacré-Coeur",48,2,7,72,3,35,6,173,340
24046,"Manicouagan/Manicouagan"," 211","Tadoussac",32,1,14,108,8,29,4,196,355
24046,"Manicouagan/Manicouagan"," 212","Tadoussac",21,5,11,105,8,32,5,187,316
24046,"Manicouagan/Manicouagan"," 400","Sept-Îles",6,4,1,32,0,40,3,86,171
24046,"Manicouagan/Manicouagan"," 401","Baie-Comeau",52,2,2,58,1,83,26,224,307
24046,"Manicouagan/Manicouagan"," 500","Mobile poll/Bureau itinérant",8,0,1,16,0,16,1,42,25
24046,"Manicouagan/Manicouagan"," 501","Mobile poll/Bureau itinérant",9,2,0,18,2,18,8,57,112
24046,"Manicouagan/Manicouagan"," 502","Mobile poll/Bureau itinérant",3,0,0,4,0,5,2,14,14
24046,"Manicouagan/Manicouagan"," 503","Mobile poll/Bureau itinérant",16,0,0,19,0,16,4,55,115
24046,"Manicouagan/Manicouagan"," 504","Mobile poll/Bureau itinérant",6,0,0,11,2,6,1,26,68
24046,"Manicouagan/Manicouagan"," 505","Mobile poll/Bureau itinérant",1,0,0,2,0,5,2,10,24
24046,"Manicouagan/Manicouagan"," 506","Mobile poll/Bureau itinérant",3,1,2,4,0,8,6,24,57
24046,"Manicouagan/Manicouagan"," 600","Schefferville",3,0,0,1,7,13,0,24,
24046,"Manicouagan/Manicouagan"," 601","Fermont",60,3,5,173,10,15,3,269,
24046,"Manicouagan/Manicouagan"," 602","Baie-Comeau",204,4,14,272,16,100,16,626,
24046,"Manicouagan/Manicouagan"," 603","Forestville",90,1,7,235,6,59,2,400,
24046,"Manicouagan/Manicouagan"," 604","Les Bergeronnes",22,1,8,101,9,36,4,181,
24046,"Manicouagan/Manicouagan"," 605","Les Bergeronnes",53,1,12,105,9,47,7,234,
24046,"Manicouagan/Manicouagan"," 606","Chute-aux-Outardes",1,0,0,3,2,25,0,31,
24046,"Manicouagan/Manicouagan"," 607","Chute-aux-Outardes",65,3,1,136,8,33,1,247,
24046,"Manicouagan/Manicouagan"," 608","Baie-Comeau",211,4,11,440,15,115,5,801,
24046,"Manicouagan/Manicouagan"," 609","Baie-Comeau",169,4,11,375,8,93,6,666,
24046,"Manicouagan/Manicouagan"," 610","Chute-aux-Outardes",61,2,2,146,6,30,2,249,
24046,"Manicouagan/Manicouagan"," 611","Baie-Comeau",192,5,16,295,19,126,9,662,
24046,"Manicouagan/Manicouagan"," 612","Baie-Trinité",30,1,2,106,1,13,3,156,
24046,"Manicouagan/Manicouagan"," 613","Port-Cartier",180,1,39,618,28,138,22,1026,
24046,"Manicouagan/Manicouagan"," 614","Sept-Îles",127,4,29,500,29,242,16,947,
24046,"Manicouagan/Manicouagan"," 615","Sept-Îles",96,3,22,342,20,129,13,625,
24046,"Manicouagan/Manicouagan"," 616","Sept-Îles",133,9,36,455,34,177,17,861,
24046,"Manicouagan/Manicouagan"," 617","Sept-Îles",85,1,28,276,16,81,9,496,
24046,"Manicouagan/Manicouagan"," 618","Havre-Saint-Pierre",41,2,9,241,11,73,6,383,
24046,"Manicouagan/Manicouagan"," 619","Port-Menier",2,1,2,21,0,5,0,31,
24046,"Manicouagan/Manicouagan"," 620","Lourdes-de-Blanc-Sablon",6,0,1,29,1,6,4,47,
24046,"Manicouagan/Manicouagan"," 621","Lourdes-de-Blanc-Sablon",3,0,0,14,3,17,0,37,
24046,"Manicouagan/Manicouagan"," 622","Lourdes-de-Blanc-Sablon",8,0,1,9,1,13,1,33,
24046,"Manicouagan/Manicouagan"," 623","Lourdes-de-Blanc-Sablon",3,0,1,1,0,22,0,27,
24046,"Manicouagan/Manicouagan"," 624","Lourdes-de-Blanc-Sablon",5,1,0,3,0,36,0,45,
24046,"Manicouagan/Manicouagan"," 625","Lourdes-de-Blanc-Sablon",12,1,10,10,6,89,0,128,
24046,"Manicouagan/Manicouagan",,Group 1/Groupe 1, 10,0,2,8,4,42,2,68,63
24046,"Manicouagan/Manicouagan",,Group 2/Groupe 2, 329,12,65,674,68,296,26,1470,
