Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Simon-Pierre Beaudet,Alicia Bédard,Antoine Bujold,Alupa Clarke,Dalila Elhak,Claude Moreau,Julie Vignola,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24008,"Beauport--Limoilou/Beauport--Limoilou"," 37","Québec",24,5,47,68,9,0,56,6,215,426
24008,"Beauport--Limoilou/Beauport--Limoilou"," 38","Québec",14,1,45,81,6,0,39,7,193,418
24008,"Beauport--Limoilou/Beauport--Limoilou"," 39","Québec",20,3,55,82,8,0,54,10,232,480
24008,"Beauport--Limoilou/Beauport--Limoilou"," 40","Québec",18,9,58,85,6,0,54,3,233,547
24008,"Beauport--Limoilou/Beauport--Limoilou"," 41","Québec",18,6,70,74,3,1,72,2,246,535
24008,"Beauport--Limoilou/Beauport--Limoilou"," 42","Québec",17,3,58,58,2,0,85,11,234,605
24008,"Beauport--Limoilou/Beauport--Limoilou"," 43","Québec",22,6,44,32,2,0,33,3,142,457
24008,"Beauport--Limoilou/Beauport--Limoilou"," 44","Québec",13,3,57,63,3,0,47,2,188,421
24008,"Beauport--Limoilou/Beauport--Limoilou"," 45","Québec",17,6,57,52,6,0,66,2,206,402
24008,"Beauport--Limoilou/Beauport--Limoilou"," 46","Québec",24,4,52,43,11,0,89,5,228,480
24008,"Beauport--Limoilou/Beauport--Limoilou"," 47","Québec",12,3,40,64,6,1,48,6,180,437
24008,"Beauport--Limoilou/Beauport--Limoilou"," 48","Québec",12,6,40,48,8,0,57,2,173,423
24008,"Beauport--Limoilou/Beauport--Limoilou"," 49","Québec",20,7,53,42,8,2,64,2,198,424
24008,"Beauport--Limoilou/Beauport--Limoilou"," 50","Québec",11,0,54,42,4,0,29,3,143,313
24008,"Beauport--Limoilou/Beauport--Limoilou"," 51","Québec",17,1,44,35,10,0,37,4,148,499
24008,"Beauport--Limoilou/Beauport--Limoilou"," 52","Québec",25,6,51,36,10,0,52,6,186,559
24008,"Beauport--Limoilou/Beauport--Limoilou"," 53","Québec",9,5,61,35,4,1,41,4,160,425
24008,"Beauport--Limoilou/Beauport--Limoilou"," 54","Québec",19,8,47,59,9,0,56,4,202,575
24008,"Beauport--Limoilou/Beauport--Limoilou"," 55","Québec",11,1,42,38,7,0,47,2,148,433
24008,"Beauport--Limoilou/Beauport--Limoilou"," 56","Québec",19,5,85,78,6,0,95,5,293,684
24008,"Beauport--Limoilou/Beauport--Limoilou"," 57","Québec",11,3,41,32,2,1,49,2,141,352
24008,"Beauport--Limoilou/Beauport--Limoilou"," 58","Québec",15,2,50,55,7,0,52,1,182,367
24008,"Beauport--Limoilou/Beauport--Limoilou"," 59","Québec",29,9,50,60,12,0,56,5,221,582
24008,"Beauport--Limoilou/Beauport--Limoilou"," 60","Québec",24,8,63,38,11,0,54,5,203,483
24008,"Beauport--Limoilou/Beauport--Limoilou"," 61","Québec",26,7,58,67,9,0,97,2,266,603
24008,"Beauport--Limoilou/Beauport--Limoilou"," 62","Québec",13,5,53,64,5,1,66,6,213,473
24008,"Beauport--Limoilou/Beauport--Limoilou"," 63","Québec",24,9,44,40,7,0,45,5,174,431
24008,"Beauport--Limoilou/Beauport--Limoilou"," 64","Québec",16,9,54,52,7,0,57,8,203,423
24008,"Beauport--Limoilou/Beauport--Limoilou"," 65","Québec",13,0,55,47,4,0,56,2,177,370
24008,"Beauport--Limoilou/Beauport--Limoilou"," 66","Québec",14,7,43,65,10,0,69,3,211,477
24008,"Beauport--Limoilou/Beauport--Limoilou"," 67","Québec",19,7,48,52,9,0,52,4,191,359
24008,"Beauport--Limoilou/Beauport--Limoilou"," 68","Québec",24,12,72,67,10,0,71,12,268,525
24008,"Beauport--Limoilou/Beauport--Limoilou"," 69","Québec",10,15,39,72,8,0,63,11,218,395
24008,"Beauport--Limoilou/Beauport--Limoilou"," 70","Québec",10,1,36,25,6,0,35,4,117,449
24008,"Beauport--Limoilou/Beauport--Limoilou"," 71","Québec",10,5,33,47,5,0,42,6,148,569
24008,"Beauport--Limoilou/Beauport--Limoilou"," 72","Québec",8,2,45,53,2,0,52,3,165,449
24008,"Beauport--Limoilou/Beauport--Limoilou"," 73","Québec",17,9,56,79,3,2,70,1,237,513
24008,"Beauport--Limoilou/Beauport--Limoilou"," 74","Québec",23,4,25,25,4,0,36,2,119,393
24008,"Beauport--Limoilou/Beauport--Limoilou"," 75","Québec",8,4,34,80,13,0,72,4,215,453
24008,"Beauport--Limoilou/Beauport--Limoilou"," 76","Québec",11,4,40,69,4,0,56,2,186,396
24008,"Beauport--Limoilou/Beauport--Limoilou"," 77","Québec",17,6,28,63,6,0,48,3,171,429
24008,"Beauport--Limoilou/Beauport--Limoilou"," 78","Québec",15,2,51,24,8,0,18,5,123,366
24008,"Beauport--Limoilou/Beauport--Limoilou"," 79","Québec",16,4,82,64,12,2,75,18,273,446
24008,"Beauport--Limoilou/Beauport--Limoilou"," 80","Québec",11,3,23,45,5,0,47,9,143,415
24008,"Beauport--Limoilou/Beauport--Limoilou"," 81","Québec",12,1,34,31,5,0,36,4,123,440
24008,"Beauport--Limoilou/Beauport--Limoilou"," 82","Québec",24,6,40,26,4,0,41,6,147,454
24008,"Beauport--Limoilou/Beauport--Limoilou"," 83","Québec",18,2,32,43,10,0,73,1,179,424
24008,"Beauport--Limoilou/Beauport--Limoilou"," 84","Québec",13,1,34,43,2,1,54,0,148,430
24008,"Beauport--Limoilou/Beauport--Limoilou"," 85","Québec",30,4,67,63,7,0,64,4,239,549
24008,"Beauport--Limoilou/Beauport--Limoilou"," 86","Québec",24,4,46,44,8,0,44,10,180,461
24008,"Beauport--Limoilou/Beauport--Limoilou"," 87","Québec",10,2,23,31,5,0,33,1,105,497
24008,"Beauport--Limoilou/Beauport--Limoilou"," 88","Québec",16,1,35,29,6,1,35,2,125,523
24008,"Beauport--Limoilou/Beauport--Limoilou"," 89","Québec",22,5,45,35,4,1,31,0,143,538
24008,"Beauport--Limoilou/Beauport--Limoilou"," 90","Québec",37,3,49,41,10,1,54,5,200,503
24008,"Beauport--Limoilou/Beauport--Limoilou"," 91","Québec",30,1,44,32,9,0,48,5,169,467
24008,"Beauport--Limoilou/Beauport--Limoilou"," 92","Québec",18,2,33,24,6,0,32,4,119,344
24008,"Beauport--Limoilou/Beauport--Limoilou"," 93","Québec",29,7,34,45,14,0,63,5,197,470
24008,"Beauport--Limoilou/Beauport--Limoilou"," 94","Québec",23,5,50,26,5,0,46,10,165,423
24008,"Beauport--Limoilou/Beauport--Limoilou"," 95","Québec",37,3,40,39,10,0,62,3,194,424
24008,"Beauport--Limoilou/Beauport--Limoilou"," 96","Québec",37,5,55,24,15,2,52,5,195,522
24008,"Beauport--Limoilou/Beauport--Limoilou"," 97","Québec",30,4,33,24,14,1,51,3,160,449
24008,"Beauport--Limoilou/Beauport--Limoilou"," 98","Québec",24,2,36,30,6,1,52,4,155,437
24008,"Beauport--Limoilou/Beauport--Limoilou"," 99","Québec",35,1,40,27,16,0,83,6,208,438
24008,"Beauport--Limoilou/Beauport--Limoilou"," 100","Québec",14,0,34,19,7,0,32,5,111,372
24008,"Beauport--Limoilou/Beauport--Limoilou"," 101","Québec",25,3,37,30,14,0,48,7,164,416
24008,"Beauport--Limoilou/Beauport--Limoilou"," 102","Québec",25,2,45,31,18,0,59,3,183,431
24008,"Beauport--Limoilou/Beauport--Limoilou"," 103","Québec",31,2,47,26,20,0,45,5,176,470
24008,"Beauport--Limoilou/Beauport--Limoilou"," 104","Québec",32,2,40,26,6,0,51,3,160,435
24008,"Beauport--Limoilou/Beauport--Limoilou"," 105","Québec",26,1,45,29,11,0,74,8,194,424
24008,"Beauport--Limoilou/Beauport--Limoilou"," 106","Québec",26,1,37,24,8,1,44,8,149,443
24008,"Beauport--Limoilou/Beauport--Limoilou"," 107","Québec",28,4,41,17,11,0,44,4,149,417
24008,"Beauport--Limoilou/Beauport--Limoilou"," 108","Québec",29,1,39,30,4,0,57,0,160,381
24008,"Beauport--Limoilou/Beauport--Limoilou"," 109","Québec",22,4,25,20,13,0,45,4,133,358
24008,"Beauport--Limoilou/Beauport--Limoilou"," 110","Québec",22,5,44,40,8,0,89,9,217,596
24008,"Beauport--Limoilou/Beauport--Limoilou"," 111","Québec",20,1,27,28,6,0,32,4,118,356
24008,"Beauport--Limoilou/Beauport--Limoilou"," 112","Québec",22,1,36,35,9,1,64,3,171,350
24008,"Beauport--Limoilou/Beauport--Limoilou"," 113","Québec",16,3,59,34,6,0,47,7,172,386
24008,"Beauport--Limoilou/Beauport--Limoilou"," 114","Québec",29,1,46,23,11,0,50,2,162,373
24008,"Beauport--Limoilou/Beauport--Limoilou"," 115","Québec",34,1,35,22,13,0,56,4,165,397
24008,"Beauport--Limoilou/Beauport--Limoilou"," 116","Québec",42,5,47,36,12,0,80,0,222,480
24008,"Beauport--Limoilou/Beauport--Limoilou"," 117","Québec",18,6,26,34,8,2,65,3,162,386
24008,"Beauport--Limoilou/Beauport--Limoilou"," 118","Québec",27,2,32,18,5,1,18,3,106,429
24008,"Beauport--Limoilou/Beauport--Limoilou"," 119","Québec",21,3,38,30,3,0,31,2,128,343
24008,"Beauport--Limoilou/Beauport--Limoilou"," 120","Québec",26,3,34,32,7,0,48,2,152,418
24008,"Beauport--Limoilou/Beauport--Limoilou"," 121","Québec",47,2,40,38,18,0,82,6,233,523
24008,"Beauport--Limoilou/Beauport--Limoilou"," 122","Québec",33,0,74,22,10,0,93,4,236,452
24008,"Beauport--Limoilou/Beauport--Limoilou"," 123","Québec",27,3,49,29,11,0,65,4,188,463
24008,"Beauport--Limoilou/Beauport--Limoilou"," 124","Québec",61,2,57,23,16,0,83,2,244,424
24008,"Beauport--Limoilou/Beauport--Limoilou"," 125","Québec",53,5,76,26,13,1,95,7,276,494
24008,"Beauport--Limoilou/Beauport--Limoilou"," 126","Québec",30,4,35,15,11,0,59,4,158,378
24008,"Beauport--Limoilou/Beauport--Limoilou"," 127","Québec",31,5,32,23,10,0,53,3,157,393
24008,"Beauport--Limoilou/Beauport--Limoilou"," 128","Québec",20,0,38,24,8,0,49,4,143,410
24008,"Beauport--Limoilou/Beauport--Limoilou"," 129","Québec",25,7,47,13,12,1,37,2,144,439
24008,"Beauport--Limoilou/Beauport--Limoilou"," 130","Québec",35,2,36,32,17,0,49,6,177,446
24008,"Beauport--Limoilou/Beauport--Limoilou"," 131","Québec",54,6,63,17,7,0,86,1,234,515
24008,"Beauport--Limoilou/Beauport--Limoilou"," 132","Québec",51,2,61,32,10,1,78,3,238,506
24008,"Beauport--Limoilou/Beauport--Limoilou"," 133","Québec",27,5,47,33,7,0,49,5,173,568
24008,"Beauport--Limoilou/Beauport--Limoilou"," 134","Québec",47,3,29,16,9,0,63,1,168,518
24008,"Beauport--Limoilou/Beauport--Limoilou"," 135","Québec",27,0,39,21,4,0,47,3,141,337
24008,"Beauport--Limoilou/Beauport--Limoilou"," 136","Québec",56,1,55,13,19,0,67,3,214,426
24008,"Beauport--Limoilou/Beauport--Limoilou"," 137","Québec",37,4,42,14,10,1,97,0,205,401
24008,"Beauport--Limoilou/Beauport--Limoilou"," 138","Québec",59,1,44,16,16,0,67,3,206,415
24008,"Beauport--Limoilou/Beauport--Limoilou"," 139","Québec",65,2,61,23,22,1,75,0,249,458
24008,"Beauport--Limoilou/Beauport--Limoilou"," 140","Québec",52,5,40,22,14,0,85,3,221,459
24008,"Beauport--Limoilou/Beauport--Limoilou"," 141","Québec",39,0,56,26,10,0,51,3,185,411
24008,"Beauport--Limoilou/Beauport--Limoilou"," 142","Québec",47,6,69,24,16,0,73,5,240,531
24008,"Beauport--Limoilou/Beauport--Limoilou"," 143","Québec",74,4,57,17,15,0,70,6,243,504
24008,"Beauport--Limoilou/Beauport--Limoilou"," 144","Québec",26,1,33,11,15,0,33,1,120,341
24008,"Beauport--Limoilou/Beauport--Limoilou"," 145","Québec",58,0,68,20,18,0,97,2,263,448
24008,"Beauport--Limoilou/Beauport--Limoilou"," 146","Québec",55,3,59,19,20,0,107,4,267,488
24008,"Beauport--Limoilou/Beauport--Limoilou"," 147","Québec",53,1,64,16,17,0,81,3,235,442
24008,"Beauport--Limoilou/Beauport--Limoilou"," 148","Québec",23,1,42,39,4,0,54,3,166,399
24008,"Beauport--Limoilou/Beauport--Limoilou"," 149","Québec",18,6,53,40,14,0,47,3,181,392
24008,"Beauport--Limoilou/Beauport--Limoilou"," 150","Québec",15,1,36,25,1,0,41,3,122,433
24008,"Beauport--Limoilou/Beauport--Limoilou"," 151","Québec",16,1,48,32,7,0,39,4,147,433
24008,"Beauport--Limoilou/Beauport--Limoilou"," 152","Québec",28,2,31,23,10,0,37,2,133,439
24008,"Beauport--Limoilou/Beauport--Limoilou"," 153","Québec",23,1,30,19,6,1,34,3,117,423
24008,"Beauport--Limoilou/Beauport--Limoilou"," 154","Québec",21,1,45,30,7,0,30,3,137,459
24008,"Beauport--Limoilou/Beauport--Limoilou"," 155","Québec",17,2,43,31,7,1,39,3,143,407
24008,"Beauport--Limoilou/Beauport--Limoilou"," 156","Québec",36,1,37,14,12,0,50,3,153,436
24008,"Beauport--Limoilou/Beauport--Limoilou"," 157","Québec",55,1,52,16,16,0,88,2,230,431
24008,"Beauport--Limoilou/Beauport--Limoilou"," 158","Québec",50,3,54,26,13,0,90,5,241,488
24008,"Beauport--Limoilou/Beauport--Limoilou"," 159","Québec",56,4,54,16,11,0,69,0,210,422
24008,"Beauport--Limoilou/Beauport--Limoilou"," 160","Québec",19,4,44,26,8,0,49,6,156,426
24008,"Beauport--Limoilou/Beauport--Limoilou"," 161","Québec",56,4,88,27,20,0,100,1,296,552
24008,"Beauport--Limoilou/Beauport--Limoilou"," 162","Québec",42,4,49,36,17,1,54,1,204,468
24008,"Beauport--Limoilou/Beauport--Limoilou"," 163","Québec",34,4,57,27,16,2,74,3,217,509
24008,"Beauport--Limoilou/Beauport--Limoilou"," 164","Québec",29,2,45,25,9,2,59,5,176,499
24008,"Beauport--Limoilou/Beauport--Limoilou"," 165","Québec",36,3,30,24,16,0,59,5,173,439
24008,"Beauport--Limoilou/Beauport--Limoilou"," 400","Québec",2,0,34,20,0,0,27,3,86,176
24008,"Beauport--Limoilou/Beauport--Limoilou"," 401","Québec",10,4,62,79,3,0,90,7,255,397
24008,"Beauport--Limoilou/Beauport--Limoilou"," 402","Québec",0,0,155,9,4,1,13,16,198,326
24008,"Beauport--Limoilou/Beauport--Limoilou"," 403","Québec",1,4,32,29,0,0,7,10,83,156
24008,"Beauport--Limoilou/Beauport--Limoilou"," 404","Québec",4,2,203,35,2,0,46,29,321,440
24008,"Beauport--Limoilou/Beauport--Limoilou"," 405","Québec",2,2,55,18,1,1,24,7,110,140
24008,"Beauport--Limoilou/Beauport--Limoilou"," 406","Québec",4,2,92,41,3,0,35,34,211,273
24008,"Beauport--Limoilou/Beauport--Limoilou"," 407","Québec",4,0,44,27,1,1,25,5,107,158
24008,"Beauport--Limoilou/Beauport--Limoilou"," 500","Mobile poll/Bureau itinérant",1,5,35,12,0,1,12,13,79,140
24008,"Beauport--Limoilou/Beauport--Limoilou"," 501","Mobile poll/Bureau itinérant",4,2,15,6,0,0,7,2,36,100
24008,"Beauport--Limoilou/Beauport--Limoilou"," 502","Mobile poll/Bureau itinérant",2,1,40,12,0,0,26,8,89,176
24008,"Beauport--Limoilou/Beauport--Limoilou"," 503","Mobile poll/Bureau itinérant",1,3,13,2,1,0,4,2,26,124
24008,"Beauport--Limoilou/Beauport--Limoilou"," 504","Mobile poll/Bureau itinérant",1,0,34,18,3,2,18,7,83,152
24008,"Beauport--Limoilou/Beauport--Limoilou"," 505","Mobile poll/Bureau itinérant",0,0,39,10,0,0,5,5,59,101
24008,"Beauport--Limoilou/Beauport--Limoilou"," 506","Mobile poll/Bureau itinérant",2,2,24,13,0,0,11,2,54,156
24008,"Beauport--Limoilou/Beauport--Limoilou"," 507","Mobile poll/Bureau itinérant",1,1,35,13,0,1,17,4,72,172
24008,"Beauport--Limoilou/Beauport--Limoilou"," 508","Mobile poll/Bureau itinérant",1,0,49,9,7,2,22,1,91,145
24008,"Beauport--Limoilou/Beauport--Limoilou"," 509A","Mobile poll/Bureau itinérant",2,5,44,26,3,0,22,7,109,186
24008,"Beauport--Limoilou/Beauport--Limoilou"," 509B","Québec",Merged with No./Fusionné avec le n°160,,,,,,,,,2
24008,"Beauport--Limoilou/Beauport--Limoilou"," 600","Québec",80,29,337,656,30,1,460,33,1626,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 601","Québec",78,41,256,544,24,0,359,26,1328,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 602","Québec",71,24,269,528,32,1,381,16,1322,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 603","Québec",75,21,323,421,36,0,393,21,1290,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 604","Québec",65,33,327,411,46,0,338,38,1258,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 605","Québec",54,30,407,568,33,2,487,31,1612,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 606","Québec",44,19,211,289,19,1,269,27,879,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 607","Québec",84,16,190,162,23,1,243,21,740,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 608","Québec",49,24,198,255,25,0,218,13,782,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 609","Québec",71,10,246,213,47,5,295,16,903,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 610","Québec",106,22,263,238,41,3,327,24,1024,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 611","Québec",87,29,317,305,35,3,378,49,1203,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 612","Québec",120,23,256,233,46,1,291,31,1001,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 613","Québec",132,7,211,160,62,1,327,19,919,
24008,"Beauport--Limoilou/Beauport--Limoilou"," 614","Québec",156,11,213,158,87,1,293,24,943,
24008,"Beauport--Limoilou/Beauport--Limoilou",,Group 1/Groupe 1, 13,4,59,44,8,0,15,10,153,101
24008,"Beauport--Limoilou/Beauport--Limoilou",,Group 2/Groupe 2, 110,16,337,284,73,2,257,32,1111,
