Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jonathan Arnold,Scot Davidson,Keith Komar,Michael Lotter,Jessa McLean,Cynthia Wesley-Esquimaux,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35119,"York--Simcoe/York--Simcoe"," 18","Chippewas of Georgina Island First Nation",Merged with No./Fusionné avec le n°14,,,,,,,,128
35119,"York--Simcoe/York--Simcoe"," 19","Georgina",31,124,4,6,66,63,1,295,719
35119,"York--Simcoe/York--Simcoe"," 20","Georgina",21,130,5,5,57,66,0,284,742
35119,"York--Simcoe/York--Simcoe"," 21","Georgina",34,91,5,6,50,49,4,239,544
35119,"York--Simcoe/York--Simcoe"," 22","Georgina",23,122,7,6,52,52,5,267,726
35119,"York--Simcoe/York--Simcoe"," 23","Georgina",23,151,7,12,70,91,4,358,815
35119,"York--Simcoe/York--Simcoe"," 24","Georgina",17,97,2,0,24,39,1,180,451
35119,"York--Simcoe/York--Simcoe"," 25","Georgina",26,109,4,2,20,51,2,214,465
35119,"York--Simcoe/York--Simcoe"," 26","Georgina",14,123,6,4,33,42,1,223,443
35119,"York--Simcoe/York--Simcoe"," 27","Georgina",16,90,2,2,32,39,2,183,466
35119,"York--Simcoe/York--Simcoe"," 28","Georgina",20,163,7,1,39,59,3,292,622
35119,"York--Simcoe/York--Simcoe"," 29","Georgina",22,112,3,4,47,61,5,254,598
35119,"York--Simcoe/York--Simcoe"," 30","Georgina",15,108,5,4,43,67,1,243,582
35119,"York--Simcoe/York--Simcoe"," 31","Georgina",30,107,8,5,61,66,2,279,694
35119,"York--Simcoe/York--Simcoe"," 32","Georgina",18,118,4,1,37,40,3,221,541
35119,"York--Simcoe/York--Simcoe"," 33","Georgina",28,87,3,1,51,66,3,239,565
35119,"York--Simcoe/York--Simcoe"," 34","Georgina",18,110,4,8,60,63,1,264,572
35119,"York--Simcoe/York--Simcoe"," 35","Georgina",15,124,3,5,61,40,2,250,624
35119,"York--Simcoe/York--Simcoe"," 36","Georgina",22,109,2,5,41,50,0,229,571
35119,"York--Simcoe/York--Simcoe"," 37","Georgina",20,128,4,8,53,52,4,269,604
35119,"York--Simcoe/York--Simcoe"," 38","Georgina",18,125,7,6,37,64,3,260,646
35119,"York--Simcoe/York--Simcoe"," 39","Georgina",27,121,11,6,67,62,0,294,632
35119,"York--Simcoe/York--Simcoe"," 40","Georgina",17,70,4,3,62,48,3,207,559
35119,"York--Simcoe/York--Simcoe"," 41","Georgina",32,100,3,3,47,50,0,235,543
35119,"York--Simcoe/York--Simcoe"," 42","Georgina",18,103,1,7,44,49,2,224,565
35119,"York--Simcoe/York--Simcoe"," 43","Georgina",21,96,6,4,50,49,1,227,572
35119,"York--Simcoe/York--Simcoe"," 44","Georgina",27,94,7,5,57,48,0,238,630
35119,"York--Simcoe/York--Simcoe"," 45","Georgina",26,119,7,8,48,68,4,280,609
35119,"York--Simcoe/York--Simcoe"," 46","Georgina",20,108,4,5,40,43,3,223,584
35119,"York--Simcoe/York--Simcoe"," 47","Georgina",25,91,4,3,65,72,4,264,526
35119,"York--Simcoe/York--Simcoe"," 48","Georgina",22,114,4,4,44,65,0,253,558
35119,"York--Simcoe/York--Simcoe"," 49","Georgina",21,95,4,4,37,69,4,234,522
35119,"York--Simcoe/York--Simcoe"," 50","Georgina",19,88,4,3,46,85,0,245,542
35119,"York--Simcoe/York--Simcoe"," 51","Georgina",34,108,3,5,52,50,0,252,568
35119,"York--Simcoe/York--Simcoe"," 52","Georgina",14,102,4,6,43,59,1,229,545
35119,"York--Simcoe/York--Simcoe"," 53","Georgina",13,104,3,3,52,54,1,230,594
35119,"York--Simcoe/York--Simcoe"," 54","Georgina",20,101,10,3,54,98,5,291,663
35119,"York--Simcoe/York--Simcoe"," 55","Georgina",24,113,5,3,50,82,3,280,632
35119,"York--Simcoe/York--Simcoe"," 56","Georgina",19,85,1,1,42,45,4,197,555
35119,"York--Simcoe/York--Simcoe"," 57","Georgina",11,110,11,3,27,89,2,253,548
35119,"York--Simcoe/York--Simcoe"," 58","Georgina",15,117,8,1,48,80,0,269,546
35119,"York--Simcoe/York--Simcoe"," 59","Georgina",20,124,6,4,33,58,0,245,591
35119,"York--Simcoe/York--Simcoe"," 60","Georgina",16,112,4,5,57,89,1,284,532
35119,"York--Simcoe/York--Simcoe"," 61","Georgina",21,122,18,4,52,88,1,306,621
35119,"York--Simcoe/York--Simcoe"," 62","Georgina",30,110,5,6,56,82,2,291,572
35119,"York--Simcoe/York--Simcoe"," 63","Georgina",20,102,5,4,49,42,1,223,570
35119,"York--Simcoe/York--Simcoe"," 64","Georgina",21,111,3,7,25,50,1,218,581
35119,"York--Simcoe/York--Simcoe"," 65","East Gwillimbury",39,120,7,8,21,41,3,239,585
35119,"York--Simcoe/York--Simcoe"," 66","East Gwillimbury",18,130,0,2,13,48,2,213,493
35119,"York--Simcoe/York--Simcoe"," 67","East Gwillimbury",33,120,3,6,18,67,1,248,533
35119,"York--Simcoe/York--Simcoe"," 68","East Gwillimbury",24,107,2,0,16,71,1,221,420
35119,"York--Simcoe/York--Simcoe"," 69","East Gwillimbury",27,155,8,3,24,74,1,292,539
35119,"York--Simcoe/York--Simcoe"," 70","East Gwillimbury",28,125,11,3,41,102,3,313,618
35119,"York--Simcoe/York--Simcoe"," 71","East Gwillimbury",35,148,4,4,38,101,1,331,589
35119,"York--Simcoe/York--Simcoe"," 72","East Gwillimbury",66,126,8,4,48,87,2,341,613
35119,"York--Simcoe/York--Simcoe"," 73","East Gwillimbury",36,159,4,2,49,86,2,338,675
35119,"York--Simcoe/York--Simcoe"," 74","East Gwillimbury",39,136,2,8,50,101,3,339,634
35119,"York--Simcoe/York--Simcoe"," 75","East Gwillimbury",32,119,2,2,39,97,3,294,578
35119,"York--Simcoe/York--Simcoe"," 76","East Gwillimbury",23,85,3,2,16,49,3,181,430
35119,"York--Simcoe/York--Simcoe"," 77","East Gwillimbury",16,102,4,3,18,44,1,188,410
35119,"York--Simcoe/York--Simcoe"," 78","East Gwillimbury",14,107,7,2,22,78,1,231,521
35119,"York--Simcoe/York--Simcoe"," 79","East Gwillimbury",20,110,0,1,22,52,2,207,462
35119,"York--Simcoe/York--Simcoe"," 80","Bradford West Gwillimbury",16,113,8,2,21,57,1,218,278
35119,"York--Simcoe/York--Simcoe"," 81","Bradford West Gwillimbury",21,124,7,10,24,59,1,246,553
35119,"York--Simcoe/York--Simcoe"," 82","Bradford West Gwillimbury",Merged with No./Fusionné avec le n°80,,,,,,,,190
35119,"York--Simcoe/York--Simcoe"," 83","East Gwillimbury",38,133,7,5,26,69,3,281,591
35119,"York--Simcoe/York--Simcoe"," 84","East Gwillimbury",33,162,7,8,38,81,2,331,604
35119,"York--Simcoe/York--Simcoe"," 85","East Gwillimbury",18,111,4,4,24,83,3,247,496
35119,"York--Simcoe/York--Simcoe"," 86","East Gwillimbury",17,141,2,4,26,83,2,275,529
35119,"York--Simcoe/York--Simcoe"," 87","East Gwillimbury",Merged with No./Fusionné avec le n°92,,,,,,,,3
35119,"York--Simcoe/York--Simcoe"," 88","East Gwillimbury",36,204,18,9,50,113,2,432,760
35119,"York--Simcoe/York--Simcoe"," 89","East Gwillimbury",35,196,7,8,51,104,1,402,822
35119,"York--Simcoe/York--Simcoe"," 90","East Gwillimbury",31,115,5,5,30,71,2,259,513
35119,"York--Simcoe/York--Simcoe"," 91","East Gwillimbury",39,109,12,3,54,80,2,299,581
35119,"York--Simcoe/York--Simcoe"," 92","East Gwillimbury",29,92,3,3,26,70,3,226,435
35119,"York--Simcoe/York--Simcoe"," 93","East Gwillimbury",23,103,13,5,49,71,0,264,527
35119,"York--Simcoe/York--Simcoe"," 94","Bradford West Gwillimbury",19,118,2,1,33,47,3,223,494
35119,"York--Simcoe/York--Simcoe"," 95","Bradford West Gwillimbury",25,156,14,0,42,87,0,324,735
35119,"York--Simcoe/York--Simcoe"," 96","Bradford West Gwillimbury",5,77,6,2,12,48,0,150,474
35119,"York--Simcoe/York--Simcoe"," 97","Bradford West Gwillimbury",5,71,11,1,19,78,0,185,480
35119,"York--Simcoe/York--Simcoe"," 98","Bradford West Gwillimbury",10,105,8,0,25,77,2,227,546
35119,"York--Simcoe/York--Simcoe"," 99","Bradford West Gwillimbury",14,81,4,1,13,34,1,148,368
35119,"York--Simcoe/York--Simcoe"," 100","East Gwillimbury",23,131,15,3,26,98,3,299,682
35119,"York--Simcoe/York--Simcoe"," 101","East Gwillimbury",27,201,8,4,35,81,0,356,571
35119,"York--Simcoe/York--Simcoe"," 102","East Gwillimbury",37,155,6,7,33,105,4,347,669
35119,"York--Simcoe/York--Simcoe"," 103","East Gwillimbury",21,138,9,6,33,104,3,314,597
35119,"York--Simcoe/York--Simcoe"," 104","East Gwillimbury",22,142,1,3,26,85,5,284,614
35119,"York--Simcoe/York--Simcoe"," 105","Bradford West Gwillimbury",15,91,5,5,24,44,0,184,450
35119,"York--Simcoe/York--Simcoe"," 106","Bradford West Gwillimbury",36,100,5,6,34,81,2,264,650
35119,"York--Simcoe/York--Simcoe"," 107","Bradford West Gwillimbury",14,78,16,2,43,71,2,226,520
35119,"York--Simcoe/York--Simcoe"," 108","Bradford West Gwillimbury",15,113,7,2,43,87,1,268,587
35119,"York--Simcoe/York--Simcoe"," 109","Bradford West Gwillimbury",14,128,7,10,46,88,3,296,664
35119,"York--Simcoe/York--Simcoe"," 110","Bradford West Gwillimbury",17,97,11,0,33,55,5,218,541
35119,"York--Simcoe/York--Simcoe"," 111","Bradford West Gwillimbury",34,121,10,11,59,96,4,335,832
35119,"York--Simcoe/York--Simcoe"," 112","Bradford West Gwillimbury",10,128,11,6,51,111,3,320,776
35119,"York--Simcoe/York--Simcoe"," 113","Bradford West Gwillimbury",28,99,7,5,75,85,2,301,678
35119,"York--Simcoe/York--Simcoe"," 114","Bradford West Gwillimbury",5,93,9,0,18,83,6,214,511
35119,"York--Simcoe/York--Simcoe"," 115","Bradford West Gwillimbury",16,144,17,5,32,110,7,331,805
35119,"York--Simcoe/York--Simcoe"," 116","Bradford West Gwillimbury",14,120,11,5,40,117,8,315,763
35119,"York--Simcoe/York--Simcoe"," 117","East Gwillimbury",27,149,11,7,51,133,2,380,877
35119,"York--Simcoe/York--Simcoe"," 118","East Gwillimbury",23,124,7,4,27,92,7,284,679
35119,"York--Simcoe/York--Simcoe"," 119","East Gwillimbury",Merged with No./Fusionné avec le n°101,,,,,,,,243
35119,"York--Simcoe/York--Simcoe"," 120","East Gwillimbury",6,144,9,8,30,55,3,255,647
35119,"York--Simcoe/York--Simcoe"," 121","Bradford West Gwillimbury",23,71,3,2,29,74,0,202,439
35119,"York--Simcoe/York--Simcoe"," 122","Bradford West Gwillimbury",17,97,12,9,51,77,8,271,687
35119,"York--Simcoe/York--Simcoe"," 123","Bradford West Gwillimbury",11,138,20,4,52,118,1,344,878
35119,"York--Simcoe/York--Simcoe"," 124","Bradford West Gwillimbury",3,75,12,1,14,63,4,172,418
35119,"York--Simcoe/York--Simcoe"," 125","Bradford West Gwillimbury",20,82,3,4,56,65,0,230,494
35119,"York--Simcoe/York--Simcoe"," 126","Bradford West Gwillimbury",17,101,7,2,37,81,2,247,523
35119,"York--Simcoe/York--Simcoe"," 127","Bradford West Gwillimbury",23,110,11,6,49,66,0,265,572
35119,"York--Simcoe/York--Simcoe"," 128","Bradford West Gwillimbury",26,94,10,1,29,80,2,242,567
35119,"York--Simcoe/York--Simcoe"," 129","Bradford West Gwillimbury",15,87,8,4,20,44,0,178,446
35119,"York--Simcoe/York--Simcoe"," 130","Bradford West Gwillimbury",26,120,19,3,50,79,3,300,740
35119,"York--Simcoe/York--Simcoe"," 131","Bradford West Gwillimbury",4,79,11,7,30,69,4,204,531
35119,"York--Simcoe/York--Simcoe"," 132","Bradford West Gwillimbury",20,125,11,2,40,70,5,273,700
35119,"York--Simcoe/York--Simcoe"," 133","Bradford West Gwillimbury",30,135,12,7,36,112,4,336,819
35119,"York--Simcoe/York--Simcoe"," 134","Bradford West Gwillimbury",22,105,12,11,52,85,3,290,770
35119,"York--Simcoe/York--Simcoe"," 135","Bradford West Gwillimbury",8,55,8,2,42,53,3,171,601
35119,"York--Simcoe/York--Simcoe"," 136","Bradford West Gwillimbury",39,92,3,3,54,82,2,275,642
35119,"York--Simcoe/York--Simcoe"," 137","Bradford West Gwillimbury",14,77,3,4,36,47,0,181,457
35119,"York--Simcoe/York--Simcoe"," 138","Bradford West Gwillimbury",27,105,11,4,48,68,11,274,759
35119,"York--Simcoe/York--Simcoe"," 139","Bradford West Gwillimbury",20,86,7,6,37,75,4,235,512
35119,"York--Simcoe/York--Simcoe"," 140","Bradford West Gwillimbury",9,110,14,7,23,73,0,236,580
35119,"York--Simcoe/York--Simcoe"," 141","Bradford West Gwillimbury",11,159,8,8,27,67,1,281,716
35119,"York--Simcoe/York--Simcoe"," 142","East Gwillimbury",10,106,10,2,19,57,2,206,461
35119,"York--Simcoe/York--Simcoe"," 143","East Gwillimbury",39,108,5,3,48,90,6,299,597
35119,"York--Simcoe/York--Simcoe"," 144","East Gwillimbury",29,82,7,5,45,76,0,244,528
35119,"York--Simcoe/York--Simcoe"," 145","East Gwillimbury",9,159,9,2,24,94,2,299,413
35119,"York--Simcoe/York--Simcoe"," 146","East Gwillimbury",Merged with No./Fusionné avec le n°145,,,,,,,,215
35119,"York--Simcoe/York--Simcoe"," 147","King",11,84,3,4,9,38,1,150,314
35119,"York--Simcoe/York--Simcoe"," 148","King",30,190,16,10,21,79,2,348,340
35119,"York--Simcoe/York--Simcoe"," 149","King",Merged with No./Fusionné avec le n°148,,,,,,,,317
35119,"York--Simcoe/York--Simcoe"," 150","Bradford West Gwillimbury",12,104,17,2,27,91,9,262,722
35119,"York--Simcoe/York--Simcoe"," 151","Bradford West Gwillimbury",18,123,16,4,35,122,7,325,801
35119,"York--Simcoe/York--Simcoe"," 152","Bradford West Gwillimbury",16,138,14,4,32,114,6,324,781
35119,"York--Simcoe/York--Simcoe"," 153","Bradford West Gwillimbury",24,118,5,7,17,52,3,226,449
35119,"York--Simcoe/York--Simcoe"," 154","Bradford West Gwillimbury",6,98,5,1,24,51,0,185,429
35119,"York--Simcoe/York--Simcoe"," 155","Bradford West Gwillimbury",5,91,7,4,18,38,1,164,394
35119,"York--Simcoe/York--Simcoe"," 156","Bradford West Gwillimbury",24,128,8,7,17,45,1,230,516
35119,"York--Simcoe/York--Simcoe"," 400","Georgina",11,57,5,3,13,17,4,110,148
35119,"York--Simcoe/York--Simcoe"," 401","Georgina",6,48,10,0,9,28,5,106,163
35119,"York--Simcoe/York--Simcoe"," 402","Bradford West Gwillimbury",0,14,0,1,4,7,2,28,161
35119,"York--Simcoe/York--Simcoe"," 500","Mobile poll/Bureau itinérant",11,23,3,3,16,15,3,74,187
35119,"York--Simcoe/York--Simcoe"," 501","Mobile poll/Bureau itinérant",2,14,8,1,15,16,2,58,100
35119,"York--Simcoe/York--Simcoe"," 502","Mobile poll/Bureau itinérant",6,12,4,1,8,15,3,49,86
35119,"York--Simcoe/York--Simcoe"," 503","Mobile poll/Bureau itinérant",7,20,2,2,4,9,1,45,74
35119,"York--Simcoe/York--Simcoe"," 504","Mobile poll/Bureau itinérant",4,26,5,2,8,27,0,72,116
35119,"York--Simcoe/York--Simcoe"," 505","Mobile poll/Bureau itinérant",1,13,5,0,10,14,0,43,45
35119,"York--Simcoe/York--Simcoe"," 600","Georgina",70,406,4,10,99,153,10,752,
35119,"York--Simcoe/York--Simcoe"," 601","Georgina",49,277,6,17,74,109,2,534,
35119,"York--Simcoe/York--Simcoe"," 602","Georgina",54,286,6,4,79,116,5,550,
35119,"York--Simcoe/York--Simcoe"," 603","Georgina",44,217,4,3,58,86,1,413,
35119,"York--Simcoe/York--Simcoe"," 604","Georgina",51,368,6,4,69,105,2,605,
35119,"York--Simcoe/York--Simcoe"," 605","Georgina",73,387,11,15,112,182,4,784,
35119,"York--Simcoe/York--Simcoe"," 606","Georgina",53,341,6,11,99,166,2,678,
35119,"York--Simcoe/York--Simcoe"," 607","Georgina",31,257,7,7,60,125,1,488,
35119,"York--Simcoe/York--Simcoe"," 608","Georgina",55,289,5,12,92,128,4,585,
35119,"York--Simcoe/York--Simcoe"," 609","Georgina",31,227,6,10,70,123,1,468,
35119,"York--Simcoe/York--Simcoe"," 610","Bradford West Gwillimbury",36,250,7,5,67,164,10,539,
35119,"York--Simcoe/York--Simcoe"," 611","Bradford West Gwillimbury",48,304,9,5,49,134,6,555,
35119,"York--Simcoe/York--Simcoe"," 612","Bradford West Gwillimbury",28,292,30,15,70,215,7,657,
35119,"York--Simcoe/York--Simcoe"," 613","Bradford West Gwillimbury",31,283,18,12,83,198,7,632,
35119,"York--Simcoe/York--Simcoe"," 614","Bradford West Gwillimbury",41,194,9,7,75,143,6,475,
35119,"York--Simcoe/York--Simcoe"," 615","Bradford West Gwillimbury",59,273,11,9,60,179,4,595,
35119,"York--Simcoe/York--Simcoe"," 616","Bradford West Gwillimbury",42,266,13,9,54,118,6,508,
35119,"York--Simcoe/York--Simcoe"," 617","Bradford West Gwillimbury",41,284,18,6,70,158,10,587,
35119,"York--Simcoe/York--Simcoe"," 618","East Gwillimbury",43,210,9,2,26,123,2,415,
35119,"York--Simcoe/York--Simcoe"," 619","East Gwillimbury",64,259,5,5,61,205,3,602,
35119,"York--Simcoe/York--Simcoe"," 620","East Gwillimbury",46,380,13,8,53,200,4,704,
35119,"York--Simcoe/York--Simcoe"," 621","East Gwillimbury",51,329,7,7,32,171,1,598,
35119,"York--Simcoe/York--Simcoe"," 622","East Gwillimbury",61,262,8,2,59,143,2,537,
35119,"York--Simcoe/York--Simcoe"," 623","East Gwillimbury",81,230,6,2,63,139,2,523,
35119,"York--Simcoe/York--Simcoe",,Group 1/Groupe 1, 10,27,5,0,9,33,6,90,101
35119,"York--Simcoe/York--Simcoe",,Group 2/Groupe 2, 103,335,22,16,152,256,33,917,
