Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,François-Noël Brault,Ghislain Daigle,Marc Fontaine,Jacques Gourde,Patrick Kerr,Christel Marchand,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 17","Lévis",75,65,6,101,11,18,7,283,469
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 18","Lévis",71,46,8,83,9,24,3,244,417
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 19","Lévis",47,62,4,58,7,17,2,197,341
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 20","Lévis",60,62,11,74,11,9,3,230,398
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 21","Lévis",78,67,6,86,13,21,4,275,454
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 22","Lévis",76,52,11,88,5,12,4,248,466
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 23","Lévis",68,86,10,116,17,35,4,336,576
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 24","Lévis",76,77,14,138,9,38,7,359,585
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 25","Lévis",51,44,4,55,4,10,2,170,356
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 26","Lévis",51,34,2,52,4,11,3,157,491
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 27","Lévis",74,48,6,48,8,18,1,203,407
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 28","Lévis",70,35,12,67,9,22,2,217,378
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 29","Lévis",64,59,3,68,4,21,5,224,396
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 30","Lévis",42,21,5,38,4,20,8,138,360
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 31","Lévis",71,35,11,59,5,14,5,200,400
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 32","Lévis",50,41,1,46,7,26,4,175,336
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 33","Lévis",42,49,8,63,4,24,4,194,430
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 34","Lévis",46,28,8,47,15,11,7,162,401
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 35","Lévis",57,29,6,52,14,21,6,185,433
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 36","Lévis",44,51,7,60,9,10,6,187,384
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 37","Lévis",47,22,9,57,9,22,4,170,398
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 38","Lévis",57,31,5,48,9,24,6,180,434
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 39","Lévis",58,29,2,56,3,28,2,178,391
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 40","Lévis",25,24,6,48,11,9,5,128,316
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 41","Lévis",53,28,12,51,15,21,7,187,393
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 42","Lévis",46,27,10,64,7,30,1,185,426
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 43","Lévis",71,37,5,55,6,26,1,201,422
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 44","Lévis",62,38,7,61,8,31,3,210,448
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 45","Lévis",60,22,7,67,5,11,5,177,333
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 46","Lévis",67,37,6,67,5,26,6,214,393
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 47","Lévis",54,28,6,78,5,22,2,195,351
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 48","Lévis",57,43,8,93,8,17,2,228,441
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 49","Lévis",58,36,5,70,6,7,4,186,382
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 50","Lévis",52,39,6,84,7,11,5,204,356
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 51","Lévis",55,33,9,101,6,13,1,218,428
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 52","Lévis",62,37,11,119,6,18,9,262,531
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 53","Lévis",33,37,7,115,6,10,4,212,421
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 54","Lévis",53,49,5,112,3,29,3,254,474
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 55","Lévis",49,32,3,56,12,11,6,169,324
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 56","Lévis",93,47,12,102,10,13,4,281,505
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 57","Lévis",55,29,7,102,9,13,6,221,411
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 58","Lévis",35,29,9,91,3,22,3,192,362
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 59","Lévis",46,31,8,89,7,15,5,201,432
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 60","Lévis",60,34,6,48,7,10,1,166,394
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 61","Lévis",40,31,7,96,4,8,3,189,390
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 62A","Lévis",38,60,4,80,5,22,10,219,373
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 62B","Lévis",39,64,8,77,10,16,4,218,383
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 63","Lévis",86,80,13,94,12,21,3,309,589
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 64A","Lévis",46,41,2,41,3,11,5,149,303
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 64B","Lévis",48,81,3,52,1,1,16,202,292
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 65","Lévis",73,61,4,82,10,22,7,259,536
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 66","Lévis",46,25,3,51,1,13,2,141,315
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 67","Lévis",48,35,3,64,5,5,2,162,358
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 68","Lévis",35,29,2,56,5,27,2,156,373
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 69","Lévis",48,19,2,51,5,15,3,143,342
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 70","Lévis",56,61,7,90,11,20,5,250,517
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 71","Lévis",71,52,18,112,13,34,0,300,584
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 72","Lévis",92,74,2,103,7,32,3,313,574
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 73","Lévis",60,54,2,52,12,23,3,206,386
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 74A","Lévis",45,31,3,72,0,12,2,165,347
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 74B","Lévis",44,43,6,61,4,8,0,166,362
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 75","Lévis",51,48,7,123,11,21,2,263,560
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 76","Lévis",39,28,8,41,7,21,3,147,318
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 77","Lévis",69,34,4,77,12,13,8,217,379
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 78","Lévis",56,43,7,87,9,21,1,224,442
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 79","Lévis",60,64,13,79,11,17,4,248,468
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 80","Lévis",27,38,9,65,3,20,3,165,331
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 81","Lévis",57,44,8,42,6,14,3,174,331
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 82","Lévis",64,43,13,69,11,17,6,223,430
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 83","Lévis",63,41,0,65,6,16,6,197,435
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 84","Lévis",53,39,3,94,8,12,4,213,397
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 85","Lévis",55,34,6,65,5,24,5,194,432
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 86","Lévis",66,29,8,90,3,19,3,218,403
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 87","Lévis",63,45,3,44,8,20,8,191,451
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 88","Lévis",52,37,11,44,12,10,2,168,340
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 89","Lévis",50,24,8,88,11,21,7,209,434
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 90","Lévis",51,26,1,72,3,26,4,183,376
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 91","Lévis",58,32,9,82,5,17,0,203,408
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 92","Lévis",41,41,8,72,9,23,3,197,403
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 93","Lévis",72,55,14,129,14,30,8,322,574
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 94","Lévis",44,37,5,71,5,11,5,178,380
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 95","Lévis",51,40,8,110,4,19,7,239,448
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 96","Lévis",47,23,9,114,7,22,3,225,442
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 97","Lévis",64,72,11,127,6,29,11,320,566
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 98","Lévis",46,30,7,83,2,12,4,184,433
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 99","Lévis",63,30,13,119,9,14,3,251,549
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 100","Lévis",45,34,9,99,2,21,2,212,424
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 101","Lévis",40,31,5,108,7,16,9,216,438
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 102","Lévis",34,28,9,95,3,16,0,185,341
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 103","Lévis",42,25,13,66,2,19,5,172,337
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 104","Lévis",54,34,15,94,11,19,2,229,499
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 105","Lévis",29,37,14,80,2,16,5,183,396
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 106","Lévis",45,31,8,62,8,10,1,165,367
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 107","Lévis",40,32,9,90,3,13,4,191,370
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 108","Lévis",41,23,7,91,5,5,5,177,386
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 109","Lévis",66,57,14,146,12,30,8,333,640
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 110","Lévis",68,47,7,120,8,19,6,275,519
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 111","Lévis",69,26,9,89,5,12,3,213,410
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 112","Lévis",56,27,14,104,6,16,0,223,418
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 113","Lévis",69,33,6,110,5,17,0,240,411
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 114","Lévis",37,35,6,84,4,8,2,176,398
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 115","Lévis",34,24,8,57,0,6,3,132,322
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 116","Lévis",35,30,10,48,7,11,3,144,337
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 117","Lévis",61,42,2,91,4,12,2,214,398
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 118","Lévis",68,35,6,80,7,34,5,235,528
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 119","Lévis",78,47,7,108,6,19,9,274,521
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 120","Lévis",34,37,14,54,7,15,5,166,332
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 121","Lévis",68,38,8,53,8,12,3,190,392
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 122","Lévis",73,46,17,92,6,22,3,259,516
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 123","Lévis",44,22,13,102,2,21,1,205,554
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 124","Lévis",59,26,5,86,8,11,2,197,437
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 125","Saint-Lambert-de-Lauzon",45,11,6,68,4,8,0,142,294
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 126","Saint-Lambert-de-Lauzon",64,20,9,52,1,6,5,157,344
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 127","Saint-Lambert-de-Lauzon",45,27,5,81,7,7,2,174,383
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 128","Saint-Lambert-de-Lauzon",34,26,12,60,10,11,3,156,339
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 129","Saint-Lambert-de-Lauzon",40,27,10,80,2,6,7,172,351
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 130","Saint-Lambert-de-Lauzon",45,34,10,90,12,13,4,208,403
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 131","Saint-Lambert-de-Lauzon",23,18,9,72,6,9,2,139,290
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 132","Saint-Lambert-de-Lauzon",37,19,5,63,4,8,4,140,317
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 133","Saint-Lambert-de-Lauzon",21,23,4,51,4,8,2,113,272
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 134","Lévis",70,46,20,95,12,23,6,272,493
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 135","Lévis",33,27,8,89,5,20,3,185,371
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 136","Lévis",59,51,14,115,7,23,4,273,558
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 137","Lévis",53,33,19,105,10,17,7,244,431
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 138","Lévis",48,33,3,74,7,18,2,185,362
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 139","Lévis",62,36,8,94,3,16,1,220,429
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 140","Lévis",56,31,15,157,16,26,0,301,609
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 141","Lévis",37,38,7,86,8,14,5,195,409
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 142","Lévis",32,24,14,84,3,20,4,181,472
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 143","Lévis",28,15,13,71,8,12,9,156,352
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 144","Lévis",31,13,3,56,3,6,4,116,358
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 145","Saint-Antoine-de-Tilly",67,38,11,73,9,11,6,215,333
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 146","Saint-Antoine-de-Tilly",67,27,5,75,8,9,0,191,320
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 147","Saint-Antoine-de-Tilly",57,37,4,43,9,13,0,163,276
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 148","Saint-Antoine-de-Tilly",94,33,4,81,5,16,9,242,365
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 149","Saint-Lambert-de-Lauzon",52,18,9,90,7,13,7,196,284
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 150","Saint-Lambert-de-Lauzon",60,22,11,76,2,13,4,188,301
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 151","Saint-Lambert-de-Lauzon",25,13,11,62,2,4,3,120,285
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 152","Saint-Lambert-de-Lauzon",37,17,13,101,5,12,4,189,299
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 153","Saint-Lambert-de-Lauzon",55,35,23,135,11,18,5,282,452
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 154","Saint-Lambert-de-Lauzon",38,29,7,93,7,16,2,192,318
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 155","Saint-Apollinaire",60,33,9,120,6,15,14,257,527
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 156","Saint-Apollinaire",30,30,5,54,9,13,1,142,264
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 157","Saint-Apollinaire",33,17,6,50,8,9,4,127,292
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 158","Saint-Apollinaire",35,24,7,110,7,18,7,208,452
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 159","Saint-Apollinaire",29,25,8,74,3,11,3,153,335
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 160","Saint-Apollinaire",44,26,9,95,1,7,2,184,444
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 161","Saint-Apollinaire",54,36,4,116,8,10,7,235,484
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 162","Saint-Apollinaire",29,30,18,82,4,13,5,181,376
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 163","Saint-Apollinaire",29,23,4,105,1,14,1,177,343
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 164","Saint-Apollinaire",45,36,13,131,6,15,7,253,424
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 165","Saint-Apollinaire",39,27,5,82,6,9,2,170,352
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 166","Saint-Apollinaire",49,33,12,101,4,12,3,214,476
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 167","Saint-Apollinaire",40,11,7,122,4,13,5,202,490
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 168","Saint-Apollinaire",34,7,4,54,4,18,0,121,327
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 169","Saint-Agapit",26,24,3,78,1,2,3,137,236
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 170","Saint-Agapit",35,29,7,98,7,10,4,190,395
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 171","Saint-Agapit",43,26,10,99,2,21,4,205,464
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 172","Saint-Agapit",22,21,4,82,6,8,2,145,262
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 173","Saint-Agapit",33,25,7,152,8,12,2,239,424
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 174","Saint-Agapit",34,19,5,75,2,14,2,151,384
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 175","Saint-Agapit",30,16,7,86,6,2,1,148,296
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 176","Saint-Agapit",28,37,9,119,4,10,2,209,452
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 177","Saint-Agapit",42,21,5,99,8,7,9,191,363
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 178","Sainte-Croix",39,15,4,57,0,10,2,127,261
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 179","Sainte-Croix",41,17,1,64,4,5,3,135,271
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 180","Sainte-Croix",36,13,7,77,8,6,2,149,336
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 181","Sainte-Croix",22,19,1,44,3,5,0,94,230
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 182","Sainte-Croix",34,9,2,77,6,6,3,137,302
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 183","Sainte-Croix",32,23,5,54,0,7,1,122,254
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 184","Sainte-Croix",41,19,2,54,2,6,2,126,245
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 185","Saint-Narcisse",17,13,10,190,7,8,4,249,343
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 186","Saint-Narcisse",19,14,8,142,4,5,4,196,273
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 187","Saint-Narcisse",9,8,2,158,7,7,1,192,242
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 188","Notre-Dame-du-Sacré-Coeur-d'Issoudun",25,19,6,87,2,7,7,153,276
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 189","Notre-Dame-du-Sacré-Coeur-d'Issoudun",36,13,3,134,7,6,5,204,356
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 190","Saint-Gilles",29,9,5,82,2,7,1,135,265
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 191","Saint-Gilles",44,10,7,158,6,7,5,237,358
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 192","Saint-Gilles",25,29,6,136,3,16,2,217,357
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 193","Saint-Gilles",28,17,6,116,2,6,9,184,272
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 194","Saint-Gilles",32,26,10,165,4,10,5,252,411
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 195","Saint-Gilles",40,20,9,99,5,11,1,185,324
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 196","Lotbinière",53,27,3,67,4,6,2,162,363
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 197","Lotbinière",50,21,8,69,8,7,4,167,358
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 198","Laurier-Station",32,19,2,116,2,7,4,182,337
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 199","Laurier-Station",30,20,5,132,6,9,4,206,438
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 200","Laurier-Station",37,32,1,95,0,12,4,181,348
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 201","Laurier-Station",23,32,0,73,1,7,6,142,324
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 202","Laurier-Station",20,8,2,82,3,6,5,126,251
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 203","Laurier-Station",26,31,0,106,1,10,1,175,351
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 204","Saint-Flavien",24,19,1,110,5,0,2,161,290
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 205","Saint-Flavien",31,14,4,79,2,7,3,140,284
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 206","Saint-Flavien",42,16,2,116,2,9,2,189,295
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 207","Saint-Flavien",20,7,2,100,3,8,3,143,301
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 208","Saint-Édouard-de-Lotbinière",29,28,1,68,5,4,6,141,264
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 209","Saint-Édouard-de-Lotbinière",29,32,7,107,5,3,5,188,321
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 210","Saint-Édouard-de-Lotbinière",37,25,4,121,4,10,4,205,333
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 211","Saint-Patrice-de-Beaurivage",43,23,6,157,5,7,2,243,375
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 212","Saint-Patrice-de-Beaurivage",41,19,16,186,9,15,3,289,395
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 213","Dosquet",46,28,11,120,6,3,5,219,369
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 214","Dosquet",35,31,6,114,6,13,4,209,390
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 215","Saint-Janvier-de-Joly",42,28,10,128,5,6,6,225,417
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 216","Saint-Janvier-de-Joly",36,19,7,171,4,12,4,253,410
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 217","Leclercville",76,28,2,114,9,15,2,246,395
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 218","Saint-Sylvestre",47,33,9,145,6,5,5,250,362
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 219","Saint-Sylvestre",45,30,13,178,10,5,4,285,398
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 220","Sainte-Agathe-de-Lotbinière",37,23,16,192,7,9,14,298,500
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 221","Sainte-Agathe-de-Lotbinière",33,19,7,141,1,10,9,220,398
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 222","Val-Alain",51,21,5,108,7,7,7,206,375
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 223","Val-Alain",60,36,10,104,11,10,2,233,410
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 500","Mobile poll/Bureau itinérant",2,6,0,7,0,0,1,16,39
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 501","Mobile poll/Bureau itinérant",23,21,1,22,5,1,7,80,113
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 502","Mobile poll/Bureau itinérant",13,33,2,6,0,0,4,58,81
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 503","Mobile poll/Bureau itinérant",15,24,4,11,1,0,4,59,86
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 504","Mobile poll/Bureau itinérant",4,15,0,20,0,0,3,42,85
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 505","Mobile poll/Bureau itinérant",4,15,0,8,1,1,2,31,30
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 506","Mobile poll/Bureau itinérant",4,18,1,30,1,1,6,61,114
24042,"Lévis--Lotbinière/Lévis--Lotbinière"," 507","Mobile poll/Bureau itinérant",7,16,0,31,0,0,3,57,92
