Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Éric Barnabé,Mathieu Castonguay,Rémi-Jocelyn Côté,Rémi Massé,Kristina Michaud,James Morrison,Natasha Tremblay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 27","Matane",1,1,1,36,50,0,9,1,99,316
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 28","Matane",0,1,3,61,68,1,5,1,140,392
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 29","Matane",1,0,5,66,61,3,15,2,153,410
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 30","Matane",2,1,3,43,54,4,3,3,113,340
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 31","Matane",0,0,7,45,47,0,3,1,103,429
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 32","Matane",0,2,3,54,75,1,3,2,140,355
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 33","Matane",0,0,2,61,55,7,5,3,133,388
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 34","Matane",0,0,3,53,44,0,7,1,108,358
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 35","Matane",1,3,3,46,94,3,10,4,164,357
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 36","Matane",4,1,3,47,71,2,11,0,139,279
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 37","Matane",0,1,5,81,70,4,8,2,171,396
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 38","Matane",0,1,1,50,52,3,0,4,111,328
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 39","Matane",0,0,0,34,41,2,7,1,85,305
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 40","Matane",0,1,2,40,72,4,5,1,125,370
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 41","Matane",1,0,5,35,54,1,5,2,103,310
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 42","Matane",0,2,6,58,77,2,11,2,158,469
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 43","Matane",0,2,1,54,60,1,9,2,129,394
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 44","Matane",2,1,0,59,59,3,10,5,139,357
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 45","Saint-Ulric",0,0,2,42,45,2,8,2,101,303
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 46","Saint-Ulric",1,2,0,51,38,0,7,4,103,305
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 47","Saint-Ulric",0,2,5,29,69,3,7,1,116,338
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 48","Saint-Ulric",0,0,4,54,60,0,8,1,127,326
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 49","Baie-des-Sables",0,1,6,56,81,4,8,0,156,226
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 50","Baie-des-Sables",0,1,4,53,86,5,16,2,167,267
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 51","Saint-Léandre",0,1,3,57,81,0,15,0,157,312
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 52","Sainte-Paule",0,0,4,54,56,3,5,2,124,198
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 53","Saint-Vianney",1,0,2,39,157,2,14,1,216,345
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 54","Gesgapegiag 2",2,0,38,51,2,8,4,1,106,456
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 55","Saint-Tharcisius",0,1,1,38,115,1,7,4,167,327
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 56","Rivière-Nouvelle",2,0,8,48,60,5,7,2,132,376
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 57","Rivière-Nouvelle",0,0,8,44,55,5,12,1,125,330
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 58","Nouvelle",1,0,5,39,56,4,10,3,118,346
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 59","Nouvelle",1,0,9,52,68,7,15,4,156,410
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 60","Métis-sur-Mer",2,0,4,61,70,4,14,0,155,268
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 61","Saint-Damase",1,0,4,58,89,3,17,2,174,297
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 62","Maria",2,1,17,69,83,3,10,0,185,399
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 63","Maria",0,0,9,36,62,10,3,2,122,280
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 64","Maria",3,1,10,63,65,8,5,3,158,346
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 65","Maria",1,1,5,48,77,7,12,2,153,347
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 66","Maria",0,2,23,46,70,9,7,1,158,384
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 67","Maria",0,0,6,29,61,5,11,1,113,306
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 68","Métis-sur-Mer",1,1,4,56,30,1,5,1,99,209
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 69","Grand-Métis",1,0,5,22,49,2,8,1,88,184
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 70","Saint-Omer",1,1,7,30,59,6,12,4,120,287
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 71","Carleton-sur-Mer",0,0,0,20,48,5,4,1,78,254
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 72","Saint-Omer",0,0,7,51,59,3,15,7,142,337
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 73","Saint-Omer",0,1,4,30,46,3,4,2,90,225
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 74","Saint-Alexandre-des-Lacs",0,0,0,29,77,0,10,2,118,222
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 75","Sayabec",0,1,2,24,77,0,7,1,112,313
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 76","Sayabec",1,1,2,23,62,1,5,2,97,289
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 77","Sayabec",2,1,2,35,42,0,13,0,95,279
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 78","Sayabec",1,0,3,24,50,1,3,1,83,264
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 79","Sayabec",0,2,4,17,42,0,5,0,70,258
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 80","Val-Brillant",4,2,5,26,107,3,12,3,162,374
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 81","Val-Brillant",3,0,4,46,125,4,18,0,200,371
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 82","Sainte-Marguerite-Marie",0,0,1,18,51,0,4,2,76,154
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 83","Carleton",0,1,16,54,66,3,3,2,145,448
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 84","Carleton",0,1,8,53,50,3,4,4,123,382
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 85","Carleton",0,0,12,67,59,12,8,2,160,360
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 86","Carleton",0,0,14,45,65,2,7,0,133,313
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 87","Carleton",1,1,11,43,51,0,3,0,110,300
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 88","Carleton",1,0,7,55,41,2,4,0,110,290
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 89","Carleton",0,1,3,49,45,4,9,1,112,248
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 90","Causapscal",1,0,4,23,43,0,4,2,77,293
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 91","Causapscal",0,0,3,17,44,0,9,1,74,303
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 92","Causapscal",0,0,2,17,56,0,5,1,81,305
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 93","Causapscal",0,0,2,16,45,1,5,0,69,262
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 94","Causapscal",2,0,4,24,54,1,9,2,96,331
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 95","Causapscal",0,1,0,12,39,0,6,1,59,292
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 96","Saint-Noël",0,0,2,32,81,2,26,1,144,331
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 97","Amqui",2,0,1,33,78,0,7,1,122,351
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 98","Amqui",0,3,5,33,89,1,10,0,141,381
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 99","Amqui",3,2,6,22,71,0,5,2,111,336
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 100","Amqui",0,1,0,26,73,0,6,1,107,326
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 101","Amqui",0,0,4,28,95,0,2,2,131,391
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 102","Amqui",0,0,2,40,100,1,6,0,149,418
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 103","Amqui",4,0,2,34,61,0,7,1,109,382
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 104","Amqui",0,0,3,15,61,0,4,0,83,318
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 105","Amqui",0,0,2,31,81,1,12,1,128,395
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 106","Amqui",0,2,4,18,63,2,5,3,97,317
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 107","Amqui",0,1,2,41,100,2,6,1,153,399
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 108","Amqui",2,0,1,25,76,0,5,0,109,325
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 109","Amqui",1,0,3,19,85,2,13,0,123,370
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 110","Sainte-Flavie",3,3,10,47,86,3,15,5,172,402
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 111","Sainte-Flavie",0,2,5,54,92,11,9,1,174,371
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 112","Padoue",1,0,3,29,73,2,12,2,122,214
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 113","Saint-Octave-de-Métis",2,0,7,53,115,3,19,4,203,384
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 114","Lac-au-Saumon",1,0,6,38,99,1,18,3,166,337
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 115","Lac-au-Saumon",0,2,4,24,118,2,5,1,156,329
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 116","Lac-au-Saumon",0,0,8,50,92,2,11,0,163,328
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 117","Saint-Moïse",0,0,0,27,57,2,14,2,102,220
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 118","Saint-Moïse",0,1,1,44,61,1,12,2,122,244
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 119","Price",1,0,10,35,83,1,13,4,147,353
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 120","Price",0,0,6,30,60,1,11,0,108,251
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 121","Price",0,0,5,39,94,3,4,1,146,356
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 122","Price",4,0,4,21,84,5,14,3,135,351
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 123","Escuminac",2,0,3,33,20,3,13,0,74,181
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 124","Saint-Cléophas",3,1,4,17,69,1,13,0,108,280
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 125","Mont-Joli",1,2,4,43,77,4,13,0,144,393
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 126","Mont-Joli",0,2,7,33,76,5,19,1,143,400
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 127","Mont-Joli",0,0,7,37,55,1,16,3,119,378
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 128","Mont-Joli",0,0,8,33,72,1,11,0,125,430
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 129","Mont-Joli",1,0,7,42,75,1,11,1,138,428
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 130A","Mont-Joli",0,1,8,34,65,0,8,5,121,411
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 130B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511,,,,,,,,,12
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 131","Mont-Joli",2,5,5,23,56,2,10,1,104,394
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 132A","Mont-Joli",0,0,7,36,62,6,9,1,121,318
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 132B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°512,,,,,,,,,9
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 133","Pointe-à-la-Croix",0,1,7,54,47,10,16,3,138,324
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 134","Pointe-à-la-Croix",0,1,8,53,41,6,15,0,124,353
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 135","Pointe-à-la-Croix",1,0,2,34,35,5,17,3,97,277
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 136","Pointe-à-la-Croix",1,1,6,23,16,6,15,6,74,208
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 137","Mont-Joli",0,0,8,41,65,2,12,2,130,474
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 138","Mont-Joli",2,0,9,58,84,1,11,3,168,453
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 139","Mont-Joli",1,0,6,48,58,1,4,1,119,409
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 140","Mont-Joli",2,0,6,42,76,4,10,2,142,441
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 141","Saint-Joseph-de-Lepage",2,1,11,67,116,1,15,1,214,420
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 142","Sainte-Irène",1,1,3,30,82,2,11,1,131,276
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 143A","Sainte-Angèle-de-Mérici",0,0,1,23,77,0,7,2,110,254
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 143B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°512,,,,,,,,,9
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 144","Sainte-Angèle-de-Mérici",0,0,1,29,64,1,11,3,109,242
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 145","Sainte-Angèle-de-Mérici",1,0,6,21,77,1,20,0,126,261
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 146","Albertville",0,1,0,30,65,1,0,1,98,204
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 147","Sainte-Luce",2,0,20,43,86,4,11,1,167,393
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 148","Sainte-Luce",1,0,13,44,66,4,8,0,136,311
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 149","Sainte-Luce",0,0,10,23,77,0,7,3,120,272
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 150","Sainte-Luce",2,1,7,36,77,2,9,2,136,306
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 151","Pointe-à-la-Garde",1,1,1,45,34,8,24,2,116,285
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 152","Sainte-Jeanne-d'Arc",5,2,2,11,51,2,14,0,87,223
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 153A","Sainte-Luce",0,0,3,22,62,1,7,1,96,275
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 153B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°513,,,,,,,,,15
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 154","Sainte-Luce",0,0,14,40,71,3,18,1,147,325
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 155","Sainte-Luce",2,1,15,43,89,6,13,2,171,390
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 156","Saint-Donat",0,2,17,51,103,2,16,3,194,354
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 157","Saint-Donat",0,0,18,53,101,4,17,2,195,345
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 158","Sainte-Florence",2,0,2,30,72,2,7,5,120,321
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 159","Saint-Zénon-du-Lac-Humqui",1,1,1,39,91,3,17,3,156,296
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 160","Listuguj",0,0,22,50,0,3,5,0,80,255
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 161","Listuguj",0,0,57,33,0,3,3,1,97,464
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 162","Listuguj",1,0,38,21,2,1,1,3,67,342
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 163","Listuguj",0,0,45,43,0,4,10,0,102,458
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 164","Saint-Léon-le-Grand",3,0,2,38,110,0,7,1,161,333
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 165","Saint-Léon-le-Grand",2,0,6,41,128,1,18,3,199,428
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 166","Ristigouche-Partie-Sud-Est",0,0,4,29,18,7,19,3,80,167
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 167","La Rédemption",2,0,6,37,100,2,26,0,173,363
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 168","Saint-Gabriel",2,1,6,26,81,4,16,0,136,289
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 169","Saint-Gabriel",2,0,3,15,70,2,21,0,113,325
24006,"Avignon--La Mitis--Matane--Matapédia/Avignon--La Mitis--Matane--Matapédia"," 170","Saint-Gabriel",0,1,2,18,67,3,15,1,107,287
