Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jamil Azzaoui,Christine Bui,Lise des Greniers,Michel Duchesne,Steven Guilbeault,Serge Lachapelle,Nimâ Machouf,Archie Morals,Dimitri Mourkes,Adrien Welsh,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 25","Montréal",17,1,3,62,99,0,99,2,0,0,1,284,588
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 26","Montréal",13,1,1,60,136,0,89,0,0,1,2,303,610
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 27","Montréal",15,2,7,50,91,0,81,0,0,1,1,248,572
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 28","Montréal",17,1,6,89,120,0,83,3,0,1,4,324,625
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 29","Montréal",20,2,0,72,84,1,79,0,0,0,3,261,530
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 30","Montréal",16,3,3,80,108,0,74,3,0,2,1,290,596
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 31","Montréal",22,0,13,67,118,0,79,2,1,0,1,303,595
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 32","Montréal",20,2,2,62,101,0,94,2,0,0,2,285,469
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 33","Montréal",8,2,6,75,68,1,58,1,0,0,0,219,526
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 34","Montréal",25,0,5,63,128,0,102,1,0,0,3,327,555
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 35","Montréal",18,1,5,50,93,0,120,1,0,0,4,292,573
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 36","Montréal",14,0,6,82,99,0,102,3,0,1,2,309,633
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 37","Montréal",18,3,5,57,75,0,92,0,0,0,0,250,499
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 38","Montréal",6,0,3,35,94,1,48,0,0,0,0,187,396
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 39","Montréal",16,2,1,47,101,1,79,2,0,0,1,250,489
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 40","Montréal",21,1,5,53,118,0,116,1,0,1,4,320,593
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 41","Montréal",12,2,7,42,85,0,52,1,0,1,2,204,485
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 42","Montréal",17,1,7,97,102,0,91,0,0,0,6,321,599
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 43","Montréal",9,0,10,64,105,1,90,2,0,0,1,282,594
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 44","Montréal",21,0,9,62,118,0,71,1,0,0,7,289,576
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 45","Montréal",16,1,8,52,109,0,78,4,0,0,1,269,587
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 46","Montréal",17,4,11,60,105,0,73,0,0,0,0,270,598
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 47","Montréal",9,0,3,48,103,2,67,0,0,0,3,235,520
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 48","Montréal",7,0,9,55,90,0,47,2,0,1,3,214,617
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 49","Montréal",11,2,5,47,124,0,65,1,0,0,1,256,717
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 50","Montréal",8,1,1,41,40,0,38,2,0,0,3,134,313
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 51","Montréal",15,1,11,68,103,1,138,0,1,0,3,341,669
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 52","Montréal",24,0,6,69,96,0,119,3,0,0,2,319,663
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 53","Montréal",30,2,6,90,154,1,107,2,1,1,1,395,748
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 54","Montréal",27,1,20,72,147,0,48,5,0,1,8,329,603
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 55","Montréal",24,1,6,65,115,0,95,0,0,0,1,307,635
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 56","Montréal",32,0,1,59,99,0,82,1,0,1,3,278,568
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 57","Montréal",14,1,2,57,78,1,102,1,0,0,2,258,552
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 58","Montréal",15,3,4,70,107,0,87,3,1,0,5,295,611
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 59","Montréal",19,1,1,62,136,0,104,0,1,0,1,325,568
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 60","Montréal",17,0,4,41,87,0,56,1,0,1,2,209,501
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 61","Montréal",28,3,4,81,122,0,101,0,0,0,0,339,687
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 62","Montréal",25,4,1,70,136,0,83,2,1,1,6,329,552
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 63","Montréal",22,0,8,59,93,0,61,2,0,1,0,246,493
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 64","Montréal",23,0,5,60,111,0,70,1,0,0,5,275,613
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 65","Montréal",21,1,5,49,117,0,78,1,0,0,2,274,539
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 66","Montréal",14,1,4,50,110,0,86,0,0,0,1,266,480
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 67","Montréal",21,2,2,74,140,0,77,0,0,0,2,318,563
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 68","Montréal",4,1,2,51,123,0,53,0,0,0,1,235,484
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 69","Montréal",17,0,1,51,148,0,86,2,0,0,0,305,615
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 70","Montréal",14,4,9,68,176,0,74,0,0,1,4,350,670
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 71","Montréal",14,0,4,58,97,0,61,2,0,0,0,236,487
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 72","Montréal",22,0,14,56,153,0,55,0,0,0,0,300,538
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 73","Montréal",28,0,3,57,113,0,99,2,0,0,2,304,576
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 74","Montréal",13,0,4,53,140,0,106,1,0,0,2,319,551
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 75","Montréal",19,0,6,58,123,0,69,0,0,1,2,278,538
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 76","Montréal",14,4,10,39,148,0,86,2,0,0,0,303,612
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 77","Montréal",21,0,4,76,144,0,84,1,0,1,0,331,597
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 78","Montréal",9,2,6,43,120,0,53,0,0,0,1,234,568
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 79","Montréal",24,5,5,49,117,0,85,1,0,1,0,287,590
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 80","Montréal",25,2,4,51,127,0,104,2,0,0,3,318,607
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 81","Montréal",28,0,7,45,123,1,72,0,0,1,1,278,612
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 82","Montréal",16,2,9,47,84,0,54,3,0,1,2,218,561
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 83","Montréal",7,2,4,40,61,0,58,3,0,0,0,175,534
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 84","Montréal",14,1,10,78,135,2,96,1,1,0,3,341,692
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 85","Montréal",17,5,10,83,159,0,134,3,0,0,6,417,760
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 86","Montréal",22,3,6,54,136,1,75,0,0,0,3,300,653
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 87","Montréal",26,4,8,75,187,1,81,1,0,1,4,388,924
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 88","Montréal",12,0,8,30,69,0,43,1,0,0,4,167,434
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 89","Montréal",12,1,7,41,84,0,67,1,1,1,0,215,543
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 90","Montréal",15,2,4,51,83,0,55,0,0,0,4,214,520
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 91","Montréal",7,0,5,34,69,0,42,1,0,0,0,158,502
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 92","Montréal",16,0,6,74,113,2,86,1,0,0,4,302,668
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 93","Montréal",14,5,6,57,113,0,62,1,1,0,5,264,722
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 94","Montréal",14,0,3,35,111,0,70,1,1,0,0,235,543
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 95","Montréal",24,2,7,46,114,0,57,2,0,0,4,256,723
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 96","Montréal",11,2,7,61,149,0,54,1,0,1,0,286,702
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 97","Montréal",19,2,10,68,130,0,77,0,1,0,1,308,635
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 98","Montréal",17,1,13,35,136,1,67,0,0,0,4,274,739
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 99","Montréal",17,3,6,59,86,0,59,0,0,0,2,232,545
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 100","Montréal",19,1,5,57,134,0,72,2,1,0,1,292,616
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 101","Montréal",36,0,1,64,132,0,87,1,0,0,0,321,652
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 102","Montréal",22,0,4,51,120,1,81,0,0,0,3,282,625
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 103","Montréal",14,1,13,41,91,0,39,2,0,0,2,203,642
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 104","Montréal",30,4,6,68,157,0,111,1,0,0,2,379,732
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 105","Montréal",10,0,10,25,64,1,17,0,0,0,0,127,324
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 106","Montréal",15,0,8,53,121,0,77,0,0,1,2,277,554
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 107","Montréal",33,2,8,47,145,1,85,1,2,2,0,326,598
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 108","Montréal",12,2,9,54,152,0,57,0,0,0,0,286,586
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 109","Montréal",19,3,10,41,160,0,75,0,0,0,0,308,554
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 110","Montréal",16,3,8,34,134,0,106,1,0,1,2,305,598
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 111","Montréal",13,0,14,35,139,0,86,0,0,0,0,287,597
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 112","Montréal",14,1,10,79,121,1,58,4,0,1,6,295,547
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 113","Montréal",4,0,2,19,32,0,11,0,0,0,0,68,164
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 114","Montréal",12,2,6,53,165,1,63,4,0,0,6,312,624
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 115","Montréal",8,0,3,35,59,1,22,0,0,0,1,129,376
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 116","Montréal",12,4,8,50,116,0,71,0,0,0,2,263,645
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 117","Montréal",23,1,3,37,107,0,81,3,0,0,3,258,656
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 118A","Montréal",3,1,5,10,42,0,13,0,0,0,0,74,437
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 118B","Montréal",4,0,7,47,68,0,15,1,0,0,3,145,127
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 119","Montréal",11,3,7,31,102,1,33,0,0,1,3,192,627
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 120","Montréal",13,3,13,26,135,0,41,0,0,0,0,231,666
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 121","Montréal",5,0,11,10,53,0,14,0,0,1,2,96,547
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 122","Montréal",8,1,24,44,223,3,31,0,0,0,9,343,609
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 123","Montréal",12,1,10,41,247,0,31,0,0,0,4,346,646
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 124","Montréal",20,2,13,24,132,0,102,0,0,1,0,294,606
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 125","Montréal",25,2,25,58,158,0,96,1,0,1,2,368,795
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 126","Montréal",22,6,12,25,131,0,93,1,0,1,0,291,608
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 127","Montréal",27,3,18,30,129,0,84,0,1,0,1,293,618
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 128","Montréal",3,2,12,30,72,0,34,0,0,0,2,155,335
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 129","Montréal",4,1,3,8,42,0,15,0,0,0,0,73,417
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 130","Montréal",15,4,8,33,120,2,48,0,0,1,1,232,487
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 131","Montréal",12,7,11,11,54,0,43,0,0,0,0,138,390
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 132","Montréal",10,3,15,30,114,0,42,1,1,1,0,217,520
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 133","Montréal",5,2,12,10,73,0,16,1,0,0,5,124,537
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 134","Montréal",20,5,16,33,119,3,72,2,0,0,3,273,592
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 135","Montréal",5,1,7,15,102,0,33,0,0,0,0,163,440
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 136","Montréal",6,4,26,29,119,0,37,1,0,1,1,224,587
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 137","Montréal",4,1,19,19,60,0,15,1,0,0,0,119,574
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 400","Montréal",3,1,5,46,41,0,12,2,0,1,3,114,336
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 401","Montréal",1,1,5,42,24,0,10,0,0,0,1,84,322
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 402","Montréal",6,0,9,41,48,0,4,0,0,0,5,113,307
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 403","Montréal",4,3,2,18,43,5,4,0,1,0,2,82,169
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 404","Montréal",5,3,7,83,146,1,39,4,0,0,5,293,486
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 405","Montréal",7,0,2,6,44,0,30,0,2,1,4,96,212
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 406","Montréal",1,0,5,37,42,2,2,1,0,1,1,92,175
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 407","Montréal",0,1,8,71,53,0,7,0,0,0,5,145,210
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 408","Montréal",3,1,5,78,87,1,8,0,0,0,4,187,244
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 409","Montréal",6,0,4,104,72,0,14,0,0,0,3,203,306
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 410","Montréal",1,0,0,12,14,0,3,0,0,0,1,31,667
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 411","Montréal",3,0,3,13,30,0,2,0,1,0,3,55,228
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 500","Mobile poll/Bureau itinérant",2,4,3,13,24,0,2,0,0,1,4,53,196
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 501","Mobile poll/Bureau itinérant",1,0,2,15,28,0,2,0,0,0,3,51,150
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 502","Mobile poll/Bureau itinérant",0,1,10,0,41,4,5,0,0,0,5,66,168
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 503","Mobile poll/Bureau itinérant",4,2,11,32,40,1,6,1,0,0,6,103,360
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 600","Montréal",26,1,1,101,130,0,122,1,0,0,2,384,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 601","Montréal",34,4,14,225,221,1,144,1,0,0,3,647,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 602","Montréal",48,8,39,399,370,9,167,6,5,4,21,1076,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 603","Montréal",26,1,13,108,159,0,83,3,2,3,10,408,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 604","Montréal",20,3,20,243,228,0,114,0,1,2,5,636,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 605","Montréal",26,4,6,135,174,0,126,5,1,0,4,481,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 606","Montréal",22,2,9,116,150,0,116,1,0,0,4,420,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 607","Montréal",21,0,7,116,128,0,91,1,0,0,1,365,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 608","Montréal",53,4,21,314,419,3,288,3,1,1,8,1115,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 609","Montréal",50,1,13,208,365,1,194,5,0,0,6,843,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 610","Montréal",49,7,34,385,405,3,185,2,1,0,13,1084,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 611","Montréal",35,4,19,237,353,2,163,1,2,1,4,821,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 612","Montréal",66,1,25,266,329,2,166,0,1,0,9,865,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 613","Montréal",52,4,18,311,405,0,243,2,0,1,2,1038,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 614","Montréal",57,6,8,155,319,0,179,1,0,0,1,726,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 615","Montréal",36,3,19,130,275,1,109,3,0,1,16,593,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 616","Montréal",25,4,12,136,194,0,63,4,0,0,3,441,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie"," 617","Montréal",38,9,87,203,490,7,111,4,2,2,2,955,
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie",,Group 1/Groupe 1, 37,0,13,33,254,0,109,1,0,1,23,471,681
24039,"Laurier--Sainte-Marie/Laurier--Sainte-Marie",,Group 2/Groupe 2, 225,11,42,381,848,7,708,8,1,3,68,2302,
