Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Richard Caron,Laurel Collins,Alyson Culbert,Robert Duncan,Racelle Kooy,Nikki Macdonald,Jordan Reichert,Keith Rosenberg,David Shebib,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59041,"Victoria/Victoria"," 59","Saanich",74,35,0,0,120,61,0,0,0,0,290,539
59041,"Victoria/Victoria"," 60","Saanich",31,56,5,0,33,37,1,0,0,0,163,406
59041,"Victoria/Victoria"," 61","Oak Bay",50,30,2,0,61,87,1,0,0,0,231,535
59041,"Victoria/Victoria"," 62","Oak Bay",27,39,4,0,41,50,0,0,0,0,161,358
59041,"Victoria/Victoria"," 63","Oak Bay",54,34,4,0,41,51,1,0,0,0,185,438
59041,"Victoria/Victoria"," 64","Oak Bay",41,49,1,0,57,62,0,0,0,0,210,411
59041,"Victoria/Victoria"," 65","Oak Bay",82,26,0,0,40,65,1,0,0,3,217,565
59041,"Victoria/Victoria"," 66","Oak Bay",40,52,9,0,70,59,0,0,0,0,230,440
59041,"Victoria/Victoria"," 67","Victoria",23,100,2,0,53,27,0,1,1,0,207,561
59041,"Victoria/Victoria"," 68","Victoria",15,68,2,0,60,27,1,0,0,0,173,426
59041,"Victoria/Victoria"," 69","Victoria",18,91,10,0,74,34,1,0,1,0,229,500
59041,"Victoria/Victoria"," 70","Victoria",13,80,8,0,51,35,0,0,0,0,187,468
59041,"Victoria/Victoria"," 71","Victoria",7,70,0,0,62,25,0,0,0,2,166,421
59041,"Victoria/Victoria"," 72","Victoria",4,84,2,0,47,24,0,0,0,0,161,375
59041,"Victoria/Victoria"," 73","Victoria",12,128,3,0,60,38,0,0,0,0,241,539
59041,"Victoria/Victoria"," 74","Victoria",30,81,4,1,69,44,0,1,1,1,232,560
59041,"Victoria/Victoria"," 75","Victoria",21,98,0,0,81,30,0,0,0,1,231,568
59041,"Victoria/Victoria"," 76","Victoria",13,105,4,0,70,46,0,0,2,0,240,517
59041,"Victoria/Victoria"," 77","Victoria",11,96,0,0,51,35,1,0,1,0,195,579
59041,"Victoria/Victoria"," 78","Victoria",27,96,7,0,52,31,0,0,0,0,213,553
59041,"Victoria/Victoria"," 79","Victoria",16,163,2,0,64,39,2,0,2,3,291,529
59041,"Victoria/Victoria"," 80","Victoria",19,59,2,0,52,38,2,0,0,0,172,532
59041,"Victoria/Victoria"," 81","Victoria",17,70,4,2,49,38,0,0,0,0,180,498
59041,"Victoria/Victoria"," 82","Victoria",15,88,5,0,41,26,0,2,1,0,178,513
59041,"Victoria/Victoria"," 83","Victoria",8,97,4,0,67,29,0,0,1,2,208,540
59041,"Victoria/Victoria"," 84","Victoria",15,130,4,1,83,39,3,0,0,0,275,683
59041,"Victoria/Victoria"," 85","Victoria",4,111,4,0,64,18,0,0,0,0,201,500
59041,"Victoria/Victoria"," 86","Victoria",4,84,3,0,59,19,0,0,0,0,169,525
59041,"Victoria/Victoria"," 87","Saanich",29,80,0,2,74,40,0,1,0,1,227,567
59041,"Victoria/Victoria"," 88","Saanich",21,75,2,0,71,56,0,0,0,1,226,420
59041,"Victoria/Victoria"," 89","Victoria",16,58,1,0,49,32,0,0,1,3,160,424
59041,"Victoria/Victoria"," 90","Victoria",19,101,1,0,80,41,2,0,1,0,245,591
59041,"Victoria/Victoria"," 91","Saanich",20,55,3,0,42,27,0,0,0,0,147,351
59041,"Victoria/Victoria"," 92","Oak Bay",29,74,3,1,71,51,1,0,2,1,233,493
59041,"Victoria/Victoria"," 93","Victoria",26,30,3,0,48,49,0,0,0,0,156,463
59041,"Victoria/Victoria"," 94","Victoria",17,55,1,0,46,27,0,0,0,0,146,430
59041,"Victoria/Victoria"," 95","Victoria",17,36,4,1,61,33,1,0,0,0,153,401
59041,"Victoria/Victoria"," 96","Victoria",25,74,1,0,47,40,0,0,0,1,188,488
59041,"Victoria/Victoria"," 97","Victoria",8,66,2,1,35,42,1,1,4,0,160,378
59041,"Victoria/Victoria"," 98","Victoria",26,65,0,0,62,34,1,0,1,0,189,570
59041,"Victoria/Victoria"," 99","Victoria",20,49,4,0,24,20,0,0,1,1,119,373
59041,"Victoria/Victoria"," 100","Victoria",17,50,3,0,33,32,1,0,0,0,136,406
59041,"Victoria/Victoria"," 101","Victoria",11,34,2,1,16,16,1,0,0,0,81,432
59041,"Victoria/Victoria"," 102","Victoria",29,152,6,1,49,54,1,0,0,0,292,693
59041,"Victoria/Victoria"," 103","Victoria",40,102,4,1,60,75,3,0,0,1,286,643
59041,"Victoria/Victoria"," 104","Victoria",24,62,3,0,51,50,0,0,0,4,194,591
59041,"Victoria/Victoria"," 105","Victoria",35,78,5,0,61,50,0,0,0,0,229,628
59041,"Victoria/Victoria"," 106","Victoria",11,98,2,0,58,29,0,0,0,1,199,537
59041,"Victoria/Victoria"," 107","Victoria",14,61,2,0,39,49,1,1,0,0,167,443
59041,"Victoria/Victoria"," 108","Victoria",34,48,3,0,40,48,1,0,0,1,175,503
59041,"Victoria/Victoria"," 109","Victoria",19,47,0,0,31,38,2,0,0,0,137,445
59041,"Victoria/Victoria"," 110","Victoria",18,76,7,0,39,33,2,0,0,2,177,483
59041,"Victoria/Victoria"," 111","Victoria",18,83,0,0,44,55,1,0,1,0,202,542
59041,"Victoria/Victoria"," 112","Victoria",16,64,1,0,29,32,1,0,0,1,144,393
59041,"Victoria/Victoria"," 113","Victoria",26,92,6,0,71,35,0,0,0,2,232,618
59041,"Victoria/Victoria"," 114","Victoria",19,67,4,0,37,36,2,0,0,1,166,517
59041,"Victoria/Victoria"," 115","Victoria",20,50,5,1,51,39,0,0,1,3,170,515
59041,"Victoria/Victoria"," 116","Victoria",41,127,5,1,73,72,2,0,0,1,322,755
59041,"Victoria/Victoria"," 117","Victoria",31,111,10,0,61,70,1,0,1,0,285,699
59041,"Victoria/Victoria"," 118","Victoria",13,101,5,0,66,34,0,0,0,2,221,514
59041,"Victoria/Victoria"," 119","Victoria",24,89,3,0,63,37,1,0,0,0,217,532
59041,"Victoria/Victoria"," 120","Victoria",9,84,2,0,59,44,1,0,0,0,199,516
59041,"Victoria/Victoria"," 121","Victoria",9,114,4,3,57,46,0,0,0,3,236,552
59041,"Victoria/Victoria"," 122","Victoria",28,85,5,0,64,53,0,0,0,0,235,513
59041,"Victoria/Victoria"," 123","Victoria",24,107,6,1,67,32,1,2,0,2,242,523
59041,"Victoria/Victoria"," 124","Victoria",18,98,5,1,65,55,0,0,0,3,245,596
59041,"Victoria/Victoria"," 125","Victoria",21,90,2,0,51,33,0,0,0,2,199,492
59041,"Victoria/Victoria"," 126","Victoria",22,105,1,0,54,54,0,0,2,2,240,525
59041,"Victoria/Victoria"," 127","Victoria",30,115,3,0,64,47,1,0,0,4,264,625
59041,"Victoria/Victoria"," 128","Victoria",30,122,3,0,69,44,1,0,0,2,271,540
59041,"Victoria/Victoria"," 129","Victoria",25,78,3,0,50,40,1,0,0,0,197,408
59041,"Victoria/Victoria"," 130","Victoria",17,64,4,0,62,36,2,0,1,0,186,448
59041,"Victoria/Victoria"," 131","Victoria",26,87,8,2,81,43,0,0,0,3,250,543
59041,"Victoria/Victoria"," 132","Victoria",14,87,1,1,73,37,1,1,2,1,218,514
59041,"Victoria/Victoria"," 133","Victoria",19,63,1,1,39,41,1,0,0,1,166,435
59041,"Victoria/Victoria"," 134","Victoria",18,55,1,0,47,70,3,0,0,0,194,482
59041,"Victoria/Victoria"," 135","Victoria",9,46,0,0,40,38,0,0,0,1,134,384
59041,"Victoria/Victoria"," 136","Victoria",16,69,0,0,58,35,1,0,0,3,182,494
59041,"Victoria/Victoria"," 137","Victoria",22,108,3,0,72,45,1,0,0,1,252,596
59041,"Victoria/Victoria"," 138","Victoria",19,90,3,0,49,36,1,1,1,1,201,485
59041,"Victoria/Victoria"," 139","Victoria",21,80,7,0,46,48,0,0,1,1,204,520
59041,"Victoria/Victoria"," 140","Victoria",23,73,4,0,89,66,1,0,0,0,256,557
59041,"Victoria/Victoria"," 141","Victoria",22,78,5,0,68,75,2,0,1,0,251,569
59041,"Victoria/Victoria"," 142","Victoria",28,68,1,0,72,48,1,0,2,0,220,518
59041,"Victoria/Victoria"," 143","Victoria",32,45,0,0,34,43,0,0,0,0,154,378
59041,"Victoria/Victoria"," 144","Victoria",18,75,1,0,86,43,0,0,0,0,223,452
59041,"Victoria/Victoria"," 145","Victoria",15,59,6,0,66,55,1,0,0,0,202,451
59041,"Victoria/Victoria"," 146","Victoria",16,95,1,0,48,33,0,0,1,2,196,509
59041,"Victoria/Victoria"," 147","Victoria",21,53,7,0,57,41,0,0,1,1,181,520
59041,"Victoria/Victoria"," 148","Victoria",15,41,2,0,42,41,0,0,0,0,141,447
59041,"Victoria/Victoria"," 149","Victoria",21,86,4,0,55,47,1,0,0,0,214,507
59041,"Victoria/Victoria"," 150","Victoria",9,83,6,1,53,27,0,0,0,0,179,468
59041,"Victoria/Victoria"," 151","Victoria",23,82,2,0,70,51,1,0,0,2,231,528
59041,"Victoria/Victoria"," 152","Victoria",2,53,1,0,38,37,0,0,1,1,133,463
59041,"Victoria/Victoria"," 153","Victoria",10,78,3,1,49,51,0,0,1,2,195,576
59041,"Victoria/Victoria"," 154","Victoria",18,88,2,0,63,55,0,0,0,1,227,550
59041,"Victoria/Victoria"," 155","Victoria",14,70,2,0,71,34,0,0,1,0,192,431
59041,"Victoria/Victoria"," 156","Victoria",10,61,1,1,56,40,1,0,0,0,170,380
59041,"Victoria/Victoria"," 157","Victoria",14,74,5,0,61,41,0,0,0,0,195,392
59041,"Victoria/Victoria"," 158","Victoria",22,60,1,1,76,68,0,0,1,0,229,531
59041,"Victoria/Victoria"," 159","Victoria",11,82,2,1,74,54,0,0,0,0,224,505
59041,"Victoria/Victoria"," 160","Victoria",20,81,3,0,65,57,4,0,0,1,231,506
59041,"Victoria/Victoria"," 161","Victoria",27,112,2,0,90,54,0,0,0,3,288,601
59041,"Victoria/Victoria"," 162","Victoria",24,95,4,0,79,49,2,0,1,1,255,532
59041,"Victoria/Victoria"," 163","Oak Bay",36,62,3,0,82,56,0,0,0,1,240,533
59041,"Victoria/Victoria"," 164","Oak Bay",36,46,2,0,55,74,0,1,0,0,214,481
59041,"Victoria/Victoria"," 165","Oak Bay",24,39,1,0,64,67,0,0,0,0,195,447
59041,"Victoria/Victoria"," 166","Oak Bay",40,32,2,0,43,71,0,0,0,1,189,466
59041,"Victoria/Victoria"," 167","Oak Bay",29,36,3,0,66,53,1,0,1,1,190,418
59041,"Victoria/Victoria"," 168","Oak Bay",31,41,0,0,38,60,0,0,0,1,171,425
59041,"Victoria/Victoria"," 169","Victoria",27,80,1,1,88,43,0,0,0,0,240,507
59041,"Victoria/Victoria"," 170","Victoria",36,44,2,0,45,58,1,0,0,0,186,458
59041,"Victoria/Victoria"," 171","Victoria",26,71,4,0,79,63,0,0,1,0,244,490
59041,"Victoria/Victoria"," 172","Victoria",17,44,6,0,59,33,1,0,0,0,160,405
59041,"Victoria/Victoria"," 173","Victoria",27,55,0,0,67,26,0,0,0,2,177,436
59041,"Victoria/Victoria"," 174","Oak Bay",63,40,1,1,61,55,0,0,0,0,221,459
59041,"Victoria/Victoria"," 175","Oak Bay",28,36,6,1,79,67,3,0,0,0,220,488
59041,"Victoria/Victoria"," 176","Oak Bay",27,37,1,0,66,47,0,0,0,0,178,394
59041,"Victoria/Victoria"," 177","Oak Bay",40,80,3,0,69,80,0,0,0,0,272,549
59041,"Victoria/Victoria"," 178","Oak Bay",31,70,3,0,60,80,0,0,0,0,244,516
59041,"Victoria/Victoria"," 179","Oak Bay",51,47,0,0,64,60,0,0,0,0,222,414
59041,"Victoria/Victoria"," 180","Oak Bay",45,48,2,0,68,64,2,0,0,0,229,461
59041,"Victoria/Victoria"," 181","Oak Bay",30,35,6,0,53,60,0,0,0,1,185,415
59041,"Victoria/Victoria"," 182","Oak Bay",55,23,1,0,48,56,0,0,0,1,184,433
59041,"Victoria/Victoria"," 183","Oak Bay",28,58,0,1,72,61,0,0,1,2,223,497
59041,"Victoria/Victoria"," 184","Victoria",18,84,4,0,56,42,0,0,0,0,204,475
59041,"Victoria/Victoria"," 185","Oak Bay",25,94,2,0,45,50,0,0,0,0,216,515
59041,"Victoria/Victoria"," 186","Oak Bay",12,72,4,0,62,30,0,0,0,0,180,365
59041,"Victoria/Victoria"," 187","Oak Bay",38,42,2,0,90,77,2,0,0,0,251,554
59041,"Victoria/Victoria"," 188","Oak Bay",54,89,2,0,59,40,1,0,1,0,246,569
59041,"Victoria/Victoria"," 189","Oak Bay",29,67,3,0,40,62,0,0,0,1,202,467
59041,"Victoria/Victoria"," 190","Oak Bay",33,61,7,0,73,48,1,0,0,2,225,532
59041,"Victoria/Victoria"," 191","Oak Bay",40,44,1,0,63,65,0,0,0,0,213,541
59041,"Victoria/Victoria"," 400","Victoria",12,20,2,0,18,39,1,0,0,0,92,198
59041,"Victoria/Victoria"," 500A","Mobile poll/Bureau itinérant",15,20,2,0,26,39,0,0,0,1,103,45
59041,"Victoria/Victoria"," 500B","Mobile poll/Bureau itinérant",39,25,2,1,33,71,0,1,2,0,174,100
59041,"Victoria/Victoria"," 501A","Mobile poll/Bureau itinérant",14,16,2,1,12,20,2,0,0,2,69,52
59041,"Victoria/Victoria"," 501B","Mobile poll/Bureau itinérant",17,23,1,2,14,30,2,1,0,6,96,76
59041,"Victoria/Victoria"," 501C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501B,,,,,,,,,,,24
59041,"Victoria/Victoria"," 502A","Mobile poll/Bureau itinérant",7,25,1,3,11,32,2,5,3,1,90,132
59041,"Victoria/Victoria"," 502B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°507A,,,,,,,,,,,5
59041,"Victoria/Victoria"," 503A","Mobile poll/Bureau itinérant",28,18,0,0,35,36,0,0,1,1,119,121
59041,"Victoria/Victoria"," 503B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503A,,,,,,,,,,,29
59041,"Victoria/Victoria"," 504A","Mobile poll/Bureau itinérant",17,17,1,3,22,27,3,1,0,4,95,50
59041,"Victoria/Victoria"," 504B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,,,,72
59041,"Victoria/Victoria"," 505A","Mobile poll/Bureau itinérant",20,35,1,0,31,32,2,0,2,8,131,79
59041,"Victoria/Victoria"," 505B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,,,,,,3
59041,"Victoria/Victoria"," 506A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501A,,,,,,,,,,,50
59041,"Victoria/Victoria"," 506B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°506C,,,,,,,,,,,27
59041,"Victoria/Victoria"," 506C","Mobile poll/Bureau itinérant",19,11,0,4,17,46,1,0,0,4,102,98
59041,"Victoria/Victoria"," 507A","Mobile poll/Bureau itinérant",12,13,1,1,20,33,1,0,1,0,82,41
59041,"Victoria/Victoria"," 507B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°501B,,,,,,,,,,,19
59041,"Victoria/Victoria"," 507C","Mobile poll/Bureau itinérant",11,15,0,2,12,17,1,1,1,8,68,32
59041,"Victoria/Victoria"," 508A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500B,,,,,,,,,,,87
59041,"Victoria/Victoria"," 508B","Mobile poll/Bureau itinérant",10,20,1,0,20,27,2,0,0,3,83,15
59041,"Victoria/Victoria"," 508C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°505A,,,,,,,,,,,54
59041,"Victoria/Victoria"," 509A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°504A,,,,,,,,,,,80
59041,"Victoria/Victoria"," 509B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°507A,,,,,,,,,,,19
59041,"Victoria/Victoria"," 509C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°507A,,,,,,,,,,,39
59041,"Victoria/Victoria"," 510A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°508B,,,,,,,,,,,106
59041,"Victoria/Victoria"," 510B","Mobile poll/Bureau itinérant",24,12,2,0,49,48,0,0,0,2,137,45
59041,"Victoria/Victoria"," 511A","Mobile poll/Bureau itinérant",9,15,2,2,9,28,1,0,1,5,72,10
59041,"Victoria/Victoria"," 511B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°510B,,,,,,,,,,,133
59041,"Victoria/Victoria"," 511C","Mobile poll/Bureau itinérant",17,25,3,1,34,40,0,0,0,0,120,29
59041,"Victoria/Victoria"," 511D","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503A,,,,,,,,,,,4
59041,"Victoria/Victoria"," 512A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511C,,,,,,,,,,,29
59041,"Victoria/Victoria"," 512B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511C,,,,,,,,,,,50
59041,"Victoria/Victoria"," 512C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511C,,,,,,,,,,,34
59041,"Victoria/Victoria"," 512D","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511C,,,,,,,,,,,47
59041,"Victoria/Victoria"," 512E","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500B,,,,,,,,,,,42
59041,"Victoria/Victoria"," 513A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°511A,,,,,,,,,,,91
59041,"Victoria/Victoria"," 513B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°502A,,,,,,,,,,,24
59041,"Victoria/Victoria"," 514A","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°507C,,,,,,,,,,,57
59041,"Victoria/Victoria"," 514B","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°500A,,,,,,,,,,,12
59041,"Victoria/Victoria"," 514C","Mobile poll/Bureau itinérant",Merged with No./Fusionné avec le n°503A,,,,,,,,,,,4
59041,"Victoria/Victoria"," 600","Victoria",123,282,9,1,321,215,3,0,0,57,1011,
59041,"Victoria/Victoria"," 601","Victoria",168,405,16,2,495,311,3,0,1,4,1405,
59041,"Victoria/Victoria"," 602","Victoria",112,618,18,0,542,266,6,1,3,4,1570,
59041,"Victoria/Victoria"," 603","Victoria",99,513,14,0,399,228,1,1,1,7,1263,
59041,"Victoria/Victoria"," 604","Victoria",166,457,17,3,300,238,6,1,2,26,1216,
59041,"Victoria/Victoria"," 605","Victoria",69,366,15,1,330,189,3,0,2,3,978,
59041,"Victoria/Victoria"," 606","Victoria",210,242,9,0,292,281,1,2,0,2,1039,
59041,"Victoria/Victoria"," 607","Victoria",151,350,28,1,311,304,4,0,0,2,1151,
59041,"Victoria/Victoria"," 608","Victoria",111,676,13,5,501,176,7,2,1,5,1497,
59041,"Victoria/Victoria"," 609","Victoria",118,575,25,5,463,270,10,0,1,1,1468,
59041,"Victoria/Victoria"," 610","Oak Bay",252,377,13,1,585,443,4,1,2,7,1685,
59041,"Victoria/Victoria"," 611","Oak Bay",354,370,12,3,575,492,3,0,2,9,1820,
59041,"Victoria/Victoria"," 612","Victoria",235,529,16,2,682,444,2,0,1,8,1919,
59041,"Victoria/Victoria"," 613","Victoria",171,550,25,1,649,402,2,0,4,8,1812,
59041,"Victoria/Victoria"," 614","Victoria",186,633,21,1,664,421,4,0,4,8,1942,
59041,"Victoria/Victoria"," 615","Victoria",185,438,12,3,427,290,5,1,1,6,1368,
59041,"Victoria/Victoria"," 616","Victoria",268,580,18,6,560,468,5,0,2,3,1910,
59041,"Victoria/Victoria"," 617","Oak Bay",393,212,14,1,453,444,4,0,0,9,1530,
59041,"Victoria/Victoria",,Group 1/Groupe 1, 78,149,17,0,159,122,4,3,2,14,548,586
59041,"Victoria/Victoria",,Group 2/Groupe 2, 450,878,30,4,1135,573,6,0,3,104,3183,
