Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Sarah Chung,Gregory Hines,Alan Ho,Elvin Kao,Bob Saroya,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35056,"Markham--Unionville/Markham--Unionville"," 82","Markham",1,26,54,7,90,0,178,501
35056,"Markham--Unionville/Markham--Unionville"," 83","Markham",2,21,132,12,142,2,311,563
35056,"Markham--Unionville/Markham--Unionville"," 84","Markham",2,8,102,14,117,2,245,494
35056,"Markham--Unionville/Markham--Unionville"," 85","Markham",1,11,116,13,149,3,293,563
35056,"Markham--Unionville/Markham--Unionville"," 86","Markham",2,17,73,15,86,2,195,467
35056,"Markham--Unionville/Markham--Unionville"," 87","Markham",2,11,72,5,112,3,205,572
35056,"Markham--Unionville/Markham--Unionville"," 88","Markham",3,9,68,7,92,3,182,560
35056,"Markham--Unionville/Markham--Unionville"," 89","Markham",2,7,55,7,51,0,122,344
35056,"Markham--Unionville/Markham--Unionville"," 90","Markham",0,6,60,7,95,1,169,508
35056,"Markham--Unionville/Markham--Unionville"," 91","Markham",0,9,68,8,95,4,184,477
35056,"Markham--Unionville/Markham--Unionville"," 92","Markham",2,9,86,9,84,1,191,587
35056,"Markham--Unionville/Markham--Unionville"," 93","Markham",3,11,100,9,106,3,232,556
35056,"Markham--Unionville/Markham--Unionville"," 94","Markham",6,26,73,8,101,1,215,542
35056,"Markham--Unionville/Markham--Unionville"," 95","Markham",7,29,143,13,102,0,294,776
35056,"Markham--Unionville/Markham--Unionville"," 96","Markham",5,9,79,4,79,0,176,523
35056,"Markham--Unionville/Markham--Unionville"," 97","Markham",0,11,58,7,90,7,173,467
35056,"Markham--Unionville/Markham--Unionville"," 98","Markham",3,7,80,11,90,1,192,390
35056,"Markham--Unionville/Markham--Unionville"," 99","Markham",2,15,58,11,111,1,198,408
35056,"Markham--Unionville/Markham--Unionville"," 100","Markham",2,7,55,9,93,0,166,375
35056,"Markham--Unionville/Markham--Unionville"," 101","Markham",3,9,41,6,54,1,114,355
35056,"Markham--Unionville/Markham--Unionville"," 102","Markham",4,8,25,10,53,3,103,345
35056,"Markham--Unionville/Markham--Unionville"," 103","Markham",0,10,39,6,84,0,139,475
35056,"Markham--Unionville/Markham--Unionville"," 104","Markham",4,13,50,16,69,0,152,393
35056,"Markham--Unionville/Markham--Unionville"," 105","Markham",3,18,60,13,54,4,152,373
35056,"Markham--Unionville/Markham--Unionville"," 106","Markham",5,16,69,6,60,4,160,372
35056,"Markham--Unionville/Markham--Unionville"," 107","Markham",3,13,83,18,82,0,199,503
35056,"Markham--Unionville/Markham--Unionville"," 108","Markham",0,9,80,11,70,0,170,437
35056,"Markham--Unionville/Markham--Unionville"," 109","Markham",1,8,61,3,73,2,148,344
35056,"Markham--Unionville/Markham--Unionville"," 110","Markham",0,9,50,13,67,0,139,340
35056,"Markham--Unionville/Markham--Unionville"," 111","Markham",8,7,77,11,102,0,205,564
35056,"Markham--Unionville/Markham--Unionville"," 112","Markham",4,7,65,16,70,1,163,333
35056,"Markham--Unionville/Markham--Unionville"," 113","Markham",1,9,99,12,111,0,232,536
35056,"Markham--Unionville/Markham--Unionville"," 114","Markham",8,8,76,11,127,1,231,560
35056,"Markham--Unionville/Markham--Unionville"," 115","Markham",3,7,79,15,92,2,198,572
35056,"Markham--Unionville/Markham--Unionville"," 116","Markham",3,11,43,7,88,1,153,437
35056,"Markham--Unionville/Markham--Unionville"," 117","Markham",3,3,60,4,69,0,139,386
35056,"Markham--Unionville/Markham--Unionville"," 118","Markham",5,7,40,7,82,0,141,401
35056,"Markham--Unionville/Markham--Unionville"," 119","Markham",1,5,82,9,112,4,213,488
35056,"Markham--Unionville/Markham--Unionville"," 120","Markham",1,15,59,7,90,2,174,383
35056,"Markham--Unionville/Markham--Unionville"," 121","Markham",2,10,44,12,92,3,163,384
35056,"Markham--Unionville/Markham--Unionville"," 122","Markham",2,14,59,5,95,1,176,429
35056,"Markham--Unionville/Markham--Unionville"," 123","Markham",2,6,64,8,82,1,163,370
35056,"Markham--Unionville/Markham--Unionville"," 124","Markham",2,10,62,5,86,1,166,382
35056,"Markham--Unionville/Markham--Unionville"," 125","Markham",2,13,63,8,83,0,169,417
35056,"Markham--Unionville/Markham--Unionville"," 126","Markham",7,6,58,6,107,0,184,402
35056,"Markham--Unionville/Markham--Unionville"," 127","Markham",0,11,82,5,68,0,166,363
35056,"Markham--Unionville/Markham--Unionville"," 128","Markham",3,11,65,10,92,1,182,386
35056,"Markham--Unionville/Markham--Unionville"," 129","Markham",0,6,60,3,89,2,160,336
35056,"Markham--Unionville/Markham--Unionville"," 130","Markham",2,6,89,4,69,5,175,454
35056,"Markham--Unionville/Markham--Unionville"," 131","Markham",3,12,53,8,53,1,130,362
35056,"Markham--Unionville/Markham--Unionville"," 132","Markham",0,7,65,6,54,2,134,204
35056,"Markham--Unionville/Markham--Unionville"," 133","Markham",2,16,81,8,101,0,208,578
35056,"Markham--Unionville/Markham--Unionville"," 134","Markham",4,13,62,9,115,6,209,531
35056,"Markham--Unionville/Markham--Unionville"," 135","Markham",4,19,104,13,118,1,259,548
35056,"Markham--Unionville/Markham--Unionville"," 136","Markham",2,14,104,7,108,1,236,589
35056,"Markham--Unionville/Markham--Unionville"," 137","Markham",6,12,104,7,71,2,202,577
35056,"Markham--Unionville/Markham--Unionville"," 138","Markham",6,13,80,8,128,1,236,502
35056,"Markham--Unionville/Markham--Unionville"," 139","Markham",11,19,86,14,119,3,252,623
35056,"Markham--Unionville/Markham--Unionville"," 140","Markham",4,14,73,4,116,0,211,550
35056,"Markham--Unionville/Markham--Unionville"," 141","Markham",8,11,95,7,134,3,258,589
35056,"Markham--Unionville/Markham--Unionville"," 142","Markham",3,17,123,17,126,6,292,585
35056,"Markham--Unionville/Markham--Unionville"," 143","Markham",4,31,84,25,104,0,248,558
35056,"Markham--Unionville/Markham--Unionville"," 144","Markham",7,18,146,14,135,2,322,653
35056,"Markham--Unionville/Markham--Unionville"," 145","Markham",0,7,62,2,83,1,155,495
35056,"Markham--Unionville/Markham--Unionville"," 146","Markham",5,32,151,24,175,4,391,918
35056,"Markham--Unionville/Markham--Unionville"," 147","Markham",4,15,96,4,71,4,194,541
35056,"Markham--Unionville/Markham--Unionville"," 148","Markham",1,12,73,3,68,2,159,435
35056,"Markham--Unionville/Markham--Unionville"," 149","Markham",2,10,62,8,76,2,160,418
35056,"Markham--Unionville/Markham--Unionville"," 150","Markham",1,11,48,1,65,3,129,382
35056,"Markham--Unionville/Markham--Unionville"," 151","Markham",1,9,69,8,60,2,149,346
35056,"Markham--Unionville/Markham--Unionville"," 152","Markham",2,18,42,14,59,0,135,582
35056,"Markham--Unionville/Markham--Unionville"," 153","Markham",3,10,14,14,42,1,84,434
35056,"Markham--Unionville/Markham--Unionville"," 154","Markham",5,10,64,8,106,0,193,420
35056,"Markham--Unionville/Markham--Unionville"," 155","Markham",4,8,84,6,79,1,182,426
35056,"Markham--Unionville/Markham--Unionville"," 156","Markham",3,6,72,11,66,4,162,376
35056,"Markham--Unionville/Markham--Unionville"," 157","Markham",5,12,69,11,73,0,170,363
35056,"Markham--Unionville/Markham--Unionville"," 158","Markham",2,6,80,7,64,0,159,360
35056,"Markham--Unionville/Markham--Unionville"," 159","Markham",0,17,80,11,78,2,188,523
35056,"Markham--Unionville/Markham--Unionville"," 160","Markham",3,12,60,3,78,0,156,397
35056,"Markham--Unionville/Markham--Unionville"," 161","Markham",5,11,57,13,76,2,164,428
35056,"Markham--Unionville/Markham--Unionville"," 162","Markham",4,13,39,4,53,1,114,317
35056,"Markham--Unionville/Markham--Unionville"," 163","Markham",4,15,63,16,65,3,166,418
35056,"Markham--Unionville/Markham--Unionville"," 164","Markham",4,17,92,14,79,1,207,618
35056,"Markham--Unionville/Markham--Unionville"," 165","Markham",4,9,66,4,53,3,139,251
35056,"Markham--Unionville/Markham--Unionville"," 166","Markham",1,8,59,7,39,3,117,216
35056,"Markham--Unionville/Markham--Unionville"," 167","Markham",3,8,24,7,58,0,100,337
35056,"Markham--Unionville/Markham--Unionville"," 168","Markham",3,14,63,11,107,1,199,506
35056,"Markham--Unionville/Markham--Unionville"," 400","Markham",1,15,74,13,51,1,155,246
35056,"Markham--Unionville/Markham--Unionville"," 401","Markham",7,15,66,4,65,1,158,260
35056,"Markham--Unionville/Markham--Unionville"," 402","Markham",2,13,58,4,40,1,118,202
35056,"Markham--Unionville/Markham--Unionville"," 403","Markham",2,17,74,6,69,3,171,231
35056,"Markham--Unionville/Markham--Unionville"," 404","Markham",1,12,81,3,52,7,156,207
35056,"Markham--Unionville/Markham--Unionville"," 405","Markham",2,7,134,13,107,10,273,375
35056,"Markham--Unionville/Markham--Unionville"," 406","Markham",1,4,25,5,54,0,89,198
35056,"Markham--Unionville/Markham--Unionville"," 407","Markham",4,11,29,3,47,3,97,177
35056,"Markham--Unionville/Markham--Unionville"," 408","Markham",3,11,48,5,56,0,123,232
35056,"Markham--Unionville/Markham--Unionville"," 409","Markham",3,4,27,2,39,1,76,173
35056,"Markham--Unionville/Markham--Unionville"," 410","Markham",5,9,32,6,37,0,89,170
35056,"Markham--Unionville/Markham--Unionville"," 411","Markham",3,9,53,0,38,2,105,219
35056,"Markham--Unionville/Markham--Unionville"," 412","Markham",4,19,80,14,135,4,256,513
35056,"Markham--Unionville/Markham--Unionville"," 413","Markham",7,14,86,9,124,2,242,487
35056,"Markham--Unionville/Markham--Unionville"," 414","Markham",3,4,40,9,55,1,112,191
35056,"Markham--Unionville/Markham--Unionville"," 415","Markham",7,3,21,4,24,1,60,117
35056,"Markham--Unionville/Markham--Unionville"," 416","Markham",2,8,33,4,29,1,77,159
35056,"Markham--Unionville/Markham--Unionville"," 417","Markham",2,8,29,6,20,0,65,111
35056,"Markham--Unionville/Markham--Unionville"," 418","Markham",0,10,34,3,26,0,73,162
35056,"Markham--Unionville/Markham--Unionville"," 419","Markham",2,13,30,0,49,7,101,216
35056,"Markham--Unionville/Markham--Unionville"," 420","Markham",2,5,31,5,33,1,77,158
35056,"Markham--Unionville/Markham--Unionville"," 421","Markham",2,6,31,2,26,0,67,133
35056,"Markham--Unionville/Markham--Unionville"," 422","Markham",3,6,18,3,32,0,62,130
35056,"Markham--Unionville/Markham--Unionville"," 423","Markham",5,5,25,1,27,0,63,145
35056,"Markham--Unionville/Markham--Unionville"," 424","Markham",2,8,23,5,28,0,66,123
35056,"Markham--Unionville/Markham--Unionville"," 425","Markham",1,12,42,12,63,2,132,267
35056,"Markham--Unionville/Markham--Unionville"," 426","Markham",3,11,58,7,58,0,137,328
35056,"Markham--Unionville/Markham--Unionville"," 500","Mobile poll/Bureau itinérant",0,10,77,3,40,5,135,173
35056,"Markham--Unionville/Markham--Unionville"," 501","Mobile poll/Bureau itinérant",3,5,40,0,39,1,88,128
35056,"Markham--Unionville/Markham--Unionville"," 600","Markham",19,61,386,48,725,2,1241,
35056,"Markham--Unionville/Markham--Unionville"," 601","Markham",15,43,368,37,663,16,1142,
35056,"Markham--Unionville/Markham--Unionville"," 602","Markham",17,51,373,24,572,7,1044,
35056,"Markham--Unionville/Markham--Unionville"," 603","Markham",18,52,403,44,529,6,1052,
35056,"Markham--Unionville/Markham--Unionville"," 604","Markham",8,60,451,69,589,5,1182,
35056,"Markham--Unionville/Markham--Unionville"," 605","Markham",8,20,193,25,177,2,425,
35056,"Markham--Unionville/Markham--Unionville"," 606","Markham",9,48,356,59,529,8,1009,
35056,"Markham--Unionville/Markham--Unionville"," 607","Markham",13,49,389,64,412,8,935,
35056,"Markham--Unionville/Markham--Unionville"," 608","Markham",8,47,263,30,322,5,675,
35056,"Markham--Unionville/Markham--Unionville"," 609","Markham",12,40,288,49,396,3,788,
35056,"Markham--Unionville/Markham--Unionville"," 610","Markham",14,64,369,39,459,7,952,
35056,"Markham--Unionville/Markham--Unionville"," 611","Markham",13,69,417,30,683,9,1221,
35056,"Markham--Unionville/Markham--Unionville"," 612","Markham",13,67,371,38,608,1,1098,
35056,"Markham--Unionville/Markham--Unionville"," 613","Markham",7,61,323,28,481,3,903,
35056,"Markham--Unionville/Markham--Unionville"," 614","Markham",10,71,438,35,487,11,1052,
35056,"Markham--Unionville/Markham--Unionville"," 615","Markham",9,75,518,42,558,13,1215,
35056,"Markham--Unionville/Markham--Unionville",,Group 1/Groupe 1, 8,13,99,17,109,10,256,426
35056,"Markham--Unionville/Markham--Unionville",,Group 2/Groupe 2, 15,145,494,65,454,39,1212,
